A ^at++++=A
better ^jjr+pred+++=better
than ^in++++=than
mountains ^npl++++=mountains,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do
not ^xnot++not++=not
stamp ^nn++++=stamp
and ^cc++++=and
stereotype ^nn+++??+=stereotype
themselves ^ppls+pp3+++=themselves
into ^in++++=into
the ^ati++++=the
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thus ^rb+cnj+++=thus
grow ^vb++++=grow
wearisome ^jj++++=wearisome
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
strong ^jj+atrb+++=strong
impression ^nn++++=impression,
, ^zz++++=EXTRAWORD
repeated ^j+++xvbn+=repeated
day ^np++++=day
after ^in++++=after
day ^nn++++=day.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
summer ^nn++++=summer
weeks ^nns++++=weeks
among ^in++++=among
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
a ^at++++=a
lifetime ^nn++++=lifetime
among ^in++++=among
green ^nn++++=green
meadows ^npl++++=meadows
and ^cc++++=and
placid ^jj+atrb+++=placid
slopes ^nns++++=slopes,
, ^zz++++=EXTRAWORD
with ^in++++=with
outlines ^nns++++=outlines
forever ^rb++++=forever
new ^jj++++=new,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
continually ^rb++++=continually
fading ^vbg+++xvbg+=fading
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
memory ^nn++++=memory--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
sober ^jj+atrb+++=sober
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
doubt ^nn++++=doubt
whether ^cs+who+++=whether
Eustace ^np++++=Eustace
did ^vbd+dod+aux++=did
not ^xnot++not++=not
internally ^rb++++=internally
pronounce ^vb++++=pronounce
the ^ati++++=the
whole ^jj+atrb+++=whole
thing ^nn++++=thing
a ^at++++=a
bore ^nn+++xvbn+=bore,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
led ^vbd+++xvbnx+=led
him ^pp3o+pp3+++=him
to ^in++++=to
my ^pp$+pp1+++=my
predecessor ^nn++++=predecessor's
's ^$++++=EXTRAWORD
little ^ap++++=little
ruined ^jj+atrb++xvbn+=ruined,
, ^zz++++=EXTRAWORD
rustic ^jj+atrb+++=rustic
summer ^nn++++=summer
house ^nn++++=house,
, ^zz++++=EXTRAWORD
midway ^rb++++=midway
on ^in++++=on
the ^ati++++=the
hillside ^nn++++=hillside.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
mere ^jjb+atrb+++=mere
skeleton ^nn++++=skeleton
of ^in++++=of
slender ^jj+atrb+++=slender,
, ^zz++++=EXTRAWORD
decaying ^jj+atrb+++=decaying
tree ^nn++++=tree
trunks ^nns++++=trunks,
, ^zz++++=EXTRAWORD
with ^in++++=with
neither ^dt++neg++=neither
walls ^nns++++=walls
nor ^cc++neg++=nor
a ^at++++=a
roof ^nn++++=roof;
; ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
a ^at++++=a
tracery ^nn+nom+++=tracery
of ^in++++=of
branches ^nns++++=branches
and ^cc++++=and
twigs ^nns++++=twigs,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
next ^ap++++=next
wintry ^jj+atrb+++=wintry
blast ^nn++++=blast
will ^md+prd+++=will
be ^vb+be+vrb++=be
very ^ql+amp+++=very
likely ^jj++++=likely
to ^to+jcmp+++=to
scatter ^vbi++++=scatter
in ^in++++=in
fragments ^nns+nom+++=fragments
along ^in++++=along
the ^ati++++=the
terrace ^nn++++=terrace.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
looks ^vbz++++=looks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
as ^ql++++=as
evanescent ^jj++++=evanescent
as ^in++++=as
a ^at++++=a
dream ^nn++++=dream;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
in ^in++++=in
its ^pp$+it+++=its
rustic ^jj+atrb+++=rustic
network ^nn++++=network
of ^in++++=of
boughs ^nns++++=boughs,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
somehow ^rb++splt++=somehow
enclosed ^vprf+++xvbnx+=enclosed
a ^at++++=a
hint ^nn++++=hint
of ^in++++=of
spiritual ^jj+atrb+++=spiritual
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
a ^at++++=a
true ^jj+atrb+++=true
emblem ^nn++++=emblem
of ^in++++=of
the ^ati++++=the
subtile ^nn+++??+=subtile
and ^cc++++=and
ethereal ^jj+atrb+++=ethereal
mind ^vb++++=mind
that ^tht+vcmp+++=that
planned ^jj+++xvbn+=planned
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
Eustace ^np++++=Eustace
Bright ^jj++++=Bright
sit ^vb++++=sit
down ^rb+phrv+++=down
on ^in++++=on
a ^at++++=a
snow ^nn++++=snow
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
heaped ^vprf+++xvbnx+=heaped
itself ^ppl++++=itself
over ^in++++=over
the ^ati++++=the
mossy ^jj+atrb+++=mossy
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gazing ^vbg+++xvbg+=gazing
through ^in++++=through
the ^ati++++=the
arched ^jj+atrb++xvbn+=arched
windows ^nns++++=windows
opposite ^jj++++=opposite,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
acknowledged ^vbd+vpub++xvbnx+=acknowledged
that ^tht+vcmp+++=that
the ^ati++++=the
scene ^nn++++=scene
at ^rb++++=at
once ^rb"+tm+++=once
grew ^vbd+++xvbn+=grew
picturesque ^jj++++=picturesque.
. ^zz++++=EXTRAWORD
" ^zz++++="Simple
simple ^jj++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
looks ^vbz++++=looks,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+dem+++=EXTRAWORD
little ^jj+atrb+++=little
edifice ^nn++++=edifice
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
magic ^nn++++=magic.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
full ^jj+pred+++=full
of ^in++++=of
suggestiveness ^nns+nom+++=suggestiveness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
its ^pp$+it+++=its
way ^nn++++=way,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
as ^ql++++=as
good ^jj++++=good
as ^in++++=as
a ^at++++=a
cathedral ^nn+nom+++=cathedral.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
just ^rb+emph+++=just
the ^ati++++=the
spot ^nn++++=spot
for ^in++++=for
one ^cd1++++=one
to ^to++++=to
sit ^vbi++++=sit
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
summer ^nn++++=summer
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tell ^vb++++=tell
the ^ati++++=the
children ^nns++++=children
some ^dti++++=some
more ^rbr++++=more
of ^in++++=of
those ^dt+dem+++=those
wild ^jj+atrb+++=wild
stories ^nns++++=stories
from ^in++++=from
the ^ati++++=the
classic ^jj+atrb+++=classic
myths ^nns++++=myths!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub+tht0+xvbn+=answered
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
summer ^nn++++=summer
house ^npl++++=house
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
airy ^jj++++=airy
and ^cc++++=and
so ^cs+sub+++=so
broken ^vprf+++xvbn+=broken,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
like ^in++++=like
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
old ^jj+atrb+++=old
tales ^nns++++=tales,
, ^zz++++=EXTRAWORD
imperfectly ^rb++++=imperfectly
remembered ^vbd+vprv++xvbn+=remembered;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
living ^jj+atrb++xvbg+=living
branches ^nns++++=branches
of ^in++++=of
the ^ati++++=the
Baldwin ^np++++=Baldwin
apple ^nn++++=apple
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
thrusting ^vbg+++xvbg+=thrusting
so ^rb++++=so
rudely ^rb++++=rudely
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
like ^in++++=like
your ^pp$+pp2+++=your
unwarrantable ^jj+atrb+++=unwarrantable
interpolations ^nns+nom+++=interpolations.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
added ^vbd+vpub++xvbn+=added
any ^dti++++=any
more ^ql++++=more
legends ^nns++++=legends
to ^in++++=to
the ^ati++++=the
series ^nn++++=series,
, ^zz++++=EXTRAWORD
since ^in++++=since
the ^ati++++=the
publication ^nn+nom+++=publication
of ^in++++=of
the ^ati++++=the
' ^zz++++='Wonder-Book'?"
wonder-book ^nn+++??+=EXTRAWORD
'?" ^nn+++??+=EXTRAWORD
" ^zz++++="Many
many ^ap++++=EXTRAWORD
more ^rbr++++=more,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Eustace ^np++++=Eustace;
; ^zz++++=EXTRAWORD
" ^zz++++="Primrose,
primrose ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Periwinkle ^np+++??+=Periwinkle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
allow ^vb++++=allow
me ^pp1o+pp1+++=me
no ^at++++=no
comfort ^nn++++=comfort
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life
unless ^cs+cnd+++=unless
I ^pp1a+pp1+++=I
tell ^vb++++=tell
them ^pp3o+pp3+++=them
a ^at++++=a
story ^nn++++=story
every ^at++++=every
day ^nn++++=day
or ^cc++++=or
two ^cd++++=two.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
run ^vprf+++xvbnx+=run
away ^in+pl+++=away
from ^in"++++=from
home ^nr++++=home
partly ^rb+down+++=partly
to ^to++++=to
escape ^vbi++++=escape
the ^ati++++=the
importunity ^nn+nom+++=importunity
of ^in++++=of
these ^dt+dem+++=these
little ^ap++++=little
wretches ^nns+++??+=wretches!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
written ^vprf+++xvbnx+=written
out ^rp+pl+++=out
six ^cd++++=six
of ^in++++=of
the ^ati++++=the
new ^jj+atrb+++=new
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
them ^pp3o+pp3+++=them
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
look ^vbi++++=look
over ^rb++++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
they ^pp3a+pp3+++=they
as ^in++++=as
good ^nn++++=good
as ^in++++=as
the ^ati++++=the
first ^rb++++=first?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
inquired ^vbd+++xvbnx+=inquired.
. ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
chosen ^jj+++xvbn+=chosen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
better ^jjr++++=better
handled ^jj+++xvbn+=handled,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Eustace ^np++++=Eustace
Bright ^jj++++=Bright.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
say ^vb+vpub+++=say
so ^ql++++=so
when ^wrb+who+++=when
you ^pp2+pp2+++=you
read ^vbd+vprv++xvbn+=read
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Possibly
possibly ^rb++++=EXTRAWORD
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remarked ^vbd+vpub++xvbnx+=remarked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
from ^in++++=from
my ^pp$+pp1+++=my
own ^ap++++=own
experience ^nn+nom+++=experience,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
an ^at++++=an
author ^nn++++=author's
's ^$++++=EXTRAWORD
last ^rb++++=last
work ^nn++++=work
is ^vbz+bez+vrb++=is
always ^rb++++=always
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
one ^pn++++=one,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
estimate ^nn+nom+++=estimate,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
it ^pp3+it+++=it
quite ^rb++++=quite
loses ^vbz++++=loses
the ^ati++++=the
red ^jj+atrb+++=red
heat ^nn++++=heat
of ^in++++=of
composition ^nn+nom+++=composition.
. ^zz++++=EXTRAWORD
After ^in++++=After
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
falls ^vbz++++=falls
into ^in+ppvb+++=into
its ^pp$+it+++=its
true ^jj+atrb+++=true
place ^nn++++=place,
, ^zz++++=EXTRAWORD
quietly ^rb++++=quietly
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
adjourn ^vbd+++xvbn+=adjourn
to ^in++++=to
my ^pp$+pp1+++=my
study ^nn++++=study,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
examine ^vb++++=examine
these ^dt+dem+++=these
new ^jj+atrb+++=new
stories ^nns++++=stories.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
hardly ^rb+down+++=hardly
be ^vb+be+aux++=be
doing ^vbg+++xvbgx+=doing
yourself ^ppl+pp2+++=yourself
justice ^nn++++=justice,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
you ^pp2+pp2+++=you
to ^to++++=to
bring ^vbi++++=bring
me ^pp1o+pp1+++=me
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
here ^rn+pl+++=here
on ^in++++=on
this ^dt+dem+++=this
snow ^nn++++=snow
bank ^nn++++=bank!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
we ^pp1a+pp1+++=we
descended ^vbd+++xvbn+=descended
the ^ati++++=the
hill ^nn++++=hill
to ^in++++=to
my ^pp$+pp1+++=my
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
cottage ^nn+nom+++=cottage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shut ^vbd+++xvbn+=shut
ourselves ^ppls+pp1+++=ourselves
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
south ^nr+pl+++=south-eastern
- ^zz++++=EXTRAWORD
eastern ^jj+atrb+++=EXTRAWORD
room ^nn++++=room,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
sunshine ^nn++++=sunshine
comes ^vbz++++=comes
in ^in+strn+++=in,
