Many ^ap++++=Many
Ludlow ^np++++=Ludlow
got ^vbd+++xvbn+=got
in ^rb+phrv+++=in
all ^abn++++=all
alone ^rb++++=alone
one ^cd1++++=one
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
occasion ^nn++++=occasion
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
demand ^vbi++++=demand
recognition ^nn+nom+++=recognition
of ^in++++=of
some ^dti++++=some
sort ^nn++++=sort,
, ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
had ^vbd+hvd+aux++=had
chirped ^vprf+++xvbnx+=chirped:
: ^zz++++=EXTRAWORD
" ^zz++++="Good-morning!"
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
morning ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
possibly ^rb++++=possibly
deep ^jj++++=deep
in ^in++++=in
something ^pn++++=something
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
simply ^rb++++=simply
knit ^nn+++??+=knit
together ^nn+nom+++=together
his ^pp$+pp3+++=his
brows ^nns++++=brows
and ^cc++++=and
gave ^vbd+++xvbn+=gave
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
having ^nn+nn+aux++=having
heard ^vbd+vprv++xvbn+=heard.
. ^zz++++=EXTRAWORD
After ^in++++=After
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Henry ^np++++=Henry
Ludlow ^np+++??+=Ludlow,
, ^zz++++=EXTRAWORD
lobbyist ^nn+nom+++=lobbyist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Freckles ^np+++??+=Freckles
Mcgrath ^np+++??+=McGrath,
, ^zz++++=EXTRAWORD
elevator ^nn++++=elevator
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
enemies ^nns++++=enemies.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
before ^in++++=before
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day
near ^in+pl+++=near
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
session ^nn++++=session,
, ^zz++++=EXTRAWORD
a ^at++++=a
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
Senate ^np++++=Senate
and ^cc++++=and
a ^at++++=a
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
House ^nn++++=House
rode ^vbd+++xvbn+=rode
down ^in++++=down
together ^nn+nom+++=together
in ^in++++=in
the ^ati++++=the
elevator ^nn++++=elevator.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
waiting ^vwbg+++xvbg+=waiting
any ^dti++++=any
longer ^rbr++++=longer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
Senator ^nn++++=Senator
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying
as ^ql++++=as
they ^pp3a+pp3+++=they
got ^vbd+++xvbnx+=got
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="We're
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
as ^ql++++=as
strong ^jj++++=strong
now ^rn+tm+++=now
as ^ql++++=as
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
Stacy ^np++++=Stacy's
's ^$++++=EXTRAWORD
vote ^nn++++=vote,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
who ^whp+rel+pied++=who
sees ^vbz+vprv+++=sees
him ^pp3o+pp3+++=him
last ^rb++++=last."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
widened ^vbd+++xvbn+=widened
out ^rp+pl+++=out
his ^pp$+pp3+++=his
ears ^nns++++=ears
and ^cc++++=and
gauged ^vbd+++xvbn+=gauged
the ^ati++++=the
elevator ^nn++++=elevator
for ^in++++=for
very ^ql+amp+++=very
slow ^vb++++=slow
running ^jj+++xvbg+=running.
. ^zz++++=EXTRAWORD
Stacy ^np+++??+=Stacy
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
written ^vpsv++agls+xvbnx+=written
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
papers ^nns++++=papers
as ^in++++=as
a ^at++++=a
wabbler ^nn++++=wabbler
on ^in++++=on
the ^ati++++=the
Kelley ^np+++??+=Kelley
Bill ^nn++++=Bill.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
pursued ^vwbn+++xvbn+=pursued
the ^ati++++=the
Senator ^nn++++=Senator,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
every ^at++++=every
chance ^nn++++=chance
that ^tht+rel+obj++=that
Ludlow ^np+++??+=Ludlow
will ^md+prd+++=will
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
before ^in++++=before
he ^pp3a+pp3+++=he
casts ^nns+++??+=casts
his ^pp$+pp3+++=his
vote ^nn++++=vote
this ^dt+dem+++=this
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then--oh,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
with ^in++++=with
a ^at++++=a
weary ^jj++++=weary
little ^ap++++=little
flourish ^nn++++=flourish
of ^in++++=of
his ^pp$+pp3+++=his
hands ^nns++++=hands
the ^ati++++=the
Senator ^npt++++=Senator
stepped ^vbd+++xvbn+=stepped
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
Mcgrath ^np+++??+=McGrath
sat ^vbd+++xvbn+=sat
wrapped ^vwbn+++xvbn+=wrapped
in ^in++++=in
deep ^jj+atrb+++=deep
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Kelley ^np+++??+=Kelley
Bill ^nn++++=Bill
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
Senate ^np++++=Senate
that ^tht+rel+++=that
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Senator ^npt++++=Senator
Stacy ^np+++??+=Stacy
voted ^vbd+++xvbn+=voted
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
pass ^vb++++=pass.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
voted ^vbd+++xvbnx+=voted
against ^in++++=against
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
fail ^vb++++=fail.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
vote ^vb++++=vote
for ^in++++=for
it ^pp3+it+++=it
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
vote ^vb++++=vote
for ^in++++=for
it ^pp3+it+++=it
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
situation ^nn+nom+++=situation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
whole ^jj++++=whole
future ^jjb++++=future,
, ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
felt ^vbd+vprv++xvbn+=felt,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
at ^rb++++=at
stake ^nn++++=stake.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
sharply ^rb+cnj+++=sharply,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
vaguely ^rb++++=vaguely
conscious ^jj+pred+++=conscious
then ^rn+tm+++=then
that ^cs+sub+++=that
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
ringing ^vbg+++xvbgx+=ringing
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
next ^ap++++=next
half ^abn++++=half-hour
- ^zz++++=EXTRAWORD
hour ^nn++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
busy ^jj++++=busy
taking ^jj+++xvbg+=taking
down ^rp++++=down
the ^ati++++=the
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
Legislature ^nn++++=Legislature.
. ^zz++++=EXTRAWORD
Strangely ^rb++++=Strangely
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
Senator ^npt++++=Senator
Stacy ^np+++??+=Stacy
and ^cc++++=and
the ^ati++++=the
Governor ^nn++++=Governor
went ^vbd+++xvbn+=went
down ^in++++=down
the ^ati++++=the
same ^ap++++=same
trip ^nn++++=trip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Freckles ^np+++??+=Freckles
beamed ^vbd+++xvbn+=beamed
with ^in++++=with
approbation ^nn+nom+++=approbation
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
them ^pp3o+pp3+++=them
walk ^nn++++=walk
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
building ^jj+++xvbg+=building
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Stacy ^np+++??+=Stacy
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
first ^rb++++=first
of ^in++++=of
the ^ati++++=the
senators ^nns++++=senators
to ^to++++=to
return ^vbi++++=return.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
sized ^jj++++=sized
him ^pp3o+pp3+++=him
up ^rp++++=up
keenly ^rb++++=keenly
as ^ql++++=as
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped
into ^in++++=into
the ^ati++++=the
elevator ^nn++++=elevator,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
decided ^vprf+++xvbn+=decided
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
firm ^jj+pred+++=firm.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
look ^nn++++=look
about ^in++++=about
Senator ^npt++++=Senator
Stacy ^np++++=Stacy's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
which ^whp+rel+subj++=which
suggested ^vprf+++xvbn+=suggested
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
use ^nn++++=use
in ^in++++=in
being ^xvbg+++xvbg+=being
too ^ql++++=too
sure ^jj++++=sure
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
considered ^vwbn+vprv++xvbn+=considered
the ^ati++++=the
advisability ^nn+nom+++=advisability
of ^in++++=of
bursting ^xvbg+++xvbg+=bursting
forth ^np++++=forth
and ^cc++++=and
