It ^pp3+it+++=It
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
need ^nn++++=need
hardly ^rb+down+++=hardly
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
grave ^jj+atrb+++=grave
offence ^nn+nom+++=offence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lad ^nn++++=lad
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
but ^cc++++=but
sixteen ^cd++++=sixteen
years ^nns++++=years
of ^in++++=of
age ^nn++++=age
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
sorry ^uh++++=sorry
at ^in++++=at
their ^pp$+pp3+++=their
departure ^nn++++=departure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
flung ^vprf+++xvbnx+=flung
himself ^ppl+pp3+++=himself
back ^jjb++++=back
with ^in++++=with
a ^at++++=a
deep ^jj+atrb+++=deep
sigh ^nn++++=sigh
of ^in++++=of
relief ^nn++++=relief
on ^in++++=on
the ^ati++++=the
soft ^jj+atrb+++=soft
cushions ^nns++++=cushions
of ^in++++=of
his ^pp$+pp3+++=his
embroidered ^jj+atrb++xvbn+=embroidered
couch ^nn++++=couch,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
wild ^jj++++=wild-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
open ^jj++++=open-mouthed,
- ^zz++++=EXTRAWORD
mouthed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
brown ^jj+atrb+++=brown
woodland ^nn++++=woodland
Faun ^np+++??+=Faun,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
some ^dti++++=some
young ^jj+atrb+++=young
animal ^nn++++=animal
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest
newly ^rb++++=newly
snared ^vpsv++by+xvbn+=snared
by ^in++++=by
the ^ati++++=the
hunters ^nns+nom+++=hunters.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
hunters ^nns+nom+++=hunters
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
upon ^in+ppvb+++=upon
him ^pp3o+pp3+++=him
almost ^rb+hdg+++=almost
by ^in++++=by
chance ^nn++++=chance
as ^in+strn+++=as,
, ^zz++++=EXTRAWORD
bare ^jj++++=bare-limbed
- ^zz++++=EXTRAWORD
limbed ^jj+++xvbn+=EXTRAWORD
and ^cc++++=and
pipe ^nn++++=pipe
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
following ^vbg+++xvbgx+=following
the ^ati++++=the
flock ^nn++++=flock
of ^in++++=of
the ^ati++++=the
poor ^jj+atrb+++=poor
goatherd ^nn+++??+=goatherd
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
him ^pp3o+pp3+++=him
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whose ^whp+rel+obj++=whose
son ^nn++++=son
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
always ^rb++splt++=always
fancied ^vprf+++xvbnx+=fancied
himself ^ppl+pp3+++=himself
to ^to++++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
King ^np++++=King's
's ^$++++=EXTRAWORD
only ^rb+down+++=only
daughter ^nn+nom+++=daughter
by ^in++++=by
a ^at++++=a
secret ^jj+atrb+++=secret
marriage ^nn+nom+++=marriage
with ^in++++=with
one ^cd1++++=one
much ^ap++++=much
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
in ^in++++=in
station ^nn+nom+++=station
a ^at++++=a
stranger ^nn+nom+++=stranger,
, ^zz++++=EXTRAWORD
some ^dti++++=some
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
magic ^nn++++=magic
of ^in++++=of
his ^pp$+pp3+++=his
lute ^nn+++??+=lute-playing,
- ^zz++++=EXTRAWORD
playing ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
the ^ati++++=the
young ^jj+atrb+++=young
Princess ^nns+nom+++=Princess
love ^nn++++=love
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
others ^aps++++=others
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
an ^at++++=an
artist ^nn++++=artist
from ^in++++=from
Rimini ^np+++??+=Rimini,
, ^zz++++=EXTRAWORD
to ^to++++=to
whom ^whp+wpor+++=whom
the ^ati++++=the
Princess ^nns+nom+++=Princess
had ^vbd+hvd+aux++=had
shown ^vprf+++xvbnx+=shown
much ^ap++++=much,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
too ^ql++++=too
much ^ap++++=much
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
disappeared ^vprf+++xvbnx+=disappeared
from ^in++++=from
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
his ^pp$+pp3+++=his
work ^nn++++=work
in ^in++++=in
the ^ati++++=the
Cathedral ^nn+nom+++=Cathedral
unfinished ^jj++++=unfinished
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
but ^cc++++=but
a ^at++++=a
week ^nn++++=week
old ^jj++++=old,
, ^zz++++=EXTRAWORD
stolen ^j+++xvbn+=stolen
away ^in+pl+++=away
from ^in"++++=from
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
side ^nn++++=side,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
slept ^vbd+++xvbnx+=slept,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
given ^vpsv++agls+xvbn+=given
into ^in++++=into
the ^ati++++=the
charge ^nn++++=charge
of ^in++++=of
a ^at++++=a
common ^jj+atrb+++=common
peasant ^nn+nom+++=peasant
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
without ^in++++=without
children ^nns++++=children
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lived ^vpsv++agls+xvbn+=lived
in ^in++++=in
a ^at++++=a
remote ^jj+atrb+++=remote
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
day ^nn++++=day's
's ^$++++=EXTRAWORD
ride ^nn++++=ride
from ^in++++=from
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Grief ^nn++++=Grief,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
plague ^nn++++=plague,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
court ^nn++++=court
physician ^nn++++=physician
stated ^vbd+vpub++xvbn+=stated,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
as ^ql++++=as
some ^dti++++=some
suggested ^jj+++xvbn+=suggested,
, ^zz++++=EXTRAWORD
a ^at++++=a
swift ^np++++=swift
Italian ^jj+atrb+++=Italian
poison ^nn++++=poison
administered ^vbd+++xvbn+=administered
in ^in++++=in
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
spiced ^jj+atrb+++=spiced
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
slew ^nn+++??+=slew,
, ^zz++++=EXTRAWORD
within ^in++++=within
an ^at++++=an
hour ^nn++++=hour
of ^in++++=of
her ^pp$+pp3+++=her
wakening ^jj+++xvbg+=wakening,
, ^zz++++=EXTRAWORD
the ^ati++++=the
white ^jj+atrb+++=white
girl ^nn++++=girl
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
birth ^nn++++=birth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
the ^ati++++=the
trusty ^jj+atrb+++=trusty
messenger ^nn+nom+++=messenger
who ^whp+rel+obj++=who
bare ^jj++++=bare
the ^ati++++=the
child ^nn++++=child
across ^in+pl+++=across
his ^pp$+pp3+++=his
saddle ^nn++++=saddle-bow,
- ^zz++++=EXTRAWORD
bow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
stooped ^j+++xvbn+=stooped
from ^in++++=from
his ^pp$+pp3+++=his
weary ^jj+atrb+++=weary
horse ^nn++++=horse
and ^cc++++=and
knocked ^vprf+++xvbn+=knocked
at ^rb++++=at
the ^ati++++=the
rude ^jj+atrb+++=rude
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
goatherd ^nn+++??+=goatherd's
's ^$++++=EXTRAWORD
hut ^nn++++=hut,
, ^zz++++=EXTRAWORD
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
the ^ati++++=the
Princess ^nns+nom+++=Princess
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
lowered ^vbd+++xvbn+=lowered
into ^in++++=into
an ^at++++=an
open ^jj++++=open
grave ^jj++++=grave
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
dug ^vpsv++agls+xvbnx+=dug
in ^in++++=in
a ^at++++=a
deserted ^jj+atrb++xvbn+=deserted
churchyard ^nn++++=churchyard,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
city ^nn++++=city
gates ^nns++++=gates,
, ^zz++++=EXTRAWORD
a ^at++++=a
grave ^nn++++=grave
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
another ^dt++++=another
body ^nn++++=body
was ^vbd+bedz+aux++=was
also ^rb++splt++=also
lying ^vbg+++xvbgx+=lying,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
of ^in++++=of
marvellous ^jj+atrb+++=marvellous
and ^cc+phrs+++=and
foreign ^jj+atrb+++=foreign
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
hands ^nns++++=hands
were ^vbd+bed+aux++=were
tied ^vpsv++agls+xvbnx+=tied
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
knotted ^jj+atrb+++=knotted
cord ^nn++++=cord,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whose ^whp+rel+obj++=whose
breast ^nn++++=breast
was ^vbd+bedz+aux++=was
stabbed ^vpsv++agls+xvbnx+=stabbed
with ^in++++=with
many ^ap++++=many
red ^jj+atrb+++=red
wounds ^nns++++=wounds.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
story ^nn++++=story
that ^tht+rel+obj++=that
men ^nns++++=men
whispered ^vbd+++xvbn+=whispered
to ^in++++=to
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Certain ^jj++++=Certain
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
the ^ati++++=the
old ^jj+atrb+++=old
King ^nn++++=King,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
on ^in++++=on
his ^pp$+pp3+++=his
death ^nn++++=death-bed,
- ^zz++++=EXTRAWORD
bed ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
moved ^vpsv++by+xvbn+=moved
by ^in++++=by
remorse ^nn++++=remorse
for ^in++++=for
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
sin ^nn++++=sin,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
merely ^rb+down+++=merely
desiring ^vbg+++xvbg+=desiring
that ^dt+dem+++=that
the ^ati++++=the
kingdom ^nn+nom+++=kingdom
should ^md+nec+++=should
not ^xnot++not++=not
pass ^vb++++=pass
away ^in+pl+++=away
from ^in"++++=from
his ^pp$+pp3+++=his
line ^nn++++=line,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
the ^ati++++=the
lad ^nn++++=lad
sent ^vbd+++xvbn+=sent
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
the ^ati++++=the
Council ^nn++++=Council,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
acknowledged ^vprf+++xvbnx+=acknowledged
him ^pp3o+pp3+++=him
as ^ql++++=as
his ^pp$+pp3+++=his
heir ^nn++++=heir.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
that ^tht+vcmp+++=that
from ^in++++=from
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
moment ^nn++++=moment
of ^in++++=of
his ^pp$+pp3+++=his
recognition ^nn+nom+++=recognition
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
shown ^vprf+++xvbnx+=shown
signs ^nns++++=signs
of ^in++++=of
that ^dt+dem+++=that
strange ^jj+atrb+++=strange
passion ^nn++++=passion
for ^in++++=for
beauty ^nn++++=beauty
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
destined ^vpsv++agls+xvbnx+=destined
to ^in++++=to
have ^vbi++vrb++=have
so ^ql++++=so
great ^np++++=great
an ^at++++=an
influence ^nn+nom+++=influence
over ^in++++=over
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
accompanied ^vbd+++xvbn+=accompanied
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
suite ^nn++++=suite
of ^in++++=of
rooms ^nns++++=rooms
set ^vbd+++xvbn+=set
apart ^rb+phrv+++=apart
for ^in++++=for
his ^pp$+pp3+++=his
service ^nn++++=service,
, ^zz++++=EXTRAWORD
often ^rb++++=often
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
the ^ati++++=the
cry ^nn++++=cry
of ^in++++=of
pleasure ^nn++++=pleasure
that ^tht+rel+subj++=that
broke ^vbd+++xvbn+=broke
from ^in++++=from
his ^pp$+pp3+++=his
lips ^nns++++=lips
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
delicate ^jj+atrb+++=delicate
raiment ^nn+nom+++=raiment
and ^cc++++=and
rich ^jj+atrb+++=rich
jewels ^nns++++=jewels
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
prepared ^vpsv++agls+xvbnx+=prepared
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
almost ^rb+hdg+++=almost
fierce ^jj+atrb+++=fierce
joy ^nn++++=joy
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
flung ^vbd+++xvbnx+=flung
aside ^rp++++=aside
his ^pp$+pp3+++=his
rough ^jj++++=rough
leathern ^vwbn+++xvbn+=leathern
tunic ^nn++++=tunic
and ^cc++++=and
coarse ^jj+atrb+++=coarse
sheepskin ^nn+++??+=sheepskin
cloak ^nn++++=cloak.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
missed ^vbd+++xvbnx+=missed,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
at ^rb++++=at
times ^nns++++=times
the ^ati++++=the
fine ^jj+atrb+++=fine
freedom ^nn+nom+++=freedom
of ^in++++=of
his ^pp$+pp3+++=his
forest ^nn++++=forest
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
always ^rb++++=always
apt ^jj+pred+++=apt
to ^to+jcmp+++=to
chafe ^vb++++=chafe
at ^in++++=at
the ^ati++++=the
tedious ^jj+atrb+++=tedious
Court ^nn++++=Court
ceremonies ^nns++++=ceremonies
that ^tht+rel+subj++=that
occupied ^vwbn+++xvbn+=occupied
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
each ^ppls++++=each
day ^np++++=day,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
palace ^nn++++=palace
Joyeuse ^np+++??+=Joyeuse,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
called ^vbd+++xvbnx+=called
it ^pp3+it+++=it
of ^in++++=of
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
now ^rn+tm+++=now
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
lord ^npt++++=lord,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
new ^jj+atrb+++=new
world ^nn++++=world
fresh ^jj++++=fresh-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
delight ^nn++++=delight;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could
escape ^vb++++=escape
from ^in++++=from
the ^ati++++=the
council ^nn++++=council-board
- ^zz++++=EXTRAWORD
board ^nn++++=EXTRAWORD
or ^cc++++=or
audience ^nn+nom+++=audience-chamber,
- ^zz++++=EXTRAWORD
chamber ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
run ^vb+++xvbn+=run
down ^rb+phrv+++=down
the ^ati++++=the
great ^jj+atrb+++=great
staircase ^nn++++=staircase,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
lions ^nns++++=lions
of ^in++++=of
gilt ^jj+atrb+++=gilt
bronze ^nn++++=bronze
and ^cc++++=and
its ^pp$+it+++=its
steps ^nns++++=steps
of ^in++++=of
bright ^jj+atrb+++=bright
porphyry ^nn++++=porphyry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wander ^vb++++=wander
from ^in++++=from
room ^nn++++=room
to ^in++++=to
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
corridor ^nn++++=corridor
to ^in++++=to
corridor ^nn++++=corridor,
, ^zz++++=EXTRAWORD
like ^in++++=like
one ^cd1++++=one
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
seeking ^vbg+++xvbgx+=seeking
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
in ^in++++=in
beauty ^nn++++=beauty
an ^at++++=an
anodyne ^nn++++=anodyne
from ^in++++=from
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
restoration ^nn+nom+++=restoration
from ^in++++=from
sickness ^nns+nom+++=sickness.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
these ^dt+dem+++=these
journeys ^nns++++=journeys
of ^in++++=of
discovery ^nn+nom+++=discovery,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
would ^md+prd+++=would
call ^vb++++=call
them ^pp3o+pp3+++=them
and ^cc++++=and,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
to ^to++++=to
him ^pp3o+pp3+++=him
real ^jj+atrb+++=real
voyages ^nns+nom+++=voyages
through ^in++++=through
a ^at++++=a
marvellous ^jj+atrb+++=marvellous
land ^nn++++=land,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
sometimes ^rb++++=sometimes
be ^vb+be+aux++=be
accompanied ^vpsv++by+xvbnx+=accompanied
by ^in++++=by
the ^ati++++=the
slim ^jj++++=slim,
, ^zz++++=EXTRAWORD
fair ^jj++++=fair-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
Court ^nn++++=Court
pages ^nns++++=pages,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
floating ^vbg+++xvbg+=floating
mantles ^nns++++=mantles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gay ^jj+atrb+++=gay
fluttering ^jj+atrb++xvbg+=fluttering
ribands ^nns+++??+=ribands;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
more ^rbr++++=more
often ^rb++++=often
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
through ^in++++=through
a ^at++++=a
certain ^jj+atrb+++=certain
quick ^jj+atrb+++=quick
instinct ^nn++++=instinct,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
a ^at++++=a
divination ^nn+nom+++=divination,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
secrets ^nns++++=secrets
of ^in++++=of
art ^nn++++=art
are ^vb+ber+vrb++=are
best ^jjt++++=best
learned ^jj+++xvbn+=learned
in ^in++++=in
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
Beauty ^nn++++=Beauty,
, ^zz++++=EXTRAWORD
like ^in++++=like
Wisdom ^nn++++=Wisdom,
, ^zz++++=EXTRAWORD
loves ^vbz++++=loves
the ^ati++++=the
lonely ^jj++++=lonely
worshipper ^jjr++++=worshipper.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
curious ^jj+atrb+++=curious
stories ^nns++++=stories
were ^vbd+bed+aux++=were
related ^vpsv++agls+xvbnx+=related
about ^rb++++=about
him ^pp3o+pp3+++=him
at ^in++++=at
this ^dt+dem+++=this
period ^nn++++=period.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
a ^at++++=a
stout ^jj+atrb+++=stout
Burgomaster ^nn+nom+++=Burgomaster,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
deliver ^vbi++++=deliver
a ^at++++=a
florid ^jj+atrb+++=florid
oratorical ^jj+atrb+++=oratorical
address ^nns+nom+++=address
on ^in++++=on
behalf ^nn++++=behalf
of ^in++++=of
the ^ati++++=the
citizens ^nns++++=citizens
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
caught ^vprf+++xvbnx+=caught
sight ^nn++++=sight
of ^in++++=of
him ^pp3o+pp3+++=him
kneeling ^nvbg+++xvbg+=kneeling
in ^in++++=in
real ^jj+atrb+++=real
adoration ^nn+nom+++=adoration
before ^cs+sub+++=before
a ^at++++=a
great ^jj+atrb+++=great
picture ^nn++++=picture
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
been ^vprf+ben+aux+xvbnx+=been
brought ^vpsv++agls+xvbnx+=brought
from ^in++++=from
Venice ^np++++=Venice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
