We ^pp1a+pp1+++=We
to ^md+nec+++=to
settle ^vb++++=settle
the ^ati++++=the
matter ^nn++++=matter
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
any ^dti++++=any
chap ^nn++++=chap
that ^tht+rel+subj++=that
had ^vb+hv+vrb++=had
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
consideration ^nn+nom+++=consideration
for ^in++++=for
his ^pp$+pp3+++=his
friends ^nns++++=friends
or ^cc++++=or
family ^nn++++=family
was ^vbd+bedz+aux++=was
concerned ^vpsv++agls+xvbnx+=concerned.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
misery ^nn++++=misery,
, ^zz++++=EXTRAWORD
underneath ^in+strn+++=underneath,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
home ^nr++++=home
in ^cs+sub+++=in
that ^cs"++++=that
steerage ^nn+nom+++=steerage.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
man ^nn++++=man
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
hand ^nn++++=hand
crushed ^vwbn+++xvbn+=crushed
and ^cc+phrs+++=and
amputated ^vwbn+++xvbn+=amputated
out ^rp+pl+++=out
Coolgardie ^np+++??+=Coolgardie
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
stump ^nn++++=stump
had ^vbd+hvd+aux++=had
mortified ^vprf+++xvbnx+=mortified,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
sent ^vbd+++xvbn+=sent
to ^in++++=to
Melbourne ^np++++=Melbourne
by ^in++++=by
his ^pp$+pp3+++=his
mates ^nns++++=mates.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
their ^pp$+pp3+++=their
money ^nn++++=money,
, ^zz++++=EXTRAWORD
some ^dti++++=some
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
years ^nns++++=years
of ^in++++=of
their ^pp$+pp3+++=their
life ^nn++++=life,
, ^zz++++=EXTRAWORD
some ^dti++++=some
their ^pp$+pp3+++=their
souls ^nns++++=souls;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
none ^pn++++=none
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
lost ^vbd+++xvbn+=lost
the ^ati++++=the
heart ^nn++++=heart
to ^to++++=to
call ^vbi++++=call
up ^rp++++=up
the ^ati++++=the
quiet ^jj+atrb+++=quiet
grin ^nn++++=grin
that ^tht+rel+++=that
southern ^jj+atrb+++=southern
rovers ^nps++++=rovers,
, ^zz++++=EXTRAWORD
vagabonds ^nns+++??+=vagabonds,
, ^zz++++=EXTRAWORD
travellers ^nns+nom+++=travellers
for ^in++++=for
" ^zz++++="graft"
graft ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
professional ^jj+atrb+++=professional
wanderers ^nns+nom+++=wanderers
wear ^nn++++=wear
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
it ^pp3+it+++=it
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Except ^in++++=Except
one ^cd1++++=one
man ^nn++++=man
- ^zz++++=-an
an ^at++++=EXTRAWORD
elderly ^jj+atrb+++=elderly
eastern ^jj+atrb+++=eastern
digger ^nn++++=digger
- ^zz++++=-he
he ^pp3a+pp3+++=EXTRAWORD
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
his ^pp$+pp3+++=his
wife ^nn++++=wife
in ^in++++=in
Sydney ^np++++=Sydney
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
sent ^vbd+++xvbnx+=sent
him ^pp3o+pp3+++=him
a ^at++++=a
wire ^nn++++=wire
to ^in++++=to
the ^ati++++=the
Boulder ^nn++++=Boulder
Soak ^np+++??+=Soak,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
somewhere ^rb++++=somewhere
out ^rp+pl+++=out
back ^jjb++++=back
of ^in++++=of
White ^jj+atrb+++=White
Feather ^nn++++=Feather,
, ^zz++++=EXTRAWORD
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
wife ^nn++++=wife
was ^vbd+bedz+vrb++=was
seriously ^rb++++=seriously
ill ^jj+pred+++=ill;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
wire ^nn++++=wire
went ^vbd+++xvbn+=went
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
somehow ^rb+cnj+++=somehow,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
telegrams ^nns++++=telegrams
not ^xnot++not++=not
connected ^vbd+++xvbn+=connected
with ^in++++=with
mining ^nn++++=mining,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
lines ^nns++++=lines
of ^in++++=of
" ^zz++++="the
the ^ati++++=EXTRAWORD
Western ^jj++++=Western".
" ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
sent ^vbd+++xvbnx+=sent
him ^pp3o+pp3+++=him
a ^at++++=a
wire ^nn++++=wire
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
wife ^nn++++=wife
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
reached ^vprf+++xvbn+=reached
him ^pp3o+pp3+++=him
all ^abn++++=all
right ^jj++++=right
- ^zz++++=-only
only ^rb+down+++=EXTRAWORD
a ^at++++=a
week ^nn++++=week
late ^jj++++=late.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
imagine ^vb+vprv+tht0++=imagine
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
got ^vbd+++xvbnx+=got
the ^ati++++=the
message ^nn+nom+++=message
at ^in++++=at
dinner ^nn++++=dinner-time,
- ^zz++++=EXTRAWORD
time ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mate ^nn++++=mate
wanted ^vbd+++xvbn+=wanted
him ^pp3o+pp3+++=him
to ^to++++=to
sit ^vbi++++=sit
in ^in++++=in
the ^ati++++=the
shade ^nn++++=shade,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
lie ^nn++++=lie
in ^in++++=in
the ^ati++++=the
tent ^nn++++=tent,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
the ^ati++++=the
billy ^np++++=billy
boiled ^vbd+++xvbn+=boiled.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
brace ^vb++++=brace
up ^rp++++=up
and ^cc++++=and
pull ^vb++++=pull
yourself ^ppl+pp2+++=yourself
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
the ^ati++++=the
youngsters ^nns+nom+++=youngsters."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Tom ^np++++=Tom
for ^in++++=for
long ^jj+atrb+++=long
intervals ^nns+nom+++=intervals
goes ^vbz++++=goes
walking ^vbg+++xvbg+=walking
up ^rp++++=up
and ^cc++++=and
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
up ^rp++++=up
and ^cc++++=and
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
camp ^nn++++=camp
- ^zz++++=-under
under ^in++++=EXTRAWORD
the ^ati++++=the
brassy ^jj+atrb+++=brassy
sky ^nn++++=sky
or ^cc++++=or
the ^ati++++=the
gloaming ^jj+++xvbg+=gloaming
- ^zz++++=-under
under ^in++++=EXTRAWORD
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
star ^nn++++=star-clusters
- ^zz++++=EXTRAWORD
clusters ^nns+nom+++=EXTRAWORD
that ^tht+rel+obj++=that
hang ^nn++++=hang
over ^in++++=over
the ^ati++++=the
desert ^nn++++=desert
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
never ^rb++++=never
raising ^vbg+++xvbg+=raising
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
to ^in++++=to
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
kicking ^vbg+++xvbg+=kicking
a ^at++++=a
tuft ^nn+++??+=tuft
of ^in++++=of
grass ^nn++++=grass
or ^cc++++=or
a ^at++++=a
hole ^nn++++=hole
in ^in++++=in
the ^ati++++=the
sand ^nn++++=sand
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seeming ^vbg+seem++xvbg+=seeming
to ^to+vcmp+++=to
watch ^vbi++++=watch
the ^ati++++=the
progress ^nns+nom+++=progress
of ^in++++=of
the ^ati++++=the
track ^nn++++=track
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
tramping ^vbg+++xvbgx+=tramping
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wife ^nn++++=wife
of ^in++++=of
twenty ^cd++++=twenty
years ^nns++++=years
was ^vbd+bedz+vrb++=was
with ^in++++=with
him ^pp3o+pp3+++=him
- ^zz++++=-though
though ^cs+sub+++=EXTRAWORD
two ^cd++++=two
thousand ^cd++++=thousand
miles ^nns++++=miles
away ^rp+pl+++=away
- ^zz++++=-till
till ^cs+sub+++=EXTRAWORD
that ^dt+dem+++=that
message ^nn+nom+++=message
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
imagine ^vb+vprv+++=imagine
Tome ^np+++??+=Tome
sitting ^vwbg+++xvbg+=sitting
with ^in++++=with
his ^pp$+pp3+++=his
mates ^nns++++=mates
round ^in++++=round
the ^ati++++=the
billy ^np++++=billy,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
talking ^vbg+++xvbg+=talking
in ^in++++=in
quiet ^jj+atrb+++=quiet,
, ^zz++++=EXTRAWORD
subdued ^jj+atrb+++=subdued
tones ^nns++++=tones
about ^in++++=about
the ^ati++++=the
track ^nn++++=track,
, ^zz++++=EXTRAWORD
the ^ati++++=the
departure ^nn++++=departure
of ^in++++=of
coaches ^nns++++=coaches,
, ^zz++++=EXTRAWORD
trains ^nns++++=trains
and ^cc++++=and
boats ^nns++++=boats
- ^zz++++=-arranging
arranging ^vbg+vsua++xvbg+=EXTRAWORD
for ^in++++=for
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
journey ^nn++++=journey
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
working ^jj+++xvbg+=working
of ^in++++=of
the ^ati++++=the
claim ^nn++++=claim
in ^in++++=in
his ^pp$+pp3+++=his
absence ^nn+nom+++=absence.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
Tom ^np++++=Tom
lying ^vwbg+++xvbg+=lying
on ^in++++=on
his ^pp$+pp3+++=his
back ^jjb++++=back
in ^in++++=in
his ^pp$+pp3+++=his
bunk ^nn++++=bunk,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
under ^in++++=under
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
fixed ^vbd+++xvbn+=fixed
on ^in++++=on
the ^ati++++=the
calico ^nn+++??+=calico
above ^in+pl+++=above
- ^zz++++=-thinking,
thinking ^nvbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking.
. ^zz++++=EXTRAWORD
Thinking ^nvbg+++xvbg+=Thinking,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
touch ^nn++++=touch
of ^in++++=of
his ^pp$+pp3+++=his
boyhood ^nn+nom+++=boyhood's
's ^$++++=EXTRAWORD
faith ^nn++++=faith
perhaps ^rb++++=perhaps;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
wondering ^vbg+++xvbg+=wondering
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
in ^in++++=in
his ^pp$+pp3+++=his
long ^jj++++=long,
, ^zz++++=EXTRAWORD
hard ^jj++++=hard-working
- ^zz++++=EXTRAWORD
working ^xvbg+++xvbg+=EXTRAWORD
married ^vprf+++xvbn+=married
life ^nn++++=life,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
God ^np++++=God
should ^md+nec+++=should
do ^vb+do+vrb++=do
this ^dt+dem+++=this
thing ^nn++++=thing
to ^in++++=to
him ^pp3o+pp3+++=him
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
of ^in++++=of
all ^abn++++=all
times ^nns++++=times.
. ^zz++++=EXTRAWORD
" ^zz++++="You'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
best ^jjt++++=best
take ^vb++++=take
what ^wdt+who+++=what
money ^nn++++=money
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
in ^in++++=in
the ^ati++++=the
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
want ^vb++++=want
it ^pp3+it+++=it
all ^rb++++=all
ag ^nn++++=ag'in'
'in' ^nn+++??+=EXTRAWORD
the ^ati++++=the
time ^nn++++=time
you ^pp2+pp2+++=you
get ^vb++++=get
back ^rb+phrv+++=back
from ^in++++=from
Sydney ^np++++=Sydney,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
can ^md+pos+++=can
fix ^vb++++=fix
it ^pp3+it+++=it
up ^rp++++=up
arterwards ^rb++++=arterwards.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
couple ^nn++++=couple
of ^in++++0=o'
clean ^jj+atrb+++=clean
shirts ^nns++++=shirts
of ^in++++0=o'
mine ^pp$$++++=mine
- ^zz++++=-you'd
you ^pp2+pp2+++=EXTRAWORD
'd ^md+prd+aux++0=EXTRAWORD
best ^jjt++++=best
take ^vb++++=take
them ^pp3o+pp3+++0='em
- ^zz++++=-you'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
want ^vb++++=want
them ^pp3o+pp3+++0='em
on ^in++++=on
the ^ati++++=the
voyage ^nn++++=voyage.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
You ^pp2+pp2+++=You
might ^md+pos+++=might
as ^rb++splt++=as
well ^rb++++=well
take ^vb++++=take
them ^pp3o+pp3+++=them
there ^rn+pl+++=there
new ^jj+atrb+++=new
pants ^nns++++=pants
of ^in++++0=o'
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
only ^rb+down+++=only
dry ^jj++++=dry-rot
- ^zz++++=EXTRAWORD
rot ^nn++++=EXTRAWORD
out ^rp+pl+++=out
here ^rn+pl+++=here
- ^zz++++=-and
and ^cc++++=EXTRAWORD
the ^ati++++=the
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
like ^in++++=like
- ^zz++++=-it's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
small ^jj++++=small
for ^in++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
any ^dti++++=any
time ^nn++++=time
in ^in++++=in
Perth ^np+++??+=Perth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
want ^vb++++=want
some ^dti++++=some
decent ^jj+atrb+++=decent
togs ^nns+++??+=togs
to ^in++++=to
land ^nn++++=land
with ^in++++=with
in ^in++++=in
Sydney ^np++++=Sydney."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
cared ^xvbn+++xvbn+=cared
so ^pn++++=so
much ^ap++++=much
if ^cs+cnd+++=if
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
seen ^vprf+++xvbn+=seen
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
her ^pp$+pp3+++=her,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
to ^in++++=to
us ^pp1o+pp1+++=us
one ^cd1++++=one
night ^nn++++=night
by ^in++++=by
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
have ^vbi++++=have
seen ^vprf+++xvbn+=seen
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
been ^vprf+ben+vrb+xvbn+=been
long ^rb++++=long
in ^in++++=in
the ^ati++++=the
West ^np+pl+++=West?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Over
over ^in++++=EXTRAWORD
two ^cd++++=two
years ^nns++++=years.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
up ^rp++++=up
to ^to++++=to
take ^vbi++++=take
a ^at++++=a
run ^nn++++=run
across ^in+pl+++=across
last ^rb++++=last
Christmas ^np++++=Christmas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+vrb++=have
a ^at++++=a
look ^nn++++=look
at ^in++++=at
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
very ^ql+amp+++=very
well ^rb++++=well
get ^vb++++=get
away ^rb+phrv+++=away
when ^wrb+who+++=when
` ^zz++++=`exemption-time'
exemption ^nn+nom+++=EXTRAWORD
- ^zz++++=EXTRAWORD
time ^nn++++=EXTRAWORD
' ^zz++++=EXTRAWORD
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
leave ^vbi++++=leave
the ^ati++++=the
claim ^nn++++=claim."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
any ^dti++++=any
good ^jj++++=good
over ^in++++=over
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
things ^nns++++=things
brightened ^vbd+++xvbn+=brightened
up ^rp++++=up
a ^at++++=a
bit ^nn++++=bit
the ^ati++++=the
last ^jj+atrb+++=last
month ^nn++++=month
or ^cc++++=or
two ^cd++++=two.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
hard ^nn++++=hard
pull ^vb++++=pull
at ^rb++++=at
