We ^pp1a+pp1+++=We
and ^cc++++=and
sunflowers ^nns+nom+++=sunflowers
growing ^vwbg+++xvbg+=growing
on ^in++++=on
the ^ati++++=the
flatter ^vb++++=flatter
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^nn++++=river
was ^vbd+bedz+vrb++=was
brown ^jj+pred+++=brown
and ^cc+phrs+++=and
sluggish ^jj++++=sluggish,
, ^zz++++=EXTRAWORD
like ^in++++=like
any ^dti++++=any
other ^ap++++=other
of ^in++++=of
the ^ati++++=the
half ^abn++++=half-dozen
- ^zz++++=EXTRAWORD
dozen ^cd++++=EXTRAWORD
streams ^nns++++=streams
that ^tht+rel+obj++=that
water ^nn++++=water
the ^ati++++=the
Nebraska ^np+++??+=Nebraska
corn ^nn++++=corn
lands ^nns++++=lands.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^cd1++++=one
shore ^nn++++=shore
was ^vbd+bedz+vrb++=was
an ^at++++=an
irregular ^jj+atrb+++=irregular
line ^nn++++=line
of ^in++++=of
bald ^jj+atrb+++=bald
clay ^nn++++=clay
bluffs ^nns+++??+=bluffs
where ^wrb+who+++=where
a ^ap++++=a
few ^ap"++++=few
scrub ^nn++++=scrub
oaks ^nns++++=oaks
with ^in++++=with
thick ^jj+atrb+++=thick
trunks ^nns++++=trunks
and ^cc++++=and
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
twisted ^jj+atrb++xvbn+=twisted
tops ^nns++++=tops
threw ^vbd+++xvbn+=threw
light ^nn++++=light
shadows ^nps++++=shadows
on ^in++++=on
the ^ati++++=the
long ^jj+atrb+++=long
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
western ^jj+atrb+++=western
shore ^nn++++=shore
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low
and ^cc++++=and
level ^nn++++=level,
, ^zz++++=EXTRAWORD
with ^in++++=with
cornfields ^nns+++??+=cornfields
that ^tht+rel+++=that
stretched ^jj+++xvbn+=stretched
to ^in++++=to
the ^ati++++=the
skyline ^nn++++=skyline,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
along ^in++++=along
the ^ati++++=the
water ^nn++++=water's
's ^$++++=EXTRAWORD
edge ^nn++++=edge
were ^vbd+bed+vrb++=were
little ^ap++++=little
sandy ^np++++=sandy
coves ^nns+++??+=coves
and ^cc++++=and
beaches ^nns++++=beaches
where ^wrb+who+++=where
slim ^jj+atrb+++=slim
cottonwoods ^nns+++??+=cottonwoods
and ^cc++++=and
willow ^nn++++=willow
saplings ^nns+nom+++=saplings
flickered ^vbd+++xvbn+=flickered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
turbulence ^nn+nom+++=turbulence
of ^in++++=of
the ^ati++++=the
river ^nn++++=river
in ^in++++=in
springtime ^nn++++=springtime
discouraged ^vwbn+++xvbn+=discouraged
milling ^vbg+nom++xvbg+=milling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
keeping ^xvbg+++xvbg+=keeping
the ^ati++++=the
old ^jj+atrb+++=old
red ^jj+atrb+++=red
bridge ^npl++++=bridge
in ^in++++=in
repair ^nn++++=repair,
, ^zz++++=EXTRAWORD
the ^ati++++=the
busy ^jj+atrb+++=busy
farmers ^nns+nom+++=farmers
did ^vbd+dod+aux++=did
not ^xnot++not++=not
concern ^vb++++=concern
themselves ^ppls+pp3+++=themselves
with ^in++++=with
the ^ati++++=the
stream ^nn++++=stream;
; ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
Sandtown ^np+++??+=Sandtown
boys ^nns++++=boys
were ^vbd+bed+aux++=were
left ^vpsv++agls+xvbnx+=left
in ^in++++=in
undisputed ^jj+atrb+++=undisputed
possession ^nn++++=possession.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
autumn ^nn++++=autumn
we ^pp1a+pp1+++=we
hunted ^vbd+++xvbn+=hunted
quail ^nns++++=quail
through ^in++++=through
the ^ati++++=the
miles ^nns++++=miles
of ^in++++=of
stubble ^nn++++=stubble
and ^cc++++=and
fodder ^nn++++=fodder
land ^nn++++=land
along ^in++++=along
the ^ati++++=the
flat ^nn++++=flat
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
winter ^nn++++=winter
skating ^vwbg+++xvbg+=skating
season ^nn++++=season
was ^vbd+bedz+vrb++=was
over ^in++++=over
and ^cc++++=and
the ^ati++++=the
ice ^nn++++=ice
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
the ^ati++++=the
spring ^vb++++=spring
freshets ^nns+++??+=freshets
and ^cc++++=and
flooded ^jj+atrb+++=flooded
bottoms ^nns++++=bottoms
gave ^vbd+++xvbn+=gave
us ^pp1o+pp1+++=us
our ^pp$+pp1+++=our
great ^jj+atrb+++=great
excitement ^nn+nom+++=excitement
of ^in++++=of
the ^ati++++=the
year ^nn++++=year.
. ^zz++++=EXTRAWORD
The ^ati++++=The
channel ^nn++++=channel
was ^vbd+bedz+vrb++=was
never ^rb++++=never
the ^ati++++=the
same ^ap++++=same
for ^in++++=for
two ^cd++++=two
successive ^jj+atrb+++=successive
seasons ^nns++++=seasons.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
spring ^nn++++=spring
the ^ati++++=the
swollen ^jj+atrb+++=swollen
stream ^nn++++=stream
undermined ^vwbn+++xvbn+=undermined
a ^at++++=a
bluff ^nn++++=bluff
to ^in++++=to
the ^ati++++=the
east ^np+pl+++=east,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
bit ^nn++++=bit
out ^rp+pl+++=out
a ^ap++++=a
few ^ap"++++=few
acres ^nns++++=acres
of ^in++++=of
cornfield ^nn+++??+=cornfield
to ^in++++=to
the ^ati++++=the
west ^np+pl+++=west
and ^cc++++=and
whirled ^vbd+++xvbn+=whirled
the ^ati++++=the
soil ^nn++++=soil
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
to ^to++++=to
deposit ^vbi++++=deposit
it ^pp3+it+++=it
in ^in++++=in
spumy ^nn+++??+=spumy
mud ^nn++++=mud
banks ^nns++++=banks
somewhere ^rb++++=somewhere
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
water ^nn++++=water
fell ^vbd+++xvbn+=fell
low ^jj++++=low
in ^in++++=in
midsummer ^nn+nom+++=midsummer,
, ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
sand ^nn++++=sand
bars ^nns++++=bars
were ^vbd+bed+aux++=were
thus ^rb+cnj+splt++=thus
exposed ^vpsv++agls+xvbnx+=exposed
to ^in++++=to
dry ^jj++++=dry
and ^cc++++=and
whiten ^vb++++=whiten
in ^in++++=in
the ^ati++++=the
August ^nr++++=August
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
these ^dt+pdem+++=these
were ^vbd+bed+aux++=were
banked ^vpsv++agls+xvbnx+=banked
so ^ql++++=so
firmly ^rb++++=firmly
that ^cs+sub+++=that
the ^ati++++=the
fury ^nn++++=fury
of ^in++++=of
the ^ati++++=the
next ^ap++++=next
freshet ^nn+++??+=freshet
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
unseat ^vbi+++??+=unseat
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
willow ^nn++++=willow
seedlings ^nns+nom+++=seedlings
emerged ^vbd+++xvbn+=emerged
triumphantly ^rb++++=triumphantly
from ^in++++=from
the ^ati++++=the
yellow ^jj+atrb+++=yellow
froth ^np++++=froth,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
into ^in++++=into
spring ^nn++++=spring
leaf ^nn++++=leaf,
, ^zz++++=EXTRAWORD
shot ^j+++xvbn+=shot
up ^rp++++=up
into ^in++++=into
summer ^nn++++=summer
growth ^nn++++=growth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
their ^pp$+pp3+++=their
mesh ^nn++++=mesh
of ^in++++=of
roots ^nns++++=roots
bound ^vwbn+++xvbn+=bound
together ^nn+nom+++=together
the ^ati++++=the
moist ^jj+atrb+++=moist
sand ^nn++++=sand
beneath ^in+pl+++=beneath
them ^pp3o+pp3+++=them
against ^in++++=against
the ^ati++++=the
batterings ^nns+++??+=batterings
of ^in++++=of
another ^ppls++++=another
April ^nr++++=April.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
and ^cc+phrs+++=and
there ^rn+pl+++=there
a ^at++++=a
cottonwood ^nn+++??+=cottonwood
soon ^rb+tm+++=soon
glittered ^vbd+++xvbn+=glittered
among ^in++++=among
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
quivering ^jj+++xvbg+=quivering
in ^in++++=in
the ^ati++++=the
low ^jj+atrb+++=low
current ^nn++++=current
of ^in++++=of
air ^nn++++=air
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
even ^rb++++=even
on ^in++++=on
breathless ^jj+atrb+++=breathless
days ^nns++++=days
when ^wrb+who+++=when
the ^ati++++=the
dust ^nn++++=dust
hung ^vbd+++xvbn+=hung
like ^in++++=like
smoke ^nn++++=smoke
above ^jjb++++=above
the ^ati++++=the
wagon ^nn++++=wagon
road ^nn++++=road,
, ^zz++++=EXTRAWORD
trembled ^j+++xvbn+=trembled
along ^in++++=along
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
such ^abl++++=such
an ^at++++=an
island ^nn++++=island,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
third ^nn++++=third
summer ^nn++++=summer
of ^in++++=of
its ^pp$+it+++=its
yellow ^jj+atrb+++=yellow
green ^nn++++=green,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
built ^vbd+++xvbn+=built
our ^pp$+pp1+++=our
watch ^vb++++=watch
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
thicket ^nn++++=thicket
of ^in++++=of
dancing ^xvbg+++xvbg+=dancing
willow ^nn++++=willow
wands ^nns++++=wands,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
on ^in++++=on
the ^ati++++=the
level ^nn++++=level
terrace ^nn++++=terrace
of ^in++++=of
fine ^jj+atrb+++=fine
sand ^nn++++=sand
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
added ^vpsv++tht0+xvbnx+=added
that ^tht+vcmp+++=that
spring ^vb++++=spring;
; ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
new ^jj+atrb+++=new
bit ^nn++++=bit
of ^in++++=of
world ^nn++++=world,
, ^zz++++=EXTRAWORD
beautifully ^rb++++=beautifully
ridged ^jj++++=ridged
with ^in++++=with
ripple ^vb++++=ripple
marks ^nns++++=marks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strewn ^vpsv++agls+xvbn+=strewn
with ^in++++=with
the ^ati++++=the
tiny ^jj+atrb+++=tiny
skeletons ^nns++++=skeletons
of ^in++++=of
turtles ^nns++++=turtles
and ^cc++++=and
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
all ^abn++++=all
as ^ql++++=as
white ^np++++=white
and ^cc++++=and
dry ^jj++++=dry
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
expertly ^rb++splt++=expertly
cured ^vpsv++agls+xvbn+=cured.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
careful ^jj++++=careful
not ^xnot++not++=not
to ^to++++=to
mar ^vbi++++=mar
the ^ati++++=the
freshness ^nns+nom+++=freshness
of ^in++++=of
the ^ati++++=the
place ^nn++++=place,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
we ^pp1a+pp1+++=we
often ^rb++++=often
swam ^vbd+++xvbn+=swam
to ^in++++=to
it ^pp3+it+++=it
on ^in++++=on
summer ^nn++++=summer
evenings ^nns++++=evenings
and ^cc++++=and
lay ^vpsv++agls+xvbn+=lay
on ^rb+phrv+++=on
the ^ati++++=the
sand ^nn++++=sand
to ^in++++=to
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
our ^pp$+pp1+++=our
last ^rb++++=last
watch ^vb++++=watch
fire ^nn++++=fire
of ^in++++=of
the ^ati++++=the
year ^nn++++=year,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
reasons ^nns++++=reasons
why ^wrb+who+++=why
I ^pp1a+pp1+++=I
should ^md+nec+++=should
remember ^nn+nom+++=remember
it ^pp3+it+++=it
better ^jjr++++=better
than ^in++++=than
any ^dti++++=any
of ^in++++=of
the ^ati++++=the
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
week ^nn++++=week
the ^ati++++=the
other ^ap++++=other
boys ^nns++++=boys
were ^vbd+bed+vrb++=were
to ^in++++=to
file ^nn++++=file
back ^jjb++++=back
to ^in++++=to
their ^pp$+pp3+++=their
old ^jj+atrb+++=old
places ^nns++++=places
in ^in++++=in
the ^ati++++=the
Sandtown ^np+++??+=Sandtown
High ^jj+atrb+++=High
School ^nn++++=School,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
to ^to++++=to
go ^vbi++++=go
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
Divide ^vb++++=Divide
to ^to++++=to
teach ^vbi+vsua+++=teach
my ^pp$+pp1+++=my
first ^od++++=first
country ^nn++++=country
school ^nn++++=school
in ^in++++=in
the ^ati++++=the
Norwegian ^jj+atrb+++=Norwegian
district ^nn++++=district.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
already ^rb++++=already
homesick ^jj+pred+++=homesick
at ^in++++=at
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
quitting ^xvbg+++xvbg+=quitting
the ^ati++++=the
boys ^nns++++=boys
with ^in++++=with
whom ^whp+rel+pied++=whom
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
always ^rb++splt++=always
played ^vprf+++xvbnx+=played;
; ^zz++++=EXTRAWORD
of ^in++++=of
leaving ^xvbg+++xvbg+=leaving
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
going ^vbg+++xvbg+=going
up ^rp++++=up
into ^in++++=into
a ^at++++=a
windy ^jj+atrb+++=windy
plain ^jj++++=plain
that ^tht+jcmp+subj++=that
was ^vbd+bedz+vrb++=was
all ^abn++++=all
windmills ^nns++++=windmills
and ^cc++++=and
cornfields ^nns+++??+=cornfields
and ^cc++++=and
big ^jj+atrb+++=big
pastures ^nns++++=pastures;
; ^zz++++=EXTRAWORD
where ^wrb+who+++=where
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
wilful ^jj++++=wilful
or ^cc+phrs+++=or
unmanageable ^jj++++=unmanageable
in ^in++++=in
the ^ati++++=the
landscape ^nn++++=landscape,
, ^zz++++=EXTRAWORD
no ^at++++=no
new ^jj+atrb+++=new
islands ^nns++++=islands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
chance ^nn++++=chance
of ^in++++=of
unfamiliar ^jj+atrb+++=unfamiliar
birds ^nns++++=birds--such
-- ^--+clp+++=EXTRAWORD
such ^abl++++=EXTRAWORD
as ^cs+sub+++=as
often ^rb++++=often
followed ^vbd+vprv++xvbn+=followed
the ^ati++++=the
watercourses ^nns+++??+=watercourses.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
boys ^nns++++=boys
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
and ^cc+phrs+++=and
used ^vbd+++xvbn+=used
the ^ati++++=the
river ^nn++++=river
for ^in++++=for
fishing ^xvbg+++xvbg+=fishing
or ^cc++++=or
skating ^xvbg+++xvbg+=skating,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
six ^cd++++=six
were ^vbd+bed+aux++=were
sworn ^vprf+++xvbn+=sworn
to ^in++++=to
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
the ^ati++++=the
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
friends ^nns++++=friends
mainly ^rb++++=mainly
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
the ^ati++++=the
two ^cd++++=two
Hassler ^np+++??+=Hassler
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
Fritz ^np++++=Fritz
and ^cc++++=and
Otto ^np++++=Otto,
, ^zz++++=EXTRAWORD
sons ^nns++++=sons
of ^in++++=of
the ^ati++++=the
little ^ap++++=little
German ^jj+atrb+++=German
tailor ^nn++++=tailor.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
the ^ati++++=the
youngest ^nn++++=youngest
of ^in++++=of
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
ragged ^jj+atrb+++=ragged
boys ^nns++++=boys
of ^in++++=of
ten ^cd++++=ten
and ^cc++++=and
twelve ^cd++++=twelve,
, ^zz++++=EXTRAWORD
with ^in++++=with
sunburned ^jj+atrb++xvbn+=sunburned
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
weather ^nn++++=weather-stained
- ^zz++++=EXTRAWORD
stained ^jj+atrb++xvbn+=EXTRAWORD
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pale ^nn++++=pale
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Otto ^np++++=Otto,
, ^zz++++=EXTRAWORD
the ^ati++++=the
elder ^jjr++++=elder,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
best ^jjt+atrb+++=best
mathematician ^nn++++=mathematician
in ^in++++=in
school ^nn++++=school,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clever ^jj++++=clever
at ^in++++=at
his ^pp$+pp3+++=his
books ^nns++++=books,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
always ^rb++++=always
dropped ^vbd+++xvbn+=dropped
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
spring ^nn++++=spring
term ^nn++++=term
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
river ^nn++++=river
could ^md+pos+++=could
not ^xnot++not++=not
get ^vb++++=get
on ^in++++=on
without ^in++++=without
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
and ^cc++++=and
Fritz ^np++++=Fritz
caught ^vbd+++xvbn+=caught
the ^ati++++=the
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
horned ^j+++xvbn+=horned
catfish ^jj++++=catfish
and ^cc++++=and
sold ^vwbn+++xvbn+=sold
them ^pp3o+pp3+++=them
about ^in++++=about
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
lived ^vbd+++xvbnx+=lived
so ^ql++++=so
much ^ap++++=much
in ^in++++=in
the ^ati++++=the
water ^nn++++=water
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
as ^ql++++=as
brown ^np++++=brown
and ^cc++++=and
sandy ^np++++=sandy
as ^ql++++=as
the ^ati++++=the
river ^npl++++=river
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
Percy ^np++++=Percy
Pound ^nn++++=Pound,
, ^zz++++=EXTRAWORD
a ^at++++=a
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
freckled ^jj+atrb+++=freckled
boy ^nn++++=boy
with ^in++++=with
chubby ^jj+atrb+++=chubby
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
took ^vbd+++xvbn+=took
half ^nn++++=half
a ^at++++=a
dozen ^cd++++=dozen
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
story ^nn++++=story-papers
- ^zz++++=EXTRAWORD
papers ^nns++++=EXTRAWORD
and ^cc++++=and
was ^vbd+bedz+vrb++=was
always ^rb++++=always
being ^xvbg+++xvbg+=being
kept ^vbd+++xvbn+=kept
in ^rb+phrv+++=in
for ^in++++=for
reading ^xvbg+++xvbg+=reading
detective ^nn++++=detective
stories ^nns++++=stories
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
Tip ^nn++++=Tip
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
destined ^xvbn+++xvbn+=destined
by ^in++++=by
his ^pp$+pp3+++=his
freckles ^nns+++??+=freckles
and ^cc++++=and
red ^jj+atrb+++=red
hair ^nn++++=hair
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
buffoon ^nn+++??+=buffoon
in ^in++++=in
all ^abn++++=all
our ^pp$+pp1+++=our
games ^nns++++=games,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
like ^in++++=like
a ^at++++=a
timid ^jj+atrb+++=timid
little ^jj+atrb+++=little
old ^jj+atrb+++=old
man ^nn++++=man
and ^cc++++=and
had ^vb+hv+vrb++=had
a ^at++++=a
funny ^jj+atrb+++=funny,
, ^zz++++=EXTRAWORD
cracked ^jj+atrb++xvbn+=cracked
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
Tip ^vb++++=Tip
worked ^vbd+++xvbn+=worked
hard ^jj++++=hard
in ^in++++=in
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
grocery ^nn+nom+++=grocery
store ^nn++++=store
every ^at++++=every
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swept ^vbd+++xvbn+=swept
it ^pp3+it+++=it
out ^rp+pl+++=out
before ^in++++=before
school ^npl++++=school
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
his ^pp$+pp3+++=his
recreations ^nns+nom+++=recreations
were ^vbd+bed+vrb++=were
laborious ^jj+pred+++=laborious.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
collected ^vbd+++xvbnx+=collected
cigarette ^nn+nom+++=cigarette
cards ^nns++++=cards
and ^cc++++=and
tin ^nn++++=tin
tobacco ^nn++++=tobacco-tags
- ^zz++++=EXTRAWORD
tags ^nns++++=EXTRAWORD
indefatigably ^rb+cnj+++=indefatigably,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
sit ^vb++++=sit
for ^in++++=for
hours ^nns++++=hours
humped ^vwbn+++xvbn+=humped
up ^rp++++=up
over ^in++++=over
a ^at++++=a
snarling ^jj+atrb++xvbg+=snarling
little ^jj+atrb+++=little
scroll ^nn++++=scroll-saw
- ^zz++++=EXTRAWORD
saw ^vbd+vprv++xvbn+=EXTRAWORD
which ^wdt+who+whcl++=which
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
in ^rb+phrv+++=in
his ^pp$+pp3+++=his
attic ^nn++++=attic.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
dearest ^jjt+atrb+++=dearest
possessions ^nns++++=possessions
were ^vbd+bed+vrb++=were
some ^dti++++=some
little ^jj+atrb+++=little
pill ^nn++++=pill
bottles ^nns++++=bottles
that ^tht+rel+subj++=that
purported ^vbd+++xvbn+=purported
to ^to++++=to
contain ^vbi++++=contain
grains ^nns++++=grains
of ^in++++=of
wheat ^nn++++=wheat
from ^in++++=from
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Land ^nn++++=Land,
, ^zz++++=EXTRAWORD
water ^nn++++=water
from ^in++++=from
the ^ati++++=the
Jordan ^np++++=Jordan
and ^cc++++=and
the ^ati++++=the
Dead ^jj+atrb+++=Dead
Sea ^nn++++=Sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
earth ^nn++++=earth
from ^in++++=from
the ^ati++++=the
Mount ^nn++++=Mount
of ^in++++=of
Olives ^nns++++=Olives.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
father ^nn++++=father
had ^vbd+hvd+aux++=had
bought ^vprf+++xvbnx+=bought
these ^dt+dem+++=these
dull ^jj+atrb+++=dull
things ^nns++++=things
from ^in++++=from
a ^at++++=a
Baptist ^nn+nom+++=Baptist
missionary ^nn+nom+++=missionary
who ^whp+rel+obj++=who
peddled ^jj+++xvbn+=peddled
them ^pp3o+pp3+++=them,
