It ^pp3+it+++=It
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
still ^rb++splt++=still
eating ^vbg+++xvbgx+=eating.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
paired ^vpsv++agls+xvbnx+=paired
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
occasion ^nn++++=occasion,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
Mademoiselle ^np+++??+=Mademoiselle
Dumoulin ^np+++??+=Dumoulin,
, ^zz++++=EXTRAWORD
daughter ^nn+nom+++=daughter
of ^in++++=of
a ^at++++=a
retired ^jj+++xvbn+=retired
colonel ^npt++++=colonel,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj++++=young,
, ^zz++++=EXTRAWORD
blond ^jj+atrb+++=blond,
, ^zz++++=EXTRAWORD
soldierly ^jj+atrb+++=soldierly
person ^nn++++=person,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
formed ^vbd+++xvbn+=formed,
, ^zz++++=EXTRAWORD
frank ^np++++=frank
and ^cc++++=and
talkative ^jj++++=talkative.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
complete ^jj+atrb+++=complete
possession ^nn++++=possession
of ^in++++=of
me ^pp1o+pp1+++=me
for ^in++++=for
the ^ati++++=the
whole ^jj+atrb+++=whole
day ^nn++++=day,
, ^zz++++=EXTRAWORD
dragged ^j+++xvbn+=dragged
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
park ^nn++++=park,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
me ^pp1o+pp1+++=me
dance ^vb++++=dance
willy ^np++++=willy-nilly,
- ^zz++++=EXTRAWORD
nilly ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
bored ^j+++xvbn+=bored
me ^pp1o+pp1+++=me
to ^in++++=to
death ^nn++++=death.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
myself ^ppl+pp1+++=myself:
: ^zz++++=EXTRAWORD
' ^zz++++='That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
very ^ql+amp+++=very
well ^rb++++=well
for ^in++++=for
to ^to++++=to-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
tomorrow ^nr+tm+++=tomorrow
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
to ^to++++=to
it ^pp3+it+++=it!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="Toward
toward ^in++++=EXTRAWORD
eleven ^cd++++=eleven
o'clock ^rb++++=o'clock
at ^in++++=at
night ^nn++++=night
the ^ati++++=the
women ^nns++++=women
retired ^vbd+++xvbn+=retired
to ^in++++=to
their ^pp$+pp3+++=their
rooms ^nns++++=rooms;
; ^zz++++=EXTRAWORD
the ^ati++++=the
men ^nns++++=men
stayed ^vbd+++xvbn+=stayed,
, ^zz++++=EXTRAWORD
smoking ^vbg+++xvbg+=smoking
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
drank ^vbd+++xvbnx+=drank
or ^cc+phrs+++=or
drinking ^vbg+++xvbg+=drinking
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
smoked ^vbd+++xvbnx+=smoked,
, ^zz++++=EXTRAWORD
whichever ^nn+nom+++=whichever
you ^pp2+pp2+++=you
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
" ^zz++++="Through
through ^in++++=EXTRAWORD
the ^ati++++=the
open ^jj+atrb+++=open
window ^nn++++=window
we ^pp1a+pp1+++=we
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
country ^nn++++=country
folks ^nns++++=folks
dancing ^vwbg+++xvbg+=dancing.
. ^zz++++=EXTRAWORD
Farmers ^nns+nom+++=Farmers
and ^cc++++=and
peasant ^nn+nom+++=peasant
girls ^nns++++=girls
were ^vbd+bed+aux++=were
jumping ^vbg+++xvbgx+=jumping
about ^in++++=about
in ^in++++=in
a ^at++++=a
circle ^nn++++=circle
yelling ^vwbg+++xvbg+=yelling
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
their ^pp$+pp3+++=their
lungs ^nns++++=lungs
a ^at++++=a
dance ^nn++++=dance
air ^nn++++=air
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
feebly ^rb++splt++=feebly
accompanied ^vpsv++by+xvbnx+=accompanied
by ^in++++=by
two ^cd++++=two
violins ^nns++++=violins
and ^cc++++=and
a ^at++++=a
clarinet ^nn+++??+=clarinet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wild ^jj+atrb+++=wild
song ^nn++++=song
of ^in++++=of
the ^ati++++=the
peasants ^nns+nom+++=peasants
often ^rb++++=often
completely ^rb+amp+++=completely
drowned ^jj+++xvbn+=drowned
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
the ^ati++++=the
instruments ^nns+nom+++=instruments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
weak ^jj+atrb+++=weak
music ^nn++++=music,
, ^zz++++=EXTRAWORD
interrupted ^xvbn+++xvbn+=interrupted
by ^in++++=by
the ^ati++++=the
unrestrained ^jj+atrb++xvbn+=unrestrained
voices ^nns++++=voices,
, ^zz++++=EXTRAWORD
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
come ^vbi++++=come
to ^in++++=to
us ^pp1o+pp1+++=us
in ^in++++=in
little ^jj+atrb+++=little
fragments ^nns+nom+++=fragments
of ^in++++=of
scattered ^xvbn+++xvbn+=scattered
notes ^nns++++=notes.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
enormous ^jj+atrb+++=enormous
casks ^nns++++=casks,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
flaming ^jj+atrb+++=flaming
torches ^nns++++=torches,
, ^zz++++=EXTRAWORD
contained ^jj+atrb++xvbn+=contained
drinks ^nns++++=drinks
for ^in++++=for
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
men ^nns++++=men
were ^vbd+bed+aux++=were
kept ^vpsv++agls+xvbnx+=kept
busy ^jj++++=busy
rinsing ^jj+++xvbg+=rinsing
the ^ati++++=the
glasses ^nns++++=glasses
or ^cc++++=or
bowls ^nns++++=bowls
in ^in++++=in
a ^at++++=a
bucket ^nn++++=bucket
and ^cc++++=and
immediately ^rb+tm+++=immediately
holding ^nvbg+++xvbg+=holding
them ^pp3o+pp3+++=them
under ^in++++=under
the ^ati++++=the
spigots ^nns+++??+=spigots,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
flowed ^vbd+++xvbn+=flowed
the ^ati++++=the
red ^jj+atrb+++=red
stream ^nn++++=stream
of ^in++++=of
wine ^nn++++=wine
or ^cc++++=or
the ^ati++++=the
golden ^jj+atrb+++=golden
stream ^nn++++=stream
of ^in++++=of
pure ^jj+atrb+++=pure
cider ^nn++++=cider;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
parched ^jj+atrb+++=parched
dancers ^nns+nom+++=dancers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
ones ^cd1s++++=ones
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
girls ^nns++++=girls
panting ^vwbg+++xvbg+=panting,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
up ^rp++++=up,
, ^zz++++=EXTRAWORD
stretched ^xvbn+++xvbn+=stretched
out ^rp+pl+++=out
their ^pp$+pp3+++=their
arms ^nns++++=arms
and ^cc++++=and
grasped ^vbd+vprv++xvbn+=grasped
some ^dti++++=some
receptacle ^nn+++??+=receptacle,
, ^zz++++=EXTRAWORD
threw ^j+++xvbn+=threw
back ^jjb++++=back
their ^pp$+pp3+++=their
heads ^nns++++=heads
and ^cc++++=and
poured ^vbd+++xvbn+=poured
down ^rp++++=down
their ^pp$+pp3+++=their
throats ^nns++++=throats
the ^ati++++=the
drink ^nn++++=drink
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
preferred ^vbd+++xvbnx+=preferred.
. ^zz++++=EXTRAWORD
On ^in++++=On
a ^at++++=a
table ^nn++++=table
were ^vbd+bed+vrb++=were
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
butter ^nn++++=butter,
, ^zz++++=EXTRAWORD
cheese ^nn++++=cheese
and ^cc++++=and
sausages ^nns+nom+++=sausages.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
one ^cd1++++=one
would ^md+prd+++=would
step ^vb++++=step
up ^rp++++=up
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
and ^cc++++=and
swallow ^vb++++=swallow
a ^at++++=a
mouthful ^nn+nom+++=mouthful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
the ^ati++++=the
starlit ^nn+++??+=starlit
sky ^nn++++=sky
this ^dt+dem+++=this
healthy ^jj+atrb+++=healthy
and ^cc+phrs+++=and
violent ^jj+atrb+++=violent
exercise ^nn++++=exercise
was ^vbd+bedz+vrb++=was
a ^at++++=a
pleasing ^jj+atrb++xvbg+=pleasing
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
one ^cd1++++=one
also ^rb++++=also
feel ^vb+vprv+++=feel
like ^in++++=like
drinking ^nn++++=drinking
from ^in++++=from
these ^dt+dem+++=these
enormous ^jj+atrb+++=enormous
casks ^nns++++=casks
and ^cc++++=and
eating ^nvbg+++xvbg+=eating
the ^ati++++=the
crisp ^jj+atrb+++=crisp
bread ^nn++++=bread
and ^cc++++=and
butter ^nn++++=butter
with ^in++++=with
a ^at++++=a
raw ^jj+atrb+++=raw
onion ^nn++++=onion.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
mad ^jj+atrb+++=mad
desire ^nn++++=desire
seized ^vbd+++xvbn+=seized
me ^pp1o+pp1+++=me
to ^to++++=to
take ^vbi++++=take
part ^nn++++=part
in ^in++++=in
this ^dt+dem+++=this
merrymaking ^nn++++=merrymaking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
my ^pp$+pp1+++=my
companions ^nns++++=companions.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
admit ^vb+vpub+++=admit
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
probably ^rb++++=probably
a ^rb++++=a
little ^rb"++++=little
tipsy ^jj++++=tipsy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
soon ^rb+tm+++=soon
entirely ^rb+amp+++=entirely
so ^rb++++=so.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
grabbed ^vbd+++xvbnx+=grabbed
the ^ati++++=the
hand ^nn++++=hand
of ^in++++=of
a ^at++++=a
big ^jj++++=big,
, ^zz++++=EXTRAWORD
panting ^vbg+++xvbg+=panting
peasant ^nn+nom+++=peasant
woman ^nn++++=woman
and ^cc++++=and
I ^pp1a+pp1+++=I
jumped ^vbd+++xvbnx+=jumped
her ^pp$+pp3+++=her
about ^in++++=about
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
of ^in++++=of
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
drank ^vbd+++xvbnx+=drank
some ^dti++++=some
wine ^nn++++=wine
and ^cc++++=and
reached ^vpsv++agls+xvbn+=reached
for ^in++++=for
another ^dt++++=another
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
In ^to++++=In
order ^vb++++=order
to ^to+vcmp+++=to
refresh ^vb++++=refresh
myself ^ppl+pp1+++=myself
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
swallowed ^vbd+++xvbnx+=swallowed
a ^at++++=a
bowlful ^nn+nom+++=bowlful
of ^in++++=of
cider ^nn++++=cider,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
bounce ^vbi++++=bounce
around ^rp++++=around
as ^cs+sub+++=as
if ^cs+cnd+++=if
possessed ^jj+++xvbn+=possessed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
light ^jj++++=light
on ^in++++=on
my ^pp$+pp1+++=my
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
delighted ^j+++xvbn+=delighted,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
watching ^vbg+++xvbgx+=watching
me ^pp1o+pp1+++=me
and ^cc++++=and
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
imitate ^nn+nom+++=imitate
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
the ^ati++++=the
girls ^nns++++=girls
all ^rb++++=all
wished ^vbd+vprv++xvbn+=wished
to ^to+vcmp+++=to
dance ^vbi++++=dance
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jumped ^vpsv++agls+xvbn+=jumped
about ^in++++=about
heavily ^rb++++=heavily
with ^in++++=with
the ^ati++++=the
grace ^nn++++=grace
of ^in++++=of
cows ^nns++++=cows.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^cs+sub+++=EXTRAWORD
each ^ppls++++=each
dance ^nn++++=dance
I ^pp1a+pp1+++=I
drank ^vbd+++xvbnx+=drank
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
wine ^nn++++=wine
or ^cc++++=or
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
cider ^nn++++=cider,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
toward ^in++++=toward
two ^cd++++=two
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
so ^cs+sub+++=so
drunk ^vprf+++xvbn+=drunk
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
stand ^vb++++=stand
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
realized ^vbd+vprv+tht0+xvbnx+=realized
my ^pp$+pp1+++=my
condition ^nn+nom+++=condition
and ^cc++++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
reach ^vbi++++=reach
my ^pp$+pp1+++=my
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep
