One ^cd1++++=One
The ^ati++++=The
man ^nn++++=man
sighed ^vbd+++xvbn+=sighed
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
this ^dt+pdem+++=this
and ^cc++++=and
admitted ^vbd+vpub+tht0+xvbn+=admitted
the ^ati++++=the
chances ^nns+nom+++=chances
were ^vbd+bed+vrb++=were
much ^ap++++=much
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
starting ^nvbg+++xvbg+=starting
up ^rp++++=up,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="Poverty
poverty ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
great ^jj+atrb+++=great
crime ^nn++++=crime.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
stolen ^vprf+++xvbnx+=stolen
some ^dti++++=some
one ^cd1++++=one
else ^rb+cnj+++=else's
's ^vbz+bez+vrb++0=EXTRAWORD
money ^nn++++=money
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
take ^vb++++=take
cabin ^nn++++=cabin
passage ^nn+nom+++=passage
instead ^rb+cnj+++=instead
of ^in+strn+++=of--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=weren't
n't ^xnot++not++0=EXTRAWORD
caught ^vbd+++xvbn+=caught."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
were ^vbd+bed+aux++=were
caught ^vpsv++agls+xvbnx+=caught,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
then ^rn+tm+++=then?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+aux++=be
well ^rb++++=well
fed ^vbd+++xvbn+=fed
and ^cc+phrs+++=and
taken ^vbd+++xvbn+=taken
care ^nn++++=care
of ^in+strn+++=of."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
waste ^nn++++=waste
food ^nn++++=food
in ^in++++=in
this ^dt+dem+++=this
great ^jj+atrb+++=great
ship ^nn++++=ship
would ^md+prd+++=would
feed ^vb++++=feed
a ^at++++=a
hundred ^cd++++=hundred
hungry ^jj+atrb+++=hungry
wretches ^nns+++??+=wretches
like ^in++++=like
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
my ^pp$+pp1+++=my
presence ^nn+nom+++=presence
keep ^vb++++=keep
the ^ati++++=the
steamer ^nn++++=steamer
back ^jjb++++=back
a ^at++++=a
moment ^nn++++=moment
of ^in++++=of
time ^nn++++=time?
? ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
harmed ^vpsv++by+xvbnx+=harmed
by ^in++++=by
my ^pp$+pp1+++=my
trying ^vbg+++xvbg+=trying
to ^in+vcmp+++=to
better ^jjr++++=better
myself ^ppl+pp1+++=myself
in ^in++++=in
a ^at++++=a
new ^jj+atrb+++=new
world ^nn++++=world?
? ^zz++++=EXTRAWORD
No ^at++++=No
one ^pn++++=one.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
begging ^vbg+++xvbgx+=begging
for ^in++++=for
a ^at++++=a
crust ^nn++++=crust
from ^in++++=from
the ^ati++++=the
lavish ^jj+atrb+++=lavish
plenty ^nn++++=plenty,
, ^zz++++=EXTRAWORD
all ^abn++++=all
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
struggling ^nvbg+++xvbg+=struggling
to ^to+vcmp+++=to
be ^vbi++vrb++=be
honest ^jj+pred+++=honest.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
become ^vb++++=become
a ^at++++=a
thief ^nn++++=thief
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
out ^rp+pl+++=out
of ^in++++=of
danger ^nn++++=danger
of ^in++++=of
starvation ^nn+nom+++=starvation--caught
-- ^--+clp+++=EXTRAWORD
caught ^j+++xvbn+=EXTRAWORD
or ^cc+phrs+++=or
free ^jj++++=free."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
speak ^vb++++=speak
so ^ql+emph+++=so
loud ^jj++++=loud
or ^cc++++=or
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
some ^dti++++=some
one ^cd1++++=one
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
hang ^nn++++=hang
round ^in++++=round
and ^cc++++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
bring ^vb++++=bring
you ^pp2+pp2+++=you
some ^dti++++=some
provender ^jjr++++=provender.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
you ^pp2+pp2+++=you
like ^vb++++=like
to ^to+vcmp+++=to
have ^vbi++++=have?
? ^zz++++=EXTRAWORD
Poached ^jj+atrb+++=Poached
eggs ^nns++++=eggs
on ^in++++=on
toast ^nn++++=toast,
, ^zz++++=EXTRAWORD
roast ^vb++++=roast
turkey ^np++++=turkey,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
wretch ^nn++++=wretch
sank ^vbd+++xvbn+=sank
down ^rp++++=down
at ^rb++++=at
my ^pp$+pp1+++=my
feet ^nns++++=feet
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
recognising ^vbg+++xvbg+=recognising
the ^ati++++=the
cruelty ^nn++++=cruelty
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hurried ^vbd+++xvbnx+=hurried
down ^rp++++=down
into ^in++++=into
the ^ati++++=the
saloon ^nn++++=saloon
and ^cc++++=and
hunted ^vbd+++xvbn+=hunted
up ^rp++++=up
a ^at++++=a
steward ^nn++++=steward
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
turned ^vbd+++xvbn+=turned
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="Steward,"
steward ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
get ^vb++++=get
me ^pp1o+pp1+++=me
a ^ap++++=a
few ^ap"++++=few
sandwiches ^nns++++=sandwiches
or ^cc++++=or
anything ^pn++++=anything
to ^to++++=to
eat ^vbi++++=eat
at ^rb++++=at
this ^dt+dem+++=this
late ^jj+atrb+++=late
hour ^nn++++=hour?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yessir,
yessir ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
certainly ^rb+cnj+++=certainly,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
beef ^nn++++=beef
or ^cc++++=or
' ^zz++++='am,
am ^vb+bem+vrb++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Both,
both ^abx++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
coffee ^nn++++=coffee,
, ^zz++++=EXTRAWORD
please ^uh++++=please."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
coffee ^nn++++=coffee,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=could
make ^vb++++=make
you ^pp2+pp2+++=you
a ^at++++=a
pot ^nn++++=pot
of ^in++++=of
tea ^nn++++=tea
in ^in++++=in
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bring ^vb++++=bring
them ^pp3o+pp3+++=them
to ^in++++=to
my ^pp$+pp1+++=my
room ^nn++++=room,
, ^zz++++=EXTRAWORD
please ^uh++++=please?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yessir."
yessir ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
very ^ql+amp+++=very
short ^jj+atrb+++=short
time ^nn++++=time
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
faint ^jj+atrb+++=faint
steward ^nn++++=steward
rap ^nn++++=rap
at ^in++++=at
the ^ati++++=the
state ^nn++++=state-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
door ^nn++++=door
and ^cc++++=and
a ^at++++=a
most ^ql+emph+++=most
appetising ^jj+atrb++xvbg+=appetising
tray ^nn++++=tray-load
- ^zz++++=EXTRAWORD
load ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
respectfully ^rb++splt++=respectfully
placed ^vpsv++agls+xvbnx+=placed
at ^rb++++=at
my ^pp$+pp1+++=my
service ^nn++++=service.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
waiter ^nn++++=waiter
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
I ^pp1a+pp1+++=I
hurried ^vbd+++xvbnx+=hurried
up ^rp++++=up
the ^ati++++=the
companion ^nn++++=companion-way
- ^zz++++=EXTRAWORD
