I ^pp1a+pp1+++=I
downwards ^rb+cnj+++=downwards,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bluebells ^nns+++??+=bluebells
here ^rn+pl+++=here
were ^vbd+bed+vrb++=were
still ^rb+atrb+++=still
wan ^jj+pred+++=wan
and ^cc++++=and
few ^ap++++=few,
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
lush ^jj+atrb+++=lush
grass ^nn++++=grass
and ^cc++++=and
in ^in++++=in
shade ^nn++++=shade
of ^in++++=of
the ^ati++++=the
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
path ^nn++++=path
through ^in++++=through
the ^ati++++=the
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
very ^ap+amp+++=very
brow ^nn++++=brow
of ^in++++=of
a ^at++++=a
slope ^nn++++=slope,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
winding ^jj+++xvbg+=winding
easily ^rb++++=easily
for ^in++++=for
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
All ^abn++++=All
around ^rp++++=around
were ^vbd+bed+vrb++=were
twiggy ^nn+++??+=twiggy
oaks ^nns++++=oaks,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
issuing ^vbg+++xvbg+=issuing
their ^pp$+pp3+++=their
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
floor ^nn++++=floor
spaces ^nns++++=spaces
diapered ^vbd+++xvbn+=diapered
with ^in++++=with
woodruff ^np++++=woodruff,
, ^zz++++=EXTRAWORD
with ^in++++=with
patches ^nns++++=patches
of ^in++++=of
dog ^nn++++=dog-mercury
- ^zz++++=EXTRAWORD
mercury ^np++++=EXTRAWORD
and ^cc++++=and
tufts ^nns++++=tufts
of ^in++++=of
hyacinth ^np++++=hyacinth.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
fallen ^vprf+++xvbn+=fallen
trees ^nns++++=trees
still ^rb+atrb+++=still
lay ^jjb+++xvbn+=lay
across ^in+pl+++=across
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
Syson ^np+++??+=Syson
jolted ^vbd+++xvbn+=jolted
down ^in++++=down
a ^at++++=a
steep ^jj+atrb+++=steep,
, ^zz++++=EXTRAWORD
rough ^jj+atrb+++=rough
slope ^nn++++=slope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
came ^vbd+++xvbn+=came
again ^rb+tm+++=again
upon ^in++++=upon
the ^ati++++=the
open ^jj+atrb+++=open
land ^nn++++=land,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
time ^nn++++=time
looking ^vwbg+++xvbg+=looking
north ^nr+pl+++=north
as ^ql++++=as
through ^in++++=through
a ^at++++=a
great ^jj+atrb+++=great
window ^nn++++=window
in ^in++++=in
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stayed ^vbd+++xvbnx+=stayed
to ^in++++=to
gaze ^nn++++=gaze
over ^in++++=over
the ^ati++++=the
level ^nn++++=level
fields ^nns++++=fields
of ^in++++=of
the ^ati++++=the
hill ^npl++++=hill-top,
- ^zz++++=EXTRAWORD
top ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
village ^nn+nom+++=village
which ^whp+rel+subj++=which
strewed ^vbd+++xvbn+=strewed
the ^ati++++=the
bare ^jj+atrb+++=bare
upland ^nn++++=upland
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
tumbled ^vprf+++xvbnx+=tumbled
off ^in+pl+++=off
the ^ati++++=the
passing ^jj+atrb++xvbg+=passing
waggons ^nns+++??+=waggons
of ^in++++=of
industry ^nn++++=industry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
been ^vprf+ben+vrb+xvbn+=been
forsaken ^jj++++=forsaken.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
stiff ^jj++++=stiff,
, ^zz++++=EXTRAWORD
modern ^jj++++=modern,
, ^zz++++=EXTRAWORD
grey ^np++++=grey
little ^ap++++=little
church ^npl++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blocks ^nns++++=blocks
and ^cc++++=and
rows ^nns++++=rows
of ^in++++=of
red ^jj+atrb+++=red
dwellings ^nns+nom+++=dwellings
lying ^vwbg+++xvbg+=lying
at ^rb++++=at
random ^rb"++++=random;
; ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
the ^ati++++=the
twinkling ^jj+atrb++xvbg+=twinkling
headstocks ^nns+++??+=headstocks
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
looming ^jj+atrb++xvbg+=looming
pit ^nn++++=pit-hill.
- ^zz++++=EXTRAWORD
hill ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
All ^abn++++=All
was ^vbd+bedz+vrb++=was
naked ^jj+pred+++=naked
and ^cc++++=and
out ^rp+pl+++=out-of-doors,
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
doors ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
tree ^nn++++=tree!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
unaltered ^jj+pred+++=unaltered.
. ^zz++++=EXTRAWORD
Syson ^np+++??+=Syson
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
satisfied ^j+++xvbn+=satisfied,
, ^zz++++=EXTRAWORD
to ^to++++=to
follow ^vbi+vprv+++=follow
the ^ati++++=the
path ^nn++++=path
that ^tht+rel+subj++=that
sheered ^vprf+++xvbn+=sheered
downhill ^rb+pl+++=downhill
into ^in++++=into
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
curiously ^rb++++=curiously
elated ^jj+pred+++=elated,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
himself ^ppl+pp3+++=himself
back ^jjb++++=back
in ^in++++=in
an ^at++++=an
enduring ^jj+atrb++xvbg+=enduring
vision ^nn++++=vision.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
started ^vbd+++xvbnx+=started.
. ^zz++++=EXTRAWORD
A ^at++++=A
keeper ^nn++++=keeper
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
a ^ap++++=a
few ^ap"++++=few
yards ^nns++++=yards
in ^in++++=in
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
barring ^vbg+++xvbg+=barring
the ^ati++++=the
way ^nn++++=way.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
might ^md+pos+++=might
you ^pp2+pp2+++=you
be ^vb+be+aux++=be
going ^vbg+++xvbgx+=going
this ^dt+dem+++=this
road ^nn++++=road,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tone ^nn++++=tone
of ^in++++=of
his ^pp$+pp3+++=his
question ^nn+nom+++=question
had ^vb+hv+vrb++=had
a ^at++++=a
challenging ^nn++++=challenging
twang ^vb++++=twang.
. ^zz++++=EXTRAWORD
Syson ^np+++??+=Syson
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
fellow ^nn++++=fellow
with ^in++++=with
an ^at++++=an
impersonal ^jj+atrb+++=impersonal,
, ^zz++++=EXTRAWORD
observant ^jj+atrb+++=observant
gaze ^nn++++=gaze.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
of ^in++++=of
four ^cd++++=four
or ^cc++++=or
five ^cd++++=five
and ^cc++++=and
twenty ^cd++++=twenty,
, ^zz++++=EXTRAWORD
ruddy ^jj++++=ruddy
and ^cc++++=and
well ^rb++++=well
favoured ^vbd+++xvbn+=favoured.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
dark ^jj+atrb+++=dark
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes
now ^rn+tm+++=now
stared ^vbd+++xvbn+=stared
aggressively ^rb++++=aggressively
at ^in++++=at
the ^ati++++=the
intruder ^nn+nom+++=intruder.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
black ^jj+atrb+++=black
moustache ^nn++++=moustache,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
thick ^jj++++=thick,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
cropped ^vpsv++agls+xvbnx+=cropped
short ^jj++++=short
over ^in++++=over
a ^at++++=a
small ^jj++++=small,
, ^zz++++=EXTRAWORD
rather ^rb++++=rather
soft ^jj+atrb+++=soft
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
In ^in++++=In
every ^at++++=every
other ^ap++++=other
respect ^nn++++=respect
the ^ati++++=the
fellow ^jjb++++=fellow
was ^vbd+bedz+vrb++=was
manly ^jj+pred+++=manly
and ^cc+phrs+++=and
good ^jj++++=good-looking.
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
just ^rb+emph+++=just
above ^in+pl+++=above
middle ^jjb+atrb+++=middle
height ^nn++++=height;
; ^zz++++=EXTRAWORD
the ^ati++++=the
strong ^jj++++=strong
forward ^rb++++=forward
thrust ^vwbn+++xvbn+=thrust
of ^in++++=of
his ^pp$+pp3+++=his
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
perfect ^jj+atrb+++=perfect
ease ^nn++++=ease
of ^in++++=of
his ^pp$+pp3+++=his
erect ^jj++++=erect,
, ^zz++++=EXTRAWORD
self ^nn++++=self-sufficient
- ^zz++++=EXTRAWORD
sufficient ^jj+atrb+++=EXTRAWORD
body ^nn++++=body,
, ^zz++++=EXTRAWORD
gave ^jj+atrb++xvbn+=gave
one ^cd1++++=one
the ^ati++++=the
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
taut ^jj+pred+++=taut
with ^in++++=with
animal ^nn++++=animal
life ^nn++++=life,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
thick ^jj+atrb+++=thick
jet ^nn++++=jet
of ^in++++=of
a ^at++++=a
fountain ^npl++++=fountain
balanced ^vbd+++xvbn+=balanced
in ^in++++=in
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
with ^in++++=with
the ^ati++++=the
butt ^nn++++=butt
of ^in++++=of
his ^pp$+pp3+++=his
gun ^nn++++=gun
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
uncertainly ^rb++++=uncertainly
and ^cc++++=and
questioningly ^jj++++=questioningly
at ^rb++++=at
Syson ^np+++??+=Syson.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
restless ^jj+atrb+++=restless
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
trespasser ^jjr++++=trespasser,
, ^zz++++=EXTRAWORD
examining ^vbg+++xvbg+=examining
the ^ati++++=the
man ^nn++++=man
and ^cc++++=and
penetrating ^vbg+++xvbg+=penetrating
into ^in++++=into
him ^pp3o+pp3+++=him
without ^in++++=without
heeding ^xvbg+++xvbg+=heeding
his ^pp$+pp3+++=his
office ^nn++++=office,
, ^zz++++=EXTRAWORD
troubled ^j+++xvbn+=troubled
the ^ati++++=the
keeper ^nn++++=keeper
and ^cc++++=and
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
flush ^rb++++=flush.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
Naylor ^np++++=Naylor?
? ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
his ^pp$+pp3+++=his
job ^nn++++=job?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Syson ^np+++??+=Syson
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
from ^in++++=from
the ^ati++++=the
House ^nn++++=House,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
the ^ati++++=the
keeper ^nn++++=keeper.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
everyone ^pn++++=everyone
was ^vbd+bedz+vrb++=was
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
from ^in++++=from
the ^ati++++=the
House ^nn++++=House,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
replied ^jj+++xvbn+=replied.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
amuse ^vbi++++=amuse
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
might ^md+pos+++=might
I ^pp1a+pp1+++=I
ask ^vb++++=ask
where ^wrb+who+++=where
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
for ^in+ppvb+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
keeper ^nn++++=keeper,
, ^zz++++=EXTRAWORD
nettled ^j+++xvbn+=nettled.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
making ^vbg+++xvbgx+=making
for ^in+ppvb+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Syson ^np+++??+=Syson
repeated ^vbd+++xvbn+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
going ^vbg+++xvbgx+=going
to ^in++++=to
Willey ^np+++??+=Willey-Water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
Farm ^nn++++=Farm."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
road ^nn++++=road."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down
this ^dt+dem+++=this
path ^nn++++=path,
, ^zz++++=EXTRAWORD
past ^jjb++++=past
the ^ati++++=the
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
out ^rp+pl+++=out
by ^in++++=by
the ^ati++++=the
white ^jj+atrb+++=white
gate ^nn++++=gate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cs+sub+++=EXTRAWORD
that ^cs"++++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
public ^jj+atrb+++=public
road ^npl++++=road."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+++=suppose
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
come ^vb++++=come
so ^ql++++=so
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
in ^in++++=in
Naylor ^np++++=Naylor's
's ^$++++=EXTRAWORD
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
is ^vbz+bez+vrb++=is
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
way ^nn++++=way?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Crippled
crippled ^jj+++xvbn+=EXTRAWORD
with ^in++++=with
rheumatism ^nn+nom+++=rheumatism,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
keeper ^nn++++=keeper
answered ^vbd+vpub++xvbn+=answered
reluctantly ^rb++++=reluctantly.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Syson ^np+++??+=Syson
exclaimed ^vbd+++xvbn+=exclaimed
in ^in++++=in
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
who ^whp+rel+subj++=who
might ^md+pos+++=might
you ^pp2+pp2+++=you
be ^vb+be+vrb++=be?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
keeper ^nn++++=keeper,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
new ^jj+atrb+++=new
intonation ^nn+nom+++=intonation.
. ^zz++++=EXTRAWORD
" ^zz++++="John
john ^np++++=EXTRAWORD
Adderley ^np+++??+=Adderley
Syson ^np+++??+=Syson;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
live ^vb++++=live
in ^in++++=in
Cordy ^np+++??+=Cordy
Lane ^nn++++=Lane."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Used
used ^vbd+++xvbn+=EXTRAWORD
to ^in++++=to
court ^nn++++=court
Hilda ^np+++??+=Hilda
Millership ^np+nom++??+=Millership?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Syson ^np++++=Syson's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
opened ^vbd+++xvbn+=opened
with ^in++++=with
a ^at++++=a
pained ^jj+atrb+++=pained
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
nodded ^vbd+++xvbnx+=nodded.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
an ^at++++=an
awkward ^jj+atrb+++=awkward
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you--who
-- ^--+clp+++=EXTRAWORD
who ^whp+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Syson ^np+++??+=Syson.
. ^zz++++=EXTRAWORD
" ^zz++++="Arthur
arthur ^np++++=EXTRAWORD
Pilbeam--naylor ^np++++=Pilbeam--Naylor's
's ^$++++=EXTRAWORD
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
live ^vb++++=live
here ^rn+pl+++=here
in ^in++++=in
Nuttall ^np+++??+=Nuttall?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
lodgin ^nn+++??+=lodgin'
' ^zz++++=EXTRAWORD
at ^in++++=at
my ^pp$+pp1+++=my
uncle ^nn++++=uncle's--at
's--at ^nn+++??+=EXTRAWORD
Naylor ^np++++=Naylor's."
's." ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
was ^vbd+bedz+vrb++=was
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
down ^rp++++=down
to ^in++++=to
Willey ^np+++??+=Willey-Water?"
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
keeper ^nn++++=keeper.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
pause ^nn++++=pause
of ^in++++=of
some ^dti++++=some
