A ^at++++=A
sure ^jj++++=sure
that ^tht+jcmp+++=that
his ^pp$+pp3+++=his
name ^nn++++=name
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
Henry ^np++++=Henry
and ^cc++++=and
mine ^nn++++=mine
John ^np++++=John.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
regularly ^rb++splt++=regularly
christened ^vpsv++agls+xvbnx+=christened,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
very ^ql+amp+++=very
act ^vb+vpub+++=act
of ^in++++=of
tattooing ^xvbg+++xvbg+=tattooing
us ^pp1o+pp1+++=us
with ^in++++=with
small ^jj+atrb+++=small
distinguishing ^jj+atrb++xvbg+=distinguishing
marks ^nns++++=marks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
operator ^nn++++=operator
lost ^vbd+++xvbn+=lost
his ^pp$+pp3+++=his
reckoning ^nn++++=reckoning;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
I ^pp1a+pp1+++=I
bear ^vb+vprv+++=bear
upon ^in++++=upon
my ^pp$+pp1+++=my
forearm ^nn++++=forearm
a ^at++++=a
small ^jj++++=small
' ^zz++++='H'
h ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
he ^pp3a+pp3+++=he
bore ^vbd+++xvbnx+=bore
a ^at++++=a
' ^zz++++='J,'
j ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
by ^in++++=by
no ^at++++=no
means ^nns++++=means
certain ^jj++++=certain
that ^tht+jcmp+++=that
the ^ati++++=the
letters ^nns+nom+++=letters
ought ^md+nec+++=ought
not ^xnot++not++=not
to ^to++++=to
have ^vbi+vbi+aux++=have
been ^vprf+ben+aux+xvbnx+=been
transposed ^vpsv++agls+xvbnx+=transposed.
. ^zz++++=EXTRAWORD
During ^in++++=During
our ^pp$+pp1+++=our
boyhood ^nn+nom+++=boyhood
our ^pp$+pp1+++=our
parents ^nns++++=parents
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
distinguish ^vbi++++=distinguish
us ^pp1o+pp1+++=us
more ^rbr++++=more
obviously ^rb+amp+++=obviously
by ^in++++=by
our ^pp$+pp1+++=our
clothing ^nn++++=clothing
and ^cc++++=and
other ^ap++++=other
simple ^jj+atrb+++=simple
devices ^nns++++=devices,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
would ^md+prd+++=would
so ^rb++++=so
frequently ^rb++++=frequently
exchange ^nn++++=exchange
suits ^nns++++=suits
and ^cc+cls+++=and
otherwise ^rb+cnj+++=otherwise
circumvent ^vb++++=circumvent
the ^ati++++=the
enemy ^nn++++=enemy
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
abandoned ^vbd+++xvbnx+=abandoned
all ^abn++++=all
such ^abl++++=such
ineffectual ^jj+atrb+++=ineffectual
attempts ^nns++++=attempts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
all ^abn++++=all
the ^ati++++=the
years ^nns++++=years
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
lived ^vbd+++xvbn+=lived
together ^nn+nom+++=together
at ^in++++=at
home ^nr++++=home
everybody ^pn++++=everybody
recognized ^vbd+vprv++xvbn+=recognized
the ^ati++++=the
difficulty ^nn++++=difficulty
of ^in++++=of
the ^ati++++=the
situation ^nn+nom+++=situation
and ^cc++++=and
made ^vbd+++xvbn+=made
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
it ^pp3+it+++=it
by ^in++++=by
calling ^xvbg+++xvbg+=calling
us ^pp1o+pp1+++=us
both ^abx++++=both
' ^zz++++='Jehnry.'
jehnry ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
often ^rb++splt++=often
wondered ^vprf+++xvbnx+=wondered
at ^rb++++=at
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
forbearance ^nn+nom+++=forbearance
in ^in++++=in
not ^xnot++not++=not
branding ^nn++++=branding
us ^pp1o+pp1+++=us
conspicuously ^rb++++=conspicuously
upon ^in++++=upon
our ^pp$+pp1+++=our
unworthy ^jj+atrb+++=unworthy
brows ^nns++++=brows,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
tolerably ^rb++++=tolerably
good ^jj+atrb+++=good
boys ^nns++++=boys
and ^cc++++=and
used ^vbd+++xvbn+=used
our ^pp$+pp1+++=our
power ^nn++++=power
of ^in++++=of
embarrassment ^nn+nom+++=embarrassment
and ^cc++++=and
annoyance ^nn+nom+++=annoyance
with ^in++++=with
commendable ^jj+atrb+++=commendable
moderation ^nn+nom+++=moderation,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
escaped ^vbd+++xvbn+=escaped
the ^ati++++=the
iron ^nn++++=iron.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
a ^at++++=a
singularly ^rb++++=singularly
good ^jj++++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
quietly ^rb++++=quietly
enjoyed ^xvbn+++xvbn+=enjoyed
Nature ^np++++=Nature's
's ^$++++=EXTRAWORD
practical ^jj+atrb+++=practical
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
after ^cs+sub+++=after
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
California ^np++++=California,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
settled ^vbd+++xvbn+=settled
at ^rb++++=at
San ^np++++=San
Jose ^np+++??+=Jose
( ^zz++++=(where
where ^wrb+who+++=EXTRAWORD
the ^ati++++=the
only ^rb+down+++=only
good ^jj+atrb+++=good
fortune ^nn++++=fortune
that ^tht+rel+++=that
awaited ^jj+++xvbn+=awaited
us ^pp1o+pp1+++=us
was ^vbd+bedz+vrb++=was
our ^pp$+pp1+++=our
meeting ^nvbg+++xvbg+=meeting
with ^in++++=with
so ^rb++++=so
kind ^nn++++=kind
a ^at++++=a
friend ^nn++++=friend
as ^ql++++=as
you ^pp2+pp2+++=you),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
family ^nn++++=family,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
up ^rp++++=up
by ^in++++=by
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
both ^abx++++=both
my ^pp$+pp1+++=my
parents ^nns++++=parents
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
week ^nn++++=week.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
died ^vbd+++xvbn+=died
insolvent ^jj++++=insolvent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
homestead ^nn++++=homestead
was ^vbd+bedz+aux++=was
sacrificed ^vpsv++agls+xvbnx+=sacrificed
to ^to++++=to
pay ^vbi++++=pay
his ^pp$+pp3+++=his
debts ^nns++++=debts.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
sisters ^nns+nom+++=sisters
returned ^vbd+++xvbn+=returned
to ^in++++=to
relatives ^nns++++=relatives
in ^in++++=in
the ^ati++++=the
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
owing ^in+cmpx+++=owing
to ^in"++++=to
your ^pp$+pp2+++=your
kindness ^nns+nom+++=kindness
John ^np++++=John
and ^cc++++=and
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
obtained ^xvbn+++xvbn+=obtained
employment ^nn+nom+++=employment
in ^in++++=in
San ^np++++=San
Francisco ^np++++=Francisco,
, ^zz++++=EXTRAWORD
in ^in++++=in
different ^jj+atrb+++=different
quarters ^nns+nom+++=quarters
of ^in++++=of
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Circumstances ^nns+nom+++=Circumstances
did ^vbd+dod+aux++=did
not ^xnot++not++=not
permit ^vb++++=permit
us ^pp1o+pp1+++=us
to ^to++++=to
live ^vbi++++=live
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
each ^dt++++=each
other ^ap++++=other
infrequently ^rb+cnj+++=infrequently,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
not ^xnot++not++=not
oftener ^rbr++++=oftener
than ^in++++=than
once ^rb+tm+++=once
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
As ^ql++++=As
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
few ^ap++++=few
acquaintances ^nns+nom+++=acquaintances
in ^rb++++=in
common ^rb"++++=common,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fact ^nn++++=fact
of ^in++++=of
our ^pp$+pp1+++=our
extraordinary ^jj+atrb+++=extraordinary
likeness ^nns+nom+++=likeness
was ^vbd+bedz+aux++=was
little ^jj+pred+++=little
known ^vbn+vprv++xvbn+=known.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
come ^vb++++=come
now ^rn+tm+++=now
to ^in++++=to
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
your ^pp$+pp2+++=your
inquiry ^nn++++=inquiry.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
soon ^rb+tm+++=soon
after ^cs+sub+++=after
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
this ^dt+dem+++=this
city ^nn++++=city
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
down ^rp++++=down
Market ^nn++++=Market
Street ^nn++++=Street
late ^jj++++=late
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
accosted ^vpsv++by+xvbnx+=accosted
by ^in++++=by
a ^at++++=a
well ^rb++++=well-dressed
- ^zz++++=EXTRAWORD
dressed ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
of ^in++++=of
middle ^jjb+atrb+++=middle
age ^nn++++=age,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
after ^cs+sub+++=after
greeting ^xvbg+++xvbg+=greeting
me ^pp1o+pp1+++=me
cordially ^rb++++=cordially
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
est ^&fw++++0='Stevens,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
go ^vb++++=go
out ^rp+pl+++=out
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
told ^vprf++tht0+xvbnx+=told
my ^pp$+pp1+++=my
wife ^nn++++=wife
about ^in++++=about
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+vrb++=be
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you
at ^in++++=at
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
notion ^nn++++=notion,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
girls ^nns++++=girls
are ^vb+ber+vrb++=are
worth ^in++++=worth
knowing ^nn++++=knowing.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+tht0++=Suppose
you ^pp2+pp2+++=you
come ^vb++++=come
out ^rp+pl+++=out
tomorrow ^nr+tm+++=to-morrow
at ^in++++=at
six ^cd++++=six
and ^cc++++=and
dine ^vb++++=dine
with ^in++++=with
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
en ^&fw++++=en
famille ^&fw++++=famille;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
if ^cs+cnd+++=if
the ^ati++++=the
ladies ^nns++++=ladies
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
amuse ^vb++++=amuse
you ^pp2+pp2+++=you
afterward ^rb++++=afterward
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
stand ^vb++++=stand
in ^in++++=in
with ^in++++=with
a ^ap++++=a
few ^ap"++++=few
games ^nns++++=games
of ^in++++=of
billiards ^nn++++=billiards.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
with ^in++++=with
so ^rb+emph+++=so
bright ^jj++++=bright
a ^at++++=a
smile ^nn++++=smile
and ^cc++++=and
so ^ql+emph+++=so
engaging ^jj+++xvbg+=engaging
a ^at++++=a
manner ^nn++++=manner
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
heart ^nn++++=heart
to ^to++++=to
refuse ^vbi++++=refuse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
man ^nn++++=man
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life
I ^pp1a+pp1+++=I
promptly ^rb++++=promptly
replied ^vbd+vpub++xvbn+=replied:
: ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
very ^ql+amp+++=very
good ^jj++++=good,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
will ^md+prd+++=will
give ^vb++++=give
me ^pp1o+pp1+++=me
great ^jj+atrb+++=great
pleasure ^nn++++=pleasure
to ^to++++=to
accept ^vbi+vprv+++=accept
the ^ati++++=the
invitation ^nn+nom+++=invitation.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please
present ^vb++++=present
my ^pp$+pp1+++=my
compliments ^nns+nom+++=compliments
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Margovan ^np+nom+++=Margovan
and ^cc++++=and
ask ^vb++++=ask
her ^pp$+pp3+++=her
to ^to++++=to
expect ^vbi+vprv+++=expect
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
shake ^nn++++=shake
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
parting ^jj+atrb++xvbg+=parting
word ^nn++++=word
the ^ati++++=the
man ^nn++++=man
passed ^vbd+++xvbn+=passed
on ^rb+phrv+++=on.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
mistaken ^vprf+++xvbnx+=mistaken
me ^pp1o+pp1+++=me
for ^in++++=for
my ^pp$+pp1+++=my
brother ^nn++++=brother
was ^vbd+bedz+vrb++=was
plain ^nn++++=plain
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
an ^at++++=an
error ^nn++++=error
to ^to++++=to
which ^whp+who+++=which
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
accustomed ^vpsv++agls+xvbnx+=accustomed
and ^cc++++=and
which ^whp+rel+obj++=which
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
my ^pp$+pp1+++=my
habit ^nn++++=habit
to ^to++++=to
rectify ^vbi++++=rectify
unless ^cs+cnd+++=unless
the ^ati++++=the
matter ^nn++++=matter
seemed ^vbd+seem++xvbn+=seemed
important ^jj++++=important.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
how ^wrb+who+whq++=how
had ^vb+hv+vrb++=had
I ^pp1a+pp1+++=I
known ^vbd+vprv++xvbnx+=known
that ^tht+vcmp+++=that
this ^dt+dem+++=this
man ^nn++++=man's
's ^$++++=EXTRAWORD
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Margovan ^np+nom++??+=Margovan?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
certainly ^rb++++=certainly
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
name ^nn++++=name
that ^tht+rel+++=that
one ^cd1++++=one
would ^md+prd+++=would
apply ^vb++++=apply
to ^in++++=to
a ^at++++=a
man ^nn++++=man
at ^rb++++=at
random ^rb"++++=random,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
probability ^nn+nom+++=probability
that ^tht+ncmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
In ^in++++=In
point ^nn++++=point
of ^in++++=of
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
the ^ati++++=the
name ^nn++++=name
was ^vbd+bedz+vrb++=was
as ^ql++++=as
strange ^jj++++=strange
to ^in++++=to
me ^pp1o+pp1+++=me
as ^in++++=as
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
I ^pp1a+pp1+++=I
hastened ^vbd+++xvbnx+=hastened
to ^to++++=to
where ^wrb+who+++=where
my ^pp$+pp1+++=my
brother ^nn++++=brother
was ^vbd+bedz+aux++=was
employed ^vpsv++agls+xvbnx+=employed
and ^cc+phrs+++=and
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him
coming ^vbg+++xvbg+=coming
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
office ^nn++++=office
with ^in++++=with
a ^at++++=a
number ^nn++++=number
of ^in++++=of
bills ^nns++++=bills
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
collect ^vbi++++=collect.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
' ^zz++++='committed'
committed ^vbd+++xvbn+=EXTRAWORD
' ^zz++++=EXTRAWORD
him ^pp3o+pp3+++=him
and ^cc++++=and
added ^vprf+++xvbn+=added
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
care ^vb+vprv+++=care
to ^to+vcmp+++=to
keep ^vbi++++=keep
the ^ati++++=the
engagement ^nn+nom+++=engagement
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+aux++=be
delighted ^jj++agls+xvbnx+=delighted
to ^to+jcmp+++=to
continue ^vbi++++=continue
the ^ati++++=the
impersonation ^nn+nom+++=impersonation.
. ^zz++++=EXTRAWORD
' ^zz++++='That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
queer ^jj++++=queer,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
thoughtfully ^rb++++=thoughtfully.
. ^zz++++=EXTRAWORD
' ^zz++++='Margovan
margovan ^jj++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^ap+down+++=only
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
here ^rn+pl+++=here
whom ^whp+wpor+++=whom
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
well ^jj+pred+++=well
and ^cc++++=and
like ^in+strn+++=like.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
in ^in++++=in
this ^dt+dem+++=this
morning ^nn++++=morning
and ^cc++++=and
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
the ^ati++++=the
usual ^jj+atrb+++=usual
greetings ^nns++++=greetings
some ^dti++++=some
singular ^jj+atrb+++=singular
impulse ^nn++++=impulse
prompted ^vbd+++xvbn+=prompted
me ^pp1o+pp1+++=me
to ^to++++=to
say ^vbi+vpub+++=say:
: ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Margovan ^np+nom+++=Margovan,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
neglected ^vbd+++xvbnx+=neglected
to ^to++++=to
ask ^vbi++++=ask
your ^pp$+pp2+++=your
address ^nns+nom+++=address."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
the ^ati++++=the
address ^nns+nom+++=address,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what
under ^in++++=under
the ^ati++++=the
sun ^nn++++=sun
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
until ^in++++=until
