We ^pp1a+pp1+++=We
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
long ^rb++++=long
fight ^nn++++=fight
and ^cc++++=and
a ^at++++=a
narrow ^jj+atrb+++=narrow
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clause ^nn++++=clause
that ^tht+rel+subj++=that
gave ^vbd+++xvbn+=gave
the ^ati++++=the
future ^nn++++=future
to ^in++++=to
freedom ^nn+nom+++=freedom
was ^vbd+bedz+aux++=was
carried ^vpsv++by+xvbnx+=carried
by ^in++++=by
one ^cd1++++=one
vote ^nn++++=vote
only ^rb+down+++=only.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
Tiffin ^np+++??+=Tiffin
was ^vbd+bedz+aux++=was
chosen ^vpsv++agls+xvbnx+=chosen
governor ^npt++++=governor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
new ^jj+atrb+++=new
state ^nn++++=state
entered ^vbd+++xvbn+=entered
upon ^in++++=upon
a ^at++++=a
career ^nn++++=career
of ^in++++=of
peace ^nn++++=peace
and ^cc++++=and
comfort ^nn++++=comfort
if ^cs+cnd+++=if
not ^xnot++not++=not
of ^in++++=of
great ^jj+atrb+++=great
prosperity ^nn+nom+++=prosperity
or ^cc++++=or
rapid ^jj+atrb+++=rapid
progress ^nns+nom+++=progress.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Indians ^nn++++=Indians
if ^cs+cnd+++=if
not ^xnot++not++=not
crushed ^jj+++xvbn+=crushed
were ^vbd+bed+aux++=were
quelled ^vpsv++agls+xvbnx+=quelled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
settlers ^nns+nom+++=settlers
at ^rb++++=at
last ^rb"++++=last
lived ^vbd+++xvbn+=lived
without ^in++++=without
fear ^nn++++=fear
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
Tecumseh ^np+++??+=Tecumseh
began ^vbd+++xvbn+=began
his ^pp$+pp3+++=his
intrigues ^nns++++=intrigues.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
mean ^jj+atrb+++=mean
time ^nn++++=time
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
plenty ^nn++++=plenty
to ^to++++=to
eat ^vbi++++=eat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enough ^qlp++++=enough
to ^to++++=to
wear ^vbi++++=wear
for ^in++++=for
all ^rb++++=all;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
shelter ^nn++++=shelter
of ^in++++=of
the ^ati++++=the
log ^&fo++++=log
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fire ^nn++++=fire
of ^in++++=of
its ^pp$+it+++=its
generous ^jj+atrb+++=generous
hearth ^nn++++=hearth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
towns ^nns++++=towns
grew ^vbd+++xvbn+=grew,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
grow ^vb++++=grow
very ^ql+amp+++=very
rapidly ^rb++++=rapidly;
; ^zz++++=EXTRAWORD
new ^jj+atrb+++=new
towns ^nns++++=towns
were ^vbd+bed+aux++=were
founded ^vpsv++agls+xvbnx+=founded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
country ^nn++++=country
gradually ^rb++++=gradually
filled ^vbd+++xvbn+=filled
up ^rb+phrv+++=up
with ^in+ppvb+++=with
settlers ^nns+nom+++=settlers,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
at ^rb++++=at
least ^rb"++++=least
the ^ati++++=the
land ^nn++++=land
was ^vbd+bedz+aux++=was
claimed ^vpsv++agls+xvbnx+=claimed.
. ^zz++++=EXTRAWORD
Immense ^jj+atrb+++=Immense
crops ^nns++++=crops
were ^vbd+bed+aux++=were
raised ^vpsv++agls+xvbnx+=raised
on ^in++++=on
the ^ati++++=the
fertile ^jj+atrb+++=fertile
soil ^nn++++=soil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+pdem+++=these
were ^vbd+bed+aux++=were
mainly ^rb++splt++=mainly
fed ^vpsv++agls+xvbnx+=fed
to ^in++++=to
hogs ^nns+++??+=hogs
and ^cc++++=and
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
more ^rbr++++=more
rapidly ^rb++++=rapidly
found ^vbd+vprv++xvbn+=found
a ^at++++=a
way ^nn++++=way
to ^in++++=to
market ^nn++++=market
than ^in++++=than
the ^ati++++=the
grain ^nn++++=grain:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
be ^vb+be+aux++=be
driven ^vpsv++agls+xvbnx+=driven
over ^in++++=over
the ^ati++++=the
bad ^jj+atrb+++=bad
roads ^nns++++=roads,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
grain ^nn++++=grain
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
carried ^vbd+++xvbn+=carried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
very ^ap+amp+++=very
richness ^nns+nom+++=richness
of ^in++++=of
the ^ati++++=the
soil ^nn++++=soil
when ^wrb+who+++=when
turned ^vbd+++xvbn+=turned
to ^in++++=to
mud ^nn++++=mud
forbade ^vbd+++xvbn+=forbade
good ^jj+atrb+++=good
roads ^nns++++=roads
in ^in++++=in
the ^ati++++=the
new ^jj+atrb+++=new
country ^nn++++=country;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
most ^ql+emph+++=most
thriving ^jj+atrb++xvbg+=thriving
settlements ^nns+nom+++=settlements
were ^vbd+bed+vrb++=were
on ^in++++=on
the ^ati++++=the
rivers ^nns++++=rivers,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
days ^nns++++=days
of ^in++++=of
the ^ati++++=the
Mound ^np+++??+=Mound
Builders ^nns+nom+++=Builders,
, ^zz++++=EXTRAWORD
formed ^j+++xvbn+=formed
the ^ati++++=the
natural ^jj+atrb+++=natural
highways ^nns++++=highways.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
streams ^nns++++=streams
were ^vbd+bed+vrb++=were
navigable ^jj+pred+++=navigable
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
clearing ^jj+++xvbg+=clearing
of ^in++++=of
the ^ati++++=the
woods ^nns++++=woods
from ^in++++=from
their ^pp$+pp3+++=their
banks ^nns++++=banks
has ^vbz+hvz+aux++=has
since ^cs+sub+++=since
turned ^vbd+++xvbn+=turned
to ^in++++=to
shallow ^jj+atrb+++=shallow
pools ^nns++++=pools
in ^in++++=in
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
drouth ^nn+++??+=drouth
and ^cc++++=and
to ^to++++=to
raging ^vbg+++xvbg+=raging
torrents ^nns+++??+=torrents
in ^in++++=in
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
rain ^nn++++=rain;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
hopeful ^jj+atrb+++=hopeful
industries ^nns++++=industries
was ^vbd+bedz+vrb++=was
ship ^nn++++=ship
building ^vwbg+++xvbg+=building.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trees ^nns++++=trees
turned ^vbd+++xvbn+=turned
to ^in++++=to
masts ^nns+++??+=masts
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
grew ^vbd+++xvbnx+=grew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
a ^at++++=a
stately ^jj+atrb+++=stately
vessel ^nn++++=vessel
slid ^vbd+++xvbn+=slid
into ^in++++=into
the ^ati++++=the
waters ^nns++++=waters
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
washed ^vprf+++xvbnx+=washed
its ^pp$+it+++=its
living ^nvbg+++xvbg+=living
fibers ^nn++++=fibers
and ^cc++++=and
glided ^xvbn+++xvbn+=glided
down ^rp++++=down
the ^ati++++=the
Ohio ^np+++??+=Ohio
into ^in++++=into
the ^ati++++=the
Mississippi ^np+++??+=Mississippi
to ^in++++=to
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Ohio ^np+++??+=Ohio
people ^nns++++=people
toiled ^vbd+++xvbn+=toiled
and ^cc+phrs+++=and
waited ^vbd+++xvbn+=waited
for ^in++++=for
the ^ati++++=the
inventions ^nns+nom+++=inventions
of ^in++++=of
the ^ati++++=the
future ^jjb++++=future
to ^to++++=to
open ^vbi++++=open
ways ^nns++++=ways
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
world ^nn++++=world
for ^in++++=for
them ^pp3o+pp3+++=them
with ^in++++=with
the ^ati++++=the
great ^jj+atrb+++=great
riches ^nns++++=riches
to ^to++++=to
which ^whp+who+++=which
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
shut ^vpsv++agls+xvbnx+=shut
up ^rp++++=up
in ^in++++=in
their ^pp$+pp3+++=their
own ^ap++++=own
borders ^nns+nom+++=borders;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
with ^in++++=with
a ^at++++=a
growing ^jj+atrb++xvbg+=growing
uneasiness ^nns+nom+++=uneasiness.
. ^zz++++=EXTRAWORD
Great ^jj+atrb+++=Great
Britain ^np++++=Britain,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
long ^rb++splt++=long
held ^vprf+++xvbnx+=held
the ^ati++++=the
forts ^nns++++=forts
in ^in++++=in
the ^ati++++=the
West ^np+pl+++=West
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
agreed ^vprf+++xvbnx+=agreed
to ^to++++=to
give ^vbi++++=give
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
United ^np++++=United
States ^nns++++=States,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
surrendered ^vbd+++xvbnx+=surrendered
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
agents ^nns++++=agents
and ^cc++++=and
subjects ^nns++++=subjects
in ^in++++=in
Canada ^np++++=Canada
abetted ^vbd+++xvbn+=abetted
the ^ati++++=the
Indians ^nn++++=Indians
in ^in++++=in
their ^pp$+pp3+++=their
rising ^nvbg+++xvbg+=rising
against ^in++++=against
the ^ati++++=the
Americans ^nns+nom+++=Americans
under ^in++++=under
Tecumseh ^np+++??+=Tecumseh
and ^cc++++=and
the ^ati++++=the
Prophet ^nn++++=Prophet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trouble ^nn++++=trouble
with ^in++++=with
the ^ati++++=the
Indians ^nn++++=Indians
would ^md+prd+++=would
probably ^rb++++=probably
have ^vb+hv+aux++=have
ended ^vprf+++xvbnx+=ended
at ^rb++++=at
Tippecanoe ^np+++??+=Tippecanoe,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
the ^ati++++=the
outbreak ^nn++++=outbreak
of ^in++++=of
war ^nn++++=war
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
countries ^nns++++=countries;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
this ^dt+dem+++=this
outbreak ^nn++++=outbreak
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
relief ^nn++++=relief
to ^in++++=to
the ^ati++++=the
Ohio ^np+++??+=Ohio
people ^nns++++=people.
. ^zz++++=EXTRAWORD
The ^ati++++=The
English ^nn++++=English
insisted ^vbd+vpub++xvbn+=insisted
upon ^in++++=upon
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
searching ^xvbg+++xvbg+=searching
our ^pp$+pp1+++=our
vessels ^nns++++=vessels
on ^in++++=on
the ^ati++++=the
high ^jj+atrb+++=high
seas ^nns++++=seas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pressing ^nvbg+++xvbg+=pressing
into ^in++++=into
their ^pp$+pp3+++=their
navy ^nn++++=navy
any ^dti++++=any
sailors ^nns++++=sailors
whom ^whp+rel+obj++=whom
they ^pp3a+pp3+++=they
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
be ^vbi++vrb++=be
British ^jj+atrb+++=British
subjects ^nns++++=subjects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
the ^ati++++=the
Ohio ^np+++??+=Ohio
people ^nns++++=people
could ^md+pos+++=could
not ^xnot++not++=not
feel ^vb+vprv+++=feel
the ^ati++++=the
injury ^nn++++=injury
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
felt ^vpsv++agls+xvbnx+=felt
in ^in++++=in
the ^ati++++=the
seaboard ^nn++++=seaboard
states ^vbz+vpub+++=states
whose ^whp+wp$r+whcl++=whose
citizens ^nns++++=citizens
were ^vbd+bed+aux++=were
forced ^vpsv++agls+xvbnx+=forced
into ^in++++=into
the ^ati++++=the
English ^jj+atrb+++=English
service ^nn++++=service
by ^in++++=by
thousands ^cds++++=thousands,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
feel ^vb+vprv+++=feel
the ^ati++++=the
insult ^nn++++=insult.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
used ^vpsv++++=used
to ^to++++=to
fighting ^vb+++xvbg+=fighting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
welcomed ^vbd+++xvbnx+=welcomed
the ^ati++++=the
war ^nn++++=war
which ^whp+rel+obj++=which
at ^rb++++=at
least ^rb"++++=least
unmasked ^vbd+++xvbn+=unmasked
their ^pp$+pp3+++=their
enemies ^nns++++=enemies.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
ardor ^nn++++=ardor
was ^vbd+bedz+aux++=was
chilled ^vpsv++agls+xvbnx+=chilled,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
by ^in++++=by
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
first ^od++++=first
events ^nns++++=events,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
the ^ati++++=the
surrender ^nn+nom+++=surrender
of ^in++++=of
Detroit ^np+++??+=Detroit
by ^in++++=by
General ^jj+atrb+++=General
Hull ^np++++=Hull.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
threw ^vbd+++xvbn+=threw
the ^ati++++=the
state ^nn++++=state
open ^jj++++=open
to ^in++++=to
invasion ^nn++++=invasion
by ^in++++=by
the ^ati++++=the
British ^jj++++=British
and ^cc++++=and
Indians ^nn++++=Indians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
danger ^nn++++=danger
was ^vbd+bedz+aux++=was
felt ^vpsv++agls+xvbnx+=felt
in ^in++++=in
every ^at++++=every
part ^nn++++=part
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
militia ^nn+++??+=militia
were ^vbd+bed+aux++=were
called ^vpsv++agls+xvbnx+=called
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
troops ^nns++++=troops
poured ^vbd+++xvbn+=poured
in ^in++++=in
from ^in++++=from
Kentucky ^np+++??+=Kentucky,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
General ^jj+atrb+++=General
Harrison ^np+++??+=Harrison
marched ^vbd+++xvbn+=marched
into ^in++++=into
the ^ati++++=the
northwest ^nr++++=northwest
to ^to++++=to
recapture ^vbi++++=recapture
Detroit ^np+++??+=Detroit.
. ^zz++++=EXTRAWORD
A ^at++++=A
detachment ^nn+nom+++=detachment
of ^in++++=of
his ^pp$+pp3+++=his
army ^nn++++=army
was ^vbd+bedz+aux++=was
beaten ^vpsv++agls+xvbnx+=beaten
in ^in++++=in
the ^ati++++=the
first ^od++++=first
action ^nn++++=action,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
took ^vbd+++xvbn+=took
place ^nn++++=place
beyond ^in++++=beyond
the ^ati++++=the
Ohio ^np+++??+=Ohio
limits ^nns++++=limits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
yielding ^nn++++=yielding
to ^in++++=to
the ^ati++++=the
British ^jj++++=British
was ^vbd+bedz+aux++=was
butchered ^vpsv++agls+xvbnx+=butchered
in ^in++++=in
cold ^jj+atrb+++=cold
blood ^nn++++=blood
by ^in++++=by
their ^pp$+pp3+++=their
Indian ^jj+atrb+++=Indian
allies ^nns++++=allies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
spring ^vb++++=spring
Harrison ^np+++??+=Harrison
built ^vbd+++xvbn+=built
Fort ^nn++++=Fort
Meigs ^np+++??+=Meigs
on ^in++++=on
the ^ati++++=the
Maumee ^np+++??+=Maumee;
; ^zz++++=EXTRAWORD
from ^in++++=from
this ^dt+dem+++=this
point ^nn++++=point
he ^pp3a+pp3+++=he
hoped ^vbd+vprv++xvbnx+=hoped
to ^to+vcmp+++=to
strike ^vbi++++=strike
a ^at++++=a
severe ^jj+atrb+++=severe
blow ^nn++++=blow
at ^rb++++=at
the ^ati++++=the
enemy ^nn++++=enemy
in ^in++++=in
Canada ^np++++=Canada,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
himself ^ppl+pp3+++=himself
attacked ^vbd+++xvbn+=attacked
here ^rn+pl+++=here
by ^in++++=by
General ^jj+atrb+++=General
Proctor ^np+++??+=Proctor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
marched ^vbd+++xvbn+=marched
down ^rp++++=down
from ^in++++=from
Maiden ^nn++++=Maiden
with ^in++++=with
a ^at++++=a
large ^jj+atrb+++=large
force ^nn++++=force
of ^in++++=of
British ^jj+atrb+++=British
regulars ^nns++++=regulars,
, ^zz++++=EXTRAWORD
Canadian ^nn++++=Canadian
militia ^nn+++??+=militia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Indians ^nn++++=Indians
led ^vwbn+++xvbn+=led
by ^in++++=by
Tecumseh ^np+++??+=Tecumseh.
. ^zz++++=EXTRAWORD
Proctor ^np+++??+=Proctor
planted ^vwbn+++xvbn+=planted
batteries ^nns+nom+++=batteries
on ^in++++=on
the ^ati++++=the
shore ^nn++++=shore
of ^in++++=of
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Tecumseh ^np++++=Tecumseh's
's ^$++++=EXTRAWORD
Indians ^nn++++=Indians
climbed ^vbd+++xvbn+=climbed
trees ^nns++++=trees
and ^cc++++=and
poured ^vbd+++xvbn+=poured
down ^rp++++=down
a ^at++++=a
galling ^jj+atrb+++=galling
fire ^nn++++=fire
on ^in++++=on
the ^ati++++=the
