On ^in++++=On
laugh ^nn++++=laugh
on ^in++++=on
all ^abn++++=all
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
anything ^pn++++=anything
to ^to++++=to
laugh ^vbi++++=laugh
at ^in+ppvb+++=at
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
the ^ati++++=the
black ^jj+atrb+++=black
people ^nns++++=people
who ^whp+rel+subj++=who
dwelt ^vbd+++xvbn+=dwelt
in ^cs+sub+++=in
that ^cs"++++=that
region ^nn++++=region
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him
" ^zz++++="Ippi"--the
ippi" ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
jolly ^jj+atrb+++=jolly
one ^pn++++=one,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
they ^pp3a+pp3+++=they
dared ^vbd+++??+=dared
not ^xnot++not++=not
come ^vb++++=come
anigh ^nn+++??+=anigh
him ^pp3o+pp3+++=him
on ^in++++=on
account ^nn++++=account
of ^in++++=of
his ^pp$+pp3+++=his
fierce ^jj+atrb+++=fierce
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
equally ^rb++++=equally
fierce ^jj+atrb+++=fierce
uncles ^nns+++??+=uncles
and ^cc++++=and
aunts ^nns++++=aunts
and ^cc++++=and
cousins ^nns++++=cousins,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
in ^in++++=in
a ^at++++=a
vast ^jj+atrb+++=vast
colony ^nn++++=colony
upon ^in++++=upon
the ^ati++++=the
river ^nn++++=river
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
while ^cs+sub+++=while
these ^dt+dem+++=these
black ^jj+atrb+++=black
people ^nns++++=people,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
in ^in++++=in
little ^jj+atrb+++=little
villages ^nns+nom+++=villages
scattered ^vbd+++xvbn+=scattered
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
dared ^j+++xvbn+=dared
not ^xnot++not++=not
openly ^rb++++=openly
attack ^vb++++=attack
the ^ati++++=the
royal ^jj+atrb+++=royal
family ^nn++++=family
of ^in++++=of
hippopotamuses ^nns+++??+=hippopotamuses,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
amazingly ^rb++++=amazingly
fond ^jj+pred+++=fond
of ^in++++=of
eating ^xvbg+++xvbg+=eating
hippopotamus ^nns+++??+=hippopotamus
meat ^nn++++=meat
whenever ^nn+nom+++=whenever
they ^pp3a+pp3+++=they
could ^md+pos+++=could
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
no ^at++++=no
secret ^nn++++=secret
to ^in++++=to
the ^ati++++=the
hippopotamuses ^nns+++??+=hippopotamuses.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
blacks ^nns++++=blacks
managed ^vbd+++xvbn+=managed
to ^to+vcmp+++=to
catch ^vbi++++=catch
these ^dt+dem+++=these
animals ^nns+nom+++=animals
alive ^jj++++=alive,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
a ^at++++=a
trick ^nn++++=trick
of ^in++++=of
riding ^xvbg+++xvbg+=riding
them ^pp3o+pp3+++=them
through ^in++++=through
the ^ati++++=the
jungles ^nns+++??+=jungles
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
reducing ^jj+++xvbg+=reducing
them ^pp3o+pp3+++=them
to ^in++++=to
a ^at++++=a
condition ^nn+nom+++=condition
of ^in++++=of
slavery ^nn+nom+++=slavery.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
these ^dt+dem+++=these
things ^nns++++=things
in ^in++++=in
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
the ^ati++++=the
tribe ^nn++++=tribe
of ^in++++=of
hippopotamuses ^nn++++=hippopotamuses
smelled ^vbd+++xvbn+=smelled
the ^ati++++=the
oily ^jj+atrb+++=oily
odor ^nn++++=odor
of ^in++++=of
black ^jj+atrb+++=black
people ^nns++++=people
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
accustomed ^vpsv++agls+xvbnx+=accustomed
to ^in++++=to
charge ^nn++++=charge
upon ^in++++=upon
them ^pp3o+pp3+++=them
furiously ^rb+cnj+++=furiously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
by ^in++++=by
chance ^nn++++=chance
they ^pp3a+pp3+++=they
overtook ^vbd+++xvbnx+=overtook
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
enemy ^nn++++=enemy
they ^pp3a+pp3+++=they
would ^md+prd+++=would
rip ^vb++++=rip
him ^pp3o+pp3+++=him
with ^in++++=with
their ^pp$+pp3+++=their
sharp ^jj+atrb+++=sharp
tusks ^nns+++??+=tusks
or ^cc++++=or
stamp ^nn++++=stamp
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
earth ^nn++++=earth
with ^in++++=with
their ^pp$+pp3+++=their
huge ^jj+atrb+++=huge
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
continual ^jj+atrb+++=continual
warfare ^nn++++=warfare
between ^in++++=between
the ^ati++++=the
hippopotamuses ^nns+++??+=hippopotamuses
and ^cc++++=and
the ^ati++++=the
black ^jj+atrb+++=black
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Gouie ^np+++??+=Gouie
lived ^vbd+++xvbn+=lived
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
villages ^nns+nom+++=villages
of ^in++++=of
the ^ati++++=the
blacks ^nns++++=blacks.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
the ^ati++++=the
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
chief ^jjb+atrb+++=chief's
's ^vbz+bez+vrb++0=EXTRAWORD
brother ^nn++++=brother
and ^cc++++=and
grandson ^nn++++=grandson
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village
sorcerer ^jjr++++=sorcerer,
, ^zz++++=EXTRAWORD
the ^ati++++=the
latter ^ap++++=latter
being ^jj+++xvbg+=being
an ^at++++=an
aged ^jj+atrb+++=aged
man ^nn++++=man
known ^vbd+vprv++xvbn+=known
as ^ql++++=as
the ^ati++++=the
" ^zz++++="the
the ^ati++++=EXTRAWORD
boneless ^jj+atrb+++=boneless
wonder ^nn++++=wonder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
could ^md+pos+++=could
twist ^vb++++=twist
himself ^ppl+pp3+++=himself
into ^in++++=into
as ^in++++=as
many ^ap++++=many
coils ^nns++++=coils
as ^in++++=as
a ^at++++=a
serpent ^nn++++=serpent
and ^cc++++=and
had ^vb+hv+vrb++=had
no ^at++++=no
bones ^nns++++=bones
to ^to++++=to
hinder ^vbi++++=hinder
his ^pp$+pp3+++=his
bending ^nvbg+++xvbg+=bending
his ^pp$+pp3+++=his
flesh ^nn++++=flesh
into ^in++++=into
any ^dti++++=any
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
walk ^nn++++=walk
in ^in++++=in
a ^at++++=a
wabbly ^jj+atrb+++=wabbly
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
black ^jj+atrb+++=black
people ^nns++++=people
had ^vb+hv+vrb++=had
great ^jj+atrb+++=great
respect ^nn++++=respect
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Gouie ^np++++=Gouie's
's ^$++++=EXTRAWORD
hut ^nn++++=hut
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
branches ^nns++++=branches
of ^in++++=of
trees ^nns++++=trees
stuck ^vbd+++xvbn+=stuck
together ^nn+nom+++=together
with ^in++++=with
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
clothing ^nn++++=clothing
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
a ^at++++=a
grass ^nn++++=grass
mat ^nn++++=mat
tied ^vbd+++xvbn+=tied
around ^rp++++=around
his ^pp$+pp3+++=his
middle ^jjb++++=middle.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
relationship ^nn+nom+++=relationship
to ^in++++=to
the ^ati++++=the
chief ^jjb++++=chief
and ^cc++++=and
the ^ati++++=the
sorcerer ^nn++++=sorcerer
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
a ^at++++=a
certain ^jj+atrb+++=certain
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
much ^ap++++=much
addicted ^jj+++xvbn+=addicted
to ^in++++=to
solitary ^jj+atrb+++=solitary
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
natural ^jj+pred+++=natural
that ^tht+jcmp+++=that
these ^dt+dem+++=these
thoughts ^nns++++=thoughts
frequently ^rb++++=frequently
turned ^vbd+++xvbn+=turned
upon ^in++++=upon
his ^pp$+pp3+++=his
enemies ^nns++++=enemies,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hippopotamuses ^nns+++??+=hippopotamuses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
consider ^nn+nom+++=consider
many ^ap++++=many
ways ^nns++++=ways
of ^in++++=of
capturing ^xvbg+++xvbg+=capturing
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
he ^pp3a+pp3+++=he
completed ^vbd+++xvbnx+=completed
his ^pp$+pp3+++=his
plans ^nns++++=plans,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vpsv++agls+xvbn+=set
about ^in+ppvb+++=about
digging ^xvbg+++xvbg+=digging
a ^at++++=a
great ^jj+atrb+++=great
pit ^nn++++=pit
in ^in++++=in
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
midway ^rb++++=midway
between ^in++++=between
two ^cd++++=two
sharp ^jj+atrb+++=sharp
curves ^nns++++=curves
of ^in++++=of
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
pit ^nn++++=pit
was ^vbd+bedz+aux++=was
finished ^vpsv++agls+xvbnx+=finished
he ^pp3a+pp3+++=he
covered ^vbd+++xvbnx+=covered
it ^pp3+it+++=it
over ^rb++++=over
with ^in++++=with
small ^jj+atrb+++=small
branches ^nns++++=branches
of ^in++++=of
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strewed ^jj+atrb++xvbn+=strewed
earth ^nn++++=earth
upon ^in++++=upon
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
smoothing ^nvbg+++xvbg+=smoothing
the ^ati++++=the
surface ^nn++++=surface
so ^ql+emph+++=so
artfully ^jj++++=artfully
that ^dt+dem+++=that
no ^at++++=no
one ^cd1++++=one
would ^md+prd+++=would
suspect ^vb+vprv+tht0++=suspect
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
big ^jj+atrb+++=big
hole ^nn++++=hole
underneath ^in+strn+++=underneath.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Gouie ^np+++??+=Gouie
laughed ^vbd+++xvbn+=laughed
softly ^rb++++=softly
to ^in++++=to
himself ^ppl+pp3+++=himself
and ^cc++++=and
went ^vbd+++xvbn+=went
home ^nr++++=home
to ^in++++=to
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening
the ^ati++++=the
queen ^npt++++=queen
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
Keo ^vb+++??+=Keo,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
growing ^vbg+++xvbgx+=growing
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
fine ^jj+atrb+++=fine
child ^nn++++=child
for ^in++++=for
his ^pp$+pp3+++=his
age ^nn++++=age:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you'd
'd ^vbd+hvd+aux++0=EXTRAWORD
run ^vprf+++xvbnx+=run
across ^in+ppvb+++=across
the ^ati++++=the
bend ^nn++++=bend
and ^cc++++=and
ask ^vb++++=ask
your ^pp$+pp2+++=your
Uncle ^nn++++=Uncle
Nikki ^np+++??+=Nikki
to ^to++++=to
come ^vbi++++=come
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
a ^at++++=a
strange ^jj+atrb+++=strange
plant ^nn++++=plant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
want ^nn++++=want
him ^pp3o+pp3+++=him
to ^to++++=to
tell ^vbi++++=tell
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
to ^to+jcmp+++=to
eat ^vbi++++=eat."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
jolly ^jj+atrb+++=jolly
one ^cd1++++=one
laughed ^vbd+++xvbn+=laughed
heartily ^rb++++=heartily
as ^ql++++=as
he ^pp3a+pp3+++=he
started ^vbd+++xvbnx+=started
upon ^in++++=upon
his ^pp$+pp3+++=his
errand ^nn++++=errand,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
as ^ql++++=as
important ^jj++++=important
as ^in++++=as
a ^at++++=a
boy ^nn++++=boy
does ^vbz+doz+vrb++=does
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
sent ^vpsv++agls+xvbnx+=sent
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
to ^in++++=to
the ^ati++++=the
corner ^nn++++=corner
grocery ^nn+nom+++=grocery
to ^to++++=to
buy ^vbi++++=buy
a ^at++++=a
yeast ^nn++++=yeast
cake ^nn++++=cake.
. ^zz++++=EXTRAWORD
" ^zz++++="Guk-uk-uk-uk!
guk ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
guk ^nn+++??+=guk-uk-uk-uk!"
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
laughed ^vbd+++xvbnx+=laughed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
a ^at++++=a
hippopotamus ^vbz+++??+=hippopotamus
does ^vbz+doz+aux++=does
not ^xnot++not++=not
laugh ^vb++++=laugh
this ^dt+dem+++=this
way ^nn++++=way
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
but ^cc++++=but
to ^to++++=to
listen ^vbi++++=listen
to ^to++++=to
one ^cd1++++=one
and ^cc++++=and
you ^pp2+pp2+++=you
will ^md+prd+++=will
find ^vb+vprv+tht0++=find
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crawled ^vprf+++xvbn+=crawled
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
mud ^nn++++=mud
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
wallowing ^vbg+++xvbgx+=wallowing
and ^cc+phrs+++=and
tramped ^vbd+++xvbn+=tramped
away ^rp+pl+++=away
through ^in++++=through
the ^ati++++=the
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
last ^ap++++=last
his ^pp$+pp3+++=his
mother ^npt++++=mother
heard ^vbd+vprv++xvbn+=heard
as ^ql++++=as
she ^pp3a+pp3+++=she
lay ^vbd+++xvbnx+=lay
half ^nn++++=half
in ^in++++=in
and ^cc++++=and
half ^nn++++=half
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
musical ^jj++++=musical
" ^zz++++="guk-uk-uk-uk!"
guk ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
uk ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
dying ^vbg+++xvbg+=dying
away ^rp+pl+++=away
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Keo ^np+++??+=Keo
was ^vbd+bedz+vrb++=was
in ^in++++=in
such ^abl++++=such
a ^at++++=a
happy ^jj+atrb+++=happy
mood ^nn++++=mood
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
scarcely ^rb+down+++=scarcely
noticed ^vbd+vprv++xvbn+=noticed
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
stepped ^vbd+++xvbnx+=stepped,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
much ^ap++++=much
surprised ^jj+++xvbn+=surprised
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
a ^at++++=a
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ground ^nn++++=ground
gave ^vbd+++xvbn+=gave
way ^nn++++=way
beneath ^in+pl+++=beneath
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
to ^in++++=to
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
Gouie ^np++++=Gouie's
's ^$++++=EXTRAWORD
deep ^jj+atrb+++=deep
pit ^nn++++=pit.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
