A ^at++++=A
as ^in++++=as
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
on ^in++++=on
purpose ^nn++++=purpose
to ^to++++=to
show ^vbi+vprv+++=show
how ^wrb+who+whcl++=how
radically ^rb++++=radically
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
Jo ^np++++=Jo.
. ^zz++++=EXTRAWORD
Dunfer ^np+++??+=Dunfer
- ^zz++++=-or,
or ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
familiarly ^rb++splt++=familiarly
known ^vpsv++agls+xvbnx+=known
in ^in++++=in
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood,
, ^zz++++=EXTRAWORD
Whisky ^nn++++=Whisky
Jo ^np++++=Jo.
. ^zz++++=EXTRAWORD
- ^zz++++=-was
was ^vbd+bedz+vrb++=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
important ^jj+atrb+++=important
personage ^nn+nom+++=personage
in ^in++++=in
those ^dt+dem+++=those
parts ^nns++++=parts.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
apparently ^rb++++=apparently
about ^in++++=about
forty ^cd++++=forty
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
a ^at++++=a
long ^jj++++=long,
, ^zz++++=EXTRAWORD
shock ^nn++++=shock-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
corded ^jj+atrb+++=corded
face ^nn++++=face,
, ^zz++++=EXTRAWORD
a ^at++++=a
gnarled ^jj+atrb+++=gnarled
arm ^nn++++=arm
and ^cc++++=and
a ^at++++=a
knotty ^nn+++??+=knotty
hand ^nn++++=hand
like ^in++++=like
a ^at++++=a
bunch ^nn++++=bunch
of ^in++++=of
prison ^nn++++=prison-keys.
- ^zz++++=EXTRAWORD
keys ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
hairy ^jj+atrb+++=hairy
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
stoop ^nn+++??+=stoop
in ^in++++=in
his ^pp$+pp3+++=his
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
about ^in++++=about
to ^in++++=to
spring ^nn++++=spring
upon ^in++++=upon
something ^pn++++=something
and ^cc++++=and
rend ^vb++++=rend
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Next ^in+cmpx+++=Next
to ^in"++++=to
the ^ati++++=the
peculiarity ^nn+nom+++=peculiarity
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
owed ^vbd+++xvbnx+=owed
his ^pp$+pp3+++=his
local ^jj+atrb+++=local
appellation ^nn+nom+++=appellation,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dunfer ^np++++=Dunfer's
's ^$++++=EXTRAWORD
most ^ql+emph+++=most
obvious ^jj+atrb+++=obvious
characteristic ^nn++++=characteristic
was ^vbd+bedz+vrb++=was
a ^at++++=a
deep ^jj++++=deep-seated
- ^zz++++=EXTRAWORD
seated ^jj+atrb++xvbn+=EXTRAWORD
antipathy ^nn++++=antipathy
to ^in++++=to
the ^ati++++=the
Chinese ^nn+nom+++=Chinese.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
once ^rb+tm+++=once
in ^in++++=in
a ^at++++=a
towering ^jj+atrb++xvbg+=towering
rage ^nn++++=rage
because ^cs+cos+++=because
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
herdsmen ^nns++++=herdsmen
had ^vbd+hvd+aux++=had
permitted ^vprf+++xvbnx+=permitted
a ^at++++=a
travel ^nn++++=travel-heated
- ^zz++++=EXTRAWORD
heated ^xvbn+++xvbn+=EXTRAWORD
Asian ^nn++++=Asian
to ^in++++=to
slake ^nn+++??+=slake
his ^pp$+pp3+++=his
thirst ^nn++++=thirst
at ^in++++=at
the ^ati++++=the
horse ^nn++++=horse-trough
- ^zz++++=EXTRAWORD
trough ^nn++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
saloon ^nn++++=saloon
end ^nn++++=end
of ^in++++=of
Jo. ^np++++=Jo.'s
's ^$++++=EXTRAWORD
establishment ^nn+nom+++=establishment.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ventured ^vbd+++xvbnx+=ventured
faintly ^rb++++=faintly
to ^to++++=to
remonstrate ^nn+nom+++=remonstrate
with ^in++++=with
Jo ^np++++=Jo.
. ^zz++++=EXTRAWORD
for ^in++++=for
his ^pp$+pp3+++=his
unchristian ^jj+atrb+++=unchristian
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
merely ^rb+down+++=merely
explained ^vbd+vpub++xvbn+=explained
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
about ^in++++=about
Chinamen ^np+++??+=Chinamen
in ^in++++=in
the ^ati++++=the
New ^jj+atrb+++=New
Testament ^nn+nom+++=Testament,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strode ^vbd+++xvbn+=strode
away ^rp+pl+++=away
to ^in++++=to
wreak ^nn+++??+=wreak
his ^pp$+pp3+++=his
displeasure ^nn++++=displeasure
upon ^in++++=upon
his ^pp$+pp3+++=his
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
the ^ati++++=the
inspired ^jj+atrb++xvbn+=inspired
scribes ^nns+++??+=scribes
had ^vbd+hvd+aux++=had
overlooked ^vprf+++xvbnx+=overlooked.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
days ^nns++++=days
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
finding ^jj+++xvbg+=finding
him ^pp3o+pp3+++=him
sitting ^vbg+++xvbg+=sitting
alone ^rb++++=alone
in ^in++++=in
his ^pp$+pp3+++=his
bar ^nn++++=bar-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cautiously ^rb++++=cautiously
approached ^vbd+++xvbn+=approached
the ^ati++++=the
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
greatly ^rb+amp+++=greatly
to ^in++++=to
my ^pp$+pp1+++=my
relief ^nn++++=relief,
, ^zz++++=EXTRAWORD
the ^ati++++=the
habitual ^jj+atrb+++=habitual
austerity ^nn+nom+++=austerity
of ^in++++=of
his ^pp$+pp3+++=his
expression ^nn++++=expression
visibly ^rb++++=visibly
softened ^jj+++xvbn+=softened
into ^in++++=into
something ^pn++++=something
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
for ^in++++=for
condescension ^nn++++=condescension.
. ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
young ^jj+atrb+++=young
Easterners ^nns+nom++??+=Easterners,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='are
are ^vb+ber+vrb++=EXTRAWORD
a ^at++++=a
mile ^nn++++=mile-and-a-half
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
half ^abn++++=EXTRAWORD
too ^ql++++=too
good ^jj++++=good
for ^in++++=for
this ^dt+dem+++=this
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
catch ^vb++++=catch
on ^in+cmpx+++=on
to ^in"++++=to
our ^pp$+pp1+++=our
play ^nn++++=play.
. ^zz++++=EXTRAWORD
People ^nns++++=People
who ^whp+rel+subj++=who
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
a ^at++++=a
Chileno ^np+++??+=Chileno
from ^in++++=from
a ^at++++=a
Kanaka ^np+++??+=Kanaka
can ^md+pos+++=can
afford ^vb++++=afford
to ^to+vcmp+++=to
hang ^vbi++++=hang
out ^rp+pl+++=out
liberal ^jj+atrb+++=liberal
ideas ^nns++++=ideas
about ^in++++=about
Chinese ^jj+atrb+++=Chinese
immigration ^nn+nom+++=immigration,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
fellow ^jjb++++=fellow
that ^dt+pdem+++=that
has ^md"++pmd"++=has
to ^md+nec+++=to
fight ^vb++++=fight
for ^in++++=for
his ^pp$+pp3+++=his
bone ^nn++++=bone
with ^in++++=with
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
mongrel ^nn+++??+=mongrel
coolies ^nns++++=coolies
has ^vbz+hvz+vrb++=hasn't
n't ^xnot++not++0=EXTRAWORD
any ^dti++++=any
time ^nn++++=time
for ^in++++=for
foolishness ^nns+nom+++=foolishness.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
This ^dt+dem+++=This
long ^jj+atrb+++=long
consumer ^nn+nom+++=consumer,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
probably ^rb++splt++=probably
never ^rb++++=never
done ^vbd+++xvbn+=done
an ^at++++=an
honest ^jj+atrb+++=honest
day ^nn++++=day's
's ^$++++=EXTRAWORD
work ^nn++++=work
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life,
, ^zz++++=EXTRAWORD
sprung ^j+++xvbn+=sprung
the ^ati++++=the
lid ^nn++++=lid
of ^in++++=of
a ^at++++=a
Chinese ^jj+atrb+++=Chinese
tobacco ^nn++++=tobacco-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
and ^cc++++=and
with ^in++++=with
thumb ^nn++++=thumb
and ^cc++++=and
forefinger ^nn+nom+++=forefinger
forked ^jj++++=forked
out ^rp+pl+++=out
a ^at++++=a
wad ^nn++++=wad
like ^in++++=like
a ^at++++=a
small ^jj+atrb+++=small
haycock ^nn+++??+=haycock.
. ^zz++++=EXTRAWORD
Holding ^vbg+vprv++xvbg+=Holding
this ^dt+dem+++=this
reinforcement ^nn+nom+++=reinforcement
within ^in++++=within
supporting ^xvbg+++xvbg+=supporting
distance ^nn+nom+++=distance
he ^pp3a+pp3+++=he
fired ^vbd+++xvbnx+=fired
away ^rp+pl+++=away
with ^in++++=with
renewed ^jj+atrb++xvbn+=renewed
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
' ^zz++++='They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
a ^at++++=a
flight ^nn++++=flight
of ^in++++=of
devouring ^xvbg+++xvbg+=devouring
locusts ^nns+++??+=locusts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they're
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
for ^in+ppvb+++=for
everything ^pn++++=everything
green ^jj++++=green
in ^in++++=in
this ^dt+dem+++=this
God ^np++++=God
blest ^jjt+atrb+++=blest
land ^nn++++=land,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
he ^pp3a+pp3+++=he
pushed ^vbd+++xvbnx+=pushed
his ^pp$+pp3+++=his
reserve ^nn++++=reserve
into ^in++++=into
the ^ati++++=the
breach ^nn++++=breach
and ^cc+cls+++=and
when ^wrb+who+++=when
his ^pp$+pp3+++=his
gabble ^nn++++=gabble-gear
- ^zz++++=EXTRAWORD
gear ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
again ^rb+tm+splt++=again
disengaged ^vpsv++agls+xvbnx+=disengaged
resumed ^vprf+++xvbn+=resumed
his ^pp$+pp3+++=his
uplifting ^jj+atrb+++=uplifting
discourse ^nn++++=discourse.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
on ^in++++=on
this ^dt+dem+++=this
ranch ^nn++++=ranch
five ^cd++++=five
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
see ^vb+vprv+++=see
the ^ati++++=the
nub ^nn+++??+=nub
of ^in++++=of
this ^dt+dem+++=this
whole ^jj+atrb+++=whole
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
pan ^vb++++=pan
out ^rp+pl+++=out
particularly ^rb++++=particularly
well ^rb++++=well
those ^dt+dem+++=those
days ^nns++++=days
- ^zz++++=-drank
drank ^vbd+++xvbn+=EXTRAWORD
more ^rbr++++=more
whisky ^nn++++=whisky
than ^in++++=than
was ^vbd+bedz+aux++=was
prescribed ^vpsv++agls+xvbnx+=prescribed
for ^in++++=for
me ^pp1o+pp1+++=me
and ^cc++++=and
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
care ^vbi+vprv+++=care
for ^in+ppvb+++=for
my ^pp$+pp1+++=my
duty ^nn++++=duty
as ^in++++=as
a ^at++++=a
patriotic ^jj+atrb+++=patriotic
American ^jj+atrb+++=American
citizen ^nn++++=citizen;
; ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
that ^dt+dem+++=that
pagan ^jj++++=pagan
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
cook ^nn++++=cook.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
religion ^nn++++=religion
over ^in++++=over
at ^rb++++=at
the ^ati++++=the
Hill ^nn++++=Hill
and ^cc++++=and
they ^pp3a+pp3+++=they
talked ^vbd+++xvbnx+=talked
of ^in++++=of
running ^xvbg+++xvbg+=running
me ^pp1o+pp1+++=me
for ^in++++=for
the ^ati++++=the
Legislature ^nn++++=Legislature
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
me ^pp1o+pp1+++=me
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
light ^nn++++=light.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
I ^pp1a+pp1+++=I
to ^to++++=to
do ^vbi++++=do?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
go ^vb++++=go
somebody ^pn++++=somebody
else ^rb+cnj+++=else
would ^md+prd+++=would
take ^vb++++=take
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
might ^md+pos+++=mightn't
n't ^xnot++not++0=EXTRAWORD
treat ^nn++++=treat
him ^pp3o+pp3+++=him
white ^jj++++=white.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
I ^pp1a+pp1+++=I
to ^to++++=to
do ^vbi++++=do?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
would ^md+prd+++=would
any ^dti++++=any
good ^jj+atrb+++=good
Christian ^nn++++=Christian
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
one ^cd1++++=one
new ^jj++++=new
to ^in++++=to
the ^ati++++=the
trade ^nn++++=trade
and ^cc++++=and
full ^jj++++=full
to ^in++++=to
the ^ati++++=the
neck ^nn++++=neck
with ^in++++=with
the ^ati++++=the
brotherhood ^nn+nom+++=brotherhood
of ^in++++=of
Man ^nn++++=Man
and ^cc++++=and
the ^ati++++=the
fatherhood ^nn+nom+++=fatherhood
of ^in++++=of
God ^nn++++=God?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Jo ^np++++=Jo.
. ^zz++++=EXTRAWORD
paused ^j+++xvbn+=paused
for ^in++++=for
a ^at++++=a
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
expression ^nn++++=expression
of ^in++++=of
unstable ^jj+atrb+++=unstable
satisfaction ^nn+nom+++=satisfaction,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
solved ^vprf+++xvbnx+=solved
a ^at++++=a
problem ^nn++++=problem
by ^in++++=by
a ^at++++=a
distrusted ^jj+atrb++xvbn+=distrusted
method ^nn++++=method.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
swallowed ^vbd+++xvbn+=swallowed
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
whisky ^nn++++=whisky
from ^in++++=from
a ^at++++=a
full ^jj+atrb+++=full
bottle ^nn++++=bottle
on ^in++++=on
the ^ati++++=the
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
resumed ^vbd+++xvbn+=resumed
his ^pp$+pp3+++=his
story ^nn++++=story.
. ^zz++++=EXTRAWORD
' ^zz++++='Besides,
besides ^rb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
count ^vb++++=count
for ^in++++=for
much ^ap++++=much
- ^zz++++=-didn't
did ^vbd+dod+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^pn++++=anything
and ^cc++++=and
gave ^vbd+++xvbn+=gave
himself ^ppl+pp3+++=himself
airs ^&fw++++=airs.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^rb++++=all
do ^vb+do+vrb++=do
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
him ^pp3o+pp3+++=him
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
muled ^vbd+++xvbnx+=muled
it ^pp3+it+++=it
through ^in++++=through
on ^in++++=on
that ^dt+dem+++=that
line ^nn++++=line
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
lasted ^vbd+++xvbnx+=lasted;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
after ^in++++=after
turning ^xvbg+++xvbg+=turning
the ^ati++++=the
other ^ap++++=other
cheek ^nn++++=cheek
seventy ^cd++++=seventy
and ^cc++++=and
seven ^cd++++=seven
times ^nns++++=times
I ^pp1a+pp1+++=I
doctored ^vbd+++xvbnx+=doctored
the ^ati++++=the
dice ^nns++++=dice
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
last ^rb++++=last
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
almighty ^jj++++=almighty
glad ^jj++++=glad
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
sand ^nn++++=sand
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Jo. ^np++++=Jo.'s
's ^$++++=EXTRAWORD
gladness ^nns+nom+++=gladness,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
somehow ^rb++++=somehow
did ^vbd+dod+aux++=did
not ^xnot++not++=not
impress ^nns+nom+++=impress
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
duly ^rb++++=duly
and ^cc+phrs+++=and
ostentatiously ^rb++++=ostentatiously
celebrated ^jj+++xvbn+=celebrated
at ^rb++++=at
the ^ati++++=the
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
' ^zz++++='About
