It ^pp3+it+++=It
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
git ^vb++++=git
over ^in++++=over
here ^rn+pl+++=here
and ^cc++++0=an'
fetch ^vb++++=fetch
a ^ap++++=a
few ^ap"++++=few
of ^in++++=of
these ^dt+dem+++=these
fried ^jj+atrb+++=fried
cakes ^nns++++=cakes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
mebbe ^rb++++=mebbe
Alferd ^np+++??+=Alferd
would ^md+prd+++=would
relish ^vb++++=relish
them ^pp3o+pp3+++0='em
fur ^nn++++=fur
his ^pp$+pp3+++=his
breakfast ^nn++++=breakfast;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++0=he'd
'd ^vbd+hvd+aux++=EXTRAWORD
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
hev ^vb+++??+=hev
them ^pp3o+pp3+++0='em
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
was ^vbd+bedz+vrb++=was
hot ^jj+pred+++=hot;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
good ^jj+atrb+++=good
fur ^nn++++=fur
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
cold ^jj++++=cold;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
hev ^vb+++??+=hev
a ^at++++=a
soul ^nn++++=soul
to ^to++++=to
send ^vbi++++=send
never ^rb++++=never
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
is ^vbz+bez+aux++=is
Alferd ^np+++??+=Alferd
this ^dt+dem+++=this
mornin ^nn+++??+=mornin',
', ^nn+++??+=EXTRAWORD
Lucy ^np++++=Lucy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="'Bout
' ^zz++++=EXTRAWORD
bout ^nn++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ain't
ai ^vb+be+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
'd ^md+prd+vrb++=had
the ^ati++++=the
doctor ^nn++++=doctor
yit ^nn+++??+=yit?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
pleasant ^jj+atrb+++=pleasant
smile ^nn++++=smile
on ^in++++=on
her ^pp$+pp3+++=her
face ^nn++++=face,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
up ^rp++++=up
at ^rb++++=at
her ^pp3o+pp3+++=her
questioner ^nn+nom+++=questioner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
women ^nns++++=women
were ^vbd+bed+vrb++=were
sisters ^nns+nom+++=sisters.
. ^zz++++=EXTRAWORD
Hannah ^np++++=Hannah
was ^vbd+bedz+vrb++=was
Hannah ^np++++=Hannah
Orton ^np+++??+=Orton,
, ^zz++++=EXTRAWORD
unmarried ^jj++++=unmarried.
. ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy
was ^vbd+bedz+vrb++=was
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tollet ^np++++=Tollet.
. ^zz++++=EXTRAWORD
Alfred ^np++++=Alfred
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
sick ^jj+atrb+++=sick
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
Hannah ^np++++=Hannah's
's ^$++++=EXTRAWORD
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
sallow ^jj+atrb+++=sallow
face ^nn++++=face
was ^vbd+bedz+aux++=was
deeply ^rb++splt++=deeply
wrinkled ^vwbn+++xvbn+=wrinkled.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
wide ^jj+atrb+++=wide
mouth ^nn++++=mouth
twisted ^vbd+++xvbn+=twisted
emphatically ^rb++++=emphatically
as ^ql++++=as
she ^pp3a+pp3+++=she
talked ^vbd+++xvbnx+=talked.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
one ^cd1++++=one
thing ^nn++++=thing;
; ^zz++++=EXTRAWORD
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
husband ^nn++++=husband
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
hev ^nn+++??+=hev
a ^at++++=a
doctor ^nn++++=doctor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tollet ^np++++=Tollet's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
childish ^jj+atrb+++=childish
tone ^nn++++=tone
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
a ^at++++=a
sweet ^nn++++=sweet,
, ^zz++++=EXTRAWORD
uncertain ^jj+atrb+++=uncertain
pipe ^nn++++=pipe.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Hannah ^np++++=Hannah;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=couldn't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no
more ^rbr++++=more'n
'n ^nn+++??+=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Alferd ^np+++??+=Alferd
was ^vbd+bedz+vrb++=was
allers ^nn++++=allers
jest ^rb++++=jest
so ^ql++++=so.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
thought ^nn+++xvbn+=thought
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
of ^in++++=of
doctors ^nns++++=doctors,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
doctors ^nns++++=doctors'
' ^zz++++=EXTRAWORD
stuff ^nn++++=stuff."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
make ^vb++++=make
him ^pp3o+pp3+++=him
take ^vb++++=take
somethin ^nn+++??+=somethin'.
'. ^nn+++??+=EXTRAWORD
In ^in++++=In
my ^pp$+pp1+++=my
opinion ^nn++++=opinion
he ^pp3a+pp3+++=he
needs ^nns++++=needs
somethin ^nn+++??+=somethin'
' ^zz++++=EXTRAWORD
bitter ^jj++++=bitter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
screwed ^vbd+++xvbnx+=screwed
her ^pp3o+pp3+++=her
mouth ^nn++++=mouth
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
bitter ^jj+atrb+++=bitter
morsel ^nn+++??+=morsel
were ^vbd+bed+vrb++=were
on ^rp++++=on
her ^pp3o+pp3+++=her
own ^ap++++=own
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
" ^zz++++="Lor'!
lor ^nn++++=EXTRAWORD
'! ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
Hannah ^np++++=Hannah."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He'd
he ^pp3a+pp3+++0=EXTRAWORD
'd ^md+prd+vrb++=EXTRAWORD
hev ^nn+++??+=hev
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
Gentian ^np+++??+=Gentian
would ^md+prd+++=would
be ^vb+be+vrb++=be
good ^jj+atrb+++=good
fur ^nn++++=fur
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
tech ^np++++=tech
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
make ^vb++++=make
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
ef ^nn+++??+=ef
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
tea ^nn++++=tea
unbeknownst ^nn+++??+=unbeknownst
to ^in++++=to
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
dare ^vb++++=dare
to ^to+vcmp+++=to!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Land!
land ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
dare ^vb++++=dare
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
Ef ^np+++??+=Ef
folks ^nns++++=folks
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
enough ^qlp++++=enough
to ^to++++=to
take ^vbi++++=take
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj+atrb+++=good
fur ^nn++++=fur
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
orter ^jjr++++=orter
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to
by ^in++++=by
hook ^nn++++=hook
or ^cc++++=or
crook ^nn++++=crook.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
in ^in++++=in
deceivin ^nn+++??+=deceivin'
' ^zz++++=EXTRAWORD
generally ^rb+cnj+++=generally,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
the ^ati++++=the
Lord ^npt++++=Lord
would ^md+prd+++=would
hev ^vb+++??+=hev
let ^vbd+++xvbn+=let
folks ^nns++++=folks
hed ^vbd+++xvbn+=hed
the ^ati++++=the
faculty ^nn++++=faculty
fur ^nn++++=fur
deceivin ^nn+++??+=deceivin'
' ^zz++++=EXTRAWORD
in ^in++++=in
them ^pp3o+pp3+++0='em
ef ^nn+++??+=ef
it ^pp3+it+++=it
wa' ^jj+++??+=wa'n't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
used ^vpsv++agls+xvbnx+=used
fur ^nn++++=fur
good ^jj++++=good
sometimes ^rb++++=sometimes.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
opinion ^nn++++=opinion
Alferd ^np+++??+=Alferd
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
last ^rb++++=last
long ^rb++++=long
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
hev ^nn+++??+=hev
somethin ^nn+++??+=somethin'
' ^zz++++=EXTRAWORD
pretty ^rb++++=pretty
soon ^rb+tm+++=soon
to ^to++++=to
strengthen ^vbi++++=strengthen
of ^in++++=of
him ^pp3o+pp3+++=him
up ^rp++++=up
and ^cc++++0=an'
give ^vb++++=give
him ^pp3o+pp3+++=him
a ^at++++=a
start ^nn++++=start.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
talkin ^nn+++??+=talkin'.
'. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
to ^to+vcmp+++=to
git ^vb++++=git
home ^nr++++=home
and ^cc++++0=an'
put ^vb+++xvbn+=put
this ^dt+dem+++=this
dress ^nn++++=dress
in ^in++++=in
the ^ati++++=the
washtub ^nn+++??+=washtub
ag ^nn++++=ag'in,
'in, ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
s ^zz++++=s'pose.
'pose. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
see ^vb+vprv+++=see
such ^abl++++=such
a ^at++++=a
sight ^nn++++=sight
jest ^rb++++=jest
look ^vb++++=look
at ^in++++=at
that ^dt+pdem+++=that!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
give ^vb++++=give
Alferd ^np+++??+=Alferd
those ^dt+dem+++=those
cakes ^nns++++=cakes
afore ^in++++=afore
they ^pp3a+pp3+++=they
git ^np++++=git
cold ^nn++++=cold."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
wonder ^vb++++=wonder
ef ^nn+++??+=ef
he ^pp3a+pp3+++=he
relished ^vbd+++xvbnx+=relished
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
was ^vbd+bedz+vrb++=was
real ^rb+emph+++=real
good ^jj+pred+++=good
to ^to+jcmp+++=to
think ^vbi+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Hannah ^np++++=Hannah."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
a-goin ^nn+++??+=a-goin'.
'. ^nn+++??+=EXTRAWORD
Every ^at++++=Every
mite ^nn++++=mite
of ^in++++=of
the ^ati++++=the
stiff ^jj+atrb+++=stiff'nin's
'nin's ^nns+++??+0=EXTRAWORD
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
as ^ql++++=as
ef ^vb+++??+=ef
thar ^nn+++??+=thar
wa' ^nn+++??+=wa'n't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
end ^nn++++=end
to ^in++++=to
the ^ati++++=the
work ^nn++++=work.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^in++++=to
git ^np++++=git
out ^rp+pl+++=out
this ^dt+dem+++=this
mornin ^nn+++??+=mornin',
', ^nn+++??+=EXTRAWORD
anyway ^rb++++=anyway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tollet ^np++++=Tollet
entered ^vbd+++xvbn+=entered
the ^ati++++=the
house ^nn++++=house
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
her ^pp$+pp3+++=her
husband ^nn++++=husband
in ^in++++=in
a ^at++++=a
wooden ^nn++++=wooden
rocking ^vwbg+++xvbg+=rocking-chair
- ^zz++++=EXTRAWORD
chair ^nn++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
calico ^nn+++??+=calico
cushion ^nn++++=cushion,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
kitchen ^nn++++=kitchen
window ^nn++++=window.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
short ^jj++++=short,
, ^zz++++=EXTRAWORD
large ^jj++++=large-framed
- ^zz++++=EXTRAWORD
framed ^xvbn+++xvbn+=EXTRAWORD
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
thin ^jj++++=thin.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
great ^jj+atrb+++=great
hollows ^nns++++=hollows
in ^in++++=in
his ^pp$+pp3+++=his
yellow ^jj+atrb+++=yellow
cheeks ^nns++++=cheeks.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
thar ^nn+++??+=thar,
, ^zz++++=EXTRAWORD
Lucy ^np++++=Lucy?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
griddle ^nn+++??+=griddle
cakes ^nns++++=cakes
Hannah ^np++++=Hannah
brought ^vbd+++xvbn+=brought."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Griddle
griddle ^nn+++??+=EXTRAWORD
cakes ^nns++++=cakes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
real ^rb+emph+++=real
nice ^jj+pred+++=nice-lookin'
- ^zz++++=EXTRAWORD
lookin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
