Two ^cd++++=Two
Pearson ^np++++=Pearson's,
's, ^nn+++??+=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+aux++=be
extensively ^rb++splt++=extensively
drawn ^vpsv++agls+xvbnx+=drawn
upon ^in+strn+++=upon.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='No
no ^at++++=EXTRAWORD
doubt ^nn++++=doubt:
: ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=weren't
n't ^xnot++not++0=EXTRAWORD
born ^vbd+++xvbn+=born
or ^cc+phrs+++=or
thought ^vbd+++xvbn+=thought
of ^in++++=of
in ^in++++=in
my ^pp$+pp1+++=my
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wonder ^vb++++=wonder
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
remember ^nn+nom+++=remember
the ^ati++++=the
staple ^nn++++=staple
ones ^cd1s++++=ones
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
house ^nn++++=house
with ^in++++=with
a ^at++++=a
room ^nn++++=room
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
series ^nn++++=series
of ^in++++=of
people ^nns++++=people
insisted ^vbd+vpub++xvbn+=insisted
on ^in++++=on
passing ^xvbg+++xvbg+=passing
a ^at++++=a
night ^nn++++=night;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
of ^in++++=of
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
kneeling ^vbg+nom++xvbg+=kneeling
in ^in++++=in
a ^at++++=a
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
just ^rb+emph+++=just
time ^nn++++=time
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
died ^vbd+++xvbn+=died.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Wasn't
was ^vbd+bedz+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
the ^ati++++=the
house ^nn++++=house
in ^in++++=in
Berkeley ^np++++=Berkeley
Square ^nn++++=Square?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
dare ^vb++++=dare
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
noise ^nn++++=noise
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage
at ^rb++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
his ^pp$+pp3+++=his
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
someone ^pn++++=someone
crawling ^jj+++xvbg+=crawling
towards ^in++++=towards
him ^pp3o+pp3+++=him
on ^in++++=on
all ^abn++++=all
fours ^cds++++=fours
with ^in++++=with
his ^pp$+pp3+++=his
eye ^nn++++=eye
hanging ^vwbg+++xvbg+=hanging
out ^rp+pl+++=out
on ^in++++=on
his ^pp$+pp3+++=his
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
besides ^in+strn+++=besides,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
think ^vb+vprv+++=think
Yes ^nn++++=Yes!
! ^zz++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room
where ^wrb+who+++=where
a ^at++++=a
man ^nn++++=man
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
dead ^jj++++=dead
in ^in++++=in
bed ^nn++++=bed
with ^in++++=with
a ^at++++=a
horseshoe ^nn+++??+=horseshoe
mark ^vb++++=mark
on ^in++++=on
his ^pp$+pp3+++=his
forehead ^nn++++=forehead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
floor ^nn++++=floor
under ^in++++=under
the ^ati++++=the
bed ^nn++++=bed
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
marks ^nns++++=marks
of ^in++++=of
horseshoes ^nns+++??+=horseshoes
also ^rb++++=also;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
why ^wrb+who+whcl++=why.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
lady ^nn++++=lady
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
on ^in++++=on
locking ^jj++++=locking
her ^pp$+pp3+++=her
bedroom ^nn++++=bedroom
door ^nn++++=door
in ^in++++=in
a ^at++++=a
strange ^jj+atrb+++=strange
house ^nn++++=house,
, ^zz++++=EXTRAWORD
heard ^j+++xvbn+=heard
a ^at++++=a
thin ^jj+atrb+++=thin
voice ^nn++++=voice
among ^in++++=among
the ^ati++++=the
bed ^nn++++=bed-curtains
- ^zz++++=EXTRAWORD
curtains ^nns++++=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='Now
now ^rn+tm+++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
shut ^vpsv++agls+xvbnx+=shut
in ^rb+phrv+++=in
for ^in++++=for
the ^ati++++=the
night ^nn++++=night.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
those ^dt+pdem+++=those
had ^vb+hv+vrb++=had
any ^dti++++=any
explanation ^nn+nom+++=explanation
or ^cc++++=or
sequel ^nn++++=sequel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wonder ^vb++++=wonder
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
go ^vb++++=go
on ^in++++=on
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
stories ^nns++++=stories.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
likely ^jj++++=likely
enough ^dt++++=enough
with ^in++++=with
additions ^nns+nom+++=additions
from ^in++++=from
the ^ati++++=the
magazines ^nns++++=magazines,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
real ^jj+atrb+++=real
ghost ^nn++++=ghost
at ^in++++=at
a ^at++++=a
private ^jj+atrb+++=private
school ^nn++++=school?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
not ^xnot++not++=not;
; ^zz++++=EXTRAWORD
nobody ^pn++++=nobody
has ^vbz+hvz+vrb++=has
that ^dt+dem+++=that
ever ^rb++++=ever
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
across ^in+ppvb+++=across.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='From
from ^in++++=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
in ^in++++=in
which ^whp+rel+pied++=which
you ^pp2+pp2+++=you
said ^vbd+vpub+tht0+xvbn+=said
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gather ^vb+vprv+++=gather
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
really ^rb+emph+++=really
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
is ^vbz+bez+aux++=is
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
in ^in++++=in
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
happened ^vbd+++xvbn+=happened
at ^rb++++=at
my ^pp$+pp1+++=my
private ^jj+atrb+++=private
school ^nn++++=school
thirty ^cd++++=thirty
odd ^jj+atrb+++=odd
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
any ^dti++++=any
explanation ^nn+nom+++=explanation
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
school ^nn++++=school
I ^pp1a+pp1+++=I
mean ^jj++++=mean
was ^vbd+bedz+vrb++=was
near ^in+pl+++=near
London ^np++++=London.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
established ^vpsv++agls+xvbnx+=established
in ^in++++=in
a ^at++++=a
large ^jj++++=large
and ^cc++++=and
fairly ^rb++++=fairly
old ^jj+atrb+++=old
house ^nn++++=house
a ^at++++=a
great ^jj++++=great
white ^jj++++=white
building ^jj+++xvbg+=building
with ^in++++=with
very ^ql+amp+++=very
fine ^jj+atrb+++=fine
grounds ^nns++++=grounds
about ^in++++=about
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
large ^jj+atrb+++=large
cedars ^nns+++??+=cedars
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
as ^ql++++=as
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
in ^in++++=in
so ^ql++++=so
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
older ^jjr+atrb+++=older
gardens ^nns++++=gardens
in ^in++++=in
the ^ati++++=the
Thames ^np++++=Thames
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ancient ^jj+atrb+++=ancient
elms ^nns++++=elms
in ^in++++=in
the ^ati++++=the
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
fields ^nns++++=fields
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
used ^vbd+++xvbn+=used
for ^in++++=for
our ^pp$+pp1+++=our
games ^nns++++=games.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
probably ^rb++++=probably
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
an ^at++++=an
attractive ^jj+atrb+++=attractive
place ^nn++++=place,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
boys ^nns++++=boys
seldom ^rb++++=seldom
allow ^vb++++=allow
that ^cs+sub+++=that
their ^pp$+pp3+++=their
schools ^nns++++=schools
possess ^nns+nom+++=possess
any ^dti++++=any
tolerable ^jj+atrb+++=tolerable
features ^nns++++=features.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
school ^nn++++=school
in ^in++++=in
a ^at++++=a
September ^nr+nom+++=September,
, ^zz++++=EXTRAWORD
soon ^rb+tm+++=soon
after ^in++++=after
the ^ati++++=the
year ^nn++++=year
1870 ^cd+date+++=1870;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
among ^in++++=among
the ^ati++++=the
boys ^nns++++=boys
who ^whp+rel+subj++=who
arrived ^vbd+++xvbn+=arrived
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
day ^nn++++=day
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
to ^to+vcmp+++=to:
: ^zz++++=EXTRAWORD
a ^at++++=a
Highland ^nn++++=Highland
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
will ^md+prd+++=will
call ^vb++++=call
Mcleod ^np+++??+=McLeod.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
need ^nn++++=needn't
n't ^xnot++not++0=EXTRAWORD
spend ^vb++++=spend
time ^nn++++=time
in ^in++++=in
describing ^xvbg+++xvbg+=describing
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
the ^ati++++=the
main ^jjb+atrb+++=main
thing ^nn++++=thing
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
him ^pp3o+pp3+++=him
very ^ql+amp+++=very
well ^rb++++=well.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
an ^at++++=an
exceptional ^jj+atrb+++=exceptional
boy ^nn++++=boy
in ^in++++=in
any ^dti++++=any
way ^nn++++=way
not ^xnot++not++=not
particularly ^rb++++=particularly
good ^jj++++=good
at ^in++++=at
books ^nns++++=books
or ^cc++++=or
games ^nns++++=games
but ^cc++++=but
he ^pp3a+pp3+++=he
suited ^vbd+++xvbnx+=suited
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
school ^nn++++=school
was ^vbd+bedz+vrb++=was
a ^at++++=a
large ^jj+atrb+++=large
one ^pn++++=one:
: ^zz++++=EXTRAWORD
there ^ex+pex+++=there
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
from ^in++++=from
120 ^cd++++=120
to ^to++++=to
130 ^cd++++=130
boys ^nns++++=boys
there ^rn+pl+++=there
as ^cs+sub+++=as
a ^at++++=a
rule ^nn++++=rule,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
a ^at++++=a
considerable ^jj+atrb+++=considerable
staff ^nn++++=staff
of ^in++++=of
masters ^nns+nom+++=masters
was ^vbd+bedz+aux++=was
required ^vpsv++agls+xvbnx+=required,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
rather ^rb++++=rather
frequent ^jj+atrb+++=frequent
changes ^nns++++=changes
among ^in++++=among
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
' ^zz++++='One
one ^cd1++++=EXTRAWORD
term ^nn++++=term
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
third ^nn++++=third
or ^cc++++=or
fourth ^od++++=fourth
a ^at++++=a
new ^jj+atrb+++=new
master ^nn++++=master
made ^vbd+++xvbn+=made
his ^pp$+pp3+++=his
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Sampson ^np+++??+=Sampson.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
tallish ^jj++++=tallish,
, ^zz++++=EXTRAWORD
stoutish ^jj++++=stoutish,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
black ^jj++++=black-bearded
- ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=EXTRAWORD
man ^nn++++=man.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
we ^pp1a+pp1+++=we
liked ^vbd+++xvbn+=liked
him ^pp3o+pp3+++=him:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
travelled ^vprf+++xvbnx+=travelled
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
stories ^nns++++=stories
which ^whp+rel+obj++=which
amused ^jj+++xvbn+=amused
us ^pp1o+pp1+++=us
on ^in++++=on
our ^pp$+pp1+++=our
school ^nn++++=school
walks ^nns++++=walks,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
some ^dti++++=some
competition ^nn+nom+++=competition
among ^in++++=among
us ^pp1o+pp1+++=us
to ^to++++=to
get ^vbi++++=get
within ^in++++=within
earshot ^nn++++=earshot
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
too ^ql++++=too
dear ^jj++++=dear
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
hardly ^rb+down+splt++=hardly
thought ^vprf+++xvbnx+=thought
of ^in++++=of
it ^pp3+it+++=it
since ^in++++=since
then ^rn+tm+++=then!
! ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
charm ^nn++++=charm
on ^in++++=on
his ^pp$+pp3+++=his
watch ^vb++++=watch-chain
- ^zz++++=EXTRAWORD
chain ^nn++++=EXTRAWORD
that ^tht+rel+subj++=that
attracted ^vprf+++xvbn+=attracted
my ^pp$+pp1+++=my
attention ^nn+nom+++=attention
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
me ^pp1o+pp1+++=me
examine ^vb++++=examine
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
now ^rn+tm+++=now
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
a ^at++++=a
gold ^nn++++=gold
Byzantine ^jj+atrb+++=Byzantine
coin ^nn++++=coin;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
effigy ^nn++++=effigy
of ^in++++=of
some ^dti++++=some
absurd ^jj+atrb+++=absurd
emperor ^npt++++=emperor
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side;
; ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
worn ^vpsv++agls+xvbnx+=worn
practically ^rb+down+++=practically
smooth ^jj++++=smooth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^hv+hvd+aux++=had
had ^vprf+hvd+aux++=had
cut ^vprf+++xvbnx+=cut
on ^in++++=on
it ^pp3+it+++=it
rather ^rb++++=rather
barbarously ^rb++++=barbarously
his ^pp$+pp3+++=his
own ^ap++++=own
initials ^nns+nom+++=initials,
, ^zz++++=EXTRAWORD
G.w.s ^np+++??+=G.W.S.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
date ^nn++++=date,
, ^zz++++=EXTRAWORD
24 ^cd++++=24
July ^nr++++=July,
, ^zz++++=EXTRAWORD
1865 ^cd+date+++=1865.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
now ^rn+tm+++=now:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
picked ^vprf+++xvbnx+=picked
it ^pp3+it+++=it
up ^rp++++=up
in ^in++++=in
Constantinople ^np++++=Constantinople:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
about ^in++++=about
the ^ati++++=the
size ^nn++++=size
of ^in++++=of
a ^at++++=a
florin ^nn++++=florin,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
rather ^rb++++=rather
smaller ^jjr++++=smaller.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^rb++++=first
odd ^jj+atrb+++=odd
thing ^nn++++=thing
that ^tht+rel+subj++=that
happened ^vprf+++xvbn+=happened
was ^vbd+bedz+vrb++=was
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Sampson ^np+++??+=Sampson
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing
