Once ^rb+tm+++=Once
Cock ^nn++++=Cock,
, ^zz++++=EXTRAWORD
on ^in++++=on
account ^nn++++=account
of ^in++++=of
her ^pp$+pp3+++=her
bright ^jj+atrb+++=bright
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
finely ^rb++++=finely
shaded ^xvbn+++xvbn+=shaded
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
certain ^jj+atrb+++=certain
saucy ^nn+++??+=saucy
dashing ^vwbg+++xvbg+=dashing
ways ^nns++++=ways
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
which ^whp+who+++=which
seemed ^vbd+seem++xvbn+=seemed
greatly ^rb+amp+++=greatly
to ^to++++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
fancy ^nn++++=fancy.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
old ^jj+atrb+++=old
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Scratchard ^np++++=Scratchard,
, ^zz++++=EXTRAWORD
living ^jj+++xvbg+=living
in ^in++++=in
the ^ati++++=the
neighbouring ^jj+atrb+++=neighbouring
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
assured ^vpbn+vpub++xvbn+=assured
all ^abn++++=all
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood
that ^tht+rel+obj++=that
Gray ^np++++=Gray
Cock ^nn++++=Cock
was ^vbd+bedz+vrb++=was
a ^at++++=a
fool ^nn++++=fool
for ^in++++=for
thinking ^xvbg+++xvbg+=thinking
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
that ^dt+dem+++=that
flighty ^jj+atrb+++=flighty
young ^jj+atrb+++=young
thing ^nn++++=thing;
; ^zz++++=EXTRAWORD
That ^tht+vcmp+++=THAT
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
notion ^nn++++=notion
how ^wrb+who+++=how
to ^to++++=to
get ^vbi++++=get
on ^in++++=on
in ^in++++=in
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thought ^vpsv++agls+xvbn+=thought
of ^in++++=of
nothing ^pn++++=nothing
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
but ^cc++++=but
her ^pp$+pp3+++=her
own ^ap++++=own
pretty ^rb++++=pretty
feathers ^nns+nom+++=feathers.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait
wait ^vb++++=EXTRAWORD
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
comes ^vbz++++=comes
to ^to++++=to
have ^vbi++vrb++=have
chickens ^nns++++=chickens,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Scratchard ^np++++=Scratchard;
; ^zz++++=EXTRAWORD
" ^zz++++="then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
up ^rb+phrv+++=up
ten ^cd++++=ten
broods ^vbz+++??+=broods
myself ^ppl+pp1+++=myself--as
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
likely ^jj+atrb+++=likely
and ^cc+phrs+++=and
respectable ^jj+atrb+++=respectable
chickens ^nns++++=chickens
as ^in++++=as
ever ^rb++++=ever
were ^vbd+bed+vrb++=were
a ^at++++=a
blessing ^nn++++=blessing
to ^in++++=to
society ^nn++++=society--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
know ^vb+vprv+++=know
a ^at++++=a
good ^jj++++=good
hatcher ^jjr++++=hatcher
and ^cc+phrs+++=and
brooder ^jjr++++=brooder
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
That ^tht+vcmp+++=THAT
fine ^jj+atrb+++=fine
piece ^nn++++=piece
of ^in++++=of
trumpery ^nn+nom+++=trumpery,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
white ^jj+atrb+++=white
feathers ^nns+nom+++=feathers
tipped ^vwbn+++xvbn+=tipped
with ^in++++=with
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
never ^rb++++=never
will ^md+prd+++=will
come ^vprf+++xvbn+=come
down ^rb+phrv+++=down
to ^in+ppvb+++=to
family ^nn++++=family
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=SHE
scratch ^nn++++=scratch
for ^in++++=for
chickens ^nns++++=chickens!
! ^zz++++=EXTRAWORD
Bless ^vb++++=Bless
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
never ^rb++++=never
did ^vbd+dod+vrb++=did
anything ^pn++++=anything
in ^in++++=in
all ^abn++++=all
her ^pp3o+pp3+++=her
days ^nns++++=days
but ^cc++++=but
run ^vpsv++agls+xvbn+=run
round ^rb++++=round
and ^cc++++=and
eat ^vb++++=eat
the ^ati++++=the
worms ^nns++++=worms
which ^whp+rel+obj++=which
somebody ^pn++++=somebody
else ^rb+cnj+++=else
scratched ^vbd+++xvbn+=scratched
up ^rp++++=up
for ^in++++=for
her ^pp$+pp3+++=her."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Master ^nn++++=Master
Bolton ^np++++=Bolton
Gray ^np++++=Gray
heard ^vbd+vprv++xvbn+=heard
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
crowed ^vbd+++xvbnx+=crowed
very ^ql+amp+++=very
loudly ^rb+cnj+++=loudly,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
cock ^nn++++=cock
of ^in++++=of
spirit ^nn++++=spirit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
declared ^vprf+++xvbn+=declared
that ^tht+vcmp+++=that
old ^jj+atrb+++=old
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Scratchard ^np++++=Scratchard
was ^vbd+bedz+vrb++=was
envious ^jj+pred+++=envious,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
all ^abn++++=all
her ^pp3o+pp3+++=her
own ^ap++++=own
tail ^nn++++=tail-feathers,
- ^zz++++=EXTRAWORD
feathers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
more ^rbr++++=more
like ^in++++=like
a ^at++++=a
wornout ^nn+++??+=wornout
old ^jj+atrb+++=old
feather ^nn++++=feather-duster
- ^zz++++=EXTRAWORD
duster ^nn++++=EXTRAWORD
than ^in++++=than
a ^at++++=a
respectable ^jj+atrb+++=respectable
hen ^nn++++=hen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
therefore ^rb+cnj+++=therefore
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
sheer ^jjb+atrb+++=sheer
envy ^nn++++=envy
of ^in++++=of
anybody ^pn++++=anybody
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
young ^jj+pred+++=young
and ^cc+phrs+++=and
pretty ^jj++++=pretty.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
young ^jj+atrb+++=young
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Feathertop ^np++++=Feathertop
cackled ^vbd+++xvbn+=cackled
gay ^jj+atrb+++=gay
defiance ^nn+nom+++=defiance
at ^rb++++=at
her ^pp3o+pp3+++=her
busy ^jj+atrb+++=busy
rubbishy ^jj+atrb+++=rubbishy
neighbour ^nn++++=neighbour,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
sunned ^vbd+++xvbnx+=sunned
herself ^ppl+pp3+++=herself
under ^in++++=under
the ^ati++++=the
bushes ^nns++++=bushes
on ^in++++=on
fine ^jj+atrb+++=fine
June ^nr++++=June
afternoons ^nns++++=afternoons.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
Master ^nn++++=Master
Fred ^np++++=Fred
Little ^jj+atrb+++=Little
John ^np++++=John
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
have ^vbi++vrb++=have
these ^dt+dem+++=these
hens ^nns++++=hens
by ^in++++=by
his ^pp$+pp3+++=his
mamma ^npt++++=mamma
on ^in++++=on
the ^ati++++=the
condition ^nn+nom+++=condition
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
build ^vb++++=build
their ^pp$+pp3+++=their
house ^npl++++=house
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
take ^vb++++=take
all ^rb++++=all
the ^ati++++=the
care ^nn++++=care
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
do ^vbi++++=do
Master ^nn++++=Master
Fred ^np++++=Fred
justice ^nn++++=justice,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
executed ^vbd+++xvbnx+=executed
the ^ati++++=the
job ^nn++++=job
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
way ^nn++++=way
quite ^rb++++=quite
creditably ^jj++++=creditably.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
chose ^vbd+++xvbnx+=chose
a ^at++++=a
sunny ^nn++++=sunny
sloping ^vwbg+++xvbg+=sloping
bank ^npl++++=bank
covered ^vbd+++xvbn+=covered
with ^in++++=with
a ^at++++=a
thick ^jj+atrb+++=thick
growth ^nn++++=growth
of ^in++++=of
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
erected ^vwbn+++xvbn+=erected
there ^rn+pl+++=there
a ^at++++=a
nice ^jj+atrb+++=nice
little ^jj+atrb+++=little
hen ^nn++++=hen-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
glass ^nn++++=glass
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
good ^jj+atrb+++=good
pole ^nn++++=pole
for ^in++++=for
his ^pp$+pp3+++=his
family ^nn++++=family
to ^in++++=to
roost ^nn++++=roost
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made,
, ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
a ^at++++=a
row ^nn++++=row
of ^in++++=of
nice ^jj++++=nice
little ^ap++++=little
boxes ^nns++++=boxes
with ^in++++=with
hay ^nn++++=hay
in ^in++++=in
them ^pp3o+pp3+++=them
for ^in++++=for
nests ^nns++++=nests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
bought ^vbd+++xvbnx+=bought
three ^cd++++=three
or ^cc++++=or
four ^cd++++=four
little ^ap++++=little
smooth ^jj+atrb+++=smooth
white ^jj+atrb+++=white
china ^np++++=china
eggs ^nns++++=eggs
to ^to++++=to
put ^vbi++++=put
in ^rb+phrv+++=in
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
hens ^nns++++=hens
Did ^vbd+dod+vrb++=DID
lay ^jjb+++xvbn+=lay,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
carry ^vb++++=carry
off ^rb+phrv+++=off
their ^pp$+pp3+++=their
eggs ^nns++++=eggs
without ^in++++=without
their ^pp$+pp3+++=their
being ^xvbg+++xvbg+=being
missed ^vbd+++xvbn+=missed.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
hen ^nn++++=hen-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
stood ^vbd+++xvbn+=stood
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
grove ^np++++=grove
that ^tht+rel+subj++=that
sloped ^vbd+++xvbn+=sloped
down ^rp++++=down
to ^in++++=to
a ^at++++=a
wide ^jj+atrb+++=wide
river ^nn++++=river,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
where ^wrb+who+++=where
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
cove ^nn++++=cove
which ^whp+rel+subj++=which
reached ^vprf+++xvbn+=reached
almost ^rb+hdg+++=almost
to ^in++++=to
the ^ati++++=the
hen ^nn++++=hen-house.
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
situation ^nn+nom+++=situation
inspired ^vbd+++xvbn+=inspired
one ^pn++++=one
of ^in++++=of
Master ^nn++++=Master
Fred ^np++++=Fred's
's ^$++++=EXTRAWORD
boy ^nn++++=boy
advisers ^nns+nom+++=advisers
with ^in++++=with
a ^at++++=a
new ^jj+atrb+++=new
scheme ^nn++++=scheme
in ^in++++=in
relation ^nn+nom+++=relation
to ^in++++=to
his ^pp$+pp3+++=his
poultry ^nn++++=poultry
enterprise ^nn++++=enterprise.
. ^zz++++=EXTRAWORD
" ^zz++++="Hallo!
hallo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
Fred ^np++++=Fred,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tom ^np++++=Tom
Seymour ^np+++??+=Seymour,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
raise ^vb++++=raise
ducks ^nns++++=ducks;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
a ^at++++=a
capital ^nn++++=capital
place ^nn++++=place
for ^in++++=for
ducks ^nns++++=ducks
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes;
yes ^uh++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
bought ^vprf+++xvbnx+=bought
Hens ^nns++++=HENS,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Freddy ^np+++??+=Freddy;
; ^zz++++=EXTRAWORD
" ^zz++++="so
so ^ql++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
use ^nn++++=use
trying ^vwbg+++xvbg+=trying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
use ^nn++++=use!
! ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
as ^cs+sub+++=as
if ^cs+cnd+++=if
your ^pp$+pp2+++=your
hens ^nns++++=hens
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
hatch ^vb++++=hatch
ducks ^nns++++=ducks'
' ^zz++++=EXTRAWORD
eggs ^nns++++=eggs.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
just ^rb+emph+++=just
wait ^vb++++=wait
till ^cs+sub+++=till
one ^pn++++=one
of ^in++++=of
your ^pp$+pp2+++=your
hens ^nns++++=hens
wants ^vbz++++=wants
to ^to+vcmp+++=to
sit ^vbi++++=sit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
ducks ^nns++++=ducks'
' ^zz++++=EXTRAWORD
eggs ^nns++++=eggs
under ^in++++=under
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
family ^nn++++=family
of ^in++++=of
ducks ^nns++++=ducks
in ^in++++=in
a ^at++++=a
twinkling ^nn++++=twinkling.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
buy ^vb++++=buy
ducks ^nns++++=ducks'
' ^zz++++=EXTRAWORD
eggs ^nns++++=eggs
a ^at++++=a
plenty ^nn++++=plenty
of ^in++++=of
old ^jj+atrb+++=old
Sam ^np++++=Sam
under ^in++++=under
the ^ati++++=the
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
always ^rb++++=always
has ^vbz+hvz+aux++=has
hens ^nns++++=hens
hatch ^vb++++=hatch
his ^pp$+pp3+++=his
ducks ^nns++++=ducks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
Freddy ^np+++??+=Freddy
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
experiment ^nn+nom+++=experiment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
informed ^vbd+vpub+tht0+xvbn+=informed
his ^pp$+pp3+++=his
mother ^nn++++=mother
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
furnish ^vbi++++=furnish
the ^ati++++=the
ducks ^nns++++=ducks
for ^in++++=for
the ^ati++++=the
next ^ap++++=next
Christmas ^np++++=Christmas
dinner ^nn++++=dinner
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
wondered ^vbd+vprv++xvbnx+=wondered
how ^wrb+who+whcl++=how
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
to ^to++++=to
come ^vbi++++=come
by ^in++++=by
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
mysteriously ^rb+cnj+++=mysteriously,
, ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you
how ^wrb+who+++=how,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=but
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
further ^jjb++++=further
explain ^vb+vpub+++=explain
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
day ^nn++++=day
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
with ^in++++=with
Tom ^np++++=Tom
Seymour ^np+++??+=Seymour
and ^cc++++=and
made ^vbd+++xvbn+=made
a ^at++++=a
trade ^nn++++=trade
with ^in++++=with
old ^jj+atrb+++=old
Sam ^np++++=Sam,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
a ^at++++=a
middle ^jjb++++=middle-aged
- ^zz++++=EXTRAWORD
aged ^jj+atrb+++=EXTRAWORD
jack ^np++++=jack-knife
- ^zz++++=EXTRAWORD
knife ^nn++++=EXTRAWORD
for ^in++++=for
eight ^cd++++=eight
of ^in++++=of
his ^pp$+pp3+++=his
ducks ^nns++++=ducks'
' ^zz++++=EXTRAWORD
eggs ^nns++++=eggs.
. ^zz++++=EXTRAWORD
Sam ^np++++=Sam,
, ^zz++++=EXTRAWORD
by ^in++++=by-the-by,
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
woolly ^jj++++=woolly-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
old ^jj+atrb+++=old
negro ^nn++++=negro
man ^nn++++=man,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
lived ^vpsv++by+xvbn+=lived
by ^in++++=by
the ^ati++++=the
pond ^nn++++=pond
hard ^jj++++=hard
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
long ^rb++splt++=long
cast ^vprf+++xvbnx+=cast
envying ^vbg+++xvbg+=envying
eyes ^nns++++=eyes
on ^in++++=on
Fred ^np++++=Fred's
's ^$++++=EXTRAWORD
jack ^np++++=jack-knife,
- ^zz++++=EXTRAWORD
knife ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
of ^in++++=of
extra ^jj+atrb+++=extra
fine ^jj+atrb+++=fine
steel ^nn++++=steel,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
been ^vprf+ben+vrb+xvbn+=been
a ^at++++=a
Christmas ^np++++=Christmas
present ^nn++++=present
the ^ati++++=the
year ^nn++++=year
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Fred ^np++++=Fred
knew ^vbd+vprv++xvbn+=knew
very ^ql+amp+++=very
well ^rb++++=well
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
any ^dti++++=any
number ^nn++++=number
more ^rbr++++=more
of ^in++++=of
jack ^np++++=jack-knives
- ^zz++++=EXTRAWORD
knives ^nns++++=EXTRAWORD
where ^wrb+who+++=where
that ^dt+pdem+++=that
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
get ^vb++++=get
a ^at++++=a
new ^jj+atrb+++=new
one ^pn++++=one,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
must ^md+nec+++=must
dispose ^vb++++=dispose
of ^in+ppvb+++=of
the ^ati++++=the
old ^jj++++=old;
; ^zz++++=EXTRAWORD
so ^ql++++=so
