It ^pp3+it+++=IT
John ^np++++=John
Bull ^np++++=Bull
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
England ^np++++=England
with ^in++++=with
all ^abn++++=all
her ^pp3o+pp3+++=her
faults ^nns++++=faults
is ^vbz+bez+vrb++=is
England ^np++++=England
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
bore ^nn+++xvbn+=bore
has ^vbz+hvz+aux++=has
travelled ^vprf+++xvbnx+=travelled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
possibly ^rb++++=possibly
be ^vb+be+vrb++=be
a ^at++++=a
complete ^nn++++=complete
bore ^vbd+++xvbn+=bore
without ^in++++=without
having ^nn+nn+aux++=having
travelled ^vbd+++xvbn+=travelled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rarely ^rb++++=rarely
speaks ^vbz++++=speaks
of ^in++++=of
his ^pp$+pp3+++=his
travels ^nns++++=travels
without ^in++++=without
introducing ^xvbg+++xvbg+=introducing,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
on ^in++++=on
his ^pp$+pp3+++=his
own ^ap++++=own
plan ^nn++++=plan
of ^in++++=of
construction ^nn+nom+++=construction,
, ^zz++++=EXTRAWORD
morsels ^nns++++=morsels
of ^in++++=of
the ^ati++++=the
language ^nn+nom+++=language
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
always ^rb++++=always
translates ^nns+nom+++=translates.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
cannot ^md+pos+not++=cannot
name ^vb++++=name
to ^in++++=to
him ^pp3o+pp3+++=him
any ^dti++++=any
little ^jj+atrb+++=little
remote ^jj+atrb+++=remote
town ^nn++++=town
in ^in++++=in
France ^np++++=France,
, ^zz++++=EXTRAWORD
Italy ^np++++=Italy,
, ^zz++++=EXTRAWORD
Germany ^np++++=Germany,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Switzerland ^np++++=Switzerland
but ^cc++++=but
he ^pp3a+pp3+++=he
knows ^vbz+vprv+tht0++=knows
it ^pp3+it+++=it
well ^rb++++=well;
; ^zz++++=EXTRAWORD
stayed ^j+++xvbn+=stayed
there ^rn+pl+++=there
a ^at++++=a
fortnight ^nn++++=fortnight
under ^in++++=under
peculiar ^jj+atrb+++=peculiar
circumstances ^nns+nom+++=circumstances.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
talking ^vbg+++xvbg+=talking
of ^in++++=of
that ^dt+dem+++=that
little ^ap++++=little
place ^nn++++=place,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
a ^at++++=a
statue ^nn++++=statue
over ^in++++=over
an ^at++++=an
old ^jj+atrb+++=old
fountain ^nn++++=fountain,
, ^zz++++=EXTRAWORD
up ^rp++++=up
a ^rb++++=a
little ^rb"++++=little
court ^nn++++=court,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
second ^od++++=second
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
the ^ati++++=the
third ^od++++=third
stay ^vb++++=stay
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
third ^od++++=third
turning ^nvbg+++xvbg+=turning
on ^in++++=on
the ^ati++++=the
right ^nn++++=right,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
you ^pp2+pp2+++=you
come ^vb++++=come
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
Post ^nn++++=Post-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=going
up ^rp++++=up
the ^ati++++=the
hill ^nn++++=hill
towards ^in++++=towards
the ^ati++++=the
market ^nn++++=market?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
Do ^vb+do+aux++=DON'T
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
statue ^nn++++=statue?
? ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
that ^tht+vcmp+++=that
fountain ^npl++++=fountain?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
surprise ^nn++++=surprise
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+aux++=are
not ^xnot++not++=not
usually ^rb+down+++=usually
seen ^vpsv++by+xvbn+=seen
by ^in++++=by
travellers ^nns+nom+++=travellers
( ^zz++++=(most
most ^ql+emph+++=EXTRAWORD
extraordinary ^jj++++=extraordinary,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
yet ^rb++++=yet
met ^vbd+++xvbn+=met
with ^in+ppvb+++=with
a ^at++++=a
single ^jj+atrb+++=single
traveller ^nn+nom+++=traveller
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
except ^in++++=except
one ^cd1++++=one
German ^jj++++=German,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
intelligent ^jj+atrb+++=intelligent
man ^nn++++=man
he ^pp3a+pp3+++=he
ever ^rb++++=ever
met ^vbd+++xvbn+=met
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life!)
! ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
but ^cc++++=but
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that
You ^pp2+pp2+++=YOU
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
man ^nn++++=man
to ^to++++=to
find ^vbi+vprv+++=find
them ^pp3o+pp3+++=them
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
describes ^vbz++++=describes
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
circumstantial ^nn++++=circumstantial
lecture ^vb++++=lecture
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
generally ^rb+down+++=generally
delivered ^vbd+++xvbn+=delivered
behind ^in+pl+++=behind
a ^at++++=a
door ^nn++++=door
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
constantly ^rb++++=constantly
being ^xvbg+++xvbg+=being
opened ^vbd+++xvbn+=opened
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
implores ^nns+++??+=implores
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
ever ^rb++++=ever
revisit ^vb++++=revisit
that ^dt+dem+++=that
place ^nn++++=place,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
do ^vb+do+aux++=do
go ^vb++++=go
and ^cc+phrs+++=and
look ^vb++++=look
at ^rb++++=at
that ^dt+dem+++=that
statue ^nn++++=statue
and ^cc++++=and
fountain ^nn++++=fountain!
! ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
bore ^nn+++xvbn+=bore,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
similar ^jj+atrb+++=similar
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
in ^in++++=in
Italy ^np++++=Italy,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
a ^at++++=a
discovery ^nn+nom+++=discovery
of ^in++++=of
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
picture ^nn++++=picture,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
terror ^nn++++=terror
of ^in++++=of
a ^at++++=a
large ^jj+atrb+++=large
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
civilized ^jj+atrb+++=civilized
world ^nn++++=world
ever ^rb++++=ever
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
seen ^vprf++tht0+xvbnx+=seen
the ^ati++++=the
liveliest ^jjt+atrb+++=liveliest
men ^nns++++=men
paralysed ^vwbn+++xvbn+=paralysed
by ^in++++=by
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
a ^at++++=a
broad ^jj++++=broad
dining ^jj+++xvbg+=dining-table.
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
lounging ^vbg+++xvbgx+=lounging
among ^in++++=among
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
basking ^vbg+++xvbg+=basking
in ^in++++=in
the ^ati++++=the
mellow ^jj+atrb+++=mellow
influences ^nns+nom+++=influences
of ^in++++=of
the ^ati++++=the
climate ^nn+nom+++=climate,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
Una ^np+++??+=UNA
Piccola ^np+++??+=PICCOLA
Chiesa ^np+++??+=CHIESA
a ^rb++++=a
little ^rb"++++=little
church ^nn++++=church
or ^cc++++=or
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
more ^rbr++++=more
correct ^jj+pred+++=correct
to ^to++++=to
say ^vbi+vpub+++=say
Una ^np+++??+=UNA
Piccolissima ^np+++??+=PICCOLISSIMA
Cappella ^np+++??+=CAPPELLA
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
chapel ^nn++++=chapel
you ^pp2+pp2+++=you
can ^md+pos+++=can
possibly ^rb++splt++=possibly
imagine ^vb+vprv+++=imagine
and ^cc+phrs+++=and
walked ^vpsv++agls+xvbn+=walked
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
nobody ^pn++++=nobody
inside ^jjb++++=inside
but ^cc++++=but
a ^at++++=a
Cieco ^np+++??+=CIECO
a ^at++++=a
blind ^jj+atrb+++=blind
man ^nn++++=man
saying ^vwbg+++xvbg+=saying
his ^pp$+pp3+++=his
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
Vecchio ^np+++??+=VECCHIO
Padre ^np+++??+=PADRE
old ^jj+atrb+++=old
friar ^nn+++??+=friar-rattling
- ^zz++++=EXTRAWORD
rattling ^jj++++=EXTRAWORD
a ^at++++=a
money ^nn++++=money-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
above ^in+pl+++=above
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
that ^dt+dem+++=that
friar ^nn+++??+=friar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
immediately ^rb+tm+++=immediately
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
the ^ati++++=the
altar ^nn++++=altar
as ^ql++++=as
you ^pp2+pp2+++=you
enter ^vb++++=enter
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
the ^ati++++=the
altar ^nn++++=altar?
? ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
left ^nn+++xvbn+=left
of ^in++++=of
the ^ati++++=the
altar ^nn++++=altar
as ^ql++++=as
you ^pp2+pp2+++=you
enter ^vb++++=enter
or ^cc+phrs+++=or
say ^vb+vpub+++=say
near ^in+pl+++=near
the ^ati++++=the
centre ^jjb++++=centre
there ^ex+pex+++=there
hung ^vbd+++xvbn+=hung
a ^at++++=a
painting ^jj+++xvbg+=painting
( ^zz++++=(subject,
subject ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Virgin ^jjb++++=Virgin
and ^cc++++=and
Child ^nn++++=Child)
) ^zz++++=EXTRAWORD
so ^ql++++=so
divine ^nn++++=divine
in ^in++++=in
its ^pp$+it+++=its
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
pure ^jj++++=pure
and ^cc++++=and
yet ^rb++++=yet
so ^ql++++=so
warm ^vb++++=warm
and ^cc++++=and
rich ^jj++++=rich
in ^in++++=in
its ^pp$+it+++=its
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
fresh ^jj++++=fresh
in ^in++++=in
its ^pp$+it+++=its
touch ^nn++++=touch,
, ^zz++++=EXTRAWORD
at ^rb++++=at
once ^rb"+tm+++=once
so ^ql+emph+++=so
glowing ^jj+++xvbg+=glowing
in ^in++++=in
its ^pp$+it+++=its
colour ^nn++++=colour
and ^cc++++=and
so ^rb+emph+++=so
statuesque ^jj++++=statuesque
in ^in++++=in
its ^pp$+it+++=its
repose ^nn++++=repose,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
our ^pp$+pp1+++=our
bore ^nn+++xvbn+=bore
cried ^vbd+++xvbn+=cried
out ^rp+pl+++=out
in ^in++++=in
ecstasy ^nn++++=ecstasy,
, ^zz++++=EXTRAWORD
' ^zz++++='That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
finest ^jjt+atrb+++=finest
picture ^nn++++=picture
in ^in++++=in
Italy ^np++++=Italy!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
so ^ql++++=so
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
doubt ^nn++++=doubt
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
astonishing ^jj+pred+++=astonishing
that ^tht+jcmp+++=that
that ^dt+dem+++=that
picture ^nn++++=picture
is ^vbz+bez+vrb++=is
so ^ql++++=so
little ^ap++++=little
known ^vprf+++xvbn+=known.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
painter ^nn++++=painter
is ^vbz+bez+vrb++=is
uncertain ^jj+pred+++=uncertain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
afterwards ^rb+tm+++=afterwards
took ^vbd+++xvbn+=took
Blumb ^np+++??+=Blumb,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Royal ^jj+atrb+++=Royal
Academy ^nn++++=Academy
( ^zz++++=(it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
observed ^vpsv++agls+xvbnx+=observed
that ^tht+vcmp+++=that
our ^pp$+pp1+++=our
bore ^nn+++xvbn+=bore
takes ^vbz++++=takes
none ^rb++++=none
but ^cc++++=but
eminent ^jj+atrb+++=eminent
people ^nns++++=people
to ^to++++=to
see ^vbi+vprv+++=see
sights ^nns++++=sights,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
none ^pn++++=none
but ^cc++++=but
eminent ^jj+atrb+++=eminent
people ^nns++++=people
take ^vb++++=take
our ^pp$+pp1+++=our
bore ^vbd+++xvbn+=bore),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
man ^nn++++=man
so ^ql+emph+++=so
affected ^jj+++xvbn+=affected
in ^in++++=in
your ^pp$+pp2+++=your
life ^nn++++=life
as ^ql++++=as
Blumb ^np+++??+=Blumb
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cried ^vbd+++xvbnx+=cried
like ^in++++=like
a ^at++++=a
child ^nn++++=child!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
our ^pp$+pp1+++=our
bore ^nn+++xvbn+=bore
begins ^vbz++++=begins
his ^pp$+pp3+++=his
description ^nn+nom+++=description
in ^in++++=in
detail ^nn++++=detail
for ^in++++=for
all ^abn++++=all
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
introductory ^jj+pred+++=introductory
and ^cc++++=and
strangles ^nns+++??+=strangles
his ^pp$+pp3+++=his
hearers ^nns+nom+++=hearers
with ^in++++=with
the ^ati++++=the
folds ^nns++++=folds
of ^in++++=of
the ^ati++++=the
purple ^jj+atrb+++=purple
drapery ^nn+nom+++=drapery.
. ^zz++++=EXTRAWORD
By ^in++++=By
an ^at++++=an
equally ^rb++++=equally
fortunate ^jj+atrb+++=fortunate
conjunction ^nn+nom+++=conjunction
of ^in++++=of
accidental ^jj+atrb+++=accidental
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
that ^dt+pdem+++=that
when ^wrb+who+++=when
our ^pp$+pp1+++=our
bore ^nn+++xvbn+=bore
was ^vbd+bedz+vrb++=was
in ^in++++=in
Switzerland ^np++++=Switzerland,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
discovered ^vbd+vprv++xvbnx+=discovered
a ^at++++=a
Valley ^nn++++=Valley,
, ^zz++++=EXTRAWORD
of ^in++++=of
that ^dt+dem+++=that
superb ^jj+atrb+++=superb
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Chamouni ^np+++??+=Chamouni
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
mentioned ^vpsv++agls+xvbnx+=mentioned
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
breath ^nn++++=breath
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
how ^wrb+who+++=how
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
travelling ^nvbg+++xvbg+=travelling
on ^in++++=on
a ^at++++=a
mule ^nn++++=mule
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
saddle ^nn++++=saddle
some ^dti++++=some
days ^nns++++=days
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
and ^cc++++=and
the ^ati++++=the
guide ^nn++++=guide,
, ^zz++++=EXTRAWORD
Pierre ^&fw++++=Pierre
Blanquo ^np+++??+=Blanquo:
: ^zz++++=EXTRAWORD
whom ^whp+wpor+++=whom
you ^pp2+pp2+++=you
may ^md+pos+++=may
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps?
? ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
bore ^nn+++xvbn+=bore
is ^vbz+bez+vrb++=is
sorry ^uh++++=sorry
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't,
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
only ^rb+down+++=only
guide ^vb++++=guide
deserving ^vbg+++xvbg+=deserving
of ^in++++=of
the ^ati++++=the
name ^nn++++=name
as ^ql++++=as
he ^pp3a+pp3+++=he
and ^cc++++=and
Pierre ^&fw++++=Pierre
were ^vbd+bed+aux++=were
descending ^vbg+++xvbgx+=descending,
, ^zz++++=EXTRAWORD
towards ^in++++=towards
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
among ^in++++=among
those ^dt+dem+++=those
everlasting ^jj+atrb+++=everlasting
snows ^nps++++=snows,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
little ^jj+atrb+++=little
village ^nn+nom+++=village
of ^in++++=of
La ^&fw++++=La
Croix ^np+++??+=Croix,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
bore ^vbd+++xvbn+=bore
observed ^vbd+vprv++xvbn+=observed
a ^at++++=a
mountain ^nn++++=mountain
track ^nn++++=track
turning ^vwbg+++xvbg+=turning
off ^in+pl+++=off
sharply ^rb++++=sharply
to ^in++++=to
the ^ati++++=the
right ^nn++++=right.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
uncertain ^jj+pred+++=uncertain
whether ^cs+who+++=whether
it ^pp3+it+++=it
Was ^vbd+bedz+vrb++=WAS
a ^at++++=a
track ^nn++++=track
