As ^ql++++=As
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
touching ^jj+++xvbg+=touching,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
hear ^vb+vprv+++=hear
or ^cc+phrs+++=or
feel ^vb+vprv+++=feel
each ^dt++++=each
other ^ap++++=other:
: ^zz++++=EXTRAWORD
the ^ati++++=the
conductivity ^nn+nom+++=conductivity
between ^in++++=between
them ^pp3o+pp3+++=them
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
this ^dt+dem+++=this
sense ^nn++++=sense
of ^in++++=of
separation ^nn+nom+++=separation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
fancied ^vbd+++xvbnx+=fancied
sometimes ^rb++++=sometimes
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
it ^pp3+it+++=it
reflected ^vbd+vprv++xvbn+=reflected
in ^in++++=in
the ^ati++++=the
look ^nn++++=look
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
supplemented ^vbd+++xvbnx+=supplemented
his ^pp$+pp3+++=his
failing ^jj+atrb++xvbg+=failing
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Doubtless ^rb++++=Doubtless
the ^ati++++=the
fault ^nn++++=fault
was ^vbd+bedz+vrb++=was
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
too ^ql++++=too
impenetrably ^jj++++=impenetrably
healthy ^jj++++=healthy
to ^to++++=to
be ^vbi+vbi+aux++=be
touched ^vpsv++by+xvbnx+=touched
by ^in++++=by
the ^ati++++=the
irrelevancies ^nns+++??+=irrelevancies
of ^in++++=of
disease ^nn++++=disease.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
self ^nn++++=self-reproachful
- ^zz++++=EXTRAWORD
reproachful ^jj+atrb+++=EXTRAWORD
tenderness ^nns+nom+++=tenderness
was ^vbd+bedz+aux++=was
tinged ^vpsv++agls+xvbnx+=tinged
with ^in++++=with
the ^ati++++=the
sense ^nn++++=sense
of ^in++++=of
his ^pp$+pp3+++=his
irrationality ^nn+nom+++=irrationality:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
vague ^nn++++=vague
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
purpose ^nn++++=purpose
in ^in++++=in
his ^pp$+pp3+++=his
helpless ^jj+atrb+++=helpless
tyrannies ^nns+++??+=tyrannies.
. ^zz++++=EXTRAWORD
The ^ati++++=The
suddenness ^nns+nom+++=suddenness
of ^in++++=of
the ^ati++++=the
change ^nn++++=change
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
her ^pp$+pp3+++=her
so ^pn+emph+++=so
unprepared ^jj++++=unprepared.
. ^zz++++=EXTRAWORD
A ^at++++=A
year ^nn++++=year
ago ^rb++++=ago
their ^pp$+pp3+++=their
pulses ^nns++++=pulses
had ^vbd+hvd+aux++=had
beat ^vprf+++xvbnx+=beat
to ^to++++=to
one ^cd1++++=one
robust ^jj+atrb+++=robust
measure ^nn++++=measure;
; ^zz++++=EXTRAWORD
both ^abx++++=both
had ^vb+hv+vrb++=had
the ^ati++++=the
same ^ap++++=same
prodigal ^jj+atrb+++=prodigal
confidence ^nn+nom+++=confidence
in ^in++++=in
an ^at++++=an
exhaustless ^jj++++=exhaustless
future ^jjb++++=future.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
their ^pp$+pp3+++=their
energies ^nns++++=energies
no ^at++++=no
longer ^rbr++++=longer
kept ^vbd+++xvbn+=kept
step ^vb++++=step:
: ^zz++++=EXTRAWORD
hers ^pp$$++++=hers
still ^rb++++=still
bounded ^vbd+++xvbn+=bounded
ahead ^rb+pl+++=ahead
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
preempting ^jj+atrb++xvbg+=preempting
unclaimed ^jj+atrb+++=unclaimed
regions ^nns++++=regions
of ^in++++=of
hope ^nn++++=hope
and ^cc++++=and
activity ^nn+nom+++=activity,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
his ^pp$+pp3+++=his
lagged ^vprf+++xvbn+=lagged
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
vainly ^rb++++=vainly
struggling ^vb+++xvbg+=struggling
to ^to+vcmp+++=to
overtake ^vbi++++=overtake
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
married ^vbd+++xvbnx+=married,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
such ^abl++++=such
arrears ^nns++++=arrears
of ^in++++=of
living ^xvbg+++xvbg+=living
to ^to++++=to
make ^vbi++++=make
up ^rp++++=up:
: ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
days ^nns++++=days
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
as ^ql++++=as
bare ^jj++++=bare
as ^in++++=as
the ^ati++++=the
whitewashed ^jj+atrb++xvbn+=whitewashed
school ^nn++++=school-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
forced ^vbd+++xvbnx+=forced
innutritious ^jj+atrb+++=innutritious
facts ^nns++++=facts
upon ^in++++=upon
reluctant ^jj+atrb+++=reluctant
children ^nns++++=children.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
coming ^vbg+++xvbg+=coming
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
in ^rb+phrv+++=in
on ^in++++=on
the ^ati++++=the
slumber ^nn++++=slumber
of ^in++++=of
circumstance ^nn+nom+++=circumstance,
, ^zz++++=EXTRAWORD
widening ^vbg+++xvbg+=widening
the ^ati++++=the
present ^jj+atrb+++=present
till ^cs+sub+++=till
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
the ^ati++++=the
encloser ^nn++++=encloser
of ^in++++=of
remotest ^jjt+atrb+++=remotest
chances ^nns+nom+++=chances.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
imperceptibly ^rb++++=imperceptibly
the ^ati++++=the
horizon ^nn++++=horizon
narrowed ^vbd+++xvbn+=narrowed.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
had ^vb+hv+vrb++=had
a ^at++++=a
grudge ^nn++++=grudge
against ^in++++=against
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
never ^rb++++=never
to ^to++++=to
be ^vbi+vbi+aux++=be
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
spread ^vb+++xvbn+=spread
her ^pp$+pp3+++=her
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
the ^ati++++=the
doctors ^nns++++=doctors
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
that ^tht+vcmp+++=that
six ^cd++++=six
weeks ^nns++++=weeks
of ^in++++=of
mild ^jj+atrb+++=mild
air ^nn++++=air
would ^md+prd+++=would
set ^vb+++xvbn+=set
him ^pp3o+pp3+++=him
right ^jj++++=right;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
this ^dt+dem+++=this
assurance ^nn+nom+++=assurance
was ^vbd+bedz+aux++=was
explained ^vpsv++agls+xvbnx+=explained
as ^ql++++=as
having ^jj+++xvbg+=having
of ^in+emph+++=of
course ^nn+emph"+++=course
included ^vbd+++xvbn+=included
a ^at++++=a
winter ^nn++++=winter
in ^in++++=in
a ^at++++=a
dry ^jj+atrb+++=dry
climate ^nn+nom+++=climate.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
gave ^vbd+++xvbnx+=gave
up ^rb+phrv+++=up
their ^pp$+pp3+++=their
pretty ^rb++++=pretty
house ^npl++++=house,
, ^zz++++=EXTRAWORD
storing ^vbg+++xvbg+=storing
the ^ati++++=the
wedding ^nn++++=wedding
presents ^nns++++=presents
and ^cc++++=and
new ^jj+atrb+++=new
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
Colorado ^np++++=Colorado.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
hated ^vprf+++xvbnx+=hated
it ^pp3+it+++=it
there ^rn+pl+++=there
from ^in++++=from
the ^ati++++=the
first ^rb++++=first.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
knew ^vbd+vprv++xvbn+=knew
her ^pp3o+pp3+++=her
or ^cc++++=or
cared ^vpsv++agls+xvbn+=cared
about ^in++++=about
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
one ^cd1++++=one
to ^to++++=to
wonder ^vbi++++=wonder
at ^in++++=at
the ^ati++++=the
good ^jj+atrb+++=good
match ^nn++++=match
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
envy ^vbi++++=envy
her ^pp3o+pp3+++=her
the ^ati++++=the
new ^jj+atrb+++=new
dresses ^nns+nom+++=dresses
and ^cc++++=and
the ^ati++++=the
visiting ^jj+++xvbg+=visiting-cards
- ^zz++++=EXTRAWORD
cards ^nns++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
still ^rb++++=still
a ^at++++=a
surprise ^nn++++=surprise
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
kept ^vbd+++xvbnx+=kept
growing ^vbg+++xvbg+=growing
worse ^jjr++++=worse.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv+tht0+xvbnx+=felt
herself ^ppl+pp3+++=herself
beset ^vbd+++xvbn+=beset
with ^in++++=with
difficulties ^nns++++=difficulties
too ^rb++++=too
evasive ^jj++++=evasive
to ^to++++=to
be ^vbi+vbi+aux++=be
fought ^vpsv++by+xvbnx+=fought
by ^in++++=by
so ^ql++++=so
direct ^vb+vpub+++=direct
a ^at++++=a
temperament ^nn+nom+++=temperament.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
still ^rb++++=still
loved ^vbd+++xvbn+=loved
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
gradually ^rb+cnj+++=gradually,
, ^zz++++=EXTRAWORD
undefinably ^jj++++=undefinably
ceasing ^jj+++xvbg+=ceasing
to ^to++++=to
be ^vbi++vrb++=be
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
strong ^jj++++=strong,
, ^zz++++=EXTRAWORD
active ^jj++++=active,
, ^zz++++=EXTRAWORD
gently ^rb++++=gently
masterful ^jj++++=masterful:
: ^zz++++=EXTRAWORD
the ^ati++++=the
male ^jj++++=male
whose ^whp+who+++=whose
pleasure ^nn++++=pleasure
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
clear ^vb++++=clear
a ^at++++=a
way ^nn++++=way
through ^in++++=through
the ^ati++++=the
material ^nn++++=material
obstructions ^nns+nom+++=obstructions
of ^in++++=of
life ^nn++++=life;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she
who ^whp+who+++=who
was ^vbd+bedz+vrb++=was
the ^ati++++=the
protector ^nn++++=protector,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
who ^whp+who+whq++=who
must ^md+nec+++=must
be ^vb+be+aux++=be
shielded ^vpsv++agls+xvbnx+=shielded
from ^in++++=from
importunities ^nns+nom+++=importunities
and ^cc++++=and
given ^jj+++xvbn+=given
his ^pp$+pp3+++=his
drops ^nns++++=drops
or ^cc++++=or
his ^pp$+pp3+++=his
beef ^nn++++=beef-juice
- ^zz++++=EXTRAWORD
juice ^nn++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
skies ^nns++++=skies
were ^vbd+bed+aux++=were
falling ^nvbg+++xvbg+=falling.
. ^zz++++=EXTRAWORD
The ^ati++++=The
routine ^nn++++=routine
of ^in++++=of
the ^ati++++=the
sick ^jj++++=sick-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
bewildered ^vbd+++xvbn+=bewildered
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
punctual ^jj++++=punctual
administering ^jj+++xvbg+=administering
of ^in++++=of
medicine ^nn++++=medicine
seemed ^vbd+seem++xvbn+=seemed
as ^ql++++=as
idle ^jj++++=idle
as ^ql++++=as
some ^dti++++=some
uncomprehended ^jj+atrb++xvbn+=uncomprehended
religious ^jj+atrb+++=religious
mummery ^nn+nom+++=mummery.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
warm ^jj+atrb+++=warm
gushes ^nns+++??+=gushes
of ^in++++=of
pity ^nn++++=pity
swept ^vwbn+++xvbn+=swept
away ^rp+pl+++=away
her ^pp$+pp3+++=her
instinctive ^jj+atrb+++=instinctive
resentment ^nn+nom+++=resentment
of ^in++++=of
his ^pp$+pp3+++=his
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
still ^rb++++=still
found ^vbd+vprv+tht0+xvbn+=found
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
self ^nn++++=self
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
as ^ql++++=as
they ^pp3a+pp3+++=they
groped ^vbd+++xvbnx+=groped
for ^in++++=for
each ^dt++++=each
other ^ap++++=other
through ^in++++=through
the ^ati++++=the
dense ^jj++++=dense
medium ^jjb++++=medium
of ^in++++=of
his ^pp$+pp3+++=his
weakness ^nns+nom+++=weakness.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
these ^dt+dem+++=these
moments ^nns+nom+++=moments
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
rare ^jj++++=rare.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
he ^pp3a+pp3+++=he
frightened ^vbd+++xvbnx+=frightened
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
sunken ^jj+atrb+++=sunken
expressionless ^jj+atrb+++=expressionless
face ^nn++++=face
seemed ^vbd+seem++xvbn+=seemed
that ^tht+vcmp+++=that
of ^in++++=of
a ^at++++=a
stranger ^nn+nom+++=stranger;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
weak ^jj+pred+++=weak
and ^cc+phrs+++=and
hoarse ^jj++++=hoarse;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
thin ^jj++++=thin-lipped
- ^zz++++=EXTRAWORD
lipped ^jj+atrb++xvbn+=EXTRAWORD
smile ^nn++++=smile
a ^at++++=a
mere ^jjb+atrb+++=mere
muscular ^jj+atrb+++=muscular
contraction ^nn+nom+++=contraction.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hand ^nn++++=hand
avoided ^vwbn+++xvbn+=avoided
his ^pp$+pp3+++=his
damp ^jj+atrb+++=damp
soft ^jj+atrb+++=soft
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
the ^ati++++=the
familiar ^jj+atrb+++=familiar
roughness ^nns+nom+++=roughness
of ^in++++=of
health ^nn++++=health:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
caught ^vbd+++xvbnx+=caught
herself ^ppl+pp3+++=herself
furtively ^jj++++=furtively
watching ^jj+++xvbg+=watching
him ^pp3o+pp3+++=him
as ^ql++++=as
she ^pp3a+pp3+++=she
might ^md+pos+++=might
have ^vb+hv+aux++=have
watched ^vprf+++xvbnx+=watched
a ^at++++=a
strange ^jj+atrb+++=strange
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
frightened ^vbd+++xvbn+=frightened
her ^pp3o+pp3+++=her
to ^to++++=to
feel ^vbi+vprv+++=feel
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
man ^nn++++=man
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
hours ^nns++++=hours
when ^wrb+who+++=when
to ^to++++=to
tell ^vbi++++=tell
him ^pp3o+pp3+++=him
what ^wdt+who+++=what
she ^pp3a+pp3+++=she
suffered ^vbd+++xvbnx+=suffered
seemed ^vprf+++xvbn+=seemed
the ^ati++++=the
one ^cd1++++=one
escape ^nn++++=escape
from ^in++++=from
her ^pp$+pp3+++=her
fears ^vbz+vprv+++=fears.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^rb++++=in
general ^rb"++++=general
she ^pp3a+pp3+++=she
judged ^vbd+vprv+tht0+xvbnx+=judged
herself ^ppl+pp3+++=herself
more ^rbr++++=more
leniently ^rb+cnj+++=leniently,
, ^zz++++=EXTRAWORD
reflecting ^vbg+vprv++xvbg+=reflecting
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
perhaps ^rb++splt++=perhaps
been ^vprf+ben+vrb+xvbnx+=been
too ^ql++++=too
long ^rb++++=long
alone ^rb++++=alone
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
feel ^vb+vprv+++=feel
differently ^rb++++=differently
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
at ^rb++++=at
home ^nr++++=home
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
her ^pp$+pp3+++=her
robust ^jj+atrb+++=robust
and ^cc+phrs+++=and
buoyant ^jj+atrb+++=buoyant
family ^nn++++=family.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
rejoiced ^vprf+++xvbnx+=rejoiced
when ^wrb+who+++=when
the ^ati++++=the
doctors ^nns++++=doctors
at ^rb++++=at
last ^rb"++++=last
gave ^vbd+++xvbn+=gave
their ^pp$+pp3+++=their
consent ^nn++++=consent
to ^in++++=to
his ^pp$+pp3+++=his
going ^vbg+++xvbg+=going
home ^nr++++=home!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
the ^ati++++=the
decision ^nn++++=decision
meant ^vbd+vprv++xvbn+=meant;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
both ^abx++++=both
knew ^vbd+vprv++xvbn+=knew.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
meant ^vbd+vprv++xvbn+=meant
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
die ^vbi++++=die;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
dressed ^vbd+++xvbnx+=dressed
the ^ati++++=the
truth ^nn++++=truth
in ^in++++=in
hopeful ^jj+atrb+++=hopeful
euphuisms ^nns+nom+++=euphuisms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
times ^nns++++=times,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
joy ^nn++++=joy
of ^in++++=of
preparation ^nn+nom+++=preparation,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
really ^rb+emph+++=really
forgot ^vbd+vprv++xvbn+=forgot
the ^ati++++=the
purpose ^nn++++=purpose
of ^in++++=of
their ^pp$+pp3+++=their
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slipped ^vpsv++agls+xvbn+=slipped
into ^in++++=into
an ^at++++=an
eager ^jj+atrb+++=eager
allusion ^nn++++=allusion
to ^in++++=to
next ^ap++++=next
year ^nn++++=year's
's ^$++++=EXTRAWORD
plans ^nns++++=plans.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
the ^ati++++=the
day ^nn++++=day
of ^in++++=of
leaving ^xvbg+++xvbg+=leaving
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
dreadful ^nn++++=dreadful
fear ^vb++++=fear
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
never ^rb++splt++=never
get ^vb++++=get
away ^rb+phrv+++=away;
; ^zz++++=EXTRAWORD
that ^dt+dem+++=that
somehow ^rb++++=somehow
at ^in++++=at
the ^ati++++=the
last ^jj+atrb+++=last
moment ^nn++++=moment
he ^pp3a+pp3+++=he
would ^md+prd+++=would
fail ^vb++++=fail
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
doctors ^nns++++=doctors
held ^vbd+vprv+tht0+xvbn+=held
one ^pn++++=one
of ^in++++=of
their ^pp$+pp3+++=their
accustomed ^xvbn+++xvbn+=accustomed
treacheries ^nns+nom+++=treacheries
in ^in++++=in
reserve ^nn++++=reserve;
; ^zz++++=EXTRAWORD
