A ^at++++=A
spared ^vbd+++xvbn+=spared,
, ^zz++++=EXTRAWORD
some ^dti++++=some
monument ^nn+nom+++=monument
of ^in++++=of
departed ^xvbn+++xvbn+=departed
days ^nns++++=days
survived ^vbd+++xvbn+=survived.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
the ^ati++++=the
only ^rb+down+++=only
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Amidst ^in++++=Amidst
the ^ati++++=the
warehouse ^nn++++=warehouse
ranges ^nns++++=ranges
some ^dti++++=some
few ^ap++++=few
other ^ap++++=other
dwellings ^nns+nom+++=dwellings
likewise ^rb+cnj+++=likewise
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
street ^npl++++=street's
's ^$++++=EXTRAWORD
transmutation ^nn+nom+++=transmutation
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
yet ^rb++++=yet
complete ^jj++++=complete.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
those ^dt+dem+++=those
old ^jj+atrb+++=old
English ^nn++++=English
friars ^np++++=friars
and ^cc++++=and
nuns ^nns++++=nuns,
, ^zz++++=EXTRAWORD
long ^rb++++=long
haunting ^jj++++=haunting
the ^ati++++=the
ruins ^nns++++=ruins
of ^in++++=of
their ^pp$+pp3+++=their
retreats ^nns++++=retreats
after ^cs+sub+++=after
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
despoiled ^vpsv++agls+xvbnx+=despoiled,
, ^zz++++=EXTRAWORD
so ^ql++++=so
some ^dti++++=some
few ^ap++++=few
strange ^jj+atrb+++=strange
old ^jj+atrb+++=old
gentlemen ^nns++++=gentlemen
and ^cc++++=and
ladies ^nns++++=ladies
still ^rb++++=still
lingered ^vbd+++xvbn+=lingered
in ^in++++=in
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
not ^xnot++not++=not
quit ^vb++++=quit
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
that ^tht+vcmp+++=that
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
emerging ^vbg+++xvbg+=emerging
from ^in++++=from
my ^pp$+pp1+++=my
white ^jj++++=white-blossoming
- ^zz++++=EXTRAWORD
blossoming ^nn++++=EXTRAWORD
orchard ^nn++++=orchard,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
own ^ap++++=own
white ^jj+atrb+++=white
hairs ^nns++++=hairs
and ^cc++++=and
white ^jj+atrb+++=white
ivory ^nn++++=ivory-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
cane ^nn++++=cane
were ^vbd+bed+aux++=were
added ^vpsv++agls+xvbnx+=added
to ^in++++=to
their ^pp$+pp3+++=their
loitering ^jj+atrb++xvbg+=loitering
census ^nn++++=census,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
those ^dt+dem+++=those
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
souls ^nns++++=souls
insanely ^jj++++=insanely
fancied ^jj+++xvbn+=fancied
the ^ati++++=the
ward ^nn++++=ward
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
up ^rp++++=up
the ^ati++++=the
tide ^nn++++=tide
of ^in++++=of
fashion ^nn++++=fashion
setting ^vwbg+++xvbg+=setting
back ^jjb++++=back
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
For ^in++++=For
many ^ap++++=many
years ^nns++++=years
the ^ati++++=the
old ^jj+atrb+++=old
house ^npl++++=house
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
occupied ^vpsv++by+xvbnx+=occupied
by ^in++++=by
an ^at++++=an
owner ^nn++++=owner;
; ^zz++++=EXTRAWORD
those ^dt+dem+++=those
into ^in++++=into
whose ^whp+rel+pied++=whose
hands ^nns++++=hands
it ^pp3+it+++=it
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
having ^xvbg+++xvbg+=having
let ^vb+++xvbn+=let
it ^pp3+it+++=it
out ^rp+pl+++=out
to ^in++++=to
various ^jj+atrb+++=various
shifting ^jj+atrb++xvbg+=shifting
tenants ^nns+nom+++=tenants
; ^zz++++=;
decayed ^jj+atrb++xvbn+=decayed
old ^jj+atrb+++=old
townspeople ^nns++++=townspeople,
, ^zz++++=EXTRAWORD
mysterious ^jj+atrb+++=mysterious
recluses ^nns+++??+=recluses,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
transient ^nn++++=transient,
, ^zz++++=EXTRAWORD
ambiguous ^jj++++=ambiguous-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
foreigners ^nns+nom+++=foreigners.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
from ^in++++=from
certain ^jj+atrb+++=certain
cheap ^jj+atrb+++=cheap
furbishings ^nns+++??+=furbishings
to ^to++++=to
which ^whp+who+++=which
the ^ati++++=the
exterior ^nn++++=exterior
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
subjected ^vpsv++agls+xvbnx+=subjected,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
removing ^jj+++xvbg+=removing
a ^at++++=a
fine ^jj+atrb+++=fine
old ^jj+atrb+++=old
pulpit ^nn++++=pulpit-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
porch ^nn++++=porch
crowning ^jj++++=crowning
the ^ati++++=the
summit ^nn++++=summit
of ^in++++=of
six ^cd++++=six
lofty ^np++++=lofty
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vpsv++agls+xvbn+=set
off ^rb+phrv+++=off
with ^in++++=with
a ^at++++=a
broad ^jj++++=broad-brimmed
- ^zz++++=EXTRAWORD
brimmed ^jj+++xvbn+=EXTRAWORD
sounding ^jj+++xvbg+=sounding-board
- ^zz++++=EXTRAWORD
board ^nn++++=EXTRAWORD
overshadowing ^vwbg+++xvbg+=overshadowing
the ^ati++++=the
whole ^nn++++=whole,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
replacing ^vbg+++xvbg+=replacing
the ^ati++++=the
original ^jj+atrb+++=original
heavy ^jj+atrb+++=heavy
window ^nn++++=window
shutters ^nns+nom+++=shutters
( ^zz++++=(each
each ^dt++++=EXTRAWORD
pierced ^jj+++xvbn+=pierced
with ^in++++=with
a ^at++++=a
crescent ^npl++++=crescent
in ^in++++=in
the ^ati++++=the
upper ^jjb+atrb+++=upper
panel ^nn++++=panel
to ^to++++=to
admit ^vbi+vpub+++=admit
an ^at++++=an
Oriental ^jj++++=Oriental
and ^cc++++=and
moony ^nn+++??+=moony
light ^jj++++=light
into ^in++++=into
the ^ati++++=the
otherwise ^rb+cnj+++=otherwise
shut ^vb+++xvbn+=shut-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
rooms ^nns++++=rooms
of ^in++++=of
a ^at++++=a
sultry ^jj+atrb+++=sultry
morning ^nn++++=morning
in ^in++++=in
July ^nr++++=July)
) ^zz++++=EXTRAWORD
with ^in++++=with
frippery ^nn+nom+++=frippery
Venetian ^np+++??+=Venetian
blinds ^nns++++=blinds
; ^zz++++=;
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
repeat ^nn++++=repeat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
front ^nn++++=front
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
hereby ^rb++++=hereby
presented ^vbd+++xvbn+=presented
an ^at++++=an
incongruous ^jj+atrb+++=incongruous
aspect ^nn++++=aspect,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
graft ^nn+++??+=graft
of ^in++++=of
modernness ^nns+nom+++=modernness
had ^vb+hv+aux++=had
not ^xnot++not++=not
taken ^vbd+++xvbn+=taken
in ^rb+phrv+++=in
its ^pp$+it+++=its
ancient ^jj+atrb+++=ancient
stock ^nn++++=stock;
; ^zz++++=EXTRAWORD
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however
it ^pp3+it+++=it
might ^md+pos+++=might
fare ^vb++++=fare
without ^in+strn+++=without,
, ^zz++++=EXTRAWORD
within ^in++++=within
little ^jj++++=little
or ^cc++++=or
nothing ^pn++++=nothing
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
altered ^vpsv++agls+xvbnx+=altered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cellars ^nns++++=cellars
were ^vbd+bed+vrb++=were
full ^jj+pred+++=full
of ^in++++=of
great ^jj+atrb+++=great
grim ^jj+atrb+++=grim,
, ^zz++++=EXTRAWORD
arched ^jj+atrb++xvbn+=arched
bins ^nns++++=bins
of ^in++++=of
blackened ^jj+atrb+++=blackened
brick ^nn++++=brick,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
like ^in++++=like
the ^ati++++=the
ancient ^jj+atrb+++=ancient
tombs ^nns++++=tombs
of ^in++++=of
Templars ^np+++??+=Templars,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
overhead ^jjb++++=overhead
were ^vbd+bed+aux++=were
shown ^vpsv++agls+xvbnx+=shown
the ^ati++++=the
first ^od++++=first-floor
- ^zz++++=EXTRAWORD
floor ^nn++++=EXTRAWORD
timbers ^nns+nom+++=timbers,
, ^zz++++=EXTRAWORD
huge ^jj++++=huge,
, ^zz++++=EXTRAWORD
square ^nn++++=square,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
massive ^jj++++=massive,
, ^zz++++=EXTRAWORD
all ^abn++++=all
red ^jj+atrb+++=red
oak ^nn++++=oak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^in++++=through
long ^rb++++=long
eld ^nn+++??+=eld,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
rich ^jj+atrb+++=rich
and ^cc+phrs+++=and
Indian ^jj+atrb+++=Indian
color ^nn++++=color.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
large ^jj++++=large
were ^vbd+bed+vrb++=were
those ^dt+dem+++=those
timbers ^nns+nom+++=timbers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
thickly ^rb++++=thickly
ranked ^vbd+++xvbn+=ranked,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
to ^to++++=to
walk ^vbi++++=walk
in ^in++++=in
those ^dt+dem+++=those
capacious ^jj+atrb+++=capacious
cellars ^nns++++=cellars
was ^vbd+bedz+vrb++=was
much ^ap++++=much
like ^in++++=like
walking ^nn++++=walking
along ^in++++=along
a ^at++++=a
line ^nn++++=line-of-battle
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
battle ^nn++++=EXTRAWORD
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
gun ^nn++++=gun-deck.
- ^zz++++=EXTRAWORD
deck ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
rooms ^nns++++=rooms
in ^in++++=in
each ^dt++++=each
story ^nn++++=story
remained ^vbd+++xvbn+=remained
just ^rb+emph+++=just
as ^ql++++=as
they ^pp3a+pp3+++=they
stood ^vbd+++xvbnx+=stood
ninety ^cd++++=ninety
years ^nns++++=years
ago ^rb++++=ago
with ^in++++=with
all ^abn++++=all
their ^pp$+pp3+++=their
heavy ^jj++++=heavy-moulded,
- ^zz++++=EXTRAWORD
moulded ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
wooden ^jj+atrb+++=wooden
cornices ^nns+++??+=cornices,
, ^zz++++=EXTRAWORD
paneled ^jj+atrb++xvbn+=paneled
wainscots ^nns+++??+=wainscots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carved ^vbd+++xvbn+=carved
and ^cc++++=and
inaccessible ^jj+atrb+++=inaccessible
mantels ^nns+++??+=mantels
of ^in++++=of
queer ^jj+atrb+++=queer
horticultural ^jj+atrb+++=horticultural
and ^cc+phrs+++=and
zoological ^jj+atrb+++=zoological
devices ^nns++++=devices.
. ^zz++++=EXTRAWORD
Dim ^jj++++=Dim
with ^in++++=with
longevity ^nn+nom+++=longevity,
, ^zz++++=EXTRAWORD
the ^ati++++=the
very ^ql+amp+++=very
covering ^jj+++xvbg+=covering
of ^in++++=of
the ^ati++++=the
walls ^nns++++=walls
still ^rb++++=still
preserved ^vbd+++xvbn+=preserved
the ^ati++++=the
patterns ^nns++++=patterns
of ^in++++=of
the ^ati++++=the
times ^nns++++=times
of ^in++++=of
Louis ^np++++=Louis
Xvi ^np+++??+=XVI.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
largest ^jjt+atrb+++=largest
parlor ^nn++++=parlor
( ^zz++++=(the
the ^ati++++=EXTRAWORD
drawing ^jj+++xvbg+=drawing-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
daughters ^nns+nom+++=daughters
called ^vbd+++xvbn+=called
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
in ^in++++=in
distinction ^nn+nom+++=distinction
from ^in++++=from
two ^cd++++=two
smaller ^jjr+atrb+++=smaller
parlors ^nns++++=parlors,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think
the ^ati++++=the
distinction ^nn+nom+++=distinction
indispensable ^jj++++=indispensable)
) ^zz++++=EXTRAWORD
the ^ati++++=the
paper ^nn++++=paper
hangings ^nns++++=hangings
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
most ^ql+emph+++=most
gaudy ^jj+atrb+++=gaudy
style ^nn++++=style.
. ^zz++++=EXTRAWORD
Instantly ^rb+tm+++=Instantly
we ^pp1a+pp1+++=we
knew ^vbd+vprv++xvbn+=knew
such ^abl++++=such
paper ^nn++++=paper
could ^md+pos+++=could
only ^rb+down+++=only
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
Paris ^np++++=Paris
genuine ^jj+atrb+++=genuine
Versailles ^np++++=Versailles
paper ^nn++++=paper
the ^ati++++=the
sort ^nn++++=sort
of ^in++++=of
paper ^nn++++=paper
that ^tht+rel+subj++=that
might ^md+pos+++=might
have ^vb+hv+aux++=have
hung ^vprf+++xvbnx+=hung
in ^in++++=in
Marie ^np++++=Marie
Antoinette ^np+nom+++=Antoinette's
's ^$++++=EXTRAWORD
boudoir ^nn++++=boudoir.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
of ^in++++=of
great ^jj+atrb+++=great
diamond ^nn++++=diamond
lozenges ^nns+++??+=lozenges,
, ^zz++++=EXTRAWORD
divided ^xvbn+++xvbn+=divided
by ^in++++=by
massive ^jj+atrb+++=massive
festoons ^nns+++??+=festoons
of ^in++++=of
roses ^nns++++=roses
( ^zz++++=(onions,
onions ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Biddy ^np++++=Biddy
the ^ati++++=the
girl ^nn++++=girl
said ^vbd+vpub+tht0+xvbn+=said
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
wife ^nn++++=wife
soon ^rb+tm+++=soon
changed ^jj+++xvbn+=changed
Biddy ^np++++=Biddy's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
on ^in++++=on
that ^cs+sub+++=that
head ^nn++++=head)
) ^zz++++=EXTRAWORD
; ^zz++++=;
and ^cc+cls+++=and
in ^in++++=in
those ^dt+dem+++=those
lozenges ^nns+++??+=lozenges,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
and ^cc++++=and
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
an ^at++++=an
over ^in++++=over-arbored
- ^zz++++=EXTRAWORD
arbored ^jj+atrb++xvbn+=EXTRAWORD
garden ^nn++++=garden-cage,
- ^zz++++=EXTRAWORD
cage ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
a ^at++++=a
grand ^jj+atrb+++=grand
series ^nn++++=series
of ^in++++=of
gorgeous ^jj+atrb+++=gorgeous
illustrations ^nns+nom+++=illustrations
of ^in++++=of
the ^ati++++=the
natural ^jj+atrb+++=natural
history ^nn++++=history
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
imposing ^jj+++xvbg+=imposing
Parisian ^jj++++=Parisian-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
birds ^nns++++=birds;
; ^zz++++=EXTRAWORD
parrots ^nns++++=parrots,
, ^zz++++=EXTRAWORD
macaws ^nns++++=macaws,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
peacocks ^nns++++=peacocks,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
mostly ^rb++++=mostly
peacocks ^nns++++=peacocks.
. ^zz++++=EXTRAWORD
Real ^jj+atrb+++=Real
Prince ^nn++++=Prince
Esterhazies ^np+++??+=Esterhazies
of ^in++++=of
birds ^nns++++=birds;
; ^zz++++=EXTRAWORD
all ^abn++++=all
rubies ^nns++++=rubies,
, ^zz++++=EXTRAWORD
diamonds ^nns++++=diamonds
and ^cc++++=and
Orders ^nns++++=Orders
of ^in++++=of
the ^ati++++=the
Golden ^jj+atrb+++=Golden
Fleece ^np+++??+=Fleece.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
alas ^uh++++=alas
! ^zz++++=!
the ^ati++++=the
north ^np+pl+++=north
side ^nn++++=side
of ^in++++=of
this ^dt+dem+++=this
old ^jj+atrb+++=old
apartment ^nn+nom+++=apartment
presented ^vwbn+++xvbn+=presented
a ^at++++=a
strange ^jj+atrb+++=strange
look ^nn++++=look;
; ^zz++++=EXTRAWORD
half ^abn++++=half
mossy ^jj++++=mossy
and ^cc++++=and
half ^nn++++=half
mildew ^nn++++=mildew;
; ^zz++++=EXTRAWORD
something ^pn++++=something
as ^in++++=as
ancient ^jj+atrb+++=ancient
forest ^nn++++=forest
trees ^nns++++=trees
on ^in++++=on
their ^pp$+pp3+++=their
north ^np+pl+++=north
sides ^nns++++=sides,
, ^zz++++=EXTRAWORD
to ^to++++=to
which ^whp+who+++=which
particular ^jj+atrb+++=particular
side ^nn++++=side
the ^ati++++=the
moss ^np++++=moss
most ^ql+emph+++=most
clings ^vbz++++=clings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
internal ^jj+atrb+++=internal
decay ^nn++++=decay
first ^rb++++=first
strikes ^vbz++++=strikes.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
the ^ati++++=the
original ^jj+atrb+++=original
resplendence ^nn+nom+++=resplendence
of ^in++++=of
the ^ati++++=the
peacocks ^nns++++=peacocks
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sadly ^rb++splt++=sadly
dimmed ^xvbn+++xvbn+=dimmed
on ^in++++=on
that ^dt+dem+++=that
north ^nr+pl+++=north
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
a ^at++++=a
small ^jj+atrb+++=small
leak ^nn++++=leak
in ^in++++=in
the ^ati++++=the
eaves ^nns++++=eaves,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
rain ^nn++++=rain
had ^vb+hv+aux++=had
slowly ^rb++splt++=slowly
trickled ^vprf+++xvbnx+=trickled
its ^pp$+it+++=its
way ^nn++++=way
down ^in++++=down
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
clean ^jj++++=clean
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
first ^od++++=first
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
leak ^nn++++=leak
the ^ati++++=the
irreverent ^jj+atrb+++=irreverent
tenants ^nns+nom+++=tenants,
, ^zz++++=EXTRAWORD
at ^rb++++=at
that ^dt+dem+++=that
period ^nn++++=period
occupying ^vwbg+++xvbg+=occupying
the ^ati++++=the
premises ^nns++++=premises,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
fit ^jj++++=fit
to ^to+jcmp+++=to
stop ^vbi++++=stop,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think
it ^pp3+it+++=it
worth ^in++++=worth
their ^pp$+pp3+++=their
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
only ^ap+down+++=only
kept ^vprf+++xvbn+=kept
their ^pp$+pp3+++=their
fuel ^nn++++=fuel
and ^cc++++=and
dried ^jj+++xvbn+=dried
their ^pp$+pp3+++=their
clothes ^nns++++=clothes
in ^in++++=in
the ^ati++++=the
parlor ^nn++++=parlor
of ^in++++=of
the ^ati++++=the
peacocks ^nns++++=peacocks.
. ^zz++++=EXTRAWORD
Hence ^rb+cnj+++=Hence
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
glowing ^jj+atrb++xvbg+=glowing
birds ^nns++++=birds
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
princely ^jj+atrb+++=princely
plumage ^nn+nom+++=plumage
bedraggled ^vbd+++xvbn+=bedraggled
in ^in++++=in
a ^at++++=a
dusty ^jj+atrb+++=dusty
shower ^nn++++=shower.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
mournfully ^jj++++=mournfully
their ^pp$+pp3+++=their
starry ^jj+atrb+++=starry
trains ^nns++++=trains
were ^vbd+bed+aux++=were
blurred ^vpsv++agls+xvbnx+=blurred.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
so ^ql++++=so
patiently ^rb++++=patiently
and ^cc+phrs+++=and
so ^rb++++=so
pleasantly ^rb+cnj+++=pleasantly,
, ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there
so ^rb+emph+++=so
ruddily ^jj++++=ruddily
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
hide ^vbi++++=hide
their ^pp$+pp3+++=their
bitter ^jj+atrb+++=bitter
doom ^nn++++=doom,
, ^zz++++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
real ^jj+atrb+++=real
elegance ^nn+nom+++=elegance
still ^rb++++=still
lingered ^vbd+++xvbn+=lingered
in ^in++++=in
their ^pp$+pp3+++=their
shapes ^nns++++=shapes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
full ^jj++++=full,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
seemed ^j+++xvbn+=seemed
