On ^in++++=On
his ^pp$+pp3+++=his
job ^nn++++=job
for ^in++++=for
the ^ati++++=the
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
windy ^jj+atrb+++=windy
day ^nn++++=day
with ^in++++=with
the ^ati++++=the
sun ^nn++++=sun
coming ^vwbg+++xvbg+=coming
out ^rp+pl+++=out
from ^in++++=from
behind ^in+pl+++=behind
clouds ^nns++++=clouds
and ^cc++++=and
then ^rn+tm+++=then
going ^vbg+++xvbg+=going
under ^in++++=under
in ^in++++=in
sprinkles ^nn++++=sprinkles
of ^in++++=of
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
A ^at++++=A
wonderful ^jj+atrb+++=wonderful
day ^nn++++=day
for ^in++++=for
trout ^nns++++=trout
fishing ^vwbg+++xvbg+=fishing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
hotel ^nn++++=hotel
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
about ^in++++=about
the ^ati++++=the
rods ^nns++++=rods.
. ^zz++++=EXTRAWORD
Should ^md+nec+++=Should
his ^pp$+pp3+++=his
wife ^nn++++=wife
come ^vprf+++xvbn+=come
behind ^in+pl+++=behind
with ^in++++=with
the ^ati++++=the
rods ^nns++++=rods?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Peduzzi ^np+++??+=Peduzzi,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
her ^pp$+pp3+++=her
follow ^vb+vprv+++=follow
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
went ^vbd+++xvbn+=went
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
hotel ^nn++++=hotel
and ^cc++++=and
spoke ^vpsv++agls+xvbn+=spoke
to ^in++++=to
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
and ^cc++++=and
Peduzzi ^np+++??+=Peduzzi
started ^vbd+++xvbn+=started
down ^rp++++=down
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
had ^vb+hv+vrb++=had
a ^at++++=a
musette ^nn+nom+++=musette
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
looked ^vbd+++xvbn+=looked
as ^ql++++=as
young ^jj++++=young
as ^in++++=as
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
wearing ^vbg+++xvbgx+=wearing
mountain ^nn++++=mountain
boots ^nns++++=boots
and ^cc++++=and
a ^at++++=a
blue ^jj+atrb+++=blue
beret ^nn++++=beret,
, ^zz++++=EXTRAWORD
start ^vb++++=start
out ^rp+pl+++=out
to ^to++++=to
follow ^vbi+vprv+++=follow
them ^pp3o+pp3+++=them
down ^in++++=down
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
the ^ati++++=the
fishing ^jj+atrb++xvbg+=fishing
rods ^nns++++=rods,
, ^zz++++=EXTRAWORD
unjointed ^j+++xvbn+=unjointed,
, ^zz++++=EXTRAWORD
one ^pn++++=one
in ^in++++=in
each ^dt++++=each
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
her ^pp$+pp3+++=her
to ^to++++=to
be ^vbi++vrb++=be
way ^nn++++=way
back ^rp++++=back
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Signorina ^npt++++=Signorina,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called,
, ^zz++++=EXTRAWORD
winking ^vbg+++xvbg+=winking
at ^in++++=at
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
up ^rp++++=up
here ^rn+pl+++=here
and ^cc++++=and
walk ^nn++++=walk
with ^in++++=with
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Signora ^npt++++=Signora,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
up ^rp++++=up
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
all ^abn++++=all
walk ^nn++++=walk
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
wanted ^vbd+++xvbn+=wanted
them ^pp3o+pp3+++=them
all ^rb++++=all
three ^cd++++=three
to ^to++++=to
walk ^vbi++++=walk
down ^in++++=down
the ^ati++++=the
street ^nn++++=street
of ^in++++=of
Cortina ^np+++??+=Cortina
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wife ^nn++++=wife
stayed ^vbd+++xvbn+=stayed
behind ^in+strn+++=behind,
, ^zz++++=EXTRAWORD
following ^jj+++xvbg+=following
rather ^rb++++=rather
sullenly ^rb++++=sullenly.
. ^zz++++=EXTRAWORD
Signorina ^npt++++=Signorina,
, ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
called ^vbd+++xvbn+=called
tenderly ^rb+cnj+++=tenderly,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
up ^rp++++=up
here ^rn+pl+++=here
with ^in++++=with
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
looked ^vbd+++xvbn+=looked
back ^jjb++++=back
and ^cc+phrs+++=and
shouted ^jj+++xvbn+=shouted
something ^pn++++=something.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wife ^nn++++=wife
stopped ^vbd+++xvbn+=stopped
lagging ^vbg+++xvbg+=lagging
behind ^in+pl+++=behind
and ^cc++++=and
walked ^vbd+++xvbn+=walked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
they ^pp3a+pp3+++=they
met ^vbd+++xvbnx+=met
walking ^vbg+++xvbg+=walking
through ^in++++=through
the ^ati++++=the
main ^jjb+atrb+++=main
street ^nn++++=street
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
Peduzzi ^np+++??+=Peduzzi
greeted ^vbd+++xvbn+=greeted
elaborately ^rb++++=elaborately.
. ^zz++++=EXTRAWORD
Buon ^np+++??+=Buon'
' ^zz++++=EXTRAWORD
d ^zz++++=d
, ^zz++++=,
Arturo ^np+++??+=Arturo'
' ^zz++++=EXTRAWORD
Tipping ^np+++??+=Tipping
his ^pp$+pp3+++=his
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bank ^nn++++=bank
clerk ^nn++++=clerk
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
Fascist ^jj+atrb+++=Fascist
caf ^nn+++??+=caf
. ^zz++++=.
Groups ^nns++++=Groups
of ^in++++=of
three ^cd++++=three
and ^cc++++=and
four ^cd++++=four
people ^nns++++=people
standing ^vwbg+++xvbg+=standing
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
shops ^nns++++=shops
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
three ^cd++++=three.
. ^zz++++=EXTRAWORD
The ^ati++++=The
workmen ^nns++++=workmen
in ^in++++=in
their ^pp$+pp3+++=their
stone ^nn++++=stone-powdered
- ^zz++++=EXTRAWORD
powdered ^jj+atrb++xvbn+=EXTRAWORD
jackets ^nns++++=jackets
working ^vwbg+++xvbg+=working
on ^in++++=on
the ^ati++++=the
foundations ^nns+nom+++=foundations
of ^in++++=of
the ^ati++++=the
new ^jj+atrb+++=new
hotel ^npl++++=hotel
looked ^vbd+++xvbn+=looked
up ^rp++++=up
as ^ql++++=as
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
spoke ^vbd+++xvbn+=spoke
or ^cc+phrs+++=or
gave ^vbd+++xvbn+=gave
any ^dti++++=any
sign ^nn++++=sign
to ^in++++=to
them ^pp3o+pp3+++=them
except ^in++++=except
the ^ati++++=the
town ^nn++++=town
beggar ^nn++++=beggar,
, ^zz++++=EXTRAWORD
lean ^vb++++=lean
and ^cc++++=and
old ^jj++++=old,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
spittle ^nn++++=spittle-thickened
- ^zz++++=EXTRAWORD
thickened ^vprf+++xvbn+=EXTRAWORD
beard ^nn++++=beard,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
hat ^nn++++=hat
as ^ql++++=as
they ^pp3a+pp3+++=they
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
stopped ^vbd+++xvbn+=stopped
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
a ^at++++=a
store ^nn++++=store
with ^in++++=with
the ^ati++++=the
window ^nn++++=window
full ^jj++++=full
of ^in++++=of
bottles ^nns++++=bottles
and ^cc++++=and
brought ^vbd+++xvbn+=brought
his ^pp$+pp3+++=his
empty ^jj+atrb+++=empty
grappa ^nn+++??+=grappa
bottle ^nn++++=bottle
from ^in++++=from
an ^at++++=an
inside ^jjb+atrb+++=inside
pocket ^nn++++=pocket
of ^in++++=of
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
military ^jj+atrb+++=military
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
to ^to++++=to
drink ^vbi++++=drink,
, ^zz++++=EXTRAWORD
some ^dti++++=some
marsala ^np++++=marsala
for ^in++++=for
the ^ati++++=the
Signora ^npt++++=Signora,
, ^zz++++=EXTRAWORD
something ^pn++++=something,
, ^zz++++=EXTRAWORD
something ^pn++++=something
to ^to++++=to
drink ^vbi++++=drink.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gestured ^vbd+++xvbnx+=gestured
with ^in++++=with
the ^ati++++=the
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Marsala ^np+++??+=Marsala,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
like ^in++++=like
marsala ^np++++=marsala,
, ^zz++++=EXTRAWORD
Signorina ^npt++++=Signorina?
? ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
marsala ^np++++=marsala?
? ^zz++++=EXTRAWORD
The ^ati++++=The
wife ^nn++++=wife
stood ^vbd+++xvbn+=stood
sullenly ^rb++++=sullenly.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
play ^vb++++=play
up ^in+cmpx+++=up
to ^in"++++=to
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
a ^at++++=a
word ^nn++++=word
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
drunk ^vpsv++agls+xvbnx+=drunk,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
appeared ^vbd+seem++xvbn+=appeared
not ^xnot++not++=not
to ^to++++=to
hear ^vbi+vprv+++=hear
Peduzzi ^np+++??+=Peduzzi.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
in ^in++++=in
hell ^nn++++=hell
makes ^vbz++++=makes
him ^pp3o+pp3+++=him
say ^vb+vpub+++=say
marsala ^np++++=marsala?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
Max ^np++++=Max
Beerbohm ^np+++??+=Beerbohm
drinks ^nns++++=drinks.
. ^zz++++=EXTRAWORD
Geld ^np+++??+=Geld,
, ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
said ^vbd+vpub++xvbn+=said
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
hold ^nn++++=hold
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman's
's ^$++++=EXTRAWORD
sleeve ^nn++++=sleeve.
. ^zz++++=EXTRAWORD
Lire ^np+++??+=Lire.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled,
, ^zz++++=EXTRAWORD
reluctant ^jj++++=reluctant
to ^to+jcmp+++=to
press ^vb++++=press
the ^ati++++=the
subject ^nn++++=subject
but ^cc++++=but
needing ^vb+++xvbg+=needing
to ^to+vcmp+++=to
bring ^vbi++++=bring
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
into ^in++++=into
action ^nn++++=action.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
book ^nn++++=book
and ^cc++++=and
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
a ^at++++=a
ten ^cd++++=ten
lire ^nn+++??+=lire
note ^nn++++=note.
. ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
went ^vbd+++xvbn+=went
up ^rp++++=up
the ^ati++++=the
steps ^nns++++=steps
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
Specialty ^np+++??+=Specialty
of ^in++++=of
Domestic ^jj+atrb+++=Domestic
and ^cc+phrs+++=and
Foreign ^jj+atrb+++=Foreign
Wines ^nns++++=Wines
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
locked ^vpsv++agls+xvbnx+=locked.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
closed ^vpsv++agls+xvbnx+=closed
until ^in++++=until
two ^cd++++=two,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
passing ^jj+++xvbg+=passing
in ^in++++=in
the ^ati++++=the
street ^npl++++=street
said ^vbd+vpub++xvbn+=said
scornfully ^rb++++=scornfully.
. ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
came ^vbd+++xvbn+=came
down ^in++++=down
the ^ati++++=the
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
hurt ^vbd+++xvbn+=hurt.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
can ^md+pos+++=can
get ^vb++++=get
it ^pp3+it+++=it
at ^in++++=at
the ^ati++++=the
Concordia ^np++++=Concordia.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
walked ^vbd+++xvbnx+=walked
down ^rp++++=down
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
the ^ati++++=the
Concordia ^np++++=Concordia
three ^cd++++=three
abreast ^rb++++=abreast.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
porch ^nn++++=porch
of ^in++++=of
the ^ati++++=the
Concordia ^np++++=Concordia,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
rusty ^np++++=rusty
bobsleds ^nns+++??+=bobsleds
were ^vbd+bed+aux++=were
stacked ^vpsv++agls+xvbnx+=stacked
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
Was ^vbd+bedz+aux++=Was
wollen ^vpsv++agls+xvbnx+=wollen
Sie ^&fw++++=Sie?
? ^zz++++=EXTRAWORD
Peduzzi ^np+++??+=Peduzzi
handed ^vbd+++xvbn+=handed
him ^pp3o+pp3+++=him
the ^ati++++=the
ten ^cd++++=ten
lira ^nn+++??+=lira
note ^nn++++=note
folded ^vbd+++xvbn+=folded
over ^in++++=over
and ^cc++++=and
over ^rb++++=over.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
Anything ^pn++++=Anything.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
embarrassed ^vpsv++agls+xvbnx+=embarrassed.
. ^zz++++=EXTRAWORD
Marsala ^np+++??+=Marsala,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Marsala ^np+++??+=Marsala?
? ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
Concordia ^np++++=Concordia
shut ^vbd+++xvbn+=shut
on ^in++++=on
the ^ati++++=the
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
and ^cc++++=and
the ^ati++++=the
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
marsalas ^nns+++??+=marsalas,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
y ^zz++++=y.
. ^zz++++=EXTRAWORD
g ^zz++++=g.
. ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
girl ^nn++++=girl
behind ^in+pl+++=behind
the ^ati++++=the
pastry ^nn++++=pastry
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean?
? ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
one ^pn++++=one
for ^in++++=for
a ^at++++=a
vecchio ^nn+++??+=vecchio.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
a ^at++++=a
vecchio ^nn+++??+=vecchio,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
getting ^vbg+++xvbg+=getting
down ^in++++=down
the ^ati++++=the
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
poured ^vbd+++xvbnx+=poured
out ^rp+pl+++=out
the ^ati++++=the
three ^cd++++=three
muddy ^jj+atrb+++=muddy
looking ^jj+atrb++xvbg+=looking
drinks ^nns++++=drinks
into ^in++++=into
three ^cd++++=three
glasses ^nns++++=glasses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wife ^nn++++=wife
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
at ^rb++++=at
a ^at++++=a
table ^nn++++=table
under ^in++++=under
the ^ati++++=the
line ^nn++++=line
of ^in++++=of
newspapers ^nns+nom+++=newspapers
on ^in++++=on
sticks ^nns++++=sticks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
y ^zz++++=y.
. ^zz++++=EXTRAWORD
g ^zz++++=g.
. ^zz++++=EXTRAWORD
put ^jj+atrb++xvbn+=put
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
marsalas ^nns+++??+=marsalas
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
as ^rb++splt++=as
well ^rb++++=well
drink ^vb++++=drink
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
it ^pp3+it+++=it'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
and ^cc+phrs+++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
y ^zz++++=y.
. ^zz++++=EXTRAWORD
g ^zz++++=g.
. ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
outside ^jjb++++=outside
the ^ati++++=the
door ^nn++++=door
with ^in++++=with
a ^at++++=a
glass ^nn++++=glass
for ^in++++=for
Peduzzi ^np+++??+=Peduzzi
but ^cc++++=but
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
pastry ^nn++++=pastry
room ^nn++++=room
carrying ^vwbg+++xvbg+=carrying
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
a ^at++++=a
quart ^nn++++=quart
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
is ^vbz+bez+vrb++=is
a ^at++++=a
quarter ^nn++++=quarter
litre ^nn++++=litre?
? ^zz++++=EXTRAWORD
the ^ati++++=the
y ^zz++++=y.
. ^zz++++=EXTRAWORD
g ^zz++++=g.
. ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
the ^ati++++=the
bianco ^nn+++??+=bianco?
? ^zz++++=EXTRAWORD
One ^cd1++++=One
lira ^nn+++??+=lira.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
marsala ^np++++=marsala.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
these ^dt+dem+++=these
two ^cd++++=two
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
giving ^vbg+++xvbg+=giving
her ^pp$+pp3+++=her
his ^pp$+pp3+++=his
own ^ap++++=own
glass ^nn++++=glass
and ^cc++++=and
the ^ati++++=the
one ^cd1++++=one
poured ^vbd+++xvbn+=poured
for ^in++++=for
Peduzzi ^np+++??+=Peduzzi.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
filled ^vbd+++xvbnx+=filled
the ^ati++++=the
