My ^pp$+pp1+++=My
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
this ^dt+dem+++=this
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
call ^vbi++++=call
him ^pp3o+pp3+++=him
loudly ^rb++++=loudly.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah!"
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
come ^vb++++=come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
seventeenth ^od++++=seventeenth
chapter ^nn++++=chapter
will ^md+prd+++=will
never ^rb++++=never
be ^vb+be+aux++=be
finished ^vpsv++agls+xvbnx+=finished!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^in++++=At
which ^whp+rel+pied++=which
exact ^jj+atrb+++=exact
moment ^nn++++=moment
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
saw ^vbd+vprv+tht0+xvbnx+=saw
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
overcome ^xvbn+++xvbn+=overcome
by ^in++++=by
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
fled ^vbd+++xvbnx+=fled
to ^in++++=to
her ^pp3o+pp3+++=her
mother ^npt++++=mother's
's ^$++++=EXTRAWORD
protection ^nn+nom+++=protection
and ^cc++++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
blind ^jj+atrb+++=blind
belief ^nn++++=belief
that ^tht+ncmp+++=that
inside ^jjb++++=inside
the ^ati++++=the
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
the ^ati++++=the
big ^jj+atrb+++=big
man ^nn++++=man
carried ^vbd+++xvbn+=carried,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
perhaps ^rb++++=perhaps
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
other ^ap++++=other
children ^nns++++=children
like ^in++++=like
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pedlar ^nn+++??+=pedlar
meanwhile ^rb++++=meanwhile
entered ^vbd+++xvbn+=entered
my ^pp$+pp1+++=my
doorway ^nn++++=doorway
and ^cc++++=and
greeted ^vbd+++xvbn+=greeted
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
smiling ^jj+atrb++xvbg+=smiling
face ^nn++++=face.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
precarious ^jj++++=precarious
was ^vbd+bedz+vrb++=was
the ^ati++++=the
position ^nn+nom+++=position
of ^in++++=of
my ^pp$+pp1+++=my
hero ^nn++++=hero
and ^cc++++=and
my ^pp$+pp1+++=my
heroine ^nn++++=heroine,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
first ^od++++=first
impulse ^nn++++=impulse
was ^vbd+bedz+aux++=was
to ^to++++=to
stop ^vbi++++=stop
and ^cc+phrs+++=and
buy ^vb++++=buy
something ^pn++++=something,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
the ^ati++++=the
man ^nn++++=man
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
called ^vpsv++agls+xvbnx+=called.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
some ^dti++++=some
small ^jj+atrb+++=small
purchases ^nns++++=purchases,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
conversation ^nn+nom+++=conversation
began ^vbd+++xvbn+=began
about ^in++++=about
Abdurrahman ^np+nom++??+=Abdurrahman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Russians ^nn++++=Russians,
, ^zz++++=EXTRAWORD
the ^ati++++=the
English ^nn++++=English,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Frontier ^nn+nom+++=Frontier
Policy ^nn++++=Policy.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
leave ^vb++++=leave,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked:
: ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
where ^wrb+who+++=where
is ^vbz+bez+vrb++=is
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
thinking ^vbg+vprv++xvbg+=thinking
that ^tht+vcmp+++=that
Mini ^np+++??+=Mini
must ^md+nec+++=must
get ^vb++++=get
rid ^xvbn+++xvbn+=rid
of ^in++++=of
her ^pp$+pp3+++=her
false ^jj+atrb+++=false
fear ^nn++++=fear,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
her ^pp$+pp3+++=her
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
by ^in++++=by
my ^pp$+pp1+++=my
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah
and ^cc++++=and
his ^pp$+pp3+++=his
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
offered ^vbd+++xvbnx+=offered
her ^pp$+pp3+++=her
nuts ^nns++++=nuts
and ^cc++++=and
raisins ^nns++++=raisins,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
be ^vb+be+aux++=be
tempted ^vpsv++agls+xvbnx+=tempted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^ap+down+++=only
clung ^vprf+++xvbn+=clung
the ^ati++++=the
closer ^rbr++++=closer
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
her ^pp3o+pp3+++=her
doubts ^nns++++=doubts
increased ^vbd+++xvbn+=increased.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
first ^rb++++=first
meeting ^nvbg+++xvbg+=meeting.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
many ^ap++++=many
days ^nns++++=days
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
leaving ^vbg+++xvbgx+=leaving
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
startled ^vpsv++agls+xvbnx+=startled
to ^to++++=to
find ^vbi+vprv+++=find
Mini ^np+++??+=Mini,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
near ^in+pl+++=near
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
and ^cc+phrs+++=and
talking ^vbg+++xvbg+=talking,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
great ^jj+atrb+++=great
Cabuliwallah ^np+++??+=Cabuliwallah
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
In ^in++++=In
all ^abn++++=all
her ^pp3o+pp3+++=her
life ^nn++++=life,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
small ^jj+atrb+++=small
daughter ^nn+nom+++=daughter
had ^vb+hv+aux++=had
never ^rb++splt++=never
found ^vprf+++xvbnx+=found
so ^ql++++=so
patient ^nn++++=patient
a ^at++++=a
listener ^nn+nom+++=listener,
, ^zz++++=EXTRAWORD
save ^cs+sub+++=save
her ^pp3o+pp3+++=her
father ^npt++++=father.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
already ^rb++++=already
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
her ^pp$+pp3+++=her
little ^ap++++=little
sari ^nn++++=sari
was ^vbd+bedz+aux++=was
stuffed ^vpsv++agls+xvbnx+=stuffed
with ^in++++=with
almonds ^nns++++=almonds
and ^cc++++=and
raisins ^nns++++=raisins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gift ^nn++++=gift
of ^in++++=of
her ^pp$+pp3+++=her
visitor ^nn++++=visitor.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
give ^vb++++=give
her ^pp$+pp3+++=her
those ^dt+pdem+++=those?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
taking ^vbg+++xvbg+=taking
out ^rp+pl+++=out
an ^at++++=an
eight ^cd++++=eight-anna
- ^zz++++=EXTRAWORD
anna ^np++++=EXTRAWORD
bit ^nn++++=bit,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
handed ^vbd+++xvbnx+=handed
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
accepted ^vbd+vprv++xvbn+=accepted
the ^ati++++=the
money ^nn++++=money
without ^in++++=without
demur ^vb++++=demur,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slipped ^vbd+++xvbn+=slipped
it ^pp3+it+++=it
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
Alas ^uh++++=Alas,
, ^zz++++=EXTRAWORD
on ^in++++=on
my ^pp$+pp1+++=my
return ^nn++++=return
an ^at++++=an
hour ^nn++++=hour
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
the ^ati++++=the
unfortunate ^jj+atrb+++=unfortunate
coin ^nn++++=coin
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
twice ^rb++++=twice
its ^pp$+it+++=its
own ^ap++++=own
worth ^nn++++=worth
of ^in++++=of
trouble ^nn++++=trouble!
! ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
it ^pp3+it+++=it
to ^in++++=to
Mini ^np+++??+=Mini;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
catching ^vbg+++xvbg+=catching
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
bright ^nn++++=bright
round ^in++++=round
object ^nn++++=object,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
pounced ^vprf+++xvbnx+=pounced
on ^in++++=on
the ^ati++++=the
child ^nn++++=child
with ^in+strn+++=with:
: ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
that ^cs+sub+++=that
eight ^cd++++=eight-anna
- ^zz++++=EXTRAWORD
anna ^np++++=EXTRAWORD
bit ^nn++++=bit?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mini ^np+++??+=Mini
cheerfully ^rb++++=cheerfully.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
her ^pp3o+pp3+++=her
mother ^npt++++=mother
much ^ap++++=much
shocked ^jj+++xvbn+=shocked.
. ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini!
! ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
could ^md+pos+++=could
you ^pp2+pp2+++=you
take ^vb++++=take
it ^pp3+it+++=it
from ^in++++=from
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
entering ^vbg+++xvbg+=entering
at ^rb++++=at
the ^ati++++=the
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
saved ^xvbn+++xvbn+=saved
her ^pp$+pp3+++=her
from ^in++++=from
impending ^jj+atrb+++=impending
disaster ^nn+nom+++=disaster,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
proceeded ^vbd+++xvbn+=proceeded
to ^to++++=to
make ^vbi++++=make
my ^pp$+pp1+++=my
own ^ap++++=own
inquiries ^nns++++=inquiries.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
first ^od++++=first
or ^cc++++=or
second ^od++++=second
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
two ^cd++++=two
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Cabuliwallah ^np+++??+=Cabuliwallah
had ^vbd+hvd+aux++=had
overcome ^vprf+++xvbnx+=overcome
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
first ^od++++=first
terror ^nn++++=terror
by ^in++++=by
a ^at++++=a
judicious ^jj+atrb+++=judicious
bribery ^nn+nom+++=bribery
of ^in++++=of
nuts ^nns++++=nuts
and ^cc++++=and
almonds ^nns++++=almonds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
were ^vbd+bed+vrb++=were
now ^rn+tm+++=now
great ^jj+atrb+++=great
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had
many ^ap++++=many
quaint ^jj+atrb+++=quaint
jokes ^nns++++=jokes,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
afforded ^vwbn+++xvbn+=afforded
them ^pp3o+pp3+++=them
much ^rb++++=much
