A ^at++++=A
with ^in++++=with
what ^wdt+who+++=what
seemed ^vbd+seem+tht0+xvbn+=seemed
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
gates ^nns++++=gates
of ^in++++=of
Gaza ^np+++??+=Gaza
on ^in++++=on
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
hurrah ^uh++++=hurrah,
, ^zz++++=EXTRAWORD
stump ^nn++++=stump
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
impatiently ^rb++++=impatiently
turning ^nvbg+++xvbg+=turning
round ^in++++=round
every ^at++++=every
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
the ^ati++++=the
black ^nn++++=black's
's ^vbz+bez+vrb++0=EXTRAWORD
staggering ^jj++++=staggering
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
skiff ^nn+++??+=skiff,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
perceived ^vbd+vprv++xvbnx+=perceived
that ^tht+vcmp+++=that
the ^ati++++=the
great ^jj+atrb+++=great
gate ^nn++++=gate
of ^in++++=of
Gaza ^np+++??+=Gaza
was ^vbd+bedz+aux++=was
transformed ^vpsv++agls+xvbnx+=transformed
into ^in++++=into
a ^at++++=a
huge ^jj++++=huge,
, ^zz++++=EXTRAWORD
shabby ^jj+atrb+++=shabby,
, ^zz++++=EXTRAWORD
oblong ^jj+atrb+++=oblong
box ^nn++++=box,
, ^zz++++=EXTRAWORD
hermetically ^rb++++=hermetically
sealed ^vbd+++xvbn+=sealed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sphinx ^nn+++??+=sphinx-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
blankness ^nns+nom+++=blankness
of ^in++++=of
the ^ati++++=the
box ^nn++++=box
quadrupled ^vbd+++xvbn+=quadrupled
the ^ati++++=the
mystery ^nn+nom+++=mystery
in ^in++++=in
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
apparatus ^nn++++=apparatus,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
in ^in++++=in
amazement ^nn+nom+++=amazement.
. ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
a ^at++++=a
battered ^jj+++xvbn+=battered
old ^jj++++=old
dry ^jj++++=dry-goods
- ^zz++++=EXTRAWORD
goods ^nns++++=EXTRAWORD
box ^nn++++=box,
, ^zz++++=EXTRAWORD
nailed ^xvbn+++xvbn+=nailed
up ^rp++++=up.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
is ^vbz+bez+vrb++=is
this ^dt+dem+++=this
the ^ati++++=the
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
to ^to++++=to
make ^vbi++++=make
you ^pp2+pp2+++=you
a ^at++++=a
million ^cd++++=million
of ^in++++=of
dollars ^nns++++=dollars
ere ^nn+++??+=ere
the ^ati++++=the
year ^nn++++=year
be ^vb+be+vrb++=be
out ^rp+pl+++=out
? ^zz++++=?
What ^wdt+who+++=What
a ^at++++=a
forlorn ^jj++++=forlorn-looking,
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
lack ^nn++++=lack-lustre,
- ^zz++++=EXTRAWORD
lustre ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
ash ^nn++++=ash-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
skiff ^nn+++??+=skiff!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
to ^in++++=to
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
without ^in++++=without
heeding ^xvbg+++xvbg+=heeding
my ^pp$+pp1+++=my
boyish ^jj+atrb+++=boyish
disdain ^nn++++=disdain.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
grizzled ^jj++++=grizzled-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
cherub ^nn+++??+=cherub
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
in ^in++++=in
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
carefully ^rb++++=carefully!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
that ^dt+dem+++=that
box ^nn++++=box
bursts ^nns++++=bursts,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
everlasting ^jj+atrb+++=everlasting
fortune ^nn++++=fortune
collapses ^nns+++??+=collapses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bursts?
bursts ^nns++++=EXTRAWORD
? ^zz++++=EXTRAWORD
collapses ^vbz+++??+=collapses?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
in ^in++++=in
alarm ^nn++++=alarm.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
full ^jj++++=full
of ^in++++=of
combustibles ^nns+++??+=combustibles
? ^zz++++=?
Quick ^jj++++=Quick,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
further ^jjb+atrb+++=further
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
boat ^nn++++=boat
! ^zz++++=!"
" ^zz++++=EXTRAWORD
" ^zz++++="Sit
sit ^vb++++=EXTRAWORD
still ^jj+pred+++=still,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
simpleton ^nn+++??+=simpleton!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Jump
jump ^vb++++=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hold ^nn++++=hold
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
box ^nn++++=box
like ^in++++=like
grim ^jj+atrb+++=grim
death ^nn++++=death
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
shove ^nn++++=shove
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
Carefully ^rb++++=Carefully!
! ^zz++++=EXTRAWORD
carefully ^rb++++=carefully!
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
dunderheaded ^vbd+++xvbn+=dunderheaded
black ^jj++++=black!
! ^zz++++=EXTRAWORD
Mind ^nn++++=Mind
t ^zz++++=t'other
'other ^jjr+atrb+++0=EXTRAWORD
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
box ^nn++++=box,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say!
! ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
destroy ^vbi++++=destroy
the ^ati++++=the
box ^nn++++=box?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Duyvel
duyvel ^nn+++??+=EXTRAWORD
take ^vb++++=take
te ^nn++++=te
pox ^nn++++=pox
! ^zz++++=!"
" ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
old ^jj+atrb+++=old
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
Dutch ^nn++++=Dutch
African ^jj++++=African.
. ^zz++++=EXTRAWORD
" ^zz++++="De
de ^&fw++++=EXTRAWORD
pox ^nn++++=pox
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
my ^pp$+pp1+++=my
cuss ^nns+++??+=cuss
for ^in++++=for
de ^&fw++++=de
ten ^cd++++=ten
long ^jj++++=long
' ^zz++++='ear."
ear ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
off ^in+pl+++=off
take ^vb++++=take
an ^at++++=an
oar ^nn++++=oar,
, ^zz++++=EXTRAWORD
youngster ^nn+nom+++=youngster
; ^zz++++=;
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
clinch ^nn+++??+=clinch
the ^ati++++=the
box ^nn++++=box
fast ^nn++++=fast.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
we ^pp1a+pp1+++=we
go ^vb++++=go
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Carefully ^rb++++=Carefully!
! ^zz++++=EXTRAWORD
carefully ^rb++++=carefully!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You,
, ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
stop ^vb++++=stop
shaking ^jj+++xvbg+=shaking
the ^ati++++=the
box ^nn++++=box
! ^zz++++=!
Easy ^jj++++=Easy
! ^zz++++=!
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
big ^jj+atrb+++=big
snag ^nn++++=snag.
. ^zz++++=EXTRAWORD
Pull ^vb++++=Pull
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Hurrah ^np+++??+=Hurrah!
! ^zz++++=EXTRAWORD
deep ^jj+atrb+++=deep
water ^nn++++=water
at ^rb++++=at
last ^rb"++++=last!
! ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
give ^vb++++=give
way ^nn++++=way,
, ^zz++++=EXTRAWORD
youngster ^nn+nom+++=youngster,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
island ^nn++++=island."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
island ^nn++++=island!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
island ^nn++++=island
hereabouts ^rb+pl+++=hereabouts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
ten ^cd++++=ten
miles ^nns++++=miles
above ^in+pl+++=above
the ^ati++++=the
bridge ^nn++++=bridge,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
determinately ^jj++++=determinately.
. ^zz++++=EXTRAWORD
" ^zz++++="Ten
ten ^cd++++=EXTRAWORD
miles ^nns++++=miles
off ^in+strn+++=off!
! ^zz++++=EXTRAWORD
Pull ^vb++++=Pull
that ^cs+sub+++=that
old ^jj++++=old
dry ^jj++++=dry-goods
- ^zz++++=EXTRAWORD
goods ^nns++++=EXTRAWORD
box ^nn++++=box
ten ^cd++++=ten
miles ^nns++++=miles
up ^rp++++=up
the ^ati++++=the
river ^nn++++=river
in ^in++++=in
this ^dt+dem+++=this
blazing ^jj+atrb+++=blazing
sun ^nn++++=sun?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
say ^vb+vpub+++=say,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
firmly ^rb+cnj+++=firmly,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
Quash ^vb+++??+=Quash
Island ^nn++++=Island."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mercy,
mercy ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
uncle ^nn++++=uncle!
! ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
of ^in++++=of
this ^dt+dem+++=this
great ^jj++++=great
long ^rb++++=long
pull ^vb++++=pull
of ^in++++=of
ten ^cd++++=ten
mortal ^jj+atrb+++=mortal
miles ^nns++++=miles
in ^in++++=in
this ^dt+dem+++=this
fiery ^jj+atrb+++=fiery
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
juggled ^vprf+++xvbnx+=juggled
me ^pp1o+pp1+++=me
into ^in++++=into
the ^ati++++=the
skiff ^nn+++??+=skiff
so ^ql+emph+++=so
easy ^jj++++=easy.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
box ^nn++++=box?
? ^zz++++=EXTRAWORD
paving ^jj+++xvbg+=paving-stones?
- ^zz++++=EXTRAWORD
stones ^nns++++=EXTRAWORD
? ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
how ^wrb+who+whcl++=how
the ^ati++++=the
skiff ^nn+++??+=skiff
settles ^vbz++++=settles
down ^rp++++=down
under ^in++++=under
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
pull ^vb++++=pull
a ^at++++=a
box ^nn++++=box
of ^in++++=of
paving ^xvbg+++xvbg+=paving-stones
- ^zz++++=EXTRAWORD
stones ^nns++++=EXTRAWORD
ten ^cd++++=ten
miles ^nns++++=miles.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
pulling ^xvbg+++xvbg+=pulling
' ^zz++++='em?"
em ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
simpleton ^nn+++??+=simpleton,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
quoth ^nn+++??+=quoth
my ^pp$+pp1+++=my
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
pausing ^vbg+++xvbg+=pausing
upon ^in++++=upon
his ^pp$+pp3+++=his
suspended ^vbd+++xvbn+=suspended
oar ^nn++++=oar.
. ^zz++++=EXTRAWORD
" ^zz++++="Stop
stop ^vb++++=EXTRAWORD
rowing ^nvbg+++xvbg+=rowing,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
ye ^pp2+pp2+++=ye!
! ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
share ^vbi++++=share
in ^in++++=in
the ^ati++++=the
glory ^nn++++=glory
of ^in++++=of
my ^pp$+pp1+++=my
experiment ^nn+nom+++=experiment;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
wholly ^rb++++=wholly
indifferent ^jj+pred+++=indifferent
to ^in++++=to
halving ^nn++++=halving
its ^pp$+it+++=its
immortal ^jj+atrb+++=immortal
renown ^nn++++=renown
; ^zz++++=;
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
care ^vb+vprv+++=care
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
present ^vb++++=present
at ^rb++++=at
the ^ati++++=the
first ^od++++=first
trial ^nn++++=trial
of ^in++++=of
my ^pp$+pp1+++=my
Great ^jj+atrb+++=Great
Hydraulichydrostatic ^np+++??+=HydraulicHydrostatic
Apparatus ^nn++++=Apparatus
for ^in++++=for
draining ^xvbg+++xvbg+=draining
swamps ^nns++++=swamps
and ^cc++++=and
marshes ^nns++++=marshes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
converting ^jj+++xvbg+=converting
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
rate ^nn++++=rate
of ^in++++=of
one ^cd1++++=one
acre ^nn++++=acre
the ^ati++++=the
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
into ^in++++=into
fields ^nns++++=fields
more ^rbr++++=more
fertile ^jj++++=fertile
than ^in++++=than
those ^dt+dem+++=those
of ^in++++=of
the ^ati++++=the
Genesee ^np+++??+=Genesee
; ^zz++++=;
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
care ^vb+vprv+++=care
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
repeat ^nn++++=repeat,
, ^zz++++=EXTRAWORD
to ^in++++=to
have ^vbi++vrb++=have
this ^dt+dem+++=this
proud ^jj+atrb+++=proud
thing ^nn++++=thing
to ^to++++=to
tell ^vbi++++=tell
in ^in++++=in
far ^rb+pl+++=far
future ^jjb+atrb+++=future
days ^nns++++=days,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
poor ^jj++++=poor
old ^jj++++=old
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
long ^rb++++=long
dead ^jj++++=dead
and ^cc++++=and
gone ^vbd+++xvbn+=gone,
, ^zz++++=EXTRAWORD
boy ^nn++++=boy
to ^in++++=to
your ^pp$+pp2+++=your
children ^nns++++=children
and ^cc++++=and
your ^pp$+pp2+++=your
children ^nns++++=children's
's ^$++++=EXTRAWORD
children ^nns++++=children;
; ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
case ^nn++++=case,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
free ^jj+pred+++=free
to ^to+jcmp+++=to
land ^vb++++=land
forthwith ^rb++++=forthwith."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
uncle ^nn++++=uncle!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
mean ^vb+vprv+++=mean
" ^zz++++="No
no ^at++++=EXTRAWORD
words ^nns++++=words,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir!
! ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
take ^vb++++=take
his ^pp$+pp3+++=his
oar ^nn++++=oar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
help ^nn++++=help
pull ^vb++++=pull
him ^pp3o+pp3+++=him
ashore ^rb+pl+++=ashore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^uh++++=dear
uncle ^nn++++=uncle;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
declare ^vb+vpub+++=declare
to ^in++++=to
you ^pp2+pp2+++=you
that ^cs+sub+++=that
" ^zz++++="
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
syllable ^nn++++=syllable,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
cast ^vprf+++xvbnx+=cast
open ^jj+atrb+++=open
scorn ^nn++++=scorn
upon ^in++++=upon
the ^ati++++=the
Great ^jj++++=Great
Hydraulic ^jj++++=Hydraulic-Hydrostatic
- ^zz++++=EXTRAWORD
hydrostatic ^jj+atrb+++=EXTRAWORD
Apparatus ^nn++++=Apparatus.
. ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
him ^pp3o+pp3+++=him
ashore ^rb+cnj+++=ashore,
, ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
shallow ^jj++++=shallow
here ^rn+pl+++=here
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Jump ^vb++++=Jump
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Yorpy ^np+++??+=Yorpy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wade ^np++++=wade
with ^in++++=with
him ^pp3o+pp3+++=him
ashore ^rb+pl+++=ashore."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
good ^jj++++=good,
, ^zz++++=EXTRAWORD
kind ^nn++++=kind
uncle ^nn++++=uncle,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
but ^cc++++=but
pardon ^nn++++=pardon
me ^pp1o+pp1+++=me
this ^dt+dem+++=this
one ^cd1++++=one
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
say ^vb+vpub+tht0++=say
nothing ^pn++++=nothing
about ^in++++=about
the ^ati++++=the
apparatus ^nn++++=apparatus."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
