By ^in++++=BY
this ^dt+dem+++=this
apocryphal ^jj+atrb+++=apocryphal
period ^nn++++=period,
, ^zz++++=EXTRAWORD
flourished ^j+++xvbn+=flourished
Pelayo ^np+++??+=PELAYO,
, ^zz++++=EXTRAWORD
the ^ati++++=the
deliverer ^nn+nom+++=deliverer
of ^in++++=of
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
name ^nn++++=name,
, ^zz++++=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
of ^in++++=of
William ^np++++=William
Wallace ^np++++=Wallace,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
ever ^rb++++=ever
be ^vb+be+aux++=be
linked ^vpsv++agls+xvbnx+=linked
with ^in++++=with
the ^ati++++=the
glory ^nn++++=glory
of ^in++++=of
his ^pp$+pp3+++=his
country ^nn++++=country,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
linked ^vwbn+++xvbn+=linked,
, ^zz++++=EXTRAWORD
in ^in++++=in
like ^in++++=like
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
bond ^nn++++=bond
in ^in++++=in
which ^whp+rel+pied++=which
fact ^nn++++=fact
and ^cc++++=and
fiction ^nn+nom+++=fiction
are ^vb+ber+aux++=are
inextricably ^rb++splt++=inextricably
interwoven ^vpsv++agls+xvbnx+=interwoven.
. ^zz++++=EXTRAWORD
The ^ati++++=The
quaint ^jj+atrb+++=quaint
old ^jj+atrb+++=old
chronicle ^nn++++=chronicle
of ^in++++=of
the ^ati++++=the
Moor ^npl++++=Moor
Rasis ^np+++??+=Rasis,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
wild ^jj++++=wild
and ^cc+phrs+++=and
fanciful ^jj++++=fanciful
in ^in++++=in
the ^ati++++=the
extreme ^nn++++=extreme,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
frequently ^rb++splt++=frequently
drawn ^vpsv++agls+xvbnx+=drawn
upon ^in++++=upon
for ^in++++=for
early ^jj+atrb+++=early
facts ^nns++++=facts
by ^in++++=by
Spanish ^jj+atrb+++=Spanish
historians ^nns++++=historians,
, ^zz++++=EXTRAWORD
professes ^nns+nom+++=professes
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
birth ^nn++++=birth,
, ^zz++++=EXTRAWORD
parentage ^nn+nom+++=parentage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whole ^jj+atrb+++=whole
course ^nn++++=course
of ^in++++=of
fortune ^nn++++=fortune
of ^in++++=of
Pelayo ^np+++??+=Pelayo,
, ^zz++++=EXTRAWORD
without ^in++++=without
the ^ati++++=the
least ^rbt++++=least
doubt ^nn++++=doubt
or ^cc++++=or
hesitation ^nn+nom+++=hesitation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
makes ^vbz++++=makes
him ^pp3o+pp3+++=him
a ^at++++=a
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
Duke ^nn++++=Duke
of ^in++++=of
Cantabria ^np+++??+=Cantabria,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
descended ^vbd+++xvbn+=descended,
, ^zz++++=EXTRAWORD
both ^abx++++=both
by ^in++++=by
father ^nn++++=father
and ^cc++++=and
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
side ^nn++++=side,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
Gothic ^jj+atrb+++=Gothic
kings ^nns++++=kings
of ^in++++=of
Spain ^np++++=Spain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
pass ^vb++++=pass
over ^rb+phrv+++=over
the ^ati++++=the
romantic ^jj+atrb+++=romantic
story ^nn++++=story
of ^in++++=of
his ^pp$+pp3+++=his
childhood ^nn+nom+++=childhood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shall ^md+prd+++=shall
content ^vb++++=content
myself ^ppl+pp1+++=myself
with ^in++++=with
a ^at++++=a
scene ^nn++++=scene
of ^in++++=of
his ^pp$+pp3+++=his
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
spent ^vpsv++agls+xvbnx+=spent
in ^in++++=in
a ^at++++=a
castle ^nn++++=castle
among ^in++++=among
the ^ati++++=the
Pyrenees ^nns+nom+++=Pyrenees,
, ^zz++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
eye ^nn++++=eye
of ^in++++=of
his ^pp$+pp3+++=his
widowed ^jj+++xvbn+=widowed
and ^cc+phrs+++=and
noble ^jj++++=noble-minded
- ^zz++++=EXTRAWORD
minded ^jj+atrb++xvbn+=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
caused ^vbd+++xvbn+=caused
him ^pp3o+pp3+++=him
to ^to++++=to
be ^vbi+vbi+aux++=be
instructed ^vpsv++agls+xvbnx+=instructed
in ^in++++=in
everything ^pn++++=everything
befitting ^vbg+++xvbg+=befitting
a ^at++++=a
cavalier ^np+nom+++=cavalier
of ^in++++=of
gentle ^jj+atrb+++=gentle
birth ^nn++++=birth.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
sons ^nns++++=sons
of ^in++++=of
the ^ati++++=the
nobility ^nn+nom+++=nobility
were ^vbd+bed+aux++=were
revelling ^nvbg+++xvbg+=revelling
amid ^in++++=amid
the ^ati++++=the
pleasures ^nns++++=pleasures
of ^in++++=of
a ^at++++=a
licentious ^jj+atrb+++=licentious
court ^nn++++=court,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sunk ^xvbn+++xvbn+=sunk
in ^cs+sub+++=in
that ^cs"++++=that
vicious ^jj+atrb+++=vicious
and ^cc+phrs+++=and
effeminate ^jj+atrb+++=effeminate
indulgence ^nn+nom+++=indulgence
which ^whp+rel+subj++=which
led ^vbd+++xvbn+=led
to ^in++++=to
the ^ati++++=the
perdition ^nn+nom+++=perdition
of ^in++++=of
unhappy ^jj+atrb+++=unhappy
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
the ^ati++++=the
youthful ^jj+atrb+++=youthful
Pelayo ^np+++??+=Pelayo,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
rugged ^jj+atrb+++=rugged
mountain ^nn++++=mountain
school ^nn++++=school,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
steeled ^vpsv++agls+xvbnx+=steeled
to ^in++++=to
all ^abn++++=all
kinds ^nns++++=kinds
of ^in++++=of
hardy ^np++++=hardy
exercise ^nn++++=exercise.
. ^zz++++=EXTRAWORD
A ^at++++=A
great ^jj+atrb+++=great
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
time ^nn++++=time
was ^vbd+bedz+aux++=was
spent ^vpsv++agls+xvbnx+=spent
in ^in++++=in
hunting ^xvbg+++xvbg+=hunting
the ^ati++++=the
bears ^nns++++=bears,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wild ^jj+atrb+++=wild
boars ^nns+++??+=boars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wolves ^nps++++=wolves,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
the ^ati++++=the
Pyrenees ^nns+nom+++=Pyrenees
abounded ^vbd+++xvbn+=abounded;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb++++=so
purely ^rb++++=purely
and ^cc+phrs+++=and
chastely ^rb++++=chastely
was ^vbd+bedz+aux++=was
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
up ^rb+cnj+++=up,
, ^zz++++=EXTRAWORD
by ^in++++=by
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
lady ^npt++++=lady
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
ancient ^jj+atrb+++=ancient
chronicle ^nn++++=chronicle
from ^in++++=from
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
draw ^vb++++=draw
my ^pp$+pp1+++=my
facts ^nns++++=facts
may ^md+pos+++=may
be ^vb+be+aux++=be
relied ^vpsv++agls+xvbnx+=relied
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
attained ^vprf+++xvbnx+=attained
his ^pp$+pp3+++=his
one ^cd1++++=one-and-twentieth
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
twentieth ^od++++=EXTRAWORD
year ^nn++++=year,
, ^zz++++=EXTRAWORD
without ^in++++=without
having ^xvbg+++xvbg+=having
once ^rb+tm+++=once
sighed ^vbd+++xvbn+=sighed
for ^in++++=for
woman ^nn++++=woman!
! ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
hardy ^jj+atrb+++=hardy
contests ^nns++++=contests
confined ^vwbn+++xvbn+=confined
to ^in++++=to
the ^ati++++=the
wild ^jj+atrb+++=wild
beasts ^nns++++=beasts
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
Occasionally ^rb++++=Occasionally
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
contend ^vb+vpub+++=contend
with ^in++++=with
adversaries ^nns++++=adversaries
of ^in++++=of
a ^at++++=a
more ^rbr++++=more
formidable ^jj+atrb+++=formidable
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skirts ^nns++++=skirts
and ^cc++++=and
defiles ^nns+++??+=defiles
of ^in++++=of
these ^dt+dem+++=these
border ^nn++++=border
mountains ^nns++++=mountains
were ^vbd+bed+aux++=were
often ^rb++splt++=often
infested ^vprf+++xvbn+=infested
by ^in++++=by
marauders ^nns+nom+++=marauders
from ^in++++=from
the ^ati++++=the
Gallic ^np+++??+=Gallic
plains ^npls++++=plains
of ^in++++=of
Gascony ^np+++??+=Gascony.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Gascons ^np+++??+=Gascons,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
an ^at++++=an
old ^jj+atrb+++=old
chronicler ^nn+nom+++=chronicler,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
a ^at++++=a
people ^nns++++=people
who ^whp+rel+subj++=who
used ^vbd+++xvbn+=used
smooth ^jj+atrb+++=smooth
words ^nns++++=words
when ^wrb+who+++=when
expedient ^jj++++=expedient,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
force ^nn++++=force
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
power ^nn++++=power,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
lay ^vbi++++=lay
their ^pp$+pp3+++=their
hands ^nns++++=hands
on ^in++++=on
every ^at++++=every
thing ^nn++++=thing
they ^pp3a+pp3+++=they
met ^vbd+++xvbnx+=met.
. ^zz++++=EXTRAWORD
Though ^rb+cnj+++=Though
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
proud ^jj+pred+++=proud;
; ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
one ^cd1++++=one
who ^whp+rel+subj++=who
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
pride ^nn++++=pride
himself ^ppl+pp3+++=himself
on ^in++++=on
being ^xvbg+++xvbg+=being
a ^at++++=a
hijo ^nn+++??+=hijo-dalgo,
- ^zz++++=EXTRAWORD
dalgo ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
son ^nn++++=son
of ^in++++=of
somebody ^pn++++=somebody.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
a ^at++++=a
band ^nn++++=band
of ^in++++=of
these ^dt+dem+++=these
needy ^jj+atrb+++=needy
hijodalgos ^nns+++??+=hijodalgos
of ^in++++=of
Gascony ^np+++??+=Gascony,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
Arnaud ^np+++??+=Arnaud,
, ^zz++++=EXTRAWORD
a ^at++++=a
broken ^jj+++xvbn+=broken-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
cavalier ^np+nom+++=cavalier.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
and ^cc++++=and
four ^cd++++=four
of ^in++++=of
his ^pp$+pp3+++=his
followers ^nns+nom+++=followers
were ^vbd+bed+aux++=were
well ^rb++splt++=well
armed ^vpsv++agls+xvbnx+=armed
and ^cc++++=and
mounted ^jj+++xvbn+=mounted;
; ^zz++++=EXTRAWORD
the ^ati++++=the
rest ^nn++++=rest
were ^vbd+bed+vrb++=were
a ^at++++=a
set ^nn+++xvbn+=set
of ^in++++=of
scamper ^jjr++++=scamper-grounds
- ^zz++++=EXTRAWORD
grounds ^nns++++=EXTRAWORD
on ^in++++=on
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
furnished ^j+++xvbn+=furnished
with ^in++++=with
darts ^nns+++??+=darts
and ^cc++++=and
javelins ^nns+++??+=javelins.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
the ^ati++++=the
terror ^nn++++=terror
of ^in++++=of
the ^ati++++=the
border ^nn++++=border;
; ^zz++++=EXTRAWORD
here ^rn+pl+++=here
today ^nr+tm+++=to-day
and ^cc++++=and
gone ^vprf+++xvbn+=gone
to ^to++++=to-morrow;
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
in ^in++++=in
one ^cd1++++=one
pass ^nn++++=pass,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
in ^in++++=in
another ^dt++++=another.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
would ^md+prd+++=would
make ^vb++++=make
sudden ^jj+atrb+++=sudden
inroads ^nns++++=inroads
into ^in++++=into
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
scour ^vb++++=scour
the ^ati++++=the
roads ^nns++++=roads,
, ^zz++++=EXTRAWORD
plunder ^nn++++=plunder
the ^ati++++=the
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+vrb++=were
over ^in++++=over
the ^ati++++=the
mountains ^nns++++=mountains
and ^cc++++=and
far ^rb+pl+++=far
away ^rp+pl+++=away
before ^cs+sub+++=before
a ^at++++=a
force ^nn++++=force
could ^md+pos+++=could
be ^vb+be+aux++=be
collected ^vpsv++agls+xvbnx+=collected
to ^to++++=to
pursue ^vbi++++=pursue
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
wealthy ^jj++++=wealthy
burgher ^jjr++++=burgher
of ^in++++=of
Bordeaux ^np++++=Bordeaux,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
merchant ^nn+nom+++=merchant,
, ^zz++++=EXTRAWORD
trading ^nvbg+++xvbg+=trading
with ^in++++=with
Biscay ^np+++??+=Biscay,
, ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
out ^rp+pl+++=out
on ^in++++=on
a ^at++++=a
journey ^nn++++=journey
for ^in++++=for
that ^dt+dem+++=that
province ^nn++++=province.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
sojourn ^vb++++=sojourn
there ^rn+pl+++=there
for ^in++++=for
a ^at++++=a
season ^nn++++=season,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
with ^in++++=with
him ^pp3o+pp3+++=him
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
goodly ^jj+atrb+++=goodly
dame ^np++++=dame,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
a ^at++++=a
gentle ^jj+atrb+++=gentle
damsel ^nn++++=damsel,
, ^zz++++=EXTRAWORD
of ^in++++=of
marriageable ^jj+atrb+++=marriageable
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exceeding ^vbg+++xvbg+=exceeding
fair ^jj++++=fair
to ^to++++=to
look ^vbi++++=look
upon ^in+strn+++=upon.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
attended ^vpsv++by+xvbnx+=attended
by ^in++++=by
a ^at++++=a
trusty ^jj+atrb+++=trusty
clerk ^nn++++=clerk
from ^in++++=from
his ^pp$+pp3+++=his
comptoir ^nn+++??+=comptoir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
man ^nn++++=man
servant ^nn+nom+++=servant;
; ^zz++++=EXTRAWORD
while ^cs+sub+++=while
another ^dt++++=another
servant ^nn+nom+++=servant
led ^vbd+++xvbn+=led
a ^at++++=a
hackney ^np++++=hackney,
, ^zz++++=EXTRAWORD
laden ^j+++xvbn+=laden
with ^in++++=with
bags ^nns++++=bags
of ^in++++=of
money ^nn++++=money,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
purchase ^vb++++=purchase
merchandise ^nn++++=merchandise.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
Gascons ^np+++??+=Gascons
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
this ^dt+dem+++=this
wealthy ^jj+atrb+++=wealthy
merchant ^nn+nom+++=merchant
and ^cc++++=and
his ^pp$+pp3+++=his
convoy ^nn++++=convoy
passing ^vwbg+++xvbg+=passing
through ^in++++=through
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
thanked ^vbd+++xvbnx+=thanked
their ^pp$+pp3+++=their
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
considered ^vbd+vprv++xvbnx+=considered
all ^abn++++=all
peaceful ^jj+atrb+++=peaceful
men ^nns++++=men
of ^in++++=of
traffic ^nn++++=traffic
as ^in++++=as
lawful ^nn++++=lawful
spoil ^vb++++=spoil,
, ^zz++++=EXTRAWORD
sent ^xvbn+++xvbn+=sent
by ^in++++=by
providence ^nn+nom+++=providence
for ^in++++=for
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
hidalgos ^nns+++??+=hidalgos
like ^in++++=like
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
of ^in++++=of
valor ^np++++=valor
and ^cc++++=and
gentle ^jj+atrb+++=gentle
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
lived ^vpsv++by+xvbn+=lived
by ^in++++=by
the ^ati++++=the
sword ^nn++++=sword.
. ^zz++++=EXTRAWORD
Placing ^nvbg+++xvbg+=Placing
themselves ^ppls+pp3+++=themselves
in ^in++++=in
ambush ^nn+++??+=ambush,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
lonely ^nn++++=lonely
defile ^vb++++=defile,
, ^zz++++=EXTRAWORD
by ^in++++=by
which ^whp+rel+pied++=which
the ^ati++++=the
travellers ^nns+nom+++=travellers
had ^md"++pmd"++=had
to ^md+nec+++=to
pass ^vb++++=pass,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
silently ^rb++++=silently
awaited ^vbd+++xvbn+=awaited
their ^pp$+pp3+++=their
coming ^nvbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
beheld ^nn+++??+=beheld
them ^pp3o+pp3+++=them
approaching ^jj+++xvbg+=approaching.
. ^zz++++=EXTRAWORD
The ^ati++++=The
merchant ^nn+nom+++=merchant
was ^vbd+bedz+vrb++=was
a ^at++++=a
fair ^nn++++=fair,
, ^zz++++=EXTRAWORD
portly ^jj+atrb+++=portly
man ^nn++++=man,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
buff ^nn++++=buff
surcoat ^nn+++??+=surcoat
and ^cc++++=and
velvet ^nn++++=velvet
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
looks ^nns++++=looks
bespoke ^nn+++??+=bespoke
the ^ati++++=the
good ^jj+atrb+++=good
cheer ^nn++++=cheer
of ^in++++=of
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
mounted ^vpsv++agls+xvbnx+=mounted
on ^in++++=on
a ^at++++=a
stately ^jj++++=stately,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well-fed
- ^zz++++=EXTRAWORD
fed ^jj+atrb++xvbn+=EXTRAWORD
steed ^nn++++=steed,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
daughter ^nn+nom+++=daughter
paced ^vbd+++xvbn+=paced
gently ^rb++++=gently
on ^in++++=on
palfreys ^nns+++??+=palfreys
by ^in++++=by
his ^pp$+pp3+++=his
side ^nn++++=side.
. ^zz++++=EXTRAWORD
The ^ati++++=The
travellers ^nns+nom+++=travellers
had ^vbd+hvd+aux++=had
advanced ^vprf+++xvbnx+=advanced
some ^dti++++=some
