There ^ex+pex+++=There
generally ^rb+down+++=generally
did ^vbd+dod+vrb++=did
as ^ql++++=as
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
bid ^nn++++=bid.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
scarcely ^rb+down+++=scarcely
had ^vb+hv+aux++=had
she ^pp3a+pp3+++=she
succeeded ^vbd+++xvbnx+=succeeded
in ^in++++=in
getting ^xvbg+++xvbg+=getting
them ^pp3o+pp3+++=them
settled ^vbd+++xvbn+=settled
in ^in++++=in
their ^pp$+pp3+++=their
new ^jj+atrb+++=new
home ^nr++++=home
when ^wrb+who+++=when
Margaret ^np++++=Margaret,
, ^zz++++=EXTRAWORD
another ^dt++++=another
of ^in++++=of
her ^pp$+pp3+++=her
daughters ^nns+nom+++=daughters,
, ^zz++++=EXTRAWORD
died ^j+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sent ^vbd+++xvbn+=sent
four ^cd++++=four
more ^ql++++=more
children ^nns++++=children
to ^in++++=to
her ^pp3o+pp3+++=her
mother ^npt++++=mother
to ^to++++=to
be ^vbi+vbi+aux++=be
taken ^vpsv++agls+xvbnx+=taken
care ^nn++++=care
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman
scarcely ^rb+down+++=scarcely
knew ^vbd+vprv++xvbn+=knew
where ^wrb+who+whcl++=where
to ^to++++=to
keep ^vbi++++=keep
this ^dt+dem+++=this
new ^jj+atrb+++=new
flock ^nn++++=flock
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
her ^pp3o+pp3+++=her
fold ^npl++++=fold,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
already ^rb++++=already
full ^jj+pred+++=full;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
matter ^nn++++=matter
over ^in++++=over
and ^cc++++=and
finally ^rb++++=finally
decided ^vbd+vprv+tht0+xvbn+=decided
she ^pp3a+pp3+++=she
must ^md+nec+++=must
build ^vb++++=build
an ^at++++=an
addition ^nn+nom+++=addition
to ^in++++=to
her ^pp3o+pp3+++=her
house ^npl++++=house.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
hired ^vbd+++xvbnx+=hired
a ^at++++=a
carpenter ^nn+nom+++=carpenter
and ^cc++++=and
built ^vwbn+++xvbn+=built
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
" ^zz++++="lean-to"
lean ^vb++++=EXTRAWORD
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
" ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
right ^nn++++=right
of ^in++++=of
her ^pp3o+pp3+++=her
cottage ^npl+nom+++=cottage,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
it ^pp3+it+++=it
just ^rb+emph+++=just
big ^jj++++=big
enough ^qlp++++=enough
to ^to++++=to
accommodate ^nn+nom+++=accommodate
the ^ati++++=the
four ^cd++++=four
new ^jj+atrb+++=new
members ^nns+nom+++=members
of ^in++++=of
her ^pp$+pp3+++=her
family ^nn++++=family.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
completed ^vpsv++agls+xvbnx+=completed
her ^pp3o+pp3+++=her
house ^npl++++=house
looked ^vbd+++xvbn+=looked
very ^ql+amp+++=very
much ^ap++++=much
as ^ql++++=as
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does
in ^in++++=in
this ^dt+dem+++=this
picture ^nn++++=picture.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
four ^cd++++=four
little ^ap++++=little
cots ^nns+++??+=cots
in ^in++++=in
her ^pp$+pp3+++=her
new ^jj+atrb+++=new
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
sighed ^vbd+++xvbnx+=sighed
contentedly ^rb+cnj+++=contentedly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
all ^rb++++=all
the ^ati++++=the
babies ^nns++++=babies
are ^vb+ber+aux++=are
taken ^vpsv++agls+xvbnx+=taken
care ^nn++++=care
of ^in++++=of
and ^cc++++=and
will ^md+prd+++=will
be ^vb+be+vrb++=be
comfortable ^jj+pred+++=comfortable
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
grow ^vb++++=grow
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
much ^ap++++=much
more ^rbr++++=more
difficult ^jj++++=difficult
to ^to+jcmp+++=to
manage ^vbi++++=manage
nine ^cd++++=nine
small ^jj+atrb+++=small
children ^nns++++=children
than ^in++++=than
five ^cd++++=five;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
often ^rb++++=often
led ^vwbn+++xvbn+=led
each ^ppls++++=each
other ^ap++++=other
into ^in++++=into
mischief ^nn++++=mischief,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
flower ^nn++++=flower
beds ^nns++++=beds
began ^vbd+++xvbn+=began
to ^to++++=to
be ^vbi+vbi+aux++=be
trampled ^vpsv++agls+xvbnx+=trampled
upon ^in++++=upon
and ^cc++++=and
the ^ati++++=the
green ^jj+atrb+++=green
grass ^nn++++=grass
to ^to++++=to
be ^vbi+vbi+aux++=be
worn ^vpsv++agls+xvbnx+=worn
under ^in++++=under
the ^ati++++=the
constant ^nn++++=constant
tread ^vb++++=tread
of ^in++++=of
little ^jj+atrb+++=little
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
furniture ^nn++++=furniture
to ^to++++=to
show ^vbi+vprv+++=show
a ^ap++++=a
good ^ap"++++=good
many ^ap"++++=many
scratches ^nns++++=scratches
and ^cc++++=and
bruises ^nns++++=bruises.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
continued ^vbd+++xvbn+=continued
to ^to++++=to
look ^vbi++++=look
after ^in+ppvb+++=after
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
able ^jj+pred+++=able,
, ^zz++++=EXTRAWORD
until ^in++++=until
Sarah ^np++++=Sarah,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
third ^od++++=third
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
also ^rb++++=also
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
more ^ql++++=more
children ^nns++++=children
were ^vbd+bed+aux++=were
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
their ^pp$+pp3+++=their
grandmother ^nn+nom+++=grandmother
to ^to++++=to
be ^vbi+vbi+aux++=be
brought ^vpsv++agls+xvbnx+=brought
up ^rb+phrv+++=up.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman
was ^vbd+bedz+aux++=was
nearly ^rb+down+splt++=nearly
distracted ^vpsv++agls+xvbnx+=distracted
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
of ^in++++=of
this ^dt+dem+++=this
new ^jj+atrb+++=new
addition ^nn+nom+++=addition
to ^in++++=to
her ^pp$+pp3+++=her
family ^nn++++=family,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
give ^vb++++=give
way ^nn++++=way
to ^to++++=to
despair ^vbi++++=despair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sent ^vbd+++xvbnx+=sent
for ^in++++=for
the ^ati++++=the
carpenter ^nn+nom+++=carpenter
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
him ^pp3o+pp3+++=him
build ^nn++++=build
another ^dt++++=another
addition ^nn+nom+++=addition
to ^in++++=to
her ^pp3o+pp3+++=her
house ^npl++++=house,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
picture ^nn++++=picture
shows ^nns++++=shows.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
three ^cd++++=three
new ^jj+atrb+++=new
cots ^nns+++??+=cots
in ^in++++=in
the ^ati++++=the
new ^jj+atrb+++=new
part ^nn++++=part
for ^in++++=for
the ^ati++++=the
babies ^nns++++=babies
to ^to++++=to
sleep ^vbi++++=sleep
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
arrived ^vbd+++xvbnx+=arrived
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
just ^rb+emph+++=just
as ^ql++++=as
cozy ^np++++=cozy
and ^cc++++=and
comfortable ^jj++++=comfortable
as ^ql++++=as
peas ^nns++++=peas
in ^in++++=in
a ^at++++=a
pod ^nn+++??+=pod.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grandmother ^nn+nom+++=grandmother
was ^vbd+bedz+vrb++=was
a ^at++++=a
lively ^jj+atrb+++=lively
old ^jj+atrb+++=old
woman ^nn++++=woman
for ^in++++=for
one ^pn++++=one
of ^in++++=of
her ^pp$+pp3+++=her
years ^nns++++=years,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
her ^pp$+pp3+++=her
time ^nn++++=time
now ^rn+tm+++=now
fully ^rb+amp+++=fully
occupied ^vbd+++xvbn+=occupied
in ^in++++=in
cooking ^xvbg+++xvbg+=cooking
the ^ati++++=the
meals ^nns++++=meals
for ^in++++=for
her ^pp$+pp3+++=her
twelve ^cd++++=twelve
small ^jj+atrb+++=small
grandchildren ^nn++++=grandchildren,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mending ^vbg+++xvbg+=mending
their ^pp$+pp3+++=their
clothes ^nns++++=clothes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
washing ^nvbg+++xvbg+=washing
their ^pp$+pp3+++=their
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
undressing ^nvbg+++xvbg+=undressing
them ^pp3o+pp3+++=them
at ^in++++=at
night ^nn++++=night
and ^cc++++=and
dressing ^nvbg+++xvbg+=dressing
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
a ^at++++=a
dozen ^cd++++=dozen
of ^in++++=of
babies ^nns++++=babies
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
you ^pp2+pp2+++=you
consider ^nn+nom+++=consider
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
about ^in++++=about
the ^ati++++=the
same ^ap++++=same
age ^nn++++=age
you ^pp2+pp2+++=you
will ^md+prd+++=will
realize ^vb+vprv+++=realize
what ^wdt+who+whcl++=what
a ^at++++=a
large ^jj+atrb+++=large
family ^nn++++=family
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
fully ^rb+amp+++=fully
her ^pp$+pp3+++=her
time ^nn++++=time
was ^vbd+bedz+aux++=was
occupied ^vpsv++agls+xvbnx+=occupied
in ^in++++=in
caring ^nn++++=caring
for ^in++++=for
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
matter ^nn++++=matter
worse ^jjr++++=worse,
, ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
fourth ^od++++=fourth
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
named ^vpsv++agls+xvbnx+=named
Abigail ^np+++??+=Abigail,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
took ^vbd+++xvbn+=took
sick ^jj++++=sick
and ^cc+phrs+++=and
died ^jj+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
also ^rb++++=also
had ^vb+hv+vrb++=had
four ^cd++++=four
small ^jj+atrb+++=small
children ^nns++++=children
that ^tht+rel+subj++=that
must ^md+nec+++=must
be ^vb+be+aux++=be
cared ^vpsv++agls+xvbnx+=cared
for ^in+ppvb+++=for
in ^in++++=in
some ^dti++++=some
way ^nn++++=way.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
taken ^vprf+++xvbn+=taken
the ^ati++++=the
other ^ap++++=other
twelve ^cd++++=twelve,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
well ^jj+pred+++=well
refuse ^vb++++=refuse
to ^to+vcmp+++=to
adopt ^vbi++++=adopt
these ^dt+dem+++=these
little ^jj+atrb+++=little
orphans ^nns+nom+++=orphans
also ^rb++++=also.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
may ^md+pos+++=may
as ^rb++++=as
well ^rb++++=well
have ^vb+hv+vrb++=have
sixteen ^cd++++=sixteen
as ^in++++=as
a ^at++++=a
dozen ^cd++++=dozen,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh;
; ^zz++++=EXTRAWORD
" ^zz++++="they
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=will
drive ^vb++++=drive
me ^pp1o+pp1+++=me
crazy ^jj++++=crazy
some ^dti++++=some
day ^nn++++=day,
, ^zz++++=EXTRAWORD
anyhow ^rb+cnj+++=anyhow,
, ^zz++++=EXTRAWORD
so ^ql++++=so
a ^ap++++=a
few ^ap"++++=few
more ^ql++++=more
will ^md+prd+++=will
not ^xnot++not++=not
matter ^nn++++=matter
at ^rb++++=at
all ^abn++++=all!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^ql++++=more
she ^pp3a+pp3+++=she
sent ^vbd+++xvbnx+=sent
for ^in++++=for
the ^ati++++=the
carpenter ^nn+nom+++=carpenter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bade ^vbd+++xvbn+=bade
him ^pp3o+pp3+++=him
build ^vb++++=build
a ^at++++=a
third ^nn++++=third
addition ^nn+nom+++=addition
to ^in++++=to
the ^ati++++=the
house ^nn++++=house;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
completed ^vpsv++agls+xvbnx+=completed
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added
four ^cd++++=four
more ^ql++++=more
cots ^nns+++??+=cots
to ^in++++=to
the ^ati++++=the
dozen ^cd++++=dozen
that ^dt+pdem+++=that
were ^vbd+bed+vrb++=were
already ^rb++++=already
in ^in++++=in
use ^nn++++=use.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
presented ^vwbn+++xvbn+=presented
a ^at++++=a
very ^ql+amp+++=very
queer ^jj+atrb+++=queer
appearance ^nn+nom+++=appearance
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
mind ^vb++++=mind
that ^tht+vcmp+++=that
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
the ^ati++++=the
babies ^nns++++=babies
were ^vbd+bed+vrb++=were
comfortable ^jj+pred+++=comfortable.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
not ^xnot++not++=not
have ^md"++pmd"++=have
to ^md+nec+++=to
build ^vb++++=build
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
