One ^cd1++++=One
returning ^vbg+++xvbg+=returning,
, ^zz++++=EXTRAWORD
bore ^j+++xvbn+=bore
me ^pp1o+pp1+++=me
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
A ^at++++=A
blindness ^nns+nom+++=blindness,
, ^zz++++=EXTRAWORD
a ^at++++=a
vague ^jj+atrb+++=vague
sense ^nn++++=sense
of ^in++++=of
suffocation ^nn+nom+++=suffocation,
, ^zz++++=EXTRAWORD
an ^at++++=an
uncertain ^jj+atrb+++=uncertain
effort ^nn++++=effort
of ^in++++=of
instinct ^nn++++=instinct
to ^to++++=to
regain ^vbi++++=regain
my ^pp$+pp1+++=my
hold ^nn++++=hold
upon ^in++++=upon
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
a ^at++++=a
flight ^nn++++=flight
through ^in++++=through
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
a ^at++++=a
soft ^jj+atrb+++=soft
fall ^nn++++=fall
upon ^in++++=upon
the ^ati++++=the
sand ^nn++++=sand--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
thus ^rb+cnj+++=thus
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
saved ^vpsv++agls+xvbnx+=saved;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
still ^rb++++=still
held ^vbd+vprv++xvbn+=held
in ^in++++=in
my ^pp$+pp1+++=my
hand ^nn++++=hand
the ^ati++++=the
weapon ^nn++++=weapon
with ^in++++=with
which ^whp+rel+pied++=which
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
friend ^nn++++=friend
had ^vbd+hvd+aux++=had
dealt ^vprf+++xvbnx+=dealt
me ^pp1o+pp1+++=me
the ^ati++++=the
blow ^nn++++=blow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
Afterwards ^rb+cnj+++=Afterwards,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
room ^nn++++=room
at ^in++++=at
Monterey ^np+++??+=Monterey,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
broke ^vbd+++xvbnx+=broke
it ^pp3+it+++=it
and ^cc++++=and
found ^vpsv++agls+xvbn+=found
within ^in++++=within
it ^pp3+it+++=it
a ^at++++=a
writing ^jj+++xvbg+=writing
of ^in++++=of
uncommon ^jj+atrb+++=uncommon
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
After ^in++++=After
weeks ^nns++++=weeks
of ^in++++=of
study ^nn++++=study
and ^cc++++=and
deciphering ^jj+++xvbg+=deciphering
( ^zz++++=(for
for ^in++++=EXTRAWORD
age ^nn++++=age
and ^cc++++=and
imperfect ^jj+atrb+++=imperfect
execution ^nn+nom+++=execution
made ^vbd+++xvbn+=made
the ^ati++++=the
task ^nn++++=task
serious ^jj++++=serious
and ^cc++++=and
the ^ati++++=the
result ^nn++++=result
uncertain ^jj++++=uncertain),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
together ^rb+phrv+++=together
such ^abl++++=such
fragments ^nns+nom+++=fragments
of ^in++++=of
it ^pp3+it+++=it
as ^ql++++=as
had ^vb+hv+vrb++=had
the ^ati++++=the
semblance ^nn+nom+++=semblance
of ^in++++=of
coherence ^nn+nom+++=coherence;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
the ^ati++++=the
sea ^nn++++=sea
in ^in++++=in
its ^pp$+it+++=its
travail ^nn+++??+=travail
had ^vbd+hvd+aux++=had
yielded ^vprf+++xvbnx+=yielded
up ^rp++++=up
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
strangest ^jjt+atrb+++=strangest
mysteries ^nns+nom+++=mysteries.
. ^zz++++=EXTRAWORD
No ^at++++=No
hope ^nn++++=hope
of ^in++++=of
a ^at++++=a
profitable ^jj+atrb+++=profitable
answer ^nn++++=answer
to ^in++++=to
this ^dt+dem+++=this
earnest ^nn++++=earnest
cry ^nn++++=cry
for ^in++++=for
help ^nn++++=help
prompts ^vbz++++=prompts
its ^pp$+it+++=its
publication ^nn+nom+++=publication;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
brought ^vpsv++agls+xvbnx+=brought
forth ^np++++=forth
rather ^rb++++=rather
to ^to++++=to
show ^vbi+vprv+++=show
a ^at++++=a
novel ^nn++++=novel
and ^cc++++=and
fearful ^jj+atrb+++=fearful
form ^nn++++=form
of ^in++++=of
human ^jj+atrb+++=human
suffering ^nvbg+++xvbg+=suffering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
also ^rb++++=also
to ^to++++=to
give ^vbi++++=give
knowledge ^nn++++=knowledge
possibly ^rb++++=possibly
to ^in++++=to
some ^dti++++=some
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be
yet ^rb++++=yet
alive ^jj+pred+++=alive,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
rather ^rb++splt++=rather
know ^vb+vprv+++=know
the ^ati++++=the
worst ^nn++++=worst
than ^in++++=than
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^nvbg+++xvbg+=following
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
my ^pp$+pp1+++=my
labor ^nn++++=labor
has ^vbz+hvz+aux++=has
accomplished ^vprf+++xvbnx+=accomplished:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
Amasa ^np+++??+=Amasa
D ^zz++++=D.
. ^zz++++=EXTRAWORD
Keating ^np+++??+=Keating,
, ^zz++++=EXTRAWORD
an ^at++++=an
unhappy ^jj+atrb+++=unhappy
wretch ^nn++++=wretch,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
with ^in++++=with
many ^ap++++=many
others ^aps++++=others,
, ^zz++++=EXTRAWORD
am ^vb+bem+aux++=am
suffering ^vbg+++xvbgx+=suffering
an ^at++++=an
extraordinary ^jj++++=extraordinary
kind ^rb++++=kind
of ^rb"++++=of
torture ^nn++++=torture;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
great ^np++++=great
is ^vbz+bez+vrb++=is
the ^ati++++=the
mental ^jj+atrb+++=mental
disturbance ^nn+nom+++=disturbance
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
suffer ^vb++++=suffer,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
fear ^vb++++=fear
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
make ^vb++++=make
an ^at++++=an
intelligent ^jj+atrb+++=intelligent
report ^nn++++=report.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
but ^cc++++=but
just ^rb+emph+++=just
from ^in++++=from
a ^at++++=a
scene ^nn++++=scene
of ^in++++=of
inconceivable ^jj+atrb+++=inconceivable
terrors ^nns++++=terrors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
man ^nn++++=man
of ^in++++=of
some ^dti++++=some
education ^nn+nom+++=education
and ^cc++++=and
usually ^rb+down+++=usually
equal ^jj++++=equal
to ^in++++=to
the ^ati++++=the
task ^nn++++=task
of ^in++++=of
intelligent ^jj+atrb+++=intelligent
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
now ^rn+tm+++=now
in ^in++++=in
a ^at++++=a
condition ^nn+nom+++=condition
of ^in++++=of
violent ^jj+atrb+++=violent
mental ^jj+atrb+++=mental
disturbance ^nn+nom+++=disturbance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
great ^jj++++=great
physical ^jj++++=physical
suffering ^jj+++xvbg+=suffering
as ^rb++++=as
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
fear ^vb++++=fear
will ^md+prd+++=will
prove ^vb+vprv+++=prove
a ^at++++=a
hindrance ^nn+nom+++=hindrance
to ^in++++=to
the ^ati++++=the
understanding ^jj+++xvbg+=understanding
of ^in++++=of
him ^pp3o+pp3+++=him
who ^whp+who+++=who
may ^md+pos+++=may
find ^vb+vprv+++=find
this ^dt+dem+++=this
report ^nn++++=report.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
outset ^nn++++=outset,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
most ^ql+emph+++=most
earnestly ^rb++++=earnestly
beg ^vb++++=beg
such ^abl++++=such
one ^cd1++++=one
to ^to++++=to
use ^vbi++++=use
the ^ati++++=the
swiftest ^jjt+atrb+++=swiftest
diligence ^nn+nom+++=diligence
in ^in++++=in
publishing ^xvbg+++xvbg+=publishing
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
this ^dt+dem+++=this
writing ^nvbg+++xvbg+=writing,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
end ^nn++++=end
that ^tht+rel+++=that
haply ^jj++++=haply
an ^at++++=an
expedition ^nn+nom+++=expedition
for ^in++++=for
our ^pp$+pp1+++=our
relief ^nn++++=relief
may ^md+pos+++=may
be ^vb+be+aux++=be
outfitted ^vpsv++agls+xvbnx+=outfitted
without ^in++++=without
delay ^nn++++=delay;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
present ^jj+atrb+++=present
state ^nn++++=state
of ^in++++=of
affairs ^nns++++=affairs
continue ^vb++++=continue
much ^ap++++=much
longer ^rbr++++=longer
with ^in++++=with
those ^dt+pdem+++=those
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
left ^vprf+++xvbnx+=left
behind ^rb+cnj+++=behind,
, ^zz++++=EXTRAWORD
any ^dti++++=any
measure ^vb++++=measure
taken ^vbd+++xvbn+=taken
for ^in++++=for
their ^pp$+pp3+++=their
relief ^nn++++=relief
will ^md+prd+++=will
be ^vb+be+vrb++=be
useless ^jj+pred+++=useless.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
myself ^ppl+pp1+++=myself
and ^cc++++=and
my ^pp$+pp1+++=my
companion ^nn++++=companion,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
expect ^vb+vprv+tht0++=expect
nothing ^pn++++=nothing
but ^cc++++=but
death ^nn++++=death.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
hasten ^vb++++=hasten
to ^in++++=to
the ^ati++++=the
material ^nn++++=material
part ^nn++++=part
of ^in++++=of
my ^pp$+pp1+++=my
narrative ^nn++++=narrative,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
relation ^nn+nom+++=relation
only ^rb+down+++=only
of ^in++++=of
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
as ^ql++++=as
may ^md+pos+++=may
serve ^vb++++=serve
for ^in++++=for
our ^pp$+pp1+++=our
identification ^nn+nom+++=identification.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
14 ^cd++++=14
th ^zz++++=th
of ^in++++=of
October ^nr++++=October,
, ^zz++++=EXTRAWORD
1852 ^cd+date+++=1852,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
sailed ^vbd+++xvbn+=sailed
from ^in++++=from
Boston ^np++++=Boston
in ^in++++=in
the ^ati++++=the
brig ^npt++++=brig
" ^zz++++="Hopewell,"
hopewell ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Campbell ^np++++=Campbell,
, ^zz++++=EXTRAWORD
bound ^xvbn+++xvbn+=bound
for ^in++++=for
the ^ati++++=the
islands ^nns++++=islands
of ^in++++=of
the ^ati++++=the
South ^nr+pl+++=South
Pacific ^jj+atrb+++=Pacific
Ocean ^nn++++=Ocean.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
carried ^vbd+++xvbn+=carried
a ^at++++=a
cargo ^nn++++=cargo
of ^in++++=of
general ^jj+atrb+++=general
merchandise ^nn++++=merchandise,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
purpose ^nn++++=purpose
of ^in++++=of
trading ^xvbg+++xvbg+=trading
with ^in++++=with
the ^ati++++=the
natives ^nns++++=natives;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
desired ^vbd+vsua++xvbn+=desired
also ^rb++++=also
to ^to++++=to
find ^vbi+vprv+++=find
some ^dti++++=some
suitable ^jj+atrb+++=suitable
island ^nn++++=island
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
might ^md+pos+++=might
take ^vb++++=take
possession ^nn++++=possession
of ^in++++=of
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
and ^cc++++=and
settle ^vb++++=settle
upon ^in++++=upon
for ^in++++=for
our ^pp$+pp1+++=our
permanent ^jj+atrb+++=permanent
home ^nr++++=home.
. ^zz++++=EXTRAWORD
With ^in++++=With
this ^dt+dem+++=this
end ^nn++++=end
in ^in++++=in
view ^nn++++=view,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
formed ^vprf+++xvbnx+=formed
a ^at++++=a
company ^nn++++=company
and ^cc++++=and
bought ^vbd+++xvbn+=bought
the ^ati++++=the
brig ^npt++++=brig,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
it ^pp3+it+++=it
might ^md+pos+++=might
remain ^vb++++=remain
our ^pp$+pp1+++=our
property ^nn++++=property
and ^cc++++=and
be ^vb+be+aux++=be
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
means ^nn++++=means
of ^in++++=of
communication ^nn+nom+++=communication
between ^in++++=between
us ^pp1o+pp1+++=us
and ^cc++++=and
the ^ati++++=the
civilized ^jj+atrb+++=civilized
world ^nn++++=world.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
facts ^nns++++=facts
and ^cc++++=and
many ^ap++++=many
others ^aps++++=others
are ^vb+ber+vrb++=are
so ^ql+emph+++=so
familiar ^jj++++=familiar
to ^in++++=to
our ^pp$+pp1+++=our
friends ^nns++++=friends
in ^in++++=in
Boston ^np++++=Boston,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
deem ^nn+++??+=deem
it ^pp3+it+++=it
wholly ^rb++++=wholly
unnecessary ^jj++++=unnecessary
to ^to++++=to
set ^vbi++++=set
them ^pp3o+pp3+++=them
forth ^rp++++=forth
in ^in++++=in
fuller ^jjr+atrb+++=fuller
detail ^nn++++=detail.
. ^zz++++=EXTRAWORD
The ^ati++++=The
names ^nns++++=names
of ^in++++=of
all ^abn++++=all
our ^pp$+pp1+++=our
passengers ^nns+nom+++=passengers
and ^cc++++=and
crew ^nn++++=crew
stand ^vb++++=stand
upon ^in++++=upon
record ^nn++++=record
in ^in++++=in
Boston ^np++++=Boston,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+aux++=are
not ^xnot++not++=not
needed ^vbd+++xvbn+=needed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
written ^vpsv++agls+xvbnx+=written
here ^rn+pl+++=here
for ^in++++=for
ampler ^jjr+atrb+++=ampler
identification ^nn+nom+++=identification.
. ^zz++++=EXTRAWORD
No ^at++++=No
ill ^jj++++=ill-fortune
- ^zz++++=EXTRAWORD
fortune ^nn++++=EXTRAWORD
assailed ^vbd+++xvbn+=assailed
us ^pp1o+pp1+++=us
until ^cs+sub+++=until
we ^pp1a+pp1+++=we
arrived ^vbd+++xvbn+=arrived
in ^in++++=in
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood
of ^in++++=of
the ^ati++++=the
Falkland ^np+++??+=Falkland
Islands ^nns++++=Islands.
. ^zz++++=EXTRAWORD
Cape ^np++++=Cape
Horn ^np++++=Horn
wore ^vbd+++xvbn+=wore
its ^pp$+it+++=its
ugliest ^jjt+atrb+++=ugliest
aspect ^nn++++=aspect
( ^zz++++=(for
for ^in++++=EXTRAWORD
the ^ati++++=the
brig ^npt++++=brig
was ^vbd+bedz+vrb++=was
a ^at++++=a
slow ^jj++++=slow
sailer ^jjr++++=sailer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Antarctic ^np+++??+=Antarctic
summer ^nn++++=summer
was ^vbd+bedz+aux++=was
well ^rb++++=well
gone ^vprf+++xvbn+=gone
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
encountered ^vprf+++xvbnx+=encountered
bad ^jj+atrb+++=bad
weather), ^nn+++??+=weather),--an
-- ^--+clp+++=EXTRAWORD
an ^at++++=EXTRAWORD
