We ^pp1a+pp1+++=We
in ^in++++=in
every ^at++++=every
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
The ^ati++++=The
manner ^nn++++=manner
of ^in++++=of
life ^nn++++=life
we ^pp1a+pp1+++=we
lately ^rb+tm+++=lately
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
leading ^vbg+++xvbgx+=leading
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
mere ^nn++++=mere
starting ^vwbg+++xvbg+=starting-point,
- ^zz++++=EXTRAWORD
point ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
we ^pp1a+pp1+++=we
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
so ^ql++++=so
express ^nns+nom+++=express
ourselves ^ppls+pp1+++=ourselves
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
blazed ^vbd+++xvbn+=blazed
forth ^rb++++=forth
plainly ^rb++++=plainly
enough ^dt++++=enough
in ^in++++=in
the ^ati++++=the
sullen ^jj+atrb+++=sullen
glare ^nn++++=glare
of ^in++++=of
our ^pp$+pp1+++=our
hungry ^jj+atrb+++=hungry
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
three ^cd++++=three
of ^in++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
all ^abn++++=all
quite ^rb++++=quite
recently ^rb+tm+++=recently
made ^vbd+++xvbn+=made
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
acquaintance ^nn+nom+++=acquaintance,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
first ^rb++++=first
rubbed ^vbd+++xvbn+=rubbed
shoulders ^nns+nom+++=shoulders
together ^nn+nom+++=together
at ^in++++=at
Kherson ^np+++??+=Kherson,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
tavern ^nn++++=tavern
on ^in++++=on
the ^ati++++=the
banks ^nns++++=banks
of ^in++++=of
the ^ati++++=the
Dnieper ^np+++??+=Dnieper.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
us ^pp1o+pp1+++=us
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
soldier ^nn++++=soldier
of ^in++++=of
the ^ati++++=the
railway ^nn++++=railway
battalion ^nn++++=battalion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
that ^dt+dem+++=that
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
upper ^jjb+atrb+++=upper
road ^nn++++=road-mender
- ^zz++++=EXTRAWORD
mender ^jjr++++=EXTRAWORD
on ^in++++=on
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
Polish ^jj+atrb+++=Polish
roads ^nns++++=roads;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
red ^jj++++=red-haired,
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
, ^zz++++=EXTRAWORD
muscular ^jj+atrb+++=muscular
chap ^nn++++=chap
with ^in++++=with
cold ^jj+atrb+++=cold
grey ^np++++=grey
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
speak ^vb++++=speak
German ^jj++++=German,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
very ^ql+amp+++=very
intimately ^rb++++=intimately
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
the ^ati++++=the
minuti ^nn+++??+=minuti
of ^in++++=of
prison ^nn++++=prison
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
friend ^nn++++=friend
did ^vbd+dod+aux++=did
not ^xnot++not++=not
like ^vb++++=like
to ^to+vcmp+++=to
speak ^vbi++++=speak
very ^ql+amp+++=very
much ^ap++++=much
of ^in++++=of
his ^pp$+pp3+++=his
past ^jjb++++=past
for ^in++++=for
more ^rbr++++=more
or ^cc++++=or
less ^ql++++=less
well ^rb++++=well-founded
- ^zz++++=EXTRAWORD
founded ^xvbn+++xvbn+=EXTRAWORD
reasons ^nns++++=reasons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^qlp++++=indeed
we ^pp1a+pp1+++=we
all ^rb++++=all
of ^in++++=of
us ^pp1o+pp1+++=us
took ^vbd+++xvbn+=took
each ^dt++++=each
other ^ap++++=other
on ^in++++=on
trust ^vb+vprv+++=trust,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
we ^pp1a+pp1+++=we
ostensibly ^rb++++=ostensibly
took ^vbd+++xvbn+=took
each ^dt++++=each
other ^ap++++=other
on ^in++++=on
trust ^vb+vprv+++=trust,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
privately ^rb+cnj+++=privately,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us
even ^rb++++=even
trusted ^jj+++xvbn+=trusted
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
our ^pp$+pp1+++=our
second ^od++++=second
comrade ^nn++++=comrade,
, ^zz++++=EXTRAWORD
a ^at++++=a
withered ^jj+++xvbn+=withered
little ^ap++++=little
mannikin ^nn+++??+=mannikin
with ^in++++=with
small ^jj+atrb+++=small
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
always ^rb++++=always
pressed ^vbd+++xvbn+=pressed
together ^nn+nom+++=together
sceptically ^rb++++=sceptically
when ^wrb+who+++=when
our ^pp$+pp1+++=our
second ^od++++=second
comrade ^nn++++=comrade,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
of ^in++++=of
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
said ^vb+++xvbn+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
formerly ^rb+tm+splt++=formerly
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
student ^nn++++=student
at ^in++++=at
the ^ati++++=the
University ^nn+nom+++=University
of ^in++++=of
Moscow ^np++++=Moscow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
and ^cc++++=and
the ^ati++++=the
soldier ^nn++++=soldier
accepted ^vbd+vprv++xvbn+=accepted
the ^ati++++=the
statement ^nn+nom+++=statement
as ^in++++=as
a ^at++++=a
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
In ^in++++=In
reality ^nn+nom+++=reality
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
one ^pn++++=one
to ^in++++=to
us ^pp1o+pp1+++=us
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
student ^nn++++=student,
, ^zz++++=EXTRAWORD
a ^at++++=a
bailiff ^nn++++=bailiff's
's ^$++++=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
thief ^nn++++=thief.
. ^zz++++=EXTRAWORD
The ^ati++++=The
only ^rb+down+++=only
matter ^nn++++=matter
of ^in++++=of
any ^dti++++=any
importance ^nn+nom+++=importance
to ^in++++=to
us ^pp1o+pp1+++=us
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
at ^rb++++=at
the ^ati++++=the
moment ^nn++++=moment
of ^in++++=of
our ^pp$+pp1+++=our
first ^od++++=first
acquaintance ^nn+nom+++=acquaintance
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
on ^in++++=on
our ^pp$+pp1+++=our
level ^nn++++=level,
, ^zz++++=EXTRAWORD
in ^in++++=in
other ^ap++++=other
words ^nns++++=words:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
starving ^vbg+++xvbgx+=starving,
, ^zz++++=EXTRAWORD
engaged ^xvbn+++xvbn+=engaged
the ^ati++++=the
particular ^jj+atrb+++=particular
attention ^nn+nom+++=attention
of ^in++++=of
the ^ati++++=the
police ^nns++++=police
in ^in++++=in
the ^ati++++=the
towns ^nns++++=towns,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
object ^nn++++=object
of ^in++++=of
suspicion ^nn++++=suspicion
to ^in++++=to
the ^ati++++=the
peasants ^nns+nom+++=peasants
in ^in++++=in
the ^ati++++=the
villages ^nns+nom+++=villages,
, ^zz++++=EXTRAWORD
hated ^j+++xvbn+=hated
everyone ^pn++++=everyone
with ^in++++=with
the ^ati++++=the
hatred ^nn++++=hatred
of ^in++++=of
an ^at++++=an
impotent ^jj++++=impotent,
, ^zz++++=EXTRAWORD
bated ^j+++xvbn+=bated,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
starving ^jj+atrb++xvbg+=starving
wild ^jj+atrb+++=wild
beast ^nn++++=beast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
intent ^jj+pred+++=intent
on ^in++++=on
a ^at++++=a
universal ^jj+atrb+++=universal
vengeance ^nn+nom+++=vengeance
in ^in++++=in
a ^at++++=a
word ^nn++++=word,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
of ^in++++=of
precisely ^rb++++=precisely
the ^ati++++=the
same ^ap++++=same
kidney ^nn++++=kidney
as ^cs+sub+++=as
ourselves ^ppls+pp1+++=ourselves.
. ^zz++++=EXTRAWORD
Misfortune ^nn++++=Misfortune
is ^vbz+bez+vrb++=is
the ^ati++++=the
most ^ql+emph+++=most
durable ^jj+atrb+++=durable
cement ^nn++++=cement
for ^in++++=for
the ^ati++++=the
joining ^jj+++xvbg+=joining
together ^nn+nom+++=together
of ^in++++=of
natures ^nns++++=natures
even ^rb++++=even
diametrically ^rb++++=diametrically
opposed ^vbd+++xvbn+=opposed
to ^in++++=to
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
convinced ^jj+++xvbn+=convinced
of ^in++++=of
our ^pp$+pp1+++=our
right ^nn++++=right
to ^to+ncmp+++=to
account ^vb++++=account
ourselves ^ppls+pp1+++=ourselves
unfortunate ^jj++++=unfortunate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
the ^ati++++=the
third ^nn++++=third.
. ^zz++++=EXTRAWORD
The ^ati++++=The
modesty ^nn++++=modesty
inherent ^jj++++=inherent
in ^in++++=in
me ^pp1o+pp1+++=me
from ^in++++=from
my ^pp$+pp1+++=my
earliest ^jjt+atrb+++=earliest
years ^nns++++=years
forbids ^nns+++??+=forbids
me ^pp1o+pp1+++=me
to ^to++++=to
say ^vbi+vpub+++=say
a ^at++++=a
single ^jj+atrb+++=single
word ^nn++++=word
as ^in++++=as
to ^in++++=to
my ^pp$+pp1+++=my
merits ^nns++++=merits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
wishing ^vbg+++xvbg+=wishing
to ^to+vcmp+++=to
seem ^vbi+seem+++=seem
na ^xnot++not++=na
ve ^nn+++??+=ve,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
reticent ^jj+pred+++=reticent
as ^in++++=as
to ^in++++=to
my ^pp$+pp1+++=my
defects ^nns++++=defects.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
supplying ^jj+atrb++xvbg+=supplying
materials ^nns+nom+++=materials
for ^in++++=for
an ^at++++=an
estimate ^nn+nom+++=estimate
of ^in++++=of
my ^pp$+pp1+++=my
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
add ^vb+vpub+++=add,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
like ^vb++++=like,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
always ^rb++splt++=always
accounted ^vprf+++xvbnx+=accounted
myself ^ppl+pp1+++=myself
better ^jjr++++=better
than ^in++++=than
other ^ap++++=other
people ^nns++++=people,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
successfully ^rb++splt++=successfully
held ^vprf+++xvbnx+=held
to ^in++++=to
the ^ati++++=the
same ^ap++++=same
opinion ^nn++++=opinion
down ^in++++=down
to ^in++++=to
this ^dt+dem+++=this
very ^ql+amp+++=very
day ^np++++=day.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
we ^pp1a+pp1+++=we
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
Perekop ^np+++??+=Perekop
and ^cc++++=and
went ^vbd+++xvbn+=went
further ^jjb++++=further
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
objective ^nn++++=objective
for ^in++++=for
that ^dt+dem+++=that
day ^nn++++=day
being ^vwbg+beg++xvbg+=being
the ^ati++++=the
Chabans,[1 ^np+++??+=Chabans,[1]
] ^zz++++=EXTRAWORD
from ^in++++=from
whom ^whp+rel+pied++=whom
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
always ^rb++++=always
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
cadge ^vb+++??+=cadge
a ^rb++++=a
little ^rb"++++=little
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+obj++=who
very ^ql+amp+++=very
rarely ^rb++++=rarely
turn ^nn++++=turn
tramps ^nns+++??+=tramps
away ^rp+pl+++=away
empty ^jj++++=empty-handed.
- ^zz++++=EXTRAWORD
handed ^vwbn+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
with ^in++++=with
the ^ati++++=the
soldier ^nn++++=soldier,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
student ^nn++++=student"
" ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
slouching ^vbg+++xvbgx+=slouching
along ^in++++=along
behind ^rp+pl+++=behind
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
hung ^vbd+++xvbn+=hung
something ^pn++++=something
dimly ^rb++++=dimly
reminiscent ^jj++++=reminiscent
of ^in++++=of
a ^at++++=a
pea ^nn++++=pea-jacket;
- ^zz++++=EXTRAWORD
jacket ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head
reposed ^vbd+++xvbn+=reposed
a ^at++++=a
sharp ^jj++++=sharp,
, ^zz++++=EXTRAWORD
singular ^nn++++=singular,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smoothly ^rb++++=smoothly
clipped ^vbd+++xvbn+=clipped
fragment ^nn+nom+++=fragment
of ^in++++=of
a ^at++++=a
broad ^jj++++=broad-brimmed
- ^zz++++=EXTRAWORD
brimmed ^jj+atrb++xvbn+=EXTRAWORD
hat ^nn++++=hat;
; ^zz++++=EXTRAWORD
grey ^np++++=grey
breeches ^nns++++=breeches,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
variegated ^jj+atrb+++=variegated
patches ^nns++++=patches,
, ^zz++++=EXTRAWORD
fitted ^xvbn+++xvbn+=fitted
tightly ^rb++++=tightly
round ^in++++=round
his ^pp$+pp3+++=his
thin ^jj+atrb+++=thin
little ^jj+atrb+++=little
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
foot ^nn++++=foot
gear ^nn++++=gear
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
use ^nn++++=use
of ^in++++=of
the ^ati++++=the
leg ^nn++++=leg
of ^in++++=of
a ^at++++=a
boot ^nn++++=boot
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
picked ^vprf+++xvbnx+=picked
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
attached ^vpsv++agls+xvbn+=attached
to ^in++++=to
its ^pp$+it+++=its
proper ^jj+atrb+++=proper
place ^nn++++=place
by ^in++++=by
means ^in"++++=means
of ^in"++++=of
little ^jj+atrb+++=little
bandages ^nns+nom+++=bandages
ripped ^vwbn+++xvbn+=ripped
from ^in++++=from
the ^ati++++=the
inner ^nn++++=inner
lining ^vwbg+++xvbg+=lining
of ^in++++=of
his ^pp$+pp3+++=his
costume ^nn++++=costume.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
invention ^nn+nom+++=invention
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
sandals ^nns+nom+++=sandals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
shambled ^vbd+++xvbnx+=shambled
along ^in++++=along
in ^in++++=in
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
raising ^jj+++xvbg+=raising
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
of ^in++++=of
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blinking ^vbg+++xvbg+=blinking
around ^in++++=around
with ^in++++=with
his ^pp$+pp3+++=his
tiny ^jj++++=tiny,
, ^zz++++=EXTRAWORD
greenish ^jj+atrb+++=greenish
little ^jj+atrb+++=little
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldier ^nn++++=soldier
wore ^vbd+++xvbn+=wore
a ^at++++=a
red ^jj+atrb+++=red
woollen ^jj+atrb+++=woollen
shirt ^nn++++=shirt,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
to ^to++++=to
use ^vbi++++=use
his ^pp$+pp3+++=his
own ^ap++++=own
words ^nns++++=words,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
" ^zz++++="gained
gained ^vbd+++xvbn+=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
own ^ap++++=own
hands ^nns++++=hands"
" ^zz++++=EXTRAWORD
at ^in++++=at
Kherson ^np+++??+=Kherson;
; ^zz++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
shirt ^nn++++=shirt
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
a ^at++++=a
warm ^jj+atrb+++=warm
wadding ^jj+atrb++xvbg+=wadding
vest ^nn++++=vest;
; ^zz++++=EXTRAWORD
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head
was ^vbd+bedz+vrb++=was
a ^at++++=a
military ^jj+atrb+++=military
forage ^nn++++=forage
cap ^nn++++=cap
of ^in++++=of
indeterminate ^jj+atrb+++=indeterminate
colour ^nn++++=colour,
, ^zz++++=EXTRAWORD
worn ^j+++xvbn+=worn,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
service ^nn++++=service
regulations ^nns+nom+++=regulations,
, ^zz++++=EXTRAWORD
" ^zz++++="with
with ^in++++=EXTRAWORD
the ^ati++++=the
flap ^nn++++=flap
of ^in++++=of
the ^ati++++=the
upper ^jjb+atrb+++=upper
segment ^nn+nom+++=segment
over ^in++++=over
the ^ati++++=the
left ^jj+atrb++xvbn+=left
brow ^nn++++=brow";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
on ^in++++=on
his ^pp$+pp3+++=his
legs ^nns++++=legs
were ^vbd+bed+vrb++=were
broad ^jj+atrb+++=broad
baggy ^jj+atrb+++=baggy
chumak ^nn+++??+=chumak
trousers ^nns+nom+++=trousers.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
barefooted ^jj+pred+++=barefooted.
. ^zz++++=EXTRAWORD
[ ^zz++++=[1]
1 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
Shepherds ^nns++++=Shepherds
of ^in++++=of
Southern ^np++++=Southern
Russia ^np++++=Russia.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
also ^rb++++=also
had ^vb+hv+vrb++=had
clothes ^nns++++=clothes
on ^in++++=on
and ^cc++++=and
was ^vbd+bedz+vrb++=was
barefooted ^jj+pred+++=barefooted.
. ^zz++++=EXTRAWORD
On ^in++++=On
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
around ^rp++++=around
us ^pp1o+pp1+++=us
in ^in++++=in
every ^at++++=every
direction ^nn+nom+++=direction,
, ^zz++++=EXTRAWORD
in ^in++++=in
heroic ^jj+atrb+++=heroic
proportions ^nns+nom+++=proportions,
, ^zz++++=EXTRAWORD
stretched ^xvbn+++xvbn+=stretched
the ^ati++++=the
steppe ^nn++++=steppe,
, ^zz++++=EXTRAWORD
covered ^xvbn+++xvbn+=covered
by ^in++++=by
the ^ati++++=the
blue ^jj+atrb+++=blue
sultry ^jj+atrb+++=sultry
cupola ^nn++++=cupola
of ^in++++=of
the ^ati++++=the
cloudless ^jj+atrb+++=cloudless
summer ^nn++++=summer
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lying ^vbg+++xvbg+=lying
before ^cs+sub+++=before
us ^pp1o+pp1+++=us
like ^in++++=like
a ^at++++=a
huge ^nn++++=huge
round ^in++++=round
black ^jj+atrb+++=black
platter ^nn++++=platter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grey ^jj+atrb+++=grey
dusty ^jj+atrb+++=dusty
road ^nn++++=road
intersected ^vbd+++xvbn+=intersected
it ^pp3+it+++=it
like ^in++++=like
a ^at++++=a
broad ^jj+atrb+++=broad
ribbon ^nn++++=ribbon
and ^cc++++=and
burnt ^vbd+++xvbn+=burnt
our ^pp$+pp1+++=our
feet ^nns++++=feet
Here ^rn+pl+++=Here
and ^cc++++=and
there ^rn+pl+++=there
we ^pp1a+pp1+++=we
fell ^vbd+++xvbn+=fell
in ^rb+phrv+++=in
with ^in+ppvb+++=with
bristly ^jj+atrb+++=bristly
patches ^nns++++=patches
of ^in++++=of
trampled ^xvbn+++xvbn+=trampled-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
corn ^nn++++=corn,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
a ^at++++=a
strange ^jj+atrb+++=strange
resemblance ^nn+nom+++=resemblance
to ^in++++=to
the ^ati++++=the
long ^rb++++=long
unshaven ^vb+++xvbn+=unshaven
cheeks ^nns++++=cheeks
of ^in++++=of
the ^ati++++=the
soldier ^nn++++=soldier.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldier ^nn++++=soldier
marched ^vbd+++xvbn+=marched
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
singing ^vbg+++xvbg+=singing
in ^in++++=in
a ^at++++=a
hoarse ^jj+atrb+++=hoarse
bass ^nn++++=bass:
: ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh
Holy ^jj+atrb+++=Holy
Eastertide ^np+++??+=Eastertide,
, ^zz++++=EXTRAWORD
Thy ^pp$+pp2+++=Thy
fame ^nn++++=fame
we ^pp1a+pp1+++=we
sing ^vb++++=sing
and ^cc++++=and
pr ^nn+++??+=pr-r-raise."
- ^zz++++=EXTRAWORD
r ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
raise ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
While ^cs+sub+++=While
under ^in++++=under
arms ^nns++++=arms
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
office ^nn++++=office
resembling ^vwbg+++xvbg+=resembling
that ^dt+dem+++=that
of ^in++++=of
clerk ^nn++++=clerk
in ^in++++=in
the ^ati++++=the
battalion ^nn++++=battalion
church ^nn++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
knew ^vbd+vprv++xvbn+=knew
a ^at++++=a
countless ^jj+atrb+++=countless
number ^nn++++=number
of ^in++++=of
