Old ^jj+atrb+++=Old
cried ^vbd+++xvbn+=cried
the ^ati++++=the
mother ^nn++++=mother
in ^in++++=in
anguish ^nn++++=anguish.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hammond ^np++++=Hammond?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
spoken ^vprf+++xvbnx+=spoken
to ^in++++=to
Hammond ^np++++=Hammond
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
relenting ^jj+++xvbg+=relenting
a ^rb++++=a
little ^rb"++++=little
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
how ^wrb+who+whcl++=how
troubled ^jj+++xvbn+=troubled
his ^pp$+pp3+++=his
wife ^nn++++=wife
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
propose ^vb++++=propose
to ^to++++=to
stop ^vbi++++=stop
this ^dt+dem+++=this
club ^nn++++=club
business ^nns+nom+++=business
before ^cs+sub+++=before
it ^pp3+it+++=it
gets ^vbz++++=gets
to ^in++++=to
the ^ati++++=the
banker ^nn++++=banker's
's ^$++++=EXTRAWORD
ears ^nns++++=ears
that ^tht+rel+++=that
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
clerks ^nns++++=clerks
is ^vbz+bez+vrb++=is
a ^at++++=a
nightly ^rb++++=nightly
attendant ^nn+nom+++=attendant
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
see ^vb+vprv+++=see
Richard ^np++++=Richard
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
comes ^vbz++++=comes
home ^nr++++=home
this ^dt+dem+++=this
evening ^nn++++=evening;
; ^zz++++=EXTRAWORD
tell ^vb++++=tell
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
have ^vbi++vrb++=have
a ^at++++=a
word ^nn++++=word
or ^cc++++=or
two ^cd++++=two
with ^in++++=with
him ^pp3o+pp3+++=him
to ^to++++=to-night.
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+aux++=is
to ^to++++=to
wait ^vbi++++=wait
for ^in++++=for
me ^pp1o+pp1+++=me
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
be ^vb+be+vrb++=be
in ^in++++=in
shortly ^rb+tm+++=shortly
after ^in++++=after
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
supper ^nn++++=supper."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+vrb++=be
harsh ^jj+pred+++=harsh
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
father ^nn++++=father.
. ^zz++++=EXTRAWORD
Remember ^nn+nom+++=Remember,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
so ^ql++++=so
please ^uh++++=please
advise ^vb+vpub+++=advise
and ^cc++++=and
do ^vb+do+aux++=do
not ^xnot++not++=not
threaten ^vb++++=threaten.
. ^zz++++=EXTRAWORD
Angry ^jj+atrb+++=Angry
words ^nns++++=words
can ^md+pos+++=can
do ^vb+do+vrb++=do
no ^at++++=no
good ^nn++++=good."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
do ^vb+do+vrb++=do
my ^pp$+pp1+++=my
duty ^nn++++=duty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
uncompromisingly ^rb++++=uncompromisingly.
. ^zz++++=EXTRAWORD
Gentle ^jj+atrb+++=Gentle
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Saunders ^nns+nom+++=Saunders
sighed ^vbd+++xvbn+=sighed--for
-- ^--+clp+++=EXTRAWORD
for ^in++++=EXTRAWORD
she ^pp3a+pp3+++=she
well ^rb++++=well
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
phrase ^nn++++=phrase
about ^in++++=about
duty ^nn++++=duty.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
sure ^jj+atrb+++=sure
prelude ^nn++++=prelude
to ^in++++=to
domestic ^jj+atrb+++=domestic
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
undertook ^vbd+vsua++xvbn+=undertook
to ^to++++=to
do ^vbi++++=do
his ^pp$+pp3+++=his
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
nailed ^vbd+++xvbnx+=nailed
his ^pp$+pp3+++=his
flag ^nn++++=flag
to ^in++++=to
the ^ati++++=the
mast ^nn++++=mast.
. ^zz++++=EXTRAWORD
" ^zz++++="See
see ^vb+vprv+++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
waits ^nns+++??+=waits
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to-night,"
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
parting ^jj+atrb++xvbg+=parting
shot ^nn+++xvbn+=shot
as ^ql++++=as
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Saunders ^nns+nom+++=Saunders
had ^vb+hv+aux++=had
had ^vb+hv+aux++=had
her ^pp$+pp3+++=her
share ^vb++++=share
of ^in++++=of
trouble ^nn++++=trouble
in ^in++++=in
this ^dt+dem+++=this
world ^nn++++=world,
, ^zz++++=EXTRAWORD
as ^in++++=as
every ^at++++=every
woman ^nn++++=woman
must ^md+nec+++=must
who ^whp+who+++=who
lives ^vbz++++=lives
with ^in+ppvb+++=with
a ^at++++=a
cantankerous ^jj+atrb+++=cantankerous
man ^nn++++=man.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
could ^md+pos+++=could
save ^cs+sub+++=save
her ^pp3o+pp3+++=her
son ^nn++++=son
a ^at++++=a
harsh ^jj+atrb+++=harsh
word ^nn++++=word,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
even ^rb++++=even
a ^at++++=a
blow ^nn++++=blow,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
content ^jj++++=content
to ^to+jcmp+++=to
take ^vbi++++=take
either ^dtx++++=either
uncomplainingly ^rb++++=uncomplainingly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man's
's ^$++++=EXTRAWORD
severity ^nn+nom+++=severity
had ^vbd+hvd+aux++=had
put ^vprf+++xvbnx+=put
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
touch ^nn++++=touch
with ^in++++=with
his ^pp$+pp3+++=his
son ^nn++++=son.
. ^zz++++=EXTRAWORD
Dick ^np++++=Dick
sullenly ^rb++++=sullenly
resented ^vbd+++xvbn+=resented
his ^pp$+pp3+++=his
boyhood ^nn+nom+++=boyhood
of ^in++++=of
continual ^jj+atrb+++=continual
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
During ^in++++=During
recent ^jj+atrb+++=recent
years ^nns++++=years,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
fear ^vb++++=fear
had ^vb+hv+aux++=had
gradually ^rb++splt++=gradually
diminished ^vprf+++xvbnx+=diminished
and ^cc++++=and
finally ^rb++++=finally
disappeared ^vbd+seem++xvbn+=disappeared,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
somewhat ^rb+down+splt++=somewhat
troubled ^vpsv++agls+xvbnx+=troubled
to ^to++++=to
find ^vbi+vprv+++=find
that ^tht+vcmp+++=that
the ^ati++++=the
natural ^jj+atrb+++=natural
affection ^nn+nom+++=affection,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
a ^at++++=a
son ^nn++++=son
should ^md+nec+++=should
have ^vb+hv+vrb++=have
for ^in++++=for
his ^pp$+pp3+++=his
father ^nn++++=father,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
on ^in++++=on
several ^ap++++=several
occasions ^nns++++=occasions,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
half ^abn++++=half-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
attempts ^nns++++=attempts
at ^rb++++=at
a ^at++++=a
better ^jjr+atrb+++=better
understanding ^nvbg+++xvbg+=understanding,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
these ^dt+dem+++=these
attempts ^nns++++=attempts
had ^vb+hv+aux++=had
unfortunately ^rb++splt++=unfortunately
fallen ^vprf+++xvbn+=fallen
on ^in+ppvb+++=on
inopportune ^jj+atrb+++=inopportune
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
particularly ^rb++++=particularly
gracious ^jj++++=gracious
toward ^in++++=toward
the ^ati++++=the
world ^nn++++=world
in ^rb++++=in
general ^rb"++++=general,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
latterly ^rb++++=latterly
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
silence ^nn+nom+++=silence
between ^in++++=between
the ^ati++++=the
two ^cd++++=two.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man
avoided ^vwbn+++xvbn+=avoided
his ^pp$+pp3+++=his
father ^npt++++=father
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
possible ^jj++++=possible;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
remained ^vprf+++xvbnx+=remained
at ^rb++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
it ^pp3+it+++=it
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
steady ^jj+atrb+++=steady,
, ^zz++++=EXTRAWORD
unwavering ^jj+atrb+++=unwavering
affection ^nn+nom+++=affection
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
belief ^nn++++=belief
in ^in++++=in
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
remembrance ^nn+nom+++=remembrance
of ^in++++=of
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
up ^rp++++=up
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
bound ^vprf+++xvbnx+=bound
her ^pp$+pp3+++=her
to ^in++++=to
him ^pp3o+pp3+++=him
with ^in++++=with
bonds ^nns++++=bonds
soft ^jj++++=soft
as ^in++++=as
silk ^nn++++=silk
and ^cc++++=and
strong ^jj++++=strong
as ^in++++=as
steel ^nn++++=steel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
often ^rb++++=often
felt ^vbd+vprv+tht0+xvbn+=felt
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
pleasure ^nn++++=pleasure
to ^to++++=to
go ^vbi++++=go
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely
to ^to++++=to
refute ^vbi++++=refute
his ^pp$+pp3+++=his
father ^nn++++=father's
