Once ^rb+tm+++=ONCE
this ^dt+dem+++=this
egg ^nn++++=egg,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
something ^pn++++=something
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me
to ^in++++=to
mumble ^nn++++=mumble,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
it ^pp3+it+++=it
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Herrings
herrings ^nns++++=EXTRAWORD
and ^cc++++=and
brose ^np++++=brose,
, ^zz++++=EXTRAWORD
porridge ^nn++++=porridge
and ^cc++++=and
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
all ^abn++++=all
at ^rb++++=at
once ^rb"+tm+++=once.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
now ^rn+tm+++=now
you ^pp2+pp2+++=you
may ^md+pos+++=may
come ^vprf+++xvbn+=come
and ^cc+phrs+++=and
sit ^vb++++=sit
for ^in++++=for
eight ^cd++++=eight
days ^nns++++=days
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
will ^md+prd+++=will
change ^vb++++=change
and ^cc++++=and
change ^nn++++=change
about ^in++++=about
and ^cc++++=and
get ^vb++++=get
food ^nn++++=food
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tales ^nns++++=Tales
from ^in++++=from
the ^ati++++=the
Fjeld ^np+++??+=Fjeld
043.jpg ^nn+++??+=043.jpg
So ^ql++++=So
when ^wrb+who+++=when
all ^rb++++=all
five ^cd++++=five
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat
on ^in++++=on
it ^pp3+it+++=it
eight ^cd++++=eight
days ^nns++++=days,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fifth ^od++++=fifth
heard ^vbd+vprv++xvbn+=heard
plainly ^rb++++=plainly
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
gosling ^nn+nom+++=gosling
in ^in++++=in
the ^ati++++=the
egg ^nn++++=egg,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
screeched ^vbd+++xvbn+=screeched
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
" ^zz++++="Herrings
herrings ^nns++++=EXTRAWORD
and ^cc++++=and
brose ^np++++=brose,
, ^zz++++=EXTRAWORD
porridge ^nn++++=porridge
and ^cc++++=and
milk ^nn++++=milk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
picked ^vbd+++xvbnx+=picked
a ^at++++=a
hole ^nn++++=hole
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
instead ^rb+cnj+++=instead
of ^in++++=of
a ^at++++=a
gosling ^nn+nom+++=gosling
out ^rp+pl+++=out
came ^vbd+++xvbn+=came
a ^at++++=a
man ^nn++++=man
child ^nn++++=child,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
awfully ^ql++++=awfully
ugly ^jj++++=ugly
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
big ^jj+atrb+++=big
head ^nn++++=head
and ^cc++++=and
little ^jj+atrb+++=little
body ^nn++++=body.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
first ^od++++=first
thing ^nn++++=thing
it ^pp3+it+++=it
bawled ^vbd+++xvbn+=bawled
out ^rp+pl+++=out
when ^wrb+who+++=when
it ^pp3+it+++=it
chipped ^vbd+++xvbn+=chipped
the ^ati++++=the
egg ^nn++++=egg
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
" ^zz++++="Herrings
herrings ^nns++++=EXTRAWORD
and ^cc++++=and
brose ^np++++=brose,
, ^zz++++=EXTRAWORD
porridge ^nn++++=porridge
and ^cc++++=and
milk ^nn++++=milk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
called ^vbd+++xvbnx+=called
it ^pp3+it+++=it
" ^zz++++="Grumblegizzard."
grumblegizzard ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ugly ^jj++++=Ugly
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
still ^rb+atrb+++=still
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
have ^vbi++vrb++=have
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
long ^rb++++=long
before ^cs+sub+++=before
it ^pp3+it+++=it
got ^vbd+++xvbn+=got
so ^ql+emph+++=so
greedy ^jj++++=greedy
that ^cs+sub+++=that
it ^pp3+it+++=it
ate ^vbd+++xvbn+=ate
up ^rp++++=up
all ^rb++++=all
the ^ati++++=the
meat ^nn++++=meat
in ^in++++=in
their ^pp$+pp3+++=their
house ^nn++++=house.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
boiled ^vbd+++xvbnx+=boiled
a ^at++++=a
kettle ^nn++++=kettle
of ^in++++=of
soup ^nn++++=soup
or ^cc++++=or
a ^at++++=a
pot ^nn++++=pot
of ^in++++=of
porridge ^nn++++=porridge,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought
would ^md+prd+++=would
be ^vb+be+vrb++=be
enough ^qlp++++=enough
for ^in++++=for
all ^rb++++=all
six ^cd++++=six,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
tossed ^vbd+++xvbn+=tossed
it ^pp3+it+++=it
all ^abn++++=all
down ^rp++++=down
its ^pp$+it+++=its
own ^ap++++=own
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
would ^md+prd+++=would
not ^xnot++not++=not
keep ^vb++++=keep
it ^pp3+it+++=it
any ^dti++++=any
longer ^rbr++++=longer.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
not ^xnot++not++=not
known ^vwbn+vprv++xvbn+=known
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
to ^to++++=to
have ^vbi++vrb++=have
a ^at++++=a
full ^jj+atrb+++=full
meal ^nn++++=meal
since ^cs+sub+++=since
this ^dt+dem+++=this
changeling ^nn+nom+++=changeling
crept ^vbd+++xvbn+=crept
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
egg ^nn++++=egg-shell,"
- ^zz++++=EXTRAWORD
shell ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
Grumblegizzard ^np+++??+=Grumblegizzard
heard ^vbd+vprv++xvbn+=heard
all ^abn++++=all
the ^ati++++=the
rest ^nn++++=rest
were ^vbd+bed+vrb++=were
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
be ^vbi++vrb++=be
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
care ^nn++++=care
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
for ^in++++=for
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
strode ^vbd+++xvbnx+=strode
off ^rp+pl+++=off
from ^in++++=from
the ^ati++++=the
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
farmer ^nn++++=farmer's
's ^$++++=EXTRAWORD
house ^nn++++=house,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
lay ^jjb+++xvbn+=lay
in ^in++++=in
a ^at++++=a
stone ^nn++++=stone
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
for ^in+ppvb+++=for
a ^at++++=a
place ^nn++++=place.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
wanted ^vbd+++xvbnx+=wanted
a ^at++++=a
labourer ^nn+nom+++=labourer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
goodman ^jj+atrb+++=goodman
set ^nn+++xvbn+=set
him ^pp3o+pp3+++=him
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
stones ^nns++++=stones
off ^in+pl+++=off
the ^ati++++=the
field ^nn++++=field.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes!
! ^zz++++=EXTRAWORD
Grumblegizzard ^np+++??+=Grumblegizzard
gathered ^vbd+++xvbn+=gathered
the ^ati++++=the
stones ^nns++++=stones
from ^in++++=from
the ^ati++++=the
field ^nn++++=field,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
them ^pp3o+pp3+++=them
so ^rb+emph+++=so
big ^jj++++=big
that ^dt+dem+++=that
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
many ^ap++++=many
horse ^nn++++=horse-loads
- ^zz++++=EXTRAWORD
loads ^nns++++=EXTRAWORD
in ^in++++=in
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
big ^jj+pred+++=big
or ^cc+phrs+++=or
little ^jj++++=little,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stuffed ^vbd+++xvbnx+=stuffed
them ^pp3o+pp3+++=them
all ^rb++++=all
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Twas
was ^vbd+bedz+vrb++=EXTRAWORD
not ^xnot++not++=not
long ^rb++++=long
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done
with ^in++++=with
that ^dt+dem+++=that
work ^nn++++=work,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
to ^to++++=to
do ^vbi++++=do
next ^ap++++=next.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
to ^in++++=to
pluck ^nn+++??+=pluck
out ^rp+pl+++=out
the ^ati++++=the
stones ^nns++++=stones
from ^in++++=from
the ^ati++++=the
field ^nn++++=field,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
goodman ^nn++++=goodman;
; ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done
before ^cs+sub+++=before
you ^pp2+pp2+++=you
begin ^vb++++=begin,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trow ^nn+++??+=trow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Grumblegizzard ^np+++??+=Grumblegizzard
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
pockets ^nns++++=pockets
and ^cc++++=and
threw ^vbd+++xvbn+=threw
the ^ati++++=the
stones ^nns++++=stones
in ^in++++=in
a ^at++++=a
heap ^nn++++=heap.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
goodman ^nn++++=goodman
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
his ^pp$+pp3+++=his
work ^nn++++=work,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vbd+vprv+tht0+xvbn+=felt
he ^pp3a+pp3+++=he
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
keep ^vb++++=keep
a ^at++++=a
workman ^nn++++=workman
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
strong ^jj++++=strong.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
better ^jjr++++=better
come ^vb++++=come
in ^in++++=in
and ^cc++++=and
have ^vb+hv+vrb++=have
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Grumblegizzard ^np+++??+=Grumblegizzard
thought ^vbd+++xvbn+=thought
so ^ql++++=so
too ^ql++++=too,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
alone ^rb++++=alone
ate ^vbd+++xvbn+=ate
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
for ^in++++=for
the ^ati++++=the
master ^nn++++=master
and ^cc++++=and
mistress ^nns+nom+++=mistress
and ^cc++++=and
for ^in++++=for
the ^ati++++=the
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
all ^abn++++=all
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
half ^rb++++=half
full ^jj++++=full.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
to ^in++++=to
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
fearful ^jj++++=fearful
fellow ^jjb++++=fellow
to ^to++++=to
eat ^vbi++++=eat,
, ^zz++++=EXTRAWORD
too ^ql++++=too;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
stopping ^jj+++xvbg+=stopping
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
goodman ^nn++++=goodman.
. ^zz++++=EXTRAWORD
" ^zz++++="Such
such ^abl++++=EXTRAWORD
a ^at++++=a
labourer ^nn+nom+++=labourer
would ^md+prd+++=would
eat ^vb++++=eat
a ^at++++=a
poor ^jj+atrb+++=poor
farmer ^nn++++=farmer
out ^rp+pl+++=out
of ^in++++=of
house ^nn++++=house
and ^cc++++=and
home ^nr++++=home
before ^cs+sub+++=before
one ^cd1++++=one
could ^md+pos+++=could
turn ^vb++++=turn
round ^in+strn+++=round."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
no ^at++++=no
more ^rbr++++=more
work ^nn++++=work
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
best ^jjt++++=best
be ^vb+be+vrb++=be
off ^in+pl+++=off
to ^in++++=to
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
grange ^nn++++=grange.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Grumblegizzard ^np+++??+=Grumblegizzard
strode ^vbd+++xvbn+=strode
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
got ^vbd+++xvbn+=got
a ^at++++=a
place ^nn++++=place
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
grange ^np++++=grange
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
both ^abx++++=both
of ^in++++=of
work ^nn++++=work
and ^cc++++=and
food ^nn++++=food.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi++vrb++=be
odd ^jj+atrb+++=odd
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
help ^vb++++=help
the ^ati++++=the
lasses ^nns+++??+=lasses
to ^to++++=to
bring ^vbi++++=bring
in ^rb+phrv+++=in
wood ^nn++++=wood
and ^cc++++=and
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
small ^jj+atrb+++=small
jobs ^nns++++=jobs.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
to ^to++++=to
do ^vbi++++=do
first ^rb++++=first.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
would ^md+prd+++=would
be ^vb+be+vrb++=be
so ^ql+emph+++=so
good ^jj++++=good
as ^in++++=as
to ^in"++++=to
chop ^vb++++=chop
us ^pp1o+pp1+++=us
a ^rb++++=a
little ^rb"++++=little
firewood ^nn+++??+=firewood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Grumblegizzard ^np+++??+=Grumblegizzard
fell ^vbd+++xvbn+=fell
to ^to++++=to
chopping ^vbg+++xvbg+=chopping
and ^cc+phrs+++=and
hewing ^vbg+++xvbg+=hewing
till ^cs+sub+++=till
the ^ati++++=the
splinters ^nns+nom+++=splinters
flew ^vbd+++xvbn+=flew
about ^rb++++=about
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Twas
was ^vbd+bedz+vrb++=EXTRAWORD
not ^xnot++not++=not
long ^rb++++=long
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
chopped ^vprf+++xvbnx+=chopped
up ^rp++++=up
all ^abn++++=all
that ^dt+dem+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
both ^abx++++=both
of ^in++++=of
firewood ^nn+++??+=firewood
and ^cc++++=and
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
both ^abx++++=both
planks ^nns++++=planks
and ^cc++++=and
beams ^nns++++=beams;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
and ^cc+phrs+++=and
asked ^jj+++xvbn+=asked
what ^wdt+who+++=what
