It ^pp3+it+++=It
a ^at++++=a
stratagem ^nn+++??+=stratagem
or ^cc++++=or
a ^at++++=a
spoil ^nn++++=spoil.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Barrett ^np+++??+=Barrett
gatepost ^jj+++??+=gatepost
topped ^jj+++xvbn+=topped
the ^ati++++=the
highest ^jjt+atrb+++=highest
hill ^nn++++=hill
in ^in++++=in
Valley ^nn++++=Valley
View ^nn++++=View.
. ^zz++++=EXTRAWORD
Julius ^np++++=Julius
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
entire ^jjb+atrb+++=entire
settlement ^nn+nom+++=settlement,
, ^zz++++=EXTRAWORD
from ^in++++=from
" ^zz++++="Young"
young ^jj++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
Everett ^np++++=Everett's
's ^$++++=EXTRAWORD
farm ^nn++++=farm,
, ^zz++++=EXTRAWORD
a ^at++++=a
mile ^nn++++=mile
to ^in++++=to
the ^ati++++=the
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
to ^in++++=to
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams's
's ^$++++=EXTRAWORD
weather ^nn++++=weather-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
little ^ap++++=little
house ^npl++++=house
on ^in++++=on
a ^at++++=a
moonrise ^vb++++=moonrise
slope ^nn++++=slope
to ^in++++=to
the ^ati++++=the
east ^np+pl+++=east.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
gazing ^vbg+++xvbgx+=gazing
moodily ^rb++++=moodily
down ^in++++=down
the ^ati++++=the
muddy ^jj+atrb+++=muddy
road ^nn++++=road
when ^wrb+who+++=when
Dan ^np++++=Dan
Chester ^np+nom+++=Chester,
, ^zz++++=EXTRAWORD
homeward ^rb++++=homeward
bound ^vbd+++xvbn+=bound
from ^in++++=from
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
riding ^jj+++xvbg+=riding
sloppily ^jj++++=sloppily
along ^in++++=along
on ^in++++=on
his ^pp$+pp3+++=his
grey ^jj+atrb+++=grey
mare ^nn++++=mare
and ^cc++++=and
pulled ^vbd+++xvbn+=pulled
up ^rp++++=up
by ^in++++=by
the ^ati++++=the
Barrett ^np+++??+=Barrett
gate ^nn++++=gate
to ^in++++=to
hand ^nn++++=hand
a ^at++++=a
paper ^nn++++=paper
to ^in++++=to
Julius ^np++++=Julius.
. ^zz++++=EXTRAWORD
Dan ^np++++=Dan
was ^vbd+bedz+vrb++=was
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
who ^whp+rel+subj++=who
took ^vbd+++xvbn+=took
life ^nn++++=life
and ^cc++++=and
himself ^ppl+pp3+++=himself
very ^ql+amp+++=very
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seldom ^rb++++=seldom
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
never ^rb++++=never
joked ^jj+++xvbn+=joked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
a ^at++++=a
Washingtonian ^np+++??+=Washingtonian
reputation ^nn+nom+++=reputation
for ^in++++=for
veracity ^nn+nom+++=veracity.
. ^zz++++=EXTRAWORD
Dan ^np++++=Dan
had ^vb+hv+aux++=had
never ^rb++splt++=never
told ^vprf+++xvbnx+=told
a ^at++++=a
conscious ^jj+atrb+++=conscious
falsehood ^nn+nom+++=falsehood
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
never ^rb++++=never
even ^cs+sub+++=even
exaggerated ^vprf+++xvbn+=exaggerated.
. ^zz++++=EXTRAWORD
Julius ^np++++=Julius,
, ^zz++++=EXTRAWORD
beholding ^jj+++xvbg+=beholding
Dan ^np++++=Dan's
's ^$++++=EXTRAWORD
solemn ^jj+atrb+++=solemn
face ^nn++++=face,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
seized ^vpsv++agls+xvbnx+=seized
with ^in++++=with
a ^at++++=a
perfectly ^rb+amp+++=perfectly
irresistible ^jj+atrb+++=irresistible
desire ^nn++++=desire
to ^to+ncmp+++=to
" ^zz++++="fool"
fool ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
same ^ap++++=same
moment ^nn++++=moment
his ^pp$+pp3+++=his
eye ^nn++++=eye
caught ^vbd+++xvbn+=caught
the ^ati++++=the
dazzling ^jj+atrb++xvbg+=dazzling
reflection ^nn+nom+++=reflection
of ^in++++=of
the ^ati++++=the
setting ^jj+atrb++xvbg+=setting
sun ^nn++++=sun
on ^in++++=on
the ^ati++++=the
windows ^nns++++=windows
of ^in++++=of
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams's
's ^$++++=EXTRAWORD
house ^npl++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
an ^at++++=an
inspiration ^nn+nom+++=inspiration
little ^ap++++=little
short ^jj++++=short
of ^in++++=of
diabolical ^nn++++=diabolical.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
news ^nn++++=news,
, ^zz++++=EXTRAWORD
Dan ^np++++=Dan?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Dan ^np++++=Dan.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dunno ^np++++=dunno's
's ^$++++=EXTRAWORD
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
tell ^vb++++=tell
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Julius ^np++++=Julius
reflectively ^rb++++=reflectively.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
a ^at++++=a
family ^nn++++=family
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
Adelia ^np+++??+=Adelia
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
not ^xnot++not++=not
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anyway ^rb++++=anyway
it ^pp3+it+++=it'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
place ^nn++++=place
soon ^rb+tm+++=soon.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Dan ^np++++=Dan,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
promise ^vb+vpub+++=promise
never ^rb++++=never
to ^to++++=to
tell ^vbi++++=tell
who ^whp+who+++=who
told ^vbd+vpub+tht0+xvbn+=told
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams
and ^cc++++=and
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas
Everett ^np+++??+=Everett
are ^vb+ber+aux++=are
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi+vbi+aux++=be
married ^vbd+++xvbn+=married."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Julius ^np++++=Julius
delivered ^vwbn+++xvbn+=delivered
himself ^ppl+pp3+++=himself
of ^in++++=of
this ^dt+dem+++=this
tremendous ^jj+atrb+++=tremendous
lie ^nn++++=lie
with ^in++++=with
a ^at++++=a
transparently ^jj+atrb+++=transparently
earnest ^nn++++=earnest
countenance ^nn+nom+++=countenance.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Dan ^np++++=Dan,
, ^zz++++=EXTRAWORD
credulous ^jj++++=credulous
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
believe ^vb+vprv+++=believe
it ^pp3+it+++=it
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="Git
git ^np++++=EXTRAWORD
out ^rp+pl+++=out,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
true ^jj++++=true,
, ^zz++++=EXTRAWORD
' ^zz++++='pon
pon ^nn+++??+=EXTRAWORD
my ^pp$+pp1+++=my
word ^nn++++=word,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
protested ^vbd+vpub++xvbn+=protested
Julius ^np++++=Julius.
. ^zz++++=EXTRAWORD
" ^zz++++="Adelia
adelia ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
up ^rp++++=up
last ^jj+atrb+++=last
night ^nn++++=night
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
Ma ^npt++++=Ma
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Ma ^np++++=Ma's
's ^$++++=EXTRAWORD
her ^pp$+pp3+++=her
cousin ^nn++++=cousin,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wedding ^nn++++=wedding
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi++vrb++=be
in ^in++++=in
June ^nr++++=June,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Adelia ^np+++??+=Adelia
asked ^vbd+vsua++xvbn+=asked
Ma ^npt++++=Ma
to ^to++++=to
help ^vbi++++=help
her ^pp3o+pp3+++=her
get ^vb++++=get
her ^pp$+pp3+++=her
quilts ^nns++++=quilts
and ^cc++++=and
things ^nns++++=things
ready ^jj++++=ready."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Julius ^np++++=Julius
reeled ^vbd+++xvbn+=reeled
all ^rb++++=all
this ^dt+dem+++=this
off ^in+pl+++=off
so ^ql+emph+++=so
glibly ^jj++++=glibly
that ^dt+dem+++=that
Dan ^np++++=Dan
finally ^rb++++=finally
believed ^vbd+vprv++xvbn+=believed
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
people ^nns++++=people
thus ^rb+cnj+++=thus
coupled ^xvbn+++xvbn+=coupled
together ^nn+nom+++=together
in ^in++++=in
prospective ^jj+atrb+++=prospective
matrimony ^nn++++=matrimony
were ^vbd+bed+vrb++=were
the ^ati++++=the
very ^ql+amp+++=very
last ^rb++++=last
people ^nns++++=people
in ^in++++=in
Valley ^nn++++=Valley
View ^nn++++=View
who ^whp+rel+subj++=who
could ^md+pos+++=could
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
marry ^vbi++++=marry
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas
was ^vbd+bedz+vrb++=was
a ^at++++=a
confirmed ^jj+atrb++xvbn+=confirmed
bachelor ^nn++++=bachelor
of ^in++++=of
fifty ^cd++++=fifty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams
was ^vbd+bedz+vrb++=was
forty ^cd++++=forty;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
supposed ^vb++pmd"+xvbn+=supposed
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
even ^cs+sub+++=even
well ^rb++++=well
acquainted ^vbd+++xvbn+=acquainted,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
Everetts ^np+++??+=Everetts
and ^cc++++=and
the ^ati++++=the
Williamses ^np+++??+=Williamses
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
very ^ql+amp+++=very
friendly ^jj++++=friendly,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
no ^at++++=no
open ^jj+atrb+++=open
feud ^nn+++??+=feud
existed ^vbd+++xvbn+=existed
between ^in++++=between
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
in ^in++++=in
view ^in"++++=view
of ^in"++++=of
Julius ^np++++=Julius's
's ^$++++=EXTRAWORD
circumstantial ^jj+atrb+++=circumstantial
statements ^nns+nom+++=statements,
, ^zz++++=EXTRAWORD
the ^ati++++=the
amazing ^jj+atrb+++=amazing
news ^nn++++=news
must ^md+nec+++=must
be ^vb+be+vrb++=be
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Dan ^np++++=Dan
was ^vbd+bedz+vrb++=was
instantly ^rb+tm+++=instantly
agog ^jj+pred+++=agog
to ^to++++=to
carry ^vbi++++=carry
it ^pp3+it+++=it
further ^jjb++++=further.
. ^zz++++=EXTRAWORD
Julius ^np++++=Julius
watched ^vbd+++xvbn+=watched
Dan ^np++++=Dan
and ^cc++++=and
the ^ati++++=the
grey ^jj+atrb+++=grey
mare ^nn++++=mare
out ^rp+pl+++=out
of ^in++++=of
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
fairly ^rb++++=fairly
writhing ^jj++++=writhing
with ^in++++=with
ecstasy ^nn++++=ecstasy.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Dan ^np++++=Dan
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
easy ^jj++++=easy!
! ^zz++++=EXTRAWORD
The ^ati++++=The
story ^nn++++=story
would ^md+prd+++=would
be ^vb+be+vrb++=be
all ^abn++++=all
over ^in++++=over
Valley ^nn++++=Valley
View ^nn++++=View
in ^in++++=in
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
Julius ^np++++=Julius
laughed ^vbd+++xvbn+=laughed
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
near ^jj++++=near
to ^to++++=to
falling ^vbi+nom++xvbg+=falling
off ^in+pl+++=off
the ^ati++++=the
gatepost ^nn+++??+=gatepost.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
point ^nn++++=point
Julius ^np++++=Julius
and ^cc++++=and
Danny ^np++++=Danny
drop ^nn++++=drop
out ^rp+pl+++=out
of ^in++++=of
our ^pp$+pp1+++=our
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas
enters ^vbz++++=enters.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
two ^cd++++=two
days ^nns++++=days
later ^rbr+tm+++=later
when ^wrb+who+++=when
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas
heard ^vbd+vprv++xvbn+=heard
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
married ^vpsv++agls+xvbnx+=married
to ^in++++=to
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams
in ^in++++=in
June ^nr++++=June.
. ^zz++++=EXTRAWORD
Eben ^np+++??+=Eben
Clark ^np++++=Clark,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blacksmith ^nn++++=blacksmith,
, ^zz++++=EXTRAWORD
told ^j+++xvbn+=told
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
forge ^nn++++=forge
to ^to++++=to
get ^vbi++++=get
his ^pp$+pp3+++=his
horse ^nn++++=horse
shod ^vwbn+++xvbn+=shod.
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas
laughed ^vbd+++xvbn+=laughed
his ^pp$+pp3+++=his
big ^jj+atrb+++=big
jolly ^jj+atrb+++=jolly
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
Valley ^nn++++=Valley
View ^nn++++=View
gossip ^nn++++=gossip
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
marrying ^vbg+++xvbgx+=marrying
him ^pp3o+pp3+++=him
off ^rp+pl+++=off
for ^in++++=for
the ^ati++++=the
last ^ap++++=last
thirty ^cd++++=thirty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
never ^rb++++=never
before ^in++++=before
to ^in++++=to
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
news ^nn++++=news
to ^in++++=to
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
tolerantly ^jj++++=tolerantly.
. ^zz++++=EXTRAWORD
Eben ^np+++??+=Eben
grinned ^vbd+++xvbn+=grinned
broadly ^rb+down+++=broadly.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
bluff ^nn++++=bluff
it ^pp3+it+++=it
off ^in+pl+++=off
like ^in++++=like
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
news ^nn++++=news
came ^vbd+++xvbn+=came
too ^ql++++=too
straight ^jj++++=straight
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
mighty ^ql++++=mighty
surprised ^jj+++xvbn+=surprised.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
thought ^nn+++xvbn+=thought
of ^in++++=of
you ^pp2+pp2+++=you
and ^cc++++=and
Adelia ^np+++??+=Adelia.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
fine ^jj++++=fine
little ^ap++++=little
woman ^nn++++=woman
and ^cc++++=and
will ^md+prd+++=will
make ^vb++++=make
you ^pp2+pp2+++=you
a ^at++++=a
capital ^nn++++=capital
wife ^nn++++=wife."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas
grunted ^vbd+++xvbn+=grunted
and ^cc+phrs+++=and
drove ^vbd+++xvbn+=drove
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
business ^nns+nom+++=business
to ^to++++=to
do ^vbi++++=do
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
involving ^vbg+++xvbg+=involving
calls ^nns++++=calls
at ^rb++++=at
various ^jj+atrb+++=various
places ^nns++++=places
the ^ati++++=the
store ^nn++++=store
for ^in++++=for
molasses ^nn++++=molasses,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mill ^nn++++=mill
for ^in++++=for
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Bentley ^np++++=Bentley's
's ^vbz+bez+vrb++0=EXTRAWORD
for ^in++++=for
seed ^nn++++=seed
grain ^nn++++=grain,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor's
's ^vbz+bez+vrb++0=EXTRAWORD
for ^in++++=for
toothache ^nn++++=toothache
drops ^nns++++=drops
for ^in++++=for
his ^pp$+pp3+++=his
housekeeper ^nn+nom+++=housekeeper,
, ^zz++++=EXTRAWORD
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office
for ^in++++=for
mail ^nn++++=mail
and ^cc++++=and
at ^rb++++=at
each ^dt++++=each
and ^cc++++=and
every ^at++++=every
place ^nn++++=place
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
joked ^vpsv++agls+xvbnx+=joked
about ^in++++=about
his ^pp$+pp3+++=his
approaching ^jj+atrb++xvbg+=approaching
marriage ^nn+nom+++=marriage.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
end ^nn++++=end
it ^pp3+it+++=it
rather ^rb++++=rather
annoyed ^jj+atrb+++=annoyed
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas,
, ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drove ^vbd+++xvbnx+=drove
home ^nr++++=home
at ^rb++++=at
last ^rb"++++=last
in ^in++++=in
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
for ^in++++=for
him ^pp3o+pp3+++=him
something ^pn++++=something
of ^in++++=of
a ^at++++=a
temper ^nn++++=temper.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
on ^in++++=on
earth ^nn++++=earth
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
fool ^jjb+atrb+++=fool
story ^nn++++=story
started ^vbd+++xvbn+=started?
? ^zz++++=EXTRAWORD
With ^in++++=With
such ^abl++++=such
detailed ^jj+atrb+++=detailed
circumstantiality ^nn+nom+++=circumstantiality
of ^in++++=of
rugs ^nns++++=rugs
and ^cc++++=and
quilts ^nns++++=quilts,
, ^zz++++=EXTRAWORD
too ^ql++++=too?
? ^zz++++=EXTRAWORD
Adelia ^np+++??+=Adelia
Williams ^np++++=Williams
must ^md+nec+++=must
be ^vb+be+aux++=be
going ^md"++pmd"++=going
to ^md+prd+++=to
marry ^vb++++=marry
somebody ^pn++++=somebody,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Valley ^nn++++=Valley
View ^nn++++=View
gossips ^nns++++=gossips,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
locate ^vbi++++=locate
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
guessed ^vprf+++xvbnx+=guessed
Young ^jj+atrb+++=Young
Thomas ^np++++=Thomas.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
home ^nr++++=home,
, ^zz++++=EXTRAWORD
tired ^j+++xvbn+=tired,
, ^zz++++=EXTRAWORD
mud ^nn++++=mud-bespattered,
- ^zz++++=EXTRAWORD
bespattered ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hungry ^jj++++=hungry,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
housekeeper ^nn+nom+++=housekeeper,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
also ^rb++++=also
his ^pp$+pp3+++=his
hired ^vbd+++xvbn+=hired
man ^nn++++=man's
's ^$++++=EXTRAWORD
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
