One ^cd1++++=One
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
speaking ^vbg+++xvbgx+=speaking
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
thousands ^cds++++=thousands
of ^in++++=of
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
enjoyed ^vprf+++xvbnx+=enjoyed
all ^abn++++=all
the ^ati++++=the
wonders ^nns+nom+++=wonders
he ^pp3a+pp3+++=he
could ^md+pos+++=could
think ^vb+vprv+++=think
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
life ^nn++++=life
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
as ^ql++++=as
tedious ^jj++++=tedious
to ^in++++=to
him ^pp3o+pp3+++=him
now ^rn+tm+++=now
as ^ql++++=as
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+vrb++=be
to ^to++++=to
one ^cd1++++=one
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
gratify ^vbi++++=gratify
a ^at++++=a
single ^jj+atrb+++=single
wish ^nn++++=wish.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
by ^in++++=by
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
Popopo ^np+++??+=Popopo
thought ^vbd+++xvbn+=thought
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth
people ^nns++++=people
who ^whp+rel+subj++=who
dwell ^vb++++=dwell
in ^in++++=in
cities ^nns++++=cities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
he ^pp3a+pp3+++=he
resolved ^vbd+vsua++xvbnx+=resolved
to ^to+vcmp+++=to
visit ^vbi++++=visit
them ^pp3o+pp3+++=them
and ^cc++++=and
see ^vb+vprv+++=see
how ^wrb+who+whcl++=how
they ^pp3a+pp3+++=they
lived ^vbd+++xvbnx+=lived.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
would ^md+prd+++=would
surely ^rb++++=surely
be ^vb+be+vrb++=be
fine ^jj+atrb+++=fine
amusement ^nn+nom+++=amusement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
serve ^vb++++=serve
to ^to++++=to
pass ^vbi++++=pass
away ^rp+pl+++=away
many ^ap++++=many
wearisome ^jj+atrb+++=wearisome
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
one ^cd1++++=one
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
a ^at++++=a
breakfast ^nn++++=breakfast
so ^rb+emph+++=so
dainty ^jj++++=dainty
that ^cs+sub+++=that
you ^pp2+pp2+++=you
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
imagine ^vb+vprv+tht0++=imagine
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Popopo ^np+++??+=Popopo
set ^vbd+++xvbn+=set
out ^rb+phrv+++=out
for ^in+ppvb+++=for
the ^ati++++=the
earth ^nn++++=earth
and ^cc++++=and
at ^rb++++=at
once ^rb"+tm+++=once
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
a ^at++++=a
big ^jj+atrb+++=big
city ^nn++++=city.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
own ^ap++++=own
dwelling ^nvbg+++xvbg+=dwelling
was ^vbd+bedz+vrb++=was
so ^ql++++=so
quiet ^nn++++=quiet
and ^cc++++=and
peaceful ^jj++++=peaceful
that ^cs+sub+++=that
the ^ati++++=the
roaring ^jj+atrb++xvbg+=roaring
noise ^nn++++=noise
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
startled ^vbd+++xvbn+=startled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
nerves ^nns++++=nerves
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
shocked ^jj+++xvbn+=shocked
that ^tht+jcmp+++=that
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
around ^rp++++=around
three ^cd++++=three
minutes ^nns++++=minutes
he ^pp3a+pp3+++=he
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
give ^vbi++++=give
up ^rb+phrv+++=up
the ^ati++++=the
adventure ^nn++++=adventure,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
instantly ^rb+tm+++=instantly
returned ^vbd+++xvbn+=returned
home ^nr++++=home.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
satisfied ^jj+++xvbn+=satisfied
for ^in++++=for
a ^at++++=a
time ^nn++++=time
his ^pp$+pp3+++=his
desire ^nn++++=desire
to ^to+ncmp+++=to
visit ^vbi++++=visit
the ^ati++++=the
earth ^nn++++=earth
cities ^nns++++=cities,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
soon ^rb+tm+++=soon
the ^ati++++=the
monotony ^nn++++=monotony
of ^in++++=of
his ^pp$+pp3+++=his
existence ^nn+nom+++=existence
again ^rb+tm+++=again
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
restless ^jj++++=restless
and ^cc++++=and
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
another ^dt++++=another
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
At ^in++++=At
night ^nn++++=night
the ^ati++++=the
people ^nns++++=people
slept ^vbd+++xvbn+=slept
and ^cc++++=and
the ^ati++++=the
cities ^nns++++=cities
would ^md+prd+++=would
be ^vb+be+vrb++=be
quiet ^nn++++=quiet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
visit ^vb++++=visit
them ^pp3o+pp3+++=them
at ^in++++=at
night ^nn++++=night.
. ^zz++++=EXTRAWORD
So ^ql++++=So
at ^rb++++=at
the ^ati++++=the
proper ^jj+atrb+++=proper
time ^nn++++=time
Popopo ^np+++??+=Popopo
transported ^vwbn+++xvbn+=transported
himself ^ppl+pp3+++=himself
in ^in++++=in
a ^at++++=a
jiffy ^nn++++=jiffy
to ^in++++=to
a ^at++++=a
great ^jj+atrb+++=great
city ^nn++++=city,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
wandering ^vbg+++xvbg+=wandering
about ^in++++=about
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
was ^vbd+bedz+vrb++=was
in ^in++++=in
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
No ^at++++=No
wagons ^nns++++=wagons
rattled ^vwbn+++xvbn+=rattled
along ^in++++=along
the ^ati++++=the
pavements ^nns+nom+++=pavements;
; ^zz++++=EXTRAWORD
no ^at++++=no
throngs ^nns++++=throngs
of ^in++++=of
busy ^jj+atrb+++=busy
men ^nns++++=men
shouted ^vbd+vpub++xvbn+=shouted
and ^cc+phrs+++=and
halloaed ^vbd+++xvbn+=halloaed.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
policemen ^nns++++=policemen
slumbered ^vbd+++xvbn+=slumbered
slyly ^jj++++=slyly
and ^cc++++=and
there ^ex+pex+++=there
happened ^vprf+++xvbn+=happened
to ^to+vcmp+++=to
be ^vbi++vrb++=be
no ^at++++=no
prowling ^jj+atrb+++=prowling
thieves ^nns++++=thieves
abroad ^rb+pl+++=abroad.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
nerves ^nns++++=nerves
being ^xvbg+++xvbg+=being
soothed ^vpsv++by+xvbn+=soothed
by ^in++++=by
the ^ati++++=the
stillness ^nns+nom+++=stillness,
, ^zz++++=EXTRAWORD
Popopo ^np+++??+=Popopo
began ^vbd+++xvbn+=began
to ^to++++=to
enjoy ^vbi++++=enjoy
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
entered ^vbd+++xvbnx+=entered
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
houses ^nns++++=houses
and ^cc++++=and
examined ^vbd+++xvbn+=examined
their ^pp$+pp3+++=their
rooms ^nns++++=rooms
with ^in++++=with
much ^ap++++=much
curiosity ^nn+nom+++=curiosity.
. ^zz++++=EXTRAWORD
Locks ^npl++++=Locks
and ^cc++++=and
bolts ^nns++++=bolts
made ^vbd+++xvbn+=made
no ^at++++=no
difference ^nn+nom+++=difference
to ^in++++=to
a ^at++++=a
knook ^nn+++??+=knook,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
as ^rb++++=as
well ^rb++++=well
in ^in++++=in
darkness ^nns+nom+++=darkness
as ^in++++=as
in ^in"++++=in
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
time ^nn++++=time
he ^pp3a+pp3+++=he
strolled ^vbd+++xvbnx+=strolled
into ^in++++=into
the ^ati++++=the
business ^nns+nom+++=business
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
Stores ^nns++++=Stores
are ^vb+ber+vrb++=are
unknown ^jj+pred+++=unknown
among ^in++++=among
the ^ati++++=the
immortals ^nns+nom+++=immortals,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
have ^vb+hv+vrb++=have
no ^at++++=no
need ^nn++++=need
of ^in++++=of
money ^nn++++=money
or ^cc++++=or
of ^in++++=of
barter ^vb++++=barter
and ^cc++++=and
exchange ^nn++++=exchange;
; ^zz++++=EXTRAWORD
so ^ql++++=so
Popopo ^np+++??+=Popopo
was ^vbd+bedz+vrb++=was
greatly ^rb+amp+++=greatly
interested ^jj+pred+++=interested
by ^in++++=by
the ^ati++++=the
novel ^nn++++=novel
sight ^nn++++=sight
of ^in++++=of
so ^ql++++=so
many ^ap++++=many
collections ^nns+nom+++=collections
of ^in++++=of
goods ^nns++++=goods
and ^cc++++=and
merchandise ^nn++++=merchandise.
. ^zz++++=EXTRAWORD
During ^in++++=During
his ^pp$+pp3+++=his
wanderings ^nns++++=wanderings
he ^pp3a+pp3+++=he
entered ^vbd+++xvbnx+=entered
a ^at++++=a
millinery ^nn+nom+++=millinery
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
surprised ^jj++agls+xvbnx+=surprised
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
within ^in++++=within
a ^at++++=a
large ^jj+atrb+++=large
glass ^nn++++=glass
case ^nn++++=case
a ^at++++=a
great ^jj+atrb+++=great
number ^nn++++=number
of ^in++++=of
women ^nns++++=women's
's ^$++++=EXTRAWORD
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
each ^dt++++=each
bearing ^jj+++xvbg+=bearing
in ^in++++=in
one ^cd1++++=one
position ^nn+nom+++=position
or ^cc++++=or
another ^dt++++=another
a ^at++++=a
stuffed ^jj+atrb++xvbn+=stuffed
bird ^nn++++=bird.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
elaborate ^nn+nom+++=elaborate
hats ^nns++++=hats
had ^vb+hv+vrb++=had
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
birds ^nns++++=birds
upon ^in++++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
knooks ^nns+++??+=knooks
are ^vb+ber+vrb++=are
the ^ati++++=the
especial ^jj+atrb+++=especial
guardians ^nns++++=guardians
of ^in++++=of
birds ^nns++++=birds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
love ^nn++++=love
them ^pp3o+pp3+++=them
dearly ^rb++++=dearly.
. ^zz++++=EXTRAWORD
To ^to++++=To
see ^vbi+vprv+++=see
so ^ql++++=so
many ^ap++++=many
of ^in++++=of
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
friends ^nns++++=friends
shut ^vbd+++xvbn+=shut
up ^rp++++=up
in ^in++++=in
a ^at++++=a
glass ^nn++++=glass
case ^nn++++=case
annoyed ^jj+atrb+++=annoyed
and ^cc+phrs+++=and
grieved ^jj+++xvbn+=grieved
Popopo ^np+++??+=Popopo,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
no ^at++++=no
idea ^nn++++=idea
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
purposely ^rb++splt++=purposely
been ^vprf+ben+aux+xvbnx+=been
placed ^vpsv++agls+xvbnx+=placed
upon ^in++++=upon
the ^ati++++=the
hats ^nns++++=hats
by ^in++++=by
the ^ati++++=the
milliner ^nn++++=milliner.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
slid ^vbd+++xvbnx+=slid
back ^jjb+atrb+++=back
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
doors ^nns++++=doors
of ^in++++=of
the ^ati++++=the
case ^nn++++=case,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
the ^ati++++=the
little ^ap++++=little
chirruping ^jj+atrb++xvbg+=chirruping
whistle ^nn++++=whistle
of ^in++++=of
the ^ati++++=the
knooks ^nns+++??+=knooks
that ^tht+rel+++=that
all ^abn++++=all
birds ^nns++++=birds
know ^vb+vprv+++=know
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
called ^vbd+++xvbn+=called:
: ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
friends ^nns++++=friends;
; ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
is ^vbz+bez+vrb++=is
open ^jj+pred+++=open--fly
-- ^--+clp+++=EXTRAWORD
fly ^vb++++=EXTRAWORD
out ^rp+pl+++=out!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Popopo ^np+++??+=Popopo
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
the ^ati++++=the
birds ^nns++++=birds
were ^vbd+bed+aux++=were
stuffed ^vpsv++agls+xvbnx+=stuffed;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
stuffed ^j+++xvbn+=stuffed
or ^cc++++=or
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
every ^at++++=every
bird ^nn++++=bird
is ^vbz+bez+aux++=is
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
obey ^vbi++++=obey
a ^at++++=a
knook ^nn+++??+=knook's
's ^$++++=EXTRAWORD
whistle ^nn++++=whistle
and ^cc++++=and
a ^at++++=a
knook ^nn+++??+=knook's
's ^$++++=EXTRAWORD
call ^nn++++=call.
. ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
left ^vbd+++xvbnx+=left
the ^ati++++=the
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
flew ^j+++xvbn+=flew
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
case ^nn++++=case
and ^cc++++=and
began ^vbd+++xvbn+=began
fluttering ^vbg+++xvbg+=fluttering
about ^in++++=about
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
dears ^nns+++??+=dears!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
kind ^nn++++=kind-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
knook ^nn+++??+=knook,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
long ^vb++++=long
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
the ^ati++++=the
fields ^nns++++=fields
and ^cc++++=and
forests ^nns++++=forests
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
outer ^jjb+atrb+++=outer
door ^nn++++=door
for ^in++++=for
them ^pp3o+pp3+++=them
and ^cc++++=and
cried ^vbd+++xvbn+=cried:
: ^zz++++=EXTRAWORD
" ^zz++++="Off
off ^in+pl+++=EXTRAWORD
with ^in++++=with
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
Fly ^vb++++=Fly
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
beauties ^nns++++=beauties,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
astonished ^jj+atrb++xvbn+=astonished
birds ^nns++++=birds
at ^rb++++=at
once ^rb"+tm+++=once
obeyed ^vbd+++xvbn+=obeyed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
soared ^vprf+++xvbnx+=soared
away ^rp+pl+++=away
into ^in++++=into
the ^ati++++=the
night ^nn++++=night
air ^nn++++=air
the ^ati++++=the
knook ^nn++++=knook
closed ^vbd+++xvbn+=closed
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
continued ^vbd+++xvbn+=continued
his ^pp$+pp3+++=his
wandering ^vbg+++xvbg+=wandering
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
By ^in++++=By
dawn ^nn++++=dawn
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
many ^ap++++=many
interesting ^jj+atrb+++=interesting
sights ^nns++++=sights,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
day ^nn++++=day
broke ^vbd+++xvbn+=broke
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
resolved ^vbd+vsua++xvbnx+=resolved
to ^to+vcmp+++=to
come ^vbi++++=come
the ^ati++++=the
next ^ap++++=next
evening ^nn++++=evening
a ^ap++++=a
few ^ap"++++=few
hours ^nns++++=hours
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
As ^ql++++=As
soon ^rb+tm+++=soon
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
dark ^jj+pred+++=dark
the ^ati++++=the
following ^jj+atrb++xvbg+=following
day ^nn++++=day
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
again ^rb+tm+++=again
to ^in++++=to
the ^ati++++=the
city ^nn++++=city
and ^cc++++=and
on ^in++++=on
passing ^xvbg+++xvbg+=passing
the ^ati++++=the
millinery ^nn+nom+++=millinery
shop ^nn++++=shop
noticed ^vbd+vprv++xvbn+=noticed
a ^at++++=a
light ^nn++++=light
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
Entering ^vbg+++xvbg+=Entering
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
two ^cd++++=two
women ^nns++++=women,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
whom ^whp+rel+pied++=whom
leaned ^vbd+++xvbn+=leaned
her ^pp$+pp3+++=her
head ^jjb++++=head
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
sobbed ^vbd+++xvbn+=sobbed
bitterly ^rb+cnj+++=bitterly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
other ^ap++++=other
strove ^vbd+++xvbn+=strove
to ^in++++=to
comfort ^nn++++=comfort
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
Popopo ^np+++??+=Popopo
was ^vbd+bedz+vrb++=was
invisible ^jj+pred+++=invisible
to ^in++++=to
mortal ^jj+atrb+++=mortal
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
by ^in++++=by
and ^cc++++=and
listened ^vpsv++agls+xvbn+=listened
to ^in++++=to
their ^pp$+pp3+++=their
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
" ^zz++++="Cheer
cheer ^nn++++=EXTRAWORD
up ^rp++++=up,
, ^zz++++=EXTRAWORD
sister ^nn++++=sister,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Even
even ^cs+sub+++=EXTRAWORD
though ^cs+sub+++=though
your ^pp$+pp2+++=your
pretty ^jj+atrb+++=pretty
birds ^nns++++=birds
have ^vb+hv+aux++=have
all ^rb++splt++=all
been ^vprf+ben+aux+xvbnx+=been
stolen ^vpsv++agls+xvbnx+=stolen
the ^ati++++=the
hats ^nns++++=hats
themselves ^ppls+pp3+++=themselves
remain ^vb++++=remain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Alas!"
alas ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
the ^ati++++=the
milliner ^jjr++++=milliner,
, ^zz++++=EXTRAWORD
" ^zz++++="no
no ^at++++=EXTRAWORD
one ^cd1++++=one
will ^md+prd+++=will
buy ^vb++++=buy
my ^pp$+pp1+++=my
hats ^nns++++=hats
partly ^rb+down+++=partly
trimmed ^xvbn+++xvbn+=trimmed,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
fashion ^nn++++=fashion
is ^vbz+bez+aux++=is
to ^to++++=to
wear ^vbi++++=wear
birds ^nns++++=birds
upon ^in++++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
sell ^vb++++=sell
my ^pp$+pp1+++=my
goods ^nns++++=goods
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+aux++=be
utterly ^rb+amp+splt++=utterly
ruined ^vpsv++agls+xvbnx+=ruined."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
renewed ^vbd+++xvbnx+=renewed
her ^pp3o+pp3+++=her
sobbing ^vbg+++xvbg+=sobbing
and ^cc++++=and
the ^ati++++=the
knook ^nn+++??+=knook
stole ^vbd+++xvbn+=stole
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
a ^rb++++=a
little ^rb"++++=little
ashamed ^jj++++=ashamed
to ^to+jcmp+++=to
realized ^vbn+vprv++xvbn+=realized
that ^tht+vcmp+++=that
in ^in++++=in
his ^pp$+pp3+++=his
love ^nn++++=love
for ^in++++=for
the ^ati++++=the
birds ^nns++++=birds
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
unconsciously ^rb++splt++=unconsciously
wronged ^vprf+++xvbnx+=wronged
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth
people ^nns++++=people
and ^cc++++=and
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
unhappy ^jj++++=unhappy.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
thought ^vbd+++xvbn+=thought
brought ^vprf+++xvbn+=brought
him ^pp3o+pp3+++=him
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
millinery ^nn+nom+++=millinery
shop ^nn++++=shop
later ^rbr+tm+++=later
in ^in++++=in
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
two ^cd++++=two
women ^nns++++=women
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
way ^nn++++=way,
, ^zz++++=EXTRAWORD
to ^to++++=to
replace ^vbi++++=replace
the ^ati++++=the
birds ^nns++++=birds
upon ^in++++=upon
the ^ati++++=the
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
poor ^jj+atrb+++=poor
woman ^nn++++=woman
might ^md+pos+++=might
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
searched ^vbd+++xvbnx+=searched
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
upon ^in+ppvb+++=upon
a ^at++++=a
nearby ^jjb+atrb+++=nearby
cellar ^nn++++=cellar
