When ^wrb+who+++=When
his ^pp$+pp3+++=his
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
loosened ^j+++xvbn+=loosened
the ^ati++++=the
laces ^nns++++=laces
of ^in++++=of
his ^pp$+pp3+++=his
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
settled ^vbd+++xvbn+=settled
back ^jjb++++=back
for ^in++++=for
a ^at++++=a
comfortable ^jj+atrb+++=comfortable
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
outside ^jjb++++=outside
the ^ati++++=the
rear ^nn++++=rear
of ^in++++=of
his ^pp$+pp3+++=his
sleeping ^jj+atrb++xvbg+=sleeping
quarters ^nns+nom+++=quarters
ran ^vbd+++xvbn+=ran
the ^ati++++=the
wire ^nn++++=wire
right ^jj++++=right-of-way
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
also ^rb++++=also
the ^ati++++=the
back ^jjb+atrb+++=back
fence ^nn++++=fence
of ^in++++=of
a ^at++++=a
small ^jj+atrb+++=small
piece ^nn++++=piece
of ^in++++=of
property ^nn++++=property
on ^in++++=on
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
a ^at++++=a
rickety ^nn+++??+=rickety
old ^jj+atrb+++=old
house ^nn++++=house.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^nn++++=house
was ^vbd+bedz+vrb++=was
devoid ^in++++=devoid
of ^in"++++=of
paint ^nn++++=paint,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
cheerful ^jj+atrb+++=cheerful
sight ^nn++++=sight
from ^in++++=from
where ^wrb+who+++=where
Chi ^np+++??+=Chi
Foxy ^np+++??+=Foxy
reclined ^vbd+++xvbn+=reclined.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
clear ^jj+atrb+++=clear
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
kitchen ^nn++++=kitchen
window ^nn++++=window,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
the ^ati++++=the
light ^nn++++=light
came ^vbd+++xvbn+=came
in ^in++++=in
a ^at++++=a
yellow ^jj+atrb+++=yellow
glow ^nn++++=glow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+++=see
a ^at++++=a
woman ^nn++++=woman
cooking ^vwbg+++xvbg+=cooking
something ^pn++++=something
in ^in++++=in
a ^at++++=a
frying ^nn++++=frying-pan
- ^zz++++=EXTRAWORD
pan ^vb++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
kitchen ^nn++++=kitchen
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
sat ^vbd+++xvbn+=sat
beside ^in+pl+++=beside
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
elbows ^nns++++=elbows
on ^in++++=on
his ^pp$+pp3+++=his
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
for ^in++++=for
supper ^nn++++=supper.
. ^zz++++=EXTRAWORD
Chi ^np+++??+=Chi
Foxy ^np+++??+=Foxy
almost ^rb+hdg+++=almost
decided ^vb+++xvbn+=decided
to ^to+vcmp+++=to
climb ^vbi++++=climb
the ^ati++++=the
fence ^nn++++=fence
and ^cc++++=and
knock ^vb++++=knock
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
kitchen ^nn++++=kitchen
at ^in++++=at
the ^ati++++=the
moment ^nn++++=moment
the ^ati++++=the
woman ^nn++++=woman
took ^vbd+++xvbn+=took
the ^ati++++=the
frying ^nn++++=frying-pan
- ^zz++++=EXTRAWORD
pan ^vb++++=EXTRAWORD
off ^in+pl+++=off
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
feeling ^nvbg+++xvbg+=feeling
well ^jj+pred+++=well
filled ^vbd+++xvbn+=filled
and ^cc++++=and
comfortable ^jj++++=comfortable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
wait ^vbi++++=wait
and ^cc++++=and
to ^to++++=to
use ^vbi++++=use
the ^ati++++=the
house ^nn++++=house
as ^ql++++=as
his ^pp$+pp3+++=his
breakfasting ^jj+++xvbg+=breakfasting-place.
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
required ^jj+++xvbn+=required
no ^at++++=no
little ^ap++++=little
strength ^nn++++=strength
of ^in++++=of
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
perfume ^nn++++=perfume
of ^in++++=of
fried ^jj+atrb+++=fried
veal ^nn++++=veal
chops ^nns++++=chops
was ^vbd+bedz+aux++=was
wafted ^vpsv++agls+xvbnx+=wafted
to ^in++++=to
his ^pp$+pp3+++=his
nostrils ^nns++++=nostrils,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
himself ^ppl+pp3+++=himself
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
burned ^vprf+++xvbnx+=burned
his ^pp$+pp3+++=his
pipeful ^nn+nom+++=pipeful
of ^in++++=of
tobacco ^nn++++=tobacco
he ^pp3a+pp3+++=he
curled ^vbd+++xvbnx+=curled
down ^rp++++=down
and ^cc++++=and
went ^vbd+++xvbn+=went
to ^to++++=to
sleep ^vbi++++=sleep.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
awakened ^vpsv++by+xvbnx+=awakened
by ^in++++=by
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
voices ^nns++++=voices
near ^in+pl+++=near
at ^rb++++=at
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
peered ^vbd+++xvbn+=peered
out ^rp+pl+++=out
between ^in++++=between
the ^ati++++=the
ties ^nns++++=ties.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
dark ^jj++++=dark.
. ^zz++++=EXTRAWORD
The ^ati++++=The
voices ^nns++++=voices
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
a ^at++++=a
man ^nn++++=man
and ^cc++++=and
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
Chi ^np+++??+=Chi
Foxy ^np+++??+=Foxy
watched ^vbd+++xvbn+=watched
them ^pp3o+pp3+++=them
the ^ati++++=the
man ^nn++++=man
began ^vbd+++xvbn+=began
digging ^jj+++xvbg+=digging
in ^in++++=in
the ^ati++++=the
sandy ^jj+atrb+++=sandy
soil ^nn++++=soil
with ^in++++=with
a ^at++++=a
spade ^nn++++=spade.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
quite ^rb++++=quite
a ^at++++=a
hole ^nn++++=hole
in ^in++++=in
the ^ati++++=the
soil ^nn++++=soil
and ^cc++++=and
turned ^vpsv++agls+xvbn+=turned
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="Hand
hand ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me
the ^ati++++=the
bag ^nn++++=bag,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
dragged ^vbd+++xvbn+=dragged
a ^at++++=a
heavy ^jj+atrb+++=heavy
gunny ^nn+++??+=gunny-sack
- ^zz++++=EXTRAWORD
sack ^nn++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
hole ^nn++++=hole.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
untwisted ^vbd+++xvbn+=untwisted
the ^ati++++=the
neck ^nn++++=neck
of ^in++++=of
the ^ati++++=the
bag ^nn++++=bag
and ^cc++++=and
up ^rp++++=up-ended
- ^zz++++=EXTRAWORD
ended ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it
over ^in++++=over
the ^ati++++=the
hole ^nn++++=hole.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
followed ^vbd+vprv++xvbn+=followed
the ^ati++++=the
rattle ^nn++++=rattle
of ^in++++=of
bones ^nns++++=bones,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
striking ^nvbg+++xvbg+=striking
against ^in++++=against
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
man ^nn++++=man
handed ^vbd+++xvbn+=handed
the ^ati++++=the
bag ^nn++++=bag
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
Chi ^np+++??+=Chi
Foxy ^np+++??+=Foxy
peered ^vbd+++xvbn+=peered
eagerly ^rb++++=eagerly
at ^in++++=at
the ^ati++++=the
hole ^nn++++=hole.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
bones ^nns++++=bones.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
stars ^nns++++=stars
and ^cc++++=and
saw ^vbd+vprv+tht0+xvbn+=saw
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be
well ^rb++++=well
after ^in++++=after
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
man ^nn++++=man
hastily ^rb++++=hastily
spade ^nn++++=spade
the ^ati++++=the
soft ^jj+atrb+++=soft
soil ^nn++++=soil
over ^in++++=over
the ^ati++++=the
bones ^nns++++=bones,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
him ^pp3o+pp3+++=him
scatter ^vb++++=scatter
loose ^jj+atrb+++=loose
dry ^jj+atrb+++=dry
top ^nn++++=top-sand
- ^zz++++=EXTRAWORD
sand ^nn++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
completed ^jj+atrb++xvbn+=completed
job ^nn++++=job,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
man ^nn++++=man
and ^cc++++=and
woman ^nn++++=woman
hurry ^nn++++=hurry
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
dark ^jj+atrb+++=dark
house ^npl++++=house.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
Chi ^np+++??+=Chi
Foxy ^np+++??+=Foxy
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
resting ^vbg+++xvbg+=resting-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
and ^cc++++=and
climbed ^vpsv++agls+xvbn+=climbed
over ^in++++=over
the ^ati++++=the
wire ^nn++++=wire
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
curiously ^rb++++=curiously
at ^in++++=at
the ^ati++++=the
spot ^nn++++=spot
where ^wrb+who+++=where
the ^ati++++=the
weird ^jj+atrb+++=weird
burial ^nn++++=burial
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
on ^in++++=on
toward ^in++++=toward
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knocked ^vbd+++xvbnx+=knocked
on ^in++++=on
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
opened ^vpsv++by+xvbnx+=opened
by ^in++++=by
the ^ati++++=the
man ^nn++++=man--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
tall ^jj++++=tall,
, ^zz++++=EXTRAWORD
lanky ^jj++++=lanky,
, ^zz++++=EXTRAWORD
coarse ^jj++++=coarse-bearded
- ^zz++++=EXTRAWORD
bearded ^jj+atrb+++=EXTRAWORD
specimen ^nn++++=specimen.
. ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
about ^in++++=about
givin ^nn+++??+=givin'
' ^zz++++=EXTRAWORD
a ^at++++=a
feller ^nn++++=feller
some ^dti++++=some
breakfast ^nn++++=breakfast?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
