My ^pp$+pp1+++=My
so ^ql++++=so
that ^cs+sub+++=that
all ^abn++++=all
talk ^nn++++=talk
died ^vbd+++xvbn+=died
upon ^in++++=upon
my ^pp$+pp1+++=my
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
moved ^vbd+++xvbnx+=moved
among ^in++++=among
men ^nns++++=men
as ^ql++++=as
one ^cd1++++=one
ghost ^nn++++=ghost-ridden.
- ^zz++++=EXTRAWORD
ridden ^xvbn+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
throbbing ^jj+atrb++xvbg+=throbbing
town ^nn++++=town,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
thousand ^cd++++=thousand
distracting ^jj+atrb+++=distracting
voices ^nns++++=voices,
, ^zz++++=EXTRAWORD
grew ^j+++xvbn+=grew
maddening ^jj++++=maddening
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
need ^nn++++=need
of ^in++++=of
converse ^nn++++=converse
with ^in++++=with
solitude ^nn++++=solitude,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
master ^nn++++=master
and ^cc++++=and
teacher ^nn++++=teacher
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
arts ^nns++++=arts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
bethought ^vbd+++xvbnx+=bethought
me ^pp1o+pp1+++=me
of ^in++++=of
the ^ati++++=the
Yorkshire ^np++++=Yorkshire
Wolds ^np+++??+=Wolds,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
man ^nn++++=man
may ^md+pos+++=may
walk ^vb++++=walk
all ^abn++++=all
day ^nn++++=day,
, ^zz++++=EXTRAWORD
meeting ^nvbg+++xvbg+=meeting
no ^at++++=no
human ^jj+atrb+++=human
creature ^nn++++=creature,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing
no ^at++++=no
voice ^nn++++=voice
but ^cc++++=but
the ^ati++++=the
curlew ^nn++++=curlew's
's ^$++++=EXTRAWORD
cry ^nn++++=cry;
; ^zz++++=EXTRAWORD
where ^wrb+who+++=where,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
prone ^jj++++=prone
upon ^in++++=upon
the ^ati++++=the
sweet ^jj+atrb+++=sweet
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
may ^md+pos+++=may
feel ^vb+vprv+++=feel
the ^ati++++=the
pulsation ^nn+nom+++=pulsation
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
travelling ^vbg+nom++xvbg+=travelling
at ^rb++++=at
its ^pp$+it+++=its
eleven ^cd++++=eleven
hundred ^cd++++=hundred
miles ^nns++++=miles
a ^at++++=a
minute ^nn++++=minute
through ^in++++=through
the ^ati++++=the
ether ^nn++++=ether.
. ^zz++++=EXTRAWORD
So ^ql++++=So
one ^cd1++++=one
morning ^nn++++=morning
I ^pp1a+pp1+++=I
bundled ^vbd+++xvbnx+=bundled
many ^ap++++=many
things ^nns++++=things,
, ^zz++++=EXTRAWORD
some ^dti++++=some
needful ^jj++++=needful,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
needless ^jj++++=needless,
, ^zz++++=EXTRAWORD
into ^in++++=into
a ^at++++=a
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
hurrying ^vbg+++xvbg+=hurrying
lest ^cs+sub+++=lest
somebody ^pn++++=somebody
or ^cc++++=or
something ^pn++++=something
should ^md+nec+++=should
happen ^vb+++??+=happen
to ^to+vcmp+++=to
stay ^vbi++++=stay
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
night ^nn++++=night
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
northern ^jj+atrb+++=northern
town ^nn++++=town
that ^tht+rel+subj++=that
stands ^vbz++++=stands
upon ^in++++=upon
the ^ati++++=the
borders ^nns+nom+++=borders
of ^in++++=of
smokedom ^nn+nom+++=smokedom
at ^in++++=at
the ^ati++++=the
gate ^nn++++=gate
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
moors ^nn++++=moors;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
seven ^cd++++=seven
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
my ^pp$+pp1+++=my
seat ^nn++++=seat
beside ^in+pl+++=beside
a ^at++++=a
one ^cd1++++=one-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
carrier ^nn++++=carrier
behind ^in+pl+++=behind
an ^at++++=an
ancient ^jj+atrb+++=ancient
piebald ^nn+++??+=piebald
mare ^nn++++=mare.
. ^zz++++=EXTRAWORD
The ^ati++++=The
one ^cd1++++=one-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
carrier ^nn++++=carrier
cracked ^vbd+++xvbn+=cracked
his ^pp$+pp3+++=his
whip ^nn++++=whip,
, ^zz++++=EXTRAWORD
the ^ati++++=the
piebald ^nn+++??+=piebald
horse ^nn++++=horse
jogged ^vbd+++xvbn+=jogged
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nineteenth ^od++++=nineteenth
century ^nn++++=century,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
turmoil ^nn++++=turmoil,
, ^zz++++=EXTRAWORD
fell ^j+++xvbn+=fell
away ^rp+pl+++=away
behind ^in+pl+++=behind
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
the ^ati++++=the
distant ^jj+atrb+++=distant
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
creeping ^vbg+++xvbg+=creeping
nearer ^rbr++++=nearer,
, ^zz++++=EXTRAWORD
swallowed ^j+++xvbn+=swallowed
us ^pp1o+pp1+++=us
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
became ^vbd+++xvbn+=became
but ^cc++++=but
a ^at++++=a
moving ^jj+atrb++xvbg+=moving
speck ^nn++++=speck
upon ^in++++=upon
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
quiet ^jj+atrb+++=quiet
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Late ^jj++++=Late
in ^in++++=in
the ^ati++++=the
afternoon ^nn++++=afternoon
we ^pp1a+pp1+++=we
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
a ^at++++=a
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
which ^whp+rel+pied++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
growing ^vbg+++xvbgx+=growing
in ^in++++=in
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lies ^vbz++++=lies
in ^in++++=in
the ^ati++++=the
triangle ^nn++++=triangle
formed ^vwbn+++xvbn+=formed
by ^in++++=by
the ^ati++++=the
sloping ^jj+atrb++xvbg+=sloping
walls ^nns++++=walls
of ^in++++=of
three ^cd++++=three
great ^jj+atrb+++=great
fells ^nns+++??+=fells,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
even ^rb++++=even
the ^ati++++=the
telegraph ^nn++++=telegraph
wire ^nn++++=wire
has ^vbz+hvz+aux++=has
reached ^vprf+++xvbnx+=reached
it ^pp3+it+++=it
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
to ^in++++=to
murmur ^nn++++=murmur
to ^in++++=to
it ^pp3+it+++=it
whispers ^nns+nom+++=whispers
of ^in++++=of
the ^ati++++=the
restless ^jj+atrb+++=restless
world ^nn++++=world
or ^cc++++=or
had ^vb+hv+vrb++=had
not ^xnot++not++=not
at ^in++++=at
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
write ^vb++++=write.
. ^zz++++=EXTRAWORD
Nought ^np+++??+=Nought
disturbs ^nns+++??+=disturbs
it ^pp3+it+++=it
save ^vb++++=save,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
a ^at++++=a
day ^nn++++=day,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^cd1++++=one-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
carrier ^nn++++=carrier
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
and ^cc++++=and
his ^pp$+pp3+++=his
piebald ^nn+++??+=piebald
mare ^nn++++=mare
have ^vb+hv+aux++=have
not ^xnot++not++=not
yet ^rb++++=yet
laid ^vwbn+++xvbn+=laid
their ^pp$+pp3+++=their
ancient ^jj+atrb+++=ancient
bones ^nns++++=bones
to ^in++++=to
rest ^nn++++=rest
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
passing ^vbg+++xvbg+=passing
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
leaves ^nns++++=leaves
a ^ap++++=a
few ^ap"++++=few
letters ^nns+nom+++=letters
and ^cc++++=and
parcels ^nns++++=parcels
to ^to++++=to
be ^vbi+vbi+aux++=be
called ^vpsv++agls+xvbnx+=called
for ^in+ppvb+++=for
by ^in++++=by
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
the ^ati++++=the
scattered ^jj+++xvbn+=scattered
hill ^npl++++=hill-farms
- ^zz++++=EXTRAWORD
farms ^nns++++=EXTRAWORD
round ^in++++=round
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
meeting ^jj+++xvbg+=meeting-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
of ^in++++=of
two ^cd++++=two
noisy ^jj+atrb+++=noisy
brooks ^nps++++=brooks.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
sleepy ^jj+atrb+++=sleepy
days ^nns++++=days
and ^cc++++=and
the ^ati++++=the
hushed ^jj+atrb+++=hushed
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
hears ^vbz+vprv+++=hears
them ^pp3o+pp3+++=them
ever ^rb++++=ever
chattering ^jj++++=chattering
to ^in++++=to
themselves ^ppls+pp3+++=themselves
as ^ql++++=as
children ^nns++++=children
playing ^vwbg+++xvbg+=playing
alone ^rb++++=alone
some ^dti++++=some
game ^nn++++=game
of ^in++++=of
make ^vb++++=make-believe.
- ^zz++++=EXTRAWORD
believe ^vb+vprv+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Coming ^vbg+++xvbg+=Coming
from ^in+ppvb+++=from
their ^pp$+pp3+++=their
far ^rb+pl+++=far-off
- ^zz++++=EXTRAWORD
off ^rp+pl+++=EXTRAWORD
homes ^nrs++++=homes
among ^in++++=among
the ^ati++++=the
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
mingle ^vb+++??+=mingle
their ^pp$+pp3+++=their
waters ^nns++++=waters
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
journey ^nn++++=journey
on ^in++++=on
in ^in++++=in
company ^nn++++=company,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
their ^pp$+pp3+++=their
converse ^nn++++=converse
is ^vbz+bez+vrb++=is
more ^rbr++++=more
serious ^jj+pred+++=serious,
, ^zz++++=EXTRAWORD
as ^ql++++=as
becomes ^vbz++++=becomes
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
joined ^vprf+++xvbnx+=joined
hands ^nns++++=hands
and ^cc++++=and
are ^vb+ber+aux++=are
moving ^vbg+++xvbgx+=moving
onward ^jjb++++=onward
towards ^in++++=towards
life ^nn++++=life
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
they ^pp3a+pp3+++=they
reach ^vb++++=reach
sad ^jj+atrb+++=sad,
, ^zz++++=EXTRAWORD
weary ^jj+atrb+++=weary
towns ^nns++++=towns,
, ^zz++++=EXTRAWORD
black ^jj++++=black
beneath ^in+pl+++=beneath
a ^at++++=a
never ^rb++++=never-lifted
- ^zz++++=EXTRAWORD
lifted ^xvbn+++xvbn+=EXTRAWORD
pall ^np++++=pall
of ^in++++=of
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
day ^nn++++=day
and ^cc++++=and
night ^nn++++=night
the ^ati++++=the
clang ^nn++++=clang
of ^in++++=of
iron ^nn++++=iron
drowns ^nns+++??+=drowns
all ^abn++++=all
human ^jj+atrb+++=human
voices ^nns++++=voices,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
children ^nns++++=children
play ^nn++++=play
with ^in++++=with
ashes ^nns++++=ashes,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
have ^vb+hv+vrb++=have
dull ^jj++++=dull,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient
faces ^nns++++=faces;
; ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on,
, ^zz++++=EXTRAWORD
muddy ^jj++++=muddy
and ^cc+phrs+++=and
stained ^jj+++xvbn+=stained,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
deep ^jj+atrb+++=deep
sea ^nn++++=sea
that ^tht+rel+subj++=that
ceaselessly ^rb++++=ceaselessly
calls ^vbz++++=calls
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
waters ^nns++++=waters
are ^vb+ber+vrb++=are
fresh ^jj+pred+++=fresh
and ^cc+phrs+++=and
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
passing ^xvbg+++xvbg+=passing
makes ^vbz++++=makes
the ^ati++++=the
only ^rb+down+++=only
stir ^nn++++=stir
that ^tht+rel+obj++=that
the ^ati++++=the
valley ^nn++++=valley
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
known ^vprf+++xvbnx+=known.
. ^zz++++=EXTRAWORD
Surely ^rb+cnj+++=Surely,
, ^zz++++=EXTRAWORD
of ^in++++=of
all ^rb++++=all
peaceful ^jj+atrb+++=peaceful
places ^nns++++=places,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
the ^ati++++=the
one ^cd1++++=one
where ^wrb+who+++=where
a ^at++++=a
tired ^jj+atrb++xvbn+=tired
worker ^nn++++=worker
might ^md+pos+++=might
find ^vb+vprv+++=find
strength ^nn++++=strength.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
one ^cd1++++=one-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
friend ^nn++++=friend
had ^vbd+hvd+aux++=had
suggested ^vprf++tht0+xvbnx+=suggested
I ^pp1a+pp1+++=I
should ^md+nec+++=should
seek ^vb++++=seek
lodgings ^nns++++=lodgings
at ^in++++=at
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
one ^cd1++++=one
Mistress ^nns+nom+++=Mistress
Cholmondley ^np+++??+=Cholmondley,
, ^zz++++=EXTRAWORD
a ^at++++=a
widow ^nn++++=widow
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
resided ^vbd+++xvbn+=resided
with ^in++++=with
her ^pp$+pp3+++=her
only ^rb+down+++=only
daughter ^nn+nom+++=daughter
in ^in++++=in
the ^ati++++=the
white ^jj++++=white-washed
- ^zz++++=EXTRAWORD
washed ^vbd+++xvbn+=EXTRAWORD
cottage ^npl+nom+++=cottage
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
the ^ati++++=the
last ^rb++++=last
house ^npl++++=house
in ^in++++=in
the ^ati++++=the
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
take ^vb++++=take
the ^ati++++=the
road ^npl++++=road
that ^tht+rel+subj++=that
leads ^vbz++++=leads
over ^in++++=over
Coll ^np+++??+=Coll
Fell ^vbd+++xvbn+=Fell.
. ^zz++++=EXTRAWORD
" ^zz++++="Tha'
tha ^pp$++++=EXTRAWORD
' ^zz++++=EXTRAWORD
can ^md+pos+++=can
see ^vb+vprv+++=see
th ^zz++++=th'
' ^zz++++=EXTRAWORD
house ^npl++++=house
from ^in++++=from
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
by ^in++++=by
reason ^nn++++=reason
of ^in++++0=o'
its ^pp$+it+++=its
standing ^vbg+++xvbg+=standing
so ^ql+emph+++=so
high ^jj+atrb+++=high
above ^jjb++++=above
t ^zz++++=t'others,"
'others," ^nn+++??+=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
carrier ^nn++++=carrier,
, ^zz++++=EXTRAWORD
pointing ^vbg+++xvbg+=pointing
with ^in++++=with
his ^pp$+pp3+++=his
whip ^nn++++=whip.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
theer ^nn++++=theer
or ^cc++++=or
nowhere ^rb+cnj+++=nowhere,
, ^zz++++=EXTRAWORD
aw ^uh++++=aw'm
'm ^vb+bem+aux++0=EXTRAWORD
thinking ^vbg+++xvbgx+=thinking,
, ^zz++++=EXTRAWORD
for ^in++++=for
folks ^nns++++=folks
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
often ^rb++++=often
coom ^nn+++??+=coom
seeking ^vwbg+++xvbg+=seeking
lodgings ^nns++++=lodgings
in ^in++++=in
these ^dt+dem+++=these
parts ^nns++++=parts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
tiny ^jj+atrb+++=tiny
dwelling ^nvbg+++xvbg+=dwelling,
, ^zz++++=EXTRAWORD
half ^abn++++=half
smothered ^jj+++xvbn+=smothered
in ^in++++=in
June ^nr++++=June
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
idyllic ^jj++++=idyllic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^in++++=after
a ^at++++=a
lunch ^nn++++=lunch
of ^in++++=of
bread ^nn++++=bread
and ^cc++++=and
cheese ^nn++++=cheese
at ^in++++=at
the ^ati++++=the
little ^ap++++=little
inn ^npl++++=inn
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
my ^pp$+pp1+++=my
way ^nn++++=way
to ^in++++=to
it ^pp3+it+++=it
by ^in++++=by
the ^ati++++=the
path ^nn++++=path
that ^tht+rel+subj++=that
passes ^vbz++++=passes
through ^in++++=through
the ^ati++++=the
churchyard ^nn++++=churchyard.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
conjured ^vprf+++xvbnx+=conjured
up ^rp++++=up
the ^ati++++=the
vision ^nn++++=vision
of ^in++++=of
a ^at++++=a
stout ^jj++++=stout,
, ^zz++++=EXTRAWORD
pleasant ^jj++++=pleasant,
, ^zz++++=EXTRAWORD
comfort ^nn++++=comfort-radiating
- ^zz++++=EXTRAWORD
radiating ^jj+atrb++xvbg+=EXTRAWORD
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
assisted ^xvbn+++xvbn+=assisted
by ^in++++=by
some ^dti++++=some
bright ^jj+atrb+++=bright,
, ^zz++++=EXTRAWORD
fresh ^jj+atrb+++=fresh
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
rosy ^jj+atrb+++=rosy
cheeks ^nns++++=cheeks
and ^cc++++=and
sunburnt ^jj+atrb++xvbn+=sunburnt
hands ^nns++++=hands
would ^md+prd+++=would
help ^vb++++=help
me ^pp1o+pp1+++=me
banish ^vb++++=banish
from ^in++++=from
my ^pp$+pp1+++=my
mind ^nn++++=mind
all ^abn++++=all
clogging ^jj+atrb++xvbg+=clogging
recollections ^nns+nom+++=recollections
of ^in++++=of
the ^ati++++=the
town ^nn++++=town;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hopeful ^jj++++=hopeful,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pushed ^vbd+++xvbnx+=pushed
back ^jjb++++=back
the ^ati++++=the
half ^abn++++=half-opened
- ^zz++++=EXTRAWORD
opened ^vbd+++xvbn+=EXTRAWORD
door ^nn++++=door
and ^cc++++=and
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cottage ^nn+nom+++=cottage
was ^vbd+bedz+aux++=was
furnished ^vpsv++agls+xvbnx+=furnished
with ^in++++=with
a ^at++++=a
taste ^nn++++=taste
that ^tht+rel+++=that
surprised ^jj+++xvbn+=surprised
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
themselves ^ppls+pp3+++=themselves
my ^pp$+pp1+++=my
hosts ^nns++++=hosts
disappointed ^vbd+++xvbn+=disappointed
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
bustling ^jj+atrb+++=bustling,
, ^zz++++=EXTRAWORD
comely ^jj+atrb+++=comely
housewife ^nn++++=housewife
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
a ^at++++=a
wizened ^jj++++=wizened,
, ^zz++++=EXTRAWORD
blear ^nn+++??+=blear-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
dame ^np++++=dame.
. ^zz++++=EXTRAWORD
All ^abn++++=All
day ^nn++++=day
long ^rb++++=long
she ^pp3a+pp3+++=she
dozed ^vbd+++xvbnx+=dozed
in ^in++++=in
her ^pp$+pp3+++=her
big ^jj+atrb+++=big
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
crouched ^vpsv++agls+xvbn+=crouched
with ^in++++=with
shrivelled ^jj+atrb+++=shrivelled
hands ^nns++++=hands
spread ^vbd+++xvbn+=spread
out ^rp+pl+++=out
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
dream ^nn++++=dream
of ^in++++=of
winsome ^nn+++??+=winsome
maidenhood ^nn+nom+++=maidenhood
vanished ^vbd+++xvbn+=vanished
before ^cs+sub+++=before
the ^ati++++=the
reality ^nn+nom+++=reality
of ^in++++=of
a ^at++++=a
weary ^jj++++=weary-looking,
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
sharp ^jj++++=sharp-featured
- ^zz++++=EXTRAWORD
featured ^vbd+++xvbn+=EXTRAWORD
woman ^nn++++=woman
of ^in++++=of
between ^in++++=between
forty ^cd++++=forty
and ^cc++++=and
fifty ^cd++++=fifty.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
time ^nn++++=time
when ^wrb+who+++=when
the ^ati++++=the
listless ^jj+atrb+++=listless
eyes ^nns++++=eyes
had ^vbd+hvd+aux++=had
sparkled ^vprf+++xvbnx+=sparkled
with ^in++++=with
roguish ^jj+atrb+++=roguish
merriment ^nn+nom+++=merriment,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
shrivelled ^jj++++=shrivelled,
, ^zz++++=EXTRAWORD
tight ^jj++++=tight-drawn
- ^zz++++=EXTRAWORD
drawn ^xvbn+++xvbn+=EXTRAWORD
lips ^nns++++=lips
