It ^pp3+it+++=It
were ^vbd+bed+vrb++=were
older ^jjr+pred+++=older
than ^in++++=than
himself ^ppl+pp3+++=himself
or ^cc++++=or
younger ^jjr++++=younger,
, ^zz++++=EXTRAWORD
stronger ^jjr++++=stronger
or ^cc+phrs+++=or
weaker ^jjr++++=weaker,
, ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
and ^cc++++=and
wherever ^nn+nom+++=wherever
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
them ^pp3o+pp3+++=them
he ^pp3a+pp3+++=he
set ^jj+++xvbnx+=set
to ^to+jcmp+++=to
work ^vb++++=work
to ^to++++=to
" ^zz++++="mind"
mind ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
during ^in++++=during
a ^at++++=a
school ^nn++++=school
treat ^vb++++=treat,
, ^zz++++=EXTRAWORD
piteous ^jj+atrb+++=piteous
cries ^nns++++=cries
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard
coming ^vbg+++xvbg+=coming
from ^in+ppvb+++=from
a ^at++++=a
distant ^jj+atrb+++=distant
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
search ^nn++++=search
being ^xvbg+++xvbg+=being
made ^vwbn+++xvbn+=made,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered
prone ^jj++++=prone
upon ^in++++=upon
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
cousin ^nn++++=cousin
of ^in++++=of
his ^pp$+pp3+++=his,
, ^zz++++=EXTRAWORD
a ^at++++=a
boy ^nn++++=boy
twice ^rb++++=twice
his ^pp$+pp3+++=his
own ^ap++++=own
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
upon ^in++++=upon
him ^pp3o+pp3+++=him
and ^cc++++=and
steadily ^rb++++=steadily
whacking ^jj+++xvbg+=whacking
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
rescued ^vbd+++xvbn+=rescued
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
teacher ^nn++++=teacher
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
keep ^vb++++=keep
with ^in++++=with
the ^ati++++=the
little ^jj+atrb+++=little
boys ^nns++++=boys?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing
along ^in++++=along
with ^in"++++=with
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Please,
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
minding ^vbg+++xvbgx+=minding
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
have ^vb+hv+vrb++=have
" ^zz++++="minded"
minded ^jj+++xvbn+=EXTRAWORD
" ^zz++++=EXTRAWORD
Noah ^np++++=Noah
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
hold ^nn++++=hold
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
school ^nn++++=school
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
always ^rb++++=always
willing ^jj+pred+++=willing
for ^in++++=for
the ^ati++++=the
whole ^jj+atrb+++=whole
class ^nn++++=class
to ^in++++=to
copy ^nn++++=copy
from ^in++++=from
his ^pp$+pp3+++=his
slate ^nn++++=slate
indeed ^rb++++=indeed
he ^pp3a+pp3+++=he
would ^md+prd+++=would
urge ^vb++++=urge
them ^pp3o+pp3+++=them
to ^to++++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
meant ^vbd+vprv+tht0+xvbnx+=meant
it ^pp3+it+++=it
kindly ^rb+cnj+++=kindly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
inasmuch ^cs+sub+++=inasmuch
as ^ql++++=as
his ^pp$+pp3+++=his
answers ^nns+nom+++=answers
were ^vbd+bed+vrb++=were
invariably ^rb++++=invariably
quite ^rb++++=quite
wrong ^jj++++=wrong
with ^in++++=with
a ^at++++=a
distinctive ^jj+atrb+++=distinctive
and ^cc+phrs+++=and
inimitable ^jj+atrb+++=inimitable
wrongness ^nns+nom+++=wrongness
peculiar ^jj++++=peculiar
to ^in++++=to
himself ^ppl+pp3+++=himself
the ^ati++++=the
result ^nn++++=result
to ^in++++=to
his ^pp$+pp3+++=his
followers ^nns+nom+++=followers
was ^vbd+bedz+vrb++=was
eminently ^rb++++=eminently
unsatisfactory ^jj+pred+++=unsatisfactory;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
the ^ati++++=the
shallowness ^nns+nom+++=shallowness
of ^in++++=of
youth ^nn++++=youth
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
ignoring ^nvbg+++xvbg+=ignoring
motives ^nns++++=motives,
, ^zz++++=EXTRAWORD
judges ^nns++++=judges
solely ^rb++++=solely
from ^in++++=from
results ^nns++++=results,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
wait ^vb++++=wait
for ^in++++=for
him ^pp3o+pp3+++=him
outside ^jjb++++=outside
and ^cc++++=and
punch ^nn++++=punch
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
All ^abn++++=All
his ^pp$+pp3+++=his
energies ^nns++++=energies
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
instruction ^nn+nom+++=instruction
of ^in++++=of
others ^aps++++=others,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
none ^pn++++=none
for ^in++++=for
his ^pp$+pp3+++=his
own ^ap++++=own
purposes ^nns++++=purposes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
take ^vb++++=take
callow ^jj+atrb+++=callow
youths ^nns++++=youths
to ^in++++=to
his ^pp$+pp3+++=his
chambers ^nns+nom+++=chambers
and ^cc++++=and
teach ^vb+vsua+++=teach
them ^pp3o+pp3+++=them
to ^in++++=to
box ^nn++++=box.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
try ^vb++++=try
and ^cc++++=and
hit ^nn+++xvbn+=hit
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
nose ^nn++++=nose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
before ^in++++=before
them ^pp3o+pp3+++=them
in ^in++++=in
an ^at++++=an
attitude ^nn++++=attitude
of ^in++++=of
defence ^nn+nom+++=defence.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
afraid ^jj+pred+++=afraid.
. ^zz++++=EXTRAWORD
Hit ^j+++xvbn+=Hit
as ^ql++++=as
hard ^jj++++=hard
as ^ql++++=as
ever ^rb++++=ever
you ^pp2+pp2+++=you
can ^md+pos+++=can."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
they ^pp3a+pp3+++=they
would ^md+prd+++=would
do ^vb+do+vrb++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb++++=so
soon ^rb+tm+++=soon
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
recovered ^vprf+++xvbnx+=recovered
from ^in++++=from
his ^pp$+pp3+++=his
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^rb++++=a
little ^rb"++++=little
lessened ^vbd+++xvbn+=lessened
the ^ati++++=the
bleeding ^nvbg+++xvbg+=bleeding,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
explain ^vb+vpub+++=explain
to ^in++++=to
them ^pp3o+pp3+++=them
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it
all ^abn++++=all
wrong ^jj++++=wrong,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
easily ^rb++++=easily
he ^pp3a+pp3+++=he
could ^md+pos+++=could
have ^vb+hv+aux++=have
stopped ^vprf+++xvbnx+=stopped
the ^ati++++=the
blow ^nn++++=blow
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
hit ^vprf+++xvbnx+=hit
him ^pp3o+pp3+++=him
properly ^rb++++=properly.
. ^zz++++=EXTRAWORD
Twice ^rb++++=Twice
at ^in++++=at
golf ^nn++++=golf
he ^pp3a+pp3+++=he
lamed ^vbd+++xvbnx+=lamed
himself ^ppl+pp3+++=himself
for ^in++++=for
over ^in++++=over
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
a ^at++++=a
novice ^nn++++=novice
how ^wrb+who+++=how
to ^to++++=to
" ^zz++++="drive";
drive ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
cricket ^nn++++=cricket
on ^in++++=on
one ^cd1++++=one
occasion ^nn++++=occasion
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
seeing ^vbg+vprv+tht0+xvbg+=seeing
his ^pp$+pp3+++=his
middle ^jjb+atrb+++=middle
stump ^nn++++=stump
go ^vb++++=go
down ^rp++++=down
like ^in++++=like
a ^at++++=a
ninepin ^nn+++??+=ninepin
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
explaining ^vbg+vpub++xvbgx+=explaining
to ^in++++=to
the ^ati++++=the
bowler ^nn++++=bowler
how ^wrb+who+++=how
to ^to++++=to
get ^vbi++++=get
the ^ati++++=the
balls ^nns++++=balls
in ^in++++=in
straight ^nn++++=straight.
. ^zz++++=EXTRAWORD
After ^in++++=After
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
long ^jj+atrb+++=long
argument ^nn+nom+++=argument
with ^in++++=with
the ^ati++++=the
umpire ^nn++++=umpire
as ^in++++=as
to ^in"++++=to
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
or ^cc++++=or
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
known ^vpsv++agls+xvbnx+=known,
, ^zz++++=EXTRAWORD
during ^in++++=during
a ^at++++=a
stormy ^jj+atrb+++=stormy
Channel ^npl++++=Channel
passage ^nn+nom+++=passage,
, ^zz++++=EXTRAWORD
to ^in++++=to
rush ^nn++++=rush
excitedly ^rb++++=excitedly
upon ^in++++=upon
the ^ati++++=the
bridge ^nn++++=bridge
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
inform ^vb++++=inform
the ^ati++++=the
captain ^npt++++=captain
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
" ^zz++++="just
just ^rb+emph+++=EXTRAWORD
seen ^vbd+vprv++xvbn+=seen
a ^at++++=a
light ^nn++++=light
about ^in++++=about
two ^cd++++=two
miles ^nns++++=miles
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
left ^vbd+++xvbn+=left";
" ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
on ^in++++=on
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
an ^at++++=an
omnibus ^&fw++++=omnibus
he ^pp3a+pp3+++=he
generally ^rb+down+++=generally
sits ^vbz++++=sits
beside ^in+pl+++=beside
the ^ati++++=the
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
points ^nns++++=points
out ^rp+pl+++=out
to ^in++++=to
him ^pp3o+pp3+++=him
the ^ati++++=the
various ^jj+atrb+++=various
obstacles ^nns++++=obstacles
likely ^jj++++=likely
to ^to+jcmp+++=to
impede ^vb+++??+=impede
their ^pp$+pp3+++=their
progress ^nns+nom+++=progress.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
an ^at++++=an
omnibus ^&fw++++=omnibus
that ^cs+sub+++=that
my ^pp$+pp1+++=my
own ^ap++++=own
personal ^jj+atrb+++=personal
acquaintanceship ^nn+nom+++=acquaintanceship
with ^in++++=with
him ^pp3o+pp3+++=him
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
behind ^in+pl+++=behind
two ^cd++++=two
ladies ^nns++++=ladies
when ^wrb+who+++=when
the ^ati++++=the
conductor ^nn++++=conductor
came ^vbd+++xvbn+=came
up ^rp++++=up
to ^to++++=to
collect ^vbi++++=collect
fares ^nns++++=fares.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
them ^pp3o+pp3+++=them
handed ^vbd+++xvbn+=handed
him ^pp3o+pp3+++=him
a ^at++++=a
sixpence ^nns+nom+++=sixpence
telling ^vwbg+++xvbg+=telling
him ^pp3o+pp3+++=him
to ^to++++=to
take ^vbi++++=take
to ^to+vcmp+++=to
Piccadilly ^vb++++=Piccadilly
Circus ^nn++++=Circus,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
twopence ^nns+nom+++=twopence.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
other ^ap++++=other
lady ^nn++++=lady
to ^in++++=to
her ^pp$+pp3+++=her
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
handing ^vbg+++xvbg+=handing
the ^ati++++=the
man ^nn++++=man
a ^at++++=a
shilling ^nn+nom+++=shilling,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
owe ^vb++++=owe
you ^pp2+pp2+++=you
sixpence ^nn+nom+++=sixpence,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me
fourpence ^nns+nom+++=fourpence
and ^cc++++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
pay ^vb++++=pay
for ^in++++=for
the ^ati++++=the
two ^cd++++=two."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
took ^vbd+++xvbn+=took
the ^ati++++=the
shilling ^nn+nom+++=shilling,
, ^zz++++=EXTRAWORD
punched ^j+++xvbn+=punched
two ^cd++++=two
twopenny ^nn+++??+=twopenny
tickets ^nns++++=tickets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
stood ^vbd+++xvbn+=stood
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
think ^vbi+vprv+tht0++=think
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
right ^nn++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
lady ^nn++++=lady
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spoken ^vprf+++xvbnx+=spoken
last ^rb+cnj+++=last,
, ^zz++++=EXTRAWORD
" ^zz++++="give
give ^vb++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend
fourpence ^nns+nom+++=fourpence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
did ^vbd+dod+vrb++=did
so ^rb++++=so.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
that ^cs+sub+++=that
fourpence ^nn+nom+++=fourpence
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
friend ^nn++++=friend
handed ^vbd+++xvbn+=handed
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
concluded ^vbd+vprv++xvbnx+=concluded
to ^in++++=to
the ^ati++++=the
conductor ^nn++++=conductor,
, ^zz++++=EXTRAWORD
" ^zz++++="give
give ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
eightpence ^nn+nom+++=eightpence,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
all ^abn++++=all
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
doled ^vbd+++xvbn+=doled
out ^rp+pl+++=out
to ^in++++=to
her ^pp3o+pp3+++=her
the ^ati++++=the
eightpence ^nn+nom+++=eightpence
the ^ati++++=the
sixpence ^nn+nom+++=sixpence
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
from ^in++++=from
the ^ati++++=the
first ^rb++++=first
lady ^npt++++=lady,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
penny ^nn++++=penny
and ^cc++++=and
two ^cd++++=two
halfpennies ^nns+++??+=halfpennies
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
bag ^nn++++=bag
distrustfully ^rb+cnj+++=distrustfully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
retired ^jj+++xvbn+=retired,
, ^zz++++=EXTRAWORD
muttering ^vbg+++xvbg+=muttering
something ^pn++++=something
about ^in++++=about
his ^pp$+pp3+++=his
duties ^nns++++=duties
not ^xnot++not++=not
including ^in++++=including
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
lightning ^nn++++=lightning
calculator ^nn++++=calculator.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,"
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
elder ^jjr++++=elder
lady ^npt++++=lady
to ^in++++=to
the ^ati++++=the
younger ^jjr++++=younger,
, ^zz++++=EXTRAWORD
" ^zz++++="I
