When ^wrb+who+++=WHEN
developed ^vbd+++xvbnx+=developed
ability ^nn+nom+++=ability
of ^in++++=of
a ^at++++=a
literary ^jj+atrb+++=literary
order ^nn++++=order,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wrote ^vbd+vprv++xvbn+=wrote
songs ^nns++++=songs
which ^whp+rel+subj++=which
sold ^vbd+++xvbn+=sold
and ^cc+phrs+++=and
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
a ^at++++=a
small ^jj+atrb+++=small
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
away ^rb+phrv+++=away
with ^in+ppvb+++=with
another ^dt++++=another
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
spent ^vbd+++xvbn+=spent
his ^pp$+pp3+++=his
fortune ^nn++++=fortune,
, ^zz++++=EXTRAWORD
drove ^j+++xvbn+=drove
him ^pp3o+pp3+++=him
to ^in++++=to
dissipation ^nn+nom+++=dissipation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
dying ^vbg+++xvbgx+=dying
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
to ^in++++=to
Nora ^np+++??+=Nora,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
received ^vbd+++xvbn+=received
him ^pp3o+pp3+++=him
cordially ^rb+cnj+++=cordially,
, ^zz++++=EXTRAWORD
attended ^j+++xvbn+=attended
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cheered ^vbd+++xvbn+=cheered
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
hours ^nns++++=hours
by ^in++++=by
singing ^xvbg+++xvbg+=singing
his ^pp$+pp3+++=his
own ^ap++++=own
songs ^nns++++=songs
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
a ^at++++=a
headstone ^nn++++=headstone
recounting ^vwbg+++xvbg+=recounting
his ^pp$+pp3+++=his
virtues ^nns++++=virtues,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
quite ^rb++++=quite
numerous ^jj+pred+++=numerous,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
refraining ^vbg+++xvbg+=refraining
from ^in++++=from
any ^dti++++=any
reference ^nn+nom+++=reference
to ^in++++=to
those ^dt+dem+++=those
peculiarities ^nns+nom+++=peculiarities
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
caused ^vprf+++xvbnx+=caused
him ^pp3o+pp3+++=him
to ^to++++=to
be ^vbi++vrb++=be
such ^abl++++=such
a ^at++++=a
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
one ^cd1++++=one
actual ^jj+atrb+++=actual
chagrin ^nn++++=chagrin
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
nibbled ^vprf+++xvbnx+=nibbled
at ^in++++=at
the ^ati++++=the
sound ^nn++++=sound
heart ^nn++++=heart
of ^in++++=of
Nora ^np+++??+=Nora
Finnegan ^np+nom++??+=Finnegan
- ^zz++++=-a
a ^at++++=EXTRAWORD
cruel ^jj+atrb+++=cruel
chagrin ^nn++++=chagrin,
, ^zz++++=EXTRAWORD
with ^in++++=with
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
white ^jj+atrb+++=white
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
rodents ^nns++++=rodents
have ^vb+hv+vrb++=have!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
never ^rb++splt++=never
held ^vprf+++xvbnx+=held
a ^at++++=a
child ^nn++++=child
to ^in++++=to
her ^pp$+pp3+++=her
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
laughed ^vbd+++xvbn+=laughed
in ^in++++=in
its ^pp$+it+++=its
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
never ^rb++++=never
bathed ^vprf+++xvbn+=bathed
the ^ati++++=the
pink ^jj+atrb+++=pink
form ^nn++++=form
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
son ^nn++++=son
or ^cc++++=or
daughter ^nn+nom+++=daughter;
; ^zz++++=EXTRAWORD
never ^rb++++=never
felt ^vbd+vprv++xvbn+=felt
a ^at++++=a
tugging ^jj+++xvbg+=tugging
of ^in++++=of
tiny ^jj+atrb+++=tiny
hands ^nns++++=hands
at ^rb++++=at
her ^pp3o+pp3+++=her
voluminous ^jj+atrb+++=voluminous
calico ^nn+++??+=calico
skirts ^nns++++=skirts!
! ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
had ^vbd+hvd+aux++=had
burnt ^vprf+++xvbnx+=burnt
many ^ap++++=many
candles ^nns++++=candles
before ^in++++=before
the ^ati++++=the
statue ^nn++++=statue
of ^in++++=of
the ^ati++++=the
blessed ^jj+atrb++xvbn+=blessed
Virgin ^nn++++=Virgin
without ^in++++=without
remedying ^xvbg+++xvbg+=remedying
this ^dt+dem+++=this
deplorable ^jj+atrb+++=deplorable
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
up ^rb+phrv+++=up
unavailing ^jj+atrb+++=unavailing
prayers ^nns+nom+++=prayers
- ^zz++++=-she
she ^pp3a+pp3+++=EXTRAWORD
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
at ^rb++++=at
times ^nns++++=times,
, ^zz++++=EXTRAWORD
wept ^jj+atrb++xvbn+=wept
hot ^jj+atrb+++=hot
tears ^nns++++=tears
of ^in++++=of
longing ^xvbg+++xvbg+=longing
and ^cc++++=and
loneliness ^nns+nom+++=loneliness.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
in ^in++++=in
her ^pp$+pp3+++=her
sleep ^nn++++=sleep
she ^pp3a+pp3+++=she
dreamed ^vbd+vprv++xvbnx+=dreamed
that ^tht+vcmp+++=that
a ^at++++=a
wee ^jj+atrb+++=wee
form ^nn++++=form,
, ^zz++++=EXTRAWORD
warm ^jj++++=warm
and ^cc++++=and
exquisitely ^rb++++=exquisitely
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
pressed ^vpsv++agls+xvbnx+=pressed
against ^in++++=against
her ^pp$+pp3+++=her
firm ^jj+atrb+++=firm
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
a ^at++++=a
hand ^nn++++=hand
with ^in++++=with
tiniest ^jjt+atrb+++=tiniest
pink ^jj+atrb+++=pink
nails ^nns++++=nails
crept ^vbd+++xvbn+=crept
within ^in++++=within
her ^pp$+pp3+++=her
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
out ^rp+pl+++=out
to ^to++++=to
snatch ^vbi++++=snatch
this ^dt+dem+++=this
delicious ^jj+atrb+++=delicious
little ^jj+atrb+++=little
creature ^nn++++=creature
closer ^rbr++++=closer,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
woke ^vbd+++xvbnx+=woke
to ^to++++=to
realize ^vbi+vprv+++=realize
a ^at++++=a
barren ^jj+atrb+++=barren
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
herself ^ppl+pp3+++=herself
in ^in++++=in
anguish ^nn++++=anguish
on ^rp++++=on
her ^pp3o+pp3+++=her
lonely ^jj+atrb+++=lonely
pillow ^nn++++=pillow.
. ^zz++++=EXTRAWORD
So ^ql++++=So
when ^wrb+who+++=when
Tig ^np+++??+=Tig
came ^vbd+++xvbn+=came
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
accompanied ^xvbn+++xvbn+=accompanied
by ^in++++=by
two ^cd++++=two
curs ^nns+++??+=curs,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
faithfully ^rb++splt++=faithfully
followed ^vprf+++xvbnx+=followed
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
learned ^vbd+vprv++xvbnx+=learned
the ^ati++++=the
details ^nns++++=details
of ^in++++=of
his ^pp$+pp3+++=his
story ^nn++++=story,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
him ^pp3o+pp3+++=him
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
curs ^nns+++??+=curs
and ^cc++++=and
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
bathed ^vprf+++xvbn+=bathed
the ^ati++++=the
three ^cd++++=three
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
them ^pp3o+pp3+++=them
part ^nn++++=part
and ^cc++++=and
parcel ^nn++++=parcel
of ^in++++=of
her ^pp$+pp3+++=her
home ^nr++++=home.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
after ^in++++=after
the ^ati++++=the
demise ^nn++++=demise
of ^in++++=of
the ^ati++++=the
second ^od++++=second
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
a ^at++++=a
time ^nn++++=time
when ^wrb+who+++=when
Nora ^np+++??+=Nora
felt ^vbd+vprv++xvbn+=felt
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
all ^abn++++=all
a ^at++++=a
woman ^nn++++=woman
could ^md+pos+++=could
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
do ^vbi++++=do
for ^in++++=for
Hymen ^np+++??+=Hymen.
. ^zz++++=EXTRAWORD
Tig ^np+++??+=Tig
was ^vbd+bedz+vrb++=was
a ^at++++=a
preposterous ^jj+atrb+++=preposterous
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
The ^ati++++=The
curs ^nns+++??+=curs
were ^vbd+bed+vrb++=were
preposterous ^jj+atrb+++=preposterous
curs ^nns+++??+=curs.
. ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+aux+xvbnx+=been
afflicted ^vpsv++agls+xvbnx+=afflicted
with ^in++++=with
a ^at++++=a
surplus ^nn++++=surplus
amount ^nn++++=amount
of ^in++++=of
laughter ^nn+nom+++=laughter
- ^zz++++=-laughter
laughter ^nn+nom+++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+vrb++=had
difficulty ^nn++++=difficulty
in ^in++++=in
attaching ^xvbg+++xvbg+=attaching
itself ^ppl++++=itself
to ^in++++=to
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
the ^ati++++=the
really ^rb+emph+++=really
comic ^jj++++=comic
in ^in++++=in
the ^ati++++=the
surroundings ^nns++++=surroundings
of ^in++++=of
the ^ati++++=the
poor ^nn++++=poor.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
with ^in++++=with
a ^at++++=a
red ^jj++++=red-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
freckled ^jj+atrb+++=freckled
baby ^nn++++=baby
boy ^nn++++=boy
and ^cc++++=and
two ^cd++++=two
trick ^nn++++=trick
dogs ^nns++++=dogs
in ^in++++=in
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
good ^jj+atrb+++=good
and ^cc+phrs+++=and
sufficient ^jj+atrb+++=sufficient
excuse ^nn++++=excuse
for ^in++++=for
her ^pp$+pp3+++=her
hilarity ^nn+nom+++=hilarity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
have ^vb+hv+aux++=have
torn ^vprf+++xvbnx+=torn
the ^ati++++=the
cave ^nn++++=cave
where ^wrb+who+++=where
echo ^nn++++=echo
lies ^vbz++++=lies
with ^in++++=with
her ^pp$+pp3+++=her
mirth ^nn++++=mirth,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
cave ^nn++++=cave
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
at ^rb++++=at
such ^abl++++=such
an ^at++++=an
immeasurable ^jj+atrb+++=immeasurable
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
crowded ^jj+atrb++xvbn+=crowded
neighborhood ^nn+nom+++=neighborhood
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
lived ^vbd+++xvbnx+=lived.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
four ^cd++++=four
Tig ^np+++??+=Tig
went ^vbd+++xvbn+=went
to ^in++++=to
free ^jj++++=free
kindergarten ^jj+++xvbn+=kindergarten;
; ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
six ^cd++++=six
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
school ^nn++++=school,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
three ^cd++++=three
grades ^nns++++=grades
the ^ati++++=the
first ^od++++=first
year ^nn++++=year
and ^cc++++=and
two ^cd++++=two
the ^ati++++=the
next ^ap++++=next.
. ^zz++++=EXTRAWORD
At ^rb++++=At
fifteen ^cd++++=fifteen
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
graduated ^vpsv++agls+xvbnx+=graduated
from ^in++++=from
the ^ati++++=the
high ^jj+atrb+++=high
school ^nn++++=school
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
work ^nn++++=work
as ^in++++=as
errand ^nn++++=errand
boy ^nn++++=boy
in ^in++++=in
a ^at++++=a
newspaper ^nn+nom+++=newspaper
office ^nn++++=office,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
fixed ^jj+atrb++xvbn+=fixed
determination ^nn+nom+++=determination
to ^to+ncmp+++=to
make ^vbi++++=make
a ^at++++=a
journalist ^nn+nom+++=journalist
of ^in++++=of
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Nora ^np+++??+=Nora
was ^vbd+bedz+vrb++=was
a ^at++++=a
trifle ^nn++++=trifle
worried ^vbd+vprv++xvbn+=worried
about ^in++++=about
his ^pp$+pp3+++=his
morals ^nns++++=morals
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
discovered ^vbd+vprv+tht0+xvbnx+=discovered
his ^pp$+pp3+++=his
