In ^in++++=IN
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
so ^ql+emph+++=so
pleased ^jj+++xvbn+=pleased,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thought ^nn+++xvbn+=thought
how ^wrb+who+++=how
grand ^jj++++=grand
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
to ^to+vcmp+++=to
have ^vbi++vrb++=have
five ^cd++++=five
horses ^nns++++=horses
ploughing ^vwbg+++xvbg+=ploughing
in ^in++++=in
his ^pp$+pp3+++=his
field ^nn++++=field,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried
out ^rp+pl+++=out
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
Gee ^np++++=Gee-up,
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
all ^abn++++=all
my ^pp$+pp1+++=my
horses ^nns++++=horses!
! ^zz++++=EXTRAWORD
Ill ^jj+atrb+++=Ill
gee ^np++++=gee-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
your ^pp$+pp2+++=your
horses ^nns++++=horses
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
said ^jj+atrb++xvbn+=said
Big ^jj+atrb+++=Big
Claus ^np+++??+=Claus;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seizing ^vbg+++xvbg+=seizing
a ^at++++=a
hammer ^nn++++=hammer,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
struck ^vbd+++xvbnx+=struck
the ^ati++++=the
one ^cd1++++=one
horse ^nn++++=horse
of ^in++++=of
Little ^jj+atrb+++=Little
Claus ^np+++??+=Claus
on ^in++++=on
the ^ati++++=the
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
dead ^jj++++=dead
instantly ^rb+tm+++=instantly.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
horse ^nn++++=horse
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Little ^ap++++=Little
Claus ^np+++??+=Claus,
, ^zz++++=EXTRAWORD
weeping ^nn++++=weeping.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^cs+sub+++=after
a ^at++++=a
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
the ^ati++++=the
dead ^jj+atrb+++=dead
horses ^nns++++=horses
skin ^nn++++=skin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hung ^vbd+++xvbn+=hung
the ^ati++++=the
hide ^nn++++=hide
to ^in++++=to
dry ^nn++++=dry
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
the ^ati++++=the
dry ^jj+atrb+++=dry
skin ^nn++++=skin
into ^in++++=into
a ^at++++=a
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
placing ^nvbg+++xvbg+=placing
it ^pp3+it+++=it
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
next ^ap++++=next
town ^nn++++=town
to ^to++++=to
sell ^vbi++++=sell
the ^ati++++=the
horses ^nns++++=horses
skin ^nn++++=skin.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
very ^ql+amp+++=very
long ^rb++++=long
way ^nn++++=way
to ^to++++=to
go ^vbi++++=go,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^md"++pmd"++=had
to ^md+nec+++=to
pass ^vb++++=pass
through ^in++++=through
a ^at++++=a
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
gloomy ^jj+atrb+++=gloomy
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
a ^at++++=a
storm ^nn++++=storm
arose ^vbd+++xvbn+=arose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
lost ^vbd+++xvbnx+=lost
his ^pp$+pp3+++=his
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
discovered ^vbd+vprv++xvbnx+=discovered
the ^ati++++=the
right ^jj+atrb+++=right
path ^nn++++=path,
, ^zz++++=EXTRAWORD
evening ^nn++++=evening
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
still ^rb++++=still
a ^at++++=a
long ^jj+atrb+++=long
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
too ^rb++++=too
far ^rb+pl+++=far
to ^to++++=to
return ^vbi++++=return
home ^nr++++=home
before ^in++++=before
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
the ^ati++++=the
road ^npl++++=road
stood ^vbd+++xvbn+=stood
a ^at++++=a
large ^jj+atrb+++=large
farmhouse ^nn++++=farmhouse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shutters ^nns+nom+++=shutters
outside ^jjb++++=outside
the ^ati++++=the
windows ^nns++++=windows
were ^vbd+bed+aux++=were
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
lights ^nns++++=lights
shone ^vbd+++xvbn+=shone
through ^in++++=through
the ^ati++++=the
crevices ^nns+++??+=crevices
at ^rb++++=at
the ^ati++++=the
top ^nn++++=top.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
get ^vb++++=get
permission ^nn++++=permission
to ^to+ncmp+++=to
stay ^vbi++++=stay
here ^rn+pl+++=here
for ^in++++=for
the ^ati++++=the
night ^nn++++=night,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
Little ^ap++++=Little
Claus ^np+++??+=Claus;
; ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
knocked ^vbd+++xvbn+=knocked.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmers ^nns+nom+++=farmers
wife ^nn++++=wife
opened ^vbd+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
to ^to++++=to
go ^vbi++++=go
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
as ^ql++++=as
her ^pp$+pp3+++=her
husband ^nn++++=husband
would ^md+prd+++=would
not ^xnot++not++=not
allow ^vb++++=allow
her ^pp$+pp3+++=her
to ^to++++=to
admit ^vbi+vpub+++=admit
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+aux++=be
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
lie ^vbi++++=lie
out ^rp+pl+++=out
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Little ^ap++++=Little
Claus ^np+++??+=Claus
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
farmers ^nns+nom+++=farmers
wife ^nn++++=wife
shut ^vbd+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Near ^in+cmpx+++=Near
to ^in"++++=to
the ^ati++++=the
farmhouse ^nn++++=farmhouse
stood ^vbd+++xvbn+=stood
a ^at++++=a
large ^jj+atrb+++=large
haystack ^nn+++??+=haystack,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
between ^in++++=between
it ^pp3+it+++=it
and ^cc++++=and
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj++++=small
shed ^jj+++xvbn+=shed,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
thatched ^jj+atrb+++=thatched
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
lie ^vb++++=lie
up ^rp++++=up
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Little ^ap++++=Little
Claus ^np+++??+=Claus,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
roof ^nn++++=roof;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
make ^vb++++=make
a ^at++++=a
famous ^jj+atrb+++=famous
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
hope ^vb++++=hope
the ^ati++++=the
stork ^nn+++??+=stork
will ^md+prd+++=will
not ^xnot++not++=not
fly ^vb++++=fly
down ^rp++++=down
and ^cc++++=and
bite ^nn++++=bite
my ^pp$+pp1+++=my
legs ^nns++++=legs;
; ^zz++++=EXTRAWORD
for ^in++++=for
on ^in++++=on
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood
a ^at++++=a
living ^jj+atrb++xvbg+=living
stork ^nn+++??+=stork,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
nest ^nn++++=nest
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Little ^ap++++=Little
Claus ^np+++??+=Claus
climbed ^vbd+++xvbn+=climbed
to ^in++++=to
the ^ati++++=the
roof ^nn++++=roof
of ^in++++=of
the ^ati++++=the
shed ^jj+++xvbn+=shed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
himself ^ppl+pp3+++=himself
to ^to++++=to
get ^vbi++++=get
comfortable ^jj++++=comfortable,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
discovered ^vbd+vprv++xvbnx+=discovered
that ^tht+vcmp+++=that
the ^ati++++=the
wooden ^jj+atrb+++=wooden
shutters ^nns+nom+++=shutters,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
reach ^vb++++=reach
to ^in++++=to
the ^ati++++=the
tops ^nns++++=tops
of ^in++++=of
the ^ati++++=the
windows ^nns++++=windows
of ^in++++=of
the ^ati++++=the
farmhouse ^nn++++=farmhouse,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+++=see
into ^in++++=into
a ^at++++=a
room ^nn++++=room,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
large ^jj+atrb+++=large
table ^nn++++=table
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
out ^rb+phrv+++=out
with ^in++++=with
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
roast ^vb++++=roast
meat ^nn++++=meat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
splendid ^jj+atrb+++=splendid
fish ^nn++++=fish.
. ^zz++++=EXTRAWORD
The ^ati++++=The
farmers ^nns+nom+++=farmers
wife ^nn++++=wife
and ^cc++++=and
the ^ati++++=the
sexton ^np++++=sexton
were ^vbd+bed+aux++=were
sitting ^vbg+++xvbgx+=sitting
at ^rb++++=at
the ^ati++++=the
table ^nn++++=table
together ^nn+nom+++=together;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
filled ^vbd+++xvbnx+=filled
his ^pp$+pp3+++=his
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
helped ^vbd+++xvbn+=helped
him ^pp3o+pp3+++=him
plenteously ^rb++++=plenteously
to ^in++++=to
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
be ^vbi++vrb++=be
his ^pp$+pp3+++=his
favorite ^jj+atrb+++=favorite
dish ^nn++++=dish.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
could ^md+pos+++=could
only ^rb+down+splt++=only
get ^vb++++=get
some ^dti++++=some,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
Little ^ap++++=Little
Claus ^np+++??+=Claus;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
stretched ^vbd+++xvbnx+=stretched
his ^pp$+pp3+++=his
neck ^nn++++=neck
towards ^in++++=towards
the ^ati++++=the
window ^nn++++=window
he ^pp3a+pp3+++=he
spied ^vprf+++xvbn+=spied
a ^at++++=a
large ^jj++++=large,
, ^zz++++=EXTRAWORD
beautiful ^jj++++=beautiful
pie,indeed ^jj+++xvbn+=pie,indeed
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
a ^at++++=a
glorious ^jj+atrb+++=glorious
feast ^nn++++=feast
before ^in++++=before
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
moment ^nn++++=moment
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
some ^dti++++=some
one ^cd1++++=one
riding ^nvbg+++xvbg+=riding
down ^rp++++=down
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
towards ^in++++=towards
the ^ati++++=the
farmhouse ^nn++++=farmhouse.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
farmer ^nn++++=farmer
returning ^vwbg+++xvbg+=returning
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj+atrb+++=good
man ^nn++++=man,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
still ^rb++++=still
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
very ^ql+amp+++=very
strange ^jj+atrb+++=strange
prejudice,he ^nn+++??+=prejudice,he
could ^md+pos+++=could
not ^xnot++not++=not
bear ^vb+vprv+++=bear
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
sexton ^np++++=sexton.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
one ^cd1++++=one
appeared ^vbd+seem++xvbn+=appeared
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
put ^vb+++xvbn+=put
himself ^ppl+pp3+++=himself
in ^in++++=in
a ^at++++=a
terrible ^jj+atrb+++=terrible
rage ^nn++++=rage.
. ^zz++++=EXTRAWORD
In ^rb++++=In
consequence ^nn+nom+++=consequence
of ^in++++=of
this ^dt+dem+++=this
dislike ^nn++++=dislike,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sexton ^np++++=sexton
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^to++++=to
visit ^vbi++++=visit
the ^ati++++=the
farmers ^nns+nom+++=farmers
wife ^nn++++=wife
during ^in++++=during
her ^pp$+pp3+++=her
husbands ^nns++++=husbands
absence ^nn+nom+++=absence
from ^in++++=from
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
good ^jj+atrb+++=good
woman ^nn++++=woman
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
the ^ati++++=the
best ^jjt++++=best
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
to ^to++++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
farmer ^nn++++=farmer
coming ^vwbg+++xvbg+=coming
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
frightened ^vpsv++agls+xvbnx+=frightened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
begged ^vbd+++xvbn+=begged
the ^ati++++=the
sexton ^np++++=sexton
to ^to++++=to
hide ^vbi++++=hide
himself ^ppl+pp3+++=himself
in ^in++++=in
a ^at++++=a
large ^jj+atrb+++=large
empty ^jj+atrb+++=empty
chest ^nn++++=chest
that ^tht+rel+subj++=that
stood ^vprf+++xvbn+=stood
