A ^at++++=A
else ^rb+cnj+++=else
he ^pp3a+pp3+++=he
would ^md+prd+++=would
quickly ^rb++++=quickly
tan ^nn++++=tan
under ^in++++=under
this ^dt+dem+++=this
burning ^nvbg+++xvbg+=burning,
, ^zz++++=EXTRAWORD
summer ^nn++++=summer
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
have ^vb+hv+aux++=have
traveled ^vprf+++xvbnx+=traveled
here ^rn+pl+++=here
by ^in++++=by
auto ^nn++++=auto,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
certainly ^rb++++=certainly
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
passenger ^nn+nom+++=passenger
on ^in++++=on
the ^ati++++=the
train ^nn++++=train
that ^tht+rel+subj++=that
brought ^vbd+++xvbn+=brought
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
checked ^vbd+++xvbnx+=checked
in ^rb+phrv+++=in
only ^rb+down+++=only
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time
after ^in++++=after
my ^pp$+pp1+++=my
arrival ^nn++++=arrival.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
briefly ^rb++splt++=briefly
rested ^vprf+++xvbnx+=rested
in ^in++++=in
my ^pp$+pp1+++=my
room ^nn++++=room
and ^cc++++=and
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
down ^rp++++=down
the ^ati++++=the
stairs ^nns++++=stairs
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
encountered ^vbd+++xvbnx+=encountered
him ^pp3o+pp3+++=him
ascending ^vbg+++xvbg+=ascending
with ^in++++=with
his ^pp$+pp3+++=his
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
odd ^jj+pred+++=odd
that ^tht+jcmp+++=that
our ^pp$+pp1+++=our
venerable ^jj+atrb+++=venerable
bell ^nn++++=bell-boy
- ^zz++++=EXTRAWORD
boy ^nn++++=EXTRAWORD
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
show ^nn++++=show
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
room ^nn++++=room.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
odd ^jj+pred+++=odd,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
with ^in++++=with
so ^ql++++=so
many ^ap++++=many
vacant ^jj+atrb+++=vacant
rooms ^nns++++=rooms
in ^in++++=in
the ^ati++++=the
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
should ^md+nec+++=should
have ^vb+hv+aux++=have
chosen ^vprf+++xvbnx+=chosen
No ^at++++=No.
. ^zz++++=EXTRAWORD
212 ^cd++++=212
at ^in++++=at
the ^ati++++=the
extreme ^jj++++=extreme
rear ^jjb++++=rear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
building ^nvbg+++xvbg+=building
is ^vbz+bez+vrb++=is
a ^at++++=a
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
narrow ^jj+atrb+++=narrow
affair ^nn++++=affair
three ^cd++++=three
stories ^nns++++=stories
high ^jj++++=high.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rooms ^nns++++=rooms
are ^vb+ber+vrb++=are
all ^abn++++=all
on ^in++++=on
the ^ati++++=the
east ^np+pl+++=east
side ^nn++++=side,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
west ^np+pl+++=west
wall ^nn++++=wall
is ^vbz+bez+vrb++=is
flush ^rb++++=flush
with ^in++++=with
a ^at++++=a
decrepit ^jj+atrb+++=decrepit
business ^nns+nom+++=business
building ^vwbg+++xvbg+=building.
. ^zz++++=EXTRAWORD
The ^ati++++=The
corridor ^nn++++=corridor
is ^vbz+bez+vrb++=is
long ^rb++++=long
and ^cc++++=and
drab ^jj++++=drab,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
stiff ^jj+atrb+++=stiff,
, ^zz++++=EXTRAWORD
bloated ^jj+atrb++xvbn+=bloated
paper ^nn++++=paper
exudes ^nns+++??+=exudes
a ^at++++=a
musty ^jj+atrb+++=musty,
, ^zz++++=EXTRAWORD
unpleasant ^jj+atrb+++=unpleasant
odor ^nn++++=odor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
feeble ^jj+atrb+++=feeble
electric ^jj+atrb+++=electric
bulbs ^nns++++=bulbs
that ^tht+rel+++=that
light ^jj++++=light
it ^pp3+it+++=it
shine ^vb++++=shine
dimly ^rb++++=dimly
as ^in++++=as
from ^in"++++=from
a ^at++++=a
tomb ^nn++++=tomb.
. ^zz++++=EXTRAWORD
Revolted ^xvbn+++xvbn+=Revolted
by ^in++++=by
this ^dt+dem+++=this
corridor ^nn++++=corridor,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
insisted ^vbd+vpub++xvbnx+=insisted
vigorously ^rb++++=vigorously
upon ^in++++=upon
being ^nn+nn+aux++=being
given ^vwbn+++xvbn+=given
No ^at++++=No.
. ^zz++++=EXTRAWORD
201 ^cd++++=201,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
at ^rb++++=at
the ^ati++++=the
front ^jjb++++=front
and ^cc+phrs+++=and
blessed ^jj+++xvbn+=blessed
with ^in++++=with
southern ^jj+atrb+++=southern
exposure ^nn++++=exposure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
a ^at++++=a
disagreeable ^jj++++=disagreeable
fellow ^jjb++++=fellow
with ^in++++=with
a ^at++++=a
Hitler ^np++++=Hitler
mustache ^nn+++??+=mustache,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
reluctant ^jj++++=reluctant
to ^to+jcmp+++=to
let ^vbi++++=let
me ^pp1o+pp1+++=me
have ^vb+hv+vrb++=have
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
ordinarily ^rb++splt++=ordinarily
reserved ^vpsv++agls+xvbnx+=reserved
for ^in++++=for
his ^pp$+pp3+++=his
more ^rbr++++=more
profitable ^jj+atrb+++=profitable
transient ^jj+atrb+++=transient
trade ^nn++++=trade.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fear ^vb++++=fear
my ^pp$+pp1+++=my
stubborn ^jj+atrb+++=stubborn
insistence ^nn+nom+++=insistence
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
an ^at++++=an
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
only ^rb+down+++=only
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
as ^in++++=as
self ^nn++++=self-assertive
- ^zz++++=EXTRAWORD
assertive ^jj++++=EXTRAWORD
thirty ^cd++++=thirty
years ^nns++++=years
ago ^rb++++=ago!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
now ^rn+tm+++=now
be ^vb+be+vrb++=be
a ^at++++=a
full ^jj++++=full-fledged
- ^zz++++=EXTRAWORD
fledged ^vwbn+++xvbn+=EXTRAWORD
professor ^npt++++=professor
instead ^rb+cnj+++=instead
of ^in++++=of
a ^at++++=a
broken ^jj+++xvbn+=broken-down
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
assistant ^nn+nom+++=assistant.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
still ^rb+atrb+++=still
smart ^jj++++=smart
from ^in++++=from
the ^ati++++=the
cavalier ^np+nom+++=cavalier
manner ^nn++++=manner
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
president ^nn++++=president
of ^in++++=of
the ^ati++++=the
university ^nn+nom+++=university
summarily ^rb++++=summarily
recommended ^vbd+vsua++xvbn+=recommended
my ^pp$+pp1+++=my
vacation ^nn+nom+++=vacation.
. ^zz++++=EXTRAWORD
No ^at++++=No
doubt ^nn++++=doubt
he ^pp3a+pp3+++=he
acted ^vbd+++xvbnx+=acted
for ^in++++=for
my ^pp$+pp1+++=my
best ^jjt+atrb+++=best
interests ^nns++++=interests.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
dominated ^vprf+++xvbnx+=dominated
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor
life ^nn++++=life
invariably ^rb++++=invariably
have ^vb+hv+vrb++=have.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
summer ^nn++++=summer's
's ^$++++=EXTRAWORD
rest ^nn++++=rest
will ^md+prd+++=will
probably ^rb++++=probably
do ^vb+do+vrb++=do
me ^pp1o+pp1+++=me
considerable ^jj++++=considerable
good ^jj++++=good.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
pleasant ^jj+pred+++=pleasant
to ^to+jcmp+++=to
be ^vbi++vrb++=be
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
university ^nn+nom+++=university.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
something ^pn++++=something
positively ^rb++++=positively
gratifying ^jj++++=gratifying
about ^in++++=about
the ^ati++++=the
absence ^nn+nom+++=absence
of ^in++++=of
the ^ati++++=the
graduate ^nn+nom+++=graduate
student ^nn++++=student
face ^nn++++=face.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
only ^rb+down+++=only
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
so ^rb+emph+++=so
lonely ^jj++++=lonely!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
devise ^vb++++=devise
a ^at++++=a
way ^nn++++=way
of ^in++++=of
meeting ^xvbg+++xvbg+=meeting
the ^ati++++=the
pale ^jj+atrb+++=pale
man ^nn++++=man
in ^in++++=in
No ^at++++=No.
. ^zz++++=EXTRAWORD
212 ^cd++++=212.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
room ^nn++++=room
clerk ^nn++++=clerk
can ^md+pos+++=can
arrange ^vb++++=arrange
matters ^nns+nom+++=matters.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
Have ^vb+hv+aux++=HAVE
been ^vprf+ben+vrb+xvbnx+=been
here ^rn+pl+++=here
exactly ^rb++++=exactly
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
friendly ^jj+atrb+++=friendly
soul ^nn++++=soul
in ^in++++=in
this ^dt+dem+++=this
miserable ^jj+atrb+++=miserable
little ^jj+atrb+++=little
town ^nn++++=town,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
escaped ^vprf+++xvbnx+=escaped
my ^pp$+pp1+++=my
notice ^nn++++=notice.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
tradespeople ^nn+++??+=tradespeople
accept ^vb+vprv+++=accept
my ^pp$+pp1+++=my
money ^nn++++=money
with ^in++++=with
flattering ^jj+atrb+++=flattering
eagerness ^nns+nom+++=eagerness,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
studiously ^rb++++=studiously
avoid ^vb++++=avoid
even ^rb++++=even
the ^ati++++=the
most ^ql+emph+++=most
casual ^jj+atrb+++=casual
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
can ^md+pos+++=can
never ^rb++splt++=never
cultivate ^nn+nom+++=cultivate
their ^pp$+pp3+++=their
society ^nn++++=society
unless ^cs+cnd+++=unless
I ^pp1a+pp1+++=I
can ^md+pos+++=can
arrange ^vb++++=arrange
to ^to+vcmp+++=to
have ^vbi++vrb++=have
my ^pp$+pp1+++=my
ancestors ^nns++++=ancestors
recognized ^vwbn+vprv++xvbn+=recognized
as ^ql++++=as
local ^jj+atrb+++=local
residents ^nns++++=residents
for ^in++++=for
the ^ati++++=the
last ^ap++++=last
hundred ^cd++++=hundred
and ^cc++++=and
fifty ^cd++++=fifty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Despite ^in++++=Despite
the ^ati++++=the
coolness ^nns+nom+++=coolness
of ^in++++=of
my ^pp$+pp1+++=my
reception ^nn+nom+++=reception,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
frequently ^rb++++=frequently
venturing ^jj+++xvbg+=venturing
abroad ^rb+pl+++=abroad.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
my ^pp$+pp1+++=my
mind ^nn++++=mind
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
cherished ^vprf+++xvbnx+=cherished
hopes ^vb++++=hopes
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
might ^md+pos+++=might
encounter ^nn+nom+++=encounter
the ^ati++++=the
pale ^jj+atrb+++=pale
man ^nn++++=man
in ^in++++=in
No ^at++++=No.
. ^zz++++=EXTRAWORD
211 ^cd++++=211.
. ^zz++++=EXTRAWORD
Incidentally ^rb+cnj+++=Incidentally,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wonder ^vb++++=wonder
why ^wrb+who+++=why
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
moved ^vprf+++xvbnx+=moved
from ^in++++=from
No ^at++++=No.
. ^zz++++=EXTRAWORD
212 ^cd++++=212.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
certainly ^rb++++=certainly
little ^jj+atrb+++=little
advantage ^nn+nom+++=advantage
in ^in++++=in
coming ^xvbg+++xvbg+=coming
only ^rb+down+++=only
one ^cd1++++=one
room ^nn++++=room
nearer ^in+cmpx+++=nearer
to ^in"++++=to
the ^ati++++=the
front ^nn++++=front.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
the ^ati++++=the
change ^nn++++=change
yesterday ^nr+tm+++=yesterday
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
him ^pp3o+pp3+++=him
coming ^vbg+++xvbg+=coming
out ^rb+phrv+++=out
of ^in+ppvb+++=of
his ^pp$+pp3+++=his
new ^jj+atrb+++=new
room ^nn++++=room.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
nodded ^vbd+++xvbn+=nodded
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
time ^nn++++=time
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
detected ^vbd+++xvbnx+=detected
a ^at++++=a
certain ^jj+atrb+++=certain
malign ^nn+++??+=malign
satisfaction ^nn+nom+++=satisfaction
in ^in++++=in
his ^pp$+pp3+++=his
somber ^jjr+atrb+++=somber,
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
eager ^jj+pred+++=eager
to ^to+jcmp+++=to
make ^vbi++++=make
his ^pp$+pp3+++=his
acquaintance ^nn+nom+++=acquaintance,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
manner ^nn++++=manner
forbids ^nns+++??+=forbids
overtures ^nns++++=overtures.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
to ^to+vcmp+++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
go ^vb++++=go
all ^rb++++=all
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
can ^md+pos+++=can
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
devil ^nn++++=devil.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
the ^ati++++=the
sort ^nn++++=sort
to ^to++++=to
run ^vbi++++=run
after ^in++++=after
anybody ^pn++++=anybody.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
surly ^jj+atrb+++=surly
diffidence ^nn+nom+++=diffidence
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
clerk ^nn++++=clerk
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
enough ^qlp++++=enough
to ^to++++=to
prevent ^vbi++++=prevent
me ^pp1o+pp1+++=me
from ^in++++=from
questioning ^xvbg+++xvbg+=questioning
him ^pp3o+pp3+++=him
about ^in++++=about
his ^pp$+pp3+++=his
mysterious ^jj+atrb+++=mysterious
guest ^nn++++=guest.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
Wonder ^vb++++=WONDER
where ^wrb+who+++=where
the ^ati++++=the
pale ^jj+atrb+++=pale
man ^nn++++=man
takes ^vbz++++=takes
his ^pp$+pp3+++=his
meals ^nns++++=meals.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
absenting ^vbg+++xvbgx+=absenting
myself ^ppl+pp1+++=myself
from ^in++++=from
the ^ati++++=the
hotel ^nn++++=hotel
restaurant ^nn+nom+++=restaurant
and ^cc++++=and
patronizing ^jj++++=patronizing
the ^ati++++=the
restaurants ^nns+nom+++=restaurants
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
At ^in++++=At
each ^ppls++++=each
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
ventured ^vprf+++xvbnx+=ventured
inquiries ^nns++++=inquiries
about ^in++++=about
the ^ati++++=the
man ^nn++++=man
in ^in++++=in
No ^at++++=No.
. ^zz++++=EXTRAWORD
210 ^cd++++=210.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^pn++++=one
at ^in++++=at
any ^dti++++=any
restaurant ^nn+nom+++=restaurant
remembered ^vwbn+vprv++xvbn+=remembered
his ^pp$+pp3+++=his
having ^xvbg+++xvbg+=having
been ^vprf+ben+vrb+xvbn+=been
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
entr ^nn+++??+=entr
e ^zz++++=e
into ^in++++=into
the ^ati++++=the
Brahmin ^np+++??+=Brahmin
homes ^nrs++++=homes
of ^in++++=of
this ^dt+dem+++=this
town ^nn++++=town.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
may ^md+pos+++=may
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
a ^at++++=a
boarding ^nn++++=boarding-house.
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
have ^md"++pmd"++=have
to ^md+nec+++=to
learn ^vb+vprv+++=learn
if ^cs+cnd+++=if
there ^ex+pex+++=there
be ^vb+be+vrb++=be
one ^pn++++=one.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pale ^jj+atrb+++=pale
man ^nn++++=man
must ^md+nec+++=must
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
please ^uh++++=please,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
again ^rb+tm+splt++=again
changed ^vprf+++xvbnx+=changed
his ^pp$+pp3+++=his
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
baffled ^vprf+++xvbn+=baffled
by ^in++++=by
his ^pp$+pp3+++=his
conduct ^nn++++=conduct.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
so ^ql+emph+++=so
desirous ^jj++++=desirous
of ^in++++=of
locating ^xvbg+++xvbg+=locating
himself ^ppl+pp3+++=himself
more ^rbr++++=more
conveniently ^rb++++=conveniently
in ^in++++=in
the ^ati++++=the
hotel ^nn++++=hotel,
