A ^at++++=A
old ^jj++++=old,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
the ^ati++++=the
shrivelled ^jj+atrb+++=shrivelled
appearance ^nn+nom+++=appearance
of ^in++++=of
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small
and ^cc+phrs+++=and
lean ^jj++++=lean.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
smooth ^jj+pred+++=smooth-shaved
- ^zz++++=EXTRAWORD
shaved ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
wrinkled ^vwbn+++xvbn+=wrinkled,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
deep ^jj++++=deep-set
- ^zz++++=EXTRAWORD
set ^vbd+++xvbn+=EXTRAWORD
and ^cc++++=and
intensely ^rb+amp+++=intensely
black ^jj++++=black
and ^cc+phrs+++=and
brilliant ^jj++++=brilliant.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mouth ^nn++++=mouth
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
most ^ql+emph+++=most
forbidding ^jj+atrb++xvbg+=forbidding
feature ^nn++++=feature.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
large ^jj+pred+++=large,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
thin ^jj+atrb+++=thin
lips ^nns++++=lips
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
tightly ^rb++++=tightly
over ^in++++=over
large ^jj+atrb+++=large
and ^cc+phrs+++=and
protruding ^jj+atrb++xvbg+=protruding
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
aspect ^nn++++=aspect
being ^vwbg+beg++xvbg+=being
prognathous ^jj++++=prognathous
and ^cc+phrs+++=and
menacing ^jj++++=menacing.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
quiet ^jj++++=quiet
and ^cc++++=and
not ^xnot++not++=not
given ^vbd+++xvbn+=given
to ^in++++=to
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
at ^rb++++=at
times ^nns++++=times
he ^pp3a+pp3+++=he
would ^md+prd+++=would
smile ^vb++++=smile,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face
was ^vbd+bedz+vrb++=was
such ^in++++=such
as ^in++++=as
to ^in"++++=to
give ^vb++++=give
even ^rb++++=even
Freeman ^np++++=Freeman
a ^at++++=a
sensation ^nn+nom+++=sensation
of ^in++++=of
impending ^jj+atrb+++=impending
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
clearly ^rb++++=clearly
known ^vwbn+vprv++xvbn+=known
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
the ^ati++++=the
real ^jj+atrb+++=real
mission ^nn++++=mission
of ^in++++=of
the ^ati++++=the
" ^zz++++="Blue
blue ^jj+atrb+++=EXTRAWORD
Crane ^nn++++=Crane"
" ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
sailed ^vbd+++xvbnx+=sailed
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
from ^in++++=from
San ^np++++=San
Francisco ^np++++=Francisco.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
supposed ^vb+++xvbn+=supposed
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
intended ^vbd+vsua++xvbnx+=intended
to ^to+vcmp+++=to
loot ^vb++++=loot
a ^at++++=a
sunken ^jj+atrb+++=sunken
vessel ^nn++++=vessel
of ^in++++=of
her ^pp$+pp3+++=her
treasure ^nn++++=treasure;
; ^zz++++=EXTRAWORD
others ^aps++++=others
that ^cs+sub+++=that
the ^ati++++=the
enterprise ^nn++++=enterprise
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
simple ^jj+atrb+++=simple
piracy ^nn++++=piracy,
, ^zz++++=EXTRAWORD
involving ^vbg+++xvbg+=involving
the ^ati++++=the
killing ^jj+++xvbg+=killing
of ^in++++=of
the ^ati++++=the
crew ^nn++++=crew
and ^cc++++=and
the ^ati++++=the
scuttling ^nn++++=scuttling
of ^in++++=of
the ^ati++++=the
ship ^nn++++=ship
in ^in++++=in
mid ^jjb++++=mid-ocean;
- ^zz++++=EXTRAWORD
ocean ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
others ^aps++++=others
that ^cs+sub+++=that
a ^at++++=a
certain ^jj+atrb+++=certain
large ^jj+atrb+++=large
consignment ^nn+nom+++=consignment
of ^in++++=of
opium ^nn++++=opium,
, ^zz++++=EXTRAWORD
for ^in++++=for
which ^whp+rel+pied++=which
the ^ati++++=the
customs ^nns++++=customs
authorities ^nns+nom+++=authorities
were ^vbd+bed+vrb++=were
on ^in++++=on
the ^ati++++=the
lookout ^nn++++=lookout,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
likely ^jj+pred+++=likely
about ^md"++pmd"++=about
to ^md+prd+++=to
be ^vbi+vbi+aux++=be
smuggled ^xvbn+++xvbn+=smuggled
into ^in++++=into
some ^dti++++=some
port ^nn++++=port
of ^in++++=of
Puget ^np+++??+=Puget
Sound ^nn++++=Sound.
. ^zz++++=EXTRAWORD
In ^in++++=In
any ^dti++++=any
event ^nn++++=event,
, ^zz++++=EXTRAWORD
the ^ati++++=the
business ^nns+nom+++=business
ahead ^rb+pl+++=ahead
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
important ^jj++++=important,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
now ^rn+tm+splt++=now
known ^vpsv++agls+xvbnx+=known
that ^tht+vcmp+++=that
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
ensure ^vb+vprv+++=ensure
its ^pp$+it+++=its
success ^nns+nom+++=success
Freeman ^np++++=Freeman
bought ^vbd+++xvbn+=bought
an ^at++++=an
uncommonly ^rb++++=uncommonly
expensive ^jj+atrb+++=expensive
and ^cc+phrs+++=and
potent ^jj+atrb+++=potent
charm ^nn++++=charm
from ^in++++=from
Rabaya ^np+++??+=Rabaya.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Freeman ^np++++=Freeman
went ^vbd+++xvbn+=went
to ^to++++=to
buy ^vbi++++=buy
this ^dt+dem+++=this
charm ^nn++++=charm
he ^pp3a+pp3+++=he
failed ^vbd+++xvbnx+=failed
to ^to+vcmp+++=to
notice ^vbi+vprv+++=notice
that ^tht+vcmp+++=that
the ^ati++++=the
Flying ^jj+atrb++xvbg+=Flying
Devil ^nn++++=Devil
was ^vbd+bedz+vrb++=was
slyly ^jj++++=slyly
following ^jj+++xvbg+=following
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
he ^pp3a+pp3+++=he
nor ^cc++neg++=nor
the ^ati++++=the
half ^abn++++=half-blind
- ^zz++++=EXTRAWORD
blind ^jj+atrb+++=EXTRAWORD
charm ^nn++++=charm-seller
- ^zz++++=EXTRAWORD
seller ^nn++++=EXTRAWORD
observed ^vbd+vprv+tht0+xvbn+=observed
the ^ati++++=the
Malay ^nn++++=Malay
slip ^vb++++=slip
into ^in++++=into
Rabaya ^np++++=Rabaya's
's ^$++++=EXTRAWORD
den ^&fw++++=den
and ^cc++++=and
witness ^nns+nom+++=witness
the ^ati++++=the
matter ^nn++++=matter
that ^tht+rel+obj++=that
there ^ex+pex+++=there
went ^vbd+++xvbn+=went
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
intruder ^nn+nom+++=intruder
must ^md+nec+++=must
have ^vb+hv+aux++=have
heard ^vprf++tht0+xvbnx+=heard
something ^pn++++=something
that ^dt+pdem+++=that
stirred ^vbd+++xvbn+=stirred
every ^at++++=every
evil ^jj+atrb+++=evil
instinct ^nn++++=instinct
in ^in++++=in
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Rabaya ^np+++??+=Rabaya
( ^zz++++=(whom
whom ^whp+wpor+++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
hardly ^rb+down+++=hardly
be ^vb+be+aux++=be
persuaded ^vpsv++agls+xvbnx+=persuaded
to ^to+vcmp+++=to
believe ^vbi+vprv+++=believe
under ^in++++=under
oath ^nn++++=oath)
) ^zz++++=EXTRAWORD
years ^nns++++=years
afterwards ^rb+tm+++=afterwards
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
the ^ati++++=the
charm ^nn++++=charm
which ^wdt+who+whcl++=which
he ^pp3a+pp3+++=he
sold ^vbd+++xvbnx+=sold
to ^in++++=to
Freeman ^np++++=Freeman
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
extraordinary ^jj+atrb+++=extraordinary
virtue ^nn++++=virtue.
. ^zz++++=EXTRAWORD
For ^in++++=For
many ^ap++++=many
generations ^nns+nom+++=generations
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
family ^nn++++=family
of ^in++++=of
one ^pn++++=one
of ^in++++=of
India ^np++++=India's
's ^$++++=EXTRAWORD
proudest ^jjt+atrb+++=proudest
rajahs ^nns+++??+=rajahs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
until ^cs+sub+++=until
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
stolen ^vpsv++agls+xvbnx+=stolen
the ^ati++++=the
arms ^nns++++=arms
of ^in++++=of
England ^np++++=England
could ^md+pos+++=could
not ^xnot++not++=not
prevail ^vb++++=prevail
over ^in++++=over
that ^dt+dem+++=that
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
far ^rb+pl+++=far
East ^np+pl+++=East.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
borne ^vpsv++by+xvbn+=borne
by ^in++++=by
a ^at++++=a
person ^nn++++=person
of ^in++++=of
lofty ^np++++=lofty
character ^nn+nom+++=character
( ^zz++++=(as
as ^ql++++=EXTRAWORD
he ^pp3a+pp3+++=he
solemnly ^rb++++=solemnly
informed ^vbd+vpub++xvbn+=informed
me ^pp1o+pp1+++=me
he ^pp3a+pp3+++=he
believed ^vbd+vprv++xvbnx+=believed
Freeman ^np++++=Freeman
to ^to++++=to
be ^vbi++vrb++=be)
) ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
never ^rb++splt++=never
fail ^vb++++=fail
to ^to+vcmp+++=to
bring ^vbi++++=bring
the ^ati++++=the
highest ^jjt+atrb+++=highest
good ^jj+atrb+++=good
fortune ^nn++++=fortune;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
amulet ^nn++++=amulet
was ^vbd+bedz+aux++=was
laden ^vpsv++agls+xvbnx+=laden
with ^in++++=with
evil ^jj+atrb+++=evil
powers ^nns++++=powers
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
good ^jj++++=good,
, ^zz++++=EXTRAWORD
a ^at++++=a
worthy ^jj+atrb+++=worthy
person ^nn++++=person
could ^md+pos+++=could
resist ^vb++++=resist
the ^ati++++=the
evil ^nn++++=evil
and ^cc++++=and
employ ^vb++++=employ
only ^rb+down+++=only
the ^ati++++=the
good ^nn++++=good.
. ^zz++++=EXTRAWORD
Contrariwise ^np+++??+=Contrariwise,
, ^zz++++=EXTRAWORD
the ^ati++++=the
amulet ^nn++++=amulet
in ^in++++=in
the ^ati++++=the
hands ^nns++++=hands
of ^in++++=of
an ^at++++=an
evil ^jj+atrb+++=evil
person ^nn++++=person
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
most ^ql+emph+++=most
potent ^jj+atrb+++=potent
and ^cc+phrs+++=and
dangerous ^jj+atrb+++=dangerous
engine ^nn++++=engine
of ^in++++=of
harm ^nn++++=harm.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj++++=small
and ^cc++++=and
very ^ql+amp+++=very
old ^jj+atrb+++=old
trinket ^nn+++??+=trinket,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
of ^in++++=of
copper ^nn++++=copper
and ^cc++++=and
representing ^vbg+++xvbg+=representing
a ^at++++=a
serpent ^nn++++=serpent
twined ^vprf+++xvbn+=twined
grotesquely ^rb++++=grotesquely
about ^in++++=about
a ^at++++=a
human ^jj+atrb+++=human
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
heart ^nn++++=heart
a ^at++++=a
dagger ^nn++++=dagger
was ^vbd+bedz+aux++=was
thrust ^vpsv++agls+xvbnx+=thrust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
loop ^nn++++=loop
for ^in++++=for
holding ^xvbg+++xvbg+=holding
the ^ati++++=the
suspending ^jj+atrb+++=suspending
string ^nn++++=string
was ^vbd+bedz+aux++=was
formed ^vpsv++by+xvbnx+=formed
by ^in++++=by
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
coils ^nns++++=coils
of ^in++++=of
the ^ati++++=the
snake ^nn++++=snake.
. ^zz++++=EXTRAWORD
The ^ati++++=The
charm ^nn++++=charm
had ^vb+hv+vrb++=had
a ^at++++=a
