Two ^cd++++=Two
you ^pp2+pp2+++=you
can ^md+pos+++=can
hock ^vb++++=hock?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
but ^cc++++=but
my ^pp$+pp1+++=my
beard ^nn++++=beard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
afraid ^jj+pred+++=afraid
they ^pp3a+pp3+++=they
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
find ^vb+vprv+++=find
it ^pp3+it+++=it
worth ^in++++=worth
a ^at++++=a
pawn ^jj+atrb++xvbn+=pawn
ticket ^nn++++=ticket,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
younger ^jjr+atrb+++=younger
man ^nn++++=man
ruefully ^rb+cnj+++=ruefully,
, ^zz++++=EXTRAWORD
rubbing ^vbg+++xvbg+=rubbing
the ^ati++++=the
week ^nn++++=week's
's ^$++++=EXTRAWORD
growth ^nn++++=growth
of ^in++++=of
stubble ^nn++++=stubble
on ^in++++=on
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Got
got ^vbd+++xvbn+=EXTRAWORD
any ^dti++++=any
folks ^nns++++=folks
anywhere ^rb++++=anywhere?
? ^zz++++=EXTRAWORD
Now ^np+dspt+++=Now's
's ^$++++=EXTRAWORD
your ^pp$+pp2+++=your
time ^nn++++=time
to ^to++++=to
strike ^vbi++++=strike
them ^pp3o+pp3+++0='em
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
mind ^nn++++=mind
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
question ^nn+nom+++=question."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
before ^cs+sub+++=before
many ^ap++++=many
hours ^nns++++=hours
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
make ^vb++++=make
a ^at++++=a
move ^nn++++=move
of ^in++++=of
some ^dti++++=some
sort ^nn++++=sort.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man's
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^vbg+++xvbgx+=going
down ^rp++++=down
to ^in++++=to
Longtin ^np++++=Longtin's
's ^$++++=EXTRAWORD
saloon ^nn++++=saloon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
play ^vb++++=play
the ^ati++++=the
banjo ^nn+++??+=banjo
in ^in++++=in
there ^rn+pl+++=there
with ^in++++=with
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
coons ^nns+++??+=coons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
bone ^vb++++=bone
him ^pp3o+pp3+++=him
for ^in++++=for
some ^dti++++=some
of ^in++++=of
his ^pp$+pp3+++=his
free ^jj++++=free-lunch
- ^zz++++=EXTRAWORD
lunch ^vb++++=EXTRAWORD
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
come ^vprf+++xvbn+=come
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
fill ^vb++++=fill
an ^at++++=an
order ^nn++++=order
for ^in++++=for
two ^cd++++=two."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
far ^rb+pl+++=far
down ^in++++=down
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
clear ^jj++++=clear
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
way ^nn++++=way
down ^rp++++=down
on ^in++++=on
Michigan ^np+nom+++=Michigan
Avenue ^nn++++=Avenue."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thanks,
thanks ^rb+dspt+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
loaf ^vb++++=loaf
around ^in++++=around
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
feel ^vb+vprv+++=feel
equal ^jj++++=equal
to ^in++++=to
the ^ati++++=the
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cars ^nns++++=cars
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cars ^nns++++=cars
are ^vb+ber+aux++=are
crowded ^vpsv++agls+xvbnx+=crowded."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
features ^nns++++=features
drew ^vbd+++xvbn+=drew
themselves ^ppls+pp3+++=themselves
into ^in++++=into
what ^wdt+who+++=what
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
smile ^nn++++=smile
under ^in++++=under
happier ^jjr+atrb+++=happier
circumstances ^nns+nom+++=circumstances.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
never ^rb++++=never
did ^vbd+dod+vrb++=did
like ^in++++=like
street ^nn++++=street
cars ^nns++++=cars,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
too ^ql++++=too
aristocratic ^jj++++=aristocratic.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Crawford ^np+++??+=Crawford,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
leaving ^xvbg+++xvbg+=leaving
you ^pp2+pp2+++=you
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
good ^jj+atrb+++=good
company ^nn++++=company
for ^in++++=for
yourself ^ppl+pp2+++=yourself
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Crawford?
crawford ^np++++=EXTRAWORD
? ^zz++++=EXTRAWORD
O ^zz++++=O,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
last ^ap++++=last
one ^pn++++=one.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
so ^ql++++=so
many ^ap++++=many
I ^pp1a+pp1+++=I
forget ^vb+vprv+++=forget
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
a ^at++++=a
real ^jj+atrb+++=real
name ^nn++++=name,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
ones ^cd1s++++=ones
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
worry ^vb+vprv+++=worry
about ^rb++++=about
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
go ^vb++++=go
along ^in++++=along
and ^cc++++=and
get ^vb++++=get
your ^pp$+pp2+++=your
free ^jj+atrb+++=free
lunch ^nn++++=lunch.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
row ^nn++++=row
in ^in++++=in
Longtin ^np++++=Longtin's
's ^$++++=EXTRAWORD
place ^nn++++=place
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md"+hvd+pmd"++0=EXTRAWORD
better ^md++++=better
not ^xnot++not++=not
show ^vb+vprv+++=show
myself ^ppl+pp1+++=myself
there ^rn+pl+++=there
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
nodded ^vbd+++xvbn+=nodded
and ^cc+phrs+++=and
turned ^vbd+++xvbn+=turned
slowly ^rb++++=slowly
up ^rp++++=up
the ^ati++++=the
avenue ^nn++++=avenue.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
miserable ^jj+pred+++=miserable
enough ^qlp++++=enough
to ^to++++=to
want ^vbi++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
quite ^rb++++=quite
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
crowd ^nn++++=crowd
that ^tht+rel+subj++=that
jostled ^vpsv++by+xvbn+=jostled
by ^in++++=by
him ^pp3o+pp3+++=him
annoyed ^jj++++=annoyed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
think ^vbi+vprv+++=think
about ^in++++=about
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
avoided ^vprf+++xvbnx+=avoided
this ^dt+dem+++=this
final ^jj+atrb+++=final
reckoning ^nn++++=reckoning
with ^in++++=with
himself ^ppl+pp3+++=himself
for ^in++++=for
a ^at++++=a
year ^nn++++=year
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed
it ^pp3+it+++=it
off ^rp+pl+++=off
and ^cc++++=and
drunk ^jj+++xvbn+=drunk
it ^pp3+it+++=it
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
all ^rb++++=all
those ^dt+dem+++=those
artificial ^jj+atrb+++=artificial
devices ^nns++++=devices
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
employed ^vpsv++agls+xvbnx+=employed
to ^to++++=to
turn ^vbi++++=turn
our ^pp$+pp1+++=our
thoughts ^nns++++=thoughts
into ^in++++=into
other ^ap++++=other
channels ^nns++++=channels
and ^cc++++=and
shield ^nn++++=shield
us ^pp1o+pp1+++=us
from ^in++++=from
ourselves ^ppls+pp1+++=ourselves
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
must ^md+nec+++=must
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Hunger ^nn++++=Hunger
is ^vbz+bez+vrb++=is
a ^at++++=a
powerful ^jj+atrb+++=powerful
incentive ^nn++++=incentive
to ^to+ncmp+++=to
introspection ^nn+nom+++=introspection.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
tragic ^jj+atrb+++=tragic
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
hour ^nn++++=hour
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
finally ^rb++splt++=finally
driven ^vpsv++agls+xvbnx+=driven
to ^to+vcmp+++=to
reckon ^vbi+vprv+++=reckon
with ^in+ppvb+++=with
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
every ^at++++=every
avenue ^nn++++=avenue
of ^in++++=of
mental ^jj+atrb+++=mental
distraction ^nn+nom+++=distraction
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
cut ^vpsv++agls+xvbnx+=cut
off ^rb+phrv+++=off
and ^cc++++=and
our ^pp$+pp1+++=our
own ^ap++++=own
life ^nn++++=life
and ^cc++++=and
all ^rb++++=all
its ^pp$+it+++=its
ineffaceable ^jj+atrb+++=ineffaceable
failures ^nns++++=failures
closes ^vbz++++=closes
about ^rb++++=about
us ^pp1o+pp1+++=us
like ^in++++=like
the ^ati++++=the
walls ^nns++++=walls
of ^in++++=of
that ^dt+dem+++=that
old ^jj+atrb+++=old
torture ^nn++++=torture
chamber ^nn++++=chamber
of ^in++++=of
the ^ati++++=the
Inquisition ^nn+nom+++=Inquisition.
. ^zz++++=EXTRAWORD
Tonight ^nr+tm+++=Tonight,
, ^zz++++=EXTRAWORD
as ^ql++++=as
this ^dt+dem+++=this
man ^nn++++=man
stood ^vbd+++xvbn+=stood
stranded ^vprf+++xvbn+=stranded
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets
of ^in++++=of
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hour ^nn++++=hour
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
hungry ^jj++++=hungry
and ^cc+phrs+++=and
desperate ^jj++++=desperate
and ^cc+phrs+++=and
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
always ^rb++++=always
before ^cs+sub+++=before
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
some ^dti++++=some
outlook ^nn++++=outlook,
, ^zz++++=EXTRAWORD
some ^dti++++=some
chance ^nn++++=chance
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
some ^dti++++=some
pleasure ^nn++++=pleasure
yet ^rb++++=yet
untasted ^vwbn+++xvbn+=untasted
that ^cs+sub+++=that
seemed ^vprf+++xvbn+=seemed
worth ^in++++=worth
the ^ati++++=the
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
some ^dti++++=some
face ^nn++++=face
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
fancied ^vbd+++xvbnx+=fancied
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
would ^md+prd+++=would
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
so ^ql++++=so
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unyielding ^jj+atrb+++=unyielding
conviction ^nn+nom+++=conviction
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
in ^in++++=in
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
outlived ^vprf+++xvbn+=outlived
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
near ^in+pl+++=near
him ^pp3o+pp3+++=him
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
Pale ^nn++++=Pale
Spectre ^np+++??+=Spectre.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
caught ^vprf+++xvbnx+=caught
its ^pp$+it+++=its
shadow ^nn++++=shadow
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
his ^pp$+pp3+++=his
glass ^nn++++=glass
many ^ap++++=many
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
his ^pp$+pp3+++=his
bed ^nn++++=bed
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
sleepless ^jj+pred+++=sleepless
at ^in++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
twilight ^nn++++=twilight
shadows ^nps++++=shadows
when ^wrb+who+++=when
some ^dti++++=some
great ^jj+atrb+++=great
sunset ^nn++++=sunset
broke ^vbd+++xvbn+=broke
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
life ^nn++++=life
hateful ^jj++++=hateful
to ^in++++=to
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
awoke ^vbd+++xvbnx+=awoke
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
before ^in++++=before
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
it ^pp3+it+++=it
settled ^vbd+++xvbn+=settled
slowly ^rb++++=slowly
over ^rp++++=over
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
like ^in++++=like
night ^nn++++=night,
, ^zz++++=EXTRAWORD
the ^ati++++=the
endless ^jj+atrb+++=endless
Northern ^jj+atrb+++=Northern
nights ^nns++++=nights
that ^tht+rel+subj++=that
bid ^vprf+++xvbn+=bid
the ^ati++++=the
sun ^nn++++=sun
a ^at++++=a
long ^jj+atrb+++=long
farewell ^nn++++=farewell.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rose ^vbd+++xvbn+=rose
up ^rp++++=up
before ^in++++=before
him ^pp3o+pp3+++=him
like ^in++++=like
granite ^nn++++=granite.
. ^zz++++=EXTRAWORD
From ^in++++=From
this ^dt+dem+++=this
brilliant ^jj+atrb+++=brilliant
city ^nn++++=city
with ^in++++=with
its ^pp$+it+++=its
glad ^jj+atrb+++=glad
bustle ^nn++++=bustle
of ^in++++=of
Yuletide ^np+++??+=Yuletide
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
shut ^vpsv++agls+xvbnx+=shut
off ^rb+phrv+++=off
as ^ql++++=as
completely ^rb+amp+++=completely
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
were ^vbd+bed+vrb++=were
a ^at++++=a
creature ^nn++++=creature
of ^in++++=of
another ^dt++++=another
species ^nns++++=species.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
days ^nns++++=days
seemed ^vbd+seem++xvbn+=seemed
numbered ^vbd+++xvbn+=numbered
and ^cc+phrs+++=and
done ^vbd+++xvbn+=done,
, ^zz++++=EXTRAWORD
sealed ^xvbn+++xvbn+=sealed
over ^in++++=over
like ^in++++=like
the ^ati++++=the
little ^ap++++=little
coral ^nn++++=coral
cells ^nns++++=cells
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Involuntarily ^rb++++=Involuntarily
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
that ^dt+dem+++=that
cold ^jj+atrb+++=cold
air ^nn++++=air
through ^in++++=through
his ^pp$+pp3+++=his
lungs ^nns++++=lungs
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
tasting ^vbg+++xvbgx+=tasting
