On ^in++++=On
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
purposely ^rb++++=purposely
lingered ^vbd+++xvbn+=lingered
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
houses ^nns++++=houses
where ^wrb+who+++=where
first ^rb++++=first
of ^in++++=of
all ^abn++++=all
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
him ^pp3o+pp3+++=him
the ^ati++++=the
na ^xnot++not++=na
ve ^jj+atrb++??+=ve
and ^cc+phrs+++=and
childish ^jj+atrb+++=childish
languishments ^nns+nom+++=languishments
of ^in++++=of
love ^nn++++=love;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
courtyards ^nns+++??+=courtyards
and ^cc++++=and
up ^rp++++=up
the ^ati++++=the
stair ^nn++++=stair-cases,
- ^zz++++=EXTRAWORD
cases ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
recognising ^vbg+++xvbg+=recognising
any ^dti++++=any
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
alteration ^nn+nom+++=alteration
and ^cc++++=and
rebuilding ^jj+++xvbg+=rebuilding
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
quarter ^nn++++=quarter
of ^in++++=of
a ^at++++=a
century ^nn++++=century
of ^in++++=of
his ^pp$+pp3+++=his
absence ^nn+nom+++=absence.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
noticed ^vbd+vprv++xvbnx+=noticed
with ^in++++=with
irritation ^nn+nom+++=irritation
and ^cc++++=and
surprise ^nn++++=surprise
that ^tht+ncmp+++=that
his ^pp$+pp3+++=his
staled ^jj+++xvbn+=staled
and ^cc++++=and
life ^nn++++=life-wearied
- ^zz++++=EXTRAWORD
wearied ^vprf+++xvbn+=EXTRAWORD
soul ^nn++++=soul
remained ^vbd+++xvbn+=remained
cold ^jj++++=cold
and ^cc+phrs+++=and
unmoved ^jj++++=unmoved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
reflect ^vb+vprv+++=reflect
in ^in++++=in
itself ^ppl++++=itself
the ^ati++++=the
old ^jj+atrb+++=old
familiar ^jj+atrb+++=familiar
grief ^nn++++=grief
for ^in++++=for
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
gentle ^jj+atrb+++=gentle
grief ^nn++++=grief,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
bright ^jj++++=bright,
, ^zz++++=EXTRAWORD
so ^ql++++=so
calm ^vb++++=calm,
, ^zz++++=EXTRAWORD
reflective ^jj++++=reflective
and ^cc++++=and
submissive ^nn++++=submissive.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
yes ^nn++++=yes
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
old ^jj+atrb+++=old
age ^nn++++=age,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
nodding ^vbg+++xvbg+=nodding
his ^pp$+pp3+++=his
head ^jjb+atrb+++=head
sadly.. ^nn+++??+=sadly....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Old
old ^jj+atrb+++=EXTRAWORD
age ^nn++++=age,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
age ^nn++++=age,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
age.. ^nn+++??+=age....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
helped... ^nn+++??+=helped...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
After ^cs+sub+++=After
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
Moscow ^np++++=Moscow
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept
in ^rb+phrv+++=in
Kief ^np+++??+=Kief
for ^in++++=for
a ^at++++=a
whole ^jj+atrb+++=whole
day ^nn++++=day
on ^in++++=on
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^ap+down+++=only
arrived ^jj+++xvbn+=arrived
at ^rb++++=at
Odessa ^np+++??+=Odessa
at ^in++++=at
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
Holy ^jj+atrb+++=Holy
Week ^nn++++=Week.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
bad ^jj+atrb+++=bad
weather ^nn++++=weather
for ^in++++=for
some ^dti++++=some
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Voznitsin ^np+++??+=Voznitsin,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
very ^ql+amp+++=very
bad ^jj+atrb+++=bad
sailor ^nn++++=sailor,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
make ^vb++++=make
up ^rp++++=up
his ^pp$+pp3+++=his
mind ^nn++++=mind
to ^to++++=to
embark ^vbi++++=embark.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
Easter ^np++++=Easter
Eve ^nn++++=Eve
that ^tht+rel+obj++=that
the ^ati++++=the
weather ^nn++++=weather
became ^vbd+++xvbn+=became
fine ^jj++++=fine
and ^cc++++=and
the ^ati++++=the
sea ^nn++++=sea
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
At ^rb++++=At
six ^cd++++=six
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening
the ^ati++++=the
steamer ^np++++=steamer
Grand ^jj+atrb+++=Grand
Duke ^nn++++=Duke
Alexis ^np+++??+=Alexis
left ^vbd+++xvbn+=left
the ^ati++++=the
harbour ^nn++++=harbour.
. ^zz++++=EXTRAWORD
Voznitsin ^np+++??+=Voznitsin
had ^vb+hv+vrb++=had
no ^at++++=no
one ^cd1++++=one
to ^to++++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
thankful ^jj+pred+++=thankful.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
patience ^nn+nom+++=patience
with ^in++++=with
the ^ati++++=the
somewhat ^rb+down+++=somewhat
hypocritical ^jj++++=hypocritical
and ^cc++++=and
always ^rb++++=always
difficult ^jj+atrb+++=difficult
comedy ^nn++++=comedy
of ^in++++=of
farewell ^nn++++=farewell,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
God ^np++++=God
knows ^vbz+vprv+++=knows
why ^wrb+who+whcl++=why
one ^cd1++++=one
stands ^vbz++++=stands
a ^at++++=a
full ^jj++++=full
half ^abn++++=half-hour
- ^zz++++=EXTRAWORD
hour ^nn++++=EXTRAWORD
at ^in++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
boat ^nn++++=boat
and ^cc++++=and
looks ^nns++++=looks
down ^rp++++=down
upon ^in++++=upon
the ^ati++++=the
people ^nns++++=people
standing ^vwbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
pier ^nn++++=pier,
, ^zz++++=EXTRAWORD
smiling ^xvbg+++xvbg+=smiling
constrained ^xvbn+++xvbn+=constrained
smiles ^nns++++=smiles,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
kisses ^nns++++=kisses,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
out ^rp+pl+++=out
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
in ^in++++=in
a ^at++++=a
theatrical ^jj+atrb+++=theatrical
tone ^nn++++=tone
foolish ^jj+atrb+++=foolish
and ^cc+phrs+++=and
meaningless ^jj+atrb+++=meaningless
phrases ^nns++++=phrases
for ^in++++=for
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
the ^ati++++=the
bystanders ^nns+nom+++=bystanders,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh
of ^in++++=of
relief ^nn++++=relief,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
feels ^vbz+vprv+tht0++=feels
the ^ati++++=the
steamer ^nn++++=steamer
begin ^vb++++=begin
slowly ^rb++++=slowly
and ^cc+phrs+++=and
heavily ^rb++++=heavily
to ^to++++=to
move ^vbi++++=move
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
few ^ap++++=few
passengers ^nns+nom+++=passengers
on ^in++++=on
board ^nn++++=board,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
majority ^nn+nom+++=majority
of ^in++++=of
them ^pp3o+pp3+++=them
were ^vbd+bed+vrb++=were
third ^od++++=third-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
people ^nns++++=people.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
first ^od++++=first-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
two ^cd++++=two
others ^aps++++=others
besides ^rb++++=besides
himself ^ppl+pp3+++=himself
a ^at++++=a
lady ^nn++++=lady
and ^cc++++=and
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
steward ^nn++++=steward
informed ^vbd+++xvbn+=informed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
he ^pp3a+pp3+++=he
to ^in++++=to
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
promised ^vbd+vpub++xvbn+=promised
a ^at++++=a
smooth ^jj+atrb+++=smooth
and ^cc+phrs+++=and
easy ^jj+atrb+++=easy
voyage ^nn++++=voyage.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
cabin ^nn++++=cabin
was ^vbd+bedz+vrb++=was
excellent ^jj+pred+++=excellent,
, ^zz++++=EXTRAWORD
large ^jj++++=large
and ^cc++++=and
well ^rb++++=well
lighted ^vbd+++xvbn+=lighted,
, ^zz++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
