They ^pp3a+pp3+++=They
Guardian ^nn++++=Guardian,
, ^zz++++=EXTRAWORD
a ^at++++=a
weekly ^jj+atrb+++=weekly
journal ^nn++++=journal
full ^jj++++=full
of ^in++++=of
exciting ^jj+atrb+++=exciting
interest ^nn++++=interest
to ^in++++=to
dentists ^nns+nom+++=dentists.
. ^zz++++=EXTRAWORD
Save ^vb++++=Save
such ^abl++++=such
knowledge ^nn++++=knowledge
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
gained ^vprf+++xvbnx+=gained
during ^in++++=during
two ^cd++++=two
preliminary ^jj+atrb+++=preliminary
visits ^nns++++=visits
to ^in++++=to
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
the ^ati++++=the
world ^nn++++=world's
's ^$++++=EXTRAWORD
earthenware ^nn++++=earthenware
manufacture ^nn++++=manufacture,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns;
; ^zz++++=EXTRAWORD
practically ^rb+cnj+++=practically,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
everything ^pn++++=everything
to ^to++++=to
learn ^vbi+vprv+++=learn.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
one ^cd1++++=one
may ^md+pos+++=may
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
subject ^nn++++=subject
that ^tht+rel+subj++=that
can ^md+pos+++=can
be ^vb+be+aux++=be
" ^zz++++="got
got ^vbd+++xvbn+=EXTRAWORD
up ^rp++++=up"
" ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
place ^nn++++=place
of ^in++++=of
business ^nns+nom+++=business--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
whatever ^nn+nom+++=whatever
high ^jj++++=high-class
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
dentists ^nns+nom+++=dentists
choose ^vb++++=choose
to ^to+vcmp+++=to
call ^vbi++++=call
it ^pp3+it+++=it--in
-- ^--+clp+++=EXTRAWORD
in ^in++++=EXTRAWORD
Crown ^nn++++=Crown
Square ^nn++++=Square
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
ready ^jj+pred+++=ready
for ^in++++=for
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
arrived ^vbd+++xvbnx+=arrived
on ^in++++=on
the ^ati++++=the
Friday ^nr++++=Friday
night ^nn++++=night:
: ^zz++++=EXTRAWORD
specimen ^nn++++=specimen
" ^zz++++="uppers"
uppers ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="lowers"
lowers ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
odd ^jj+atrb+++=odd
teeth ^nns++++=teeth
shining ^vwbg+++xvbg+=shining
in ^in++++=in
their ^pp$+pp3+++=their
glass ^nn++++=glass
case ^nn++++=case,
, ^zz++++=EXTRAWORD
the ^ati++++=the
new ^jj++++=new
black ^jj++++=black-and-gold
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
gold ^nn++++=EXTRAWORD
door ^nn++++=door-plate
- ^zz++++=EXTRAWORD
plate ^nn++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
electric ^jj+atrb+++=electric
filing ^jj+atrb+++=filing
apparatus ^nn++++=apparatus
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
purchased ^vprf+++xvbnx+=purchased,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
operating ^jj+++xvbg+=operating-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
lacked ^vbd+++xvbn+=lacked
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
private ^jj+atrb+++=private
lodgings ^nns++++=lodgings
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
ready ^jj++++=ready;
; ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
what ^wdt+who+++=what
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
finicking ^nvbg+++xvbg+=finicking
Albanian ^np+++??+=Albanian
notions ^nns+nom+++=notions,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
ready ^jj++++=ready,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^in++++=after
a ^at++++=a
brief ^jj+atrb+++=brief
altercation ^nn+nom+++=altercation
with ^in++++=with
his ^pp$+pp3+++=his
landlady ^nn++++=landlady,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
off ^rb+phrv+++=off
with ^in+ppvb+++=with
a ^at++++=a
bag ^nn++++=bag
to ^to++++=to
spend ^vbi++++=spend
the ^ati++++=the
night ^nn++++=night
at ^in++++=at
the ^ati++++=the
Turk ^np++++=Turk's
's ^$++++=EXTRAWORD
Head ^jjb+atrb+++=Head
Hotel ^nn++++=Hotel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Turk ^np++++=Turk's
's ^$++++=EXTRAWORD
Head ^nn++++=Head
is ^vbz+bez+vrb++=is
the ^ati++++=the
best ^jjt+atrb+++=best
hotel ^nn++++=hotel
in ^in++++=in
Hanbridge ^np+++??+=Hanbridge,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
excepting ^in++++=excepting
the ^ati++++=the
new ^jj+atrb+++=new
Hotel ^npl++++=Hotel
Metropole ^np++++=Metropole
( ^zz++++=(Limited,
limited ^vwbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
German ^jj++++=German-Swiss
- ^zz++++=EXTRAWORD
swiss ^jj+atrb+++=EXTRAWORD
waiters ^nns+nom+++=waiters).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
proof ^nn++++=proof
of ^in++++=of
its ^pp$+it+++=its
excellence ^nn+nom+++=excellence
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
the ^ati++++=the
proprietor ^nn++++=proprietor,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Simeon ^np++++=Simeon
Clowes ^np+++??+=Clowes,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
the ^ati++++=the
Mayor ^nn++++=Mayor
of ^in++++=of
Hanbridge ^np+++??+=Hanbridge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs
Clowes ^np++++=Clowes
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
acknowledged ^jj+atrb++xvbn+=acknowledged
leaders ^nns+nom+++=leaders
of ^in++++=of
Hanbridge ^np+++??+=Hanbridge
society ^nn++++=society.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
went ^vbd+++xvbn+=went
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good
sleeper ^jjr++++=sleeper;
; ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
deemed ^vpsv++agls+xvbnx+=deemed
a ^at++++=a
good ^jj++++=good
sleeper ^jjr++++=sleeper
in ^in++++=in
St ^npt++++=St
Albans ^np+++??+=Albans.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
retired ^vbd+++xvbnx+=retired
about ^in++++=about
eleven ^cd++++=eleven
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
and ^cc++++=and
requested ^vbd+vsua+tht0+xvbn+=requested
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
barmaids ^nns+++??+=barmaids
to ^to++++=to
instruct ^vbi++++=instruct
the ^ati++++=the
boots ^nns++++=boots
to ^to++++=to
arouse ^vbi++++=arouse
him ^pp3o+pp3+++=him
at ^in++++=at
7 ^zz++++=7
a.m ^nn+++??+=a.m.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
faithfully ^rb++++=faithfully
promised ^vb+++xvbn+=promised
to ^to+vcmp+++=to
do ^vbi++++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
in ^in++++=in
bed ^nn++++=bed
five ^cd++++=five
minutes ^nns++++=minutes
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
and ^cc+phrs+++=and
felt ^vbd+vprv++xvbn+=felt
an ^at++++=an
earthquake ^nn++++=earthquake.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
earthquake ^nn++++=earthquake
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
born ^vpsv++agls+xvbnx+=born
towards ^in++++=towards
the ^ati++++=the
north ^nr+pl+++=north-east,
- ^zz++++=EXTRAWORD
east ^np+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
Crown ^nn++++=Crown
Square ^nn++++=Square,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
shock ^nn++++=shock
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
pass ^vbi++++=pass
southwards ^rb++++=southwards
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
Knype ^np+++??+=Knype.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bed ^nn++++=bed
shook ^vbd+++xvbn+=shook;
; ^zz++++=EXTRAWORD
the ^ati++++=the
basin ^nn++++=basin
and ^cc++++=and
ewer ^nn++++=ewer
rattled ^vwbn+++xvbn+=rattled
together ^nn+nom+++=together
like ^in++++=like
imperfect ^jj+atrb+++=imperfect
false ^jj+atrb+++=false
teeth ^nns++++=teeth
in ^in++++=in
the ^ati++++=the
mouth ^nn++++=mouth
of ^in++++=of
an ^at++++=an
arrant ^nn++++=arrant
coward ^nn++++=coward;
; ^zz++++=EXTRAWORD
the ^ati++++=the
walls ^nns++++=walls
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel
shook ^vbd+++xvbn+=shook.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
silence ^nn+nom+++=silence!
! ^zz++++=EXTRAWORD
No ^at++++=No
cries ^nn++++=cries
of ^in++++=of
alarm ^nn++++=alarm,
, ^zz++++=EXTRAWORD
no ^at++++=no
cries ^nn++++=cries
for ^in++++=for
help ^nn++++=help,
, ^zz++++=EXTRAWORD
no ^at++++=no
lamentations ^nns+nom+++=lamentations
of ^in++++=of
ruin ^nn++++=ruin!
! ^zz++++=EXTRAWORD
Doubtless ^rb+cnj+++=Doubtless,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
earthquakes ^nns++++=earthquakes
are ^vb+ber+vrb++=are
rare ^jj+pred+++=rare
in ^in++++=in
England ^np++++=England,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
town ^nn++++=town
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
overthrown ^vpsv++agls+xvbnx+=overthrown
and ^cc+phrs+++=and
engulfed ^xvbn+++xvbn+=engulfed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw's
's ^$++++=EXTRAWORD
bed ^nn++++=bed
left ^vbd+++xvbn+=left
standing ^vbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
Conquering ^jj+++xvbg+=Conquering
his ^pp$+pp3+++=his
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
put ^vbd+++xvbn+=put
his ^pp$+pp3+++=his
head ^nn++++=head
under ^in++++=under
the ^ati++++=the
clothes ^nns++++=clothes
and ^cc++++=and
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
in ^in++++=in
bed ^nn++++=bed
ten ^cd++++=ten
minutes ^nns++++=minutes
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
and ^cc+phrs+++=and
felt ^vbd+vprv++xvbn+=felt
another ^dt++++=another
earthquake ^nn++++=earthquake.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
earthquake ^nn++++=earthquake
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
born ^vpsv++agls+xvbnx+=born
towards ^in++++=towards
the ^ati++++=the
north ^nr+pl+++=north-east,
- ^zz++++=EXTRAWORD
east ^np+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
Crown ^nn++++=Crown
Square ^nn++++=Square,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
be ^vbi+vbi+aux++=be
travelling ^nvbg+++xvbg+=travelling
southwards ^rb++++=southwards;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
accompanied ^vpsv++by+xvbnx+=accompanied
by ^in++++=by
a ^at++++=a
strange ^jj+atrb+++=strange
sound ^nn++++=sound
of ^in++++=of
heavy ^nn++++=heavy
bumping ^vwbg+++xvbg+=bumping.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sprang ^vbd+++xvbnx+=sprang
courageously ^rb++++=courageously
out ^rp+pl+++=out
of ^in++++=of
bed ^nn++++=bed
and ^cc++++=and
rushed ^vpsv++agls+xvbn+=rushed
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
so ^ql+emph+++=so
happened ^jj+++xvbn+=happened
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
the ^ati++++=the
earthquake ^nn++++=earthquake
in ^in++++=in
the ^ati++++=the
very ^ql+amp+++=very
act ^vb+vpub+++=act
of ^in++++=of
flight ^nn++++=flight.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
new ^jj+atrb+++=new
cars ^nns++++=cars
of ^in++++=of
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
Electric ^nn++++=Electric
Traction ^np+nom++??+=Traction
Company ^nn++++=Company,
, ^zz++++=EXTRAWORD
Limited ^j+++xvbn+=Limited,
, ^zz++++=EXTRAWORD
guaranteed ^jj+++xvbn+=guaranteed
to ^to+jcmp+++=to
carry ^vbi++++=carry
fifty ^cd++++=fifty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
passengers ^nns+nom+++=passengers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bumping ^nvbg+++xvbg+=bumping
was ^vbd+bedz+vrb++=was
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
too ^ql++++=too
violent ^jj+atrb+++=violent
application ^nn+nom+++=application
of ^in++++=of
the ^ati++++=the
brake ^nn++++=brake,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
two ^cd++++=two
of ^in++++=of
its ^pp$+it+++=its
wheels ^nns++++=wheels
from ^in++++=from
circular ^jj++++=circular
to ^in++++=to
oval ^jj++++=oval.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
accidents ^nns++++=accidents
do ^vb+do+aux++=do
happen ^vb+++??+=happen,
, ^zz++++=EXTRAWORD
even ^rb++++=even
to ^in++++=to
the ^ati++++=the
newest ^jjt+atrb+++=newest
cars ^nns++++=cars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
inhabitants ^nns+nom+++=inhabitants
of ^in++++=of
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
laugh ^vb++++=laugh
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
hear ^vb+vprv+++=hear
a ^at++++=a
bumpy ^jj+atrb+++=bumpy
car ^nn++++=car
as ^ql++++=as
they ^pp3a+pp3+++=they
laugh ^nn++++=laugh
at ^rb++++=at
Charley ^np++++=Charley's
's ^$++++=EXTRAWORD
Aunt ^nn++++=Aunt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
car ^nn++++=car
shot ^vbd+++xvbn+=shot
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
flashing ^vbg+++xvbg+=flashing
sparks ^np++++=sparks
from ^in++++=from
its ^pp$+it+++=its
overhead ^jjb+atrb+++=overhead
wire ^nn++++=wire
and ^cc++++=and
flaming ^jj+atrb+++=flaming
red ^nn++++=red
and ^cc++++=and
green ^nn++++=green
lights ^nns++++=lights
of ^in++++=of
warning ^nn++++=warning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^vbd+++xvbn+=vanished
down ^rp++++=down
the ^ati++++=the
main ^jjb+atrb+++=main
thoroughfare ^nn++++=thoroughfare.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
gradually ^rb++++=gradually
the ^ati++++=the
ewer ^nn++++=ewer
and ^cc++++=and
basin ^nn++++=basin
ceased ^vbd+++xvbn+=ceased
their ^pp$+pp3+++=their
colloquy ^nn+++??+=colloquy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
being ^vwbg+beg++xvbg+=being
the ^ati++++=the
night ^nn++++=night
of ^in++++=of
the ^ati++++=the
29 ^cd++++=29
th ^zz++++=th
December ^nr+nom+++=December,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exceedingly ^rb++++=exceedingly
cold ^jj++++=cold,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
bit ^nn++++=bit
thick ^jj++++=thick,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(They
they ^pp3a+pp3+++=EXTRAWORD
use ^nn++++=use
such ^abl++++=such
language ^nn+nom+++=language
in ^in++++=in
cathedral ^nn+nom+++=cathedral
towns ^nns++++=towns.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="However,
however ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
hope ^vb++++=hope
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
last ^ap++++=last."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
last ^ap++++=last.
. ^zz++++=EXTRAWORD
Exactly ^rb+cnj+++=Exactly,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^ap++++=last
but ^cc++++=but
twenty ^cd++++=twenty-three.
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Regularly ^rb++++=Regularly
at ^in++++=at
intervals ^nns+nom+++=intervals
of ^in++++=of
five ^cd++++=five
minutes ^nns++++=minutes
the ^ati++++=the
Five ^cd++++=Five
Towns ^nns++++=Towns
Electric ^nn++++=Electric
Traction ^np+nom++??+=Traction
Company ^nn++++=Company,
, ^zz++++=EXTRAWORD
Limited ^jj+atrb++xvbn+=Limited,
, ^zz++++=EXTRAWORD
sent ^jj+atrb++xvbn+=sent
one ^pn++++=one
of ^in++++=of
their ^pp$+pp3+++=their
dreadful ^jj+atrb+++=dreadful
engines ^nns++++=engines
down ^in++++=down
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
apparently ^rb++++=apparently
with ^in++++=with
the ^ati++++=the
object ^nn++++=object
of ^in++++=of
disintegrating ^jj++++=disintegrating
all ^rb++++=all
the ^ati++++=the
real ^jj+atrb+++=real
property ^nn++++=property
in ^in++++=in
the ^ati++++=the
neighbourhood ^nn+nom+++=neighbourhood
into ^in++++=into
its ^pp$+it+++=its
original ^jj+atrb+++=original
bricks ^nns++++=bricks.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
seventeenth ^od++++=seventeenth
time ^nn++++=time
Mr ^npt++++=Mr
Cowlishaw ^np++++=Cowlishaw
trembled ^vbd+++xvbn+=trembled
to ^to++++=to
hear ^vbi+vprv+++=hear
a ^at++++=a
renewal ^nn++++=renewal
of ^in++++=of
the ^ati++++=the
bump ^nn++++=bump-bump-bump.
- ^zz++++=EXTRAWORD
bump ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bump ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
oval ^jj++++=oval-wheeled
- ^zz++++=EXTRAWORD
wheeled ^vbd+++xvbn+=EXTRAWORD
car ^nn++++=car,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
Longshaw ^np+++??+=Longshaw
and ^cc++++=and
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
recognized ^vbd+vprv+tht0+xvbnx+=recognized
it ^pp3+it+++=it
as ^in++++=as
an ^at++++=an
old ^jj+atrb+++=old
