They ^pp3a+pp3+++=They
" ^zz++++=EXTRAWORD
" ^zz++++="Rush
rush ^nn++++=EXTRAWORD
work ^nn++++=work.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+tht0++=see
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
under ^in++++=under
oath ^nn++++=oath,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
pretty ^rb++++=pretty
near ^in+pl+++=near
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
to ^to++++=to
get ^vbi++++=get
every ^at++++=every
carpet ^nn++++=carpet
in ^in++++=in
the ^ati++++=the
State ^nn++++=State-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
down ^rp++++=down
by ^in++++=by
four ^cd++++=four
o'clock ^rb++++=o'clock
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
yourself ^ppl+pp2+++=yourself
that ^dt+dem+++=that
rush ^nn++++=rush
work ^nn++++=work
is ^vbz+bez+vrb++=is
hard ^jj+pred+++=hard
on ^in++++=on
the ^ati++++=the
nerves ^nns++++=nerves.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
ever ^rb++++=ever
get ^vb++++=get
rush ^nn++++=rush
work ^nn++++=work
done ^vwbn+++xvbn+=done
at ^rb++++=at
a ^at++++=a
laundry ^nn++++=laundry
and ^cc++++=and
not ^xnot++not++=not
pay ^vb++++=pay
more ^rbr++++=more
for ^in++++=for
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
was ^vbd+bedz+vrb++=was
anxious ^jj+pred+++=anxious
as ^in++++=as
anybody ^pn++++=anybody
to ^to++++=to
get ^vbi++++=get
the ^ati++++=the
Capitol ^np++++=Capitol
in ^in++++=in
shape ^nn++++=shape
for ^in++++=for
the ^ati++++=the
big ^jj+atrb+++=big
show ^nn++++=show
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
reason ^nn++++=reason
in ^in++++=in
all ^abn++++=all
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
agreed ^vbd+vpub++xvbn+=agreed
his ^pp$+pp3+++=his
auditor ^nn++++=auditor,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
a ^rb++++=a
little ^rb"++++=little
doubtfully ^rb++++=doubtfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Our
our ^pp$+pp1+++=EXTRAWORD
president ^npt++++=president--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
elected ^vbd+++xvbn+=elected
Johnny ^np++++=Johnny
Mcguire ^np+++??+=McGuire
president ^npt++++=president
last ^rb++++=last
night ^nn++++=night--went
-- ^--+clp+++=EXTRAWORD
went ^j+++xvbn+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Governor ^nn++++=Governor
this ^dt+dem+++=this
morning ^nn++++=morning
with ^in++++=with
our ^pp$+pp1+++=our
demands ^nns++++=demands."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
fellow ^jjb+atrb+++=fellow
official ^nn++++=official
smiled ^vbd+++xvbn+=smiled--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
Governor ^npt++++=Governor
pretty ^rb++++=pretty
well ^rb++++=well.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
you ^pp2+pp2+++=you
down ^in+strn+++=down?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
striker ^np++++=striker
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
an ^at++++=an
election ^nn+nom+++=election
next ^ap++++=next
fall ^nn++++=fall;
; ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
the ^ati++++=the
turning ^jj+++xvbg+=turning
down ^rp++++=down
will ^md+prd+++=will
be ^vb+be+aux++=be
turned ^vpsv++agls+xvbnx+=turned
around ^rp++++=around."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
so ^ql++++=so--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
can ^md+pos+++=can
tell ^vb++++=tell.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
just ^rb+emph+++=just
what ^wdt+who+++=what
power ^nn++++=power
Carpet ^nn++++=Carpet-Tackers'
- ^zz++++=EXTRAWORD
tackers ^nns+nom+++=EXTRAWORD
' ^zz++++=EXTRAWORD
Union ^nn++++=Union
Number ^nn++++=Number
One ^cd1++++=One
will ^md+prd+++=will
wield ^vb+++??+=wield,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
pretty ^rb++++=pretty
solid ^jj++++=solid,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
with ^in++++=with
Labour ^nn++++=Labour
as ^in++++=as
a ^at++++=a
whole ^nn++++=whole."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
home ^nr++++=home.
. ^zz++++=EXTRAWORD
The ^ati++++=The
striker ^np++++=striker
rubbed ^vbd+++xvbn+=rubbed
his ^pp$+pp3+++=his
foot ^nn++++=foot
uncertainly ^rb++++=uncertainly
across ^in+pl+++=across
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
courage ^nn+nom+++=courage
from ^in++++=from
its ^pp$+it+++=its
splinters ^nns+nom+++=splinters.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
one ^cd1++++=one
thing ^nn++++=thing
sure ^jj++++=sure.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Prince ^np++++=Prince
Ludwig ^np+++??+=Ludwig
and ^cc++++=and
his ^pp$+pp3+++=his
train ^nn++++=train-load
- ^zz++++=EXTRAWORD
load ^nn++++=EXTRAWORD
of ^in++++=of
big ^jj+atrb+++=big
guns ^nns++++=guns
show ^vb+vprv+++=show
up ^rp++++=up
at ^in++++=at
four ^cd++++=four
o'clock ^rb++++=o'clock
this ^dt+dem+++=this
afternoon ^nn++++=afternoon
they ^pp3a+pp3+++=they'll
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+++=find
bare ^jj+atrb+++=bare
floors ^nns++++=floors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pretty ^rb++++=pretty
bum ^nn+++??+=bum
bare ^jj+atrb+++=bare
floors ^nns++++=floors,
, ^zz++++=EXTRAWORD
on ^in++++=on
deck ^nn++++=deck
at ^rb++++=at
this ^dt+dem+++=this
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
attorney ^nn++++=attorney-general
- ^zz++++=EXTRAWORD
general ^jj++++=EXTRAWORD
rubbed ^jj+++xvbn+=rubbed
his ^pp$+pp3+++=his
own ^ap++++=own
foot ^nn++++=foot
across ^in+pl+++=across
the ^ati++++=the
splintered ^jj+atrb++xvbn+=splintered,
, ^zz++++=EXTRAWORD
miserable ^jj+atrb+++=miserable
boards ^nns++++=boards.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
pretty ^rb++++=pretty
bum ^nn+++??+=bum,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
reflected ^vbd+vprv++xvbnx+=reflected.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+vrb++=was
half ^abn++++=half-way
- ^zz++++=EXTRAWORD
way ^nn++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
Prince ^np++++=Prince
Ludwig ^np+++??+=Ludwig
will ^md+prd+++=will
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
American ^nn++++=American
working ^vwbg+++xvbg+=working-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
arrives ^vbz++++=arrives
this ^dt+dem+++=this
afternoon ^nn++++=afternoon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
about ^in++++=about
as ^ql++++=as
much ^ap++++=much,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
the ^ati++++=the
not ^xnot++not++=not-to-be-downed
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
be ^vb+be+aux++=EXTRAWORD
- ^zz++++=EXTRAWORD
downed ^vbd+++xvbn+=EXTRAWORD
carpet ^nn++++=carpet-tacker,
- ^zz++++=EXTRAWORD
tacker ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="as
as ^ql++++=EXTRAWORD
he ^pp3a+pp3+++=he
does ^vbz+doz+vrb++=does
about ^in++++=about
American ^jj+atrb+++=American
generosity ^nn+nom+++=generosity.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
may ^md+pos+++=may
think ^vb+vprv+++=think
a ^ap++++=a
few ^ap"++++=few
things ^nns++++=things,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
weightily ^jj++++=weightily,
, ^zz++++=EXTRAWORD
" ^zz++++="about
about ^in++++=EXTRAWORD
American ^jj+atrb+++=American
independence ^nn+nom+++=independence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
sure ^jj++++=sure
to ^to+jcmp+++=to
do ^vbi++++=do
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
agreed ^vbd+vpub++xvbn+=agreed
the ^ati++++=the
attorney ^nn++++=attorney-general.
- ^zz++++=EXTRAWORD
general ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
joined ^vbd+++xvbnx+=joined
the ^ati++++=the
crowd ^nn++++=crowd
in ^in++++=in
the ^ati++++=the
corridor ^nn++++=corridor.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
swarming ^jj+pred+++=swarming
out ^rp+pl+++=out
from ^in++++=from
all ^abn++++=all
the ^ati++++=the
offices ^nns++++=offices,
, ^zz++++=EXTRAWORD
all ^abn++++=all
talking ^jj+++xvbg+=talking
of ^in++++=of
the ^ati++++=the
one ^cd1++++=one
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
straight ^jj+atrb+++=straight
case ^nn++++=case
of ^in++++=of
hold ^vb+vprv+++=hold-up,"
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
declared ^vbd+vpub++xvbn+=declared
the ^ati++++=the
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
secretary ^npt+nom+++=secretary.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
supposed ^vbd+vprv+tht0+xvbnx+=supposed
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
us ^pp1o+pp1+++=us
on ^in++++=on
the ^ati++++=the
hip ^nn++++=hip.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
getting ^vbg+++xvbgx+=getting
extra ^jj+atrb+++=extra
money ^nn++++=money
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
see ^vb+vprv+tht0++=see
they ^pp3a+pp3+++=they
just ^rb+emph+++=just
figured ^vbd+++xvbn+=figured
it ^pp3+it+++=it
out ^rp+pl+++=out
we ^pp1a+pp1+++=we'd
'd ^md+prd+vrb++0=EXTRAWORD
pay ^nn++++=pay
anything ^pn++++=anything
rather ^rb++++=rather
than ^in++++=than
have ^vb+hv+vrb++=have
these ^dt+dem+++=these
wretched ^jj+atrb+++=wretched
floors ^nns++++=floors
for ^in++++=for
the ^ati++++=the
reception ^nn+nom+++=reception
this ^dt+dem+++=this
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
thought ^vbd+++xvbnx+=thought
the ^ati++++=the
Governor ^nn++++=Governor
would ^md+prd+++=would
argue ^vb+vpub+++=argue
the ^ati++++=the
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
give ^vb++++=give
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
compromise ^nn++++=compromise.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
never ^rb++++=never
intended ^vbd+vsua++xvbn+=intended
for ^in++++=for
one ^cd1++++=one
minute ^nn++++=minute
that ^tht+rel+obj++=that
the ^ati++++=the
Prince ^nn++++=Prince
should ^md+nec+++=should
find ^vb+vprv+++=find
bare ^jj+atrb+++=bare
floors ^nns++++=floors
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
rather ^rb++++=rather
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
concluded ^vbd+vprv++xvbnx+=concluded,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
they ^pp3a+pp3+++=they
feel ^vb+vprv+++=feel
a ^rb++++=a
little ^rb"++++=little
done ^vbd+++xvbn+=done
up ^rp++++=up
about ^in++++=about
it ^pp3+it+++=it
themselves ^ppls+pp3+++=themselves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
situation ^nn+nom+++=situation?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
a ^at++++=a
stranger ^nn+nom+++=stranger
within ^in++++=within
the ^ati++++=the
gates ^nns++++=gates.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
like ^in++++=like
this ^dt+pdem+++=this,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
a ^at++++=a
newspaper ^nn+nom+++=newspaper
reporter ^nn+nom+++=reporter
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
" ^zz++++="about
about ^in++++=EXTRAWORD
a ^at++++=a
month ^nn++++=month
ago ^rb++++=ago
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
fire ^nn++++=fire
here ^rn+pl+++=here
and ^cc++++=and
the ^ati++++=the
walls ^nns++++=walls
and ^cc++++=and
carpets ^nns++++=carpets
were ^vbd+bed+aux++=were
pretty ^rb++splt++=pretty
well ^rb++++=well
knocked ^vprf+++xvbn+=knocked
out ^rb+phrv+++=out
with ^in++++=with
smoke ^nn++++=smoke
and ^cc++++=and
water ^nn++++=water.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpets ^nns++++=carpets
were ^vbd+bed+vrb++=were
mean ^jj+atrb+++=mean
old ^jj+atrb+++=old
things ^nns++++=things
anyway ^rb+cnj+++=anyway,
, ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
voted ^vbd+++xvbnx+=voted
new ^jj+atrb+++=new
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
tell ^vbi++++=tell
you" ^nn+++??+=you"--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
swelled ^vbd+++xvbnx+=swelled
with ^in++++=with
pride ^nn++++=pride--"that
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
the ^ati++++=the
new ^jj+atrb+++=new
ones ^cd1s++++=ones
are ^vb+ber+vrb++=are
beauties ^nns++++=beauties.
. ^zz++++=EXTRAWORD
The ^ati++++=The
place ^nn++++=place'll
'll ^md+prd+++0=EXTRAWORD
look ^vb++++=look
great ^jj++++=great
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
get ^vb++++=get
them ^pp3o+pp3+++0='em
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
Prince ^np++++=Prince
Ludwig ^np+++??+=Ludwig
and ^cc++++=and
his ^pp$+pp3+++=his
crowd ^nn++++=crowd
cross ^nn++++=cross
the ^ati++++=the
State ^nn++++=State
on ^in++++=on
their ^pp$+pp3+++=their
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
coast ^nn++++=coast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in+emph+++=of
course ^nn+emph"+++=course
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
invited ^vpsv++agls+xvbnx+=invited
to ^to++++=to
stop ^vbi++++=stop.
. ^zz++++=EXTRAWORD
Last ^rb++++=Last
week ^nn++++=week
Billy ^np++++=Billy
Patton--he ^np++++=Patton--he's
's ^$++++=EXTRAWORD
running ^jj+++xvbg+=running
the ^ati++++=the
whole ^nn++++=whole
show ^vb+vprv+++=show--declined
-- ^--+clp+++=EXTRAWORD
declined ^j+++xvbn+=EXTRAWORD
the ^ati++++=the
invitation ^nn+nom+++=invitation
on ^in++++=on
account ^nn++++=account
of ^in++++=of
lack ^nn++++=lack
of ^in++++=of
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
yesterday ^nr+tm+++=yesterday
comes ^vbz++++=comes
a ^at++++=a
telegram ^nn++++=telegram
saying ^vwbg+++xvbg+=saying
the ^ati++++=the
Prince ^nn++++=Prince
himself ^ppl+pp3+++=himself
insisted ^vbd+vpub++xvbn+=insisted
on ^in++++=on
stopping ^nn++++=stopping.
. ^zz++++=EXTRAWORD
