Once ^rb+tm+++=Once
were ^vbd+bed+vrb++=were
in ^in++++=in
no ^at++++=no
hurry ^np++++=hurry
to ^to++++=to
depart ^vbi++++=depart.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
youthful ^jj+atrb+++=youthful
steersman ^nn+nom+++=steersman
might ^md+pos+++=might
chance ^nn++++=chance
to ^to+ncmp+++=to
let ^vbi++++=let
fall ^vb++++=fall
a ^at++++=a
word ^nn++++=word
about ^in++++=about
a ^at++++=a
good ^jj+atrb+++=good
wind ^nn++++=wind
and ^cc++++=and
a ^at++++=a
smooth ^jj+atrb+++=smooth
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
such ^abl++++=such
remarks ^vbz+vpub+++=remarks
were ^vbd+bed+aux++=were
not ^xnot++not++=not
tolerated ^vbd+++xvbn+=tolerated;
; ^zz++++=EXTRAWORD
order ^to++++=order
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
maintained ^vprf+++xvbn+=maintained
on ^in++++=on
a ^at++++=a
ship ^nn++++=ship.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
hold ^vb+vprv+tht0++=hold
their ^pp$+pp3+++=their
tongues ^nns++++=tongues
were ^vbd+bed+aux++=were
set ^vpsv++agls+xvbnx+=set
ashore ^rb+pl+++=ashore.
. ^zz++++=EXTRAWORD
Matters ^nns+nom+++=Matters
could ^md+pos+++=could
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
go ^vb++++=go
on ^in++++=on
thus ^rb+cnj+++=thus
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
are ^vb+ber+vrb++=are
not ^xnot++not++=not
so ^rb+emph+++=so
good ^jj++++=good
as ^ql++++=as
they ^pp3a+pp3+++=they
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
do ^vb+do+vrb++=do
not ^xnot++not++=not
thrive ^nn++++=thrive
under ^in++++=under
law ^nn++++=law
and ^cc++++=and
order ^nn++++=order.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crews ^nns++++=crews
at ^rb++++=at
length ^rb"++++=length
began ^vbd+++xvbn+=began
to ^to++++=to
murmur ^vbi+vpub+++=murmur
a ^rb++++=a
little ^rb"++++=little;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
weary ^jj+pred+++=weary
of ^in++++=of
painting ^xvbg+++xvbg+=painting
and ^cc++++=and
polishing ^xvbg+++xvbg+=polishing
the ^ati++++=the
cabins ^nns++++=cabins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
rowing ^xvbg+++xvbg+=rowing
the ^ati++++=the
captains ^nns++++=captains
to ^to++++=to
and ^cc++++=and
from ^in++++=from
the ^ati++++=the
toddy ^nn+++??+=toddy
suppers ^nns+nom+++=suppers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
rumoured ^jj+pred+++=rumoured
that ^dt+dem+++=that
individual ^jj+atrb+++=individual
ships ^nns++++=ships
were ^vbd+bed+aux++=were
getting ^vbg+++xvbgx+=getting
ready ^jj++++=ready
for ^in++++=for
sailing ^xvbg+++xvbg+=sailing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sails ^nns++++=sails
of ^in++++=of
some ^dti++++=some
were ^vbd+bed+aux++=were
set ^vpsv++agls+xvbnx+=set
one ^pn++++=one
by ^in++++=by
one ^pn++++=one
in ^in++++=in
all ^abn++++=all
silence ^nn+nom+++=silence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
anchors ^nns++++=anchors
were ^vbd+bed+aux++=were
weighed ^vpsv++agls+xvbnx+=weighed
without ^in++++=without
song ^nn++++=song,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ships ^nns++++=ships
glided ^vbd+++xvbn+=glided
quietly ^rb++++=quietly
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
harbour ^nn++++=harbour;
; ^zz++++=EXTRAWORD
others ^aps++++=others
sailed ^jj+++xvbn+=sailed
while ^cs+sub+++=while
their ^pp$+pp3+++=their
captains ^nns++++=captains
slept ^vbd+++xvbn+=slept.
. ^zz++++=EXTRAWORD
Fighting ^nvbg+++xvbg+=Fighting
and ^cc++++=and
mutiny ^nn++++=mutiny
were ^vbd+bed+aux++=were
also ^rb++splt++=also
heard ^vpsv++agls+xvbnx+=heard
of ^in+strn+++=of;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
then ^rn+tm+++=then
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
help ^nn++++=help
from ^in++++=from
the ^ati++++=the
neighbour ^nn++++=neighbour
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
the ^ati++++=the
malcontents ^nns+++??+=malcontents
were ^vbd+bed+aux++=were
punished ^vpsv++agls+xvbnx+=punished
and ^cc+phrs+++=and
put ^vb+++xvbn+=put
ashore ^rb+cnj+++=ashore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
moorings ^nns++++=moorings
were ^vbd+bed+aux++=were
carefully ^rb++splt++=carefully
examined ^vpsv++agls+xvbnx+=examined
and ^cc+phrs+++=and
strengthened ^vbd+++xvbn+=strengthened.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
except ^in++++=except
one ^pn++++=one,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last
left ^vbd+++xvbn+=left
the ^ati++++=the
harbour ^nn++++=harbour.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
all ^abn++++=all
sail ^vb++++=sail
with ^in++++=with
like ^in++++=like
fortune ^nn++++=fortune;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
and ^cc++++=and
another ^dt++++=another
even ^rb++++=even
came ^vbd+++xvbn+=came
in ^in++++=in
again ^rb+tm+++=again
for ^in++++=for
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
damaged ^j+++xvbn+=damaged.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
were ^vbd+bed+aux++=were
little ^ap++++=little
heard ^vprf+++xvbn+=heard
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^nn++++=captain
of ^in++++=of
one ^cd1++++=one
ship ^nn++++=ship,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
thrown ^vpsv++agls+xvbnx+=thrown
overboard ^rb+pl+++=overboard
by ^in++++=by
his ^pp$+pp3+++=his
men ^nns++++=men;
; ^zz++++=EXTRAWORD
another ^dt++++=another
sailed ^jj+++xvbn+=sailed
with ^in++++=with
half ^nn++++=half
the ^ati++++=the
crew ^nn++++=crew
in ^in++++=in
irons ^nns++++=irons,
, ^zz++++=EXTRAWORD
none ^pn++++=none
knew ^vbd+vprv++xvbn+=knew
where ^wrb+who+whcl++=where.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
yet ^rb++++=yet
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
all ^abn++++=all
in ^in++++=in
motion ^nn++++=motion,
, ^zz++++=EXTRAWORD
each ^dt++++=each
striving ^jj+++xvbg+=striving
after ^in++++=after
its ^pp$+it+++=its
own ^ap++++=own
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
in ^in++++=in
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
towards ^in++++=towards
its ^pp$+it+++=its
goal ^nn++++=goal.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
stated ^vbd+vpub++xvbn+=stated,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
one ^cd1++++=one
ship ^nn++++=ship
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
harbour ^nn++++=harbour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
safe ^jj++++=safe
and ^cc++++=and
sound ^nn++++=sound,
, ^zz++++=EXTRAWORD
with ^in++++=with
two ^cd++++=two
anchors ^nns++++=anchors
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
and ^cc++++=and
three ^cd++++=three
great ^jj++++=great
cables ^vbz++++=cables
attached ^vbd+++xvbn+=attached
to ^in++++=to
the ^ati++++=the
quay ^nn++++=quay.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
strange ^jj++++=strange
little ^ap++++=little
craft ^nn++++=craft.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hull ^nn++++=hull
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
newly ^rb++splt++=newly
repaired ^vpsv++agls+xvbn+=repaired,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
it ^pp3+it+++=it
a ^at++++=a
smart ^jj+atrb+++=smart
little ^jj+atrb+++=little
modern ^jj+atrb+++=modern
figurehead ^nn++++=figurehead,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
contrasted ^vbd+++xvbn+=contrasted
strangely ^rb++++=strangely
with ^in++++=with
the ^ati++++=the
smooth ^jj+atrb+++=smooth
sides ^nns++++=sides
and ^cc++++=and
the ^ati++++=the
heavy ^jj+atrb+++=heavy
stern ^nn++++=stern.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
could ^md+pos+++=could
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
the ^ati++++=the
rigging ^nn++++=rigging
had ^vb+hv+aux++=had
originally ^rb+tm+splt++=originally
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
a ^at++++=a
large ^jj+atrb+++=large
vessel ^nn++++=vessel,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
very ^ql+amp+++=very
hastily ^rb++++=hastily
adapted ^vpsv++agls+xvbn+=adapted
to ^in++++=to
the ^ati++++=the
smaller ^jjr++++=smaller
hull ^np++++=hull,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
still ^rb+atrb+++=still
further ^jjb++++=further
increased ^jj+++xvbn+=increased
the ^ati++++=the
want ^nn++++=want
of ^in++++=of
proportion ^nn+nom+++=proportion
in ^in++++=in
the ^ati++++=the
brig ^npt++++=brig's
's ^vbz+bez+vrb++0=EXTRAWORD
whole ^jj+atrb+++=whole
appearance ^nn+nom+++=appearance.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
painted ^vpsv++agls+xvbnx+=painted
with ^in++++=with
large ^jj+atrb+++=large
portholes ^nns++++=portholes
for ^in++++=for
guns ^nns++++=guns,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
man ^nn++++=man-of-war,
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
war ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
carried ^vbd+++xvbn+=carried
its ^pp$+it+++=its
flag ^nn++++=flag
at ^in++++=at
the ^ati++++=the
main ^jjb++++=main-mast.
- ^zz++++=EXTRAWORD
mast ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
skipper ^nn++++=skipper
was ^vbd+bedz+vrb++=was
no ^at++++=no
common ^jj+atrb+++=common
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
himself ^ppl+pp3+++=himself
had ^vbd+hvd+aux++=had
painted ^vprf+++xvbnx+=painted
the ^ati++++=the
sketch ^nn++++=sketch
of ^in++++=of
the ^ati++++=the
brig ^npt++++=brig
that ^tht+rel+subj++=that
hung ^vwbn+++xvbn+=hung
in ^in++++=in
the ^ati++++=the
cabin ^nn++++=cabin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
sing ^vb++++=sing
both ^abx++++=both
psalms ^nns++++=psalms
and ^cc++++=and
songs ^nns++++=songs.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
maintained ^vprf+++xvbn+=maintained
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
composed ^vbd+++xvbnx+=composed
the ^ati++++=the
songs ^nns++++=songs
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
most ^ql+emph+++=most
probably ^rb++++=probably
a ^at++++=a
lie ^nn++++=lie.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
certainly ^rb++++=certainly
a ^at++++=a
lie ^vb++++=lie
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
whispered ^vbd+vpub++xvbnx+=whispered
in ^in++++=in
the ^ati++++=the
forecastle ^nn+++??+=forecastle:
: ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
skipper ^npt++++=skipper
had ^vb+hv+vrb++=had
not ^xnot++not++=not
quite ^abl++++=quite
got ^vbd+++xvbn+=got
his ^pp$+pp3+++=his
sea ^nn++++=sea-legs.
- ^zz++++=EXTRAWORD
legs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Young ^jj+atrb+++=Young
men ^nns++++=men
always ^rb++++=always
tell ^vb++++=tell
such ^abl++++=such
stories ^nns++++=stories
to ^in++++=to
cabin ^nn++++=cabin-boys,
- ^zz++++=EXTRAWORD
boys ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
appear ^vb+seem+++=appear
manly ^jj++++=manly.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
steersman ^nn++++=steersman
on ^in++++=on
the ^ati++++=the
brig ^npt++++=brig,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
pinch ^nn++++=pinch,
, ^zz++++=EXTRAWORD
easily ^rb++++=easily
round ^in++++=round
the ^ati++++=the
headlands ^nns+++??+=headlands
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
sailed ^vprf+++xvbnx+=sailed
as ^ql++++=as
steersman ^jj++++=steersman
for ^in++++=for
many ^ap++++=many
years ^nns++++=years
of ^in++++=of
our ^pp$+pp1+++=our
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
ever ^rb++++=ever
since ^cs+sub+++=since
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
the ^ati++++=the
skipper ^nn++++=skipper's
's ^vbz+bez+vrb++0=EXTRAWORD
late ^jj+atrb+++=late
father ^nn++++=father.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
as ^cs+sub+++=as
if ^cs+cnd+++=if
glued ^vbd+++xvbn+=glued
to ^in++++=to
the ^ati++++=the
tiller ^nn++++=tiller,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
imagine ^vb+vprv+++=imagine
the ^ati++++=the
old ^jj+atrb+++=old
brig ^npt++++=brig
with ^in++++=with
a ^at++++=a
new ^jj++++=new
steersman ^jj++++=steersman.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
certainly ^rb++splt++=certainly
never ^rb++++=never
voyaged ^vprf+++xvbn+=voyaged
in ^in++++=in
distant ^jj+atrb+++=distant
waters ^nns++++=waters;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
his ^pp$+pp3+++=his
trade ^nn++++=trade
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
invariably ^rb++splt++=invariably
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
company ^nn++++=company
of ^in++++=of
others ^aps++++=others,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brig ^npt++++=brig
had ^vbd+hvd+aux++=had
sailed ^vprf+++xvbnx+=sailed
pretty ^rb++++=pretty
fortunately ^rb+cnj+++=fortunately,
, ^zz++++=EXTRAWORD
without ^in++++=without
special ^jj+atrb+++=special
damage ^nn++++=damage
and ^cc++++=and
without ^in++++=without
special ^jj+atrb+++=special
merit ^nn++++=merit.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
both ^abx++++=both
he ^pp3a+pp3+++=he
and ^cc++++=and
the ^ati++++=the
skipper ^npt++++=skipper
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
at ^rb++++=at
the ^ati++++=the
conviction ^nn+nom+++=conviction
that ^tht+ncmp+++=that
none ^pn++++=none
could ^md+pos+++=could
sail ^vb++++=sail
better ^jjr++++=better
than ^cs+sub+++=than
they ^pp3a+pp3+++=they,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hence ^rb+cnj+++=hence
they ^pp3a+pp3+++=they
cared ^vbd+++xvbnx+=cared
little ^ap++++=little
what ^wdt+who+++=what
the ^ati++++=the
others ^aps++++=others
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
sky ^nn++++=sky
and ^cc++++=and
shook ^vbd+++xvbn+=shook
their ^pp$+pp3+++=their
heads ^nns++++=heads.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
felt ^vbd+vprv++xvbn+=felt
quite ^rb++++=quite
comfortable ^jj++++=comfortable,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
not ^xnot++not++=not
used ^vpsv++++=used
to ^in++++=to
better ^jjr+atrb+++=better
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
them ^pp3o+pp3+++=them
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
why ^wrb+who+whcl++=why
the ^ati++++=the
crews ^nns++++=crews
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
ships ^nns++++=ships
were ^vbd+bed+vrb++=were
in ^in++++=in
such ^abl++++=such
a ^at++++=a
hurry ^nn++++=hurry
to ^to++++=to
be ^vbi++vrb++=be
off ^in+strn+++=off;
; ^zz++++=EXTRAWORD
the ^ati++++=the
month ^nn++++=month
went ^vbd+++xvbn+=went
round ^rb++++=round
all ^abn++++=all
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
one ^cd1++++=one
lay ^jjb+++xvbn+=lay
in ^in++++=in
port ^nn++++=port
or ^cc++++=or
sailed ^vbd+++xvbn+=sailed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
better ^jjr+pred+++=better
to ^to+jcmp+++=to
avoid ^vbi++++=avoid
work ^nn++++=work.
. ^zz++++=EXTRAWORD
So ^ql++++=So
long ^rb++++=long
as ^ql++++=as
the ^ati++++=the
skipper ^npt++++=skipper
made ^vbd+++xvbn+=made
no ^at++++=no
sign ^nn++++=sign
of ^in++++=of
preparation ^nn+nom+++=preparation
for ^in++++=for
sailing ^xvbg+++xvbg+=sailing,
, ^zz++++=EXTRAWORD
the ^ati++++=the
men ^nns++++=men
might ^md+pos+++=might
keep ^vb++++=keep
their ^pp$+pp3+++=their
minds ^nns++++=minds
easy ^jj++++=easy,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
must ^md+nec+++=must
surely ^rb++++=surely
have ^vb+hv+vrb++=have
the ^ati++++=the
most ^ap+emph+++=most
interest ^nn++++=interest
in ^in++++=in
getting ^xvbg+++xvbg+=getting
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
besides ^rb++++=besides,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
all ^rb++++=all
knew ^vbd+vprv++xvbn+=knew
what ^wdt+who+whcl++=what
sort ^nn++++=sort
of ^in++++=of
fellow ^jjb++++=fellow
the ^ati++++=the
steersman ^nn+nom+++=steersman
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
such ^abl++++=such
a ^at++++=a
capable ^jj+atrb+++=capable
and ^cc+phrs+++=and
experienced ^jj+atrb++xvbn+=experienced
man ^nn++++=man
lay ^vbd+++xvbn+=lay
still ^jj+pred+++=still,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
might ^md+pos+++=might
be ^vb+be+vrb++=be
quite ^rb++++=quite
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
good ^jj+atrb+++=good
and ^cc+phrs+++=and
powerful ^jj+atrb+++=powerful
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^rb++++=a
little ^rb"++++=little
party ^nn++++=party
among ^in++++=among
the ^ati++++=the
crew ^nn++++=crew
some ^dti++++=some
quite ^rb++++=quite
youthful ^jj+atrb+++=youthful
persons ^nns++++=persons
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
shame ^nn++++=shame
to ^to++++=to
let ^vbi++++=let
themselves ^ppls+pp3+++=themselves
be ^vb+be+aux++=be
thus ^rb+cnj+splt++=thus
left ^vpsv++agls+xvbnx+=left
astern ^rb+pl+++=astern
by ^in++++=by
everybody ^pn++++=everybody.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
no ^at++++=no
special ^jj+atrb+++=special
advantage ^nn+nom+++=advantage
or ^cc++++=or
profit ^nn++++=profit
to ^to++++=to
expect ^vbi+vprv+++=expect
from ^in++++=from
the ^ati++++=the
voyage ^nn++++=voyage,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
inaction ^nn+nom+++=inaction
became ^vbd+++xvbn+=became
intolerable ^jj++++=intolerable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
conceived ^vbd+++xvbnx+=conceived
the ^ati++++=the
daring ^jj+atrb++xvbg+=daring
resolve ^nn++++=resolve
of ^in++++=of
sending ^xvbg+++xvbg+=sending
a ^at++++=a
youth ^nn++++=youth
aft ^jjb++++=aft
to ^to++++=to
beg ^vbi++++=beg
the ^ati++++=the
captain ^nn++++=captain
to ^to++++=to
fix ^vbi++++=fix
a ^at++++=a
date ^nn++++=date
for ^in++++=for
sailing ^xvbg+++xvbg+=sailing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
more ^rbr++++=more
judicious ^jj++++=judicious
among ^in++++=among
the ^ati++++=the
crew ^nn++++=crew
crossed ^vbd+++xvbn+=crossed
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
humbly ^rb++++=humbly
entreated ^vbd+++xvbn+=entreated
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man
to ^to++++=to
keep ^vbi++++=keep
quiet ^nn++++=quiet;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
latter ^ap++++=latter
was ^vbd+bedz+vrb++=was
a ^at++++=a
rash ^nn++++=rash
