A ^at++++=A
half ^nn++++=half
a ^at++++=a
dozen ^cd++++=dozen,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
lively ^jj++++=lively,
, ^zz++++=EXTRAWORD
droll ^nn+++??+=droll
little ^ap++++=little
chaps ^nns++++=chaps,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
all ^abn++++=all
manner ^nn++++=manner
of ^in++++=of
pranks ^nns+++??+=pranks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
considered ^vpsv++by+xvbn+=considered
by ^in++++=by
their ^pp$+pp3+++=their
relatives ^nns++++=relatives
the ^ati++++=the
most ^ql+emph+++=most
remarkable ^jj+atrb+++=remarkable
boys ^nns++++=boys
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
two ^cd++++=two
fellows ^nns++++=fellows
were ^vbd+bed+vrb++=were
quite ^abl++++=quite
bursting ^jj+++xvbg+=bursting
with ^in++++=with
the ^ati++++=the
great ^jj+atrb+++=great
secrets ^nns++++=secrets
of ^in++++=of
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
to ^in++++=to
rush ^nn++++=rush
out ^rp+pl+++=out
as ^in++++=as
soon ^rb+tm+++=soon
as ^in++++=as
breakfast ^nn++++=breakfast
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
keep ^vb++++=keep
from ^in++++=from
" ^zz++++="letting
letting ^vbg+++xvbg+=EXTRAWORD
the ^ati++++=the
cat ^nn++++=cat
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
bag ^nn++++=bag."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
fine ^jj+atrb+++=fine
dinner ^nn++++=dinner
was ^vbd+bedz+aux++=was
cooked ^vpsv++agls+xvbnx+=cooked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grandma ^np++++=grandma's
's ^vbz+bez+vrb++0=EXTRAWORD
favorite ^jj+atrb+++=favorite
niece ^nn++++=niece
came ^vbd+++xvbn+=came
to ^to++++=to
eat ^vbi++++=eat
it ^pp3+it+++=it
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
bringing ^vbg+++xvbg+=bringing
a ^at++++=a
bag ^nn++++=bag
full ^jj++++=full
of ^in++++=of
goodies ^nns++++=goodies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
heart ^nn++++=heart
full ^jj++++=full
of ^in++++=of
love ^nn++++=love
and ^cc++++=and
kind ^nn++++=kind
wishes ^nns++++=wishes,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
friends ^nns++++=friends
and ^cc++++=and
presents ^vbz++++=presents
kept ^vbd+++xvbn+=kept
coming ^vbg+++xvbg+=coming,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Madam ^npt++++=Madam,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
best ^jjt+atrb+++=best
gown ^nn++++=gown
and ^cc++++=and
most ^ql+emph+++=most
imposing ^jj+atrb++xvbg+=imposing
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
in ^in++++=in
state ^nn++++=state
to ^to++++=to
receive ^vbi++++=receive
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
A ^at++++=A
poet ^nn++++=poet
came ^vbd+++xvbn+=came
with ^in++++=with
some ^dti++++=some
lovely ^jj+atrb+++=lovely
flowers ^nns+nom+++=flowers;
; ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor
brought ^vbd+++xvbn+=brought
a ^at++++=a
fine ^jj+atrb+++=fine
picture ^nn++++=picture;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
neighbor ^nn++++=neighbor
sent ^vbd+++xvbn+=sent
her ^pp$+pp3+++=her
a ^at++++=a
basket ^nn++++=basket
of ^in++++=of
grapes ^nns++++=grapes;
; ^zz++++=EXTRAWORD
another ^dt++++=another
took ^vbd+++xvbn+=took
her ^pp3o+pp3+++=her
a ^at++++=a
drive ^nn++++=drive;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
poor ^jj+atrb+++=poor
children ^nns++++=children,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
grandma ^np++++=grandma
had ^vbd+hvd+aux++=had
clothed ^vprf+++xvbnx+=clothed
and ^cc+phrs+++=and
helped ^vbd+++xvbn+=helped,
, ^zz++++=EXTRAWORD
sent ^j+++xvbn+=sent
her ^pp$+pp3+++=her
some ^dti++++=some
nuts ^nns++++=nuts
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
picked ^vprf+++xvbnx+=picked
all ^abn++++=all
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
their ^pp$+pp3+++=their
grateful ^jj+atrb+++=grateful
mother ^npt++++=mother
brought ^vbd+++xvbn+=brought
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
cream ^nn++++=cream
and ^cc++++=and
a ^at++++=a
dozen ^cd++++=dozen
eggs ^nns++++=eggs.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
pleasant ^jj++++=pleasant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bright ^jj+atrb+++=bright
autumn ^nn++++=autumn
day ^nn++++=day
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
harvest ^nn++++=harvest
time ^nn++++=time
for ^in++++=for
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
sowed ^vprf+++xvbnx+=sowed
love ^nn++++=love
and ^cc++++=and
charity ^nn+nom+++=charity
broadcast ^nn++++=broadcast
with ^in++++=with
no ^at++++=no
thought ^nn++++=thought
of ^in++++=of
any ^dti++++=any
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tea ^nn++++=tea-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
ornamented ^vpsv++agls+xvbnx+=ornamented
with ^in++++=with
a ^at++++=a
splendid ^jj+atrb+++=splendid
cake ^nn++++=cake,
, ^zz++++=EXTRAWORD
white ^jj++++=white
as ^ql++++=as
snow ^np++++=snow
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rich ^jj++++=rich
and ^cc++++=and
plummy ^nn+++??+=plummy
inside ^jjb++++=inside,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
gay ^jj+atrb+++=gay
posy ^nn++++=posy
stuck ^vbd+++xvbn+=stuck
atop ^rb++++=atop
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
Mont ^np++++=Mont
Blanc ^np++++=Blanc.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Trot ^np++++=Trot,
, ^zz++++=EXTRAWORD
the ^ati++++=the
housekeeper ^nn+nom+++=housekeeper,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
and ^cc+phrs+++=and
presented ^jj+++xvbn+=presented
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql++++=so
pretty ^rb++++=pretty
all ^abn++++=all
voted ^jj+++xvbn+=voted
not ^xnot++not++=not
to ^to++++=to
cut ^vbi++++=cut
it ^pp3+it+++=it
till ^in++++=till
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
table ^nn++++=table
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
other ^ap++++=other
good ^jj+atrb+++=good
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Grandma ^np++++=Grandma's
's ^$++++=EXTRAWORD
tea ^nn++++=tea
was ^vbd+bedz+vrb++=was
extra ^jj++++=extra
strong ^jj++++=strong,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tasted ^vprf+++xvbn+=tasted
unusually ^rb++++=unusually
nice ^jj++++=nice
with ^in++++=with
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Hosy ^np++++=Hosy's
's ^$++++=EXTRAWORD
rich ^jj+atrb+++=rich
cream ^nn++++=cream
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
needed ^vbd+++xvbnx+=needed
this ^dt+dem+++=this
refreshment ^nn+nom+++=refreshment
to ^to++++=to
prepare ^vbi++++=prepare
her ^pp$+pp3+++=her
for ^in++++=for
the ^ati++++=the
grand ^jj+atrb+++=grand
surprise ^nn++++=surprise
to ^to++++=to
come ^vbi++++=come;
; ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
family ^nn++++=family
gifts ^nns++++=gifts
were ^vbd+bed+aux++=were
not ^xnot++not++=not
yet ^rb++++=yet
given ^vwbn+++xvbn+=given.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys
vanished ^vbd+++xvbn+=vanished
directly ^rb++++=directly
after ^in++++=after
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shouts ^nns++++=shouts
of ^in++++=of
laughter ^nn+nom+++=laughter
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard
from ^in++++=from
Aunt ^nn++++=Aunt
Tribulation ^np+nom+++=Tribulation's
's ^$++++=EXTRAWORD
room ^nn++++=room.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
larks ^nns++++=larks
as ^ql++++=as
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
up ^rp++++=up
there ^rn+pl+++=there
no ^at++++=no
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
every ^at++++=every
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
preparing ^vbg+++xvbgx+=preparing
some ^dti++++=some
fun ^nn++++=fun
in ^in++++=in
honor ^nn++++=honor
of ^in++++=of
the ^ati++++=the
occasion ^nn++++=occasion.
. ^zz++++=EXTRAWORD
Grandma ^np++++=Grandma
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
allowed ^vb++pmd"+xvbn+=allowed
to ^to+vcmp+pmd++=to
go ^vb++++=go
into ^in++++=into
the ^ati++++=the
study ^nn++++=study,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
much ^ap++++=much
tacking ^jj+++xvbg+=tacking
and ^cc++++=and
rummaging ^xvbg+++xvbg+=rummaging
went ^vbd+++xvbn+=went
on ^in++++=on
for ^in++++=for
a ^at++++=a
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
all ^rb++++=all
the ^ati++++=the
lamps ^nns++++=lamps
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
grandma ^np++++=grandma
and ^cc++++=and
grandpa ^npt++++=grandpa
to ^to++++=to
sit ^vbi++++=sit
in ^in++++=in
the ^ati++++=the
parlor ^nn++++=parlor,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
tenderly ^rb++++=tenderly
together ^nn+nom+++=together
by ^in++++=by
the ^ati++++=the
soft ^jj+atrb+++=soft
glimmer ^nn++++=glimmer
of ^in++++=of
fire ^nn++++=fire-light,
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
used ^md"++pmd"++=used
to ^to++++=to
do ^vb++++=do
forty ^cd++++=forty
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
something ^pn++++=something
scarlet ^jj++++=scarlet
and ^cc++++=and
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
feathery ^jj++++=feathery
and ^cc+phrs+++=and
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
flitted ^xvbn+++xvbn+=flitted
by ^in++++=by
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
vanished ^vpsv++agls+xvbn+=vanished
in ^in++++=in
the ^ati++++=the
study ^nn++++=study.
. ^zz++++=EXTRAWORD
Queer ^jj++++=Queer
little ^ap++++=little
yells ^nns+++??+=yells
and ^cc++++=and
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
dancing ^xvbg+++xvbg+=dancing
feet ^nns++++=feet
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
hunt ^nn++++=hunt
for ^in++++=for
the ^ati++++=the
cat ^nn++++=cat;
; ^zz++++=EXTRAWORD
next ^ap++++=next,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Trot ^np++++=Trot
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
from ^in++++=from
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
but ^cc++++=but
the ^ati++++=the
boys ^nns++++=boys
came ^vbd+++xvbn+=came
to ^in++++=to
escort ^nn++++=escort
grandma ^np++++=grandma
to ^in++++=to
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
glory ^nn++++=glory.
. ^zz++++=EXTRAWORD
Leaning ^vbg+++xvbg+=Leaning
on ^in++++=on
grandpa ^npt++++=grandpa's
's ^$++++=EXTRAWORD
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
marched ^vbd+++xvbnx+=marched
first ^rb++++=first;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
came ^vbd+++xvbn+=came
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Coobiddy ^np++++=Coobiddy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mother ^nn++++=mother
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
bearing ^vbg+++xvbg+=bearing
Aunt ^nn++++=Aunt
Carmine ^np++++=Carmine's
's ^$++++=EXTRAWORD
picture ^nn++++=picture;
; ^zz++++=EXTRAWORD
for ^in++++=for
this ^dt+dem+++=this
auntie ^npt++++=auntie
was ^vbd+bedz+vrb++=was
over ^in++++=over
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
could ^md+pos+++=could
not ^xnot++not++=not
come ^vb++++=come,
, ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
at ^in++++=at
grandma ^np++++=grandma's
's ^$++++=EXTRAWORD
desire ^nn++++=desire,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
portrait ^nn++++=portrait
was ^vbd+bedz+aux++=was
borne ^vpsv++agls+xvbnx+=borne
in ^in++++=in
the ^ati++++=the
procession ^nn++++=procession.
. ^zz++++=EXTRAWORD
Aunt ^nn++++=Aunt
Trib ^np+++??+=Trib
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
escorted ^xvbn+++xvbn+=escorted
by ^in++++=by
Thomas ^np++++=Thomas
Pib ^np+++??+=Pib,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
red ^jj+atrb+++=red
bow ^nn++++=bow
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Trot ^np++++=Trot
and ^cc++++=and
Belinda ^np++++=Belinda,
, ^zz++++=EXTRAWORD
the ^ati++++=the
little ^ap++++=little
maid ^np++++=maid,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
up ^rp++++=up
the ^ati++++=the
rear ^nn++++=rear.
. ^zz++++=EXTRAWORD
A ^at++++=A
music ^nn++++=music-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
hall ^npl++++=hall
played ^vbd+++xvbn+=played
the ^ati++++=the
" ^zz++++="Grand
grand ^jj+atrb+++=EXTRAWORD
March ^nr++++=March"
" ^zz++++=EXTRAWORD
from ^in++++=from
" ^zz++++="Norma;"
norma ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
great ^jj+atrb+++=great
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
all ^abn++++=all
filed ^jj+++xvbn+=filed
into ^in++++=into
the ^ati++++=the
study ^nn++++=study
to ^to++++=to
behold ^vbi++++=behold
an ^at++++=an
imposing ^jj+atrb++xvbg+=imposing
spectacle ^nn++++=spectacle.
. ^zz++++=EXTRAWORD
A ^at++++=A
fire ^nn++++=fire
burned ^vbd+++xvbn+=burned
brightly ^rb++++=brightly
on ^in++++=on
the ^ati++++=the
hearth ^nn++++=hearth,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
the ^ati++++=the
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
andirons ^nns+++??+=andirons
shine ^vb++++=shine
like ^in++++=like
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
lamps ^nns++++=lamps
illuminated ^vbd+++xvbn+=illuminated
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
trimmed ^vpsv++agls+xvbnx+=trimmed
with ^in++++=with
