Every ^at++++=Every
a ^at++++=a
cat ^nn++++=cat
would ^md+prd+++=would
folding ^jj++++=folding
up ^rp++++=up
lace ^nn++++=lace.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell
into ^in+ppvb+++=into
moods ^nns++++=moods
of ^in++++=of
such ^abl++++=such
strange ^jj++++=strange
melancholy ^jj++++=melancholy
that ^dt+dem+++=that
his ^pp$+pp3+++=his
letters ^nns+nom+++=letters
having ^xvbg+++xvbg+=having
been ^vprf+ben+aux+xvbn+=been
read ^vpsv++agls+xvbnx+=read
in ^in++++=in
full ^jj+atrb+++=full
council ^nn++++=council,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
d ^zz++++=d'Angouleme,
'angouleme, ^nn+++??+=EXTRAWORD
his ^pp$+pp3+++=his
mother ^nn++++=mother;
; ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Catherine ^np++++=Catherine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Dauphine ^np+++??+=Dauphine,
, ^zz++++=EXTRAWORD
Monsieur ^npt++++=Monsieur
de ^&fw++++=de
Montmorency ^np+++??+=Montmorency,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
at ^rb++++=at
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
affairs ^nns++++=affairs
in ^in++++=in
France ^np++++=France
knowing ^vwbg+vprv++xvbg+=knowing
the ^ati++++=the
great ^jj+atrb+++=great
lechery ^nn+nom+++=lechery
of ^in++++=of
the ^ati++++=the
king ^nn++++=king,
, ^zz++++=EXTRAWORD
determined ^j+++xvbn+=determined
after ^in++++=after
mature ^jj+atrb+++=mature
deliberation ^nn+nom+++=deliberation,
, ^zz++++=EXTRAWORD
to ^to++++=to
send ^vbi++++=send
Queen ^npt++++=Queen
Marguerite ^np+++??+=Marguerite
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
from ^in++++=from
whom ^whp+rel+pied++=whom
he ^pp3a+pp3+++=he
would ^md+prd+++=would
doubtless ^rb++splt++=doubtless
receive ^vb++++=receive
alleviation ^nn+nom+++=alleviation
of ^in++++=of
his ^pp$+pp3+++=his
sufferings ^nns++++=sufferings,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
good ^jj+atrb+++=good
lady ^npt++++=lady
being ^vwbg+beg++xvbg+=being
much ^ap++++=much
loved ^vpsv++by+xvbn+=loved
by ^in++++=by
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
merry ^jj++++=merry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
learned ^vpsv++agls+xvbn+=learned
in ^in++++=in
all ^rb++++=all
necessary ^jj+atrb+++=necessary
wisdom ^nn++++=wisdom.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
alleging ^vbg+vpub++xvbg+=alleging
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
dangerous ^jj+pred+++=dangerous
for ^in++++=for
her ^pp$+pp3+++=her
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
without ^in++++=without
great ^jj+atrb+++=great
danger ^nn++++=danger
to ^to++++=to
be ^vbi++vrb++=be
alone ^rb++++=alone
with ^in++++=with
the ^ati++++=the
king ^nn++++=king
in ^in++++=in
his ^pp$+pp3+++=his
cell ^nn++++=cell,
, ^zz++++=EXTRAWORD
a ^at++++=a
sharp ^jj+atrb+++=sharp
secretary ^npt+nom+++=secretary,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Sieur ^np+++??+=Sieur
de ^&fw++++=de
Fizes ^np+++??+=Fizes,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
the ^ati++++=the
Court ^nn++++=Court
of ^in++++=of
Rome ^np++++=Rome,
, ^zz++++=EXTRAWORD
with ^in++++=with
orders ^vb++++=orders
to ^to+vcmp+++=to
beg ^vbi++++=beg
of ^in++++=of
the ^ati++++=the
pontiff ^nn+++??+=pontiff
a ^at++++=a
papal ^jj+atrb+++=papal
brief ^nn++++=brief
of ^in++++=of
special ^jj+atrb+++=special
indulgences ^nns+nom+++=indulgences,
, ^zz++++=EXTRAWORD
containing ^vbg+++xvbg+=containing
proper ^jj+atrb+++=proper
absolutions ^nns+nom+++=absolutions
for ^in++++=for
the ^ati++++=the
petty ^jj+atrb+++=petty
sins ^nns++++=sins
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
their ^pp$+pp3+++=their
consanguinity ^nn+nom+++=consanguinity,
, ^zz++++=EXTRAWORD
the ^ati++++=the
said ^vbd+vpub+tht0+xvbn+=said
queen ^npt++++=queen
might ^md+pos+++=might
commit ^vb++++=commit
with ^in++++=with
a ^at++++=a
view ^nn++++=view
to ^to++++=to
cure ^vbi++++=cure
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
melancholy ^nn++++=melancholy.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
Adrian ^np++++=Adrian
Vi ^np+++??+=VI.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Dutchman ^np+nom++??+=Dutchman,
, ^zz++++=EXTRAWORD
still ^rb++++=still
wore ^vbd+++xvbn+=wore
the ^ati++++=the
tiara ^nn++++=tiara,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
a ^at++++=a
good ^jj++++=good
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
rest ^nn++++=rest
did ^vbd+dod+aux++=did
not ^xnot++not++=not
forget ^vb+vprv+++=forget,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
scholastic ^jj+atrb+++=scholastic
ties ^nns++++=ties
which ^whp+rel+obj++=which
united ^np++++=united
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
emperor ^nn++++=emperor,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
eldest ^jjt+atrb+++=eldest
son ^nn++++=son
of ^in++++=of
the ^ati++++=the
Catholic ^jj+atrb+++=Catholic
Church ^npl++++=Church
was ^vbd+bedz+aux++=was
concerned ^vpsv++agls+xvbnx+=concerned
in ^in++++=in
the ^ati++++=the
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
enough ^qlp++++=enough
to ^to++++=to
send ^vbi++++=send
to ^in++++=to
Spain ^np++++=Spain
an ^at++++=an
express ^jjb+atrb+++=express
legate ^nn++++=legate,
, ^zz++++=EXTRAWORD
furnished ^j+++xvbn+=furnished
with ^in++++=with
full ^jj+atrb+++=full
powers ^nns++++=powers,
, ^zz++++=EXTRAWORD
to ^in++++=to
attempt ^nn++++=attempt
the ^ati++++=the
salvation ^nn+nom+++=salvation
of ^in++++=of
the ^ati++++=the
queen ^nn++++=queen's
's ^$++++=EXTRAWORD
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
body ^nn++++=body,
, ^zz++++=EXTRAWORD
without ^in++++=without
prejudice ^nn++++=prejudice
to ^in++++=to
God ^np++++=God.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
most ^ql+emph+++=most
urgent ^jj+atrb+++=urgent
affair ^nn++++=affair
made ^vbd+++xvbn+=made
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
very ^ql+amp+++=very
uneasy ^jj++++=uneasy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
caused ^vbd+++xvbn+=caused
an ^at++++=an
itching ^nn++++=itching
in ^in++++=in
the ^ati++++=the
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
from ^in++++=from
great ^jj+atrb+++=great
devotion ^nn+nom+++=devotion
to ^in++++=to
the ^ati++++=the
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
all ^rb++++=all
have ^vb+hv+aux++=have
offered ^vprf+++xvbnx+=offered
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
Madrid ^np++++=Madrid,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
the ^ati++++=the
dark ^jj+atrb+++=dark
mistrust ^nn++++=mistrust
of ^in++++=of
Charles ^np++++=Charles
the ^ati++++=the
Fifth ^nn++++=Fifth,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
not ^xnot++not++=not
grant ^vb+vsua+++=grant
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
permission ^nn++++=permission
to ^to+ncmp+++=to
any ^dti++++=any
of ^in++++=of
his ^pp$+pp3+++=his
subjects ^nns++++=subjects,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
even ^rb++++=even
the ^ati++++=the
members ^nns+nom+++=members
of ^in++++=of
his ^pp$+pp3+++=his
family ^nn++++=family.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
therefore ^rb+cnj+++=therefore
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
negotiate ^nn+nom+++=negotiate
the ^ati++++=the
departure ^nn++++=departure
of ^in++++=of
the ^ati++++=the
Queen ^nn++++=Queen
of ^in++++=of
Navarre ^np++++=Navarre.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
else ^rb+cnj+++=else
was ^vbd+bedz+aux++=was
spoken ^vpsv++agls+xvbnx+=spoken
about ^in++++=about
but ^cc++++=but
this ^dt+dem+++=this
deplorable ^jj+atrb+++=deplorable
abstinence ^nn+nom+++=abstinence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
amorous ^jj+atrb+++=amorous
exercise ^nn++++=exercise
so ^ql+emph+++=so
vexatious ^jj++++=vexatious
to ^in++++=to
a ^at++++=a
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
much ^ap++++=much
accustomed ^jj+++xvbn+=accustomed
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
from ^in++++=from
one ^cd1++++=one
thing ^nn++++=thing
to ^in++++=to
another ^dt++++=another,
, ^zz++++=EXTRAWORD
the ^ati++++=the
women ^nns++++=women
finished ^vwbn+++xvbn+=finished
by ^in++++=by
thinking ^xvbg+++xvbg+=thinking
more ^rbr++++=more
of ^in++++=of
the ^ati++++=the
king ^nn++++=king's
's ^$++++=EXTRAWORD
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
than ^in++++=than
of ^in++++=of
the ^ati++++=the
king ^nn++++=king
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
The ^ati++++=The
queen ^nn++++=queen
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^rb++++=first
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
wished ^vbd+vprv+tht0+xvbnx+=wished
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
wings ^nns++++=wings.
. ^zz++++=EXTRAWORD
To ^in++++=To
this ^dt+dem+++=this
Monseigneur ^np+++??+=Monseigneur
Odet ^np+++??+=Odet
de ^&fw++++=de
Chatillon ^np+++??+=Chatillon
replied ^vbd+vpub++xvbn+=replied,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
need ^nn++++=need
of ^in++++=of
them ^pp3o+pp3+++=them
to ^to++++=to
be ^vbi++vrb++=be
an ^at++++=an
angel ^nn++++=angel.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
Madame ^npt++++=Madame
l ^zz++++=l'Amirale,
'amirale, ^nn+++??+=EXTRAWORD
blamed ^vwbn+++xvbn+=blamed
God ^np++++=God
that ^tht+rel+obj++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
possible ^jj++++=possible
to ^to+jcmp+++=to
send ^vbi++++=send
by ^in++++=by
a ^at++++=a
messenger ^np+nom+++=messenger
that ^tht+rel+++=that
which ^whp+rel+obj++=which
the ^ati++++=the
poor ^jj+atrb+++=poor
king ^npt++++=king
so ^ql++++=so
much ^ap++++=much
required ^jj+++xvbn+=required;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
would ^md+prd+++=would
have ^vb+hv+aux++=have
lent ^vprf+++xvbnx+=lent
it ^pp3+it+++=it
in ^in++++=in
her ^pp$+pp3+++=her
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
" ^zz++++="God
god ^np++++=EXTRAWORD
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
very ^ql+amp+++=very
well ^rb++++=well
to ^to++++=to
fix ^vbi++++=fix
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Dauphine ^np+++??+=Dauphine,
, ^zz++++=EXTRAWORD
quietly ^rb++++=quietly;
; ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
our ^pp$+pp1+++=our
husbands ^nns++++=husbands
would ^md+prd+++=would
leave ^vb++++=leave
us ^pp1o+pp1+++=us
rather ^rb++++=rather
badly ^rb++++=badly
off ^rp+pl+++=off
during ^in++++=during
their ^pp$+pp3+++=their
absence ^nn+nom+++=absence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
much ^ap++++=much
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
and ^cc++++=and
so ^ql++++=so
much ^ap++++=much
thought ^vprf+++xvbn+=thought
upon ^in++++=upon
the ^ati++++=the
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
at ^rb++++=at
her ^pp3o+pp3+++=her
departure ^nn++++=departure
the ^ati++++=the
Queen ^nn++++=Queen
of ^in++++=of
all ^abn++++=all
Marguerites ^np+++??+=Marguerites
was ^vbd+bedz+aux++=was
charged ^vpsv++agls+xvbnx+=charged,
, ^zz++++=EXTRAWORD
by ^in++++=by
these ^dt+dem+++=these
good ^jj+atrb+++=good
Christians ^nn++++=Christians,
, ^zz++++=EXTRAWORD
to ^to++++=to
kiss ^vbi++++=kiss
the ^ati++++=the
captive ^nn++++=captive
heartily ^rb++++=heartily
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
ladies ^nns++++=ladies
of ^in++++=of
the ^ati++++=the
realm ^nn++++=realm;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
permissible ^jj++++=permissible
to ^to++++=to
prepare ^vbi++++=prepare
pleasure ^nn++++=pleasure
like ^in++++=like
mustard ^nn++++=mustard,
, ^zz++++=EXTRAWORD
the ^ati++++=the
queen ^nn++++=queen
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
laden ^vpsv++agls+xvbnx+=laden
with ^in++++=with
enough ^qlp++++=enough
to ^to++++=to
sell ^vbi++++=sell
to ^in++++=to
the ^ati++++=the
two ^cd++++=two
Castiles ^np+++??+=Castiles.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
Madame ^npt++++=Madame
Marguerite ^np+++??+=Marguerite
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
crossing ^vbg+++xvbg+=crossing
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
by ^in++++=by
relays ^nns++++=relays
of ^in++++=of
mule ^nn++++=mule,
, ^zz++++=EXTRAWORD
hurrying ^vbg+++xvbg+=hurrying
on ^in+cmpx+++=on
to ^in"++++=to
these ^dt+dem+++=these
consolations ^nns+nom+++=consolations
as ^in++++=as
to ^in++++=to
a ^at++++=a
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
the ^ati++++=the
king ^npt++++=king
found ^vbd+vprv++xvbn+=found
himself ^ppl+pp3+++=himself
harder ^jjr++++=harder
pressed ^vpsv++by+xvbn+=pressed
by ^in++++=by
unsatisfied ^jj+atrb++xvbn+=unsatisfied
desire ^nn++++=desire
than ^in++++=than
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
been ^vprf+ben+vrb+xvbnx+=been
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
would ^md+prd+++=would
be ^vb+be+vrb++=be
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
reverberation ^nn+nom+++=reverberation
of ^in++++=of
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
heart ^nn++++=heart
to ^in++++=to
the ^ati++++=the
Emperor ^nn++++=Emperor
Charles ^np++++=Charles,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
order ^vb++++=order
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
might ^md+pos+++=might
be ^vb+be+aux++=be
provided ^vpsv++agls+xvbnx+=provided
with ^in++++=with
a ^at++++=a
merciful ^jj++++=merciful
specific ^jj++++=specific,
, ^zz++++=EXTRAWORD
urging ^vbg+++xvbg+=urging
upon ^in++++=upon
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
an ^at++++=an
everlasting ^jj+atrb+++=everlasting
disgrace ^nn+++??+=disgrace
to ^to++++=to
one ^cd1++++=one
king ^nn++++=king
to ^to++++=to
let ^vbi++++=let
another ^dt++++=another
die ^vb++++=die
for ^in++++=for
lack ^nn++++=lack
of ^in++++=of
gallantry ^nn++++=gallantry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Castilian ^nn++++=Castilian
showed ^vbd+vprv++xvbn+=showed
himself ^ppl+pp3+++=himself
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
generous ^jj+atrb+++=generous
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Thinking ^vbg+vprv++xvbg+=Thinking
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
recuperate ^nn+nom+++=recuperate
himself ^ppl+pp3+++=himself
for ^in++++=for
the ^ati++++=the
favour ^nn++++=favour
granted ^vbd+vsua++xvbn+=granted
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
guest ^nn++++=guest's
's ^$++++=EXTRAWORD
ransom ^vb++++=ransom,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
hinted ^vbd+vpub++xvbnx+=hinted
quietly ^rb++++=quietly
to ^in++++=to
the ^ati++++=the
people ^nns++++=people
commissioned ^vwbn+++xvbn+=commissioned
to ^to++++=to
guard ^vbi++++=guard
the ^ati++++=the
prisoner ^nn+nom+++=prisoner,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
might ^md+pos+++=might
gratify ^vb++++=gratify
him ^pp3o+pp3+++=him
in ^in++++=in
this ^dt+dem+++=this
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
a ^at++++=a
certain ^jj+atrb+++=certain
Don ^nn++++=Don
Hiios ^np+++??+=Hiios
de ^&fw++++=de
Lara ^np+++??+=Lara
y ^zz++++=y
Lopez ^np+++??+=Lopez
Barra ^np+++??+=Barra
di ^&fw++++=di
Pinto ^np+++??+=Pinto,
, ^zz++++=EXTRAWORD
a ^at++++=a
poor ^jj+atrb+++=poor
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
pockets ^nns++++=pockets
were ^vbd+bed+vrb++=were
empty ^jj+pred+++=empty
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
his ^pp$+pp3+++=his
genealogy ^nn+++??+=genealogy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
thinking ^vwbg+++xvbg+=thinking
of ^in++++=of
seeking ^xvbg+++xvbg+=seeking
his ^pp$+pp3+++=his
fortune ^nn++++=fortune
at ^rb++++=at
the ^ati++++=the
Court ^nn++++=Court
of ^in++++=of
France ^np++++=France,
, ^zz++++=EXTRAWORD
fancied ^vb+++xvbn+=fancied
that ^tht+vcmp+++=that
by ^in++++=by
procuring ^xvbg+++xvbg+=procuring
his ^pp$+pp3+++=his
majesty ^nn++++=majesty
a ^at++++=a
soft ^jj+atrb+++=soft
cataplasm ^nn+++??+=cataplasm
of ^in++++=of
warm ^jj+atrb+++=warm
flesh ^nn++++=flesh,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
open ^vb++++=open
for ^in++++=for
himself ^ppl+pp3+++=himself
an ^at++++=an
honestly ^rb++++=honestly
fertile ^jj+atrb+++=fertile
door ^nn++++=door;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
know ^vb+vprv+++=know
the ^ati++++=the
character ^nn+nom+++=character
of ^in++++=of
the ^ati++++=the
good ^jj+atrb+++=good
king ^nn++++=king
and ^cc++++=and
his ^pp$+pp3+++=his
court ^nn++++=court,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
decide ^vb+vprv+++=decide
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
deceived ^vbd+++xvbnx+=deceived
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
above ^in+pl+++=above
mentioned ^vbd+vpub+tht0+xvbn+=mentioned
captain ^npt++++=captain
came ^vbd+++xvbn+=came
in ^in++++=in
his ^pp$+pp3+++=his
turn ^nn++++=turn
into ^in++++=into
the ^ati++++=the
chamber ^nn++++=chamber
of ^in++++=of
the ^ati++++=the
French ^jj+atrb+++=French
king ^npt++++=king,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
him ^pp3o+pp3+++=him
respectfully ^rb++++=respectfully
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
pleasure ^nn++++=pleasure
to ^to++++=to
permit ^vbi++++=permit
him ^pp3o+pp3+++=him
an ^at++++=an
interrogation ^nn+nom+++=interrogation
on ^in++++=on
a ^at++++=a
subject ^nn++++=subject
concerning ^in++++=concerning
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
curious ^jj++++=curious
as ^ql++++=as
about ^in++++=about
papal ^jj+atrb+++=papal
indulgences ^nns+nom+++=indulgences?
? ^zz++++=EXTRAWORD
To ^to++++=To
which ^whp+who+++=which
the ^ati++++=the
Prince ^nn++++=Prince,
, ^zz++++=EXTRAWORD
casting ^vbg+++xvbg+=casting
aside ^rb+phrv+++=aside
his ^pp$+pp3+++=his
hypochondriacal ^jj+atrb+++=hypochondriacal
demeanour ^nn++++=demeanour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twisting ^vbg+++xvbg+=twisting
round ^rb++++=round
on ^in++++=on
the ^ati++++=the
chair ^nn++++=chair
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
