All ^abn++++=All
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
pray ^vb+vsua+++=pray
that ^tht+vcmp+++=that
' ^zz++++='is
is ^vbz+bez+aux++=EXTRAWORD
eyes ^nns++++=eyes
might ^md+pos+++=might
be ^vb+be+aux++=be
opened ^vpsv++agls+xvbnx+=opened
and ^cc++++=and
that ^cs+sub+++=that
' ^zz++++='e
e ^zz++++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+aux++=be
led ^vpsv++agls+xvbnx+=led
to ^to++++=to
know ^vbi+vprv+++=know
the ^ati++++=the
truth ^nn++++=truth
like ^in++++=like
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
vanity ^nn++++=vanity
on ^in++++=on
my ^pp$+pp1+++=my
part ^nn++++=part,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
to ^to++++=to
see ^vbi+vprv+++=see
since ^cs+sub+++=since
that ^dt+dem+++=that
like ^in++++=like
as ^ql++++=as
not ^xnot++not++=not
' ^zz++++='e
e ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
nearer ^rbr++++=nearer
the ^ati++++=the
Lord ^npt++++=Lord
nor ^cc++neg++=nor
ever ^rb++++=ever
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
worked ^vbd+++xvbn+=worked
the ^ati++++=the
William ^np++++=William
and ^cc++++=and
Mary ^np++++=Mary,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
Tom ^np++++=Tom
and ^cc++++=and
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
think ^vb+vprv+++=think
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
be ^vb+be+vrb++=be
' ^zz++++='appier
appier ^jjr++++=EXTRAWORD
than ^cs+sub+++=than
we ^pp1a+pp1+++=we
was ^vbd+bedz+vrb++=was
them ^pp3o+pp3+++=them
first ^rb++++=first
two ^cd++++=two
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
was ^vbd+bedz+vrb++=was
as ^in++++=as
kind ^nn++++=kind
as ^in++++=as
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
said ^vbd+vpub++xvbn+=said
a ^at++++=a
hard ^jj+atrb+++=hard
word ^nn++++=word
to ^in++++=to
me ^pp1o+pp1+++=me
except ^in++++=except
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
liquor ^nn++++=liquor;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
to ^in++++=to
liftin ^nn+++??+=liftin'
' ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
' ^zz++++='and
and ^cc++++=EXTRAWORD
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
never ^rb++++=never
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
after ^cs+sub+++=after
two ^cd++++=two
years ^nns++++=years
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
a ^rb++++=a
little ^rb"++++=little
baby ^nn++++=baby
of ^in++++=of
our ^pp$+pp1+++=our
own ^ap++++=own,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
as ^ql++++=as
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
known ^vwbn+vprv++xvbn+=known
what ^wdt+who+whcl++=what
' ^zz++++='appiness
appiness ^nns+nom+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
pretty ^rb++++=pretty
little ^ap++++=little
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
with ^in++++=with
yellow ^jj+atrb+++=yellow
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
soft ^jj++++=soft
and ^cc+phrs+++=and
fluffy ^jj++++=fluffy
all ^abn++++=all
over ^in++++=over
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
a ^at++++=a
new ^jj++++=new-hatched
- ^zz++++=EXTRAWORD
hatched ^vbd+++xvbn+=EXTRAWORD
duck ^vb++++=duck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes
and ^cc++++=and
dear ^uh++++=dear
little ^ap++++=little
hands ^nns++++=hands
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
used ^md"++pmd"++=used
to ^to++++=to
kiss ^vb++++=kiss
a ^at++++=a
thousand ^cd++++=thousand
times ^nns++++=times
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
school ^nn++++=school
and ^cc++++=and
been ^vpsv++agls+xvbn+=been
in ^in++++=in
service ^nn++++=service
in ^in++++=in
a ^at++++=a
good ^jj+atrb+++=good
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
taught ^vbd+vsua++xvbnx+=taught
me ^pp1o+pp1+++=me
to ^to++++=to
read ^vbn+vprv++xvbn+=read
and ^cc+phrs+++=and
write ^vb++++=write
and ^cc++++=and
cipher ^jjr++++=cipher
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
days ^nns++++=days,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
kid ^nn++++=kid
along ^in++++=along
of ^in++++=of
' ^zz++++='er
er ^&fw++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
barge ^nn++++=barge.
. ^zz++++=EXTRAWORD
So ^ql++++=So
we ^pp1a+pp1+++=we
named ^vbd+++xvbn+=named
our ^pp$+pp1+++=our
little ^ap++++=little
kid ^nn++++=kid
Mary ^np++++=Mary
to ^to++++=to
be ^vbi++vrb++=be
like ^in++++=like
our ^pp$+pp1+++=our
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
big ^jj+pred+++=big
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
taught ^vbd+vsua++xvbnx+=taught
' ^zz++++='er
er ^&fw++++=EXTRAWORD
all ^abn++++=all
my ^pp$+pp1+++=my
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
about ^in++++=about
eight ^cd++++=eight
year ^nn++++=year
old ^jj++++=old
my ^pp$+pp1+++=my
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
great ^jj++++=great-uncle
- ^zz++++=EXTRAWORD
uncle ^nn++++=EXTRAWORD
James ^np++++=James,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
tinsmith ^nn+++??+=tinsmith
by ^in++++=by
trade ^nn++++=trade,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
us ^pp1o+pp1+++=us
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
money ^nn++++=money--over
-- ^--+clp+++=EXTRAWORD
over ^rp++++=EXTRAWORD
L ^zz++++=L
200 ^cd++++=200
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were.
. ^zz++++=EXTRAWORD
' ^zz++++='Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
penny ^nn++++=penny
of ^in++++=of
it ^pp3+it+++=it
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
spend ^vb++++=spend,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
my ^pp$+pp1+++=my
Tom ^np++++=Tom
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
' ^zz++++='we'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
send ^vb++++=send
our ^pp$+pp1+++=our
Mary ^np++++=Mary
to ^in++++=to
school ^nn++++=school
with ^in++++=with
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
happen ^vb+++??+=happen
she ^pp3a+pp3+++=she'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
lady ^npt++++=lady's-maid
's-maid ^nn+++??+=EXTRAWORD
and ^cc++++=and
get ^vb++++=get
on ^in++++=on
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^ql++++=So
we ^pp1a+pp1+++=we
put ^vbd+++xvbn+=put
her ^pp$+pp3+++=her
to ^in++++=to
boarding ^nn++++=boarding-school
- ^zz++++=EXTRAWORD
school ^nn++++=EXTRAWORD
in ^in++++=in
Maidstone ^np++++=Maidstone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
like ^in++++=like
tearing ^xvbg+++xvbg+=tearing
the ^ati++++=the
heart ^nn++++=heart
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
body ^nn++++=body.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
away ^in+pl+++=away
from ^in"++++=from
us ^pp1o+pp1+++=us
a ^at++++=a
fortnight ^nn++++=fortnight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
barge ^nn++++=barge
was ^vbd+bedz+vrb++=was
like ^in++++=like
hell ^nn++++=hell
without ^in++++=without
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
felt ^vbd+vprv+tht0+xvbnx+=felt
it ^pp3+it+++=it
too ^ql++++=too
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
a ^at++++=a
Christian ^jj+atrb+++=Christian
woman ^nn++++=woman;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
night ^nn++++=night
we ^pp1a+pp1+++=we'd
'd ^vbd+hvd+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
the ^ati++++=the
barge ^nn++++=barge
fast ^rb++++=fast
till ^cs+sub+++=till
morning ^nn++++=morning
in ^in++++=in
Stoneham ^np+++??+=Stoneham
Lock ^nn++++=Lock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
a ^at++++=a-settin'
- ^zz++++=EXTRAWORD
settin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
' ^zz++++='Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
fret ^vb++++=fret,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
woman ^nn++++=woman,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Tom ^np++++=Tom,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
tears ^nns++++=tears
standin ^nn+++??+=standin'
' ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
' ^zz++++='she's
she ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
better ^jjr++++=better
off ^rp+pl+++=off
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she'll
'll ^md+prd+++0=EXTRAWORD
thank ^vb++++=thank
us ^pp1o+pp1+++=us
for ^in++++=for
it ^pp3+it+++=it
some ^dti++++=some
day ^nn++++=day.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
' ^zz++++='appier
appier ^jjr++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
' ^zz++++='e,
e ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++='nor
nor ^cc++neg++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+vrb++=be
in ^in++++=in
this ^dt+dem+++=this
dirty ^jj+atrb+++=dirty
old ^jj+atrb+++=old
barge ^nn++++=barge
along ^in++++=along
of ^in++++=of
us ^pp1o+pp1+++=us.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
just ^rb+emph+++=just
as ^ql++++=as
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++=''Ark!
' ^zz++++=EXTRAWORD
ark ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
that ^dt+pdem+++=that?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
we ^pp1a+pp1+++=we
both ^abx++++=both
listened ^jj+++xvbn+=listened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
precious ^jj+atrb+++=precious
child ^nn++++=child
standing ^vwbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
bank ^nn++++=bank
callin ^nn+++??+=callin'
' ^zz++++=EXTRAWORD
' ^zz++++='Daddy,'
daddy ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
she ^pp3a+pp3+++0=she'd
'd ^vbd+hvd+aux++=EXTRAWORD
run ^vprf+++xvbnx+=run
all ^abn++++=all
the ^ati++++=the
way ^nn++++=way
from ^in++++=from
Maidstone ^np++++=Maidstone
in ^in++++=in
' ^zz++++='er
er ^&fw++++=EXTRAWORD
little ^ap++++=little
nightgown ^nn++++=nightgown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
waterproof ^nn++++=waterproof
over ^in++++=over
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
P ^zz++++=P'raps
'raps ^nns+++??+0=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we'd
'd ^vbd+hvd+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
sensible ^jj+atrb+++=sensible
parents ^nns++++=parents,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
should ^md+nec+++=should
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
smacked ^vbd+++xvbn+=smacked
' ^zz++++='er
er ^&fw++++=EXTRAWORD
and ^cc++++=and
put ^vb+++xvbn+=put
' ^zz++++='er
er ^&fw++++=EXTRAWORD
back ^jjb++++=back
next ^ap++++=next
day ^nn++++=day;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
we ^pp1a+pp1+++=we
hugged ^vbd+++xvbn+=hugged
' ^zz++++='er,
er ^&fw++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
hugged ^vbd+++xvbn+=hugged
each ^ppls++++=each
other ^ap++++=other
till ^cs+sub+++=till
we ^pp1a+pp1+++=we
was ^vbd+bedz+vrb++=was
all ^abn++++=all
out ^rp+pl+++=out
of ^in++++0=o'
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
set ^vbd+++xvbnx+=set
up ^rb+phrv+++=up
on ^in++++=on
' ^zz++++='er
er ^&fw++++=EXTRAWORD
daddy ^npt++++=daddy's
's ^$++++=EXTRAWORD
knee ^nn++++=knee,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
' ^zz++++='ad
ad ^&fw++++=EXTRAWORD
a ^at++++=a
bit ^nn++++=bit
of ^in++++0=o'
cold ^jj+atrb+++=cold
pork ^nn++++=pork
and ^cc++++=and
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
ale ^nn++++=ale
for ^in++++=for
' ^zz++++='er
er ^&fw++++=EXTRAWORD
supper ^nn++++=supper
along ^in++++=along
of ^in++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
more ^rbr++++=more
talk ^nn++++=talk
of ^in++++=of
sendin ^nn+++??+=sendin'
' ^zz++++=EXTRAWORD
' ^zz++++='er
er ^&fw++++=EXTRAWORD
back ^jjb++++=back
to ^in++++=to
school ^nn++++=school.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
put ^vpsv++by+xvbn+=put
by ^in++++=by
the ^ati++++=the
bit ^nn++++=bit
of ^in++++=of
money ^nn++++=money
to ^to++++=to
set ^vbi++++=set
' ^zz++++='er
er ^&fw++++=EXTRAWORD
up ^rp++++=up
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
should ^md+nec+++=should
marry ^vb++++=marry
or ^cc+phrs+++=or
want ^vb++++=want
to ^to+vcmp+++=to
go ^vbi++++=go
into ^in++++=into
business ^nns+nom+++=business
some ^dti++++=some
day ^nn++++=day.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
lived ^vbd+++xvbnx+=lived
with ^in+ppvb+++=with
us ^pp1o+pp1+++=us
on ^in++++=on
the ^ati++++=the
barge ^nn++++=barge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
ses ^vbz+++??+=ses
it ^pp3+it+++=it
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
sweeter ^jjr+atrb+++=sweeter
girl ^nn++++=girl
nor ^cc++neg++=nor
a ^at++++=a
better ^jjr+atrb+++=better
girl ^nn++++=girl
atwixt ^nn+++??+=atwixt
London ^np++++=London
and ^cc++++=and
Tonbridge ^np+++??+=Tonbridge.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
risin ^nn+++??+=risin'
' ^zz++++=EXTRAWORD
seventeen ^cd++++=seventeen,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
for ^in++++=for
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
to ^to++++=to
be ^vbi++vrb++=be
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
after ^in++++=after
' ^zz++++='er;
er ^&fw++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
come ^vb++++=come
after ^cs+sub+++=after
' ^zz++++='er
er ^&fw++++=EXTRAWORD
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
and ^cc++++=and
more ^rbr++++=more
than ^in++++=than
two ^cd++++=two,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
one ^cd1++++=one
as ^ql++++=as
she ^pp3a+pp3+++=she
ever ^rb++++=ever
give ^vb++++=give
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
kind ^nn++++=kind
look ^vb++++=look
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
Bill ^nn++++=Bill
Jarvis ^np++++=Jarvis,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blacksmith ^nn++++=blacksmith's
's ^$++++=EXTRAWORD
son ^nn++++=son
at ^in++++=at
Farleigh ^np+++??+=Farleigh.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
our ^pp$+pp1+++=our
barge ^nn++++=barge
was ^vbd+bedz+vrb++=was
lyin ^nn+++??+=lyin'
' ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
river ^nn++++=river
of ^in++++=of
a ^at++++=a
Sunday ^nr++++=Sunday,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
walk ^vb++++=walk
down ^rp++++=down
in ^in++++=in
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
best ^jjt+pred+++=best
in ^in++++=in
the ^ati++++=the
