From ^in++++=From
. ^zz++++=EXTRAWORD
The ^ati++++=The
sweetest ^jjt++++=sweetest,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
affectionate ^jj+atrb+++=affectionate
character ^nn+nom+++=character!
! ^zz++++=EXTRAWORD
Too ^ql++++=Too
good ^jj++++=good
for ^in++++=for
this ^dt+dem+++=this
world ^nn++++=world,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
takes ^vbz++++=takes
everything ^pn++++=everything
so ^rb++++=so
seriously ^rb++++=seriously.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
never ^rb++splt++=never
forget ^vb+vprv+tht0++=forget
his ^pp$+pp3+++=his
grief ^nn++++=grief
at ^in++++=at
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
death.--i ^nn+++??+=death.--I'm
'm ^vb+bem+aux++0=EXTRAWORD
telling ^nvbg+++xvbg+=telling
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Loring ^np++++=Loring
about ^in++++=about
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley,
, ^zz++++=EXTRAWORD
Ada ^np+++??+=Ada.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
addressed ^vbd+++xvbnx+=addressed
her ^pp$+pp3+++=her
married ^vbd+++xvbn+=married
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
a ^at++++=a
quiet ^jj+atrb+++=quiet
young ^jj+atrb+++=young
woman ^nn++++=woman
who ^whp+rel+subj++=who
reproduced ^xvbn+++xvbn+=reproduced
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Charman ^np++++=Charman's
's ^$++++=EXTRAWORD
good ^jj++++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
countenance ^nn+nom+++=countenance,
, ^zz++++=EXTRAWORD
with ^in++++=with
something ^pn++++=something
more ^rbr++++=more
of ^in++++=of
intelligence ^nn+nom+++=intelligence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
reflective ^jj+atrb+++=reflective
serenity ^nn+nom+++=serenity
of ^in++++=of
a ^at++++=a
higher ^jjr+atrb+++=higher
type ^nn++++=type.
. ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^jj++++=sorry
to ^to+jcmp+++=to
see ^vbi+vprv+tht0++=see
him ^pp3o+pp3+++=him
looking ^vbg+++xvbg+=looking
so ^ql++++=so
far ^rb+pl+++=far
from ^rb"++++=from
well ^rb+cnj+++=well,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Weare ^np++++=Weare,
, ^zz++++=EXTRAWORD
in ^in++++=in
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
never ^rb++++=never
had ^vb+hv+vrb++=had
any ^dti++++=any
colour ^nn++++=colour,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
life. ^nn+++??+=life...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
must ^md+nec+++=must
tell ^vb++++=tell
you ^pp2+pp2+++=you,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
resumed ^vbd+++xvbnx+=resumed
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Loring ^np++++=Loring.
. ^zz++++=EXTRAWORD
' ^zz++++='He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
bachelor ^nn++++=bachelor,
, ^zz++++=EXTRAWORD
in ^in++++=in
comfortable ^jj+atrb+++=comfortable
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and--would
-- ^--+clp+++=EXTRAWORD
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
it? ^nn+++??+=it?--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
lives ^nns++++=lives
quite ^rb++++=quite
alone ^rb++++=alone
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
distressing ^jj+atrb+++=distressing
parts ^nns++++=parts
of ^in++++=of
London ^np++++=London.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Ada ^np+++??+=Ada?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='A
a ^at++++=EXTRAWORD
poor ^jj+atrb+++=poor
street ^nn++++=street
in ^in++++=in
Islington ^np+++??+=Islington.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
lives ^nns++++=lives,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
in ^in++++=in
shocking ^xvbg+++xvbg+=shocking
lodgings ^nns++++=lodgings--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
unhealthy ^jj++++=unhealthy--just
-- ^--+clp+++=EXTRAWORD
just ^rb+emph+++=EXTRAWORD
to ^to++++=to
become ^vbi++++=become
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
poor ^jj+atrb+++=poor
people ^nns++++=people,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
helpful ^vb+pred+++=helpful
to ^to+vcmp+++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
heroic ^jj++++=heroic?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
have ^vbi++++=have
given ^vbd+++xvbn+=given
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
life ^nn++++=life
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
never ^rb++++=never
meets ^vbz++++=meets
him ^pp3o+pp3+++=him
anywhere ^rb++++=anywhere;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
ours ^pp$$++++=ours
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^rb+down+++=only
house ^npl++++=house
where ^wrb+who+++=where
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
A ^at++++=A
noble ^jj+atrb+++=noble
life ^nn++++=life!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
talks ^vbz++++=talks
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
you ^pp2+pp2+++=you
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
suspected ^vprf+++xvbnx+=suspected
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing
from ^in++++=from
his ^pp$+pp3+++=his
conversation ^nn+nom+++=conversation
at ^in++++=at
dinner ^nn++++=dinner?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Not
not ^xnot++not++=EXTRAWORD
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Loring ^np++++=Loring,
, ^zz++++=EXTRAWORD
astonished ^j+++xvbn+=astonished.
. ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
very ^ql+amp+++=very
gossipy ^nn+++??+=gossipy--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
gathered ^vbd+++xvbnx+=gathered
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
chief ^jjb+atrb+++=chief
interests ^nns++++=interests
were ^vbd+bed+vrb++=were
fretwork ^nn+++??+=fretwork
and ^cc++++=and
foreign ^jj+atrb+++=foreign
politics ^nn++++=politics.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Weare ^np++++=Weare
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
very ^ap+amp+++=very
man ^nn++++=man!
! ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl
he ^pp3a+pp3+++=he
used ^md"++pmd"++=used
to ^to++++=to
make ^vb++++=make
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
pretty ^jj+atrb+++=pretty
things ^nns++++=things
for ^in++++=for
me ^pp1o+pp1+++=me
with ^in++++=with
his ^pp$+pp3+++=his
fret ^vb++++=fret-saw;
- ^zz++++=EXTRAWORD
saw ^vbd+vprv++xvbn+=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
grew ^vbd+++xvbnx+=grew
old ^jj++++=old
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
instructed ^vbd+++xvbnx+=instructed
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
balance ^nn+nom+++=balance
of ^in++++=of
Power ^nn++++=Power.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
possible ^jj++++=possible,
, ^zz++++=EXTRAWORD
mamma ^npt++++=mamma,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
writes ^vbz+vprv+++=writes
leading ^jj+atrb++xvbg+=leading
articles ^nns++++=articles.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
should ^md+nec+++=should
never ^rb++splt++=never
hear ^vb+vprv+++=hear
of ^in++++=of
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
anything ^pn++++=anything
is ^vbz+bez+vrb++=is
possible ^jj+pred+++=possible
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
such ^abl++++=such
a ^at++++=a
change ^nn++++=change,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
after ^in++++=after
his ^pp$+pp3+++=his
country ^nn++++=country
life ^nn++++=life.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
beautiful ^jj++++=beautiful
little ^ap++++=little
house ^npl++++=house
near ^rb++++=near
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
in ^in++++=in
Berkshire ^np+++??+=Berkshire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
thinking ^vb+++xvbg+=thinking
that ^tht+vcmp+obj++=that
my ^pp$+pp1+++=my
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
death ^nn++++=death
caused ^vbd+++xvbn+=caused
him ^pp3o+pp3+++=him
to ^to++++=to
leave ^vbi++++=leave
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
attached ^jj+++xvbn+=attached
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Charman ^np++++=Charman!
! ^zz++++=EXTRAWORD
When ^wrb+who+++=When
my ^pp$+pp1+++=my
husband ^nn++++=husband
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
left ^vbd+++xvbn+=left
Berkshire ^np+++??+=Berkshire,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
altogether ^nn+nom+++=altogether
lost ^jj+atrb++xvbn+=lost
sight ^nn++++=sight
of ^in++++=of
him ^pp3o+pp3+++=him--oh,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
him ^pp3o+pp3+++=him
by ^in++++=by
chance ^nn++++=chance
in ^in++++=in
London ^np++++=London.
. ^zz++++=EXTRAWORD
Ada ^np+++??+=Ada
thinks ^vbz+vprv+++=thinks
there ^ex+pex+++=there
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
some ^dti++++=some
sentimental ^jj+atrb+++=sentimental
trouble ^nn++++=trouble.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Dear
dear ^jj+atrb+++=EXTRAWORD
mamma ^npt++++=mamma,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
interposed ^vbd+++xvbn+=interposed
the ^ati++++=the
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
' ^zz++++='it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
suggested ^vbd+vpub+tht0+xvbn+=suggested
that ^tht+vcmp+++=that.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
seeing ^vbg+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
gone ^vprf+++xvbnx+=gone
through ^in++++=through
something ^pn++++=something.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
only ^rb+down+++=only
pity ^nn++++=pity
for ^in++++=for
the ^ati++++=the
poor ^jj+atrb+++=poor
souls ^nns++++=souls
he ^pp3a+pp3+++=he
gives ^vbz++++=gives
his ^pp$+pp3+++=his
life ^nn++++=life
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
A ^at++++=A
wonderful ^jj+atrb+++=wonderful
man ^nn++++=man!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
When ^wrb+who+++=When
masculine ^jj+atrb+++=masculine
voices ^nns++++=voices
sounded ^vbd+++xvbn+=sounded
at ^rb++++=at
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
door ^nn++++=door,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Loring ^np++++=Loring
looked ^vbd+++xvbn+=looked
curiously ^rb++++=curiously
for ^in++++=for
the ^ati++++=the
eccentric ^jj+atrb+++=eccentric
gentleman ^nn+nom+++=gentleman.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
entered ^vbd+++xvbnx+=entered
last ^rb++++=last
of ^in++++=of
all ^abn++++=all.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
of ^in++++=of
more ^ql++++=more
than ^cs+sub+++=than
middle ^jjb+atrb+++=middle
height ^nn++++=height,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
much ^ap++++=much
bowed ^jj+++xvbn+=bowed
in ^in++++=in
the ^ati++++=the
shoulders ^nns+nom+++=shoulders;
; ^zz++++=EXTRAWORD
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
ungraceful ^jj++++=ungraceful,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
irresolute ^jj+atrb+++=irresolute
step ^nn++++=step
and ^cc++++=and
a ^at++++=a
shy ^jj+atrb+++=shy
demeanour ^nn++++=demeanour;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
pale ^jj++++=pale-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
soft ^jj++++=soft
in ^in++++=in
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
timidly ^jj++++=timidly
this ^dt+dem+++=this
way ^nn++++=way
and ^cc++++=and
that ^cs+sub+++=that
from ^in++++=from
beneath ^in+pl+++=beneath
brows ^nns++++=brows
nervously ^rb++++=nervously
bent ^jj+++xvbn+=bent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
self ^nn++++=self-obliterating
- ^zz++++=EXTRAWORD
obliterating ^vbg+++xvbg+=EXTRAWORD
smile ^nn++++=smile
wavered ^vbd+++xvbn+=wavered
upon ^in++++=upon
his ^pp$+pp3+++=his
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
thin ^vbi++++=thin
and ^cc++++=and
to ^to++++=to
turn ^vbi++++=turn
grey ^jj++++=grey,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
heavy ^jj+atrb+++=heavy
moustache ^nn++++=moustache,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
better ^jjr++++=better
have ^vb+hv+aux++=have
sorted ^vprf+++xvbnx+=sorted
with ^in++++=with
sterner ^jjr+atrb+++=sterner
lineaments ^nns+nom+++=lineaments.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
sidled ^vbd+++xvbn+=sidled--into
-- ^--+clp+++=EXTRAWORD
into ^in++++=EXTRAWORD
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hands ^nns++++=hands
kept ^vbd+++xvbn+=kept
shutting ^vbg+++xvbg+=shutting
and ^cc+phrs+++=and
opening ^vbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
with ^in++++=with
rather ^rb++++=rather
ludicrous ^jj+atrb+++=ludicrous
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
which ^wdt+who+whq++=which
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
exactly ^rb++++=exactly
shabbiness ^nns+nom+++=shabbiness,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
lack ^nn++++=lack
of ^in++++=of
lustre ^nn++++=lustre,
, ^zz++++=EXTRAWORD
of ^in++++=of
finish ^nn++++=finish,
, ^zz++++=EXTRAWORD
singled ^vprf+++xvbn+=singled
him ^pp3o+pp3+++=him
among ^in++++=among
the ^ati++++=the
group ^nn++++=group
of ^in++++=of
men ^nns++++=men;
; ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
closer ^rbr++++=closer,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
suit ^nn++++=suit
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
a ^at++++=a
fashion ^nn++++=fashion
some ^dti++++=some
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
linen ^nn++++=linen
was ^vbd+bedz+vrb++=was
irreproachable ^jj+pred+++=irreproachable,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
no ^at++++=no
sort ^nn++++=sort
of ^in++++=of
jewellery ^nn+nom+++=jewellery,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
little ^ap++++=little
black ^jj+atrb+++=black
stud ^nn++++=stud
showing ^vwbg+vprv++xvbg+=showing
on ^in++++=on
his ^pp$+pp3+++=his
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
cuffs ^nns++++=cuffs,
, ^zz++++=EXTRAWORD
solitaires ^nns+++??+=solitaires
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
simple ^jj+atrb+++=simple
description ^nn+nom+++=description.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drifted ^vbd+++xvbnx+=drifted
into ^in++++=into
a ^at++++=a
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
would ^md+prd+++=would
have ^vb+hv+aux++=have
sat ^vprf+++xvbnx+=sat
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
seemingly ^rb++++=seemingly
at ^in++++=at
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
not ^xnot++not++=not
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Weare ^np++++=Weare
presently ^rb+tm+++=presently
moved ^vbd+++xvbn+=moved
to ^in++++=to
a ^at++++=a
seat ^nn++++=seat
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
staying ^vbg+++xvbgx+=staying
in ^in++++=in
town ^nn++++=town
through ^in++++=through
August ^nr++++=August,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Tymperley ^np++++=Tymperley?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='No!--Oh
no! ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
