From ^in++++=From
foreman ^nn++++=foreman's
's ^$++++=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
went ^vbd+++xvbn+=went
on ^in++++=on
cutting ^xvbg+++xvbg+=cutting
as ^ql++++=as
coolly ^rb++++=coolly
as ^in++++=as
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen
gentlemen ^nns++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
jury" ^nn+++??+=jury"--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
judge ^nn++++=judge's
's ^$++++=EXTRAWORD
voice ^nn++++=voice--"are
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
are ^vb+ber+aux++=EXTRAWORD
you ^pp2+pp2+++=you
agreed ^vbd+vpub++xvbn+=agreed
upon ^in++++=upon
your ^pp$+pp2+++=your
verdict ^nn++++=verdict?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
the ^ati++++=the
prisoner ^nn+nom+++=prisoner
guilty ^jj++++=guilty
or ^cc++++=or
not ^xnot++not++=not
guilty ^jj++++=guilty?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
guilty ^jj++++=guilty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
full ^jj++++=full
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
leant ^vbd+++xvbnx+=leant
back ^jjb++++=back
clutching ^jj+++xvbg+=clutching
the ^ati++++=the
rail ^nn++++=rail
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
anything ^rb++++=anything
but ^rb"++++=but
the ^ati++++=the
bleared ^jj+atrb++xvbn+=bleared
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
candles ^nns++++=candles,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
heard ^vbd+vprv++xvbn+=heard
anything ^rb++++=anything
but ^rb"++++=but
a ^at++++=a
hoarse ^jj+atrb+++=hoarse
murmur ^nn++++=murmur
from ^in++++=from
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^in++++=as
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
court ^npl++++=court
ceased ^vbd+++xvbn+=ceased
to ^in++++=to
heave ^nn++++=heave,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
stare ^vb++++=stare
about ^rb++++=about
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
towards ^in++++=towards
my ^pp$+pp1+++=my
counsel ^nn++++=counsel
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
still ^rb++splt++=still
shaping ^vbg+++xvbgx+=shaping
his ^pp$+pp3+++=his
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
no ^at++++=no
motion ^nn++++=motion
to ^to++++=to
come ^vbi++++=come
forward ^jj++++=forward
and ^cc++++=and
shake ^nn++++=shake
hands ^nns++++=hands
over ^in++++=over
my ^pp$+pp1+++=my
acquittal ^nn+nom+++=acquittal,
, ^zz++++=EXTRAWORD
for ^in++++=for
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
untiringly ^jj++++=untiringly
all ^abn++++=all
day ^nn++++=day.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
even ^rb++++=even
offer ^vb++++=offer
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
just ^rb+emph+++=just
looked ^vbd+++xvbn+=looked
up ^rp++++=up,
, ^zz++++=EXTRAWORD
nodded ^j+++xvbn+=nodded
carelessly ^rb+cnj+++=carelessly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
to ^in++++=to
his ^pp$+pp3+++=his
junior ^nn++++=junior
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^cs+sub+++=in
that ^cs"++++=that
glance ^nn++++=glance
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
something ^pn++++=something
which ^whp+who+++=which
turned ^vbd+++xvbn+=turned
my ^pp$+pp1+++=my
heart ^nn++++=heart
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
sick ^jj++++=sick,
, ^zz++++=EXTRAWORD
within ^in++++=within
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
that ^dt+dem+++=that
moment ^nn++++=moment
my ^pp$+pp1+++=my
hatred ^nn++++=hatred
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+vrb++=was
as ^ql++++=as
deep ^jj++++=deep
as ^ql++++=as
hell ^nn++++=hell.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
In ^in++++=In
the ^ati++++=the
fog ^nn++++=fog
outside ^jjb++++=outside
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
clear ^jj++++=clear
of ^in++++=of
the ^ati++++=the
gaping ^jj+atrb+++=gaping
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
chill ^nn++++=chill
of ^in++++=of
the ^ati++++=the
night ^nn++++=night
after ^cs+sub+++=after
that ^dt+pdem+++=that
heated ^vbd+++xvbn+=heated
court ^npl++++=court
pierced ^vbd+++xvbn+=pierced
my ^pp$+pp1+++=my
very ^ql+amp+++=very
bones ^nns++++=bones.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
on ^in++++=on
the ^ati++++=the
clothes ^nns++++=clothes
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
taken ^vpsv++agls+xvbnx+=taken
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
June ^nr++++=June
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late
in ^in++++=in
October ^nr++++=October.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
on ^rp++++=on
the ^ati++++=the
day ^nn++++=day
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
caught ^vbd+++xvbnx+=caught
me ^pp1o+pp1+++=me
I ^pp1a+pp1+++=I
wore ^vbd+++xvbnx+=wore
my ^pp$+pp1+++=my
coat ^nn++++=coat
open ^nn++++=open
for ^in++++=for
coolness ^nns+nom+++=coolness.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
months ^nns++++=months
and ^cc++++=and
a ^at++++=a
half ^abn++++=half
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
money ^nn++++=money
enough ^dt++++=enough
in ^in++++=in
my ^pp$+pp1+++=my
pocket ^nn++++=pocket
to ^to++++=to
get ^vbi++++=get
a ^at++++=a
greatcoat ^nn+++??+=greatcoat;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
must ^md+nec+++=must
put ^vb+++xvbn+=put
something ^pn++++=something
warm ^jj++++=warm
inside ^rp+pl+++=inside
me ^pp1o+pp1+++=me
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
to ^to++++=to
get ^vbi++++=get
out ^rb+phrv+++=out
the ^ati++++=the
chill ^vb++++=chill
that ^dt+dem+++=that
cursed ^jj+atrb++xvbn+=cursed
lawyer ^nn++++=lawyer
had ^vbd+hvd+aux++=had
laid ^vprf+++xvbnx+=laid
on ^rb+phrv+++=on
my ^pp$+pp1+++=my
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
purposely ^rb++splt++=purposely
chosen ^vprf+++xvbnx+=chosen
the ^ati++++=the
by ^in++++=by-lanes
- ^zz++++=EXTRAWORD
lanes ^nns++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
a ^at++++=a
certain ^jj+atrb+++=certain
tavern ^nn++++=tavern--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
" ^zz++++="Lamb
lamb ^np++++=EXTRAWORD
and ^cc++++=and
Flag" ^np+++??+=Flag"--which
-- ^--+clp+++=EXTRAWORD
which ^whp+who+++=EXTRAWORD
lay ^jjb+++xvbn+=lay
down ^in++++=down
a ^at++++=a
side ^nn++++=side
alley ^nn++++=alley.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
the ^ati++++=the
light ^nn++++=light
from ^in++++=from
its ^pp$+it+++=its
windows ^nns++++=windows
struck ^vbd+++xvbn+=struck
across ^in+pl+++=across
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
ahead ^rb+pl+++=ahead.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pushed ^vbd+++xvbnx+=pushed
open ^jj++++=open
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
small ^jj+atrb+++=small
bar ^nn++++=bar
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
people ^nns++++=people
newly ^rb++++=newly
come ^vb++++=come
from ^in+ppvb+++=from
the ^ati++++=the
court ^nn++++=court,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
discussing ^vbg+++xvbg+=discussing
the ^ati++++=the
trial ^nn++++=trial
in ^in++++=in
all ^abn++++=all
its ^pp$+it+++=its
bearings ^nns++++=bearings.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
babel ^nn++++=babel
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
dozen ^cd++++=dozen
different ^jj+atrb+++=different
opinions ^nns++++=opinions
given ^vwbn+++xvbn+=given
in ^in++++=in
as ^in++++=as
many ^ap++++=many
seconds ^nns++++=seconds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
learnt ^vbd+vprv++xvbn+=learnt
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
content ^nn++++=content
with ^in++++=with
the ^ati++++=the
jury ^nn++++=jury
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
warmth ^nn++++=warmth
of ^in++++=of
the ^ati++++=the
place ^nn++++=place
was ^vbd+bedz+vrb++=was
pleasant ^jj+pred+++=pleasant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
elbowed ^vbd+++xvbnx+=elbowed
my ^pp$+pp1+++=my
way ^nn++++=way
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
the ^ati++++=the
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman
standing ^vwbg+++xvbg+=standing
by ^in++++=by
the ^ati++++=the
door ^nn++++=door
as ^ql++++=as
I ^pp1a+pp1+++=I
entered ^vbd+++xvbnx+=entered,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
looked ^vbd+++xvbn+=looked
curiously ^rb++++=curiously
at ^in++++=at
me ^pp1o+pp1+++=me
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
turned ^vbd+++xvbn+=turned
to ^to++++=to
nudge ^vbi++++=nudge
a ^at++++=a
man ^nn++++=man
at ^rb++++=at
her ^pp3o+pp3+++=her
side ^nn++++=side,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whisper ^nn++++=whisper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whisper ^nn++++=whisper
grew ^vbd+++xvbn+=grew
as ^ql++++=as
I ^pp1a+pp1+++=I
pressed ^vbd+++xvbnx+=pressed
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
could ^md+pos+++=could
reach ^vb++++=reach
the ^ati++++=the
counter ^nn++++=counter
a ^at++++=a
hand ^nn++++=hand
was ^vbd+bedz+aux++=was
laid ^vpsv++agls+xvbnx+=laid
on ^rb+phrv+++=on
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
from ^in++++=from
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
heavy ^jj++++=heavy-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
drover ^jjr++++=drover
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
touched ^vprf+++xvbnx+=touched
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
the ^ati++++=the
chap ^nn++++=chap
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
tried ^vpsv++agls+xvbnx+=tried
today ^nr+tm+++=to-day
for ^in++++=for
murder ^nn++++=murder
of ^in++++=of
Jeweller ^np+nom++??+=Jeweller
Todd ^np++++=Todd?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
crowd ^nn++++=crowd
falling ^vwbg+++xvbg+=falling
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
leper ^nn++++=leper,
, ^zz++++=EXTRAWORD
at ^in++++=at
his ^pp$+pp3+++=his
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Well?
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++='Taint
taint ^nn++++=EXTRAWORD
well ^rb++++=well
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
reckon ^vb+vprv+++=reckon,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
making ^vbg+++xvbgx+=making
so ^ql+emph+++=so
free ^jj++++=free
with ^in++++=with
respectable ^jj++++=respectable
folk ^jjb++++=folk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
murmur ^nn++++=murmur
of ^in++++=of
assent ^nn++++=assent
from ^in++++=from
the ^ati++++=the
mouths ^nns++++=mouths
turned ^vbd+++xvbn+=turned
towards ^in++++=towards
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landlord ^nn++++=landlord
came ^vbd+++xvbn+=came
forward ^rb++++=forward
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
acquitted ^vpsv++agls+xvbnx+=acquitted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
urged ^vbd+vsua++xvbnx+=urged
defiantly ^rb++++=defiantly.
. ^zz++++=EXTRAWORD
" ^zz++++="Ac-quitted!"
ac ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
quitted ^vprf+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
with ^in++++=with
big ^jj+atrb+++=big
scorn ^nn++++=scorn
in ^in++++=in
the ^ati++++=the
syllables ^nns++++=syllables.
. ^zz++++=EXTRAWORD
" ^zz++++="Hear
hear ^vb+vprv+++=EXTRAWORD
im ^&fw++++=im
now-- ^nn+++??+=now--'ac-quitted!'
'ac-quitted!' ^nn+++??+=EXTRAWORD
Landlord ^nn++++=Landlord,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
this ^dt+dem+++=this
a ^at++++=a
respectable ^jj+atrb+++=respectable
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
landlord ^nn++++=landlord
gave ^vbd+++xvbn+=gave
his ^pp$+pp3+++=his
verdict ^nn++++=verdict.
. ^zz++++=EXTRAWORD
" ^zz++++="H'out
h ^zz++++=EXTRAWORD
'out ^nn+++??+=EXTRAWORD
yer ^pp$++++=yer
goes ^vbz++++=goes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
damn ^vb++++=damn
yer ^pp$++++=yer
impudence ^nn+nom+++=impudence!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
round ^rb+cnj+++=round,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
their ^pp$+pp3+++=their
faces ^nns++++=faces
were ^vbd+bed+vrb++=were
all ^abn++++=all
dead ^jj++++=dead
against ^in++++=against
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="H'out
h ^zz++++=EXTRAWORD
'out ^nn+++??+=EXTRAWORD
yer ^pp$++++=yer
goes ^vbz++++=goes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
the ^ati++++=the
landlord ^nn++++=landlord.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
think ^vb+vprv+++=think
yerself ^nn+++??+=yerself
lucky ^jj++++=lucky
it ^pp3+it+++=it
aint ^vbd+++xvbn+=aint
worse ^jjr++++=worse,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
added ^vbd+vpub++xvbn+=added
the ^ati++++=the
drover ^nn++++=drover.
. ^zz++++=EXTRAWORD
With ^in++++=With
