When ^wrb+who+++=WHEN
says ^vbz+vpub+++=says
that ^tht+vcmp+++=that
Urda ^np+++??+=Urda
is ^vbz+bez+vrb++=is
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
and ^cc++++=and
a ^at++++=a
hundred ^cd++++=hundred,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
others ^aps++++=others
who ^whp+rel+subj++=who
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
older ^jjr+pred+++=older
still ^rb++++=still.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
watches ^vbz++++=watches
all ^abn++++=all
that ^dt+dem+++=that
the ^ati++++=the
Iceland ^np++++=Iceland
people ^nns++++=people
do ^vb+do+vrb++=do
in ^in++++=in
the ^ati++++=the
new ^jj+atrb+++=new
land ^nn++++=land;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knows ^vbz+vprv+++=knows
about ^in++++=about
the ^ati++++=the
building ^jj+++xvbg+=building
of ^in++++=of
the ^ati++++=the
five ^cd++++=five
villages ^nns+nom+++=villages
on ^in++++=on
the ^ati++++=the
North ^np+pl+++=North
Dakota ^np+++??+=Dakota
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
founding ^nn++++=founding
of ^in++++=of
the ^ati++++=the
churches ^nns++++=churches
and ^cc++++=and
the ^ati++++=the
schools ^nns++++=schools,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tilling ^nn+nom+++=tilling
of ^in++++=of
the ^ati++++=the
wheat ^nn++++=wheat
farms ^nns++++=farms.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
notes ^nns++++=notes
with ^in++++=with
suspicion ^nn++++=suspicion
the ^ati++++=the
actions ^nns+nom+++=actions
of ^in++++=of
the ^ati++++=the
women ^nns++++=women
who ^whp+rel+subj++=who
bring ^vb++++=bring
home ^nr++++=home
webs ^nns++++=webs
of ^in++++=of
cloth ^nn++++=cloth
from ^in++++=from
the ^ati++++=the
store ^nn++++=store,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
spinning ^xvbg+++xvbg+=spinning
them ^pp3o+pp3+++=them
as ^ql++++=as
their ^pp$+pp3+++=their
mothers ^nns+nom+++=mothers
did ^vbd+dod+vrb++=did
before ^in++++=before
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
shakes ^vbz++++=shakes
her ^pp$+pp3+++=her
head ^jjb++++=head
at ^in++++=at
the ^ati++++=the
wives ^nns++++=wives
who ^whp+rel+subj++=who
run ^vb+++xvbn+=run
to ^in+ppvb+++=to
the ^ati++++=the
village ^nn+nom+++=village
grocery ^nn+nom+++=grocery
store ^nn++++=store
every ^at++++=every
fortnight ^nn++++=fortnight,
, ^zz++++=EXTRAWORD
imitating ^vbg+++xvbg+=imitating
the ^ati++++=the
wasteful ^jj+atrb+++=wasteful
American ^jj+atrb+++=American
women ^nns++++=women,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
throw ^vb++++=throw
butter ^nn++++=butter
in ^in++++=in
the ^ati++++=the
fire ^nn++++=fire
faster ^rbr++++=faster
than ^in++++=than
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
turned ^vpsv++agls+xvbnx+=turned
from ^in++++=from
the ^ati++++=the
churn ^nn++++=churn.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
watches ^vbz++++=watches
yet ^rb++++=yet
other ^ap++++=other
things ^nns++++=things.
. ^zz++++=EXTRAWORD
All ^abn++++=All
winter ^nn++++=winter
long ^rb++++=long
the ^ati++++=the
white ^jj+atrb+++=white
snows ^nps++++=snows
reach ^vb++++=reach
across ^in+pl+++=across
the ^ati++++=the
gently ^rb++++=gently
rolling ^vbg+nom++xvbg+=rolling
plains ^npls++++=plains
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
eye ^nn++++=eye
can ^md+pos+++=can
behold ^vb++++=behold.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
morning ^nn++++=morning
she ^pp3a+pp3+++=she
sees ^vbz+vprv+++=sees
them ^pp3o+pp3+++=them
tinted ^jj++++=tinted
pink ^jj++++=pink
at ^rb++++=at
the ^ati++++=the
east ^np+pl+++=east;
; ^zz++++=EXTRAWORD
at ^in++++=at
noon ^nn++++=noon
she ^pp3a+pp3+++=she
notes ^nns++++=notes
golden ^jj+atrb+++=golden
lights ^nns++++=lights
flashing ^vwbg+++xvbg+=flashing
across ^rp+pl+++=across
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
sky ^nn++++=sky
is ^vbz+bez+vrb++=is
gray ^np++++=gray
- ^zz++++=-which
which ^whp+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
often ^rb++++=often
- ^zz++++=-she
she ^pp3a+pp3+++=EXTRAWORD
notes ^vb++++=notes
that ^tht+vcmp+obj++=that
they ^pp3a+pp3+++=they
grow ^vb++++=grow
as ^in++++=as
ashen ^nn++++=ashen
as ^in++++=as
a ^at++++=a
face ^nn++++=face
with ^in++++=with
the ^ati++++=the
death ^nn++++=death
shadow ^nn++++=shadow
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
they ^pp3a+pp3+++=they
glitter ^nn++++=glitter
with ^in++++=with
silver ^nn++++=silver-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
tips ^nns++++=tips
of ^in++++=of
ocean ^nn++++=ocean
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^in++++=at
these ^dt+dem+++=these
things ^nns++++=things
she ^pp3a+pp3+++=she
looks ^nns++++=looks
only ^rb+down+++=only
casually ^rb++++=casually.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
when ^wrb+who+++=when
the ^ati++++=the
blue ^jj+atrb+++=blue
shadows ^nps++++=shadows
dance ^nn++++=dance
on ^in++++=on
the ^ati++++=the
snow ^nn++++=snow
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
leaves ^nns++++=leaves
her ^pp3o+pp3+++=her
corner ^npl++++=corner
behind ^in+pl+++=behind
the ^ati++++=the
iron ^nn++++=iron
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stands ^vbz++++=stands
before ^in++++=before
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
resting ^nvbg+++xvbg+=resting
her ^pp3o+pp3+++=her
two ^cd++++=two
hands ^nns++++=hands
on ^in++++=on
the ^ati++++=the
stout ^jj+atrb+++=stout
bar ^nn++++=bar
of ^in++++=of
her ^pp$+pp3+++=her
cane ^nn++++=cane,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gazing ^vbg+++xvbg+=gazing
out ^rp+pl+++=out
across ^in+pl+++=across
the ^ati++++=the
waste ^nn++++=waste
with ^in++++=with
eyes ^nns++++=eyes
which ^whp+rel+obj++=which
age ^nn++++=age
has ^vbz+hvz+aux++=has
restored ^vprf+++xvbnx+=restored
after ^in++++=after
four ^cd++++=four
decades ^nns++++=decades
of ^in++++=of
decrepitude ^nn++++=decrepitude.
. ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
Icelandmen ^np+++??+=Icelandmen
say ^vb+vpub+++=say:
: ^zz++++=EXTRAWORD
" ^zz++++="Mother,
mother ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
the ^ati++++=the
clouds ^nns++++=clouds
hurrying ^vwbg+++xvbg+=hurrying
across ^in+pl+++=across
the ^ati++++=the
sky ^nn++++=sky
that ^tht+rel+subj++=that
make ^vb++++=make
the ^ati++++=the
dance ^nn++++=dance
of ^in++++=of
the ^ati++++=the
shadows ^nps++++=shadows."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
no ^at++++=no
clouds ^nns++++=clouds,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replies ^vbz+vpub+++=replies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
points ^nns++++=points
to ^in++++=to
the ^ati++++=the
jewel ^nn++++=jewel-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
blue ^nn++++=blue
of ^in++++=of
the ^ati++++=the
arching ^jj+atrb+++=arching
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
drifting ^jj+atrb++xvbg+=drifting
air ^nn++++=air,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explains ^vbz+vpub+++=explains
Fridrik ^np+++??+=Fridrik
Halldersson ^np+++??+=Halldersson,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
who ^whp+who+whq++=who
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
the ^ati++++=the
Northern ^jj+atrb+++=Northern
seas ^nns++++=seas.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^in++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
buffets ^nns+++??+=buffets
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
looks ^nns++++=looks
blue ^jj++++=blue
against ^in++++=against
the ^ati++++=the
white ^nn++++=white
of ^in++++=of
the ^ati++++=the
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Tis
is ^vbz+bez+vrb++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
that ^tht+rel+subj++=that
makes ^vbz++++=makes
the ^ati++++=the
dancing ^jj+++xvbg+=dancing
shadows ^nps++++=shadows."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Urda ^np+++??+=Urda
shakes ^vbz++++=shakes
her ^pp$+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
points ^nns++++=points
with ^in++++=with
her ^pp$+pp3+++=her
dried ^vbd+++xvbn+=dried
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
stand ^vb++++=stand
beside ^in+pl+++=beside
her ^pp3o+pp3+++=her
see ^vb+vprv+++=see
figures ^nns++++=figures
moving ^vwbg+++xvbg+=moving,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
airy ^jj+atrb+++=airy
shapes ^nns++++=shapes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contortions ^nns+nom+++=contortions
of ^in++++=of
strange ^jj+atrb+++=strange
things ^nns++++=things,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
are ^vb+ber+aux++=are
seen ^vpsv++agls+xvbnx+=seen
in ^in++++=in
a ^at++++=a
beryl ^np++++=beryl
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
Urda ^np+++??+=Urda
Bjarnason ^np+++??+=Bjarnason,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Ingeborg ^np+++??+=Ingeborg
Christianson ^np+++??+=Christianson,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pert ^jj+atrb+++=pert
young ^jj+atrb+++=young
wife ^nn++++=wife
with ^in++++=with
the ^ati++++=the
blueeyed ^jj+atrb++xvbn+=blueeyed
twins ^nns++++=twins,
, ^zz++++=EXTRAWORD
" ^zz++++="why
why ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
we ^pp1a+pp1+++=we
see ^vb+vprv+++=see
these ^dt+dem+++=these
things ^nns++++=things
only ^rb+down+++=only
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
stand ^vb++++=stand
beside ^in+pl+++=beside
you ^pp2+pp2+++=you
and ^cc++++=and
you ^pp2+pp2+++=you
help ^nn++++=help
us ^pp1o+pp1+++=us
to ^in++++=to
the ^ati++++=the
sight ^nn++++=sight?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because,"
because ^cs+cos+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
the ^ati++++=the
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
steelblue ^nn+++??+=steelblue
flash ^nn++++=flash
of ^in++++=of
her ^pp$+pp3+++=her
old ^jj+atrb+++=old
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
" ^zz++++="having
having ^vbg+hvg++xvbg+=EXTRAWORD
eyes ^nns++++=eyes
ye ^pp2+pp2+++=ye
will ^md+prd+++=will
not ^xnot++not++=not
see ^vb+vprv+++=see!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
men ^nns++++=men
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
like ^vb++++=like
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
Ingeborg ^np+++??+=Ingeborg
worsted ^vbd+++xvbn+=worsted.
. ^zz++++=EXTRAWORD
For ^in++++=For
did ^vbd+dod+vrb++=did
she ^pp3a+pp3+++=she
not ^xnot++not++=not
jilt ^jj+++xvbn+=jilt
two ^cd++++=two
men ^nns++++=men
from ^in++++=from
Gardar ^np+++??+=Gardar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
from ^in++++=from
Mountain ^nn++++=Mountain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another
from ^in++++=from
Winnipeg ^np+++??+=Winnipeg?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
even ^rb++++=even
Ingeborg ^vb+++??+=Ingeborg
can ^md+pos+++=can
deny ^vb+vpub+++=deny
that ^tht+vcmp+++=that
Mother ^nn++++=Mother
Urda ^np+++??+=Urda
tells ^vbz++++=tells
true ^jj+atrb+++=true
things ^nns++++=things.
. ^zz++++=EXTRAWORD
" ^zz++++="To-day,"
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Urda ^np+++??+=Urda,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
by ^in++++=by
the ^ati++++=the
little ^jj+atrb+++=little
window ^nn++++=window
and ^cc++++=and
watching ^vbg+++xvbg+=watching
the ^ati++++=the
dance ^nn++++=dance
of ^in++++=of
the ^ati++++=the
shadows ^nps++++=shadows,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
child ^nn++++=child
breathed ^vbd+++xvbn+=breathed
thrice ^rb++++=thrice
on ^in++++=on
a ^at++++=a
farm ^nn++++=farm
at ^rb++++=at
the ^ati++++=the
West ^np+pl+++=West,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
died ^vbd+++xvbn+=died."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
week ^nn++++=week
at ^in++++=at
the ^ati++++=the
church ^npl++++=church
gathering ^vwbg+++xvbg+=gathering,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
all ^rb++++=all
the ^ati++++=the
sledges ^nn++++=sledges
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Urda ^np++++=Urda's
's ^$++++=EXTRAWORD
granddaughter ^nn+nom+++=granddaughter,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql++++=so
- ^zz++++=-that
that ^dt+dem+++=EXTRAWORD
John ^np++++=John
Christianson ^np++++=Christianson's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
Margaret ^np++++=Margaret
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
her ^pp$+pp3+++=her
son ^nn++++=son,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
he ^pp3a+pp3+++=he
breathed ^vbd+++xvbnx+=breathed
thrice ^rb++++=thrice
in ^in++++=in
his ^pp$+pp3+++=his
nurse ^nn++++=nurse's
's ^$++++=EXTRAWORD
arms ^nns++++=arms
and ^cc++++=and
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
sledges ^vbz+++??+=sledges
run ^vbd+++xvbn+=run
over ^rb+phrv+++=over
the ^ati++++=the
snow ^nn++++=snow
toward ^in++++=toward
Milton ^np++++=Milton,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Urda ^np+++??+=Urda;
; ^zz++++=EXTRAWORD
" ^zz++++="all
all ^abn++++=EXTRAWORD
are ^vb+ber+aux++=are
laden ^vpsv++agls+xvbnx+=laden
with ^in++++=with
wheat ^nn++++=wheat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
one ^cd1++++=one
is ^vbz+bez+vrb++=is
a ^at++++=a
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+vrb++=has
with ^in++++=with
him ^pp3o+pp3+++=him
a ^at++++=a
strange ^jj+atrb+++=strange
engine ^nn++++=engine,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
its ^pp$+it+++=its
purpose ^nn++++=purpose
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Six ^cd++++=Six
hours ^nns++++=hours
later ^rbr+tm+++=later
the ^ati++++=the
drivers ^nns+nom+++=drivers
of ^in++++=of
three ^cd++++=three
empty ^jj+atrb+++=empty
sledges ^nns+++??+=sledges
stop ^vb++++=stop
at ^rb++++=at
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
Milton ^np++++=Milton
with ^in++++=with
wheat ^nn++++=wheat,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
Christian ^jj+atrb+++=Christian
Johnson ^np++++=Johnson
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
carried ^j+++xvbn+=carried
a ^at++++=a
photographer ^nn+nom+++=photographer
from ^in++++=from
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
it ^pp3+it+++=it
stands ^vbz++++=stands
to ^to+vcmp+++=to
reason ^nn++++=reason
that ^tht+ncmp+++=that
the ^ati++++=the
farmers ^nns+nom+++=farmers
like ^vb++++=like
to ^to+vcmp+++=to
amuse ^vbi++++=amuse
themselves ^ppls+pp3+++=themselves
through ^in++++=through
the ^ati++++=the
silent ^jj+atrb+++=silent
and ^cc+phrs+++=and
white ^jj+atrb+++=white
winters ^nns+nom+++=winters.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
prefer ^vb+vprv+++=prefer
above ^rb++++=above
all ^abn++++=all
things ^nns++++=things
to ^to++++=to
talk ^vbi++++=talk
or ^cc++++=or
to ^to++++=to
listen ^vbi++++=listen,
, ^zz++++=EXTRAWORD
as ^ql++++=as
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
fashion ^nn++++=fashion
of ^in++++=of
their ^pp$+pp3+++=their
race ^nn++++=race
for ^in++++=for
a ^at++++=a
thousand ^cd++++=thousand
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
all ^abn++++=all
the ^ati++++=the
story ^nn++++=story-tellers
- ^zz++++=EXTRAWORD
tellers ^nns+nom+++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
none ^pn++++=none
like ^in++++=like
Urda ^np+++??+=Urda,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
the ^ati++++=the
daughter ^nn+nom+++=daughter
and ^cc++++=and
the ^ati++++=the
granddaughter ^nn+nom+++=granddaughter
and ^cc++++=and
the ^ati++++=the
great ^jj++++=great-granddaughter
- ^zz++++=EXTRAWORD
granddaughter ^nn+nom+++=EXTRAWORD
of ^in++++=of
storytellers ^nns+nom+++=storytellers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
her ^pp$+pp3+++=her
to ^to++++=to
talk ^vbi++++=talk,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
John ^np++++=John
Thorlaksson ^np+++??+=Thorlaksson
to ^to++++=to
sing ^vbi++++=sing
- ^zz++++=-he
he ^pp3a+pp3+++=EXTRAWORD
who ^whp+who+++=who
sings ^vbz++++=sings
so ^ql++++=so
as ^ql++++=as
his ^pp$+pp3+++=his
sledge ^nn+++??+=sledge
flies ^nns++++=flies
over ^in++++=over
the ^ati++++=the
snow ^nn++++=snow
at ^rb++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
people ^nns++++=people
come ^vprf+++xvbn+=come
out ^rb+phrv+++=out
in ^in+ppvb+++=in
the ^ati++++=the
bitter ^jj+atrb+++=bitter
air ^nn++++=air
from ^in++++=from
their ^pp$+pp3+++=their
doors ^nns++++=doors
to ^to++++=to
listen ^vbi++++=listen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dogs ^nns++++=dogs
put ^vbd+++xvbn+=put
up ^rb+phrv+++=up
their ^pp$+pp3+++=their
noses ^nns++++=noses
and ^cc++++=and
howl ^nn++++=howl,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
liking ^jj+atrb++xvbg+=liking
music ^nn++++=music.
