In ^in++++=IN
them ^pp3o+pp3+++=them
up ^rp++++=up
in ^in++++=in
a ^at++++=a
cupboard ^nn++++=cupboard.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
caught ^vbd+++xvbnx+=caught
Moppet ^np+++??+=Moppet
and ^cc++++=and
Mittens ^np+++??+=Mittens,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
Tom ^np++++=Tom.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tabitha ^np++++=Tabitha
went ^vbd+++xvbn+=went
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
mewing ^vbg+++xvbg+=mewing
for ^in++++=for
Tom ^np++++=Tom
Kitten ^nn++++=Kitten.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
in ^in++++=in
the ^ati++++=the
pantry ^nn++++=pantry
under ^in++++=under
the ^ati++++=the
staircase ^nn++++=staircase,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
searched ^vbd+++xvbnx+=searched
the ^ati++++=the
best ^jjt+atrb+++=best
spare ^jj+atrb+++=spare
bedroom ^nn++++=bedroom
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
all ^abn++++=all
covered ^jj+++xvbn+=covered
up ^rb+phrv+++=up
with ^in+ppvb+++=with
dust ^nn++++=dust
sheets ^nns++++=sheets.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
right ^jj++++=right
upstairs ^jjb++++=upstairs
and ^cc+phrs+++=and
looked ^jj+++xvbn+=looked
into ^in++++=into
the ^ati++++=the
attics ^nns++++=attics,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
him ^pp3o+pp3+++=him
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
house ^nn++++=house,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
cupboards ^nns++++=cupboards
and ^cc++++=and
passages ^nns+nom+++=passages.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
the ^ati++++=the
walls ^nns++++=walls
were ^vbd+bed+vrb++=were
four ^cd++++=four
feet ^nns++++=feet
thick ^jj++++=thick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be
queer ^jj+atrb+++=queer
noises ^nns++++=noises
inside ^rp+pl+++=inside
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^rb++++=a
little ^rb"++++=little
secret ^jj+atrb+++=secret
staircase ^nn++++=staircase.
. ^zz++++=EXTRAWORD
Certainly ^rb++++=Certainly
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
odd ^jj+atrb+++=odd
little ^jj+atrb+++=little
jagged ^jj+atrb+++=jagged
doorways ^nns++++=doorways
in ^in++++=in
the ^ati++++=the
wainscot ^nn+++??+=wainscot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
things ^nns++++=things
disappeared ^vbd+seem++xvbn+=disappeared
at ^rb++++=at
night ^nn++++=night
especially ^rb++++=especially
cheese ^nn++++=cheese
and ^cc++++=and
bacon ^nn++++=bacon.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tabitha ^np++++=Tabitha
became ^vbd+++xvbn+=became
more ^rbr++++=more
and ^cc+phrs+++=and
more ^rbr++++=more
distracted ^jj+++xvbn+=distracted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mewed ^jj+++xvbn+=mewed
dreadfully ^rb++++=dreadfully.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
their ^pp$+pp3+++=their
mother ^nn++++=mother
was ^vbd+bedz+aux++=was
searching ^vbg+++xvbgx+=searching
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
Moppet ^np+++??+=Moppet
and ^cc++++=and
Mittens ^np+++??+=Mittens
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
into ^in+ppvb+++=into
mischief ^nn++++=mischief.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cupboard ^nn++++=cupboard
door ^nn++++=door
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
locked ^jj+++xvbn+=locked,
, ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
pushed ^vbd+++xvbnx+=pushed
it ^pp3+it+++=it
open ^jj++++=open
and ^cc++++=and
came ^vbd+++xvbn+=came
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
straight ^rb++++=straight
to ^in++++=to
the ^ati++++=the
dough ^nn+++??+=dough
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
set ^jj++agls+xvbnx+=set
to ^to+jcmp+++=to
rise ^vbi++++=rise
in ^in++++=in
a ^at++++=a
pan ^nn++++=pan
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
patted ^vbd+++xvbnx+=patted
it ^pp3+it+++=it
with ^in++++=with
their ^pp$+pp3+++=their
little ^jj+atrb+++=little
soft ^jj+atrb+++=soft
paws ^nns+++??+=paws
" ^zz++++="Shall
shall ^md+prd+++=EXTRAWORD
we ^pp1a+pp1+++=we
make ^vb++++=make
dear ^uh++++=dear
little ^ap++++=little
muffins ^vbz+++??+=muffins?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mittens ^np+++??+=Mittens
to ^in++++=to
Moppet ^np+++??+=Moppet.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
just ^rb+emph+++=just
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
somebody ^pn++++=somebody
knocked ^vbd+++xvbn+=knocked
at ^rb++++=at
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Moppet ^np+++??+=Moppet
jumped ^vbd+++xvbn+=jumped
into ^in++++=into
the ^ati++++=the
flour ^nn++++=flour
barrel ^nn++++=barrel
in ^in++++=in
a ^at++++=a
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
Mittens ^np+++??+=Mittens
ran ^vbd+++xvbn+=ran
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
dairy ^nn++++=dairy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hid ^vpsv++agls+xvbn+=hid
in ^in++++=in
an ^at++++=an
empty ^jj+atrb+++=empty
jar ^nn++++=jar
on ^in++++=on
the ^ati++++=the
stone ^nn++++=stone
shelf ^nn++++=shelf
where ^wrb+who+++=where
the ^ati++++=the
milk ^nn++++=milk
pans ^nns++++=pans
stand ^nn++++=stand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
visitor ^nn++++=visitor
was ^vbd+bedz+vrb++=was
a ^at++++=a
neighbor ^nn++++=neighbor,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ribby ^np++++=Ribby;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
to ^to++++=to
borrow ^vbi++++=borrow
some ^dti++++=some
yeast ^nn++++=yeast.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tabitha ^np++++=Tabitha
came ^vbd+++xvbn+=came
downstairs ^jjb++++=downstairs
mewing ^jj+++xvbg+=mewing
dreadfully ^rb++++=dreadfully
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Ribby ^np+++??+=Ribby,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sit ^vb++++=sit
ye ^pp2+pp2+++=ye
down ^in+strn+++=down!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
in ^in++++=in
sad ^jj+atrb+++=sad
trouble ^nn++++=trouble,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Ribby ^np+++??+=Ribby,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tabitha ^np+++??+=Tabitha,
, ^zz++++=EXTRAWORD
shedding ^vbg+++xvbg+=shedding
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
lost ^vprf+++xvbnx+=lost
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
son ^nn++++=son
Thomas ^np++++=Thomas;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
the ^ati++++=the
rats ^nns++++=rats
have ^vb+hv+aux++=have
got ^vprf+++xvbnx+=got
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wiped ^vbd+++xvbnx+=wiped
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
with ^in++++=with
an ^at++++=an
apron ^nn++++=apron.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
bad ^jj+atrb+++=bad
kitten ^nn++++=kitten,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Tabitha ^np+++??+=Tabitha;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
a ^at++++=a
cat ^nn++++=cat's
's ^$++++=EXTRAWORD
cradle ^nn++++=cradle
of ^in++++=of
my ^pp$+pp1+++=my
best ^jjt+atrb+++=best
bonnet ^nn++++=bonnet
last ^jj+atrb+++=last
time ^nn++++=time
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^in++++=to
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
have ^vb+hv+vrb++=have
you ^pp2+pp2+++=you
looked ^vbd+++xvbn+=looked
for ^in++++=for
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
over ^in++++=over
the ^ati++++=the
house ^nn++++=house!
! ^zz++++=EXTRAWORD
The ^ati++++=The
rats ^nns++++=rats
are ^vb+ber+vrb++=are
too ^ql++++=too
many ^ap++++=many
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
thing ^nn++++=thing
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
have ^vbi++vrb++=have
an ^at++++=an
unruly ^jj+atrb+++=unruly
family ^nn++++=family!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tabitha ^np++++=Tabitha
Twitchit ^np+++??+=Twitchit.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not
afraid ^jj++++=afraid
of ^in++++=of
rats ^nns++++=rats;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
help ^vb++++=help
you ^pp2+pp2+++=you
to ^to++++=to
find ^vbi+vprv+++=find
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whip ^nn++++=whip
him ^pp3o+pp3+++=him
too ^ql++++=too!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
all ^abn++++=all
that ^dt+dem+++=that
soot ^nn++++=soot
in ^in++++=in
the ^ati++++=the
fender ^nn++++=fender?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
chimney ^nn++++=chimney
wants ^vbz++++=wants
sweeping ^vbg+++xvbg+=sweeping
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Ribby ^np+++??+=Ribby
now ^rn+tm+++=now
Moppet ^np+++??+=Moppet
and ^cc++++=and
Mittens ^np+++??+=Mittens
are ^vb+ber+aux++=are
gone ^vpsv++agls+xvbnx+=gone!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+aux++=have
both ^abx++++=both
got ^vbd+++xvbn+=got
out ^rb+phrv+++=out
of ^in++++=of
the ^ati++++=the
cup ^nn++++=cup-board!"
- ^zz++++=EXTRAWORD
board ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ribby ^np+++??+=Ribby
and ^cc++++=and
Tabitha ^np+++??+=Tabitha
set ^jj+++xvbn+=set
to ^to+jcmp+++=to
work ^vb++++=work
to ^to++++=to
search ^vbi++++=search
the ^ati++++=the
house ^nn++++=house
thoroughly ^rb+amp+++=thoroughly
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
poked ^vbd+++xvbnx+=poked
under ^in++++=under
the ^ati++++=the
beds ^nns++++=beds
with ^in++++=with
Ribby ^np++++=Ribby's
's ^$++++=EXTRAWORD
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
rummaged ^vbd+++xvbnx+=rummaged
in ^in++++=in
cupboards ^nns++++=cupboards.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
even ^cs+sub+++=even
fetched ^vprf+++xvbn+=fetched
a ^at++++=a
candle ^nn++++=candle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
inside ^jjb++++=inside
a ^at++++=a
clothes ^nns++++=clothes
chest ^nn++++=chest
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
attics ^nns++++=attics.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
once ^rb+tm+++=once
they ^pp3a+pp3+++=they
heard ^vbd+vprv+tht0+xvbnx+=heard
a ^at++++=a
door ^nn++++=door
bang ^vb++++=bang
and ^cc++++=and
somebody ^pn++++=somebody
scuttered ^vbd+++xvbn+=scuttered
downstairs ^jjb++++=downstairs.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
infested ^vprf+++xvbn+=infested
with ^in++++=with
rats ^nns++++=rats,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tabitha ^np+++??+=Tabitha
tearfully ^rb+cnj+++=tearfully,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
caught ^vbd+++xvbnx+=caught
seven ^cd++++=seven
young ^jj+atrb+++=young
ones ^cd1s++++=ones
out ^rp+pl+++=out
of ^in++++=of
one ^cd1++++=one
hole ^nn++++=hole
in ^in++++=in
the ^ati++++=the
back ^jjb+atrb+++=back
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
them ^pp3o+pp3+++=them
for ^in++++=for
dinner ^nn++++=dinner
last ^jj+atrb+++=last
Saturday ^nr++++=Saturday.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
once ^rb+tm+++=once
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
old ^jj+atrb+++=old
father ^nn++++=father
rat ^nn++++=rat
an ^at++++=an
enormous ^jj+atrb+++=enormous
old ^jj+atrb+++=old
rat ^nn++++=rat,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Ribby ^np+++??+=Ribby.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
going ^md"++pmd"++=going
to ^md+prd+++=to
jump ^vb++++=jump
upon ^in++++=upon
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
showed ^vbd+vprv+tht0+xvbnx+=showed
his ^pp$+pp3+++=his
yellow ^jj+atrb+++=yellow
teeth ^nns++++=teeth
at ^rb++++=at
me ^pp1o+pp1+++=me
and ^cc++++=and
whisked ^vbd+++xvbn+=whisked
down ^rp++++=down
the ^ati++++=the
hole ^nn++++=hole."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
rats ^nns++++=rats
get ^vb++++=get
upon ^in++++=upon
my ^pp$+pp1+++=my
nerves ^nns++++=nerves,
, ^zz++++=EXTRAWORD
Cousin ^nn++++=Cousin
Ribby ^np+++??+=Ribby,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tabitha ^np+++??+=Tabitha.
. ^zz++++=EXTRAWORD
Ribby ^np+++??+=Ribby
and ^cc++++=and
Tabitha ^np+++??+=Tabitha
searched ^vbd+++xvbn+=searched
and ^cc+phrs+++=and
searched ^vbd+++xvbn+=searched.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
both ^abx++++=both
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
curious ^jj++++=curious
roly ^jj++++=roly-poly
- ^zz++++=EXTRAWORD
poly ^np++++=EXTRAWORD
noise ^nn++++=noise
under ^in++++=under
the ^ati++++=the
attic ^nn++++=attic
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
returned ^vbd+++xvbnx+=returned
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
" ^zz++++="Here's
here ^rn+pl+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
one ^pn++++=one
of ^in++++=of
your ^pp$+pp2+++=your
kittens ^nns+++??+=kittens
at ^rb++++=at
least ^rb"++++=least,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ribby ^np+++??+=Ribby,
, ^zz++++=EXTRAWORD
dragging ^vbg+++xvbg+=dragging
Moppet ^np+++??+=Moppet
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
flour ^nn++++=flour
barrel ^nn++++=barrel.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
shook ^vbd+++xvbnx+=shook
the ^ati++++=the
flour ^nn++++=flour
off ^rp+pl+++=off
her ^pp3o+pp3+++=her
and ^cc++++=and
set ^nn+++xvbn+=set
her ^pp3o+pp3+++=her
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
kitchen ^nn++++=kitchen
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
a ^at++++=a
terrible ^jj+atrb+++=terrible
fright ^nn++++=fright.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Mother ^nn++++=Mother,
, ^zz++++=EXTRAWORD
Mother ^nn++++=Mother,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Moppet ^np+++??+=Moppet,
, ^zz++++=EXTRAWORD
" ^zz++++="there's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman
rat ^nn++++=rat
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she's
's ^vbz+bez+aux++0=EXTRAWORD
stolen ^vpsv++agls+xvbnx+=stolen
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
dough ^nn+++??+=dough!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
cats ^nns++++=cats
ran ^vbd+++xvbn+=ran
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
dough ^nn+++??+=dough
pan ^vb++++=pan.
. ^zz++++=EXTRAWORD
Sure ^jj++++=Sure
enough ^qlp++++=enough
there ^rn+pl+++=there
were ^vbd+bed+vrb++=were
marks ^nns++++=marks
of ^in++++=of
little ^ap++++=little
scratching ^jj+atrb++xvbg+=scratching
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
lump ^nn++++=lump
of ^in++++=of
dough ^nn+++??+=dough
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone!
! ^zz++++=EXTRAWORD
" ^zz++++="Which
which ^whp+who+++=EXTRAWORD
way ^nn++++=way
did ^vbd+dod+aux++=did
she ^pp3a+pp3+++=she
go ^vb++++=go,
, ^zz++++=EXTRAWORD
Moppet ^np+++??+=Moppet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
Moppet ^np+++??+=Moppet
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
too ^ql++++=too
much ^ap++++=much
frightened ^jj+++xvbn+=frightened
to ^in++++=to
peep ^nn++++=peep
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
barrel ^nn++++=barrel
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Ribby ^np+++??+=Ribby
and ^cc++++=and
Tabitha ^np+++??+=Tabitha
took ^vbd+++xvbn+=took
her ^pp$+pp3+++=her
with ^in++++=with
them ^pp3o+pp3+++=them
to ^to++++=to
keep ^vbi++++=keep
her ^pp$+pp3+++=her
safely ^rb++++=safely
in ^in++++=in
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
on ^in++++=on
with ^in++++=with
their ^pp$+pp3+++=their
search ^nn++++=search.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
dairy ^nn++++=dairy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
thing ^nn++++=thing
they ^pp3a+pp3+++=they
found ^vbd+vprv++xvbnx+=found
was ^vbd+bedz+vrb++=was
Mittens ^np+++??+=Mittens,
, ^zz++++=EXTRAWORD
hiding ^vbg+++xvbg+=hiding
in ^in++++=in
an ^at++++=an
empty ^jj+atrb+++=empty
jar ^nn++++=jar.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
tipped ^vbd+++xvbnx+=tipped
up ^rp++++=up
the ^ati++++=the
jar ^nn++++=jar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
scrambled ^vbd+++xvbnx+=scrambled
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mother ^nn++++=Mother,
