Being ^vbg+beg++xvbg+=Being
' ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+aux++=are
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure
in ^in++++=in
Ireland ^np++++=Ireland,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
all ^abn++++=all
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
poems ^nns++++=poems
which ^whp+rel+subj++=which
deserve ^vb++++=deserve
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
laughed ^vpsv++agls+xvbnx+=laughed
at ^in+ppvb+++=at.
. ^zz++++=EXTRAWORD
The ^ati++++=The
native ^jj+atrb+++=native
productions ^nns+nom+++=productions
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
speak ^vb++++=speak,
, ^zz++++=EXTRAWORD
frequently ^rb++++=frequently
abound ^vb++++=abound
in ^in++++=in
absurdities ^nns+nom+++=absurdities
absurdities ^nns+nom+++=absurdities
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
provokingly ^jj++++=provokingly
mixed ^jj+++xvbn+=mixed
up ^rb+phrv+++=up
with ^in+ppvb+++=with
what ^wdt+who+++=what
is ^vbz+bez+vrb++=is
beautiful ^jj+pred+++=beautiful;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
strongly ^rb+amp+++=strongly
and ^cc+phrs+++=and
absolutely ^rb+amp+++=absolutely
deny ^vb+vpub+++=deny
that ^tht+vcmp+++=that
the ^ati++++=the
prevailing ^jj+++xvbg+=prevailing
or ^cc++++=or
even ^rb++++=even
the ^ati++++=the
usual ^jj+atrb+++=usual
character ^nn+nom+++=character
of ^in++++=of
Irish ^jj+atrb+++=Irish
poetry ^nn++++=poetry
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
of ^in++++=of
comicality ^nn+nom+++=comicality.
. ^zz++++=EXTRAWORD
No ^at++++=No
country ^nn++++=country,
, ^zz++++=EXTRAWORD
no ^at++++=no
time ^nn++++=time,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
devoid ^in++++=devoid
of ^in"++++=of
real ^jj+atrb+++=real
poetry ^nn++++=poetry,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
something ^pn++++=something
approaching ^jj+++xvbg+=approaching
to ^in++++=to
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
surely ^rb++++=surely
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
a ^at++++=a
strange ^jj+atrb+++=strange
thing ^nn++++=thing
if ^cs+cnd+++=if
Ireland ^np++++=Ireland,
, ^zz++++=EXTRAWORD
abounding ^jj++++=abounding
as ^ql++++=as
she ^pp3a+pp3+++=she
does ^vbz+doz+vrb++=does
from ^in++++=from
shore ^nn++++=shore
to ^in++++=to
shore ^nn++++=shore
with ^in++++=with
all ^abn++++=all
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
beautiful ^jj+pred+++=beautiful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grand ^jj++++=grand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
savage ^nn++++=savage
in ^in++++=in
scenery ^nn+nom+++=scenery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vpsv++agls+xvbn+=filled
with ^in++++=with
wild ^jj+atrb+++=wild
recollections ^nns+nom+++=recollections,
, ^zz++++=EXTRAWORD
vivid ^jj+atrb+++=vivid
passions ^nns++++=passions,
, ^zz++++=EXTRAWORD
warm ^jj+atrb+++=warm
affections ^nns+nom+++=affections,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keen ^jj+atrb+++=keen
sorrow ^nn++++=sorrow,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
find ^vb+vprv+++=find
no ^at++++=no
language ^nn+nom+++=language
to ^to++++=to
speak ^vbi++++=speak
withal ^rb+cnj+++=withal,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
of ^in++++=of
mummery ^nn+nom+++=mummery
and ^cc++++=and
jest ^nn++++=jest.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
language ^nn+nom+++=language
is ^vbz+bez+vrb++=is
imperfect ^jj+pred+++=imperfect,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
strength ^nn++++=strength
in ^in++++=in
its ^pp$+it+++=its
rudeness ^nns+nom+++=rudeness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beauty ^nn++++=beauty
in ^in++++=in
its ^pp$+it+++=its
wildness ^nns+nom+++=wildness;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
above ^jjb++++=above
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
strong ^jj++++=strong
feeling ^xvbg+++xvbg+=feeling
flows ^vbz++++=flows
through ^in++++=through
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
like ^in++++=like
fresh ^jj+atrb+++=fresh
fountains ^nns++++=fountains
in ^in++++=in
rugged ^jj+atrb+++=rugged
caverns ^nns+++??+=caverns.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
the ^ati++++=the
language ^nn+nom+++=language
of ^in++++=of
genuine ^jj+atrb+++=genuine
indigenous ^jj+atrb+++=indigenous
Irish ^jj+atrb+++=Irish
composition ^nn+nom+++=composition
is ^vbz+bez+vrb++=is
always ^rb++++=always
vulgar ^jj+pred+++=vulgar
and ^cc+phrs+++=and
uncouth ^jj++++=uncouth:
: ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
in ^in++++=in
possession ^nn++++=possession
of ^in++++=of
some ^dti++++=some
specimens ^nns++++=specimens,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
by ^in++++=by
no ^at++++=no
means ^nn++++=means
of ^in++++=of
the ^ati++++=the
highest ^jjt+atrb+++=highest
order ^nn++++=order
as ^in++++=as
to ^in++++=to
poetic ^jj+atrb+++=poetic
merit ^nn++++=merit,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
do ^vb+do+aux++=do
not ^xnot++not++=not
possess ^nns+nom+++=possess
throughout ^in++++=throughout
a ^at++++=a
single ^jj+atrb+++=single
peculiarity ^nn+nom+++=peculiarity
of ^in++++=of
diction ^nn+nom+++=diction.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lines ^nns++++=lines
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
now ^rn+tm+++=now
proceed ^vb++++=proceed
to ^to++++=to
lay ^vbi++++=lay
before ^in++++=before
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
illustration ^nn+nom+++=illustration,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
from ^in++++=from
the ^ati++++=the
pen ^nn++++=pen
of ^in++++=of
an ^at++++=an
unfortunate ^jj+atrb+++=unfortunate
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
of ^in++++=of
very ^ql+amp+++=very
humble ^jj+atrb+++=humble
birth ^nn++++=birth,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
early ^jj+atrb+++=early
hopes ^nns++++=hopes
were ^vbd+bed+aux++=were
crossed ^vpsv++by+xvbnx+=crossed
by ^in++++=by
the ^ati++++=the
untimely ^jj+atrb+++=untimely
death ^nn++++=death
of ^in++++=of
her ^pp$+pp3+++=her
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
self ^nn++++=self-educated
- ^zz++++=EXTRAWORD
educated ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
after ^cs+sub+++=after-life
- ^zz++++=EXTRAWORD
life ^nn++++=EXTRAWORD
rose ^vbd+++xvbn+=rose
to ^in++++=to
high ^jj+atrb+++=high
distinctions ^nns+nom+++=distinctions
in ^in++++=in
the ^ati++++=the
Church ^nn++++=Church
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
devoted ^vbd+++xvbnx+=devoted
himself ^ppl+pp3+++=himself
an ^at++++=an
act ^nn++++=act
which ^whp+rel+subj++=which
proves ^vbz+vprv+++=proves
the ^ati++++=the
sincerity ^nn+nom+++=sincerity
of ^in++++=of
spirit ^nn++++=spirit
with ^in++++=with
which ^whp+rel+pied++=which
these ^dt+dem+++=these
verses ^nns++++=verses
were ^vbd+bed+aux++=were
written ^vpsv++agls+xvbnx+=written.
. ^zz++++=EXTRAWORD
' ^zz++++='When
when ^wrb+who+++=EXTRAWORD
moonlight ^nn++++=moonlight
falls ^vbz++++=falls
on ^in+ppvb+++=on
wave ^nn++++=wave
and ^cc++++=and
wimple ^nn+++??+=wimple,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
silvers ^nns+nom+++=silvers
every ^at++++=every
circling ^nn++++=circling
dimple ^vb++++=dimple,
, ^zz++++=EXTRAWORD
That ^cs+sub+++=That
onward ^jjb+atrb+++=onward,
, ^zz++++=EXTRAWORD
onward ^jjb+atrb+++=onward
sails ^nns++++=sails:
: ^zz++++=EXTRAWORD
When ^wrb+who+++=When
fragrant ^jj+atrb+++=fragrant
hawthorns ^nns++++=hawthorns
wild ^jj++++=wild
and ^cc+phrs+++=and
simple ^jj++++=simple
Lend ^vb++++=Lend
perfume ^nn++++=perfume
to ^in++++=to
the ^ati++++=the
gales ^nns++++=gales,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
pale ^nn++++=pale
moon ^np++++=moon
in ^in++++=in
heaven ^nn++++=heaven
abiding ^jj++++=abiding,
, ^zz++++=EXTRAWORD
O ^zz++++=O'er
'er ^jjr+atrb+++0=EXTRAWORD
midnight ^nn++++=midnight
mists ^nns++++=mists
and ^cc++++=and
mountains ^npl++++=mountains
riding ^vwbg+++xvbg+=riding,
, ^zz++++=EXTRAWORD
Shines ^vbz++++=Shines
on ^in++++=on
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
smoothly ^rb++++=smoothly
gliding ^vbg+++xvbg+=gliding
Through ^in++++=Through
quiet ^nn++++=quiet
dales ^nns+++??+=dales,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
wander ^vb++++=wander
there ^rn+pl+++=there
in ^in++++=in
solitude ^nn++++=solitude,
, ^zz++++=EXTRAWORD
Charmed ^xvbn+++xvbn+=Charmed
by ^in++++=by
the ^ati++++=the
chiming ^jj+atrb++xvbg+=chiming
music ^nn++++=music
rude ^jj++++=rude
Of ^in++++=Of
streams ^nns++++=streams
that ^tht+rel+subj++=that
fret ^vb++++=fret
and ^cc++++=and
flow ^nn++++=flow.
. ^zz++++=EXTRAWORD
For ^in++++=For
by ^in++++=by
that ^dt+dem+++=that
eddying ^vbg+++xvbg+=eddying
stream ^nn++++=stream
She ^pp3a+pp3+++=SHE
stood ^vbd+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
On ^in++++=On
such ^abl++++=such
a ^at++++=a
night ^nn++++=night
I ^pp1a+pp1+++=I
trow ^nn+++??+=trow:
: ^zz++++=EXTRAWORD
For ^in++++=For
Her ^pp3o+pp3+++=HER
the ^ati++++=the
thorn ^nn++++=thorn
its ^pp$+it+++=its
breath ^nn++++=breath
was ^vbd+bedz+aux++=was
lending ^vbg+++xvbgx+=lending,
, ^zz++++=EXTRAWORD
On ^in++++=On
this ^dt+dem+++=this
same ^ap++++=same
tide ^nn++++=tide
Her ^pp3o+pp3+++=HER
eye ^nn++++=eye
was ^vbd+bedz+aux++=was
bending ^vbg+++xvbgx+=bending,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
with ^in++++=with
its ^pp$+it+++=its
voice ^nn++++=voice
Her ^pp$+pp3+++=HER
voice ^nn++++=voice
was ^vbd+bedz+aux++=was
blending ^vbg+++xvbgx+=blending
Long ^rb+cnj+++=Long,
, ^zz++++=EXTRAWORD
long ^rb++++=long
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
Wild ^jj+atrb+++=Wild
stream ^nn++++=stream!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walk ^nn++++=walk
by ^in++++=by
thee ^pp2+pp2+++=thee
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
thy ^pp$+pp2+++=thy
hawthorns ^nns++++=hawthorns
dim ^jj++++=dim
and ^cc++++=and
hoar ^nn+++??+=hoar,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+tht0++=hear
thy ^pp$+pp2+++=thy
waters ^nns++++=waters
moan ^nn++++=moan,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
night ^nn++++=night-winds
- ^zz++++=EXTRAWORD
winds ^nns++++=EXTRAWORD
sigh ^nn++++=sigh
from ^in++++=from
shore ^nn++++=shore
to ^in++++=to
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
With ^in++++=With
hushed ^jj+atrb+++=hushed
and ^cc+phrs+++=and
hollow ^jj+atrb+++=hollow
tone ^nn++++=tone;
; ^zz++++=EXTRAWORD
But ^cc+cls+++=But
breezes ^nns++++=breezes
on ^in++++=on
their ^pp$+pp3+++=their
light ^nn++++=light
way ^nn++++=way
winging ^vwbg+++xvbg+=winging,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
thy ^pp$+pp2+++=thy
waters ^nns++++=waters
heedless ^jj+atrb+++=heedless
singing ^nvbg+++xvbg+=singing,
, ^zz++++=EXTRAWORD
No ^at++++=No
more ^rbr++++=more
to ^in++++=to
me ^pp1o+pp1+++=me
are ^vb+ber+vrb++=are
gladness ^nns+nom+++=gladness
bringing ^vwbg+++xvbg+=bringing
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
' ^zz++++='Years
years ^nns++++=EXTRAWORD
after ^in++++=after
years ^nns++++=years,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
swift ^jj+atrb+++=swift
way ^nn++++=way
keeping ^vwbg+++xvbg+=keeping,
, ^zz++++=EXTRAWORD
Like ^in++++=Like
sere ^nn+++??+=sere
leaves ^nns++++=leaves
down ^rp++++=down
thy ^pp$+pp2+++=thy
current ^jj+atrb+++=current
sweeping ^nvbg+++xvbg+=sweeping,
, ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
lost ^vpsv++agls+xvbnx+=lost
for ^in++++=for
aye ^uh++++=aye,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sped ^vbd+++xvbn+=sped
And ^cc++++=And
Death ^nn++++=Death
the ^ati++++=the
wintry ^jj+atrb+++=wintry
soil ^nn++++=soil
is ^vbz+bez+aux++=is
heaping ^vbg+++xvbgx+=heaping
As ^ql++++=As
fast ^jj++++=fast
as ^ql++++=as
flowers ^nns+nom+++=flowers
are ^vb+ber+aux++=are
shed ^vpsv++agls+xvbnx+=shed.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
who ^whp+who+++=who
wandered ^vpsv++by+xvbn+=wandered
by ^in++++=by
my ^pp$+pp1+++=my
side ^nn++++=side,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
breathed ^vbd+++xvbn+=breathed
enchantment ^nn+nom+++=enchantment
o ^zz++++=o'er
'er ^jjr++++0=EXTRAWORD
thy ^pp$+pp2+++=thy
tide ^nn++++=tide,
, ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
makes ^vbz++++=makes
thee ^pp2+pp2+++=thee
still ^rb++++=still
my ^pp$+pp1+++=my
friend ^nn++++=friend
and ^cc++++=and
guide ^nn++++=guide
And ^cc++++=And
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
These ^dt+dem+++=These
lines ^nns++++=lines
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
transcribed ^vprf+++xvbnx+=transcribed
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
prove ^vb+vprv+++=prove
a ^at++++=a
point ^nn++++=point
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
denied ^vbd+vpub++xvbn+=denied,
, ^zz++++=EXTRAWORD
namely ^rb+cnj+++=namely,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
an ^at++++=an
Irish ^jj+atrb+++=Irish
peasant ^nn+nom+++=peasant
for ^in++++=for
their ^pp$+pp3+++=their
author ^nn++++=author
was ^vbd+bedz+aux++=was
no ^at++++=no
more ^rbr++++=more
may ^md+pos+++=may
write ^vb++++=write
at ^rb++++=at
least ^rb"++++=least
correctly ^rb++++=correctly
in ^in++++=in
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
measure ^nn++++=measure,
, ^zz++++=EXTRAWORD
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rhyme ^nn++++=rhyme;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
add ^vb+vpub+++=add
several ^ap++++=several
extracts ^nns++++=extracts
in ^in++++=in
further ^jjb+atrb+++=further
illustration ^nn+nom+++=illustration
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
a ^at++++=a
fact ^nn++++=fact
whose ^whp+rel+obj++=whose
assertion ^nn+nom+++=assertion,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
allowed ^vpsv++agls+xvbnx+=allowed,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
appear ^vb+seem+++=appear
somewhat ^rb+down+++=somewhat
paradoxical ^jj++++=paradoxical
even ^rb++++=even
to ^in++++=to
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
acquainted ^vpsv++agls+xvbnx+=acquainted,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
superficially ^rb+cnj+++=superficially,
, ^zz++++=EXTRAWORD
with ^in++++=with
Hibernian ^np+++??+=Hibernian
composition ^nn+nom+++=composition.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rhymes ^nns++++=rhymes
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+aux++=be
granted ^vpsv++agls+xvbnx+=granted,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
generality ^nn+nom+++=generality
of ^in++++=of
such ^abl++++=such
productions ^nns+nom+++=productions,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
latitudinarian ^jj++++=latitudinarian
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
a ^at++++=a
veteran ^nn++++=veteran
votary ^nn++++=votary
of ^in++++=of
the ^ati++++=the
muse ^nn++++=muse
once ^rb+tm+++=once
assured ^vbd+vpub++xvbn+=assured
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
depend ^vb++++=depend
wholly ^rb++++=wholly
upon ^in++++=upon
the ^ati++++=the
wowls ^nns+++??+=wowls
( ^zz++++=(vowels),
vowels ^nns++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
may ^md+pos+++=may
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
in ^in++++=in
the ^ati++++=the
following ^jj+atrb++xvbg+=following
stanza ^nn+++??+=stanza
of ^in++++=of
the ^ati++++=the
famous ^jj++++=famous
' ^zz++++='Shanavan
shanavan ^jj+atrb+++=EXTRAWORD
Voicth ^np+++??+=Voicth.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='
" ^zz++++="What'll
what ^wdt+who+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
for ^in++++=for
supper ^nn++++=supper?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Says ^vbz+vpub+tht0++=Says
my ^pp$+pp1+++=my
Shanavan ^np+nom++??+=Shanavan
