There ^ex+pex+++=THERE
come ^vprf+++xvbn+=come
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
sweetheart ^nn++++=sweetheart,
, ^zz++++=EXTRAWORD
dear ^jj++++=dear!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
use ^nn++++=use,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
murmured ^vbd+++xvbn+=murmured
the ^ati++++=the
Cossack ^np+++??+=Cossack
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
his ^pp$+pp3+++=his
song ^nn++++=song,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
drawing ^vwbg+++xvbg+=drawing
near ^in+cmpx+++=near
to ^in"++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
darling ^nn+nom+++=darling
is ^vbz+bez+vrb++=is
asleep ^jj+pred+++=asleep.
. ^zz++++=EXTRAWORD
Hahn ^np+++??+=Hahn!
! ^zz++++=EXTRAWORD
Hahn ^np+++??+=Hahn!
! ^zz++++=EXTRAWORD
A ^at++++=A
pet ^nn++++=pet
diminutive ^jj++++=diminutive
for ^in++++=for
Hanna ^np+++??+=Hanna
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
like ^vb++++=like
to ^to+vcmp+++=to
expose ^vbi++++=expose
your ^pp$+pp2+++=your
pretty ^rb++++=pretty
face ^nn++++=face
to ^in++++=to
the ^ati++++=the
cold ^nn++++=cold?
? ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
maybe ^rb+hdg+++=maybe
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
out ^rb+phrv+++=out
for ^in+ppvb+++=for
fear ^nn++++=fear
we ^pp1a+pp1+++=we
may ^md+pos+++=may
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
to ^to++++=to
fear ^vbi++++=fear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
is ^vbz+bez+vrb++=is
warm ^jj+pred+++=warm,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nobody ^pn++++=nobody
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
anybody ^pn++++=anybody
does ^vbz+doz+aux++=does
come ^vb++++=come,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
hide ^vb++++=hide
you ^pp2+pp2+++=you
in ^in++++=in
my ^pp$+pp1+++=my
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
none ^rb++++=none
shall ^md+prd+++=shall
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
the ^ati++++=the
wind ^nn++++=wind
blows ^nns++++=blows
cold ^jj++++=cold,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
press ^vb++++=press
you ^pp2+pp2+++=you
to ^in++++=to
my ^pp$+pp1+++=my
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
warm ^jj++++=warm
you ^pp2+pp2+++=you
with ^in++++=with
kisses ^nns++++=kisses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
my ^pp$+pp1+++=my
cap ^nn++++=cap
on ^in++++=on
your ^pp$+pp2+++=your
tiny ^jj+atrb+++=tiny
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
darling ^nn+nom+++=darling.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
look ^vb++++=look
out ^rb+phrv+++=out
for ^in+ppvb+++=for
one ^cd1++++=one
moment ^nn++++=moment:
: ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
your ^pp$+pp2+++=your
hand ^nn++++=hand
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
may ^md+pos+++=may
touch ^vb++++=touch
your ^pp$+pp2+++=your
rosy ^jj+atrb+++=rosy
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
not ^xnot++not++=not
asleep ^jj++++=asleep!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
adds ^vbz+vpub+++=adds,
, ^zz++++=EXTRAWORD
passionately ^rb+cnj+++=passionately,
, ^zz++++=EXTRAWORD
after ^in++++=after
waiting ^xvbg+++xvbg+=waiting
in ^rb++++=in
vain ^rb"++++=vain
for ^in++++=for
an ^at++++=an
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
laughing ^vbg+++xvbgx+=laughing
at ^in+ppvb+++=at
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
laugh ^nn++++=laugh
if ^cs+cnd+++=if
it ^pp3+it+++=it
pleases ^vbz++++=pleases
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good-bye!"
- ^zz++++=EXTRAWORD
bye ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turns ^vbz++++=turns
round ^rb+cnj+++=round,
, ^zz++++=EXTRAWORD
throws ^vbz++++=throws
back ^jjb++++=back
his ^pp$+pp3+++=his
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
still ^rb++++=still
gently ^rb++++=gently
touching ^vbg+++xvbg+=touching
his ^pp$+pp3+++=his
guitar ^nn++++=guitar,
, ^zz++++=EXTRAWORD
draws ^vbz++++=draws
a ^ap++++=a
few ^ap"++++=few
paces ^nns++++=paces
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Almost ^rb+hdg+++=Almost
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
moment ^nn++++=moment
the ^ati++++=the
wooden ^jj+atrb+++=wooden
handle ^nn++++=handle
of ^in++++=of
the ^ati++++=the
door ^nn++++=door
begins ^vbz++++=begins
to ^to++++=to
stir ^vbi++++=stir,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
opens ^vbz++++=opens
with ^in++++=with
a ^at++++=a
squeak ^vb++++=squeak,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
girl ^nn++++=girl
in ^in++++=in
the ^ati++++=the
spring ^nn++++=spring
of ^in++++=of
seventeen ^cd++++=seventeen
appears ^vbz+seem+++=appears
on ^in++++=on
the ^ati++++=the
threshold ^nn++++=threshold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
still ^rb++++=still
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
handle ^nn++++=handle,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looks ^nns++++=looks
furtively ^jj++++=furtively
around ^rp++++=around.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
shine ^vb++++=shine
in ^in++++=in
the ^ati++++=the
dusk ^nn++++=dusk
like ^in++++=like
little ^ap++++=little
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
the ^ati++++=the
pink ^nn++++=pink
flush ^rb++++=flush
on ^rp++++=on
her ^pp3o+pp3+++=her
cheeks ^nns++++=cheeks
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
unobserved ^jj++++=unobserved
by ^in++++=by
the ^ati++++=the
young ^jj+atrb+++=young
Cossack ^np+++??+=Cossack.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
impatient ^jj++++=impatient
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispers ^nns+nom+++=whispers.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+aux++=were
actually ^rb+amp+splt++=actually
getting ^vbg+++xvbgx+=getting
angry ^jj++++=angry!
! ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
come ^vb++++=come
when ^wrb+who+++=when
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
so ^ql++++=so
many ^ap++++=many
people ^nns++++=people
about ^in+strn+++=about?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
all ^abn++++=all
of ^in++++=of
a ^at++++=a
tremble ^nn++++=tremble."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
darling ^nn+nom+++=darling;
; ^zz++++=EXTRAWORD
come ^vb++++=come
closer ^rbr++++=closer
to ^in++++=to
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
lover ^nn++++=lover,
, ^zz++++=EXTRAWORD
laying ^vbg+++xvbg+=laying
aside ^rp++++=aside
his ^pp$+pp3+++=his
guitar ^nn++++=guitar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sitting ^vbg+++xvbg+=sitting
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
door ^nn++++=door-step.
- ^zz++++=EXTRAWORD
step ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
to ^to++++=to
be ^vbi++vrb++=be
one ^cd1++++=one
hour ^nn++++=hour
without ^in++++=without
seeing ^xvbg+++xvbg+=seeing
you ^pp2+pp2+++=you
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj+atrb+++=great
trial ^nn++++=trial
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
thinking ^vbg+++xvbgx+=thinking?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interrupts ^nns+++??+=interrupts
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
him ^pp3o+pp3+++=him
pensively ^rb++++=pensively.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
thinking ^vbg+++xvbgx+=thinking
- ^zz++++=-something
something ^pn++++=EXTRAWORD
tells ^vbz++++=tells
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
in ^in++++=in
the ^ati++++=the
future ^jjb++++=future
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
not ^xnot++not++=not
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
see ^vb+vprv+++=see
each ^dt++++=each
other ^ap++++=other
so ^rb++++=so
often ^rb++++=often.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
the ^ati++++=the
people ^nns++++=people
hereabouts ^rb+pl+++=hereabouts
are ^vb+ber+vrb++=are
good ^jj+atrb+++=good
people ^nns++++=people.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lasses ^nns+++??+=lasses
look ^vb++++=look
jealous ^jj++++=jealous;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
for ^in"++++=for
the ^ati++++=the
young ^jj+atrb+++=young
men ^nns++++=men
- ^zz++++=-My
my ^pp$+pp1+++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
begun ^vprf+++xvbnx+=begun
to ^to++++=to
watch ^vbi++++=watch
me ^pp1o+pp1+++=me
more ^rbr++++=more
of ^in++++=of
late ^nn++++=late.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
own ^ap++++=own
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
happier ^jjr+pred+++=happier
amongst ^in++++=amongst
strangers ^nns+nom+++=strangers
before ^cs+sub+++=before
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
a ^at++++=a
shade ^nn++++=shade
of ^in++++=of
sadness ^nns+nom+++=sadness
settled ^vbd+++xvbn+=settled
for ^in+ppvb+++=for
a ^at++++=a
moment ^nn++++=moment
on ^rp++++=on
her ^pp3o+pp3+++=her
beautiful ^jj+atrb+++=beautiful
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
two ^cd++++=two
short ^jj+atrb+++=short
months ^nns++++=months
in ^in++++=in
your ^pp$+pp2+++=your
native ^jj+atrb+++=native
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
already ^rb++++=already
unhappy ^jj+pred+++=unhappy!
! ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
getting ^vbg+++xvbgx+=getting
tired ^jj+++xvbn+=tired
of ^in++++=of
it ^pp3+it+++=it
and ^cc++++=and
- ^zz++++=-of
of ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
tired ^jj+++xvbn+=tired
of ^in++++=of
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answers ^nns+nom+++=answers,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
love ^nn++++=love
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
dark ^jj++++=dark-browed
- ^zz++++=EXTRAWORD
browed ^jj+++xvbn+=EXTRAWORD
Cossack ^np+++??+=Cossack!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
hazel ^np++++=hazel
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
look ^vb++++=look
into ^in+ppvb+++=into
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
soul ^nn++++=soul
answers ^nns+nom+++=answers
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
happy ^jj++++=happy
and ^cc+phrs+++=and
glad ^jj++++=glad.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
like ^vb++++=like
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
you ^pp2+pp2+++=you
play ^nn++++=play
on ^in++++=on
your ^pp$+pp2+++=your
guitar ^nn++++=guitar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
walk ^nn++++=walk
about ^rp++++=about
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
like ^vb++++=like
it ^pp3+it+++=it
so ^ql++++=so
much ^ap++++=much!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
own ^ap++++=own
Hahn ^np+++??+=Hahn!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaims ^vbz++++=exclaims
the ^ati++++=the
Cossack ^np+++??+=Cossack,
, ^zz++++=EXTRAWORD
in ^in++++=in
an ^at++++=an
ecstasy ^nn++++=ecstasy,
, ^zz++++=EXTRAWORD
kissing ^vbg+++xvbg+=kissing
the ^ati++++=the
girl ^nn++++=girl
and ^cc++++=and
drawing ^nvbg+++xvbg+=drawing
her ^pp3o+pp3+++=her
closer ^rbr++++=closer
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Wait,
wait ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Leoko ^np+++??+=Leoko!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
speak ^vb++++=speak
to ^in++++=to
my ^pp$+pp1+++=my
father ^nn++++=father?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wha-at!"
wha ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
at ^in+strn+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asks ^vbz++++=asks,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
suddenly ^rb++++=suddenly
waking ^nvbg+++xvbg+=waking
from ^in++++=from
a ^at++++=a
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
" ^zz++++="Speak
speak ^vb++++=EXTRAWORD
to ^in++++=to
your ^pp$+pp2+++=your
father ^nn++++=father!
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
marry ^vbi++++=marry
- ^zz++++=-to
to ^in++++=EXTRAWORD
have ^vbi++vrb++=have
you ^pp2+pp2+++=you
for ^in++++=for
my ^pp$+pp1+++=my
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
spoke ^vbd+++xvbnx+=spoke
to ^in++++=to
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
make ^vb++++=make
of ^in++++=of
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
curmudgeon ^nn++++=curmudgeon
pretends ^vbz++++=pretends
to ^to+vcmp+++=to
be ^vbi++vrb++=be
deaf ^jj+pred+++=deaf.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keeps ^vbz++++=keeps
scolding ^jj+++xvbg+=scolding
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
go ^vb++++=go
about ^in+ppvb+++=about
with ^in++++=with
the ^ati++++=the
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Hahn ^np+++??+=Hahn.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
word ^nn++++=word
of ^in++++=of
a ^at++++=a
