From ^in++++=From
prosperity ^nn+nom+++=prosperity.
. ^zz++++=EXTRAWORD
Red ^jj++++=Red-cheeked
- ^zz++++=EXTRAWORD
cheeked ^jj+atrb++xvbn+=EXTRAWORD
emissaries ^nns++++=emissaries
of ^in++++=of
butcher ^nn++++=butcher,
, ^zz++++=EXTRAWORD
baker ^np++++=baker,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grocer ^nn++++=grocer,
, ^zz++++=EXTRAWORD
order ^nn++++=order-book
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
knocked ^j+++xvbn+=knocked
cheerily ^rb++++=cheerily
at ^in++++=at
kitchen ^nn++++=kitchen
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
smiling ^vbg+nom++xvbg+=smiling
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
the ^ati++++=the
ponies ^nns++++=ponies
they ^pp3a+pp3+++=they
drove ^vbd+++xvbnx+=drove
were ^vbd+bed+aux++=were
well ^rb++++=well
fed ^vbd+++xvbn+=fed
and ^cc++++=and
frisky ^jj++++=frisky,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
carts ^nns+++??+=carts
spick ^nn+++??+=spick
and ^cc++++=and
span ^nn++++=span.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^nn++++=church
of ^in++++=of
the ^ati++++=the
parish ^nn++++=parish,
, ^zz++++=EXTRAWORD
an ^at++++=an
imposing ^jj+atrb++xvbg+=imposing
edifice ^nn++++=edifice,
, ^zz++++=EXTRAWORD
dated ^jj++++=dated
only ^rb+down+++=only
from ^in++++=from
a ^ap++++=a
few ^ap"++++=few
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
cost ^nn++++=cost
its ^pp$+it+++=its
noble ^jj+atrb+++=noble
founder ^nn++++=founder
a ^at++++=a
sum ^nn++++=sum
of ^in++++=of
money ^nn++++=money
which ^whp+rel+obj++=which
any ^dti++++=any
church ^nn++++=church-going
- ^zz++++=EXTRAWORD
going ^vbg+++xvbg+=EXTRAWORD
parishioner ^nn+nom+++=parishioner
would ^md+prd+++=would
have ^vb+hv+aux++=have
named ^vprf+++xvbnx+=named
to ^in++++=to
you ^pp2+pp2+++=you
with ^in++++=with
proper ^jj+atrb+++=proper
awe ^nn++++=awe.
. ^zz++++=EXTRAWORD
The ^ati++++=The
population ^nn+nom+++=population
was ^vbd+bedz+vrb++=was
largely ^rb++++=largely
female ^jj+pred+++=female,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
shopkeeper ^nn+nom+++=shopkeeper
who ^whp+rel+subj++=who
knew ^vbd+vprv+tht0+xvbn+=knew
his ^pp$+pp3+++=his
business ^nns+nom+++=business
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
proficient ^jj++++=proficient
in ^in++++=in
bowing ^xvbg+++xvbg+=bowing,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
suave ^jj+atrb+++=suave
servility ^nn+nom+++=servility.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Farmiloe ^np++++=Farmiloe,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
feared ^vpsv++agls+xvbnx+=feared,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
no ^at++++=no
very ^ql+amp+++=very
profound ^jj+atrb+++=profound
acquaintance ^nn+nom+++=acquaintance
with ^in++++=with
his ^pp$+pp3+++=his
business ^nns+nom+++=business
from ^in++++=from
any ^dti++++=any
point ^nn++++=point
of ^in++++=of
view ^nn++++=view.
. ^zz++++=EXTRAWORD
True ^jj++++=True,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
' ^zz++++='chemist
chemist ^nn+nom+++=EXTRAWORD
by ^in++++=by
examination ^nn+nom+++=examination,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
but ^cc++++=but
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
cost ^nn++++=cost
him ^pp3o+pp3+++=him
repeated ^vbd+++xvbn+=repeated
efforts ^nns++++=efforts
to ^to+ncmp+++=to
reach ^vbi++++=reach
this ^dt+dem+++=this
unassailable ^jj+atrb+++=unassailable
ground ^nn++++=ground
and ^cc++++=and
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
pharmaceutist ^nn+nom+++=pharmaceutist
with ^in++++=with
whom ^whp+rel+pied++=whom
he ^pp3a+pp3+++=he
abode ^nn++++=abode
as ^in++++=as
assistant ^nn+nom+++=assistant
had ^vbd+hvd+aux++=had
felt ^vprf+++xvbnx+=felt
it ^pp3+it+++=it
a ^at++++=a
measure ^nn++++=measure
of ^in++++=of
prudence ^nn+nom+++=prudence
to ^to++++=to
dispense ^vbi++++=dispense
with ^in++++=with
his ^pp$+pp3+++=his
services ^nns++++=services.
. ^zz++++=EXTRAWORD
Give ^vb++++=Give
him ^pp3o+pp3+++=him
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
generally ^rb+down+++=generally
equal ^jj+pred+++=equal
to ^in++++=to
the ^ati++++=the
demands ^nns++++=demands
of ^in++++=of
suburban ^jj+atrb+++=suburban
customers ^nns+nom+++=customers;
; ^zz++++=EXTRAWORD
hurry ^np++++=hurry
or ^cc++++=or
interrupt ^vb++++=interrupt
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
showed ^vbd+vprv+tht0+xvbnx+=showed
himself ^ppl+pp3+++=himself
anything ^rb++++=anything
but ^rb"++++=but
the ^ati++++=the
man ^nn++++=man
for ^in++++=for
a ^at++++=a
crisis ^nn++++=crisis.
. ^zz++++=EXTRAWORD
Face ^nn++++=Face
and ^cc++++=and
demeanour ^nn++++=demeanour
were ^vbd+bed+vrb++=were
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
exceedingly ^rb++++=exceedingly
plain ^jj+atrb+++=plain
features ^nns++++=features,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
persistently ^rb++++=persistently
sour ^jj+atrb+++=sour
expression ^nn++++=expression;
; ^zz++++=EXTRAWORD
even ^rb++++=even
his ^pp$+pp3+++=his
smile ^vb++++=smile
suggested ^vbd+vpub++xvbn+=suggested
sarcasm ^nn++++=sarcasm.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
tune ^vb++++=tune
his ^pp$+pp3+++=his
voice ^nn++++=voice
to ^in++++=to
the ^ati++++=the
tradesman ^nn+nom+++=tradesman
note ^nn++++=note,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
provocation ^nn+nom+++=provocation
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
unintentionally ^rb+cnj+++=unintentionally,
, ^zz++++=EXTRAWORD
offensive ^jj++++=offensive.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
man ^nn++++=man
had ^vb+hv+vrb++=had
no ^at++++=no
chance ^nn++++=chance
whatever ^nn+nom+++=whatever
in ^in++++=in
this ^dt+dem+++=this
flowery ^nn+nom+++=flowery
and ^cc++++=and
bowery ^np++++=bowery
little ^jj+atrb+++=little
suburb ^nn++++=suburb.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
hither ^rb++++=hither
with ^in++++=with
hopes ^nns++++=hopes.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
circumstance ^nn+nom+++=circumstance
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
especially ^rb++++=especially
favourable ^jj++++=favourable:
: ^zz++++=EXTRAWORD
the ^ati++++=the
shop ^nn++++=shop
was ^vbd+bedz+vrb++=was
also ^rb++++=also
a ^at++++=a
post ^nn++++=post-office,
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
fail ^vb++++=fail
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
( ^zz++++=(it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+aux++=was
put ^vpsv++agls+xvbnx+=put
most ^ql+emph+++=most
impressively ^rb++++=impressively
by ^in++++=by
the ^ati++++=the
predecessor ^nn++++=predecessor
who ^whp+rel+subj++=who
sold ^vbd+++xvbn+=sold
him ^pp3o+pp3+++=him
the ^ati++++=the
business ^nns+nom+++=business)
) ^zz++++=EXTRAWORD
how ^wrb+who+++=how
advantageous ^jj++++=advantageous
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
blending ^jj+++xvbg+=blending
of ^in++++=of
public ^jj+atrb+++=public
service ^nn++++=service
with ^in++++=with
commercial ^jj+atrb+++=commercial
interest ^nn++++=interest;
; ^zz++++=EXTRAWORD
especially ^rb++++=especially
as ^ql++++=as
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
telegraphic ^jj+atrb+++=telegraphic
work ^nn++++=work
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
skilled ^jj+atrb+++=skilled
assistant ^nn+nom+++=assistant
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
matter ^nn++++=matter
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
people ^nns++++=people
using ^vwbg+++xvbg+=using
the ^ati++++=the
post ^nn++++=post-office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
would ^md+prd+++=would
patronise ^vb++++=patronise
the ^ati++++=the
chemist ^nn+nom+++=chemist;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
provincial ^jj+atrb+++=provincial
chemist ^nn+nom+++=chemist
can ^md+pos+++=can
add ^vb+vpub+++=add
to ^in++++=to
his ^pp$+pp3+++=his
legitimate ^jj+atrb+++=legitimate
business ^nns+nom+++=business
sundry ^jj++++=sundry
pleasant ^jj++++=pleasant
little ^ap++++=little
tradings ^nns+++??+=tradings
which ^whp+rel+obj++=which
benefit ^nn++++=benefit
himself ^ppl+pp3+++=himself
without ^in++++=without
provoking ^jj++++=provoking
the ^ati++++=the
jealousy ^nn++++=jealousy
of ^in++++=of
neighbour ^nn++++=neighbour
shopmen ^vbd+++xvbn+=shopmen.
. ^zz++++=EXTRAWORD
' ^zz++++='It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
own ^ap++++=own
fault ^nn++++=fault,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
make ^vb++++=make
a ^at++++=a
very ^ql+amp+++=very
good ^jj+atrb+++=good
thing ^nn++++=thing
of ^in++++=of
it ^pp3+it+++=it
indeed ^rb++++=indeed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sole ^jjb+atrb+++=sole
and ^cc+phrs+++=and
sufficient ^jj+atrb+++=sufficient
explanation ^nn+nom+++=explanation
of ^in+strn+++=of--of
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
the ^ati++++=the
decline ^nn++++=decline
during ^in++++=during
this ^dt+dem+++=this
last ^jj+atrb+++=last
year ^nn++++=year
or ^cc++++=or
two ^cd++++=two
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
shocking ^jj+atrb++xvbg+=shocking
health ^nn++++=health.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
really ^rb+emph+++=really
have ^vb+hv+aux++=have
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
do ^vb++++=do
justice ^nn++++=justice
to ^in++++=to
the ^ati++++=the
business ^nns+nom+++=business.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Necessarily ^rb+cnj+++=Necessarily,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Farmiloe ^np++++=Farmiloe
entered ^vbd+++xvbn+=entered
into ^in+ppvb+++=into
negotiation ^nn+nom+++=negotiation
with ^in++++=with
the ^ati++++=the
postal ^jj+atrb+++=postal
authorities ^nns+nom+++=authorities;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
with ^in++++=with
some ^dti++++=some
little ^jj+atrb+++=little
disappointment ^nn+nom+++=disappointment
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
learnt ^vbd+vprv++xvbnx+=learnt
how ^wrb+who+whcl++=how
very ^ql+amp+++=very
modest ^jj++++=modest
could ^md+pos+++=could
be ^vb+be+vrb++=be
his ^pp$+pp3+++=his
direct ^jj+atrb+++=direct
remuneration ^nn+nom+++=remuneration
for ^in++++=for
the ^ati++++=the
responsibilities ^nns+nom+++=responsibilities
and ^cc++++=and
labours ^nns++++=labours
he ^pp3a+pp3+++=he
undertook ^vbd+vsua++xvbnx+=undertook.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Post ^nn++++=Post-Office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
shrewdly ^rb++++=shrewdly
managed ^vbd+++xvbn+=managed
department ^nn+nom+++=department
of ^in++++=of
the ^ati++++=the
public ^jj+atrb+++=public
service ^nn++++=service;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
brought ^vprf+++xvbnx+=brought
to ^in+phrv+++=to
perfection ^nn+nom+++=perfection
the ^ati++++=the
art ^nn++++=art
of ^in++++=of
obtaining ^xvbg+++xvbg+=obtaining
maximum ^nn++++=maximum
results ^nns++++=results
with ^in++++=with
a ^at++++=a
minimum ^jj+atrb+++=minimum
expenditure ^nn++++=expenditure.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Farmiloe ^np++++=Farmiloe
remembered ^vwbn+vprv++xvbn+=remembered
the ^ati++++=the
other ^ap++++=other
aspect ^nn++++=aspect
of ^in++++=of
the ^ati++++=the
matter ^nn++++=matter;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
benefit ^vb++++=benefit
so ^ql++++=so
largely ^rb++++=largely
by ^in++++=by
this ^dt+dem+++=this
ill ^jj++++=ill-paid
- ^zz++++=EXTRAWORD
paid ^vbd+++xvbn+=EXTRAWORD
undertaking ^nvbg+++xvbg+=undertaking
that ^tht+rel+subj++=that
grumbling ^vbg+nom++xvbg+=grumbling
was ^vbd+bedz+vrb++=was
foolish ^jj+pred+++=foolish.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
the ^ati++++=the
thing ^nn++++=thing
carried ^vbd+++xvbn+=carried
dignity ^nn+nom+++=dignity
with ^in++++=with
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
served ^vbd+++xvbnx+=served
his ^pp$+pp3+++=his
Majesty ^nn++++=Majesty,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
served ^vbd+++xvbnx+=served
the ^ati++++=the
nation ^nn++++=nation.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And--ha,
-- ^--+clp+++=EXTRAWORD
ha ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ha! ^nn+++??+=ha!--how
-- ^--+clp+++=EXTRAWORD
how ^wrb+who+++=EXTRAWORD
very ^ql+amp+++=very
odd ^jj++++=odd
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
to ^in++++=to
post ^nn++++=post
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
letters ^nns+nom+++=letters
in ^in++++=in
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
own ^ap++++=own
post ^nn++++=post-office.
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
One ^cd1++++=One
might ^md+pos+++=might
really ^rb+emph+splt++=really
get ^vb++++=get
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
amusement ^nn+nom+++=amusement
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
after ^in++++=after
business ^nns+nom+++=business
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
age ^nn++++=age
was ^vbd+bedz+vrb++=was
eight ^cd++++=eight-and-thirty.
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
years ^nns++++=years
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
pondered ^vprf+++xvbnx+=pondered
matrimony ^nn++++=matrimony,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
without ^in++++=without
fixing ^xvbg+++xvbg+=fixing
his ^pp$+pp3+++=his
affections ^nns+nom+++=affections
on ^in++++=on
any ^dti++++=any
particular ^jj+atrb+++=particular
person ^nn++++=person.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
marry ^vb++++=marry.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
tradesman ^nn+nom+++=tradesman
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made
more ^rbr++++=more
respectable ^jj++++=respectable
by ^in++++=by
wedlock ^nn+++??+=wedlock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
chemist ^nn+nom+++=chemist
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
degree ^nn++++=degree,
, ^zz++++=EXTRAWORD
resembles ^vbz++++=resembles
a ^at++++=a
medical ^jj+atrb+++=medical
man ^nn++++=man,
, ^zz++++=EXTRAWORD
seems ^vbz+seem+++=seems
especially ^rb++++=especially
to ^to++++=to
stand ^vbi++++=stand
in ^in++++=in
need ^in"++++=need
of ^in"++++=of
the ^ati++++=the
matrimonial ^jj+atrb+++=matrimonial
guarantee ^nn+nom+++=guarantee.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
it ^pp3+it+++=it
been ^vprf+ben+vrb+xvbn+=been
feasible ^jj++++=feasible,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Farmiloe ^np++++=Farmiloe
would ^md+prd+++=would
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
a ^at++++=a
wife ^nn++++=wife
with ^in++++=with
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
town ^nn++++=town
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
for ^in+ppvb+++=for
the ^ati++++=the
past ^jjb++++=past
few ^ap++++=few
years ^nns++++=years,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
difficult ^jj+atrb+++=difficult
position ^nn+nom+++=position
of ^in++++=of
knowing ^xvbg+++xvbg+=knowing
not ^xnot++not++=not
a ^at++++=a
single ^jj++++=single
marriageable ^jj++++=marriageable
female ^jj++++=female
to ^to++++=to
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
could ^md+pos+++=could
address ^nns+nom+++=address
himself ^ppl+pp3+++=himself
with ^in++++=with
hope ^nn++++=hope
or ^cc++++=or
with ^in++++=with
self ^nn++++=self-respect.
- ^zz++++=EXTRAWORD
respect ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Natural ^jj+atrb+++=Natural
shyness ^nns+nom+++=shyness
had ^vb+hv+aux++=had
always ^rb++splt++=always
held ^vprf+++xvbnx+=held
him ^pp3o+pp3+++=him
aloof ^rb++++=aloof
from ^in++++=from
reputable ^jj+atrb+++=reputable
women ^nns++++=women;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
recommend ^vb+vsua+++=recommend
himself ^ppl+pp3+++=himself
to ^in++++=to
them ^pp3o+pp3+++=them--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
who ^whp+who+whq++=who
had ^vb+hv+aux++=had
such ^abl++++=such
an ^at++++=an
unlucky ^jj+atrb+++=unlucky
aptitude ^nn++++=aptitude
for ^in++++=for
saying ^xvbg+++xvbg+=saying
the ^ati++++=the
wrong ^jj+atrb+++=wrong
word ^nn++++=word
or ^cc++++=or
keeping ^xvbg+++xvbg+=keeping
silence ^nn+nom+++=silence
when ^wrb+who+++=when
speech ^nn++++=speech
was ^vbd+bedz+aux++=was
demanded ^vpsv++agls+xvbnx+=demanded.
. ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
men ^nns++++=men
of ^in++++=of
his ^pp$+pp3+++=his
acquaintance ^nn+nom+++=acquaintance
he ^pp3a+pp3+++=he
could ^md+pos+++=could
relieve ^vb++++=relieve
his ^pp$+pp3+++=his
sense ^nn++++=sense
of ^in++++=of
awkwardness ^nns+nom+++=awkwardness
and ^cc++++=and
deficiency ^nn++++=deficiency
by ^in++++=by
becoming ^xvbg+++xvbg+=becoming
aggressive ^jj++++=aggressive;
; ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
reputation ^nn+nom+++=reputation
for ^in++++=for
cantankerousness ^nns+nom+++=cantankerousness,
, ^zz++++=EXTRAWORD
for ^in++++=for
pugnacity ^nn+nom+++=pugnacity,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
kept ^vbd+++xvbn+=kept
most ^ql+emph+++=most
of ^in++++=of
his ^pp$+pp3+++=his
equals ^nns++++=equals
in ^in++++=in
some ^dti++++=some
awe ^nn++++=awe
of ^in++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
perceive ^vbi+vprv+tht0++=perceive
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
solace ^nn++++=solace
amid ^in++++=amid
many ^ap++++=many
discontents ^nns+++??+=discontents.
. ^zz++++=EXTRAWORD
Nicely ^rb++++=Nicely
dressed ^vbd+++xvbn+=dressed
and ^cc++++=and
well ^rb++++=well-spoken
- ^zz++++=EXTRAWORD
spoken ^vprf+++xvbn+=EXTRAWORD
and ^cc++++=and
good ^jj++++=good-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
women ^nns++++=women
above ^in+pl+++=above
