Once ^rb+tm+++=Once
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
eighteen ^cd++++=eighteen
years ^nns++++=years
old ^jj++++=old--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
good ^jj+atrb+++=good
time ^nn++++=time!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked
along ^in++++=along
the ^ati++++=the
cold ^jj+atrb+++=cold
wet ^jj+atrb+++=wet
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
my ^pp$+pp1+++=my
chattering ^jj+atrb+++=chattering
teeth ^nns++++=teeth
warble ^nn+++??+=warble
in ^in++++=in
honour ^nn++++=honour
of ^in++++=of
cold ^nn++++=cold
and ^cc++++=and
hunger ^nn++++=hunger,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
carefully ^rb++splt++=carefully
searching ^vbg+++xvbgx+=searching
for ^in++++=for
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat
behind ^in+pl+++=behind
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
empty ^jj+atrb+++=empty
crates ^nns++++=crates,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
perceived ^vbd+vprv++xvbnx+=perceived
behind ^in+pl+++=behind
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
crouching ^vbg+++xvbg+=crouching
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
a ^at++++=a
figure ^nn++++=figure
in ^in++++=in
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
clothes ^nns++++=clothes
dank ^nn+++??+=dank
with ^in++++=with
the ^ati++++=the
rain ^nn++++=rain
and ^cc++++=and
clinging ^vbg+++xvbg+=clinging
fast ^rb++++=fast
to ^in++++=to
her ^pp$+pp3+++=her
stooping ^vbg+++xvbg+=stooping
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
Standing ^vbg+++xvbg+=Standing
over ^in++++=over
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
digging ^vbg+++xvbgx+=digging
a ^at++++=a
trench ^nn++++=trench
in ^in++++=in
the ^ati++++=the
sand ^nn++++=sand
with ^in++++=with
her ^pp$+pp3+++=her
hands ^nns++++=hands--digging
-- ^--+clp+++=EXTRAWORD
digging ^vbg+++xvbg+=EXTRAWORD
away ^rp+pl+++=away
under ^in++++=under
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
crates ^nns++++=crates.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
crouching ^vbg+++xvbg+=crouching
down ^rp++++=down
on ^in++++=on
my ^pp$+pp1+++=my
heels ^nns++++=heels
quite ^rb++++=quite
close ^in+cmpx+++=close
to ^in"++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
a ^rb++++=a
little ^rb"++++=little
scream ^vb++++=scream
and ^cc++++=and
was ^vbd+bedz+vrb++=was
quickly ^rb++++=quickly
on ^rp++++=on
her ^pp3o+pp3+++=her
legs ^nns++++=legs
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
there ^ex+pex+++=there
staring ^vbg+++xvbg+=staring
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
wide ^jj++++=wide-open
- ^zz++++=EXTRAWORD
open ^jj+atrb+++=EXTRAWORD
grey ^np++++=grey
eyes ^nns++++=eyes
full ^jj++++=full
of ^in++++=of
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
perceived ^vbd+vprv++xvbnx+=perceived
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
girl ^nn++++=girl
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own
age ^nn++++=age,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
very ^ql+amp+++=very
pleasant ^jj++++=pleasant
face ^vb++++=face
embellished ^vbd+++xvbn+=embellished
unfortunately ^rb++++=unfortunately
by ^in++++=by
three ^cd++++=three
large ^jj+atrb+++=large
blue ^jj+atrb+++=blue
marks ^nns++++=marks.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
spoilt ^vbd+++xvbn+=spoilt
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
these ^dt+dem+++=these
blue ^jj+atrb+++=blue
marks ^nns++++=marks
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
distributed ^vpsv++agls+xvbnx+=distributed
with ^in++++=with
a ^at++++=a
remarkable ^jj+atrb+++=remarkable
sense ^nn++++=sense
of ^in++++=of
proportion ^nn+nom+++=proportion,
, ^zz++++=EXTRAWORD
one ^pn++++=one
at ^in++++=at
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
were ^vbd+bed+vrb++=were
of ^in++++=of
equal ^jj+atrb+++=equal
size ^nn++++=size--two
-- ^--+clp+++=EXTRAWORD
two ^cd++++=EXTRAWORD
under ^in++++=under
the ^ati++++=the
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
a ^rb++++=a
little ^rb"++++=little
bigger ^jjr++++=bigger
on ^in++++=on
the ^ati++++=the
forehead ^nn++++=forehead
just ^rb+emph+++=just
over ^in++++=over
the ^ati++++=the
bridge ^nn++++=bridge
of ^in++++=of
the ^ati++++=the
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
symmetry ^nn++++=symmetry
was ^vbd+bedz+vrb++=was
evidently ^rb++++=evidently
the ^ati++++=the
work ^nn++++=work
of ^in++++=of
an ^at++++=an
artist ^nn++++=artist
well ^rb++++=well
inured ^xvbn+++xvbn+=inured
to ^in++++=to
the ^ati++++=the
business ^nns+nom+++=business
of ^in++++=of
spoiling ^xvbg+++xvbg+=spoiling
the ^ati++++=the
human ^jj+atrb+++=human
physiognomy ^nn+++??+=physiognomy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
looked ^vbd+++xvbn+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
terror ^nn++++=terror
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
gradually ^rb++++=gradually
died ^vbd+++xvbn+=died
out. ^nn+++??+=out...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
shook ^vbd+++xvbnx+=shook
the ^ati++++=the
sand ^nn++++=sand
from ^in++++=from
her ^pp$+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
adjusted ^xvbn+++xvbn+=adjusted
her ^pp3o+pp3+++=her
cotton ^nn++++=cotton
head ^nn++++=head-gear,
- ^zz++++=EXTRAWORD
gear ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
cowered ^j+++xvbn+=cowered
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
you ^pp2+pp2+++=you
too ^ql++++=too
want ^vb++++=want
something ^pn++++=something
to ^to++++=to
eat ^vbi++++=eat?
? ^zz++++=EXTRAWORD
Dig ^vb++++=Dig
away ^rp+pl+++=away
then ^rn+tm+++=then!
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
hands ^nns++++=hands
are ^vb+ber+aux++=are
tired ^vpsv++agls+xvbnx+=tired.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
there" ^nn+++??+=there"--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
nodded ^vbd+++xvbnx+=nodded
her ^pp$+pp3+++=her
head ^jjb++++=head
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
a ^at++++=a
booth ^nn++++=booth--"there
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
bread ^nn++++=bread
for ^rb++++=for
certain ^rb"++++=certain
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sausages ^nns+nom+++=sausages
too. ^nn+++??+=too...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
booth ^nn++++=booth
is ^vbz+bez+aux++=is
still ^rb++splt++=still
carrying ^vbg+++xvbgx+=carrying
on ^in++++=on
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
dig ^vbi++++=dig.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
waiting ^xvbg+++xvbg+=waiting
a ^rb++++=a
little ^rb"++++=little
and ^cc++++=and
looking ^vbg+++xvbg+=looking
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
sat ^j+++xvbn+=sat
down ^rp++++=down
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
help ^vbi++++=help
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
worked ^vbd+++xvbn+=worked
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say
now ^rn+tm+++=now
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
of ^in++++=of
the ^ati++++=the
criminal ^jj+atrb+++=criminal
code ^nn++++=code,
, ^zz++++=EXTRAWORD
of ^in++++=of
morality ^nn+nom+++=morality,
, ^zz++++=EXTRAWORD
of ^in++++=of
proprietorship ^nn+nom+++=proprietorship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
other ^ap++++=other
things ^nns++++=things
about ^in++++=about
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
opinion ^nn++++=opinion
of ^in++++=of
many ^ap++++=many
experienced ^jj+atrb++xvbn+=experienced
persons ^nns++++=persons,
