On ^in++++=On
engines ^nns++++=engines
he ^pp3a+pp3+++=he
obtained ^vbd+++xvbnx+=obtained
were ^vbd+bed+vrb++=were
even ^rb++++=even
more ^rbr++++=more
powerful ^jj++++=powerful
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
intended ^vprf+++xvbnx+=intended
them ^pp3o+pp3+++=them
to ^to++++=to
be ^vbi++vrb++=be;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
these ^dt+dem+++=these
he ^pp3a+pp3+++=he
could ^md+pos+++=could
procure ^vb++++=procure
immediately ^rb+cnj+++=immediately,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
smaller ^jjr+atrb+++=smaller
ones ^cd1s++++=ones
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
obliged ^jj++agls+xvbnx+=obliged
to ^to+jcmp+++=to
wait ^vbi++++=wait.
. ^zz++++=EXTRAWORD
The ^ati++++=The
circular ^jj+atrb+++=circular
car ^nn++++=car
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
intended ^vpsv++agls+xvbnx+=intended
to ^to+vcmp+++=to
move ^vbi++++=move
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
shaft ^nn++++=shaft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
peculiar ^jj+atrb+++=peculiar
machinery ^nn+nom+++=machinery
connected ^vbd+++xvbn+=connected
with ^in++++=with
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
the ^ati++++=the
hoisting ^jj+atrb++xvbg+=hoisting
apparatus ^nn++++=apparatus,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
all ^abn++++=all
made ^vwbn+++xvbn+=made
in ^in++++=in
his ^pp$+pp3+++=his
works ^nns++++=works.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
skilled ^jj+atrb+++=skilled
artisans ^nns+nom+++=artisans
labored ^vbd+++xvbn+=labored
steadily ^rb++++=steadily
day ^nn++++=day
and ^cc++++=and
night ^nn++++=night.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
ten ^cd++++=ten
days ^nns++++=days
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
make ^vbi++++=make
his ^pp$+pp3+++=his
descent ^nn++++=descent.
. ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
was ^vbd+bedz+vrb++=was
still ^rb++++=still
at ^in++++=at
the ^ati++++=the
seashore ^nn+++??+=seashore.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
to ^in++++=to
each ^dt++++=each
other ^ap++++=other
frequently ^rb+cnj+++=frequently,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
neither ^dt++neg++=neither
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
mention ^nn+nom+++=mention
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
shaft ^nn++++=shaft.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
go ^vbi++++=go
down ^rp++++=down,
, ^zz++++=EXTRAWORD
Clewe ^np+++??+=Clewe
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing
to ^in++++=to
any ^dti++++=any
one ^pn++++=one
of ^in++++=of
an ^at++++=an
immediate ^jj+atrb+++=immediate
intention ^nn+nom+++=intention
of ^in++++=of
descending ^nn++++=descending.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
massive ^jj+atrb+++=massive
door ^nn++++=door
which ^whp+rel+subj++=which
covered ^vbd+++xvbn+=covered
the ^ati++++=the
mouth ^nn++++=mouth
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered
locked ^vbd+++xvbn+=locked
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
into ^in+ppvb+++=into
the ^ati++++=the
building ^jj+++xvbg+=building
a ^rb++++=a
little ^rb"++++=little
earlier ^jjr++++=earlier
than ^in++++=than
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
custom ^nn++++=custom,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
for ^in++++=for
the ^ati++++=the
engineers ^nns+nom+++=engineers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
Bryce ^np+++??+=Bryce,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
to ^to++++=to
take ^vbi++++=take
charge ^nn++++=charge
of ^in++++=of
everything ^pn++++=everything
connected ^vbd+++xvbn+=connected
with ^in++++=with
the ^ati++++=the
descent ^nn++++=descent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
announced ^vbn+vpub++xvbn+=announced
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
down ^rp++++=down
that ^dt+dem+++=that
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Bryce ^np+++??+=Bryce
and ^cc++++=and
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
to ^to++++=to
assist ^vbi++++=assist
him ^pp3o+pp3+++=him
looked ^vbd+++xvbn+=looked
very ^ql+amp+++=very
serious ^jj++++=serious
at ^in++++=at
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
their ^pp$+pp3+++=their
employer ^nn+nom+++=employer
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
any ^dti++++=any
other ^ap++++=other
man ^nn++++=man
than ^in++++=than
Roland ^np++++=Roland
Clewe ^np+++??+=Clewe,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
possible ^jj+pred+++=possible
they ^pp3a+pp3+++=they
might ^md+pos+++=might
have ^vb+hv+aux++=have
remonstrated ^vprf+++xvbnx+=remonstrated
with ^in++++=with
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said
and ^cc++++=and
did ^vbd+dod+vrb++=did
nothing ^pn++++=nothing
more ^rbr++++=more
than ^in++++=than
what ^wdt+who+++=what
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
duty ^nn++++=duty.
. ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft
was ^vbd+bedz+aux++=was
removed ^vpsv++agls+xvbnx+=removed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
car ^nn++++=car
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
hung ^vprf+++xvbnx+=hung
high ^jj++++=high
above ^jjb++++=above
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
lowered ^vpsv++agls+xvbnx+=lowered
to ^in++++=to
the ^ati++++=the
mouth ^nn++++=mouth
of ^in++++=of
the ^ati++++=the
opening ^nvbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Roland ^np++++=Roland
stepped ^vbd+++xvbn+=stepped
within ^in++++=within
it ^pp3+it+++=it
and ^cc++++=and
seated ^vbd+++xvbn+=seated
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Above ^rb++++=Above
him ^pp3o+pp3+++=him
and ^cc++++=and
around ^rp++++=around
him ^pp3o+pp3+++=him
were ^vbd+bed+aux++=were
placed ^vpsv++agls+xvbnx+=placed
geological ^jj+atrb+++=geological
tools ^nns++++=tools
and ^cc++++=and
instruments ^nns+nom+++=instruments
of ^in++++=of
many ^ap++++=many
kinds ^nns++++=kinds,
, ^zz++++=EXTRAWORD
a ^at++++=a
lantern ^nn++++=lantern,
, ^zz++++=EXTRAWORD
food ^nn++++=food,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drink ^nn++++=drink
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
could ^md+pos+++=could
possibly ^rb++++=possibly
be ^vb+be+aux++=be
presumed ^vpsv++agls+xvbnx+=presumed
to ^to+vcmp+++=to
need ^vbi++++=need
upon ^in++++=upon
this ^dt+dem+++=this
extraordinary ^jj+atrb+++=extraordinary
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
A ^at++++=A
telephone ^nn++++=telephone
was ^vbd+bedz+vrb++=was
at ^in++++=at
his ^pp$+pp3+++=his
side ^nn++++=side
by ^in++++=by
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
could ^md+pos+++=could
communicate ^nn+nom+++=communicate
at ^in++++=at
any ^dti++++=any
time ^nn++++=time
with ^in++++=with
the ^ati++++=the
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
electric ^jj+atrb+++=electric
bells ^nns++++=bells;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
everything ^pn++++=everything
to ^to++++=to
make ^vbi++++=make
his ^pp$+pp3+++=his
expedition ^nn+nom+++=expedition
safe ^jj++++=safe
and ^cc+phrs+++=and
profitable ^jj++++=profitable.
. ^zz++++=EXTRAWORD
Finally ^rb++++=Finally
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
word ^nn++++=word
to ^to++++=to
start ^vbi++++=start
the ^ati++++=the
engines ^nns++++=engines;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
no ^at++++=no
ceremonies ^nns++++=ceremonies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
common ^nn++++=common.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
conical ^jj++++=conical
top ^jjb++++=top
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
had ^vbd+hvd+aux++=had
descended ^vprf+++xvbnx+=descended
below ^rb++++=below
the ^ati++++=the
surface ^nn++++=surface,
, ^zz++++=EXTRAWORD
a ^at++++=a
steel ^nn++++=steel
grating ^jj++++=grating,
, ^zz++++=EXTRAWORD
with ^in++++=with
holes ^nns++++=holes
for ^in++++=for
the ^ati++++=the
passage ^nn+nom+++=passage
of ^in++++=of
the ^ati++++=the
chains ^nns++++=chains,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
let ^vpsv++agls+xvbnx+=let
down ^rb+phrv+++=down
over ^in++++=over
the ^ati++++=the
mouth ^nn++++=mouth
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
downward ^jjb+atrb+++=downward
journey ^nn++++=journey
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
were ^vbd+bed+aux++=were
grated ^vpsv++agls+xvbnx+=grated
openings ^nns++++=openings,
, ^zz++++=EXTRAWORD
through ^in++++=through
which ^whp+rel+pied++=which
Clewe ^np+++??+=Clewe
could ^md+pos+++=could
look ^vb++++=look
downward ^jjb++++=downward;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
shaft ^nn++++=shaft
below ^rb++++=below
him ^pp3o+pp3+++=him
was ^vbd+bedz+aux++=was
brilliantly ^rb++splt++=brilliantly
illuminated ^vpsv++by+xvbnx+=illuminated
by ^in++++=by
electric ^jj+atrb+++=electric
lights ^nns++++=lights
placed ^vwbn+++xvbn+=placed
beneath ^in+pl+++=beneath
the ^ati++++=the
car ^nn++++=car,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
frighten ^vbi++++=frighten
him ^pp3o+pp3+++=him
or ^cc++++=or
make ^vb++++=make
him ^pp3o+pp3+++=him
dizzy ^jj++++=dizzy
to ^to++++=to
look ^vbi++++=look
down ^rp++++=down,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
vaperture ^nn+++??+=vaperture
did ^vbd+dod+aux++=did
not ^xnot++not++=not
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
be ^vbi++vrb++=be
very ^ql+amp+++=very
far ^rb+pl+++=far
below ^rb++++=below
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
upper ^jjb+atrb+++=upper
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
was ^vbd+bedz+vrb++=was
partially ^rb+down+++=partially
open ^jj+pred+++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bright ^jj+atrb+++=bright
lights ^nns++++=lights
shone ^vbd+++xvbn+=shone
upon ^in++++=upon
the ^ati++++=the
sides ^nns++++=sides
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
slowly ^rb++++=slowly
descended ^vbd+++xvbn+=descended,
, ^zz++++=EXTRAWORD
Clewe ^np+++??+=Clewe
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
various ^jj+atrb+++=various
strata ^nns++++=strata
appearing ^vwbg+seem++xvbg+=appearing
and ^cc++++=and
disappearing ^vwbg+++xvbg+=disappearing
in ^in++++=in
the ^ati++++=the
order ^nn++++=order
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
far ^rb+pl+++=far
below ^in+pl+++=below
the ^ati++++=the
surface ^nn++++=surface
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
cavities ^nns+nom+++=cavities
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
believed ^vbd+vprv++xvbnx+=believed
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
water ^nn++++=water;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
water ^nn++++=water
in ^in++++=in
them ^pp3o+pp3+++=them
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
these ^dt+dem+++=these
pockets ^nns++++=pockets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
feared ^vprf+++xvbnx+=feared
that ^tht+vcmp+++=that
upon ^in++++=upon
their ^pp$+pp3+++=their
edges ^nns++++=edges
might ^md+pos+++=might
be ^vb+be+aux++=be
loosened ^vpsv++agls+xvbnx+=loosened
patches ^nns++++=patches
of ^in++++=of
rock ^nn++++=rock
or ^cc++++=or
soil ^nn++++=soil,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
everything ^pn++++=everything
seemed ^vbd+seem++xvbn+=seemed
tightly ^rb++++=tightly
packed ^jj+++xvbn+=packed
and ^cc+phrs+++=and
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
anything ^pn++++=anything
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
loosened ^vpsv++agls+xvbnx+=loosened,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
down ^rp++++=down
already ^rb++++=already.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down,
, ^zz++++=EXTRAWORD
down ^rp++++=down
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
eternal ^jj+atrb+++=eternal
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
inside ^nn++++=inside
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft
was ^vbd+bedz+vrb++=was
polished ^jj+pred+++=polished
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
became ^vbd+++xvbn+=became
warmer ^jjr++++=warmer
and ^cc+phrs+++=and
warmer ^jjr++++=warmer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Clewe ^np+++??+=Clewe
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
heat ^nn++++=heat
would ^md+prd+++=would
soon ^rb+tm+++=soon
decrease ^nn++++=decrease.
. ^zz++++=EXTRAWORD
The ^ati++++=The
character ^nn+nom+++=character
of ^in++++=of
the ^ati++++=the
rocks ^nns++++=rocks
changed ^vbd+++xvbn+=changed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
studied ^vbd+++xvbnx+=studied
them ^pp3o+pp3+++=them
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
down ^rp++++=down,
, ^zz++++=EXTRAWORD
continually ^rb++++=continually
making ^vbg+++xvbg+=making
notes ^nns++++=notes.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^at++++=a
time ^nn++++=time
the ^ati++++=the
polished ^jj+atrb+++=polished
rocky ^jj+atrb+++=rocky
sides ^nns++++=sides
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft
grew ^vbd+++xvbn+=grew
to ^to++++=to
be ^vbi++vrb++=be
of ^in++++=of
a ^at++++=a
solemn ^jj+atrb+++=solemn
sameness ^nns+nom+++=sameness.
. ^zz++++=EXTRAWORD
Clewe ^np+++??+=Clewe
ceased ^vbd+++xvbn+=ceased
to ^to++++=to
take ^vbi++++=take
notes ^nns++++=notes;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lighted ^vbd+++xvbnx+=lighted
a ^at++++=a
cigar ^nn++++=cigar
and ^cc++++=and
smoked ^jj+++xvbn+=smoked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
imagine ^vbi+vprv+++=imagine
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
would ^md+prd+++=would
come ^vb++++=come
to ^to++++=to
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
bottom ^nn++++=bottom;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
some ^dti++++=some
sort ^nn++++=sort
of ^in++++=of
a ^at++++=a
cave ^nn++++=cave,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
shell ^nn++++=shell
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
an ^at++++=an
opening ^nvbg+++xvbg+=opening.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began
to ^to++++=to
imagine ^vbi+vprv+++=imagine
what ^wdt+who+whcl++=what
sort ^nn++++=sort
of ^in++++=of
a ^at++++=a
cave ^nn++++=cave
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
high ^jj++++=high
the ^ati++++=the
roof ^nn++++=roof
was ^vbd+bedz+vrb++=was
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Clewe ^np+++??+=Clewe
then ^rn+tm+++=then
suddenly ^rb++++=suddenly
wondered ^vbd+vprv++xvbn+=wondered
whether ^cs+who+++=whether
his ^pp$+pp3+++=his
gardener ^nn+nom+++=gardener
had ^vbd+hvd+aux++=had
remembered ^vprf+++xvbnx+=remembered
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
him ^pp3o+pp3+++=him
about ^in++++=about
the ^ati++++=the
flower ^nn++++=flower-beds
- ^zz++++=EXTRAWORD
beds ^nns++++=EXTRAWORD
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
house ^nn++++=house;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wished ^vbd+vprv+tht0+xvbnx+=wished
certain ^jj+atrb+++=certain
changes ^nns++++=changes
made ^vbd+++xvbn+=made
which ^whp+who+++=which
Margaret ^np++++=Margaret
had ^vbd+hvd+aux++=had
suggested ^vprf+++xvbnx+=suggested.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
keep ^vbi++++=keep
his ^pp$+pp3+++=his
mind ^nn++++=mind
on ^in++++=on
the ^ati++++=the
flower ^nn++++=flower-beds,
- ^zz++++=EXTRAWORD
beds ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
drifted ^vbd+++xvbn+=drifted
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
cave ^nn++++=cave
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
the ^ati++++=the
danger ^nn++++=danger
of ^in++++=of
coming ^xvbg+++xvbg+=coming
into ^in++++=into
some ^dti++++=some
underground ^jjb+atrb+++=underground
body ^nn++++=body
of ^in++++=of
water ^nn++++=water,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+aux++=be
drowned ^vpsv++agls+xvbnx+=drowned;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
that ^tht+vcmp+++=that
was ^vbd+bedz+vrb++=was
a ^at++++=a
silly ^jj+atrb+++=silly
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
shell ^nn++++=shell
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
through ^in++++=through
subterranean ^jj+atrb+++=subterranean
reservoirs ^nns++++=reservoirs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
of ^in++++=of
these ^dt+pdem+++=these
would ^md+prd+++=would
have ^vb+hv+aux++=have
run ^vprf+++xvbnx+=run
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
it ^pp3+it+++=it
reached ^vbd+++xvbn+=reached
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
shaft ^nn++++=shaft
would ^md+prd+++=would
have ^vb+hv+aux++=have
dissipated ^vprf+++xvbnx+=dissipated
into ^in++++=into
mist ^nn++++=mist.
. ^zz++++=EXTRAWORD
Down ^rp++++=Down,
, ^zz++++=EXTRAWORD
down ^rp++++=down
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
his ^pp$+pp3+++=his
watch ^nn++++=watch;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^cs+sub+++=in
that ^cs"++++=that
car ^nn++++=car
only ^rb+down+++=only
an ^at++++=an
hour ^nn++++=hour
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
that ^dt+dem+++=that
possible ^jj++++=possible?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
supposed ^vprf+++xvbnx+=supposed
