At ^rb++++=At
. ^zz++++=EXTRAWORD
The ^ati++++=The
small ^jj+atrb+++=small
print ^nn++++=print
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
indecipherable ^jj+pred+++=indecipherable
in ^in++++=in
the ^ati++++=the
fading ^jj+atrb++xvbg+=fading
light ^nn++++=light.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could
make ^vb++++=make
out ^rp+pl+++=out
that ^cs+sub+++=that
two ^cd++++=two
miles ^nns++++=miles
back ^jjb++++=back
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
the ^ati++++=the
wrong ^jj+atrb+++=wrong
turning ^nvbg+++xvbg+=turning.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv++xvbnx+=remembered
that ^tht+vcmp+++=that
turning ^nvbg+++xvbg+=turning.
. ^zz++++=EXTRAWORD
The ^ati++++=The
path ^nn++++=path
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
inviting ^jj+++xvbg+=inviting;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
hesitated ^vprf+++xvbnx+=hesitated
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
followed ^vbd+vprv++xvbn+=followed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
caught ^xvbn+++xvbn+=caught
by ^in++++=by
the ^ati++++=the
usual ^jj+atrb+++=usual
lure ^nn++++=lure
of ^in++++=of
walkers ^nns+nom+++=walkers
that ^tht+rel+obj++=that
it ^pp3+it+++=it
" ^zz++++="might
might ^md+pos+++=EXTRAWORD
prove ^vb+vprv+tht0++=prove
a ^at++++=a
short ^nn++++=short
cut ^vbd+++xvbn+=cut."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
short ^jj++++=short-cut
- ^zz++++=EXTRAWORD
cut ^vb+++xvbn+=EXTRAWORD
snare ^nn++++=snare
is ^vbz+bez+vrb++=is
old ^jj+pred+++=old
as ^in++++=as
human ^jj+atrb+++=human
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
For ^in++++=For
some ^dti++++=some
minutes ^nns++++=minutes
he ^pp3a+pp3+++=he
studied ^vbd+++xvbnx+=studied
the ^ati++++=the
sign ^nn++++=sign-post
- ^zz++++=EXTRAWORD
post ^nn++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
map ^nn++++=map
alternately ^rb++++=alternately.
. ^zz++++=EXTRAWORD
Dusk ^nn++++=Dusk
was ^vbd+bedz+aux++=was
falling ^nvbg+++xvbg+=falling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
knapsack ^nn+++??+=knapsack
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
heavy ^jj++++=heavy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
make ^vb++++=make
the ^ati++++=the
two ^cd++++=two
guides ^nns++++=guides
tally ^nn++++=tally,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
feeling ^jj+++xvbg+=feeling
of ^in++++=of
uncertainty ^nn++++=uncertainty
crept ^vbd+++xvbn+=crept
over ^in++++=over
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
oddly ^rb++++=oddly
baffled ^jj++++=baffled,
, ^zz++++=EXTRAWORD
frustrated ^j+++xvbn+=frustrated.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
thought ^nn+++xvbn+=thought
grew ^vbd+++xvbn+=grew
thick ^jj++++=thick.
. ^zz++++=EXTRAWORD
Decision ^nn++++=Decision
was ^vbd+bedz+vrb++=was
most ^ql+emph+++=most
difficult ^jj++++=difficult.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
muddled ^jj+pred+++=muddled,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+aux++=be
tired ^vpsv++agls+xvbnx+=tired,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^ql++++=as
at ^rb++++=at
length ^rb"++++=length
he ^pp3a+pp3+++=he
chose ^vbd+++xvbnx+=chose
the ^ati++++=the
most ^ql+emph+++=most
likely ^jj+atrb+++=likely
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="Sooner
sooner ^rbr++++=EXTRAWORD
or ^cc+phrs+++=or
later ^rbr+tm+++=later
it ^pp3+it+++=it
will ^md+prd+++=will
bring ^vb++++=bring
me ^pp1o+pp1+++=me
to ^in++++=to
an ^at++++=an
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
the ^ati++++=the
one ^cd1++++=one
I ^pp1a+pp1+++=I
intended ^vbd+vsua++xvbnx+=intended."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
accepted ^vbd+vprv+tht0+xvbnx+=accepted
his ^pp$+pp3+++=his
walker ^nn++++=walker's
's ^$++++=EXTRAWORD
luck ^nn++++=luck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
started ^vbd+++xvbn+=started
briskly ^rb++++=briskly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
arm ^nn++++=arm
read ^vbd+vprv++xvbn+=read,
, ^zz++++=EXTRAWORD
" ^zz++++="Over
over ^in++++=EXTRAWORD
Litacy ^np+++??+=Litacy
Hill ^npl++++=Hill"
" ^zz++++=EXTRAWORD
in ^in++++=in
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
fine ^jj+atrb+++=fine
letters ^nns+nom+++=letters
that ^tht+rel+subj++=that
danced ^vbd+++xvbn+=danced
and ^cc+phrs+++=and
shifted ^vbd+++xvbn+=shifted
every ^at++++=every
time ^nn++++=time
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
name ^nn++++=name
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
discoverable ^jj++++=discoverable
on ^in++++=on
the ^ati++++=the
map ^nn++++=map.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
inviting ^jj+++xvbg+=inviting
like ^in++++=like
the ^ati++++=the
short ^nn++++=short
cut ^vbd+++xvbn+=cut.
. ^zz++++=EXTRAWORD
A ^at++++=A
similar ^jj+atrb+++=similar
impulse ^nn++++=impulse
again ^rb+tm+++=again
directed ^vbd+++xvbn+=directed
his ^pp$+pp3+++=his
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
this ^dt+dem+++=this
time ^nn++++=time
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
more ^rbr++++=more
insistent ^jj++++=insistent,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
urgent ^jj++++=urgent.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
became ^vbd+++xvbnx+=became
aware ^jj++++=aware,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
exceeding ^jj+atrb++xvbg+=exceeding
loneliness ^nns+nom+++=loneliness
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
about ^rb++++=about
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
road ^nn++++=road
for ^in++++=for
a ^at++++=a
hundred ^cd++++=hundred
yards ^nns++++=yards
went ^vbd+++xvbn+=went
straight ^rb+cnj+++=straight,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
curved ^jj++++=curved
like ^in++++=like
a ^at++++=a
white ^jj+atrb+++=white
river ^nn++++=river
running ^vwbg+++xvbg+=running
into ^in++++=into
space ^nn++++=space;
; ^zz++++=EXTRAWORD
the ^ati++++=the
deep ^jj++++=deep
blue ^jj++++=blue-green
- ^zz++++=EXTRAWORD
green ^nn++++=EXTRAWORD
of ^in++++=of
heather ^nn++++=heather
lined ^vbd+++xvbn+=lined
the ^ati++++=the
banks ^nns++++=banks,
, ^zz++++=EXTRAWORD
spreading ^vbg+++xvbg+=spreading
upwards ^rb++++=upwards
through ^in++++=through
the ^ati++++=the
twilight ^nn++++=twilight;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
occasional ^jj+atrb+++=occasional
small ^jj+atrb+++=small
pines ^nns++++=pines
stood ^vbd+++xvbn+=stood
solitary ^jj++++=solitary
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
all ^abn++++=all
unexplained ^jj++++=unexplained.
. ^zz++++=EXTRAWORD
The ^ati++++=The
curious ^jj+atrb+++=curious
adjective ^nn++++=adjective,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
made ^vprf+++xvbn+=made
its ^pp$+it+++=its
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
haunted ^j+++xvbn+=haunted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
So ^ql++++=So
many ^ap++++=many
things ^nns++++=things
that ^tht+rel+obj++=that
afternoon ^nn++++=afternoon
were ^vbd+bed+vrb++=were
similarly ^rb+cnj+++=similarly
unexplained ^jj+pred+++=unexplained:
: ^zz++++=EXTRAWORD
the ^ati++++=the
short ^nn++++=short
cut ^vbd+++xvbn+=cut,
, ^zz++++=EXTRAWORD
the ^ati++++=the
darkened ^jj+atrb++xvbn+=darkened
map ^nn++++=map,
, ^zz++++=EXTRAWORD
the ^ati++++=the
names ^nns++++=names
on ^in++++=on
the ^ati++++=the
sign ^nn++++=sign-post,
- ^zz++++=EXTRAWORD
post ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
own ^ap++++=own
erratic ^jj+atrb+++=erratic
impulses ^nns++++=impulses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
growing ^jj+atrb++xvbg+=growing
strange ^jj+atrb+++=strange
confusion ^nn++++=confusion
that ^tht+rel+subj++=that
crept ^vprf+++xvbn+=crept
upon ^in++++=upon
his ^pp$+pp3+++=his
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
entire ^jjb+atrb+++=entire
country ^nn++++=country-side
- ^zz++++=EXTRAWORD
side ^nn++++=EXTRAWORD
needed ^vwbn+++xvbn+=needed
explanation ^nn+nom+++=explanation,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
perhaps ^rb++++=perhaps
" ^zz++++="interpretation"
interpretation ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
truer ^jjr+atrb+++=truer
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
little ^jj+atrb+++=little
lonely ^jj+atrb+++=lonely
trees ^nns++++=trees
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
see ^vb+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
had ^vb+hv+vrb++=had
he ^pp3a+pp3+++=he
lost ^vbd+++xvbnx+=lost
his ^pp$+pp3+++=his
way ^nn++++=way
so ^rb++++=so
easily ^rb++++=easily?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
suffer ^vb++++=suffer
vague ^jj+atrb+++=vague
impressions ^nns++++=impressions
to ^in++++=to
influence ^nn+nom+++=influence
his ^pp$+pp3+++=his
direction ^nn+nom+++=direction?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
here ^rn+pl+++=here
exactly ^rb++++=exactly
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
why ^wrb+who+whq++=why
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
go ^vb++++=go
now ^rn+tm+++=now
" ^zz++++="over
over ^in++++=EXTRAWORD
Litacy ^np+++??+=Litacy
Hill ^npl++++=Hill"?
" ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
green ^jj+atrb+++=green
field ^nn++++=field
that ^tht+rel+subj++=that
shone ^vbd+++xvbn+=shone
like ^in++++=like
a ^at++++=a
thought ^nn+++xvbn+=thought
of ^in++++=of
daylight ^nn++++=daylight
amid ^in++++=amid
the ^ati++++=the
darkness ^nns+nom+++=darkness
of ^in++++=of
the ^ati++++=the
moor ^npl++++=moor,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
figure ^nn++++=figure
lying ^vwbg+++xvbg+=lying
in ^in++++=in
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
blot ^nn++++=blot
upon ^in++++=upon
the ^ati++++=the
landscape ^nn++++=landscape,
, ^zz++++=EXTRAWORD
a ^at++++=a
mere ^nn++++=mere
huddled ^vbd+++xvbn+=huddled
patch ^nn++++=patch
of ^in++++=of
dirty ^jj+atrb+++=dirty
rags ^nns++++=rags,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
with ^in++++=with
a ^at++++=a
certain ^jj+atrb+++=certain
horrid ^jj+atrb+++=horrid
picturesqueness ^nns+nom+++=picturesqueness
too ^ql++++=too;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
mind ^nn++++=mind
though ^cs+sub+++=though
his ^pp$+pp3+++=his
German ^nn++++=German
was ^vbd+bedz+vrb++=was
of ^in++++=of
the ^ati++++=the
schoolroom ^nn++++=schoolroom
order ^nn++++=order
at ^rb++++=at
once ^rb"+tm+++=once
picked ^vbd+++xvbn+=picked
out ^rp+pl+++=out
the ^ati++++=the
German ^jj+atrb+++=German
equivalents ^nns++++=equivalents
as ^in++++=as
against ^in"++++=against
the ^ati++++=the
English ^nn++++=English.
. ^zz++++=EXTRAWORD
Lump ^nn++++=Lump
and ^cc++++=and
Lumpen ^np+++??+=Lumpen
flashed ^vbd+++xvbn+=flashed
across ^in+pl+++=across
his ^pp$+pp3+++=his
brain ^nn++++=brain
most ^ql+emph+++=most
oddly ^rb++++=oddly.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
seemed ^vbd+seem++xvbnx+=seemed
in ^cs+sub+++=in
that ^cs"++++=that
moment ^nn++++=moment
right ^nn++++=right,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
expressive ^jj++++=expressive,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
like ^in++++=like
onomatopoeic ^jj+atrb+++=onomatopoeic
words ^nns++++=words,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that
were ^vbd+bed+vrb++=were
possible ^jj+pred+++=possible
of ^in++++=of
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
" ^zz++++="rags"
rags ^nns++++=EXTRAWORD
" ^zz++++=EXTRAWORD
nor ^cc++neg++=nor
" ^zz++++="rascal"
rascal ^jj++++=EXTRAWORD
" ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
fitted ^vprf+++xvbnx+=fitted
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adequate ^jj+atrb+++=adequate
description ^nn+nom+++=description
was ^vbd+bedz+vrb++=was
in ^in++++=in
German ^nn++++=German.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
a ^at++++=a
clue ^nn++++=clue
tossed ^vbd+++xvbn+=tossed
up ^rp++++=up
by ^in++++=by
the ^ati++++=the
part ^nn++++=part
of ^in++++=of
him ^pp3o+pp3+++=him
that ^dt+pdem+++=that
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
seems ^vbz+seem+tht0++=seems
he ^pp3a+pp3+++=he
missed ^vbd+++xvbnx+=missed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
next ^ap++++=next
minute ^nn++++=minute
the ^ati++++=the
tramp ^nn++++=tramp
rose ^vbd+++xvbn+=rose
to ^in++++=to
a ^at++++=a
sitting ^jj+atrb++xvbg+=sitting
posture ^nn++++=posture
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
In ^in++++=In
German ^nn++++=German
he ^pp3a+pp3+++=he
asked ^vbd+vsua+tht0+xvbnx+=asked
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Martin ^np++++=Martin,
, ^zz++++=EXTRAWORD
answering ^vbg+++xvbg+=answering
without ^in++++=without
a ^at++++=a
second ^od++++=second's
's ^vbz+bez+vrb++0=EXTRAWORD
hesitation ^nn+nom+++=hesitation,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
also ^rb++++=also
in ^in++++=in
German ^nn++++=German,
, ^zz++++=EXTRAWORD
" ^zz++++="halb
halb ^nn+++??+=EXTRAWORD
sieben ^vbd+++xvbn+=sieben"
" ^zz++++=EXTRAWORD
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
six ^cd++++=six.
. ^zz++++=EXTRAWORD
The ^ati++++=The
instinctive ^jj+atrb+++=instinctive
guess ^nn++++=guess
was ^vbd+bedz+vrb++=was
accurate ^jj+pred+++=accurate.
. ^zz++++=EXTRAWORD
A ^at++++=A
glance ^nn++++=glance
at ^in++++=at
his ^pp$+pp3+++=his
watch ^nn++++=watch
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
a ^at++++=a
moment ^nn++++=moment
later ^rbr+tm+++=later
proved ^vbd+vprv+tht0+xvbn+=proved
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv+tht0+xvbnx+=heard
the ^ati++++=the
man ^nn++++=man
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
covert ^nn+++??+=covert
insolence ^nn+nom+++=insolence
of ^in++++=of
tramps ^nns+++??+=tramps,
, ^zz++++=EXTRAWORD
" ^zz++++="T'ank
t ^zz++++=EXTRAWORD
'ank ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
much ^ap++++=much
opliged ^jj+++xvbn+=opliged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
Martin ^np++++=Martin
had ^vb+hv+aux++=had
not ^xnot++not++=not
shown ^vprf++tht0+xvbn+=shown
his ^pp$+pp3+++=his
watch ^vb++++=watch
another ^dt++++=another
intuition ^nn+nom+++=intuition
subconsciously ^rb++++=subconsciously
obeyed ^vbd+++xvbn+=obeyed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
quickened ^vbd+++xvbnx+=quickened
his ^pp$+pp3+++=his
pace ^nn++++=pace
along ^in++++=along
that ^dt+dem+++=that
lonely ^jj+atrb+++=lonely
road ^nn++++=road,
, ^zz++++=EXTRAWORD
a ^at++++=a
curious ^jj+atrb+++=curious
jumble ^nn++++=jumble
of ^in++++=of
thoughts ^nns++++=thoughts
and ^cc++++=and
feelings ^nns+nom+++=feelings
surging ^nn++++=surging
through ^rp++++=through
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
somehow ^rb++splt++=somehow
known ^vprf++tht0+xvbnx+=known
the ^ati++++=the
question ^nn+nom+++=question
would ^md+prd+++=would
come ^vb++++=come,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
come ^vb++++=come
in ^in++++=in
German ^nn++++=German.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
it ^pp3+it+++=it
flustered ^jj++++=flustered
and ^cc+phrs+++=and
dismayed ^jj+++xvbn+=dismayed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
thing ^nn++++=thing
had ^vb+hv+vrb++=had
also ^rb++++=also
flustered ^jj++++=flustered
and ^cc+phrs+++=and
dismayed ^jj+++xvbn+=dismayed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
queer ^jj+atrb+++=queer
fashion ^nn++++=fashion:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
For ^in++++=For
when ^wrb+who+++=when
the ^ati++++=the
ragged ^jj+atrb+++=ragged
brown ^jj+atrb+++=brown
thing ^nn++++=thing
rose ^vbd+++xvbn+=rose
to ^to++++=to
ask ^vbi++++=ask
the ^ati++++=the
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
a ^at++++=a
part ^nn++++=part
of ^in++++=of
it ^pp3+it+++=it
remained ^vbd+++xvbn+=remained
lying ^vbg+++xvbg+=lying
on ^in++++=on
the ^ati++++=the
grass ^nn++++=grass
another ^ppls++++=another
brown ^np++++=brown,
, ^zz++++=EXTRAWORD
dirty ^jj+atrb+++=dirty
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
two ^cd++++=two
tramps ^nns+++??+=tramps.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
both ^abx++++=both
faces ^nns++++=faces
clearly ^rb++++=clearly.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
untidy ^jj+atrb+++=untidy
beards ^nns+++??+=beards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
below ^in+pl+++=below
the ^ati++++=the
old ^jj+atrb+++=old
slouch ^nn++++=slouch
hats ^nns++++=hats,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
caught ^vbd+++xvbnx+=caught
the ^ati++++=the
look ^nn++++=look
of ^in++++=of
unpleasant ^jj+atrb+++=unpleasant,
, ^zz++++=EXTRAWORD
clever ^jj+atrb+++=clever
faces ^nns++++=faces
that ^tht+rel+++=that
watched ^jj+++xvbn+=watched
him ^pp3o+pp3+++=him
closely ^rb++++=closely
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
second ^od++++=second
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
straight ^jj++++=straight
into ^in++++=into
those ^dt+dem+++=those
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
fail ^vb++++=fail
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbnx+=understood,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
horridly ^jj++++=horridly,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
both ^abx++++=both
faces ^nns++++=faces
were ^vbd+bed+vrb++=were
too ^ql++++=too
sleek ^jj++++=sleek,
, ^zz++++=EXTRAWORD
refined ^j+++xvbn+=refined,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cunning ^nn++++=cunning
for ^in++++=for
those ^dt+dem+++=those
of ^in++++=of
ordinary ^jj+atrb+++=ordinary
tramps ^nns+++??+=tramps.
