There ^ex+pex+++=THERE
died ^vbd+++xvbnx+=died
very ^ql+amp+++=very
unobtrusively ^rb++++=unobtrusively
of ^in++++=of
an ^at++++=an
affection ^nn+nom+++=affection
of ^in++++=of
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
June ^nr++++=June
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
trimming ^nn++++=trimming
her ^pp$+pp3+++=her
rose ^vbd+++xvbn+=rose
trellis ^nn++++=trellis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
lavender ^nn+nom+++=lavender-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
print ^nn++++=print
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
even ^rb++++=even
rumpled ^vbd+++xvbn+=rumpled
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
fell ^vbd+++xvbnx+=fell,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
were ^vbd+bed+vrb++=were
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
her ^pp$+pp3+++=her
little ^ap++++=little
bronze ^jj+atrb+++=bronze
slippers ^nns+nom+++=slippers
visible ^jj++++=visible.
. ^zz++++=EXTRAWORD
" ^zz++++="Isn't
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
dreadful ^jj++++=dreadful,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Philadelphians ^np+++??+=Philadelphians,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
the ^ati++++=the
property ^nn++++=property
should ^md+nec+++=should
go ^vb++++=go
to ^in++++=to
a ^at++++=a
very ^ap+amp+++=very,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
distant ^jj+atrb+++=distant
cousin ^nn++++=cousin
in ^in++++=in
Iowa ^np+++??+=Iowa
or ^cc++++=or
somewhere ^rb++++=somewhere
else ^rb+cnj+++=else
on ^in++++=on
the ^ati++++=the
frontier ^nn+nom+++=frontier,
, ^zz++++=EXTRAWORD
about ^in++++=about
whom ^whp+rel+pied++=whom
nobody ^pn++++=nobody
knows ^vbz+vprv+++=knows
anything ^pn++++=anything
at ^rb++++=at
all ^abn++++=all?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Carew ^np+++??+=Carew
treasures ^nns++++=treasures
were ^vbd+bed+aux++=were
packed ^vpsv++agls+xvbnx+=packed
in ^in++++=in
boxes ^nns++++=boxes
and ^cc++++=and
sent ^vbd+++xvbn+=sent
away ^rb+phrv+++=away
into ^in++++=into
the ^ati++++=the
Iowa ^np+++??+=Iowa
wilderness ^nns+nom+++=wilderness;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Carew ^np+++??+=Carew
traditions ^nns+nom+++=traditions
were ^vbd+bed+aux++=were
preserved ^vpsv++by+xvbnx+=preserved
by ^in++++=by
the ^ati++++=the
Historical ^jj+atrb+++=Historical
Society ^nn++++=Society;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Carew ^np+++??+=Carew
property ^nn++++=property,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
umbrageous ^jj+atrb+++=umbrageous
and ^cc+phrs+++=and
aristocratic ^jj+atrb+++=aristocratic
suburbs ^nns++++=suburbs
of ^in++++=of
Philadelphia ^np++++=Philadelphia,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
rented ^vpsv++agls+xvbnx+=rented
to ^in++++=to
all ^abn++++=all
manner ^nn++++=manner
of ^in++++=of
folk ^nns++++=folk
- ^zz++++=-anybody
anybody ^pn++++=EXTRAWORD
who ^whp+who+++=who
had ^vb+hv+vrb++=had
money ^nn++++=money
enough ^dt++++=enough
to ^to++++=to
pay ^vbi++++=pay
the ^ati++++=the
rental ^jj++++=rental
- ^zz++++=-and
and ^cc++++=EXTRAWORD
society ^nn++++=society
entered ^vbd+++xvbn+=entered
its ^pp$+it+++=its
doors ^nns++++=doors
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
after ^in++++=after
twenty ^cd++++=twenty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
all ^abn++++=all
save ^vb++++=save
the ^ati++++=the
oldest ^jjt++++=oldest
Philadelphians ^np+++??+=Philadelphians
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
Miss ^npt++++=Miss
Lydia ^np++++=Lydia
Carew ^np+++??+=Carew,
, ^zz++++=EXTRAWORD
the ^ati++++=the
very ^ap+amp+++=very,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
distant ^jj+atrb+++=distant
cousin ^nn++++=cousin
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
in ^in++++=in
the ^ati++++=the
prime ^nn++++=prime
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
agreeable ^jj++++=agreeable
and ^cc+phrs+++=and
unassuming ^jj++++=unassuming
that ^cs+sub+++=that
nothing ^pn++++=nothing
could ^md+pos+++=could
be ^vb+be+aux++=be
urged ^vpsv++agls+xvbnx+=urged
against ^in++++=against
him ^pp3o+pp3+++=him
save ^in++++=save
his ^pp$+pp3+++=his
patronymic ^nn++++=patronymic,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
Boggs ^np+++??+=Boggs,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
commend ^vb++++=commend
itself ^ppl++++=itself
to ^in++++=to
the ^ati++++=the
euphemists ^nns+nom+++=euphemists.
. ^zz++++=EXTRAWORD
With ^in++++=With
him ^pp3o+pp3+++=him
were ^vbd+bed+vrb++=were
two ^cd++++=two
maiden ^jjb+atrb+++=maiden
sisters ^nns+nom+++=sisters,
, ^zz++++=EXTRAWORD
ladies ^nns++++=ladies
of ^in++++=of
excellent ^jj+atrb+++=excellent
taste ^nn++++=taste
and ^cc++++=and
manners ^nns+nom+++=manners,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
restored ^vbd+++xvbn+=restored
the ^ati++++=the
Carew ^np+++??+=Carew
china ^np++++=china
to ^in++++=to
its ^pp$+it+++=its
ancient ^jj+atrb+++=ancient
cabinets ^nns++++=cabinets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
replaced ^vbd+++xvbn+=replaced
the ^ati++++=the
Carew ^np+++??+=Carew
pictures ^nns++++=pictures
upon ^in++++=upon
the ^ati++++=the
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
with ^in++++=with
additions ^nns+nom+++=additions
not ^xnot++not++=not
out ^rp+pl+++=out
of ^in++++=of
keeping ^xvbg+++xvbg+=keeping
with ^in++++=with
the ^ati++++=the
elegance ^nn+nom+++=elegance
of ^in++++=of
these ^dt+dem+++=these
heirlooms ^nns++++=heirlooms.
. ^zz++++=EXTRAWORD
Society ^nn++++=Society,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
magnanimity ^nn+nom+++=magnanimity
almost ^rb+hdg+++=almost
dramatic ^jj++++=dramatic,
, ^zz++++=EXTRAWORD
overlooked ^j+++xvbn+=overlooked
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Boggs ^np+++??+=Boggs
- ^zz++++=-and
and ^cc++++=EXTRAWORD
called ^jj+++xvbn+=called.
. ^zz++++=EXTRAWORD
All ^abn++++=All
was ^vbd+bedz+vrb++=was
well ^rb++++=well.
. ^zz++++=EXTRAWORD
At ^rb++++=At
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
to ^in++++=to
an ^at++++=an
outsider ^nn+nom+++=outsider
all ^abn++++=all
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
well ^rb++++=well.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
in ^in++++=in
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
certain ^jj+atrb+++=certain
distress ^nns+nom+++=distress
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
hearts ^nns++++=hearts
of ^in++++=of
the ^ati++++=the
well ^rb++++=well-behaved
- ^zz++++=EXTRAWORD
behaved ^jj+++xvbn+=EXTRAWORD
Misses ^npt++++=Misses
Boggs ^np+++??+=Boggs.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
about ^in++++=about
most ^ql+emph+++=most
unexpectedly ^rb++++=unexpectedly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sisters ^nns+nom+++=sisters
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sitting ^vbg+++xvbgx+=sitting
upstairs ^jjb++++=upstairs,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
grounds ^nns++++=grounds
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
marvelling ^nn+nom+++=marvelling
at ^in++++=at
the ^ati++++=the
violets ^nns+nom+++=violets,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
lifted ^vbd+++xvbn+=lifted
their ^pp$+pp3+++=their
heads ^nns++++=heads
from ^in++++=from
every ^at++++=every
possible ^jj+atrb+++=possible
cranny ^nn+++??+=cranny
about ^in++++=about
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
talking ^vbg+++xvbg+=talking
over ^rb+phrv+++=over
the ^ati++++=the
cordiality ^nn+nom+++=cordiality
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
receiving ^vbg+++xvbgx+=receiving
by ^in++++=by
those ^dt+dem+++=those
upon ^in++++=upon
whom ^whp+rel+pied++=whom
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
no ^at++++=no
claim ^nn++++=claim,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
amiable ^jj+atrb+++=amiable
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
Life ^nn++++=Life
looked ^vbd+++xvbn+=looked
attractive ^jj++++=attractive.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+aux++=had
often ^rb++splt++=often
been ^vprf+ben+vrb+xvbnx+=been
grateful ^jj++++=grateful
to ^to+jcmp+++=to
Miss ^vb++++=Miss
Lydia ^np++++=Lydia
Carew ^np+++??+=Carew
for ^in++++=for
leaving ^xvbg+++xvbg+=leaving
their ^pp$+pp3+++=their
brother ^nn++++=brother
her ^pp3o+pp3+++=her
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
they ^pp3a+pp3+++=they
felt ^vbd+vprv++xvbnx+=felt
even ^rb++++=even
more ^rbr++++=more
grateful ^jj++++=grateful
to ^to+jcmp+++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
them ^pp3o+pp3+++=them
a ^at++++=a
Social ^jj+atrb+++=Social
Position ^nn+nom+++=Position
- ^zz++++=-one,
one ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
even ^rb++++=even
after ^in++++=after
twenty ^cd++++=twenty
years ^nns++++=years
of ^in++++=of
desuetude ^nn++++=desuetude,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
fit ^nn++++=fit
for ^in++++=for
use ^nn++++=use.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
descended ^vbd+++xvbnx+=descended
the ^ati++++=the
stairs ^nns++++=stairs
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
with ^in++++=with
arms ^nns++++=arms
clasped ^vbd+++xvbn+=clasped
about ^rp++++=about
each ^ppls++++=each
other's ^ppls++++=other's
waists ^nn++++=waists,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
so ^ql+emph+++=so
presented ^jj+++xvbn+=presented
a ^at++++=a
placid ^jj+atrb+++=placid
and ^cc+phrs+++=and
pleasing ^jj+atrb++xvbg+=pleasing
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
entered ^vbd+++xvbnx+=entered
their ^pp$+pp3+++=their
drawing ^nvbg+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
intention ^nn+nom+++=intention
of ^in++++=of
brewing ^xvbg+++xvbg+=brewing
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drinking ^nvbg+++xvbg+=drinking
it ^pp3+it+++=it
in ^in++++=in
calm ^nn++++=calm
sociability ^nn+nom+++=sociability
in ^in++++=in
the ^ati++++=the
twilight ^nn++++=twilight.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
they ^pp3a+pp3+++=they
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
room ^nn++++=room
they ^pp3a+pp3+++=they
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
of ^in++++=of
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
a ^at++++=a
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
seated ^vpsv++agls+xvbnx+=seated
at ^rb++++=at
their ^pp$+pp3+++=their
tea ^nn++++=tea-table,
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
regarding ^in++++=regarding
their ^pp$+pp3+++=their
old ^jj+atrb+++=old
Wedgewood ^np+++??+=Wedgewood
with ^in++++=with
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
a ^at++++=a
connoisseur ^nn++++=connoisseur.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
a ^at++++=a
number ^nn++++=number
of ^in++++=of
peculiarities ^nns+nom+++=peculiarities
about ^in++++=about
this ^dt+dem+++=this
intruder ^nn+nom+++=intruder.
. ^zz++++=EXTRAWORD
To ^to++++=To
begin ^vbi++++=begin
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
hatless ^jj+pred+++=hatless,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+vrb++=were
a ^at++++=a
habitu ^nn+++??+=habitu
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
costumed ^jj+pred+++=costumed
in ^in++++=in
a ^at++++=a
prim ^jj++++=prim
lilac ^jj++++=lilac-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
lawn ^nn++++=lawn
of ^in++++=of
the ^ati++++=the
style ^nn++++=style
of ^in++++=of
two ^cd++++=two
decades ^nns++++=decades
past ^jjb++++=past.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
greater ^jjr+atrb+++=greater
peculiarity ^nn+nom+++=peculiarity
was ^vbd+bedz+vrb++=was
the ^ati++++=the
resemblance ^nn+nom+++=resemblance
this ^dt+dem+++=this
lady ^npt++++=lady
bore ^vbd+++xvbn+=bore
to ^in++++=to
a ^at++++=a
faded ^jj+atrb++xvbn+=faded
daguerrotype ^nn+++??+=daguerrotype.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
looked ^vprf+++xvbn+=looked
at ^rb++++=at
one ^cd1++++=one
way ^nn++++=way,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
perfectly ^rb+amp+++=perfectly
discernible ^jj+pred+++=discernible;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
looked ^vprf+++xvbn+=looked
at ^rb++++=at
another ^dt++++=another,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
in ^in++++=in
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
blur ^nn++++=blur.
. ^zz++++=EXTRAWORD
Notwithstanding ^rb+cnj+++=Notwithstanding
this ^dt+dem+++=this
comparative ^jj+atrb+++=comparative
invisibility ^nn+nom+++=invisibility,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exhaled ^vbd+++xvbnx+=exhaled
a ^at++++=a
delicate ^jj+atrb+++=delicate
perfume ^nn++++=perfume
of ^in++++=of
sweet ^jj+atrb+++=sweet
lavender ^nn+nom+++=lavender,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
pleasing ^jj+++xvbg+=pleasing
to ^in++++=to
the ^ati++++=the
nostrils ^nns++++=nostrils
of ^in++++=of
the ^ati++++=the
Misses ^npt++++=Misses
Boggs ^np+++??+=Boggs,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
looking ^vbg+++xvbg+=looking
at ^in++++=at
her ^pp$+pp3+++=her
in ^in++++=in
gentle ^jj+atrb+++=gentle
and ^cc+phrs+++=and
unprotesting ^jj+atrb++xvbg+=unprotesting
surprise ^nn++++=surprise.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Miss ^npt++++=Miss
Prudence ^np+nom+++=Prudence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
younger ^nn++++=younger
of ^in++++=of
the ^ati++++=the
Misses ^npt++++=Misses
Boggs ^np+++??+=Boggs,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
-- ^--+clp+++=--"
" ^zz++++=EXTRAWORD
But ^cc++++=But
at ^in++++=at
this ^dt+dem+++=this
moment ^nn++++=moment
the ^ati++++=the
Daguerrotype ^np+++??+=Daguerrotype
became ^vbd+++xvbn+=became
a ^at++++=a
blur ^nn++++=blur,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Prudence ^np+nom+++=Prudence
found ^vbd+vprv+tht0+xvbn+=found
herself ^ppl+pp3+++=herself
addressing ^vbg+++xvbg+=addressing
space ^nn++++=space.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Misses ^npt++++=Misses
Boggs ^np+++??+=Boggs
were ^vbd+bed+aux++=were
irritated ^vpsv++agls+xvbnx+=irritated.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vb+hv+aux++=had
never ^rb++splt++=never
encountered ^vprf+++xvbnx+=encountered
any ^dti++++=any
mysteries ^nns+nom+++=mysteries
in ^in++++=in
Iowa ^np+++??+=Iowa.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
began ^vbd+++xvbnx+=began
an ^at++++=an
impatient ^jj+atrb+++=impatient
search ^nn++++=search
behind ^in+pl+++=behind
doors ^nns++++=doors
and ^cc++++=and
porti ^nn+++??+=porti
res ^nns+++??+=res,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
under ^in++++=under
sofas ^nns+++??+=sofas,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
absurd ^jj+pred+++=absurd
to ^to++++=to
suppose ^vbi+vprv+++=suppose
that ^tht+vcmp+++=that
a ^at++++=a
lady ^npt++++=lady
recognizing ^vwbg+++xvbg+=recognizing
the ^ati++++=the
merits ^nns++++=merits
of ^in++++=of
the ^ati++++=the
Carew ^np+++??+=Carew
Wedgewood ^np+++??+=Wedgewood
would ^md+prd+++=would
so ^rb++splt++=so
far ^rb+pl+++=far
forget ^vb+vprv+++=forget
herself ^ppl+pp3+++=herself
as ^in++++=as
to ^in++++=to
crawl ^nn++++=crawl
under ^in++++=under
a ^at++++=a
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
up ^rb+phrv+++=up
all ^abn++++=all
hope ^nn++++=hope
of ^in++++=of
discovering ^xvbg+++xvbg+=discovering
the ^ati++++=the
intruder ^nn+nom+++=intruder,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
