As ^ql++++=As
cheek ^nn++++=cheek
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
immense ^jj+atrb+++=immense
swelling ^nn+nom+++=swelling
which ^whp+rel+subj++=which
closed ^vbd+++xvbn+=closed
up ^rp++++=up
one ^cd1++++=one
eye ^nn++++=eye
and ^cc++++=and
hung ^vbd+++xvbn+=hung
down ^rp++++=down
to ^in++++=to
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
in ^in++++=in
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
wrinkly ^jj+atrb+++=wrinkly
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
Isaiah ^np++++=Isaiah
was ^vbd+bedz+vrb++=was
a ^at++++=a
desperate ^jj+atrb+++=desperate
drunkard ^nn++++=drunkard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
of ^in++++=of
a ^at++++=a
philosopher ^nn+nom+++=philosopher
and ^cc++++=and
a ^at++++=a
satirist ^nn+nom+++=satirist.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
taking ^vbg+++xvbgx+=taking
me ^pp1o+pp1+++=me
to ^to++++=to
see ^vbi+vprv+++=see
his ^pp$+pp3+++=his
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
fellow ^jjb++++=fellow-teacher
- ^zz++++=EXTRAWORD
teacher ^nn++++=EXTRAWORD
with ^in++++=with
me ^pp1o+pp1+++=me
in ^in++++=in
a ^at++++=a
village ^nn+nom+++=village
school ^nn++++=school,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
who ^whp+who+++=who
now ^rn+tm+++=now
lay ^jjb+++xvbn+=lay
dying ^jj+++xvbg+=dying
of ^in++++=of
consumption ^nn+nom+++=consumption.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
five ^cd++++=five
hours ^nns++++=hours'
' ^zz++++=EXTRAWORD
travelling ^vbg+nom++xvbg+=travelling,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
done ^vprf+++xvbnx+=done
twenty ^cd++++=twenty
versts ^nns+++??+=versts,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
because ^cs+cos+++=because
the ^ati++++=the
road ^nn++++=road
was ^vbd+bedz+vrb++=was
bad ^jj+pred+++=bad,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
partly ^rb+down+++=partly
because ^cs+cos+++=because
our ^pp$+pp1+++=our
fantastic ^jj+atrb+++=fantastic
steed ^nn++++=steed
was ^vbd+bedz+vrb++=was
a ^at++++=a
cross ^jj++++=cross-grained
- ^zz++++=EXTRAWORD
grained ^jj++++=EXTRAWORD
brute ^jjb++++=brute.
. ^zz++++=EXTRAWORD
Isaiah ^np++++=Isaiah
called ^vbd+++xvbn+=called
it ^pp3+it+++=it
every ^at++++=every
name ^nn++++=name
he ^pp3a+pp3+++=he
could ^md+pos+++=could
lay ^jjb+++xvbn+=lay
his ^pp$+pp3+++=his
tongue ^nn++++=tongue
to ^to++++=to
" ^zz++++="a
a ^at++++=EXTRAWORD
clumsy ^jj++++=clumsy
brute ^jjb++++=brute,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
mortar ^nn++++=mortar,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
mill ^nn++++=mill-stone,"
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
etc ^rb++++=etc.
. ^zz++++=EXTRAWORD
each ^dt++++=each
of ^in++++=of
which ^whp+rel+pied++=which
epithets ^vbz+++??+=epithets
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
express ^nns+nom+++=express
equally ^rb++++=equally
well ^rb++++=well
one ^cd1++++=one
or ^cc++++=or
other ^ap++++=other
of ^in++++=of
the ^ati++++=the
inward ^jjb+atrb+++=inward
or ^cc+phrs+++=or
outward ^jjb+atrb+++=outward
characteristics ^nns++++=characteristics
of ^in++++=of
the ^ati++++=the
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
same ^ap++++=same
way ^nn++++=way
one ^cd1++++=one
comes ^vbz++++=comes
across ^in+ppvb+++=across
at ^rb++++=at
times ^nns++++=times
human ^jj+atrb+++=human
beings ^nns++++=beings
with ^in++++=with
similar ^jj+atrb+++=similar
complex ^jj+atrb+++=complex
characters ^nns+nom+++=characters,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^dt+dem+++=that
whatever ^nn+nom+++=whatever
name ^nn++++=name
one ^cd1++++=one
applies ^vbz++++=applies
to ^in++++=to
them ^pp3o+pp3+++=them
seems ^nns+seem+++=seems
a ^at++++=a
fitting ^jj+atrb++xvbg+=fitting
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
one ^cd1++++=one
word ^nn++++=word
" ^zz++++="man"
man ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
seems ^vbz+seem+++=seems
inapplicable ^jj++++=inapplicable
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Above ^rb++++=Above
us ^pp1o+pp1+++=us
hung ^vbd+++xvbn+=hung
a ^at++++=a
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
grey ^np++++=grey,
, ^zz++++=EXTRAWORD
clouded ^jj+atrb++xvbn+=clouded
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Around ^rp++++=Around
us ^pp1o+pp1+++=us
stretched ^vbd+++xvbn+=stretched
enormous ^jj+atrb+++=enormous
snow ^np++++=snow-covered
- ^zz++++=EXTRAWORD
covered ^jj+atrb++xvbn+=EXTRAWORD
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
dotted ^j+++xvbn+=dotted
with ^in++++=with
black ^jj+atrb+++=black
spaces ^nns++++=spaces,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
where ^wrb+who+whcl++=where
the ^ati++++=the
snow ^nn++++=snow
was ^vbd+bedz+aux++=was
thawing ^vbg+++xvbgx+=thawing.
. ^zz++++=EXTRAWORD
In ^in++++=In
front ^in"++++=front
of ^in"++++=of
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
versts ^nns+++??+=versts
ahead ^rb+cnj+++=ahead,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose
the ^ati++++=the
blue ^jj+atrb+++=blue
hills ^nns++++=hills
of ^in++++=of
the ^ati++++=the
mountain ^nn++++=mountain
range ^nn++++=range
through ^in++++=through
which ^whp+rel+pied++=which
flowed ^vbd+++xvbn+=flowed
the ^ati++++=the
Volga ^np+++??+=Volga.
. ^zz++++=EXTRAWORD
The ^ati++++=The
distant ^jj+atrb+++=distant
hills ^npl++++=hills
looked ^vbd+++xvbn+=looked
low ^jj++++=low
under ^in++++=under
the ^ati++++=the
leaden ^jj+++xvbn+=leaden,
, ^zz++++=EXTRAWORD
lowering ^vbg+++xvbg+=lowering
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
crush ^vbi++++=crush
and ^cc+phrs+++=and
weigh ^vb++++=weigh
them ^pp3o+pp3+++=them
down ^rp++++=down.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^npl++++=river
itself ^ppl++++=itself
was ^vbd+bedz+aux++=was
hidden ^vpsv++agls+xvbnx+=hidden
from ^in++++=from
our ^pp$+pp1+++=our
sight ^nn++++=sight
by ^in++++=by
a ^at++++=a
hedge ^nn++++=hedge
of ^in++++=of
thick ^jj+atrb+++=thick
tangled ^jj+atrb+++=tangled
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
A ^at++++=A
south ^np+pl+++=south
wind ^nn++++=wind
was ^vbd+bedz+aux++=was
blowing ^vbg+++xvbgx+=blowing,
, ^zz++++=EXTRAWORD
covering ^vbg+++xvbg+=covering
the ^ati++++=the
surfaces ^nns++++=surfaces
of ^in++++=of
the ^ati++++=the
little ^jj+atrb+++=little
pools ^nns++++=pools
with ^in++++=with
quivering ^nn++++=quivering
ripples ^vbz++++=ripples;
; ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
seemed ^vbd+seem++xvbn+=seemed
full ^jj++++=full
of ^in++++=of
a ^at++++=a
dull ^jj+atrb+++=dull,
, ^zz++++=EXTRAWORD
heavy ^jj+atrb+++=heavy
moisture ^nn++++=moisture;
; ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
splashed ^vbd+++xvbn+=splashed
under ^in++++=under
the ^ati++++=the
horse ^nn++++=horse's
's ^$++++=EXTRAWORD
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
A ^at++++=A
spirit ^nn++++=spirit
of ^in++++=of
sadness ^nns+nom+++=sadness
seemed ^vbd+seem++xvbn+=seemed
diffused ^vbd+++xvbn+=diffused
over ^in++++=over
everything ^pn++++=everything
visible ^jj++++=visible,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
Nature ^nn++++=Nature
were ^vbd+bed+aux++=were
wearied ^vprf+++xvbn+=wearied
with ^in++++=with
waiting ^xvbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
bright ^jj+atrb+++=bright
sun ^nn++++=sun
of ^in++++=of
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+vrb++=were
dissatisfied ^jj+pred+++=dissatisfied
with ^in++++=with
the ^ati++++=the
long ^jj+atrb+++=long
absence ^nn+nom+++=absence
of ^in++++=of
the ^ati++++=the
warm ^jj+atrb+++=warm
sun ^nn++++=sun-rays,
- ^zz++++=EXTRAWORD
rays ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
without ^in++++=without
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
melancholy ^jj+pred+++=melancholy
and ^cc+phrs+++=and
depressed ^jj+++xvbn+=depressed.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
flood ^nn++++=flood-tide
- ^zz++++=EXTRAWORD
tide ^vb++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
river ^nn++++=river
will ^md+prd+++=will
stop ^vb++++=stop
us ^pp1o+pp1+++=us!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Isaiah ^np++++=Isaiah,
, ^zz++++=EXTRAWORD
jumping ^jj+++xvbg+=jumping
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
coach ^nn++++=coach-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Jakoff
jakoff ^nn+++??+=EXTRAWORD
will ^md+prd+++=will
die ^vb++++=die
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
get ^vb++++=get
there ^rn+pl+++=there;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
our ^pp$+pp1+++=our
journey ^nn++++=journey
will ^md+prd+++=will
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
useless ^jj+atrb+++=useless
torment ^nn+nom+++=torment
of ^in++++=of
the ^ati++++=the
flesh ^nn++++=flesh.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
even ^cs+sub+++=even
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
find ^vb+vprv+++=find
him ^pp3o+pp3+++=him
alive ^jj++++=alive,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
will ^md+prd+++=will
be ^vb+be+vrb++=be
the ^ati++++=the
good ^nn++++=good
of ^in++++=of
it ^pp3+it+++=it
all ^rb++++=all?
? ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
should ^md+nec+++=should
force ^vb++++=force
himself ^ppl+pp3+++=himself
into ^in++++=into
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
the ^ati++++=the
dying ^jj+++xvbg+=dying
at ^rb++++=at
the ^ati++++=the
moment ^nn++++=moment
of ^in++++=of
death ^nn++++=death;
; ^zz++++=EXTRAWORD
the ^ati++++=the
dying ^jj+atrb++xvbg+=dying
person ^nn++++=person
should ^md+nec+++=should
be ^vb+be+aux++=be
left ^vpsv++agls+xvbnx+=left
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+aux++=be
distracted ^vpsv++agls+xvbnx+=distracted
from ^in++++=from
the ^ati++++=the
consideration ^nn+nom+++=consideration
of ^in++++=of
the ^ati++++=the
needs ^nns++++=needs
of ^in++++=of
his ^pp$+pp3+++=his
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
his ^pp$+pp3+++=his
mind ^vb+++??+=mind
turned ^vbd+++xvbn+=turned
from ^in++++=from
the ^ati++++=the
depths ^nns++++=depths
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
heart ^nn++++=heart
to ^in++++=to
the ^ati++++=the
contemplation ^nn+nom+++=contemplation
of ^in++++=of
trifles ^nns++++=trifles.
. ^zz++++=EXTRAWORD
For ^in++++=For
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
alive ^jj+pred+++=alive,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
in ^in++++=in
fact ^nn++++=fact
nothing ^pn++++=nothing
but ^cc++++=but
trifles ^nns++++=trifles
and ^cc++++=and
of ^in++++=of
no ^at++++=no
use ^nn++++=use
to ^to++++=to
one ^cd1++++=one
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
dying.. ^nn+++??+=dying....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true
that ^tht+jcmp+++=that
our ^pp$+pp1+++=our
customs ^nns++++=customs
demand ^vb++++=demand
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
should ^md+nec+++=should
remain ^vb++++=remain
near ^rb++++=near
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
only ^rb+down+++=only
would ^md+prd+++=would
make ^vb++++=make
use ^nn++++=use
of ^in++++=of
the ^ati++++=the
brains ^nns++++=brains
in ^in++++=in
our ^pp$+pp1+++=our
heads ^nns++++=heads
instead ^rb+cnj+++=instead
of ^in++++=of
the ^ati++++=the
brains ^nns++++=brains
in ^in++++=in
our ^pp$+pp1+++=our
heels ^nns++++=heels,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
should ^md+nec+++=should
soon ^rb+tm+splt++=soon
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
this ^dt+dem+++=this
custom ^nn++++=custom
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
neither ^rb++neg++=neither
for ^in++++=for
the ^ati++++=the
living ^jj+++xvbg+=living
nor ^cc++neg++=nor
for ^in++++=for
the ^ati++++=the
dying ^nvbg+++xvbg+=dying,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
an ^at++++=an
extra ^jj+atrb+++=extra
torment ^nn+nom+++=torment
for ^in++++=for
the ^ati++++=the
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
The ^ati++++=The
living ^jj+++xvbg+=living
ought ^md+nec+++=ought
not ^xnot++not++=not
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
death ^nn++++=death,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
waiting ^vbg+++xvbgx+=waiting
somewhere ^rb++++=somewhere
for ^in++++=for
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
bad ^jj+pred+++=bad
for ^in++++=for
them ^pp3o+pp3+++=them
to ^to++++=to
do ^vbi++++=do
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
darkens ^vbz+++??+=darkens
their ^pp$+pp3+++=their
joys ^nns++++=joys.
. ^zz++++=EXTRAWORD
Holloa ^np+++??+=Holloa!
! ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
stock ^nn++++=stock!
! ^zz++++=EXTRAWORD
Move ^vb++++=Move
your ^pp$+pp2+++=your
legs ^nns++++=legs
more ^rbr++++=more
briskly ^rb++++=briskly!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look
alive ^jj++++=alive!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Isaiah ^np++++=Isaiah
spoke ^vbd+++xvbn+=spoke
in ^in++++=in
a ^at++++=a
monotonous ^jj++++=monotonous,
, ^zz++++=EXTRAWORD
thick ^jj+atrb+++=thick,
, ^zz++++=EXTRAWORD
hoarse ^jj+atrb+++=hoarse
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
awkward ^jj+atrb+++=awkward,
, ^zz++++=EXTRAWORD
thin ^jj+atrb+++=thin
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
clumsy ^jj++++=clumsy,
, ^zz++++=EXTRAWORD
ragged ^jj++++=ragged,
, ^zz++++=EXTRAWORD
rusty ^np++++=rusty
armiah ^nn+++??+=armiah,
, ^zz++++=EXTRAWORD
rocked ^j+++xvbn+=rocked
heavily ^rb++++=heavily
backwards ^rb++++=backwards
and ^cc++++=and
forwards ^nns++++=forwards
on ^in++++=on
the ^ati++++=the
coach ^nn++++=coach-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
again ^rb+tm+++=again
he ^pp3a+pp3+++=he
would ^md+prd+++=would
jump ^vb++++=jump
up ^rp++++=up
from ^in++++=from
his ^pp$+pp3+++=his
seat ^nn++++=seat,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
would ^md+prd+++=would
sway ^vb++++=sway
from ^in++++=from
side ^nn++++=side
to ^in++++=to
side ^nn++++=side,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
nod ^vb++++=nod
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
toss ^vb++++=toss
it ^pp3+it+++=it
backwards ^rb++++=backwards.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
broad ^jj++++=broad-brimmed
- ^zz++++=EXTRAWORD
brimmed ^jj+atrb++xvbn+=EXTRAWORD
black ^jj+atrb+++=black
hat ^nn++++=hat
a ^at++++=a
present ^nn++++=present
from ^in++++=from
the ^ati++++=the
priest ^nn++++=priest
was ^vbd+bedz+aux++=was
fastened ^vpsv++agls+xvbnx+=fastened
under ^in++++=under
his ^pp$+pp3+++=his
chin ^nn++++=chin
with ^in++++=with
tapes ^nns++++=tapes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
floating ^jj+atrb++xvbg+=floating
ends ^nns++++=ends
of ^in++++=of
which ^whp+rel+pied++=which
were ^vbd+bed+aux++=were
blown ^vpsv++agls+xvbnx+=blown
into ^in++++=into
his ^pp$+pp3+++=his
face ^nn++++=face
by ^in++++=by
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
With ^in++++=With
his ^pp$+pp3+++=his
hat ^nn++++=hat
slouched ^vbd+++xvbn+=slouched
forward ^rb++++=forward
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
coat ^nn++++=coat-tails
- ^zz++++=EXTRAWORD
tails ^vbz++++=EXTRAWORD
puffed ^vbd+++xvbn+=puffed
out ^rp+pl+++=out
behind ^in+pl+++=behind
by ^in++++=by
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shook ^vbd+++xvbnx+=shook
his ^pp$+pp3+++=his
queer ^jj++++=queer-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+++xvbn+=EXTRAWORD
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
jumped ^vbd+++xvbn+=jumped
and ^cc+phrs+++=and
swore ^vbd+vpub++xvbn+=swore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twisted ^vpsv++agls+xvbn+=twisted
about ^in++++=about
on ^in++++=on
his ^pp$+pp3+++=his
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
how ^wrb+who+++=how
much ^rb++++=much
needless ^jj+atrb+++=needless
trouble ^nn++++=trouble
men ^nns++++=men
