It ^pp3+it+++=It
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Kusum ^np+++??+=Kusum.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me
long ^rb++++=long
ago ^rb++++=ago?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
try ^vb++++=try
many ^ap++++=many
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
always ^rb++++=always
failed ^vbd+++xvbn+=failed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
wretched ^jj+atrb+++=wretched
woman ^nn++++=woman."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
everything ^pn++++=everything
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Kusum ^np+++??+=Kusum
gravely ^rb++++=gravely
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her
story ^nn++++=story
in ^in++++=in
a ^at++++=a
firm ^nn++++=firm
unshaken ^vbd+++xvbn+=unshaken
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waded ^vbd+++xvbnx+=waded
barefooted ^jj++++=barefooted
through ^in++++=through
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
with ^in++++=with
slow ^jj+atrb+++=slow
unflinching ^jj+atrb+++=unflinching
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nobody ^pn++++=nobody
knew ^vbd+vprv++xvbn+=knew
how ^wrb+who+whcl++=how
much ^rb++++=much
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
scorched ^vpsv++agls+xvbnx+=scorched.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
heard ^vbd+vprv++xvbn+=heard
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
Hemanta ^np+++??+=Hemanta
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Kusum ^np+++??+=Kusum
thought ^vbd+++xvbn+=thought
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone,
, ^zz++++=EXTRAWORD
never ^rb++++=never
to ^to++++=to
return ^vbi++++=return
to ^in++++=to
her ^pp$+pp3+++=her
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
strike ^nn++++=strike
her ^pp3o+pp3+++=her
as ^ql++++=as
strange ^jj++++=strange.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
as ^in++++=as
naturally ^rb++++=naturally
as ^ql++++=as
any ^dti++++=any
other ^ap++++=other
incident ^nn++++=incident
of ^in++++=of
everyday ^jjb+atrb+++=everyday
life ^nn++++=life-so
- ^zz++++=EXTRAWORD
so ^ql++++=EXTRAWORD
dry ^vb++++=dry
and ^cc++++=and
apathetic ^jj++++=apathetic
had ^vb+hv+vrb++=had
her ^pp$+pp3+++=her
mind ^nn++++=mind
become ^vb++++=become
during ^in++++=during
the ^ati++++=the
last ^rb++++=last
few ^ap++++=few
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
world ^nn++++=world
and ^cc++++=and
love ^nn++++=love
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
as ^in++++=as
a ^at++++=a
void ^jj++++=void
and ^cc++++=and
make ^vb++++=make-believe
- ^zz++++=EXTRAWORD
believe ^vb+vprv+++=EXTRAWORD
from ^in++++=from
beginning ^xvbg+++xvbg+=beginning
to ^in++++=to
end ^nn++++=end.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
the ^ati++++=the
protestations ^nns+nom+++=protestations
of ^in++++=of
love ^nn++++=love,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
her ^pp$+pp3+++=her
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
in ^in++++=in
days ^nns++++=days
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
to ^in++++=to
her ^pp$+pp3+++=her
lips ^nns++++=lips
a ^at++++=a
dry ^jj++++=dry,
, ^zz++++=EXTRAWORD
hard ^jj+atrb+++=hard,
, ^zz++++=EXTRAWORD
joyless ^jj+atrb+++=joyless
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
sharp ^jj+atrb+++=sharp
cruel ^jj+atrb+++=cruel
knife ^nn++++=knife
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
cut ^vprf+++xvbnx+=cut
through ^rp++++=through
her ^pp3o+pp3+++=her
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
love ^nn++++=love
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
fill ^vbi++++=fill
so ^ql++++=so
much ^ap++++=much
of ^in++++=of
one ^cd1++++=one's
's ^vbz+bez+vrb++0=EXTRAWORD
life ^nn++++=life,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
brought ^vbd+++xvbn+=brought
in ^rb+phrv+++=in
its ^pp$+it+++=its
train ^nn++++=train
such ^abl++++=such
fondness ^nns+nom+++=fondness
and ^cc++++=and
depth ^nn++++=depth
of ^in++++=of
feeling ^xvbg+++xvbg+=feeling,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
even ^rb++++=even
the ^ati++++=the
briefest ^jjt+atrb+++=briefest
separation ^nn+nom+++=separation
so ^rb++++=so
exquisitely ^rb++++=exquisitely
painful ^jj++++=painful
and ^cc++++=and
a ^at++++=a
moment ^nn++++=moment's
's ^$++++=EXTRAWORD
union ^nn++++=union
so ^ql++++=so
intensely ^rb+amp+++=intensely
sweet ^jj++++=sweet,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
boundless ^jj++++=boundless
in ^in++++=in
its ^pp$+it+++=its
extent ^nn++++=extent
and ^cc++++=and
eternal ^jj++++=eternal
in ^in++++=in
its ^pp$+it+++=its
duration ^nn+nom+++=duration,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cessation ^nn+nom+++=cessation
of ^in++++=of
which ^whp+rel+pied++=which
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
imagined ^vpsv++agls+xvbnx+=imagined
even ^rb++++=even
in ^in++++=in
births ^nns++++=births
to ^to++++=to
come ^vbi++++=come
that ^cs+sub+++=that
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
love ^nn++++=love!
! ^zz++++=EXTRAWORD
So ^ql+emph+++=So
feeble ^jj++++=feeble
was ^vbd+bedz+vrb++=was
its ^pp$+it+++=its
support ^nn++++=support!
! ^zz++++=EXTRAWORD
No ^at++++=No
sooner ^rbr++++=sooner
does ^vbz+doz+vrb++=does
the ^ati++++=the
priesthood ^nn+nom+++=priesthood
touch ^nn++++=touch
it ^pp3+it+++=it
than ^in++++=than
your ^pp$+pp2+++=your
" ^zz++++="eternal"
eternal ^jj++++=EXTRAWORD
" ^zz++++=EXTRAWORD
love ^nn++++=love
crumbles ^vbz++++=crumbles
into ^in++++=into
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
dust ^nn++++=dust!
! ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^at++++=a
short ^jj++++=short
while ^cs+sub+++=while
ago ^rb++++=ago
Hemanta ^np+++??+=Hemanta
had ^vbd+hvd+aux++=had
whispered ^vprf+++xvbnx+=whispered
to ^in++++=to
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
night ^nn++++=night!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
same ^ap++++=same
night ^nn++++=night
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
yet ^rb++++=yet
at ^rb++++=at
an ^at++++=an
end ^nn++++=end,
, ^zz++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
yapiya ^nn+++??+=yapiya
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
warbling ^nn+nom+++=warbling,
, ^zz++++=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
