It ^pp3+it+++=It
beauteous ^jj+atrb+++=beauteous
lady ^nn++++=lady
would ^md+prd+++=would
advance ^nn+nom+++=advance,
, ^zz++++=EXTRAWORD
ready ^jj++++=ready
to ^to+jcmp+++=to
become ^vbi++++=become
his ^pp$+pp3+++=his
bride ^nn++++=bride.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
fellow ^jjb+atrb+++=fellow
citizen ^nn++++=citizen
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
present ^nn++++=present
was ^vbd+bedz+vrb++=was
a ^at++++=a
man ^nn++++=man
of ^in++++=of
supersensitive ^jj+atrb+++=supersensitive
feelings ^nns+nom+++=feelings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
moment ^nn++++=moment
when ^wrb+who+++=when
the ^ati++++=the
youth ^nn++++=youth
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
open ^vb++++=open
the ^ati++++=the
door ^nn++++=door
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
fearful ^jj++++=fearful
lest ^cs+sub+++=lest
he ^pp3a+pp3+++=he
should ^md+nec+++=should
behold ^vb++++=behold
a ^at++++=a
horrible ^jj+atrb+++=horrible
spectacle ^nn++++=spectacle
that ^tht+rel+obj++=that
his ^pp$+pp3+++=his
nerves ^nns++++=nerves
failed ^vbd+++xvbn+=failed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
fled ^vbd+++xvbnx+=fled
precipitately ^rb++++=precipitately
from ^in++++=from
the ^ati++++=the
arena ^nn++++=arena,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
mounting ^vbg+++xvbg+=mounting
his ^pp$+pp3+++=his
camel ^nn++++=camel,
, ^zz++++=EXTRAWORD
rode ^j+++xvbn+=rode
homeward ^rb++++=homeward
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could
go ^vb++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
were ^vbd+bed+vrb++=were
all ^abn++++=all
very ^ql+amp+++=very
much ^ap++++=much
interested ^jj++++=interested
in ^in++++=in
the ^ati++++=the
story ^nn++++=story
which ^whp+rel+obj++=which
our ^pp$+pp1+++=our
countryman ^nn+nom+++=countryman
told ^vbd+vpub++xvbn+=told
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
extremely ^rb+amp+++=extremely
sorry ^jj++++=sorry
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
wait ^vb++++=wait
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
affair ^nn++++=affair.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
hoped ^vbd+vprv++xvbn+=hoped,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
weeks ^nns++++=weeks
some ^dti++++=some
traveller ^nn+nom+++=traveller
from ^in++++=from
your ^pp$+pp2+++=your
city ^nn++++=city
would ^md+prd+++=would
come ^vb++++=come
among ^in++++=among
us ^pp1o+pp1+++=us
and ^cc++++=and
bring ^vb++++=bring
us ^pp1o+pp1+++=us
further ^jjb+atrb+++=further
news ^nn++++=news,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
up ^in+cmpx+++=up
to ^in"++++=to
that ^dt+dem+++=that
day ^nn++++=day
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
left ^vbd+++xvbn+=left
our ^pp$+pp1+++=our
country ^nn++++=country
no ^at++++=no
such ^abl++++=such
traveller ^nn+nom+++=traveller
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
determined ^vpsv++agls+xvbnx+=determined
that ^tht+vcmp+++=that
the ^ati++++=the
only ^ap+down+++=only
thing ^nn++++=thing
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done
was ^vbd+bedz+aux++=was
to ^to++++=to
send ^vbi++++=send
a ^at++++=a
deputation ^nn+nom+++=deputation
to ^in++++=to
this ^dt+dem+++=this
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
ask ^vbi++++=ask
the ^ati++++=the
question ^nn+nom+++=question:
: ^zz++++=EXTRAWORD
' ^zz++++='Which
which ^whp+who+++=EXTRAWORD
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
open ^jj+atrb+++=open
door ^nn++++=door,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lady ^nn++++=lady
or ^cc++++=or
the ^ati++++=the
tiger? ^nn+++??+=tiger?'"
'" ^nn+++??+=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
high ^jj+atrb+++=high
officer ^nn++++=officer
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
the ^ati++++=the
mission ^nn++++=mission
of ^in++++=of
this ^dt+dem+++=this
most ^ql+emph+++=most
respectable ^jj+atrb+++=respectable
deputation ^nn+nom+++=deputation,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
led ^vbd+++xvbnx+=led
the ^ati++++=the
five ^cd++++=five
strangers ^nns+nom+++=strangers
into ^in++++=into
an ^at++++=an
inner ^jjb+atrb+++=inner
room ^nn++++=room,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
seated ^vpsv++agls+xvbnx+=seated
upon ^in++++=upon
soft ^jj+atrb+++=soft
cushions ^nns++++=cushions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered
coffee ^nn++++=coffee,
, ^zz++++=EXTRAWORD
pipes ^nns++++=pipes,
, ^zz++++=EXTRAWORD
sherbet ^nn+++??+=sherbet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
semi ^nn+++??+=semi-barbaric
- ^zz++++=EXTRAWORD
barbaric ^jj+atrb+++=EXTRAWORD
refreshments ^nns+nom+++=refreshments
to ^to++++=to
be ^vbi+vbi+aux++=be
served ^vpsv++agls+xvbnx+=served
to ^in++++=to
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
his ^pp$+pp3+++=his
seat ^nn++++=seat
before ^in++++=before
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thus ^rb+cnj+++=thus
addressed ^vbd+++xvbn+=addressed
the ^ati++++=the
visitors ^nns++++=visitors.
. ^zz++++=EXTRAWORD
" ^zz++++="Most
most ^ql+emph+++=EXTRAWORD
noble ^jj+atrb+++=noble
strangers ^nns+nom+++=strangers,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
answering ^xvbg+++xvbg+=answering
the ^ati++++=the
question ^nn+nom+++=question
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
so ^ql++++=so
far ^rb+pl+++=far
to ^to++++=to
ask ^vbi++++=ask,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
relate ^vb++++=relate
to ^in++++=to
you ^pp2+pp2+++=you
an ^at++++=an
incident ^nn++++=incident
which ^whp+rel+subj++=which
occurred ^vprf+++xvbn+=occurred
not ^xnot++not++=not
very ^ql+amp+++=very
long ^rb++++=long
after ^in++++=after
that ^dt+dem+++=that
to ^to++++=to
which ^whp+who+++=which
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
referred ^vprf+++xvbnx+=referred.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
well ^rb++++=well
known ^vbd+vprv++xvbn+=known
in ^in++++=in
all ^abn++++=all
regions ^nns++++=regions
hereabout ^nn+++??+=hereabout
that ^tht+rel+obj++=that
our ^pp$+pp1+++=our
great ^jj+atrb+++=great
king ^npt++++=king
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
fond ^jj++++=fond
of ^in++++=of
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
beautiful ^jj+atrb+++=beautiful
women ^nns++++=women
about ^in++++=about
his ^pp$+pp3+++=his
court ^nn++++=court.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
ladies ^nns++++=ladies
in ^in++++=in
waiting ^xvbg+++xvbg+=waiting
upon ^in++++=upon
the ^ati++++=the
queen ^nn++++=queen
and ^cc++++=and
royal ^jj+atrb+++=royal
family ^nn++++=family
are ^vb+ber+vrb++=are
most ^ql+emph+++=most
lovely ^jj+atrb+++=lovely
maidens ^nns++++=maidens,
, ^zz++++=EXTRAWORD
brought ^j+++xvbn+=brought
here ^rn+pl+++=here
from ^in++++=from
every ^at++++=every
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
kingdom ^nn+nom+++=kingdom.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fame ^nn++++=fame
of ^in++++=of
this ^dt+dem+++=this
concourse ^nn++++=concourse
of ^in++++=of
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
unequalled ^j+++xvbn+=unequalled
in ^in++++=in
any ^dti++++=any
other ^ap++++=other
royal ^jj+atrb+++=royal
court ^nn++++=court,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
spread ^vprf+++xvbnx+=spread
far ^rb+pl+++=far
and ^cc++++=and
wide ^jj++++=wide,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+aux++=had
it ^pp3+it+++=it
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
for ^in++++=for
the ^ati++++=the
equally ^rb++++=equally
wide ^jj+atrb+++=wide
spread ^nn+++xvbn+=spread
fame ^nn++++=fame
of ^in++++=of
the ^ati++++=the
systems ^nns++++=systems
of ^in++++=of
impetuous ^jj+atrb+++=impetuous
justice ^npt++++=justice
adopted ^vwbn+++xvbn+=adopted
by ^in++++=by
our ^pp$+pp1+++=our
king ^nn++++=king,
, ^zz++++=EXTRAWORD
many ^ap++++=many
foreigners ^nns+nom+++=foreigners
would ^md+prd+++=would
doubtless ^rb++++=doubtless
have ^vb+hv+aux++=have
visited ^vprf+++xvbnx+=visited
our ^pp$+pp1+++=our
court ^nn++++=court."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
not ^xnot++not++=not
very ^ql+amp+++=very
long ^rb++++=long
ago ^rb++++=ago
there ^ex+pex+++=there
arrived ^vbd+++xvbn+=arrived
here ^rn+pl+++=here
from ^in++++=from
a ^at++++=a
distant ^jj+atrb+++=distant
land ^nn++++=land
a ^at++++=a
prince ^nn++++=prince
of ^in++++=of
distinguished ^jj+atrb++xvbn+=distinguished
appearance ^nn+nom+++=appearance
and ^cc++++=and
undoubted ^jj+atrb+++=undoubted
rank ^nn++++=rank.
. ^zz++++=EXTRAWORD
To ^in++++=To
such ^abl++++=such
a ^at++++=a
one ^pn++++=one,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
a ^at++++=a
royal ^jj+atrb+++=royal
audience ^nn+nom+++=audience
was ^vbd+bedz+aux++=was
granted ^vpsv++agls+xvbnx+=granted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
king ^npt++++=king
met ^vbd+++xvbn+=met
him ^pp3o+pp3+++=him
very ^ql+amp+++=very
graciously ^rb+cnj+++=graciously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
begged ^vbd+++xvbn+=begged
him ^pp3o+pp3+++=him
to ^to++++=to
make ^vbi++++=make
known ^vbn+vprv++xvbn+=known
the ^ati++++=the
object ^nn++++=object
of ^in++++=of
his ^pp$+pp3+++=his
visit ^nn++++=visit.
. ^zz++++=EXTRAWORD
Thereupon ^rb++++=Thereupon
the ^ati++++=the
prince ^npt++++=prince
informed ^vbd+vpub++xvbn+=informed
his ^pp$+pp3+++=his
Royal ^jj+atrb+++=Royal
Highness ^nns+nom+++=Highness
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
heard ^vprf+++xvbn+=heard
of ^in++++=of
the ^ati++++=the
superior ^jj+atrb+++=superior
beauty ^nn++++=beauty
of ^in++++=of
the ^ati++++=the
ladies ^nns++++=ladies
of ^in++++=of
his ^pp$+pp3+++=his
court ^nn++++=court,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^to++++=to
ask ^vbi++++=ask
permission ^nn++++=permission
to ^to+ncmp+++=to
make ^vbi++++=make
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
his ^pp$+pp3+++=his
wife ^nn++++=wife."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
our ^pp$+pp1+++=our
king ^npt++++=king
heard ^vbd+vprv++xvbn+=heard
this ^dt+dem+++=this
bold ^jj+atrb+++=bold
announcement ^nn+nom+++=announcement,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^nn++++=face
reddened ^vbd+++xvbn+=reddened,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
uneasily ^rb++++=uneasily
on ^in++++=on
his ^pp$+pp3+++=his
throne ^nn++++=throne,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
in ^in++++=in
dread ^nn++++=dread
lest ^cs+sub+++=lest
some ^dti++++=some
quick ^jj+atrb+++=quick
words ^nns++++=words
of ^in++++=of
furious ^jj+atrb+++=furious
condemnation ^nn+nom+++=condemnation
should ^md+nec+++=should
leap ^vb++++=leap
from ^in++++=from
out ^rp+pl+++=out
his ^pp$+pp3+++=his
quivering ^jj+atrb++xvbg+=quivering
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
by ^in++++=by
a ^at++++=a
mighty ^jj+atrb+++=mighty
effort ^nn++++=effort
he ^pp3a+pp3+++=he
controlled ^vbd+++xvbnx+=controlled
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
a ^at++++=a
moment ^nn++++=moment's
's ^$++++=EXTRAWORD
silence ^nn+nom+++=silence
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
to ^in++++=to
the ^ati++++=the
prince ^nn++++=prince
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
' ^zz++++='Your
your ^pp$+pp2+++=EXTRAWORD
request ^nn++++=request
is ^vbz+bez+aux++=is
granted ^vpsv++agls+xvbnx+=granted.
. ^zz++++=EXTRAWORD
Tomorrow ^nr+tm+++=Tomorrow
at ^in++++=at
noon ^nn++++=noon
you ^pp2+pp2+++=you
shall ^md+prd+++=shall
wed ^vb+++xvbn+=wed
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
fairest ^jjt+atrb+++=fairest
damsels ^nns+++??+=damsels
of ^in++++=of
our ^pp$+pp1+++=our
court ^nn++++=court.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
turning ^nvbg+++xvbg+=turning
to ^in++++=to
his ^pp$+pp3+++=his
officers ^nns+nom+++=officers
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
' ^zz++++='Give
give ^vb++++=EXTRAWORD
orders ^vb++++=orders
that ^tht+vcmp+obj++=that
everything ^pn++++=everything
be ^vb+be+aux++=be
prepared ^vpsv++agls+xvbnx+=prepared
for ^in++++=for
a ^at++++=a
wedding ^nn++++=wedding
in ^in++++=in
the ^ati++++=the
palace ^nn++++=palace
at ^rb++++=at
high ^jj+atrb+++=high
noon ^nn++++=noon
tomorrow ^nr+tm+++=tomorrow.
. ^zz++++=EXTRAWORD
Convey ^vb++++=Convey
this ^dt+dem+++=this
royal ^jj+atrb+++=royal
prince ^npt++++=prince
to ^in++++=to
suitable ^jj+atrb+++=suitable
apartments ^nns+nom+++=apartments.
. ^zz++++=EXTRAWORD
Send ^vb++++=Send
to ^in++++=to
him ^pp3o+pp3+++=him
tailors ^nns++++=tailors,
, ^zz++++=EXTRAWORD
bootmakers ^nns+nom+++=bootmakers,
, ^zz++++=EXTRAWORD
hatters ^nns+nom+++=hatters,
, ^zz++++=EXTRAWORD
jewellers ^nns+nom+++=jewellers,
, ^zz++++=EXTRAWORD
armorers ^nns+nom+++=armorers,
, ^zz++++=EXTRAWORD
men ^nns++++=men
of ^in++++=of
every ^at++++=every
craft ^nn++++=craft
whose ^whp+rel+obj++=whose
services ^nns++++=services
he ^pp3a+pp3+++=he
may ^md+pos+++=may
need ^vb++++=need.
. ^zz++++=EXTRAWORD
Whatever ^nn+nom+++=Whatever
he ^pp3a+pp3+++=he
asks ^vbz++++=asks,
, ^zz++++=EXTRAWORD
provide ^vb+vsua+++=provide.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
let ^vb+++xvbn+=let
all ^abn++++=all
be ^vb+be+vrb++=be
ready ^jj+pred+++=ready
for ^in++++=for
the ^ati++++=the
ceremony ^nn++++=ceremony
tomorrow. ^nn+++??+=tomorrow.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="
' ^zz++++='But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
Majesty ^nn++++=Majesty,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
the ^ati++++=the
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
' ^zz++++='before
before ^cs+sub+++=EXTRAWORD
we ^pp1a+pp1+++=we
make ^vb++++=make
these ^dt+dem+++=these
preparations ^nns+nom+++=preparations,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^in++++=like
- ^zz++++=-'
' ^zz++++=EXTRAWORD
" ^zz++++="
' ^zz++++='Say
say ^vb+vpub+++=EXTRAWORD
no ^at++++=no
more ^ql++++=more!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
the ^ati++++=the
king ^nn++++=king.
. ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
royal ^jj+atrb+++=royal
orders ^nns++++=orders
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
given ^vpsv++agls+xvbnx+=given,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
more ^ql++++=more
is ^vbz+bez+aux++=is
needed ^vpsv++agls+xvbnx+=needed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
said ^vpsv++agls+xvbnx+=said.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
asked ^vbd+vsua++xvbn+=asked
a ^at++++=a
boon ^nn++++=boon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
granted ^vbd+vsua+tht0+xvbnx+=granted
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
hear ^vb+vprv+++=hear
no ^at++++=no
more ^rbr++++=more
on ^in++++=on
the ^ati++++=the
subject ^nn++++=subject.
. ^zz++++=EXTRAWORD
Farewell ^nn++++=Farewell,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
tomorrow ^nr+tm+++=tomorrow
noon. ^nn+++??+=noon.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
this ^dt+dem+++=this
the ^ati++++=the
king ^nn++++=king
arose ^vbd+++xvbn+=arose
and ^cc+phrs+++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
audience ^nn+nom+++=audience
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
prince ^nn++++=prince
was ^vbd+bedz+aux++=was
hurried ^vpsv++agls+xvbnx+=hurried
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
apartments ^nns+nom+++=apartments
selected ^vwbn+++xvbn+=selected
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
came ^vbd+++xvbn+=came
to ^in++++=to
him ^pp3o+pp3+++=him
tailors ^nns++++=tailors,
, ^zz++++=EXTRAWORD
hatters ^nns+nom+++=hatters,
, ^zz++++=EXTRAWORD
jewellers ^nns+nom+++=jewellers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
one ^cd1++++=one
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
needed ^vpsv++agls+xvbnx+=needed
to ^to+vcmp+++=to
fit ^vbi++++=fit
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
in ^in++++=in
grand ^jj+atrb+++=grand
attire ^nn++++=attire
for ^in++++=for
the ^ati++++=the
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
mind ^nn++++=mind
of ^in++++=of
the ^ati++++=the
prince ^nn++++=prince
was ^vbd+bedz+vrb++=was
much ^ap++++=much
troubled ^jj+++xvbn+=troubled
and ^cc+phrs+++=and
perplexed ^jj+++xvbn+=perplexed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
understand ^vb+vprv+++=understand,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
attendants ^nns+nom+++=attendants,
, ^zz++++=EXTRAWORD
' ^zz++++='this
this ^dt+dem+++=EXTRAWORD
precipitancy ^nn+++??+=precipitancy
of ^in++++=of
action ^nn++++=action.
. ^zz++++=EXTRAWORD
When ^wrb+who+whq++=When
am ^vb+bem+vrb++=am
