A ^at++++=A
which ^whp+rel+pied++=which
long ^jj++++=long
and ^cc+phrs+++=and
remote ^jj++++=remote
travel ^vb++++=travel
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
an ^at++++=an
outlandish ^jj+atrb+++=outlandish
aspect ^nn++++=aspect
was ^vbd+bedz+aux++=was
entering ^vbg+++xvbgx+=entering
a ^at++++=a
village ^nn+nom+++=village
not ^xnot++not++=not
in ^in++++=in
" ^zz++++="fa
fa ^nn++++=EXTRAWORD
ry ^nn++++=ry
londe ^nn+++??+=londe,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=but
within ^in++++=within
our ^pp$+pp1+++=our
own ^ap++++=own
familiar ^jj+atrb+++=familiar
boundaries ^nns++++=boundaries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
staff ^nn++++=staff
on ^in++++=on
which ^whp+rel+pied++=which
this ^dt+dem+++=this
traveller ^nn+nom+++=traveller
leaned ^vbd+++xvbn+=leaned
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
his ^pp$+pp3+++=his
companion ^nn++++=companion
from ^in++++=from
the ^ati++++=the
spot ^nn++++=spot
where ^wrb+who+++=where
it ^pp3+it+++=it
grew ^vbd+++xvbn+=grew
in ^in++++=in
the ^ati++++=the
jungles ^nns+++??+=jungles
of ^in++++=of
Hindostan ^np+nom++??+=Hindostan;
; ^zz++++=EXTRAWORD
the ^ati++++=the
hat ^nn++++=hat
that ^tht+rel+++=that
overshadowed ^jj+++xvbn+=overshadowed
his ^pp$+pp3+++=his
sombre ^jj+atrb+++=sombre
brow ^nn++++=brow,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
shielded ^vprf+++xvbnx+=shielded
him ^pp3o+pp3+++=him
from ^in++++=from
the ^ati++++=the
suns ^nns+++??+=suns
of ^in++++=of
Spain ^np++++=Spain;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
blackened ^jj++++=blackened
by ^in++++=by
the ^ati++++=the
red ^jj++++=red-hot
- ^zz++++=EXTRAWORD
hot ^jj+atrb+++=EXTRAWORD
wind ^nn++++=wind
of ^in++++=of
an ^at++++=an
Arabian ^jj+atrb+++=Arabian
desert ^nn++++=desert
and ^cc++++=and
had ^vbd+hvd+aux++=had
felt ^vprf+++xvbnx+=felt
the ^ati++++=the
frozen ^jj+atrb++xvbn+=frozen
breath ^nn++++=breath
of ^in++++=of
an ^at++++=an
Arctic ^jj+atrb+++=Arctic
region ^nn++++=region.
. ^zz++++=EXTRAWORD
Long ^rb++++=Long
sojourning ^jj+++xvbg+=sojourning
amid ^in++++=amid
wild ^jj+atrb+++=wild
and ^cc+phrs+++=and
dangerous ^jj+atrb+++=dangerous
men ^nns++++=men,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
still ^rb++++=still
wore ^vbd+++xvbn+=wore
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
vest ^nn++++=vest
the ^ati++++=the
ataghan ^nn++++=ataghan
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
struck ^vprf+++xvbnx+=struck
into ^in++++=into
the ^ati++++=the
throat ^nn++++=throat
of ^in++++=of
a ^at++++=a
Turkish ^jj+atrb+++=Turkish
robber ^nn++++=robber.
. ^zz++++=EXTRAWORD
In ^in++++=In
every ^at++++=every
foreign ^jj+atrb+++=foreign
clime ^nn++++=clime
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
something ^pn++++=something
of ^in++++=of
his ^pp$+pp3+++=his
New ^jj+atrb+++=New
England ^np++++=England
characteristics ^nns++++=characteristics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
from ^in++++=from
every ^at++++=every
people ^nn++++=people
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
unconsciously ^rb++splt++=unconsciously
borrowed ^vprf+++xvbnx+=borrowed
a ^at++++=a
new ^jj+atrb+++=new
peculiarity ^nn+nom+++=peculiarity;
; ^zz++++=EXTRAWORD
so ^ql++++=so
that ^dt+pdem+++=that
when ^wrb+who+++=when
the ^ati++++=the
world ^nn++++=world-wanderer
- ^zz++++=EXTRAWORD
wanderer ^jjr++++=EXTRAWORD
again ^rb+tm+++=again
trod ^vbd+++xvbn+=trod
the ^ati++++=the
street ^nn++++=street
of ^in++++=of
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
village ^nn+nom+++=village
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
no ^at++++=no
wonder ^vb++++=wonder
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
unrecognized ^jj++++=unrecognized,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
exciting ^jj++++=exciting
the ^ati++++=the
gaze ^nn++++=gaze
and ^cc++++=and
curiosity ^nn+nom+++=curiosity
of ^in++++=of
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
as ^ql++++=as
his ^pp$+pp3+++=his
arm ^nn++++=arm
casually ^rb++++=casually
touched ^vprf+++xvbn+=touched
that ^dt+dem+++=that
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
woman ^nn++++=woman
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
wending ^vbg+++xvbgx+=wending
her ^pp3o+pp3+++=her
way ^nn++++=way
to ^in++++=to
an ^at++++=an
evening ^nn++++=evening
lecture ^nn++++=lecture,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
started ^vbd+++xvbnx+=started
and ^cc++++=and
almost ^rb+hdg+++=almost
uttered ^vbd+++xvbn+=uttered
a ^at++++=a
cry ^nn++++=cry.
. ^zz++++=EXTRAWORD
" ^zz++++="Ralph
ralph ^np++++=EXTRAWORD
Cranfield ^np+++??+=Cranfield!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
name ^nn++++=name
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
half ^abn++++=half
articulated ^jj+++xvbn+=articulated.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
that ^dt+pdem+++=that
be ^vb+be+vrb++=be
my ^pp$+pp1+++=my
old ^jj+atrb+++=old
playmate ^nn+nom+++=playmate
Faith ^nn++++=Faith
Egerton ^np++++=Egerton?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
the ^ati++++=the
traveller ^nn+nom+++=traveller,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
round ^rb++++=round
at ^rb++++=at
her ^pp3o+pp3+++=her
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
pausing ^nn++++=pausing.
. ^zz++++=EXTRAWORD
Ralph ^np++++=Ralph
Cranfield ^np+++??+=Cranfield
from ^in++++=from
his ^pp$+pp3+++=his
youth ^nn++++=youth
upward ^jjb++++=upward
had ^vbd+hvd+aux++=had
felt ^vprf++tht0+xvbnx+=felt
himself ^ppl+pp3+++=himself
marked ^vbd+++xvbn+=marked
out ^rb+phrv+++=out
for ^in+ppvb+++=for
a ^at++++=a
high ^jj+atrb+++=high
destiny ^nn++++=destiny.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
imbibed ^vprf+++xvbnx+=imbibed
the ^ati++++=the
idea ^nn++++=idea
we ^pp1a+pp1+++=we
say ^vb+vpub+++=say
not ^xnot++not++=not
whether ^cs+who+++=whether
it ^pp3+it+++=it
were ^vbd+bed+aux++=were
revealed ^vpsv++agls+xvbnx+=revealed
to ^in++++=to
him ^pp3o+pp3+++=him
by ^in++++=by
witchcraft ^nn+++??+=witchcraft
or ^cc++++=or
in ^in++++=in
a ^at++++=a
dream ^nn++++=dream
of ^in++++=of
prophecy ^nn++++=prophecy,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
brooding ^nn++++=brooding
fancy ^jj++++=fancy
had ^vbd+hvd+aux++=had
palmed ^vprf+++xvbnx+=palmed
its ^pp$+it+++=its
own ^ap++++=own
dictates ^nns+nom+++=dictates
upon ^in++++=upon
him ^pp3o+pp3+++=him
as ^in++++=as
the ^ati++++=the
oracles ^nns+++??+=oracles
of ^in++++=of
a ^at++++=a
sybil ^np++++=sybil,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
imbibed ^vprf+++xvbnx+=imbibed
the ^ati++++=the
idea ^nn++++=idea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it
firmest ^jjt++++=firmest
among ^in++++=among
his ^pp$+pp3+++=his
articles ^nns++++=articles
of ^in++++=of
faith ^nn++++=faith
that ^tht+rel+++=that
three ^cd++++=three
marvellous ^jj+atrb+++=marvellous
events ^nns++++=events
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi+vbi+aux++=be
confirmed ^vpsv++agls+xvbnx+=confirmed
to ^in++++=to
him ^pp3o+pp3+++=him
by ^in++++=by
three ^cd++++=three
signs ^nns++++=signs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^rb++++=first
of ^in++++=of
these ^dt+dem+++=these
three ^cd++++=three
fatalities ^nns+nom+++=fatalities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
the ^ati++++=the
one ^pn++++=one
on ^in++++=on
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
youthful ^jj+atrb+++=youthful
imagination ^nn+nom+++=imagination
had ^vbd+hvd+aux++=had
dwelt ^vprf+++xvbnx+=dwelt
most ^ql+emph+++=most
fondly ^jj++++=fondly,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
discovery ^nn+nom+++=discovery
of ^in++++=of
the ^ati++++=the
maid ^nn++++=maid
who ^whp+rel+obj++=who
alone ^rb++++=alone
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
maids ^nns++++=maids
on ^in++++=on
earth ^nn++++=earth
could ^md+pos+++=could
make ^vb++++=make
him ^pp3o+pp3+++=him
happy ^jj++++=happy
by ^in++++=by
her ^pp$+pp3+++=her
love ^nn++++=love.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
to ^to++++=to
roam ^vbi++++=roam
around ^rp++++=around
the ^ati++++=the
world ^nn++++=world
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
should ^md+nec+++=should
meet ^vb++++=meet
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
woman ^nn++++=woman
wearing ^vwbg+++xvbg+=wearing
on ^rp++++=on
her ^pp3o+pp3+++=her
bosom ^nn++++=bosom
a ^at++++=a
jewel ^nn++++=jewel
in ^in++++=in
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
a ^at++++=a
heart ^nn++++=heart
whether ^cs+who+++=whether
of ^in++++=of
pearl ^nn++++=pearl
or ^cc++++=or
ruby ^np++++=ruby
or ^cc++++=or
emerald ^nn++++=emerald
or ^cc++++=or
carbuncle ^nn+++??+=carbuncle
or ^cc++++=or
a ^at++++=a
changeful ^jj++++=changeful
opal ^jj++++=opal,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perhaps ^rb++++=perhaps
a ^at++++=a
priceless ^jj+atrb+++=priceless
diamond ^nn++++=diamond,
, ^zz++++=EXTRAWORD
Ralph ^np++++=Ralph
Cranfield ^np+++??+=Cranfield
little ^ap++++=little
cared ^jj+++xvbn+=cared,
, ^zz++++=EXTRAWORD
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
a ^at++++=a
heart ^nn++++=heart
of ^in++++=of
one ^cd1++++=one
peculiar ^jj+atrb+++=peculiar
shape ^nn++++=shape.
. ^zz++++=EXTRAWORD
On ^in++++=On
encountering ^xvbg+++xvbg+=encountering
this ^dt+dem+++=this
lovely ^jj++++=lovely
stranger ^jjr++++=stranger
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
address ^nns+nom+++=address
her ^pp3o+pp3+++=her
thus ^rb+cnj+++=thus:
: ^zz++++=EXTRAWORD
" ^zz++++="Maiden,
maiden ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
you ^pp2+pp2+++=you
a ^at++++=a
heavy ^jj+atrb+++=heavy
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
I ^pp1a+pp1+++=I
rest ^nn++++=rest
its ^pp$+it+++=its
weight ^nn++++=weight
on ^in++++=on
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
fated ^jj+atrb+++=fated
bride ^nn++++=bride
if ^cs+cnd+++=if
their ^pp$+pp3+++=their
kindred ^nn++++=kindred
souls ^nns++++=souls
were ^vbd+bed+aux++=were
destined ^vpsv++agls+xvbnx+=destined
to ^in++++=to
form ^nn++++=form
a ^at++++=a
union ^nn++++=union
here ^rn+pl+++=here
below ^in+pl+++=below
which ^whp+rel+pied++=which
all ^abn++++=all
eternity ^nn+nom+++=eternity
should ^md+nec+++=should
only ^rb+down+splt++=only
bind ^vb++++=bind
more ^rbr++++=more
closely ^rb++++=closely
she ^pp3a+pp3+++=she
would ^md+prd+++=would
reply ^vb++++=reply,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
finger ^nn++++=finger
on ^in++++=on
the ^ati++++=the
heart ^nn++++=heart-shaped
- ^zz++++=EXTRAWORD
shaped ^jj+atrb++xvbn+=EXTRAWORD
jewel ^nn++++=jewel,
, ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
token ^nn++++=token
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
worn ^vprf+++xvbnx+=worn
so ^pn++++=so
long ^rb++++=long
is ^vbz+bez+vrb++=is
the ^ati++++=the
assurance ^nn+nom+++=assurance
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
may ^md+pos+++=may."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And,
, ^zz++++=EXTRAWORD
secondly ^rb+cnj+++=secondly,
, ^zz++++=EXTRAWORD
Ralph ^np++++=Ralph
Cranfield ^np+++??+=Cranfield
had ^vb+hv+vrb++=had
a ^at++++=a
firm ^jj+atrb+++=firm
belief ^nn++++=belief
that ^tht+ncmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
mighty ^ql++++=mighty
treasure ^vb++++=treasure
hidden ^vbd+++xvbn+=hidden
somewhere ^rb++++=somewhere
in ^in++++=in
the ^ati++++=the
earth ^nn++++=earth
of ^in++++=of
which ^whp+rel+pied++=which
the ^ati++++=the
burial ^nn++++=burial-place
- ^zz++++=EXTRAWORD
place ^nn++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+aux++=be
revealed ^vpsv++agls+xvbnx+=revealed
to ^in++++=to
none ^pn++++=none
but ^cc++++=but
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
his ^pp$+pp3+++=his
feet ^nns++++=feet
should ^md+nec+++=should
press ^vb++++=press
upon ^in++++=upon
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
spot ^nn++++=spot,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
hand ^nn++++=hand
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
pointing ^vbg+++xvbg+=pointing
downward ^jjb++++=downward
whether ^cs+who+++=whether
carved ^xvbn+++xvbn+=carved
of ^in++++=of
marble ^nn++++=marble
or ^cc++++=or
hewn ^vpsv++agls+xvbn+=hewn
in ^in++++=in
gigantic ^jj+atrb+++=gigantic
dimensions ^nns++++=dimensions
on ^in++++=on
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
a ^at++++=a
rocky ^jj+atrb+++=rocky
precipice ^nn++++=precipice,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perchance ^nn+nom+++=perchance
a ^at++++=a
hand ^nn++++=hand
of ^in++++=of
flame ^nn++++=flame
in ^in++++=in
empty ^jj+atrb+++=empty
air ^nn++++=air,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
tell ^vb++++=tell,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^rb++++=at
least ^rb"++++=least
he ^pp3a+pp3+++=he
would ^md+prd+++=would
discern ^vb++++=discern
a ^at++++=a
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
the ^ati++++=the
forefinger ^nn+nom+++=forefinger
pointing ^vwbg+++xvbg+=pointing
downward ^jjb++++=downward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
the ^ati++++=the
Latin ^jj+atrb+++=Latin
word ^nn++++=word
" ^zz++++="Effode"
effode ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dig!"
dig ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And,
, ^zz++++=EXTRAWORD
digging ^vbg+++xvbg+=digging
thereabouts ^rb+cnj+++=thereabouts,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gold ^nn++++=gold
in ^in++++=in
coin ^nn++++=coin
or ^cc++++=or
ingots ^nns++++=ingots,
, ^zz++++=EXTRAWORD
the ^ati++++=the
precious ^jj+atrb+++=precious
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
of ^in++++=of
whatever ^nn+nom+++=whatever
else ^rb+cnj+++=else
the ^ati++++=the
treasure ^nn++++=treasure
might ^md+pos+++=might
consist ^nn+nom+++=consist,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
certain ^jj+pred+++=certain
to ^to+jcmp+++=to
reward ^vb++++=reward
his ^pp$+pp3+++=his
toil ^nn++++=toil.
. ^zz++++=EXTRAWORD
The ^ati++++=The
third ^nn++++=third
and ^cc++++=and
last ^rb++++=last
of ^in++++=of
the ^ati++++=the
miraculous ^jj+atrb+++=miraculous
events ^nns++++=events
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
this ^dt+dem+++=this
high ^jj++++=high-destined
- ^zz++++=EXTRAWORD
destined ^jj+atrb++xvbn+=EXTRAWORD
man ^nn++++=man
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
attainment ^nn+nom+++=attainment
of ^in++++=of
extensive ^jj+atrb+++=extensive
influence ^nn+nom+++=influence
and ^cc++++=and
sway ^vb++++=sway
over ^in++++=over
his ^pp$+pp3+++=his
fellow ^jjb++++=fellow-creatures.
- ^zz++++=EXTRAWORD
creatures ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
king ^nn++++=king
and ^cc++++=and
founder ^nn++++=founder
of ^in++++=of
a ^at++++=a
hereditary ^jj+atrb+++=hereditary
throne ^nn++++=throne,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
victorious ^jj+atrb+++=victorious
leader ^nn++++=leader
of ^in++++=of
a ^at++++=a
people ^nns++++=people
contending ^jj++++=contending
for ^in++++=for
their ^pp$+pp3+++=their
freedom ^nn+nom+++=freedom,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
apostle ^nn++++=apostle
of ^in++++=of
a ^at++++=a
purified ^vprf+++xvbn+=purified
and ^cc++++=and
regenerated ^jj+atrb++xvbn+=regenerated
faith ^nn++++=faith,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
for ^in++++=for
futurity ^nn+nom+++=futurity
to ^to++++=to
show ^vbi+vprv+++=show.
. ^zz++++=EXTRAWORD
As ^ql++++=As
messengers ^nns+nom+++=messengers
of ^in++++=of
the ^ati++++=the
sign ^nn++++=sign
by ^in++++=by
which ^whp+rel+pied++=which
Ralph ^np++++=Ralph
Cranfield ^np+++??+=Cranfield
might ^md+pos+++=might
recognize ^vb+vprv+++=recognize
the ^ati++++=the
summons ^nn++++=summons,
, ^zz++++=EXTRAWORD
three ^cd++++=three
venerable ^jj+atrb+++=venerable
men ^nns++++=men
were ^vbd+bed+vrb++=were
to ^in++++=to
claim ^nn++++=claim
audience ^nn+nom+++=audience
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chief ^nn++++=chief
among ^in++++=among
them ^pp3o+pp3+++=them
a ^at++++=a
dignified ^jj+atrb+++=dignified
and ^cc+phrs+++=and
majestic ^jj+atrb+++=majestic
person ^nn++++=person
arrayed ^vwbn+++xvbn+=arrayed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+aux++=be
supposed ^vpsv++agls+xvbnx+=supposed,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
flowing ^jj+atrb++xvbg+=flowing
garments ^nns+nom+++=garments
of ^in++++=of
an ^at++++=an
ancient ^jj+atrb+++=ancient
sage ^nn++++=sage
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
bearer ^nn++++=bearer
of ^in++++=of
a ^at++++=a
wand ^nn++++=wand
or ^cc++++=or
prophet ^nn++++=prophet's
's ^$++++=EXTRAWORD
rod ^nn++++=rod.
. ^zz++++=EXTRAWORD
With ^in++++=With
this ^dt+dem+++=this
wand ^nn++++=wand
or ^cc++++=or
rod ^nn++++=rod
or ^cc++++=or
staff ^nn++++=staff
the ^ati++++=the
venerable ^jj+atrb+++=venerable
sage ^nn++++=sage
would ^md+prd+++=would
trace ^vb++++=trace
a ^at++++=a
certain ^jj+atrb+++=certain
figure ^nn++++=figure
in ^in++++=in
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
proceed ^vb++++=proceed
to ^to++++=to
make ^vbi++++=make
known ^vbn+vprv++xvbn+=known
his ^pp$+pp3+++=his
Heaven ^nn++++=Heaven-instructed
