A ^at++++=A
or ^cc++++=or
two ^cd++++=two
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
seemed ^vbd+seem++xvbn+=seemed
older ^jjr++++=older
than ^in++++=than
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
rather ^rb++++=rather
pale ^jj++++=pale,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
healthy ^jj++++=healthy,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
face ^nn++++=face
yearning ^vwbg+++xvbg+=yearning.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
rich ^jj+atrb+++=rich
auburn ^jj+atrb+++=auburn
hair ^nn++++=hair
was ^vbd+bedz+aux++=was
heaped ^vpsv++agls+xvbnx+=heaped
in ^in++++=in
folds ^nns++++=folds
on ^in++++=on
her ^pp$+pp3+++=her
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
apart ^in++++=apart
from ^in"++++=from
him ^pp3o+pp3+++=him
and ^cc++++=and
his ^pp$+pp3+++=his
world ^nn++++=world,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
irked ^vbd+++xvbn+=irked
her ^pp3o+pp3+++=her
husband ^nn++++=husband
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
should ^md+nec+++=should
continue ^vb++++=continue
abstracted ^jj+++xvbn+=abstracted
and ^cc++++=and
in ^in++++=in
ignorance ^nn+nom+++=ignorance
of ^in++++=of
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
pulled ^vbd+++xvbnx+=pulled
poppy ^nn++++=poppy
fruits ^nns++++=fruits
and ^cc++++=and
threw ^vbd+++xvbn+=threw
them ^pp3o+pp3+++=them
at ^in++++=at
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
started ^vbd+++xvbnx+=started,
, ^zz++++=EXTRAWORD
glanced ^j+++xvbn+=glanced
at ^in++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
wild ^jj+atrb+++=wild
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
away ^rp+pl+++=away
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
almost ^rb+hdg+++=almost
immediately ^rb+tm+++=immediately
she ^pp3a+pp3+++=she
left ^vbd+++xvbnx+=left
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
indoors ^rn+pl+++=indoors
to ^to++++=to
meet ^vbi++++=meet
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
fine ^jj+atrb+++=fine
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
proud ^jj++++=proud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wore ^vbd+++xvbn+=wore
a ^at++++=a
dress ^nn++++=dress
of ^in++++=of
soft ^jj+atrb+++=soft
white ^jj+atrb+++=white
muslin ^nn++++=muslin.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
long ^rb++++=long
enough ^qlp++++=enough,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me
or ^cc++++=or
for ^in++++=for
breakfast ^nn++++=breakfast?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
lightly ^rb++++=lightly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
we ^pp1a+pp1+++=we
said ^vbd+vpub++xvbn+=said
nine ^cd++++=nine
o ^zz++++=o'clock.
'clock. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
you ^pp2+pp2+++=you
could ^md+pos+++=could
have ^vb+hv+aux++=have
slept ^vprf+++xvbnx+=slept
after ^in++++=after
the ^ati++++=the
journey ^nn++++=journey."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
always ^rb++++=always
up ^rp++++=up
at ^in++++=at
five ^cd++++=five,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop
in ^in++++=in
bed ^nn++++=bed
after ^in++++=after
six ^cd++++=six.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
might ^md+pos+++=might
as ^rb++++=as
well ^rb++++=well
be ^vb+be+vrb++=be
in ^in++++=in
pit ^nn++++=pit
as ^in++++=as
in ^in"++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
morning ^nn++++=morning
like ^in++++=like
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
the ^ati++++=the
pit ^nn++++=pit
would ^md+prd+++=would
occur ^vb++++=occur
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
about ^rb+phrv+++=about
examining ^xvbg+++xvbg+=examining
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
ornaments ^nns+nom+++=ornaments
under ^in++++=under
glass ^nn++++=glass
covers ^nns++++=covers.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He,
, ^zz++++=EXTRAWORD
planted ^xvbn+++xvbn+=planted
on ^in++++=on
the ^ati++++=the
hearthrug ^nn++++=hearthrug,
, ^zz++++=EXTRAWORD
watched ^j+++xvbn+=watched
her ^pp$+pp3+++=her
rather ^rb++++=rather
uneasily ^rb+cnj+++=uneasily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grudgingly ^rb++++=grudgingly
indulgent ^jj++++=indulgent.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
shrugged ^vbd+++xvbnx+=shrugged
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders
at ^in++++=at
the ^ati++++=the
apartment ^nn+nom+++=apartment.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,"
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
his ^pp$+pp3+++=his
arm ^nn++++=arm,
, ^zz++++=EXTRAWORD
" ^zz++++="let
let ^vb+++xvbn+=EXTRAWORD
us ^pp1o+pp1+++=us
go ^vb++++=go
into ^in++++=into
the ^ati++++=the
garden ^nn++++=garden
till ^cs+sub+++=till
Mrs ^npt++++=Mrs
Coates ^np++++=Coates
brings ^vbz++++=brings
the ^ati++++=the
tray ^nn++++=tray."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^nn++++=hope
she ^pp3a+pp3+++=she'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
quick ^jj+pred+++=quick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
pulling ^vbg+nom++xvbg+=pulling
his ^pp$+pp3+++=his
moustache ^nn++++=moustache.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
a ^at++++=a
short ^jj+atrb+++=short
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leaned ^vpsv++agls+xvbn+=leaned
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm
as ^ql++++=as
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
lighted ^vprf+++xvbnx+=lighted
a ^at++++=a
pipe ^nn++++=pipe.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs
Coates ^np++++=Coates
entered ^vbd+++xvbn+=entered
the ^ati++++=the
room ^nn++++=room
as ^ql++++=as
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
down ^in++++=down
the ^ati++++=the
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
The ^ati++++=The
delightful ^jj++++=delightful,
, ^zz++++=EXTRAWORD
erect ^jj+atrb+++=erect
old ^jj+atrb+++=old
lady ^nn++++=lady
hastened ^vbd+++xvbn+=hastened
to ^in++++=to
the ^ati++++=the
window ^nn++++=window
for ^in++++=for
a ^at++++=a
good ^jj+atrb+++=good
view ^nn++++=view
of ^in++++=of
her ^pp$+pp3+++=her
visitors ^nns++++=visitors.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
china ^np++++=china-blue
- ^zz++++=EXTRAWORD
blue ^jj+atrb+++=EXTRAWORD
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright
as ^ql++++=as
she ^pp3a+pp3+++=she
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
young ^jj+atrb+++=young
couple ^nn++++=couple
go ^vb++++=go
down ^in++++=down
the ^ati++++=the
path ^nn++++=path,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
walking ^nvbg+++xvbg+=walking
in ^in++++=in
an ^at++++=an
easy ^jj+atrb+++=easy,
, ^zz++++=EXTRAWORD
confident ^jj+atrb+++=confident
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
landlady ^nn++++=landlady
began ^vbd+++xvbn+=began
talking ^vbg+++xvbg+=talking
to ^in++++=to
herself ^ppl+pp3+++=herself
in ^in++++=in
a ^at++++=a
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
Yorkshire ^np++++=Yorkshire
accent ^nn++++=accent.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
of ^in++++=of
a ^at++++=a
height ^nn++++=height
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
ha ^uh++++=ha'
' ^zz++++=EXTRAWORD
married ^vbd+++xvbn+=married
a ^at++++=a
man ^nn++++=man
less ^rbr++++=less
than ^in++++=than
herself ^ppl+pp3+++=herself
in ^in++++=in
stature ^nn++++=stature,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
her ^pp$+pp3+++=her
equal ^jj++++=equal
otherwise ^rb+cnj+++=otherwise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
her ^pp$+pp3+++=her
granddaughter ^nn+nom+++=granddaughter
came ^vbd+++xvbn+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
setting ^nvbg+++xvbg+=setting
a ^at++++=a
tray ^nn++++=tray
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
eating ^vbg+++xvbgx+=eating
the ^ati++++=the
apples ^nns++++=apples,
, ^zz++++=EXTRAWORD
gran ^np++++=gran',"
'," ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Has
has ^vbz+hvz+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
pet ^nn++++=pet?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
happy ^jj++++=happy,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
young ^jj++++=young,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well-favoured
- ^zz++++=EXTRAWORD
favoured ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
listened ^vbd+++xvbn+=listened
with ^in++++=with
impatience ^nn+nom+++=impatience
to ^in++++=to
the ^ati++++=the
chink ^nn+++??+=chink
of ^in++++=of
the ^ati++++=the
teacups ^nns++++=teacups.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh
of ^in++++=of
relief ^nn++++=relief,
, ^zz++++=EXTRAWORD
the ^ati++++=the
couple ^nn++++=couple
came ^vbd+++xvbn+=came
in ^in++++=in
to ^in++++=to
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
eaten ^vprf+++xvbnx+=eaten
for ^in++++=for
some ^dti++++=some
time ^nn++++=time,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
rested ^vbd+++xvbnx+=rested
a ^at++++=a
moment ^nn++++=moment
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
any ^dti++++=any
better ^jjr+atrb+++=better
place ^nn++++=place
than ^in++++=than
Bridlington ^np+++??+=Bridlington?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="infinitely!
infinitely ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
at ^rb++++=at
home ^nr++++=home
here--it ^nn+++??+=here--it's
's ^$++++=EXTRAWORD
not ^xnot++not++=not
like ^in++++=like
a ^at++++=a
strange ^jj+atrb+++=strange
sea ^nn++++=sea-side
- ^zz++++=EXTRAWORD
side ^nn++++=EXTRAWORD
place ^nn++++=place
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
long ^rb++++=long
were ^vbd+bed+vrb++=were
you ^pp2+pp2+++=you
here ^rn+pl+++=here?"
