On ^in++++=On
names ^nns++++=names,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
admitted ^vpsv++agls+xvbnx+=admitted
at ^rb++++=at
once ^rb"+tm+++=once
to ^in++++=to
the ^ati++++=the
inner ^jjb+atrb+++=inner
office ^nn++++=office
of ^in++++=of
the ^ati++++=the
" ^zz++++="President."
president ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
President ^nn++++=President
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
bearded ^jj++++=bearded
like ^in++++=like
a ^at++++=a
prophet ^nn++++=prophet,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
watery ^jj+atrb+++=watery
blue ^jj+atrb+++=blue
eye ^nn++++=eye
and ^cc++++=and
a ^at++++=a
forehead ^nn++++=forehead
wrinkled ^vwbn+++xvbn+=wrinkled
like ^in++++=like
an ^at++++=an
orang ^nn+++??+=orang's.
's. ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
to ^in++++=to
the ^ati++++=the
Three ^cd++++=Three
Crows ^np+++??+=Crows
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
one ^cd1++++=one
speaking ^nvbg+++xvbg+=speaking
to ^in++++=to
friends ^nns++++=friends
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
seen ^vbd+vprv++xvbn+=seen
in ^in++++=in
some ^dti++++=some
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ryder ^np++++=Ryder,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Hardenberg ^np+++??+=Hardenberg.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
called ^vbd+++xvbn+=called
around ^rp++++=around
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
anything ^pn++++=anything
fer ^&fw++++=fer
us ^pp1o+pp1+++=us
this ^dt+dem+++=this
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind
telling ^vwbg+++xvbg+=telling
you ^pp2+pp2+++=you
that ^cs+sub+++=that
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
at ^in++++=at
liberty ^nn++++=liberty
jus ^nns+++??+=jus'
' ^zz++++=EXTRAWORD
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Anything ^pn++++=Anything
doing ^jj+++xvbg+=doing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ryder ^np+++??+=Ryder
fingered ^vbd+++xvbn+=fingered
his ^pp$+pp3+++=his
beard ^nn++++=beard
distressfully ^rb++++=distressfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
little ^ap++++=little,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe;
; ^zz++++=EXTRAWORD
very ^ql+amp+++=very
little ^ap++++=little."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Got
got ^vbd+++xvbn+=EXTRAWORD
any ^dti++++=any
wrecks ^vbz++++=wrecks?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
a ^at++++=a
wreck ^nn++++=wreck."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hardenberg ^np+++??+=Hardenberg
turned ^vbd+++xvbn+=turned
to ^in++++=to
a ^at++++=a
great ^nn++++=great
map ^vb++++=map
that ^cs+sub+++=that
hung ^vwbn+++xvbn+=hung
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
by ^in++++=by
Ryder ^np++++=Ryder's
's ^$++++=EXTRAWORD
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
marked ^vpsv++agls+xvbnx+=marked
in ^in++++=in
places ^nns++++=places
by ^in++++=by
red ^nn++++=red
crosses ^vbz++++=crosses,
, ^zz++++=EXTRAWORD
against ^in++++=against
which ^whp+rel+pied++=which
were ^vbd+bed+aux++=were
written ^vpsv++agls+xvbnx+=written
certain ^jj+atrb+++=certain
numbers ^nns+nom+++=numbers
and ^cc++++=and
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
Hardenberg ^np+++??+=Hardenberg
put ^vbd+++xvbn+=put
his ^pp$+pp3+++=his
finger ^nn++++=finger
on ^in++++=on
a ^at++++=a
small ^jj+atrb+++=small
island ^nn++++=island
south ^nr+pl+++=south
of ^in++++=of
the ^ati++++=the
Marquesas ^np+++??+=Marquesas
group ^nn++++=group
and ^cc++++=and
demanded ^vbd+vsua++xvbn+=demanded:
: ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+vrb++=be
H ^zz++++=H.
. ^zz++++=EXTRAWORD
33 ^cd++++=33,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
President ^np++++=President?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Pearl
pearl ^nn++++=EXTRAWORD
Island ^nn++++=Island,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
President ^nn++++=President.
. ^zz++++=EXTRAWORD
" ^zz++++="Davidson
davidson ^np++++=EXTRAWORD
is ^vbz+bez+vrb++=is
on ^in++++=on
that ^dt+dem+++=that
job ^nn++++=job."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Or
or ^cc++++=EXTRAWORD
H ^zz++++=H.
. ^zz++++=EXTRAWORD
125 ^cd++++=125?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hardenberg ^np+++??+=Hardenberg
indicated ^vbd+vprv++xvbn+=indicated
a ^at++++=a
point ^nn++++=point
in ^in++++=in
the ^ati++++=the
Gilbert ^np++++=Gilbert
group ^nn++++=group.
. ^zz++++=EXTRAWORD
" ^zz++++="Guano
guano ^np++++=EXTRAWORD
deposits ^nns++++=deposits.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+aux++0=EXTRAWORD
promised ^vpsv++agls+xvbnx+=promised."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hallo!
hallo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
Aleutians ^np+++??+=Aleutians.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
make ^vb++++=make
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
20 ^cd++++=20
A.--what ^np++++=A.--what's
's ^$++++=EXTRAWORD
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Old
old ^jj+atrb+++=EXTRAWORD
government ^nn+nom+++=government
telegraph ^nn++++=telegraph
wire ^nn++++=wire--line
-- ^--+clp+++=EXTRAWORD
line ^nn++++=EXTRAWORD
abandoned ^vbd+++xvbn+=abandoned--finest
-- ^--+clp+++=EXTRAWORD
finest ^jjt++++=EXTRAWORD
drawn ^vbd+++xvbn+=drawn-copper
- ^zz++++=EXTRAWORD
copper ^nn++++=EXTRAWORD
wire ^nn++++=wire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
'd ^md+prd+vrb++=had
three ^cd++++=three
boys ^nns++++=boys
at ^rb++++=at
that ^dt+dem+++=that
for ^in++++=for
months ^nns++++=months."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
301 ^cd++++=301?
? ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
off ^in+pl+++=off
the ^ati++++=the
Mexican ^jj+atrb+++=Mexican
coast ^nn++++=coast?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
President ^nn++++=President,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
to ^in++++=to
his ^pp$+pp3+++=his
one ^cd1++++=one
clerk ^nn++++=clerk:
: ^zz++++=EXTRAWORD
" ^zz++++="Hyers,
hyers ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
301 ^cd++++=301?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Isn't
n't ^xnot++not++0=EXTRAWORD
that ^cs+sub+++=that
Peterson ^np+++??+=Peterson?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
clerk ^nn++++=clerk
ran ^vbd+++xvbn+=ran
his ^pp$+pp3+++=his
finger ^nn++++=finger
down ^in++++=down
a ^at++++=a
column ^nn++++=column:
: ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir;
; ^zz++++=EXTRAWORD
301 ^cd++++=301
is ^vbz+bez+vrb++=is
the ^ati++++=the
Whisky ^nn++++=Whisky
Ship ^nn++++=Ship."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah!
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
schooner ^nn+nom+++=schooner,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Tropic ^np+++??+=Tropic
Bird ^nn++++=Bird--sixty
-- ^--+clp+++=EXTRAWORD
sixty ^cd++++=EXTRAWORD
days ^nns++++=days
out ^rp+pl+++=out
from ^in++++=from
Callao ^np+++??+=Callao--five
-- ^--+clp+++=EXTRAWORD
five ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
cases ^nns++++=cases
of ^in++++=of
whisky ^nn++++=whisky
aboard ^in+strn+++=aboard--sunk
-- ^--+clp+++=EXTRAWORD
sunk ^j+++xvbn+=EXTRAWORD
in ^in++++=in
squall ^nn+++??+=squall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
thirty ^cd++++=thirty
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
Think ^vb+vprv+++=Think
of ^in++++=of
five ^cd++++=five
hundred ^cd++++=hundred
cases ^nns++++=cases
of ^in++++=of
thirty ^cd++++=thirty-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
whisky ^nn++++=whisky!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
money ^nn++++=money
in ^cs+sub+++=in
that ^cs"++++=that
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
lay ^jjb+++xvbn+=lay
my ^pp$+pp1+++=my
hands ^nns++++=hands
on ^in++++=on
the ^ati++++=the
schooner ^nn+nom+++=schooner.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+tht0++=Suppose
you ^pp2+pp2+++=you
try ^vb++++=try
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
boys ^nns++++=boys--on
-- ^--+clp+++=EXTRAWORD
on ^in++++=EXTRAWORD
a ^at++++=a
twenty ^cd++++=twenty
per ^nnu++++=per
cent ^nnu"++++=cent.
. ^zz++++=EXTRAWORD
basis ^nn++++=basis.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
for ^in++++=for
five ^cd++++=five
per ^nnu++++=per
cent. ^nn+++??+=cent.,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
declared ^vbd+vpub++xvbn+=declared
Hardenberg ^np+++??+=Hardenberg.
. ^zz++++=EXTRAWORD
" ^zz++++="How'd
how ^wrb+who+whq++0=EXTRAWORD
'd ^md+prd+vrb++=EXTRAWORD
we ^pp1a+pp1+++=we
raise ^vb++++=raise
her ^pp$+pp3+++=her?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++0=How'd
'd ^md+prd+vrb++=EXTRAWORD
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
deep ^jj++++=deep
she ^pp3a+pp3+++=she
lies ^vbz++++=lies?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
for ^in++++=for
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
matter ^nn++++=matter
with ^in++++=with
landing ^xvbg+++xvbg+=landing
arms ^nns++++=arms
down ^in++++=down
here ^rn+pl+++=here
in ^in++++=in
Central ^jj+atrb+++=Central
America ^np++++=America
for ^in++++=for
Bocas ^np+++??+=Bocas
and ^cc++++=and
his ^pp$+pp3+++=his
gang ^nn++++=gang?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
out ^rp+pl+++=out
of ^in++++0=o'
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
much ^ap++++=much
competition ^nn+nom+++=competition."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
doing ^vbg+++xvbgx+=doing
here ^rn+pl+++=here
in ^in++++=in
Tahiti ^np+++??+=Tahiti--No.
-- ^--+clp+++=EXTRAWORD
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
88 ^cd++++=88?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
lettered ^jj+++xvbn+=lettered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^rbr++++=more
the ^ati++++=the
President ^npt++++=President
consulted ^vwbn+++xvbn+=consulted
his ^pp$+pp3+++=his
books ^nns++++=books.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah!--88.
ah! ^nn+++??+=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
88 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Cache ^nn++++=Cache
of ^in++++0=o'
illicit ^jj+atrb+++=illicit
pearls ^nns++++=pearls.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
in ^in++++=in
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Say,
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n!"--Hardenberg's
'n!"--hardenberg's ^nns+++??+0=EXTRAWORD
eye ^nn++++=eye
had ^vbd+hvd+aux++=had
traveled ^vprf+++xvbnx+=traveled
to ^in++++=to
the ^ati++++=the
upper ^jjb+atrb+++=upper
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
map ^nn++++=map--"whatever
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
whatever ^nn+nom+++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
strike ^vb++++=strike
up ^rp++++=up
here ^rn+pl+++=here
in ^in++++=in
Alaska ^np++++=Alaska?
? ^zz++++=EXTRAWORD
At ^rb++++=At
Point ^nn++++=Point
Barrow ^np+++??+=Barrow,
, ^zz++++=EXTRAWORD
s ^zz++++=s'elp
'elp ^nn+++??+=EXTRAWORD
me ^pp1o+pp1+++=me
Bob ^np++++=Bob!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
48 ^cd++++=48
B ^zz++++=B."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
President ^nn++++=President
stirred ^vbd+++xvbn+=stirred
uneasily ^rb++++=uneasily
in ^in++++=in
his ^pp$+pp3+++=his
place ^nn++++=place.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
quite ^rb++++=quite
worked ^vwbn+++xvbn+=worked
that ^dt+dem+++=that
scheme ^nn++++=scheme
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
smell ^vb++++=smell
the ^ati++++=the
deal ^nn++++=deal.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
Russian ^jj+atrb+++=Russian
post ^nn++++=post
along ^in++++=along
there ^rn+pl+++=there
some ^dti++++=some'eres.
'eres. ^nn+++??+=EXTRAWORD
Where ^wrb+who+++=Where
they ^pp3a+pp3+++=they
catch ^vb++++=catch
sea ^nn++++=sea-otters.
- ^zz++++=EXTRAWORD
otters ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
skins ^nns++++=skins
of ^in++++0=o'
sea ^nn++++=sea-otters
- ^zz++++=EXTRAWORD
otters ^nn++++=EXTRAWORD
are ^vb+ber+aux++=are
selling ^nvbg+++xvbg+=selling
this ^dt+dem+++=this
very ^ql+amp+++=very
day ^np++++=day
for ^in++++=for
seventy ^cd++++=seventy
dollars ^nns++++=dollars
at ^in++++=at
any ^dti++++=any
port ^nn++++=port
in ^in++++=in
China ^np++++=China."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
s ^zz++++=s'y,"
'y," ^nn+++??+=EXTRAWORD
piped ^vbd+++xvbn+=piped
up ^rp++++=up
Ally ^nn++++=Ally
Bazan ^np+++??+=Bazan,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knows ^vbz+vprv+++=knows
a ^at++++=a
bit ^nn++++=bit
about ^in++++=about
that ^dt+dem+++=that
gyme ^nn+++??+=gyme.
. ^zz++++=EXTRAWORD
They ^np++++=They's
's ^$++++=EXTRAWORD
a ^at++++=a
bally ^rb++++=bally
kind ^rb+hdg+++=kind
of ^+hdg"+++0=o'
Lum ^np+++??+=Lum-tums
- ^zz++++=EXTRAWORD
tums ^nns+++??+=EXTRAWORD
among ^in++++=among
them ^pp3o+pp3+++=them
Chinese ^jj++++=Chinese
as ^ql++++=as
sports ^nns++++=sports
those ^dt+dem+++=those
syme ^nn+++??+=syme
skins ^nns++++=skins
on ^in++++=on
their ^pp$+pp3+++=their
bally ^rb++++=bally
clothes ^nns++++=clothes--as
-- ^--+clp+++=EXTRAWORD
as ^in++++=EXTRAWORD
a ^at++++=a
mark ^nn++++=mark
of ^in++++0=o'
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
do ^do+do+aux++0=d'ye
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
figured ^vbd+++xvbn+=figured
at ^rb++++=at
all ^abn++++=all
on ^in++++=on
the ^ati++++=the
proposition ^nn+nom+++=proposition,
, ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n?"
'n?" ^nn+++??+=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
Hardenberg ^np+++??+=Hardenberg.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
risk ^nn++++=risk
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe;
; ^zz++++=EXTRAWORD
big ^jj+atrb+++=big
risk ^nn++++=risk,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
declared ^vbd+vpub++xvbn+=declared
the ^ati++++=the
President ^nn++++=President
nervously ^rb++++=nervously.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
only ^rb+down+splt++=only
ask ^vb++++=ask
fifteen ^cd++++=fifteen
per ^nnu++++=per
cent ^nnu"++++=cent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
worked ^vprf+++xvbnx+=worked
out ^rp+pl+++=out
the ^ati++++=the
scheme ^nn++++=scheme,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well--ah--y'see,
well--ah--y ^nn+++??+=EXTRAWORD
'see, ^nn+++??+=EXTRAWORD
there ^ex+pex+++=there's
