On ^in++++=ON
right ^jj+atrb+++=right
hand ^nn++++=hand
was ^vbd+bedz+vrb++=was
an ^at++++=an
empty ^jj+atrb+++=empty
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
places ^nns++++=places
round ^in++++=round
the ^ati++++=the
hearth ^nn++++=hearth
were ^vbd+bed+aux++=were
filled ^vpsv++by+xvbnx+=filled
by ^in++++=by
the ^ati++++=the
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
family ^nn++++=family,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
all ^abn++++=all
sat ^vbd+++xvbn+=sat
quietly ^rb+cnj+++=quietly,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
semblance ^nn+nom+++=semblance
of ^in++++=of
fantastic ^jj+atrb+++=fantastic
merriment ^nn+nom+++=merriment,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
shadows ^nps++++=shadows
danced ^vbd+++xvbn+=danced
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
group ^nn++++=group
was ^vbd+bedz+vrb++=was
John ^np++++=John
Inglefield ^np++++=Inglefield's
's ^$++++=EXTRAWORD
son ^nn++++=son,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
bred ^vwbn+++xvbn+=bred
at ^rb++++=at
college ^npl++++=college,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
a ^at++++=a
student ^nn++++=student
of ^in++++=of
theology ^nn++++=theology
at ^in++++=at
Andover ^np+++??+=Andover.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
also ^rb++++=also
a ^at++++=a
daughter ^nn+nom+++=daughter
of ^in++++=of
sixteen ^cd++++=sixteen,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
nobody[160 ^nn+++??+=nobody[160]
] ^zz++++=EXTRAWORD
could ^md+pos+++=could
look ^vb++++=look
at ^rb++++=at
without ^in++++=without
thinking ^xvbg+++xvbg+=thinking
of ^in++++=of
a ^at++++=a
rosebud ^nn++++=rosebud
almost ^rb+hdg+++=almost
blossomed ^vbd+++xvbn+=blossomed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
only ^rb+down+++=only
other ^ap++++=other
person ^nn++++=person
at ^in++++=at
the ^ati++++=the
fireside ^nn++++=fireside
was ^vbd+bedz+vrb++=was
Robert ^np++++=Robert
Moore ^np++++=Moore,
, ^zz++++=EXTRAWORD
formerly ^rb+tm+++=formerly
an ^at++++=an
apprentice ^nn++++=apprentice
of ^in++++=of
the ^ati++++=the
blacksmith ^nn++++=blacksmith,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
his ^pp$+pp3+++=his
journeyman ^nn+nom+++=journeyman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
seemed ^vbd+seem++xvbn+=seemed
more ^rbr++++=more
like ^in++++=like
an ^at++++=an
own ^ap++++=own
son ^nn++++=son
of ^in++++=of
John ^np++++=John
Inglefield ^np+++??+=Inglefield
than ^cs+sub+++=than
did ^vbd+dod+vrb++=did
the ^ati++++=the
pale ^nn++++=pale
and ^cc++++=and
slender ^jj+atrb+++=slender
student ^nn++++=student.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
these ^dt+dem+++=these
four ^cd++++=four
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
New ^jj+atrb+++=New
England ^np++++=England's
's ^$++++=EXTRAWORD
festival ^nn+nom+++=festival
beneath ^in+pl+++=beneath
that ^dt+dem+++=that
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vacant ^jj+atrb+++=vacant
chair ^nn++++=chair
at ^in++++=at
John ^np++++=John
Inglefield ^np++++=Inglefield's
's ^$++++=EXTRAWORD
right ^jj+atrb+++=right
hand ^nn++++=hand
was ^vbd+bedz+vrb++=was
in ^in++++=in
memory ^nn++++=memory
of ^in++++=of
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
death ^nn++++=death
had ^vbd+hvd+aux++=had
snatched ^vprf+++xvbnx+=snatched
from ^in++++=from
him ^pp3o+pp3+++=him
since ^in++++=since
the ^ati++++=the
previous ^jj+atrb+++=previous
Thanksgiving ^np+++??+=Thanksgiving.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
feeling ^nvbg+++xvbg+=feeling
that ^tht+ncmp+++=that
few ^ap++++=few
would ^md+prd+++=would
have ^vb+hv+aux++=have
looked ^vprf+++xvbnx+=looked
for ^in++++=for
in ^in++++=in
his ^pp$+pp3+++=his
rough ^jj+atrb+++=rough
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bereaved ^jj+atrb+++=bereaved
husband ^nn++++=husband
had ^vb+hv+aux++=had
himself ^ppl+pp3+++=himself
set ^vbd+++xvbn+=set
the ^ati++++=the
chair ^nn++++=chair
in ^in++++=in
its ^pp$+it+++=its
place ^nn++++=place
next ^rb++++=next
his ^pp$+pp3+++=his
own ^ap++++=own;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
did ^vbd+dod+vrb++=did
his ^pp$+pp3+++=his
eye ^nn++++=eye
glance ^nn++++=glance
hitherward ^rb+cnj+++=hitherward,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
deemed ^vbd+++xvbnx+=deemed
it ^pp3+it+++=it
possible ^jj++++=possible
that ^tht+jcmp+++=that
the ^ati++++=the
cold ^jj++++=cold
grave ^jj++++=grave
might ^md+pos+++=might
send ^vb++++=send
back ^jjb++++=back
its ^pp$+it+++=its
tenant ^nn++++=tenant
to ^in++++=to
the ^ati++++=the
cheerful ^jj+atrb+++=cheerful
fireside ^nn++++=fireside,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
for ^in++++=for
that ^dt+dem+++=that
one ^cd1++++=one
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
cherish ^vb++++=cherish
the ^ati++++=the
grief ^nn++++=grief
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
another ^dt++++=another
grief ^nn++++=grief
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
would ^md+prd+++=would
fain ^vb+++??+=fain
have ^vb+hv+aux++=have
torn ^vprf+++xvbnx+=torn
from ^in++++=from
his ^pp$+pp3+++=his
heart ^nn++++=heart;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
that ^dt+pdem+++=that
could ^md+pos+++=could
never ^rb++++=never
be ^vb+be+aux++=be,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
buried ^vprf+++xvbnx+=buried
it ^pp3+it+++=it
too ^ql++++=too
deep ^jj++++=deep
for ^in++++=for
others ^aps++++=others
to ^to++++=to
behold ^vbi++++=behold,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
for ^in++++=for
his ^pp$+pp3+++=his
own ^ap++++=own
remembrance ^nn+nom+++=remembrance.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
the ^ati++++=the
past ^jjb+atrb+++=past
year ^nn++++=year
another ^dt++++=another
member ^nn++++=member
of ^in++++=of
his ^pp$+pp3+++=his
household ^nn++++=household
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
to ^in++++=to
the ^ati++++=the
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
they ^pp3a+pp3+++=they
kept ^vbd+++xvbnx+=kept
no ^at++++=no
vacant ^jj+atrb+++=vacant
chair ^nn++++=chair
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
John ^np++++=John
Inglefield ^np+++??+=Inglefield
and ^cc++++=and
his ^pp$+pp3+++=his
family ^nn++++=family
were ^vbd+bed+aux++=were
sitting ^vbg+++xvbgx+=sitting
round ^rb++++=round
the ^ati++++=the
hearth ^nn++++=hearth
with ^in++++=with
the ^ati++++=the
shadows ^nps++++=shadows
dancing ^vwbg+++xvbg+=dancing
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
outer ^jjb+atrb+++=outer
door ^nn++++=door
was ^vbd+bedz+aux++=was
opened ^vpsv++agls+xvbnx+=opened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
light ^nn++++=light
footstep ^nn++++=footstep
came ^vbd+++xvbn+=came
along ^in++++=along
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
latch ^nn++++=latch
of ^in++++=of
the ^ati++++=the
inner ^jjb+atrb+++=inner
door ^nn++++=door
was ^vbd+bedz+aux++=was
lifted ^vpsv++by+xvbnx+=lifted
by ^in++++=by
some ^dti++++=some
familiar ^jj+atrb+++=familiar
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
young ^jj+atrb+++=young
girl ^nn++++=girl
came ^vbd+++xvbn+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
cloak ^nn++++=cloak
and ^cc++++=and
hood ^nn++++=hood,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
took[161 ^nn+++??+=took[161]
] ^zz++++=EXTRAWORD
off ^in+pl+++=off
and ^cc++++=and
laid ^vpsv++agls+xvbn+=laid
on ^rb+phrv+++=on
the ^ati++++=the
table ^nn++++=table
beneath ^in+pl+++=beneath
the ^ati++++=the
looking ^jj+++xvbg+=looking-glass.
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
after ^in++++=after
gazing ^xvbg+++xvbg+=gazing
a ^at++++=a
moment ^nn++++=moment
at ^in++++=at
the ^ati++++=the
fireside ^nn++++=fireside
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
approached ^vbd+++xvbnx+=approached,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
the ^ati++++=the
seat ^nn++++=seat
at ^in++++=at
John ^np++++=John
Inglefield ^np++++=Inglefield's
's ^$++++=EXTRAWORD
right ^jj+atrb+++=right
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
reserved ^vpsv++agls+xvbnx+=reserved
on ^in++++=on
purpose ^nn++++=purpose
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
father ^nn++++=father,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ate ^vbd+++xvbn+=ate
your ^pp$+pp2+++=your
Thanksgiving ^np+++??+=Thanksgiving
dinner ^nn++++=dinner
without ^in++++=without
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vb++++=come
back ^jjb++++=back
to ^to++++=to
spend ^vbi++++=spend
the ^ati++++=the
evening ^nn++++=evening
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Prudence ^nn+nom+++=Prudence
Inglefield ^np+++??+=Inglefield.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
the ^ati++++=the
same ^ap++++=same
neat ^jj+atrb+++=neat
and ^cc+phrs+++=and
maidenly ^jj+atrb+++=maidenly
attire ^nn++++=attire
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
accustomed ^vpsv++agls+xvbnx+=accustomed
to ^to++++=to
put ^vbi++++=put
on ^rb+phrv+++=on
when ^wrb+who+++=when
the ^ati++++=the
household ^nn++++=household
work ^nn++++=work
was ^vbd+bedz+vrb++=was
over ^in++++=over
for ^in++++=for
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
hair ^nn++++=hair
was ^vbd+bedz+aux++=was
parted ^vpsv++agls+xvbnx+=parted
from ^in++++=from
her ^pp$+pp3+++=her
brow ^nn++++=brow
in ^in++++=in
the ^ati++++=the
simple ^jj+atrb+++=simple
and ^cc+phrs+++=and
modest ^jj+atrb+++=modest
fashion ^nn++++=fashion
that ^tht+rel+subj++=that
became ^vbd+++xvbn+=became
her ^pp$+pp3+++=her
best ^jjt++++=best
of ^in++++=of
all ^abn++++=all.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
her ^pp3o+pp3+++=her
cheek ^nn++++=cheek
might ^md+pos+++=might
otherwise ^rb+cnj+++=otherwise
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
glow ^nn++++=glow
of ^in++++=of
the ^ati++++=the
fire ^nn++++=fire
suffused ^vbd+++xvbn+=suffused
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
healthful ^jj+atrb+++=healthful
bloom ^nn++++=bloom.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
many ^ap++++=many
months ^nns++++=months
of ^in++++=of
her ^pp$+pp3+++=her
absence ^nn+nom+++=absence
in ^in++++=in
guilt ^nn++++=guilt
and ^cc++++=and
infamy ^nn++++=infamy,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
they ^pp3a+pp3+++=they
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
left ^jj+++xvbn+=left
no ^at++++=no
traces ^nns++++=traces
on ^rp++++=on
her ^pp3o+pp3+++=her
gentle ^jj+atrb+++=gentle
aspect ^nn++++=aspect.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
looked ^vprf+++xvbnx+=looked
less ^rbr++++=less
altered ^vbd+++xvbn+=altered
had ^vb+hv+aux++=had
she ^pp3a+pp3+++=she
merely ^rb+down+++=merely
stepped ^vbd+++xvbn+=stepped
away ^in+pl+++=away
from ^in"++++=from
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
fireside ^nn++++=fireside
for ^in++++=for
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
while ^cs+sub+++=while
the ^ati++++=the
blaze ^nn++++=blaze
was ^vbd+bedz+aux++=was
quivering ^vbg+++xvbgx+=quivering
upward ^jjb++++=upward
from ^in++++=from
the ^ati++++=the
same ^ap++++=same
brands ^nns++++=brands
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
burning ^vbg+++xvbgx+=burning
at ^rb++++=at
her ^pp3o+pp3+++=her
departure ^nn++++=departure.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^in++++=to
John ^np++++=John
Inglefield ^np+++??+=Inglefield
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
the ^ati++++=the
very ^ap+amp+++=very
image ^nn++++=image
of ^in++++=of
his ^pp$+pp3+++=his
buried ^jj+atrb++xvbn+=buried
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
he ^pp3a+pp3+++=he
remembered ^vbd+vprv++xvbnx+=remembered
on ^in++++=on
the ^ati++++=the
first ^od++++=first
Thanksgiving ^np+++??+=Thanksgiving
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
under ^in++++=under
their ^pp$+pp3+++=their
own ^ap++++=own
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
naturally ^rb++++=naturally
a ^at++++=a
stern ^nn++++=stern
and ^cc++++=and
rugged ^jj+atrb+++=rugged
man ^nn++++=man,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
speak ^vb++++=speak
unkindly ^rb++++=unkindly
to ^in++++=to
his ^pp$+pp3+++=his
sinful ^jj+atrb+++=sinful
child ^nn++++=child,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
yet ^rb++++=yet
could ^md+pos+++=could
he ^pp3a+pp3+++=he
take ^vb++++=take
her ^pp$+pp3+++=her
to ^in++++=to
his ^pp$+pp3+++=his
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
welcome ^jj+atrb+++=welcome
home ^nr++++=home,
, ^zz++++=EXTRAWORD
Prudence ^nn+nom+++=Prudence,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
sideways ^jjb++++=sideways
at ^in++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
voice ^nn++++=voice
faltered ^vbd+++xvbn+=faltered.
. ^zz++++=EXTRAWORD
" ^zz++++="Your[162]
your[162 ^nn+++??+=EXTRAWORD
] ^zz++++=EXTRAWORD
mother ^nn++++=mother
would ^md+prd+++=would
have ^vb+hv+aux++=have
rejoiced ^vprf+++xvbnx+=rejoiced
to ^to++++=to
see ^vbi+vprv+++=see
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
gone ^vpsv++agls+xvbnx+=gone
from ^in++++=from
us ^pp1o+pp1+++=us
these ^dt+dem+++=these
four ^cd++++=four
months ^nns++++=months."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
father ^nn++++=father,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Prudence ^nn+nom+++=Prudence
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
first ^rb++++=first
came ^vbd+++xvbn+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
so ^ql++++=so
dazzled ^vpsv++by+xvbn+=dazzled
by ^in++++=by
the ^ati++++=the
firelight ^nn++++=firelight
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
sitting ^vbg+++xvbgx+=sitting
in ^in++++=in
this ^dt+dem+++=this
very ^ap+amp+++=very
chair ^nn++++=chair!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
recover ^vbi++++=recover
from ^in++++=from
their ^pp$+pp3+++=their
surprise ^nn++++=surprise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
became ^vbd+++xvbn+=became
sensible ^jj++++=sensible
that ^tht+jcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
ghost ^nn++++=ghost
from ^in++++=from
the ^ati++++=the
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
vision ^nn++++=vision
of ^in++++=of
their ^pp$+pp3+++=their
vivid ^jj+atrb+++=vivid
recollections ^nns+nom+++=recollections,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Prudence ^nn+nom+++=Prudence,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
own ^ap++++=own
self ^nn++++=self.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
brother ^npt++++=brother
was ^vbd+bedz+vrb++=was
the ^ati++++=the
next ^ap++++=next
that ^dt+dem+++=that
greeted ^jj+++xvbn+=greeted
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
advanced ^vbd+++xvbnx+=advanced
and ^cc+phrs+++=and
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
his ^pp$+pp3+++=his
hand ^nn++++=hand
affectionately ^rb+cnj+++=affectionately,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
brother ^nn++++=brother
should ^md+nec+++=should;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
not ^xnot++not++=not
entirely ^rb+amp+++=entirely
like ^in++++=like
a ^at++++=a
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
kindness ^nns+nom+++=kindness,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
still ^rb++++=still
a ^at++++=a
clergyman ^nn+nom+++=clergyman
and ^cc++++=and
speaking ^nvbg+++xvbg+=speaking
to ^in++++=to
a ^at++++=a
child ^nn++++=child
of ^in++++=of
sin ^nn++++=sin.
. ^zz++++=EXTRAWORD
" ^zz++++="Sister
sister ^nn++++=EXTRAWORD
Prudence ^nn+nom+++=Prudence,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
earnestly ^rb+cnj+++=earnestly,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
rejoice ^vb++++=rejoice
that ^cs+sub+++=that
a ^at++++=a
merciful ^jj+atrb+++=merciful
Providence ^np+nom++??+=Providence
hath ^vbz+hvz+aux++=hath
turned ^vprf+++xvbnx+=turned
your ^pp$+pp2+++=your
steps ^nns++++=steps
homeward ^rb++++=homeward
in ^in++++=in
time ^nn++++=time
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
bid ^vbi++++=bid
you ^pp2+pp2+++=you
a ^at++++=a
last ^jj+atrb+++=last
farewell ^nn++++=farewell.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^ap++++=a
few ^ap"++++=few
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
