One ^cd1++++=One
feverishness ^nns+nom+++=feverishness;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
foresaw ^vbd+++xvbnx+=foresaw
a ^at++++=a
sleepless ^jj+atrb+++=sleepless
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
chat ^nn++++=chat
with ^in++++=with
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
companion ^nn++++=companion.
. ^zz++++=EXTRAWORD
Tea ^nn++++=Tea
was ^vbd+bedz+aux++=was
served ^vpsv++agls+xvbnx+=served.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
doctor ^nn++++=doctor
began ^vbd+++xvbn+=began
to ^to++++=to
converse ^vbi++++=converse
freely ^rb++++=freely.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
sensible ^jj++++=sensible
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
expressed ^vbd+vpub++xvbn+=expressed
himself ^ppl+pp3+++=himself
with ^in++++=with
vigour ^nn++++=vigour
and ^cc++++=and
some ^dti++++=some
humour ^nn++++=humour.
. ^zz++++=EXTRAWORD
Queer ^jj+atrb+++=Queer
things ^nns++++=things
happen ^vb+++??+=happen
in ^in++++=in
the ^ati++++=the
world ^nn++++=world:
: ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
live ^vb++++=live
a ^at++++=a
long ^rb++++=long
while ^cs+sub+++=while
with ^in++++=with
some ^dti++++=some
people ^nns++++=people,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
on ^in++++=on
friendly ^jj+atrb+++=friendly
terms ^nns++++=terms
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
once ^rb+tm+++=once
speak ^vb++++=speak
openly ^rb++++=openly
with ^in++++=with
them ^pp3o+pp3+++=them
from ^in++++=from
your ^pp$+pp2+++=your
soul ^nn++++=soul;
; ^zz++++=EXTRAWORD
with ^in++++=with
others ^aps++++=others
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
scarcely ^rb+down+++=scarcely
time ^nn++++=time
to ^to++++=to
get ^vbi++++=get
acquainted ^vbd+++xvbn+=acquainted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
at ^rb++++=at
once ^rb"+tm+++=once
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
pouring ^vbg+++xvbgx+=pouring
out ^rp+pl+++=out
to ^in++++=to
him ^pp3o+pp3+++=him--or
-- ^--+clp+++=EXTRAWORD
or ^cc+cls+++=EXTRAWORD
he ^pp3a+pp3+++=he
to ^in++++=to
you ^pp2+pp2+++=you--all
-- ^--+clp+++=EXTRAWORD
all ^abn++++=EXTRAWORD
your ^pp$+pp2+++=your
secrets ^nns++++=secrets,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
at ^in++++=at
confession ^nn++++=confession.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
I ^pp1a+pp1+++=I
gained ^vbd+++xvbnx+=gained
the ^ati++++=the
confidence ^nn+nom+++=confidence
of ^in++++=of
my ^pp$+pp1+++=my
new ^jj+atrb+++=new
friend ^nn++++=friend--anyway,
-- ^--+clp+++=EXTRAWORD
anyway ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
nothing ^pn++++=nothing
to ^to++++=to
lead ^vbi++++=lead
up ^in+cmpx+++=up
to ^in"++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
a ^at++++=a
rather ^rb++++=rather
curious ^jj+atrb+++=curious
incident ^nn++++=incident;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
I ^pp1a+pp1+++=I
will ^md+prd+++=will
report ^vb++++=report
his ^pp$+pp3+++=his
tale ^nn++++=tale
for ^in++++=for
the ^ati++++=the
information ^nn+nom+++=information
of ^in++++=of
the ^ati++++=the
indulgent ^jj+atrb+++=indulgent
reader ^nn++++=reader.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
try ^vb++++=try
to ^to+vcmp+++=to
tell ^vbi++++=tell
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
own ^ap++++=own
words ^nns++++=words.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
happen ^vb+++??+=happen
to ^to+vcmp+++=to
know ^vbi+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
in ^in++++=in
a ^at++++=a
weak ^jj+atrb+++=weak
and ^cc+phrs+++=and
quavering ^jj+atrb++xvbg+=quavering
voice ^nn++++=voice
( ^zz++++=(the
the ^ati++++=EXTRAWORD
common ^jj+atrb+++=common
result ^nn++++=result
of ^in++++=of
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
unmixed ^jj+++xvbn+=unmixed
Berezov ^np+++??+=Berezov
snuff ^nn++++=snuff);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
happen ^vb+++??+=happen
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
the ^ati++++=the
judge ^nn++++=judge
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Mylov ^np+++??+=Mylov,
, ^zz++++=EXTRAWORD
Pavel ^np+++??+=Pavel
Lukich?. ^np+++??+=Lukich?...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
him?. ^nn+++??+=him?...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
same ^ap++++=same."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(He
he ^pp3a+pp3+++=EXTRAWORD
cleared ^vbd+++xvbnx+=cleared
his ^pp$+pp3+++=his
throat ^nn++++=throat
and ^cc++++=and
rubbed ^vbd+++xvbn+=rubbed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
the ^ati++++=the
thing ^nn++++=thing
happened ^vbd+++xvbn+=happened,
, ^zz++++=EXTRAWORD
to ^to++++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
exactly ^rb++++=exactly
without ^in++++=without
mistake ^nn++++=mistake,
, ^zz++++=EXTRAWORD
in ^in++++=in
Lent ^vbd+++xvbn+=Lent,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
very ^ap+amp+++=very
time ^nn++++=time
of ^in++++=of
the ^ati++++=the
thaws ^nns+++??+=thaws.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
at ^rb++++=at
his ^pp$+pp3+++=his
house ^nn++++=house--our
-- ^--+clp+++=EXTRAWORD
our ^pp$+pp1+++=EXTRAWORD
judge ^nn++++=judge's,
's, ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know--playing
-- ^--+clp+++=EXTRAWORD
playing ^vbg+++xvbg+=EXTRAWORD
preference ^nn+nom+++=preference.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
judge ^nn++++=judge
is ^vbz+bez+vrb++=is
a ^at++++=a
good ^jj++++=good
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fond ^jj++++=fond
of ^in++++=of
playing ^xvbg+++xvbg+=playing
preference ^nn+nom+++=preference.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly"
" ^zz++++=EXTRAWORD
( ^zz++++=(the
the ^ati++++=EXTRAWORD
doctor ^nn++++=doctor
made ^vbd+++xvbn+=made
frequent ^jj+atrb+++=frequent
use ^nn++++=use
of ^in++++=of
this ^dt+dem+++=this
word ^nn++++=word,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly)
) ^zz++++=EXTRAWORD
" ^zz++++="they
they ^pp3a+pp3+++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
' ^zz++++='There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
servant ^nn+nom+++=servant
asking ^vwbg+vsua++xvbg+=asking
for ^in++++=for
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
want ^vb++++=want?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
brought ^vprf+++xvbnx+=brought
a ^at++++=a
note ^nn++++=note--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
from ^in++++=from
a ^at++++=a
patient ^nn++++=patient.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Give
give ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
the ^ati++++=the
note ^nn++++=note,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
So ^ql++++=So
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
from ^in++++=from
a ^at++++=a
patient ^nn++++=patient--well
-- ^--+clp+++=EXTRAWORD
well ^rb+dspt+++=EXTRAWORD
and ^cc++++=and
good ^jj++++=good--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
understand--it ^jj+atrb++??+=understand--it's
's ^vbz+bez+vrb++0=EXTRAWORD
our ^pp$+pp1+++=our
bread ^nn++++=bread
and ^cc++++=and
butter. ^nn+++??+=butter...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
how ^wrb+who+++=how
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was:
: ^zz++++=EXTRAWORD
a ^at++++=a
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
a ^at++++=a
widow ^nn++++=widow,
, ^zz++++=EXTRAWORD
writes ^vbz+vprv+++=writes
to ^in++++=to
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='My
my ^pp$+pp1+++=EXTRAWORD
daughter ^nn+nom+++=daughter
is ^vbz+bez+aux++=is
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come,
, ^zz++++=EXTRAWORD
for ^in++++=for
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='and
and ^cc++++=EXTRAWORD
the ^ati++++=the
horses ^nns++++=horses
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
sent ^vpsv++agls+xvbnx+=sent
for ^in++++=for
you. ^nn+++??+=you.'...
'... ^nn+++??+=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
twenty ^cd++++=twenty
miles ^nns++++=miles
from ^in++++=from
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
midnight ^nn++++=midnight
out ^rp+pl+++=out
of ^in++++=of
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
roads ^nns++++=roads
in ^in++++=in
such ^abl++++=such
a ^at++++=a
state ^nn++++=state,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
word ^nn++++=word!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
poor ^jj+pred+++=poor
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
could ^md+pos+++=could
not ^xnot++not++=not
expect ^vb+vprv+++=expect
more ^rbr++++=more
than ^in++++=than
two ^cd++++=two
silver ^nn++++=silver
rubles ^nns+++??+=rubles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^cs+sub+++=even
that ^dt+dem+++=that
problematic ^jj++++=problematic;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
might ^md+pos+++=might
only ^rb+down+++=only
be ^vb+be+vrb++=be
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
a ^at++++=a
roll ^nn++++=roll
of ^in++++=of
linen ^nn++++=linen
and ^cc++++=and
a ^at++++=a
sack ^nn++++=sack
of ^in++++=of
oatmeal ^nn++++=oatmeal
in ^in++++=in
payment ^nn+nom+++=payment.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
before ^in++++=before
everything ^pn++++=everything:
: ^zz++++=EXTRAWORD
a ^at++++=a
fellow ^jjb++++=fellow-creature
- ^zz++++=EXTRAWORD
creature ^nn++++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+aux++=be
dying ^vbg+++xvbgx+=dying.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hand ^nn++++=hand
over ^in++++=over
my ^pp$+pp1+++=my
cards ^nns++++=cards
at ^rb++++=at
once ^rb"+tm+++=once
to ^in++++=to
Kalliopin ^np+++??+=Kalliopin,
, ^zz++++=EXTRAWORD
the ^ati++++=the
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
provincial ^jj+atrb+++=provincial
commission ^nn++++=commission,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
return ^nn++++=return
home ^nr++++=home.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
look ^vb++++=look;
; ^zz++++=EXTRAWORD
a ^at++++=a
wretched ^jj++++=wretched
little ^ap++++=little
trap ^nn++++=trap
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
at ^rb++++=at
the ^ati++++=the
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
with ^in++++=with
peasant ^nn+nom+++=peasant's
's ^$++++=EXTRAWORD
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
fat ^nn++++=fat--too
-- ^--+clp+++=EXTRAWORD
too ^ql++++=EXTRAWORD
fat ^nn++++=fat--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
their ^pp$+pp3+++=their
coat ^nn++++=coat
as ^in++++=as
shaggy ^nn++++=shaggy
as ^cs+sub+++=as
felt ^vbd+vprv++xvbn+=felt;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
coachman ^nn+nom+++=coachman
sitting ^vwbg+++xvbg+=sitting
with ^in++++=with
his ^pp$+pp3+++=his
cap ^nn++++=cap
off ^in+pl+++=off
out ^rp+pl+++=out
of ^in++++=of
respect ^nn++++=respect.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
to ^in++++=to
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
patients ^nns++++=patients
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
rolling ^jj+++xvbg+=rolling
in ^in++++=in
riches. ^nn+++??+=riches.'...
'... ^nn+++??+=EXTRAWORD
You ^pp2+pp2+++=You
smile ^nn++++=smile;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
a ^at++++=a
poor ^jj+atrb+++=poor
man ^nn++++=man
like ^in++++=like
me ^pp1o+pp1+++=me
has ^md"++pmd"++=has
to ^md+nec+++=to
take ^vb++++=take
everything ^pn++++=everything
into ^in++++=into
consideration. ^nn+++??+=consideration...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
coachman ^nn+nom+++=coachman
sits ^vbz++++=sits
like ^in++++=like
a ^at++++=a
prince ^nn++++=prince,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
touch ^vb++++=touch
his ^pp$+pp3+++=his
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
sneers ^vbz++++=sneers
at ^rb++++=at
you ^pp2+pp2+++=you
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
beard ^nn++++=beard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flicks ^nns+++??+=flicks
his ^pp$+pp3+++=his
whip ^nn++++=whip--then
-- ^--+clp+++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
bet ^vbd+vpub++xvbn+=bet
on ^in++++=on
six ^cd++++=six
rubles ^nns+++??+=rubles.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
case ^nn++++=case,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
very ^ql+amp+++=very
different ^jj+atrb+++=different
air ^nn++++=air.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
help ^nn++++=help
for ^in++++=for
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
duty ^nn++++=duty
before ^in++++=before
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
snatch ^vb++++=snatch
up ^rp++++=up
the ^ati++++=the
most ^ql+emph+++=most
necessary ^jj+atrb+++=necessary
drugs ^nns++++=drugs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
set ^vpsv++agls+xvbn+=set
off ^rb+phrv+++=off.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^rb+down+++=only
just ^rb+emph+++=just
managed ^vbd+++xvbn+=managed
to ^to+vcmp+++=to
get ^vbi++++=get
there ^rn+pl+++=there
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
road ^nn++++=road
was ^vbd+bedz+vrb++=was
infernal ^jj+pred+++=infernal:
: ^zz++++=EXTRAWORD
streams ^nns++++=streams,
, ^zz++++=EXTRAWORD
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
watercourses ^nns+++??+=watercourses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dyke ^npl++++=dyke
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
burst ^vprf+++xvbnx+=burst
there ^rn+pl+++=there--that
-- ^--+clp+++=EXTRAWORD
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
arrived ^vbd+++xvbnx+=arrived
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
thatched ^jj+atrb+++=thatched
house ^nn++++=house.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
light ^nn++++=light
in ^in++++=in
the ^ati++++=the
windows ^nns++++=windows;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
meant ^vbd+vprv+tht0+xvbn+=meant
they ^pp3a+pp3+++=they
expected ^vbd+vprv++xvbnx+=expected
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
met ^vpsv++by+xvbnx+=met
by ^in++++=by
an ^at++++=an
old ^jj+atrb+++=old
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
venerable ^jj++++=venerable,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
' ^zz++++='Save
save ^vb++++=EXTRAWORD
her ^pp$+pp3+++=her!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says;
; ^zz++++=EXTRAWORD
' ^zz++++='she
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
dying ^vbg+++xvbgx+=dying.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='Pray
pray ^vb+vsua+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
distress ^nns+nom+++=distress
yourself ^ppl+pp2+++=yourself--Where
-- ^--+clp+++=EXTRAWORD
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
invalid ^nn++++=invalid?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Come
