Once ^rb+tm+++=Once
firmly ^rb++++=firmly
fixed ^vbd+++xvbn+=fixed
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
remarkable ^jj+atrb+++=remarkable
stillness ^nns+nom+++=stillness
in ^in++++=in
the ^ati++++=the
Kingdom ^nn+nom+++=Kingdom
of ^in++++=of
Cards ^nns++++=Cards.
. ^zz++++=EXTRAWORD
Satisfaction ^nn+nom+++=Satisfaction
and ^cc++++=and
contentment ^nn+nom+++=contentment
were ^vbd+bed+vrb++=were
complete ^jj+pred+++=complete
in ^in++++=in
all ^abn++++=all
their ^pp$+pp3+++=their
rounded ^jj+atrb++xvbn+=rounded
wholeness ^nns+nom+++=wholeness.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
never ^rb++++=never
any ^dti++++=any
uproar ^nn++++=uproar
or ^cc++++=or
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
never ^rb++++=never
any ^dti++++=any
excitement ^nn+nom+++=excitement
or ^cc++++=or
enthusiasm ^nn++++=enthusiasm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
ocean ^nn++++=ocean,
, ^zz++++=EXTRAWORD
crooning ^jj++++=crooning
its ^pp$+it+++=its
lullaby ^nn++++=lullaby
with ^in++++=with
one ^cd1++++=one
unceasing ^jj+atrb+++=unceasing
melody ^nn++++=melody,
, ^zz++++=EXTRAWORD
lapped ^j+++xvbn+=lapped
the ^ati++++=the
island ^nn++++=island
to ^to++++=to
sleep ^vbi++++=sleep
with ^in++++=with
a ^at++++=a
thousand ^cd++++=thousand
soft ^jj+atrb+++=soft
touches ^nns++++=touches
of ^in++++=of
its ^pp$+it+++=its
wave ^nn++++=wave's
's ^vbz+bez+vrb++0=EXTRAWORD
white ^jj+atrb+++=white
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
The ^ati++++=The
vast ^jj+atrb+++=vast
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
outspread ^nn+++??+=outspread
azure ^nn+++??+=azure
wings ^nns++++=wings
of ^in++++=of
the ^ati++++=the
brooding ^nn++++=brooding
mother ^nn++++=mother-bird,
- ^zz++++=EXTRAWORD
bird ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
nestled ^j+++xvbn+=nestled
the ^ati++++=the
island ^nn++++=island
round ^in++++=round
with ^in++++=with
its ^pp$+it+++=its
downy ^nn+++??+=downy
plume ^nn++++=plume.
. ^zz++++=EXTRAWORD
For ^in++++=For
on ^in++++=on
the ^ati++++=the
distant ^jj+atrb+++=distant
horizon ^nn++++=horizon
a ^at++++=a
deep ^jj+atrb+++=deep
blue ^jj+atrb+++=blue
line ^nn++++=line
betokened ^vbd+++xvbn+=betokened
another ^ppls++++=another
shore ^np++++=shore.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no
sound ^nn++++=sound
of ^in++++=of
quarrel ^nn++++=quarrel
or ^cc++++=or
strife ^nn++++=strife
could ^md+pos+++=could
reach ^vb++++=reach
the ^ati++++=the
Island ^nn++++=Island
of ^in++++=of
Cards ^nns++++=Cards,
, ^zz++++=EXTRAWORD
to ^to++++=to
break ^vbi++++=break
its ^pp$+it+++=its
calm ^nn++++=calm
repose ^nn++++=repose.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
far ^rb+pl+++=far-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
foreign ^jj+atrb+++=foreign
land ^nn++++=land
across ^in+pl+++=across
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
lived ^vprf+++xvbn+=lived
a ^at++++=a
young ^jj+atrb+++=young
Prince ^nn++++=Prince
whose ^whp+rel+obj++=whose
mother ^nn++++=mother
was ^vbd+bedz+vrb++=was
a ^at++++=a
sorrowing ^jj+++xvbg+=sorrowing
queen ^npt++++=queen.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
queen ^npt++++=queen
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
from ^in++++=from
favour ^nn++++=favour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
living ^vbg+++xvbgx+=living
with ^in+ppvb+++=with
her ^pp$+pp3+++=her
only ^rb+down+++=only
son ^nn++++=son
on ^in++++=on
the ^ati++++=the
seashore ^nn+++??+=seashore.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Prince ^npt++++=Prince
passed ^vbd+++xvbn+=passed
his ^pp$+pp3+++=his
childhood ^nn+nom+++=childhood
alone ^jj++++=alone
and ^cc+phrs+++=and
forlorn ^jj++++=forlorn,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
by ^in++++=by
his ^pp$+pp3+++=his
forlorn ^jj+atrb+++=forlorn
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
weaving ^vbg+++xvbg+=weaving
the ^ati++++=the
net ^nn++++=net
of ^in++++=of
his ^pp$+pp3+++=his
big ^jj+atrb+++=big
desires ^nns++++=desires.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
longed ^vbd+++xvbnx+=longed
to ^to+vcmp+++=to
go ^vbi++++=go
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
the ^ati++++=the
Flying ^jj+atrb++xvbg+=Flying
Horse ^nn++++=Horse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Jewel ^nn++++=Jewel
in ^in++++=in
the ^ati++++=the
Cobra ^np++++=Cobra's
's ^$++++=EXTRAWORD
hood ^nn++++=hood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Rose ^nn+++xvbn+=Rose
of ^in++++=of
Heaven ^nn++++=Heaven,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Magic ^jj+atrb+++=Magic
Roads ^nns++++=Roads,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
find ^vbi+vprv+++=find
where ^wrb+who+whcl++=where
the ^ati++++=the
Princess ^nns+nom+++=Princess
Beauty ^nn++++=Beauty
was ^vbd+bedz+aux++=was
sleeping ^vbg+++xvbgx+=sleeping
in ^in++++=in
the ^ati++++=the
Ogre ^np++++=Ogre's
's ^$++++=EXTRAWORD
castle ^nn++++=castle
over ^in++++=over
the ^ati++++=the
thirteen ^cd++++=thirteen
rivers ^nns++++=rivers
and ^cc++++=and
across ^in+pl+++=across
the ^ati++++=the
seven ^cd++++=seven
seas ^nns++++=seas.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
Son ^nn++++=Son
of ^in++++=of
the ^ati++++=the
Merchant ^nn+nom+++=Merchant
at ^rb++++=at
school ^nn++++=school
the ^ati++++=the
young ^jj+atrb+++=young
Prince ^npt++++=Prince
learnt ^vbd+vprv++xvbn+=learnt
the ^ati++++=the
stories ^nns++++=stories
of ^in++++=of
foreign ^jj+atrb+++=foreign
kingdoms ^nns+nom+++=kingdoms.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
Son ^nn++++=Son
of ^in++++=of
the ^ati++++=the
Kotwal ^np+++??+=Kotwal
he ^pp3a+pp3+++=he
learnt ^vbd+vprv++xvbnx+=learnt
the ^ati++++=the
adventures ^nns++++=adventures
of ^in++++=of
the ^ati++++=the
Two ^cd++++=Two
Genii ^np+++??+=Genii
of ^in++++=of
the ^ati++++=the
Lamp ^nn++++=Lamp.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
the ^ati++++=the
rain ^nn++++=rain
came ^vbd+++xvbn+=came
beating ^nvbg+++xvbg+=beating
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clouds ^nns++++=clouds
covered ^vbd+++xvbn+=covered
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
sit ^vb++++=sit
on ^in++++=on
the ^ati++++=the
threshold ^nn++++=threshold
facing ^vwbg+++xvbg+=facing
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
say ^vb+vpub+++=say
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
sorrowing ^jj+atrb++xvbg+=sorrowing
mother ^nn++++=mother:
: ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
a ^at++++=a
story ^nn++++=story
of ^in++++=of
some ^dti++++=some
very ^ql+amp+++=very
far ^rb+pl+++=far-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
land ^nn++++=land."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
his ^pp$+pp3+++=his
mother ^nn++++=mother
would ^md+prd+++=would
tell ^vb++++=tell
him ^pp3o+pp3+++=him
an ^at++++=an
endless ^jj+atrb+++=endless
tale ^nn++++=tale
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
in ^in++++=in
her ^pp$+pp3+++=her
childhood ^nn+nom+++=childhood
of ^in++++=of
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
country ^nn++++=country
beyond ^in++++=beyond
the ^ati++++=the
sea ^nn++++=sea
where ^wrb+who+++=where
dwelt ^vbd+++xvbn+=dwelt
the ^ati++++=the
Princess ^nns+nom+++=Princess
Beauty ^nn++++=Beauty.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
young ^jj+atrb+++=young
Prince ^nn++++=Prince
would ^md+prd+++=would
become ^vb++++=become
sick ^jj++++=sick
with ^in++++=with
longing ^xvbg+++xvbg+=longing,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
on ^in++++=on
the ^ati++++=the
threshold ^nn++++=threshold,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
ocean ^nn++++=ocean,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^vbz+bez+vrb++0=EXTRAWORD
wonderful ^jj+atrb+++=wonderful
story ^nn++++=story,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
rain ^nn++++=rain
outside ^in+pl+++=outside
came ^vbd+++xvbn+=came
beating ^nvbg+++xvbg+=beating
down ^rp++++=down
and ^cc++++=and
the ^ati++++=the
grey ^np++++=grey
clouds ^nns++++=clouds
covered ^vbd+++xvbn+=covered
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
the ^ati++++=the
Son ^nn++++=Son
of ^in++++=of
the ^ati++++=the
Merchant ^nn+nom+++=Merchant
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
Prince ^nn++++=Prince,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said
boldly ^rb++++=boldly:
: ^zz++++=EXTRAWORD
" ^zz++++="Comrade,
comrade ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
studies ^nns++++=studies
are ^vb+ber+vrb++=are
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
now ^rn+tm+splt++=now
setting ^vbg+++xvbgx+=setting
out ^rb+phrv+++=out
on ^in++++=on
my ^pp$+pp1+++=my
travels ^nns++++=travels
to ^to++++=to
seek ^vbi++++=seek
my ^pp$+pp1+++=my
fortunes ^nns++++=fortunes
on ^in++++=on
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^to++++=to
bid ^vbi++++=bid
you ^pp2+pp2+++=you
good ^jj++++=good-bye."
- ^zz++++=EXTRAWORD
bye ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Prince ^npt++++=Prince
said ^vbd+vpub++xvbn+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
go ^vb++++=go
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
Son ^nn++++=Son
of ^in++++=of
Kotwal ^np+++??+=Kotwal
said ^vbd+vpub++xvbn+=said
also ^rb++++=also:
: ^zz++++=EXTRAWORD
" ^zz++++="Comrades,
comrades ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
trusty ^jj++++=trusty
and ^cc+phrs+++=and
true ^jj++++=true,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
not ^xnot++not++=not
leave ^nn++++=leave
me ^pp1o+pp1+++=me
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
also ^rb++++=also
will ^md+prd+++=will
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
companion ^nn++++=companion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
young ^jj+atrb+++=young
Prince ^npt++++=Prince
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
his ^pp$+pp3+++=his
sorrowing ^jj+atrb++xvbg+=sorrowing
mother ^nn++++=mother;
; ^zz++++=EXTRAWORD
" ^zz++++="Mother,
mother ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
now ^rn+tm+splt++=now
setting ^vbg+++xvbgx+=setting
out ^rb+phrv+++=out
on ^in++++=on
my ^pp$+pp1+++=my
travels ^nns++++=travels
to ^to++++=to
seek ^vbi++++=seek
my ^pp$+pp1+++=my
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
come ^vb++++=come
back ^jjb++++=back
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
surely ^rb++++=surely
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
some ^dti++++=some
way ^nn++++=way
to ^to++++=to
remove ^vbi++++=remove
all ^abn++++=all
your ^pp$+pp2+++=your
sorrow ^nn++++=sorrow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
Three ^cd++++=Three
Companions ^nns++++=Companions
set ^vbd+++xvbn+=set
out ^rb+phrv+++=out
on ^in++++=on
their ^pp$+pp3+++=their
travels ^nns++++=travels
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
harbour ^nn++++=harbour
were ^vbd+bed+aux++=were
anchored ^vpsv++agls+xvbnx+=anchored
the ^ati++++=the
twelve ^cd++++=twelve
ships ^nns++++=ships
of ^in++++=of
the ^ati++++=the
merchant ^nn+nom+++=merchant,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Three ^cd++++=Three
Companions ^nns++++=Companions
got ^vbd+++xvbn+=got
on ^in++++=on
board ^nn++++=board.
. ^zz++++=EXTRAWORD
The ^ati++++=The
south ^np+pl+++=south
wind ^nn++++=wind
was ^vbd+bedz+aux++=was
blowing ^vbg+++xvbgx+=blowing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
twelve ^cd++++=twelve
ships ^nns++++=ships
sailed ^vbd+++xvbn+=sailed
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
the ^ati++++=the
desires ^nns++++=desires
which ^whp+rel+obj++=which
rose ^nn+++xvbn+=rose
in ^in++++=in
the ^ati++++=the
Prince ^np++++=Prince's
's ^$++++=EXTRAWORD
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
Conch ^np+++??+=Conch
Shell ^nn++++=Shell
Island ^nn++++=Island
they ^pp3a+pp3+++=they
filled ^vbd+++xvbnx+=filled
one ^cd1++++=one
ship ^nn++++=ship
with ^in++++=with
conchs ^nns+++??+=conchs.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
Sandal ^np+++??+=Sandal
Wood ^nn++++=Wood
Island ^nn++++=Island
they ^pp3a+pp3+++=they
filled ^vbd+++xvbnx+=filled
a ^at++++=a
second ^od++++=second
ship ^nn++++=ship
with ^in++++=with
sandal ^jj++++=sandal-wood,
- ^zz++++=EXTRAWORD
wood ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
Coral ^nn++++=Coral
Island ^nn++++=Island
they ^pp3a+pp3+++=they
filled ^vbd+++xvbnx+=filled
a ^at++++=a
third ^nn++++=third
ship ^nn++++=ship
with ^in++++=with
coral ^nn++++=coral.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
years ^nns++++=years
passed ^vbd+++xvbn+=passed
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
filled ^vbd+++xvbnx+=filled
four ^cd++++=four
more ^ql++++=more
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
one ^pn++++=one
with ^in++++=with
ivory ^nn++++=ivory,
, ^zz++++=EXTRAWORD
one ^pn++++=one
with ^in++++=with
musk ^nn+++??+=musk,
, ^zz++++=EXTRAWORD
one ^pn++++=one
with ^in++++=with
cloves ^nns++++=cloves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
with ^in++++=with
nutmegs ^nns+++??+=nutmegs.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
these ^dt+dem+++=these
ships ^nns++++=ships
were ^vbd+bed+vrb++=were
all ^abn++++=all
loaded ^jj+++xvbn+=loaded
a ^at++++=a
terrible ^jj+atrb+++=terrible
tempest ^nn++++=tempest
arose ^vbd+++xvbn+=arose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ships ^nns++++=ships
were ^vbd+bed+vrb++=were
all ^abn++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
sunk ^vbd+++xvbn+=sunk,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
cloves ^nns++++=cloves
and ^cc++++=and
nutmeg ^nn++++=nutmeg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
musk ^nn+++??+=musk
and ^cc++++=and
ivory ^nn++++=ivory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
coral ^nn++++=coral
and ^cc++++=and
sandal ^jj++++=sandal-wood
- ^zz++++=EXTRAWORD
wood ^nn++++=EXTRAWORD
and ^cc++++=and
conchs ^nns+++??+=conchs.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
ship ^nn++++=ship
with ^in++++=with
the ^ati++++=the
Three ^cd++++=Three
Companions ^nns++++=Companions
struck ^vbd+++xvbn+=struck
on ^in++++=on
an ^at++++=an
island ^nn++++=island
reef ^nn++++=reef,
, ^zz++++=EXTRAWORD
buried ^xvbn+++xvbn+=buried
them ^pp3o+pp3+++=them
safe ^jj++++=safe
ashore ^rb+cnj+++=ashore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
itself ^ppl++++=itself
broke ^vbd+++xvbn+=broke
in ^rb+phrv+++=in
pieces ^nns++++=pieces.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
the ^ati++++=the
famous ^jj+atrb+++=famous
Island ^nn++++=Island
of ^in++++=of
Cards ^nns++++=Cards,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
lived ^vbd+++xvbn+=lived
the ^ati++++=the
Ace ^nn++++=Ace
and ^cc++++=and
King ^nn++++=King
and ^cc++++=and
Queen ^nn++++=Queen
and ^cc++++=and
Knave ^nn++++=Knave,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
Nines ^cds++++=Nines
and ^cc++++=and
Tens ^cds++++=Tens
and ^cc++++=and
